year,hhtyp,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1988,Single-person household,Rural regions,,,,,,,,,,,,
1988,Couple without children,Urban regions,,,,,,,,,,,,
1988,Couple without children,Rural regions,,,,,,,,,,,,
1988,Single parent,Urban regions,,,,,,,,,,,,
1988,Single parent,Rural regions,,,,,,,,,,,,
1988,Couple with children,Urban regions,,,,,,,,,,,,
1988,Couple with children,Rural regions,,,,,,,,,,,,
1988,Multi-generational household,Urban regions,,,,,,,,,,,,
1988,Multi-generational household,Rural regions,,,,,,,,,,,,
1988,Other Combinations,Urban regions,,,,,,,,,,,,
1988,Other Combinations,Rural regions,,,,,,,,,,,,
1989,Single-person household,Urban regions,,,,,,,,,,,,
1989,Single-person household,Rural regions,,,,,,,,,,,,
1989,Couple without children,Urban regions,,,,,,,,,,,,
1989,Couple without children,Rural regions,,,,,,,,,,,,
1989,Single parent,Urban regions,,,,,,,,,,,,
1989,Single parent,Rural regions,,,,,,,,,,,,
1989,Couple with children,Urban regions,,,,,,,,,,,,
1989,Couple with children,Rural regions,,,,,,,,,,,,
1989,Multi-generational household,Urban regions,,,,,,,,,,,,
1989,Multi-generational household,Rural regions,,,,,,,,,,,,
1989,Other Combinations,Urban regions,,,,,,,,,,,,
1989,Other Combinations,Rural regions,,,,,,,,,,,,
1990,Single-person household,Urban regions,,,,,,,,,,,,
1990,Single-person household,Rural regions,,,,,,,,,,,,
1990,Couple without children,Urban regions,,,,,,,,,,,,
1990,Couple without children,Rural regions,,,,,,,,,,,,
1990,Single parent,Urban regions,,,,,,,,,,,,
1990,Single parent,Rural regions,,,,,,,,,,,,
1990,Couple with children,Urban regions,,,,,,,,,,,,
1990,Couple with children,Rural regions,,,,,,,,,,,,
1990,Multi-generational household,Urban regions,,,,,,,,,,,,
1990,Multi-generational household,Rural regions,,,,,,,,,,,,
1990,Other Combinations,Urban regions,,,,,,,,,,,,
1990,Other Combinations,Rural regions,,,,,,,,,,,,
1991,Single-person household,Urban regions,,,,,,,,,,,,
1991,Single-person household,Rural regions,,,,,,,,,,,,
1991,Couple without children,Urban regions,,,,,,,,,,,,
1991,Couple without children,Rural regions,,,,,,,,,,,,
1991,Single parent,Urban regions,,,,,,,,,,,,
1991,Single parent,Rural regions,,,,,,,,,,,,
1991,Couple with children,Urban regions,,,,,,,,,,,,
1991,Couple with children,Rural regions,,,,,,,,,,,,
1991,Multi-generational household,Urban regions,,,,,,,,,,,,
1991,Multi-generational household,Rural regions,,,,,,,,,,,,
1991,Other Combinations,Urban regions,,,,,,,,,,,,
1991,Other Combinations,Rural regions,,,,,,,,,,,,
1992,Single-person household,Urban regions,,,,,,,,,,,,
1992,Single-person household,Rural regions,,,,,,,,,,,,
1992,Couple without children,Urban regions,,,,,,,,,,,,
1992,Couple without children,Rural regions,,,,,,,,,,,,
1992,Single parent,Urban regions,,,,,,,,,,,,
1992,Single parent,Rural regions,,,,,,,,,,,,
1992,Couple with children,Urban regions,,,,,,,,,,,,
1992,Couple with children,Rural regions,,,,,,,,,,,,
1992,Multi-generational household,Urban regions,,,,,,,,,,,,
1992,Multi-generational household,Rural regions,,,,,,,,,,,,
1992,Other Combinations,Urban regions,,,,,,,,,,,,
1992,Other Combinations,Rural regions,,,,,,,,,,,,
1993,Single-person household,Urban regions,,,,,,,,,,,,
1993,Single-person household,Rural regions,,,,,,,,,,,,
1993,Couple without children,Urban regions,,,,,,,,,,,,
1993,Couple without children,Rural regions,,,,,,,,,,,,
1993,Single parent,Urban regions,,,,,,,,,,,,
1993,Single parent,Rural regions,,,,,,,,,,,,
1993,Couple with children,Urban regions,,,,,,,,,,,,
1993,Couple with children,Rural regions,,,,,,,,,,,,
1993,Multi-generational household,Urban regions,,,,,,,,,,,,
1993,Multi-generational household,Rural regions,,,,,,,,,,,,
1993,Other Combinations,Urban regions,,,,,,,,,,,,
1993,Other Combinations,Rural regions,,,,,,,,,,,,
1994,Single-person household,Urban regions,,,,,,,,,,,,
1994,Single-person household,Rural regions,,,,,,,,,,,,
1994,Couple without children,Urban regions,,,,,,,,,,,,
1994,Couple without children,Rural regions,,,,,,,,,,,,
1994,Single parent,Urban regions,,,,,,,,,,,,
1994,Single parent,Rural regions,,,,,,,,,,,,
1994,Couple with children,Urban regions,,,,,,,,,,,,
1994,Couple with children,Rural regions,,,,,,,,,,,,
1994,Multi-generational household,Urban regions,,,,,,,,,,,,
1994,Multi-generational household,Rural regions,,,,,,,,,,,,
1994,Other Combinations,Urban regions,,,,,,,,,,,,
1994,Other Combinations,Rural regions,,,,,,,,,,,,
1995,Single-person household,Urban regions,,,,,,,,,,,,
1995,Single-person household,Rural regions,,,,,,,,,,,,
1995,Couple without children,Urban regions,,,,,,,,,,,,
1995,Couple without children,Rural regions,,,,,,,,,,,,
1995,Single parent,Urban regions,,,,,,,,,,,,
1995,Single parent,Rural regions,,,,,,,,,,,,
1995,Couple with children,Urban regions,,,,,,,,,,,,
1995,Couple with children,Rural regions,,,,,,,,,,,,
1995,Multi-generational household,Urban regions,,,,,,,,,,,,
1995,Multi-generational household,Rural regions,,,,,,,,,,,,
1995,Other Combinations,Urban regions,,,,,,,,,,,,
1995,Other Combinations,Rural regions,,,,,,,,,,,,
1996,Single-person household,Urban regions,,,,,,,,,,,,
1996,Single-person household,Rural regions,,,,,,,,,,,,
1996,Couple without children,Urban regions,,,,,,,,,,,,
1996,Couple without children,Rural regions,,,,,,,,,,,,
1996,Single parent,Urban regions,,,,,,,,,,,,
1996,Single parent,Rural regions,,,,,,,,,,,,
1996,Couple with children,Urban regions,,,,,,,,,,,,
1996,Couple with children,Rural regions,,,,,,,,,,,,
1996,Multi-generational household,Urban regions,,,,,,,,,,,,
1996,Multi-generational household,Rural regions,,,,,,,,,,,,
1996,Other Combinations,Urban regions,,,,,,,,,,,,
1996,Other Combinations,Rural regions,,,,,,,,,,,,
1997,Single-person household,Urban regions,,,,,,,,,,,,
1997,Single-person household,Rural regions,,,,,,,,,,,,
1997,Couple without children,Urban regions,,,,,,,,,,,,
1997,Couple without children,Rural regions,,,,,,,,,,,,
1997,Single parent,Urban regions,,,,,,,,,,,,
1997,Single parent,Rural regions,,,,,,,,,,,,
1997,Couple with children,Urban regions,,,,,,,,,,,,
1997,Couple with children,Rural regions,,,,,,,,,,,,
1997,Multi-generational household,Urban regions,,,,,,,,,,,,
1997,Multi-generational household,Rural regions,,,,,,,,,,,,
1997,Other Combinations,Urban regions,,,,,,,,,,,,
1997,Other Combinations,Rural regions,,,,,,,,,,,,
1998,Single-person household,Urban regions,,,,,,,,,,,,
1998,Single-person household,Rural regions,,,,,,,,,,,,
1998,Couple without children,Urban regions,,,,,,,,,,,,
1998,Couple without children,Rural regions,,,,,,,,,,,,
1998,Single parent,Urban regions,,,,,,,,,,,,
1998,Single parent,Rural regions,,,,,,,,,,,,
1998,Couple with children,Urban regions,,,,,,,,,,,,
1998,Couple with children,Rural regions,,,,,,,,,,,,
1998,Multi-generational household,Urban regions,,,,,,,,,,,,
1998,Multi-generational household,Rural regions,,,,,,,,,,,,
1998,Other Combinations,Urban regions,,,,,,,,,,,,
1998,Other Combinations,Rural regions,,,,,,,,,,,,
1999,Single-person household,Urban regions,,,,,,,,,,,,
1999,Single-person household,Rural regions,,,,,,,,,,,,
1999,Couple without children,Urban regions,,,,,,,,,,,,
1999,Couple without children,Rural regions,,,,,,,,,,,,
1999,Single parent,Urban regions,,,,,,,,,,,,
1999,Single parent,Rural regions,,,,,,,,,,,,
1999,Couple with children,Urban regions,,,,,,,,,,,,
1999,Couple with children,Rural regions,,,,,,,,,,,,
1999,Multi-generational household,Urban regions,,,,,,,,,,,,
1999,Multi-generational household,Rural regions,,,,,,,,,,,,
1999,Other Combinations,Urban regions,,,,,,,,,,,,
1999,Other Combinations,Rural regions,,,,,,,,,,,,
2000,Single-person household,Urban regions,,,,,,,,,,,,
2000,Single-person household,Rural regions,,,,,,,,,,,,
2000,Couple without children,Urban regions,,,,,,,,,,,,
2000,Couple without children,Rural regions,,,,,,,,,,,,
2000,Single parent,Urban regions,,,,,,,,,,,,
2000,Single parent,Rural regions,,,,,,,,,,,,
2000,Couple with children,Urban regions,,,,,,,,,,,,
2000,Couple with children,Rural regions,,,,,,,,,,,,
2000,Multi-generational household,Urban regions,,,,,,,,,,,,
2000,Multi-generational household,Rural regions,,,,,,,,,,,,
2000,Other Combinations,Urban regions,,,,,,,,,,,,
2000,Other Combinations,Rural regions,,,,,,,,,,,,
2001,Single-person household,Urban regions,,,,,,,,,,,,
2001,Single-person household,Rural regions,,,,,,,,,,,,
2001,Couple without children,Urban regions,,,,,,,,,,,,
2001,Couple without children,Rural regions,,,,,,,,,,,,
2001,Single parent,Urban regions,,,,,,,,,,,,
2001,Single parent,Rural regions,,,,,,,,,,,,
2001,Couple with children,Urban regions,,,,,,,,,,,,
2001,Couple with children,Rural regions,,,,,,,,,,,,
2001,Multi-generational household,Urban regions,,,,,,,,,,,,
2001,Multi-generational household,Rural regions,,,,,,,,,,,,
2001,Other Combinations,Urban regions,,,,,,,,,,,,
2001,Other Combinations,Rural regions,,,,,,,,,,,,
2002,Single-person household,Urban regions,,,,,,,,,,,,
2002,Single-person household,Rural regions,,,,,,,,,,,,
2002,Couple without children,Urban regions,,,,,,,,,,,,
2002,Couple without children,Rural regions,,,,,,,,,,,,
2002,Single parent,Urban regions,,,,,,,,,,,,
2002,Single parent,Rural regions,,,,,,,,,,,,
2002,Couple with children,Urban regions,,,,,,,,,,,,
2002,Couple with children,Rural regions,,,,,,,,,,,,
2002,Multi-generational household,Urban regions,,,,,,,,,,,,
2002,Multi-generational household,Rural regions,,,,,,,,,,,,
2002,Other Combinations,Urban regions,,,,,,,,,,,,
2002,Other Combinations,Rural regions,,,,,,,,,,,,
2003,Single-person household,Urban regions,,,,,,,,,,,,
2003,Single-person household,Rural regions,,,,,,,,,,,,
2003,Couple without children,Urban regions,,,,,,,,,,,,
2003,Couple without children,Rural regions,,,,,,,,,,,,
2003,Single parent,Urban regions,,,,,,,,,,,,
2003,Single parent,Rural regions,,,,,,,,,,,,
2003,Couple with children,Urban regions,,,,,,,,,,,,
2003,Couple with children,Rural regions,,,,,,,,,,,,
2003,Multi-generational household,Urban regions,,,,,,,,,,,,
2003,Multi-generational household,Rural regions,,,,,,,,,,,,
2003,Other Combinations,Urban regions,,,,,,,,,,,,
2003,Other Combinations,Rural regions,,,,,,,,,,,,
2004,Single-person household,Urban regions,,,,,,,,,,,,
2004,Single-person household,Rural regions,,,,,,,,,,,,
2004,Couple without children,Urban regions,,,,,,,,,,,,
2004,Couple without children,Rural regions,,,,,,,,,,,,
2004,Single parent,Urban regions,,,,,,,,,,,,
2004,Single parent,Rural regions,,,,,,,,,,,,
2004,Couple with children,Urban regions,,,,,,,,,,,,
2004,Couple with children,Rural regions,,,,,,,,,,,,
2004,Multi-generational household,Urban regions,,,,,,,,,,,,
2004,Multi-generational household,Rural regions,,,,,,,,,,,,
2004,Other Combinations,Urban regions,,,,,,,,,,,,
2004,Other Combinations,Rural regions,,,,,,,,,,,,
2005,Single-person household,Urban regions,,,,,,,,,,,,
2005,Single-person household,Rural regions,,,,,,,,,,,,
2005,Couple without children,Urban regions,,,,,,,,,,,,
2005,Couple without children,Rural regions,,,,,,,,,,,,
2005,Single parent,Urban regions,,,,,,,,,,,,
2005,Single parent,Rural regions,,,,,,,,,,,,
2005,Couple with children,Urban regions,,,,,,,,,,,,
2005,Couple with children,Rural regions,,,,,,,,,,,,
2005,Multi-generational household,Urban regions,,,,,,,,,,,,
2005,Multi-generational household,Rural regions,,,,,,,,,,,,
2005,Other Combinations,Urban regions,,,,,,,,,,,,
2005,Other Combinations,Rural regions,,,,,,,,,,,,
2006,Single-person household,Urban regions,,,,,,,,,,,,
2006,Single-person household,Rural regions,,,,,,,,,,,,
2006,Couple without children,Urban regions,,,,,,,,,,,,
2006,Couple without children,Rural regions,,,,,,,,,,,,
2006,Single parent,Urban regions,,,,,,,,,,,,
2006,Single parent,Rural regions,,,,,,,,,,,,
2006,Couple with children,Urban regions,,,,,,,,,,,,
2006,Couple with children,Rural regions,,,,,,,,,,,,
2006,Multi-generational household,Urban regions,,,,,,,,,,,,
2006,Multi-generational household,Rural regions,,,,,,,,,,,,
2006,Other Combinations,Urban regions,,,,,,,,,,,,
2006,Other Combinations,Rural regions,,,,,,,,,,,,
2007,Single-person household,Urban regions,,,,,,,,,,,,
2007,Single-person household,Rural regions,,,,,,,,,,,,
2007,Couple without children,Urban regions,,,,,,,,,,,,
2007,Couple without children,Rural regions,,,,,,,,,,,,
2007,Single parent,Urban regions,,,,,,,,,,,,
2007,Single parent,Rural regions,,,,,,,,,,,,
2007,Couple with children,Urban regions,,,,,,,,,,,,
2007,Couple with children,Rural regions,,,,,,,,,,,,
2007,Multi-generational household,Urban regions,,,,,,,,,,,,
2007,Multi-generational household,Rural regions,,,,,,,,,,,,
2007,Other Combinations,Urban regions,,,,,,,,,,,,
2007,Other Combinations,Rural regions,,,,,,,,,,,,
2008,Single-person household,Urban regions,,,,,,,,,,,,
2008,Single-person household,Rural regions,,,,,,,,,,,,
2008,Couple without children,Urban regions,,,,,,,,,,,,
2008,Couple without children,Rural regions,,,,,,,,,,,,
2008,Single parent,Urban regions,,,,,,,,,,,,
2008,Single parent,Rural regions,,,,,,,,,,,,
2008,Couple with children,Urban regions,,,,,,,,,,,,
2008,Couple with children,Rural regions,,,,,,,,,,,,
2008,Multi-generational household,Urban regions,,,,,,,,,,,,
2008,Multi-generational household,Rural regions,,,,,,,,,,,,
2008,Other Combinations,Urban regions,,,,,,,,,,,,
2008,Other Combinations,Rural regions,,,,,,,,,,,,
2009,Single-person household,Urban regions,,,,,,,,,,,,
2009,Single-person household,Rural regions,,,,,,,,,,,,
2009,Couple without children,Urban regions,,,,,,,,,,,,
2009,Couple without children,Rural regions,,,,,,,,,,,,
2009,Single parent,Urban regions,,,,,,,,,,,,
2009,Single parent,Rural regions,,,,,,,,,,,,
2009,Couple with children,Urban regions,,,,,,,,,,,,
2009,Couple with children,Rural regions,,,,,,,,,,,,
2009,Multi-generational household,Urban regions,,,,,,,,,,,,
2009,Multi-generational household,Rural regions,,,,,,,,,,,,
2009,Other Combinations,Urban regions,,,,,,,,,,,,
2009,Other Combinations,Rural regions,,,,,,,,,,,,
2010,Single-person household,Urban regions,1210,40.304082679866504,39.73545575612488,40.87270960360813,28.0,36.0,50.0,10.0,83.0,36.0,34.0,37.0
2010,Single-person household,Rural regions,476,40.53377704325201,39.36054128956191,41.70701279694211,26.0,35.0,50.0,1.0,86.0,35.0,31.0,38.0
2010,Couple without children,Urban regions,994,56.5141770715225,55.71360378848865,57.314750354556345,40.0,50.0,68.31073444766803,8.0,110.77683611917007,50.0,46.0,50.0
2010,Couple without children,Rural regions,372,56.69441119925458,55.322128180009706,58.06669421849946,40.0,50.0,64.65535960581022,7.0,101.63839901452555,50.0,46.0,50.0
2010,Single parent,Urban regions,959,61.94844694703486,61.10432629916544,62.79256759490428,40.0,56.0,75.0,12.0,127.5,56.0,52.0,62.0
2010,Single parent,Rural regions,443,60.37697960227837,59.04811577839102,61.705843426165714,43.0,51.0,69.01838942123322,10.0,108.04597355308306,51.0,42.0,52.0
2010,Couple with children,Urban regions,1835,76.23276919907036,75.51024883587047,76.95528956227025,50.0,70.0,93.0,10.0,157.5,70.0,67.0,72.0
2010,Couple with children,Rural regions,725,70.79168444942519,69.76247880278709,71.8208900960633,50.0,67.0,90.0,10.0,150.0,67.0,64.0,74.0
2010,Multi-generational household,Urban regions,,,,,,,,,,,,
2010,Multi-generational household,Rural regions,,,,,,,,,,,,
2010,Other Combinations,Urban regions,,,,,,,,,,,,
2010,Other Combinations,Rural regions,,,,,,,,,,,,
2011,Single-person household,Urban regions,1627,42.75581558697359,42.25969047033969,43.25194070360749,30.0,40.0,50.0,7.0,80.0,40.0,40.0,41.025
2011,Single-person household,Rural regions,655,40.228237714694664,39.44101198729784,41.01546344209149,28.0,35.0,50.0,1.0,83.0,35.0,32.0,36.0
2011,Couple without children,Urban regions,1229,59.61426163669737,58.82867160250625,60.399851670888495,40.0,54.0,73.0,12.0,122.5,54.0,52.0,58.0
2011,Couple without children,Rural regions,523,58.38073653780877,57.24044308150746,59.52102999411009,42.0,50.0,69.64774632116672,8.0,111.1193658029168,50.0,45.0,50.0
2011,Single parent,Urban regions,1177,63.09683719238133,62.347397384684804,63.846277000077855,43.0,60.0,78.0,10.0,130.5,60.0,60.0,65.0
2011,Single parent,Rural regions,572,61.30836703083527,60.226359434124525,62.39037462754602,44.0,55.0,75.0,10.0,121.5,55.0,50.0,60.0
2011,Couple with children,Urban regions,1798,82.13058549578399,81.1536443234389,83.10752666812908,58.0,75.0,100.0,4.0,163.0,75.0,70.0,80.0
2011,Couple with children,Rural regions,758,77.39177256417085,76.19220758033867,78.59133754800303,53.0,70.0,100.0,12.0,170.5,70.0,60.0,71.0
2011,Multi-generational household,Urban regions,,,,,,,,,,,,
2011,Multi-generational household,Rural regions,,,,,,,,,,,,
2011,Other Combinations,Urban regions,35,59.17304248020009,53.73605524016203,64.61002972023815,31.83392568787006,50.0,74.06241249118881,20.0,137.40514269616693,50.0,30.0,65.0
2011,Other Combinations,Rural regions,,,,,,,,,,,,
2012,Single-person household,Urban regions,1710,42.50176174250063,42.02241361267983,42.98110987232144,30.0,40.0,50.0,4.0,80.0,40.0,40.0,42.0
2012,Single-person household,Rural regions,726,41.973308131380804,41.15548707395274,42.79112918880887,28.0,38.0,50.0,5.0,83.0,38.0,36.0,41.0
2012,Couple without children,Urban regions,1203,61.88287392048227,61.06762003825608,62.698127802708456,42.0,55.0,75.0,10.0,124.5,55.0,50.0,57.025
2012,Couple without children,Rural regions,557,61.60497004259975,60.38023648082208,62.82970360437743,43.0,55.0,70.0,10.0,110.5,55.0,50.0,59.0
2012,Single parent,Urban regions,1097,65.92362457211283,65.00182956767397,66.84541957655169,45.0,60.0,80.0,16.0,132.5,60.0,60.0,62.025
2012,Single parent,Rural regions,546,61.625711865558586,60.66258176548757,62.5888419656296,42.97619882239881,60.0,76.0,20.0,125.53570176640179,60.0,55.0,70.0
2012,Couple with children,Urban regions,1637,82.62086059806532,81.76413234065066,83.47758885547998,60.0,75.0,100.0,17.0,160.0,75.0,70.0,80.0
2012,Couple with children,Rural regions,702,79.83506805863026,78.7317596761827,80.9383764410778,60.0,75.0,97.0,23.0,152.5,75.0,70.0,79.0
2012,Multi-generational household,Urban regions,,,,,,,,,,,,
2012,Multi-generational household,Rural regions,,,,,,,,,,,,
2012,Other Combinations,Urban regions,32,57.77983902261768,54.175104331296474,61.384573713938885,40.0,60.0,70.0,20.0,109.0,60.0,51.0,77.0
2012,Other Combinations,Rural regions,,,,,,,,,,,,
2013,Single-person household,Urban regions,1863,44.501562289509494,44.01742099732406,44.98570358169493,30.0,40.0,52.0,6.0,85.0,40.0,40.0,40.0
2013,Single-person household,Rural regions,751,42.54993421150535,41.88868836238094,43.211180060629765,30.0,40.0,50.0,10.0,80.0,40.0,40.0,43.0
2013,Couple without children,Urban regions,1399,62.80689187598467,62.12061629058494,63.493167461384395,45.0,60.0,76.0,15.0,122.5,60.0,60.0,62.0
2013,Couple without children,Rural regions,603,64.31227670061851,63.02695753239561,65.59759586884141,45.0,58.0,70.0,7.5,107.5,58.0,56.0,62.0
2013,Single parent,Urban regions,1179,70.02144228548978,69.18029578740905,70.86258878357052,50.0,65.0,85.0,15.0,137.5,65.0,60.0,69.025
2013,Single parent,Rural regions,532,67.70081758012596,66.56341962999763,68.83821553025429,50.0,60.0,80.0,20.0,125.0,60.0,50.0,60.025
2013,Couple with children,Urban regions,2269,84.65353227565548,83.86246362882193,85.44460092248903,60.0,78.0,100.0,18.0,160.0,78.0,76.0,81.0
2013,Couple with children,Rural regions,830,81.2880262908029,80.17939924168319,82.39665333992262,60.0,78.0,100.0,15.0,160.0,78.0,76.0,86.0
2013,Multi-generational household,Urban regions,35,84.95678330829614,78.14432897739486,91.76923763919741,51.21942347090208,80.0,100.0,40.0,173.1708647936469,80.0,60.0,100.0
2013,Multi-generational household,Rural regions,,,,,,,,,,,,
2013,Other Combinations,Urban regions,187,74.54682480270735,72.1527893521195,76.9408602532952,50.0,65.0,100.0,20.0,175.0,65.0,53.0,70.0
2013,Other Combinations,Rural regions,54,79.65423040471686,74.45747469720325,84.85098611223046,50.0,69.31521530339862,120.0,20.0,169.0,68.0,36.0,76.07499999999999
2014,Single-person household,Urban regions,1653,45.66901678202499,45.16274450294928,46.1752890611007,30.0,40.0,54.0,9.0,90.0,40.0,39.0,40.0
2014,Single-person household,Rural regions,714,45.628368698224925,44.88158440243717,46.37515299401268,30.0,40.0,55.0,5.0,92.5,40.0,37.0,40.0
2014,Couple without children,Urban regions,1268,66.9358921463344,66.17256435914378,67.69921993352501,49.0,60.0,80.0,4.0,126.5,60.0,56.0,60.0
2014,Couple without children,Rural regions,611,67.09483509649823,65.86994836187067,68.31972183112579,50.0,60.0,80.0,5.0,125.0,60.0,55.974999999999994,60.0
2014,Single parent,Urban regions,907,73.47615327516458,72.4880545773873,74.46425197294185,50.0,68.0,87.0,19.0,142.5,68.0,66.0,71.025
2014,Single parent,Rural regions,436,68.27889052185813,67.15595747798366,69.4018235657326,50.0,65.0,80.0,20.0,125.0,65.0,60.0,70.0
2014,Couple with children,Urban regions,1817,87.71570567607445,86.85602359729016,88.57538775485874,60.0,80.0,102.0067984977088,20.0,165.016996244272,80.0,80.0,81.0
2014,Couple with children,Rural regions,697,88.84148890139079,87.38197648550313,90.30100131727845,64.0,80.0,100.0,10.0,154.0,80.0,73.0,84.025
2014,Multi-generational household,Urban regions,31,89.79638752940164,81.17787546471384,98.41489959408945,48.25013891800344,80.0,110.51335280222463,45.0,203.90817362855643,80.0,48.0,115.0
2014,Multi-generational household,Rural regions,,,,,,,,,,,,
2014,Other Combinations,Urban regions,136,72.36832122797304,69.69720113106155,75.03944132488454,50.0,66.94535303928838,90.0,0.0,150.0,68.0,61.974999999999994,76.0
2014,Other Combinations,Rural regions,36,62.57830552934214,58.23852246481848,66.91808859386579,40.0,51.59731134641261,80.0,31.0,140.0,52.0,32.0,64.0
2015,Single-person household,Urban regions,1794,43.09851789559253,42.55971541416194,43.637320377023116,30.0,39.0,50.0,0.0,80.0,39.0,38.0,41.0
2015,Single-person household,Rural regions,770,43.57568556099269,42.823626632169464,44.32774448981591,29.484477921006317,40.0,52.0,3.0,85.77328311849053,40.0,40.0,42.0
2015,Couple without children,Urban regions,1404,64.79529865484952,64.05314641701116,65.53745089268787,47.0,60.0,79.0,0.0,127.0,60.0,60.0,62.0
2015,Couple without children,Rural regions,635,63.41841015318019,62.34635563891657,64.49046466744382,45.74026289065806,59.08071805051044,75.0,4.0,118.88960566401292,59.0,58.0,62.025
2015,Single parent,Urban regions,894,68.78901843940892,67.83317028119747,69.74486659762037,50.0,62.0,80.0,5.0,125.0,62.0,57.974999999999994,64.0
2015,Single parent,Rural regions,406,65.87869591116038,64.43755612039898,67.31983570192178,49.0,60.0,77.0,8.0,119.0,60.0,55.0,60.0
2015,Couple with children,Urban regions,1958,84.61400210255351,83.78418152666669,85.44382267844034,60.0,79.0,100.0,4.0,160.0,79.0,78.0,83.0
2015,Couple with children,Rural regions,761,85.9128799926673,84.64491348020995,87.18084650512465,62.32525270042613,80.0,100.0,20.0,156.5121209493608,80.0,77.975,85.05
2015,Multi-generational household,Urban regions,50,93.03233869000051,87.26306914845472,98.80160823154631,69.06974193743571,83.02692000351198,108.704558297766,20.0,168.15678283826145,80.0,52.0,90.0
2015,Multi-generational household,Rural regions,,,,,,,,,,,,
2015,Other Combinations,Urban regions,144,68.87685830761443,65.95417598038487,71.79954063484398,40.69114595769558,65.0,90.0,1.0,163.96328106345663,65.0,59.0,80.0
2015,Other Combinations,Rural regions,33,78.99109511676166,74.07813896990153,83.90405126362178,48.8205085572404,83.01603678367164,106.18022462123432,35.0,123.0,84.0,68.0,116.05
2016,Single-person household,Urban regions,1638,46.136467089254246,45.584350508140815,46.68858367036768,30.0,40.0,54.0,5.0,90.0,40.0,39.0,40.0
2016,Single-person household,Rural regions,677,45.520221423046024,44.68284977517028,46.357593070921766,30.0,40.0,55.0,3.0,92.5,40.0,36.974999999999994,40.0
2016,Couple without children,Urban regions,1228,66.60221443435182,65.79195495809242,67.41247391061123,46.0,60.0,80.0,15.0,131.0,60.0,55.974999999999994,60.0
2016,Couple without children,Rural regions,587,69.33752332010116,67.48924273129717,71.18580390890514,48.0,60.0,75.0,10.0,115.5,60.0,58.0,60.0
2016,Single parent,Urban regions,757,73.0139409487304,71.91819993661495,74.10968196084583,50.0,68.40619146889753,87.86460851095013,20.0,144.66152127737533,68.0,66.0,72.025
2016,Single parent,Rural regions,368,66.94327530372341,65.66928244387923,68.2172681635676,50.0,64.0,75.0,20.0,112.5,64.0,58.0,68.0
2016,Couple with children,Urban regions,1644,86.31698458848567,85.40425072953539,87.22971844743594,60.0,80.0,100.0,10.0,160.0,80.0,80.0,80.025
2016,Couple with children,Rural regions,628,84.64429494916118,83.37068250407417,85.91790739424819,60.0,80.0,100.0,5.0,160.0,80.0,78.0,88.0
2016,Multi-generational household,Urban regions,35,104.02652903979029,98.04447395582812,110.00858412375246,87.54062052316677,101.46988398712261,118.63991126299746,40.89168441342073,165.2888473727435,110.0,103.0,131.0
2016,Multi-generational household,Rural regions,,,,,,,,,,,,
