year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1994,Other Combinations,Tenant,,,,,,,,,,,,
1995,Single-person household,Owner,,,,,,,,,,,,
1995,Single-person household,Tenant,,,,,,,,,,,,
1995,Couple without children,Owner,,,,,,,,,,,,
1995,Couple without children,Tenant,,,,,,,,,,,,
1995,Single parent,Owner,,,,,,,,,,,,
1995,Single parent,Tenant,,,,,,,,,,,,
1995,Couple with children,Owner,,,,,,,,,,,,
1995,Couple with children,Tenant,,,,,,,,,,,,
1995,Multi-generational household,Owner,,,,,,,,,,,,
1995,Multi-generational household,Tenant,,,,,,,,,,,,
1995,Other Combinations,Owner,,,,,,,,,,,,
1995,Other Combinations,Tenant,,,,,,,,,,,,
1996,Single-person household,Owner,,,,,,,,,,,,
1996,Single-person household,Tenant,,,,,,,,,,,,
1996,Couple without children,Owner,,,,,,,,,,,,
1996,Couple without children,Tenant,,,,,,,,,,,,
1996,Single parent,Owner,,,,,,,,,,,,
1996,Single parent,Tenant,,,,,,,,,,,,
1996,Couple with children,Owner,,,,,,,,,,,,
1996,Couple with children,Tenant,,,,,,,,,,,,
1996,Multi-generational household,Owner,,,,,,,,,,,,
1996,Multi-generational household,Tenant,,,,,,,,,,,,
1996,Other Combinations,Owner,,,,,,,,,,,,
1996,Other Combinations,Tenant,,,,,,,,,,,,
1997,Single-person household,Owner,,,,,,,,,,,,
1997,Single-person household,Tenant,,,,,,,,,,,,
1997,Couple without children,Owner,,,,,,,,,,,,
1997,Couple without children,Tenant,,,,,,,,,,,,
1997,Single parent,Owner,,,,,,,,,,,,
1997,Single parent,Tenant,,,,,,,,,,,,
1997,Couple with children,Owner,,,,,,,,,,,,
1997,Couple with children,Tenant,,,,,,,,,,,,
1997,Multi-generational household,Owner,,,,,,,,,,,,
1997,Multi-generational household,Tenant,,,,,,,,,,,,
1997,Other Combinations,Owner,,,,,,,,,,,,
1997,Other Combinations,Tenant,,,,,,,,,,,,
1998,Single-person household,Owner,,,,,,,,,,,,
1998,Single-person household,Tenant,,,,,,,,,,,,
1998,Couple without children,Owner,,,,,,,,,,,,
1998,Couple without children,Tenant,,,,,,,,,,,,
1998,Single parent,Owner,,,,,,,,,,,,
1998,Single parent,Tenant,,,,,,,,,,,,
1998,Couple with children,Owner,,,,,,,,,,,,
1998,Couple with children,Tenant,,,,,,,,,,,,
1998,Multi-generational household,Owner,,,,,,,,,,,,
1998,Multi-generational household,Tenant,,,,,,,,,,,,
1998,Other Combinations,Owner,,,,,,,,,,,,
1998,Other Combinations,Tenant,,,,,,,,,,,,
1999,Single-person household,Owner,,,,,,,,,,,,
1999,Single-person household,Tenant,,,,,,,,,,,,
1999,Couple without children,Owner,,,,,,,,,,,,
1999,Couple without children,Tenant,,,,,,,,,,,,
1999,Single parent,Owner,,,,,,,,,,,,
1999,Single parent,Tenant,,,,,,,,,,,,
1999,Couple with children,Owner,,,,,,,,,,,,
1999,Couple with children,Tenant,,,,,,,,,,,,
1999,Multi-generational household,Owner,,,,,,,,,,,,
1999,Multi-generational household,Tenant,,,,,,,,,,,,
1999,Other Combinations,Owner,,,,,,,,,,,,
1999,Other Combinations,Tenant,,,,,,,,,,,,
2000,Single-person household,Owner,,,,,,,,,,,,
2000,Single-person household,Tenant,,,,,,,,,,,,
2000,Couple without children,Owner,,,,,,,,,,,,
2000,Couple without children,Tenant,,,,,,,,,,,,
2000,Single parent,Owner,,,,,,,,,,,,
2000,Single parent,Tenant,,,,,,,,,,,,
2000,Couple with children,Owner,,,,,,,,,,,,
2000,Couple with children,Tenant,,,,,,,,,,,,
2000,Multi-generational household,Owner,,,,,,,,,,,,
2000,Multi-generational household,Tenant,,,,,,,,,,,,
2000,Other Combinations,Owner,,,,,,,,,,,,
2000,Other Combinations,Tenant,,,,,,,,,,,,
2001,Single-person household,Owner,,,,,,,,,,,,
2001,Single-person household,Tenant,,,,,,,,,,,,
2001,Couple without children,Owner,,,,,,,,,,,,
2001,Couple without children,Tenant,,,,,,,,,,,,
2001,Single parent,Owner,,,,,,,,,,,,
2001,Single parent,Tenant,,,,,,,,,,,,
2001,Couple with children,Owner,,,,,,,,,,,,
2001,Couple with children,Tenant,,,,,,,,,,,,
2001,Multi-generational household,Owner,,,,,,,,,,,,
2001,Multi-generational household,Tenant,,,,,,,,,,,,
2001,Other Combinations,Owner,,,,,,,,,,,,
2001,Other Combinations,Tenant,,,,,,,,,,,,
2002,Single-person household,Owner,,,,,,,,,,,,
2002,Single-person household,Tenant,,,,,,,,,,,,
2002,Couple without children,Owner,,,,,,,,,,,,
2002,Couple without children,Tenant,,,,,,,,,,,,
2002,Single parent,Owner,,,,,,,,,,,,
2002,Single parent,Tenant,,,,,,,,,,,,
2002,Couple with children,Owner,,,,,,,,,,,,
2002,Couple with children,Tenant,,,,,,,,,,,,
2002,Multi-generational household,Owner,,,,,,,,,,,,
2002,Multi-generational household,Tenant,,,,,,,,,,,,
2002,Other Combinations,Owner,,,,,,,,,,,,
2002,Other Combinations,Tenant,,,,,,,,,,,,
2003,Single-person household,Owner,,,,,,,,,,,,
2003,Single-person household,Tenant,,,,,,,,,,,,
2003,Couple without children,Owner,,,,,,,,,,,,
2003,Couple without children,Tenant,,,,,,,,,,,,
2003,Single parent,Owner,,,,,,,,,,,,
2003,Single parent,Tenant,,,,,,,,,,,,
2003,Couple with children,Owner,,,,,,,,,,,,
2003,Couple with children,Tenant,,,,,,,,,,,,
2003,Multi-generational household,Owner,,,,,,,,,,,,
2003,Multi-generational household,Tenant,,,,,,,,,,,,
2003,Other Combinations,Owner,,,,,,,,,,,,
2003,Other Combinations,Tenant,,,,,,,,,,,,
2004,Single-person household,Owner,,,,,,,,,,,,
2004,Single-person household,Tenant,,,,,,,,,,,,
2004,Couple without children,Owner,,,,,,,,,,,,
2004,Couple without children,Tenant,,,,,,,,,,,,
2004,Single parent,Owner,,,,,,,,,,,,
2004,Single parent,Tenant,,,,,,,,,,,,
2004,Couple with children,Owner,,,,,,,,,,,,
2004,Couple with children,Tenant,,,,,,,,,,,,
2004,Multi-generational household,Owner,,,,,,,,,,,,
2004,Multi-generational household,Tenant,,,,,,,,,,,,
2004,Other Combinations,Owner,,,,,,,,,,,,
2004,Other Combinations,Tenant,,,,,,,,,,,,
2005,Single-person household,Owner,,,,,,,,,,,,
2005,Single-person household,Tenant,,,,,,,,,,,,
2005,Couple without children,Owner,,,,,,,,,,,,
2005,Couple without children,Tenant,,,,,,,,,,,,
2005,Single parent,Owner,,,,,,,,,,,,
2005,Single parent,Tenant,,,,,,,,,,,,
2005,Couple with children,Owner,,,,,,,,,,,,
2005,Couple with children,Tenant,,,,,,,,,,,,
2005,Multi-generational household,Owner,,,,,,,,,,,,
2005,Multi-generational household,Tenant,,,,,,,,,,,,
2005,Other Combinations,Owner,,,,,,,,,,,,
2005,Other Combinations,Tenant,,,,,,,,,,,,
2006,Single-person household,Owner,,,,,,,,,,,,
2006,Single-person household,Tenant,,,,,,,,,,,,
2006,Couple without children,Owner,,,,,,,,,,,,
2006,Couple without children,Tenant,,,,,,,,,,,,
2006,Single parent,Owner,,,,,,,,,,,,
2006,Single parent,Tenant,,,,,,,,,,,,
2006,Couple with children,Owner,,,,,,,,,,,,
2006,Couple with children,Tenant,,,,,,,,,,,,
2006,Multi-generational household,Owner,,,,,,,,,,,,
2006,Multi-generational household,Tenant,,,,,,,,,,,,
2006,Other Combinations,Owner,,,,,,,,,,,,
2006,Other Combinations,Tenant,,,,,,,,,,,,
2007,Single-person household,Owner,,,,,,,,,,,,
2007,Single-person household,Tenant,,,,,,,,,,,,
2007,Couple without children,Owner,,,,,,,,,,,,
2007,Couple without children,Tenant,,,,,,,,,,,,
2007,Single parent,Owner,,,,,,,,,,,,
2007,Single parent,Tenant,,,,,,,,,,,,
2007,Couple with children,Owner,,,,,,,,,,,,
2007,Couple with children,Tenant,,,,,,,,,,,,
2007,Multi-generational household,Owner,,,,,,,,,,,,
2007,Multi-generational household,Tenant,,,,,,,,,,,,
2007,Other Combinations,Owner,,,,,,,,,,,,
2007,Other Combinations,Tenant,,,,,,,,,,,,
2008,Single-person household,Owner,,,,,,,,,,,,
2008,Single-person household,Tenant,,,,,,,,,,,,
2008,Couple without children,Owner,,,,,,,,,,,,
2008,Couple without children,Tenant,,,,,,,,,,,,
2008,Single parent,Owner,,,,,,,,,,,,
2008,Single parent,Tenant,,,,,,,,,,,,
2008,Couple with children,Owner,,,,,,,,,,,,
2008,Couple with children,Tenant,,,,,,,,,,,,
2008,Multi-generational household,Owner,,,,,,,,,,,,
2008,Multi-generational household,Tenant,,,,,,,,,,,,
2008,Other Combinations,Owner,,,,,,,,,,,,
2008,Other Combinations,Tenant,,,,,,,,,,,,
2009,Single-person household,Owner,,,,,,,,,,,,
2009,Single-person household,Tenant,,,,,,,,,,,,
2009,Couple without children,Owner,,,,,,,,,,,,
2009,Couple without children,Tenant,,,,,,,,,,,,
2009,Single parent,Owner,,,,,,,,,,,,
2009,Single parent,Tenant,,,,,,,,,,,,
2009,Couple with children,Owner,,,,,,,,,,,,
2009,Couple with children,Tenant,,,,,,,,,,,,
2009,Multi-generational household,Owner,,,,,,,,,,,,
2009,Multi-generational household,Tenant,,,,,,,,,,,,
2009,Other Combinations,Owner,,,,,,,,,,,,
2009,Other Combinations,Tenant,,,,,,,,,,,,
2010,Single-person household,Owner,,,,,,,,,,,,
2010,Single-person household,Tenant,1686,40.36284777576134,39.28586182501439,41.43983372650828,27.0,35.0,50.0,1.0,84.5,35.0,32.0,35.0
2010,Couple without children,Owner,,,,,,,,,,,,
2010,Couple without children,Tenant,1366,56.5621805798104,55.13339563666474,57.99096552295607,40.0,50.0,68.0,7.0,110.0,50.0,47.0,50.0
2010,Single parent,Owner,,,,,,,,,,,,
2010,Single parent,Tenant,1402,61.55100088178657,60.08281869130815,63.019183072264994,40.0,55.0,72.0,10.0,120.0,55.0,50.0,60.0
2010,Couple with children,Owner,,,,,,,,,,,,
2010,Couple with children,Tenant,2560,74.86391178824219,73.6297790717505,76.09804450473388,50.0,70.0,91.0,10.0,152.5,70.0,70.0,73.0
2010,Multi-generational household,Owner,,,,,,,,,,,,
2010,Multi-generational household,Tenant,34,71.74865103332203,54.46430976912524,89.03299229751883,35.889294305615394,68.0,87.05321049772722,20.0,163.79908478589496,68.0,57.0,94.0
2010,Other Combinations,Owner,,,,,,,,,,,,
2010,Other Combinations,Tenant,30,50.87668803408134,42.22944518747715,59.52393088068553,30.0,48.5427470901248,65.0,28.0,117.5,48.0,31.0,66.0
2011,Single-person household,Owner,,,,,,,,,,,,
2011,Single-person household,Tenant,2282,42.09884226154599,41.23138658092251,42.96629794216947,30.0,39.0,50.0,1.0,80.0,39.0,38.0,41.0
2011,Couple without children,Owner,,,,,,,,,,,,
2011,Couple without children,Tenant,1752,59.27477910876204,57.93559470016837,60.61396351735571,40.0,53.0,70.0,8.0,115.0,53.0,51.0,56.0
2011,Single parent,Owner,,,,,,,,,,,,
2011,Single parent,Tenant,1749,62.599067529364916,61.326944982843095,63.87119007588674,43.0,57.0,76.0,10.0,125.5,57.0,54.0,59.0
2011,Couple with children,Owner,,,,,,,,,,,,
2011,Couple with children,Tenant,2556,80.85153466490107,79.24351535473112,82.45955397507102,55.0,75.0,100.0,4.0,167.5,75.0,72.0,80.0
2011,Multi-generational household,Owner,,,,,,,,,,,,
2011,Multi-generational household,Tenant,42,82.56435974273707,73.28163857838682,91.84708090708732,60.0,80.0,95.65956586391228,35.0,149.1489146597807,80.0,65.0,100.0
2011,Other Combinations,Owner,,,,,,,,,,,,
2011,Other Combinations,Tenant,51,58.93781397493461,50.04982367785664,67.82580427201259,35.0,50.0,70.0,20.0,122.5,50.0,30.0,60.099999999999994
2012,Single-person household,Owner,,,,,,,,,,,,
2012,Single-person household,Tenant,2436,42.3618243168083,41.507289278805956,43.21635935481065,30.0,40.0,50.0,4.0,80.0,40.0,40.0,42.0
2012,Couple without children,Owner,,,,,,,,,,,,
2012,Couple without children,Tenant,1760,61.80530179704275,60.40506036938562,63.20554322469988,43.0,55.0,75.0,10.0,123.0,55.0,51.0,56.0
2012,Single parent,Owner,,,,,,,,,,,,
2012,Single parent,Tenant,1643,64.64295943163694,63.19438105684246,66.09153780643142,45.0,60.0,79.0,16.0,130.0,60.0,60.0,63.0
2012,Couple with children,Owner,,,,,,,,,,,,
2012,Couple with children,Tenant,2339,81.87698943849668,80.4548443414054,83.29913453558795,60.0,75.0,100.0,17.0,160.0,75.0,70.0,78.0
2012,Multi-generational household,Owner,,,,,,,,,,,,
2012,Multi-generational household,Tenant,42,98.4147147283703,80.24313870533527,116.58629075140533,60.0,80.0,116.41832723821818,30.0,201.04581809554546,80.0,42.0,100.0
2012,Other Combinations,Owner,,,,,,,,,,,,
2012,Other Combinations,Tenant,47,58.38278986243817,52.146376427087006,64.61920329778934,40.486572045366664,60.0,70.0,20.0,109.0,60.0,56.0,70.0
2013,Single-person household,Owner,,,,,,,,,,,,
2013,Single-person household,Tenant,2614,43.973569010396204,43.15805628622477,44.78908173456764,30.0,40.0,50.0,6.0,80.0,40.0,40.0,40.0
2013,Couple without children,Owner,,,,,,,,,,,,
2013,Couple without children,Tenant,2002,63.23566033990088,61.96760770446455,64.50371297533722,45.0,60.0,75.0,0.0,120.0,60.0,60.0,62.0
2013,Single parent,Owner,,,,,,,,,,,,
2013,Single parent,Tenant,1711,69.31019855206108,67.90689331676404,70.71350378735812,50.0,65.0,80.0,15.0,125.0,65.0,62.0,70.0
2013,Couple with children,Owner,,,,,,,,,,,,
2013,Couple with children,Tenant,3099,83.7426563957565,82.39885181205632,85.08646097945667,60.0,78.0,100.0,15.0,160.0,78.0,76.0,81.025
2013,Multi-generational household,Owner,,,,,,,,,,,,
2013,Multi-generational household,Tenant,64,94.92955928315091,82.1524519400534,107.70666662624842,60.0,80.0,100.0,34.0,160.0,80.0,60.0,86.0
2013,Other Combinations,Owner,,,,,,,,,,,,
2013,Other Combinations,Tenant,241,75.55814050711184,71.024488607242,80.09179240698168,50.0,67.29776220307387,100.0,20.0,175.0,67.0,59.0,74.0
2014,Single-person household,Owner,,,,,,,,,,,,
2014,Single-person household,Tenant,2367,45.65742014357491,44.79163900939994,46.523201277749884,30.0,40.0,55.0,5.0,92.5,40.0,38.0,40.0
2014,Couple without children,Owner,,,,,,,,,,,,
2014,Couple without children,Tenant,1879,66.98378069151718,65.64311520477028,68.32444617826408,49.0,60.0,80.0,4.0,126.5,60.0,57.974999999999994,60.0
2014,Single parent,Owner,,,,,,,,,,,,
2014,Single parent,Tenant,1343,71.92113361940486,70.33717008552131,73.5050971532884,50.0,67.0,84.0,19.0,135.0,67.0,64.0,69.0
2014,Couple with children,Owner,,,,,,,,,,,,
2014,Couple with children,Tenant,2514,88.01699401217216,86.48711802823988,89.54686999610445,60.0,80.0,100.0,5.0,160.0,80.0,80.0,80.0
2014,Multi-generational household,Owner,,,,,,,,,,,,
2014,Multi-generational household,Tenant,48,88.27777231852346,73.56702341118186,102.98852122586506,48.702203056528816,80.0,104.23421012487192,40.0,187.53222072738657,80.0,60.0,110.0
2014,Other Combinations,Owner,,,,,,,,,,,,
2014,Other Combinations,Tenant,172,70.73475073008022,65.89388518990447,75.57561627025598,50.0,65.0,90.0,0.0,150.0,65.0,58.0,70.0
2015,Single-person household,Owner,,,,,,,,,,,,
2015,Single-person household,Tenant,2564,43.23597584500045,42.327874585602615,44.14407710439829,30.0,40.0,50.0,0.0,80.0,40.0,40.0,42.0
2015,Couple without children,Owner,,,,,,,,,,,,
2015,Couple without children,Tenant,2039,64.38979589637418,63.12876957410069,65.65082221864768,47.0,60.0,77.0,2.0,122.0,60.0,60.0,62.0
2015,Single parent,Owner,,,,,,,,,,,,
2015,Single parent,Tenant,1300,67.92573803677465,66.27944152812174,69.57203454542756,50.0,61.0,80.0,5.0,125.0,61.0,57.0,62.0
2015,Couple with children,Owner,,,,,,,,,,,,
2015,Couple with children,Tenant,2719,84.98092677220686,83.54642322931923,86.41543031509448,60.0,80.0,100.0,4.0,160.0,80.0,80.0,85.0
2015,Multi-generational household,Owner,,,,,,,,,,,,
2015,Multi-generational household,Tenant,76,91.91473129902566,82.30106608664755,101.52839651140377,68.66511211540988,81.88585758284667,108.79460398865253,20.0,168.9888417985165,82.0,64.0,94.0
2015,Other Combinations,Owner,,,,,,,,,,,,
2015,Other Combinations,Tenant,177,70.15004355716019,64.7733958028212,75.52669131149918,42.3633044808104,68.0,90.0,1.0,161.4550432787844,68.0,62.94999999999999,86.0
2016,Single-person household,Owner,,,,,,,,,,,,
2016,Single-person household,Tenant,2315,45.968317639458114,45.01606138161627,46.92057389729996,30.0,40.0,55.0,3.0,92.5,40.0,40.0,40.0
2016,Couple without children,Owner,,,,,,,,,,,,
2016,Couple without children,Tenant,1815,67.40296812842847,65.75348382281801,69.05245243403893,47.0,60.0,80.0,10.0,129.5,60.0,58.0,60.0
2016,Single parent,Owner,,,,,,,,,,,,
2016,Single parent,Tenant,1125,71.05597609736436,69.29736517552962,72.81458701919911,50.0,65.0,85.0,20.0,137.5,65.0,60.0,68.0
2016,Couple with children,Owner,,,,,,,,,,,,
2016,Couple with children,Tenant,2272,85.86529354376829,84.318749428836,87.41183765870058,60.0,80.0,100.0,5.0,160.0,80.0,80.0,80.0
2016,Multi-generational household,Owner,,,,,,,,,,,,
2016,Multi-generational household,Tenant,55,102.21025244016822,92.203286345007,112.21721853532944,86.45839996430927,102.22670493722241,118.67209455857689,38.13785807290783,166.9926364499783,103.0,89.0,117.0
2016,Other Combinations,Owner,,,,,,,,,,,,
2016,Other Combinations,Tenant,136,77.17691759014998,70.29970284966682,84.05413233063315,50.0,70.0,100.0,19.0,175.0,70.0,60.0,80.0
2017,Single-person household,Owner,,,,,,,,,,,,
2017,Single-person household,Tenant,2654,46.47126759526958,45.568565728728046,47.373969461811114,31.0,40.0,55.0,5.0,91.0,40.0,38.0,40.0
2017,Couple without children,Owner,,,,,,,,,,,,
2017,Couple without children,Tenant,2014,67.47704374867051,65.94111766733903,69.01296983000199,49.0,60.0,80.0,5.0,126.5,60.0,59.0,60.0
2017,Single parent,Owner,,,,,,,,,,,,
2017,Single parent,Tenant,1111,70.37540212755869,68.65092713151782,72.09987712359955,50.0,64.0,84.88002756623517,17.0,137.20006891558793,64.0,61.0,68.0
2017,Couple with children,Owner,,,,,,,,,,,,
2017,Couple with children,Tenant,2288,85.04103718132988,83.55357378164784,86.52850058101193,60.0,80.0,100.0,10.0,160.0,80.0,80.0,83.0
2017,Multi-generational household,Owner,,,,,,,,,,,,
2017,Multi-generational household,Tenant,54,116.32607673923259,100.06200262179263,132.59015085667255,83.0,110.0,138.48291848424907,38.0,221.70729621062267,110.0,90.0,130.0
2017,Other Combinations,Owner,,,,,,,,,,,,
2017,Other Combinations,Tenant,151,76.55120118983405,70.45895717911154,82.64344520055656,50.0,70.0,100.0,20.0,175.0,70.0,65.0,80.0
2018,Single-person household,Owner,,,,,,,,,,,,
2018,Single-person household,Tenant,2876,46.44191599413286,45.592911132409114,47.29092085585661,30.0,40.0,55.0,5.0,92.5,40.0,38.0,40.0
2018,Couple without children,Owner,,,,,,,,,,,,
2018,Couple without children,Tenant,2020,65.3610567619027,64.09664545542975,66.62546806837565,47.0,60.0,80.0,10.0,129.5,60.0,60.0,60.0
2018,Single parent,Owner,,,,,,,,,,,,
2018,Single parent,Tenant,1103,72.19564898943172,70.09683005007153,74.2944679287919,50.0,65.0,85.0,15.0,137.5,65.0,62.0,68.0
2018,Couple with children,Owner,,,,,,,,,,,,
2018,Couple with children,Tenant,2203,85.21631848656547,83.8117158720668,86.62092110106414,60.0,80.0,100.0,20.0,160.0,80.0,80.0,80.0
2018,Multi-generational household,Owner,,,,,,,,,,,,
2018,Multi-generational household,Tenant,62,105.54014319266568,92.45897132259469,118.62131506273667,77.47751740320687,94.35360697326483,130.0,37.0,208.7837238951897,98.0,76.0,116.0
2018,Other Combinations,Owner,,,,,,,,,,,,
2018,Other Combinations,Tenant,134,84.79898006715874,78.31773711355025,91.28022302076722,59.24714413984799,80.0,110.43648020017676,20.0,187.2204842906699,80.0,70.0,90.0
2019,Single-person household,Owner,,,,,,,,,,,,
2019,Single-person household,Tenant,2831,46.695356244086376,45.843484311667964,47.54722817650479,32.0,42.0,55.0,5.0,89.5,42.0,40.0,44.0
2019,Couple without children,Owner,,,,,,,,,,,,
2019,Couple without children,Tenant,2034,67.1822266922171,65.89621553975785,68.46823784467635,50.0,60.0,80.0,5.0,125.0,60.0,55.974999999999994,60.0
2019,Single parent,Owner,,,,,,,,,,,,
2019,Single parent,Tenant,1006,70.55398437941608,68.63182998949137,72.47613876934079,50.0,66.30245811229548,83.0,3.0,132.5,66.0,62.0,69.025
