year,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2011,Single-person household,2282,42.09884226154598,40.86452545457652,43.155929563934635,30.0,39.0,50.0,1.0,80.0,39.0,38.0,41.0
2011,Couple without children,1752,59.27477910876205,57.47079949466617,61.231401272744066,40.0,53.0,70.0,8.0,115.0,53.0,51.0,56.0
2011,Single parent,1749,62.599067529364916,60.95447921991911,64.42868609458534,43.0,57.0,76.0,10.0,125.5,57.0,54.0,59.0
2011,Couple with children,2556,80.85153466490108,77.8236284164774,83.30226872876875,55.0,75.0,100.0,4.0,167.5,75.0,72.0,80.0
2011,Multi-generational household,42,82.56435974273707,74.6765609978063,93.23988605860856,60.0,80.0,95.65956586391229,35.0,149.14891465978073,80.0,65.0,100.0
2011,Other Combinations,51,58.93781397493461,43.90667219259382,71.62653784082542,35.0,50.0,70.0,20.0,122.5,50.0,30.0,60.0
2012,Single-person household,2436,42.36182431680831,41.20068265183424,43.40143891694611,30.0,40.0,50.0,4.0,80.0,40.0,40.0,42.025
2012,Couple without children,1760,61.80530179704274,59.94880596452211,63.90796346182471,43.0,55.0,75.0,10.0,123.0,55.0,50.0,57.0
2012,Single parent,1643,64.64295943163695,62.48439482039764,66.69473912586903,45.0,60.0,79.0,16.0,130.0,60.0,60.0,63.0
2012,Couple with children,2339,81.87698943849668,79.14417903213821,83.93526595925894,60.0,75.0,100.0,17.0,160.0,75.0,70.0,79.0
2012,Multi-generational household,42,98.41471472837031,70.81763815532115,125.41376243394755,60.0,80.0,116.41832723821818,30.0,201.04581809554546,80.0,42.0,98.0
2012,Other Combinations,47,58.38278986243817,51.371664676331136,65.17272817769285,40.0,60.0,70.0,20.0,109.0,60.0,51.0,70.125
2013,Single-person household,2614,43.973569010396204,42.79902032250777,44.925715247170096,30.0,40.0,50.0,6.0,80.0,40.0,40.0,40.0
2013,Couple without children,2002,63.23566033990087,61.30953152327778,65.13629667796076,45.0,60.0,75.0,0.0,120.0,60.0,60.0,62.0
2013,Single parent,1711,69.31019855206105,67.37039610299101,71.17970574019242,50.0,65.0,80.0,15.0,125.0,65.0,62.0,70.0
2013,Couple with children,3099,83.74265639575651,81.59586008847315,85.99139943258321,60.0,78.0,100.0,15.0,160.0,78.0,76.0,81.0
2013,Multi-generational household,64,94.92955928315092,69.3650781828382,113.94366467122325,60.0,80.0,100.35156202400043,34.0,160.87890506000107,80.0,60.0,86.0
2013,Other Combinations,241,75.55814050711186,69.94569337224537,81.84784424078904,50.0,67.51347013483932,100.0,20.0,175.0,67.0,59.0,74.0
2014,Single-person household,2367,45.65742014357491,44.608838606594155,46.67674365426154,30.0,40.0,55.0,5.0,92.5,40.0,39.0,40.0
2014,Couple without children,1879,66.9837806915172,65.12282933408574,68.95599499373792,49.0,60.0,80.0,4.0,126.5,60.0,57.0,60.0
2014,Single parent,1343,71.92113361940487,69.57916185269264,73.66878644955916,50.0,67.0,84.0,19.0,135.0,67.0,64.0,69.0
2014,Couple with children,2514,88.01699401217216,85.49313328647143,89.89417881951182,60.0,80.0,100.0,5.0,160.0,80.0,80.0,80.0
2014,Multi-generational household,48,88.27777231852346,66.54685628167782,104.8840021773132,47.73783299722179,80.0,104.23421012487192,40.0,188.97877581634714,80.0,60.0,111.1
2014,Other Combinations,172,70.73475073008024,64.51183245233439,76.82909092718806,50.0,65.0,90.0,0.0,150.0,65.0,60.0,70.0
2015,Single-person household,2564,43.23597584500044,41.836726918676,44.27593944714638,30.0,40.0,50.0,0.0,80.0,40.0,40.0,42.0
2015,Couple without children,2039,64.38979589637418,62.617599239738354,66.42733759444889,47.0,60.0,77.0,2.0,122.0,60.0,60.0,62.0
2015,Single parent,1300,67.92573803677465,65.326203957622,70.23205664281032,50.0,61.0,80.0,5.0,125.0,61.0,57.0,62.0
2015,Couple with children,2719,84.98092677220684,82.81243786016451,87.23278787239597,60.0,80.0,100.0,4.0,160.0,80.0,80.0,85.0
2015,Multi-generational household,76,91.91473129902566,81.05501121945785,99.26587660986135,68.66511211540988,81.93620723712054,108.79460398865253,20.0,168.9888417985165,82.0,63.799999999999955,94.0
2015,Other Combinations,177,70.15004355716017,62.31391180042867,77.90019148995768,42.3633044808104,68.0,90.0,1.0,161.4550432787844,68.0,61.0,86.0
2016,Single-person household,2315,45.968317639458114,44.69629468883278,47.10502399791053,30.0,40.0,54.94403575349478,3.0,92.36008938373695,40.0,39.974999999999994,40.0
2016,Couple without children,1815,67.40296812842848,65.33619996179827,69.82284746401818,47.0,60.0,80.0,10.0,129.5,60.0,59.0,60.0
2016,Single parent,1125,71.05597609736436,68.56959998202142,73.13876340450143,50.0,65.0,85.0,20.0,137.5,65.0,60.0,68.0
2016,Couple with children,2272,85.86529354376829,82.81727040253051,88.10393891741066,60.0,80.0,100.0,5.0,160.0,80.0,80.0,80.0
2016,Multi-generational household,55,102.21025244016823,90.0895090357571,112.27196102384862,86.45839996430927,102.5630000919114,118.87290900088348,37.83663640944794,167.4946725557448,103.0,89.0,117.0
2016,Other Combinations,136,77.17691759014998,66.2197891360194,85.8887109563714,50.0,70.0,100.0,19.0,175.0,70.0,60.0,80.0
2017,Single-person household,2654,46.47126759526959,45.23733109422552,47.76934770158504,31.0,40.0,55.0,5.0,91.0,40.0,38.0,40.0
2017,Couple without children,2014,67.47704374867051,65.83303941991998,69.36498704325778,49.0,60.0,80.0,5.0,126.5,60.0,57.974999999999994,60.0
2017,Single parent,1111,70.37540212755867,68.19528232196578,72.42925603516989,50.0,64.0,85.0,17.0,137.5,64.0,60.974999999999994,68.0
2017,Couple with children,2288,85.04103718132988,83.28513430265787,87.13591295040632,60.0,80.0,100.0,10.0,160.0,80.0,80.0,83.0
2017,Multi-generational household,54,116.32607673923259,89.04754106523052,137.6511135412957,80.99151996868767,110.0,138.48291848424907,38.0,224.72001625759117,110.0,90.0,134.0
2017,Other Combinations,151,76.55120118983405,68.35506266914511,84.01063994342736,50.0,70.0,100.0,20.0,175.0,70.0,60.0,80.0
2018,Single-person household,2876,46.441915994132856,45.305741068931134,47.368155705075296,30.0,40.0,55.0,5.0,92.5,40.0,38.0,40.0
2018,Couple without children,2020,65.36105676190272,63.71902544608862,67.19827669524827,47.0,60.0,80.0,10.0,129.5,60.0,60.0,60.0
2018,Single parent,1103,72.19564898943173,69.17453334895481,75.2365307616216,50.0,65.0,85.0,15.0,137.5,65.0,61.0,67.025
2018,Couple with children,2203,85.21631848656547,82.83382562737089,86.9929823177621,60.0,80.0,100.0,20.0,160.0,80.0,80.0,80.0
2018,Multi-generational household,62,105.54014319266568,90.57964556748172,122.93934763881713,77.43527480863781,95.99428225890132,130.0,37.0,208.84708778704328,98.0,76.0,116.0
2018,Other Combinations,134,84.79898006715874,76.61659109389895,92.8440698847148,58.88877118644067,79.40023604613185,110.43648020017677,20.0,187.75804372078093,80.0,70.0,95.0
2019,Single-person household,2831,46.69535624408637,45.494000400401625,47.84809797212207,32.0,42.0,55.0,5.0,89.5,42.0,40.0,44.0
2019,Couple without children,2034,67.1822266922171,64.92038210229155,69.46976021894643,50.0,60.0,80.0,5.0,125.0,60.0,57.0,60.0
2019,Single parent,1006,70.55398437941608,67.52757543291061,72.85693999645379,50.0,66.0,83.0,3.0,132.5,66.0,62.0,70.0
2019,Couple with children,1931,85.59911141300964,83.23833478791443,88.03095331818889,60.0,80.0,100.0,20.0,160.0,80.0,80.0,83.0
2019,Multi-generational household,49,86.14329442945325,67.78511057117336,102.76414440256099,49.873726308216206,78.25292019361837,100.0,35.0,175.18941053767568,79.0,58.0,100.07499999999999
2019,Other Combinations,115,80.92407454591824,71.77145430686681,89.16588240032462,59.87409018787663,75.0,100.0,6.0,160.18886471818504,75.0,68.89999999999998,84.0
2020,Single-person household,3934,49.34591254234746,47.89493188148589,50.795374024321575,33.0,42.0,57.0,5.0,93.0,42.0,40.0,43.0
2020,Couple without children,2425,67.04084489860806,65.23233669415117,68.88147168930732,50.0,60.0,80.0,12.0,125.0,60.0,58.0,60.0
2020,Single parent,1183,74.39301549772337,71.14931225405506,77.33985584368202,50.0,70.0,88.0,15.0,145.0,70.0,70.0,73.0
2020,Couple with children,3702,87.47526940866204,85.00412319319368,89.8064879785963,60.0,80.0,100.0,17.0,160.0,80.0,80.0,82.0
2020,Multi-generational household,90,94.65047944221068,83.1048582392155,104.88203380464988,65.94673788196137,100.0,120.0,38.0,201.07989317705795,100.0,100.0,135.0
2020,Other Combinations,355,79.315170020171,73.51297475089292,86.23790590769676,55.30995265094598,75.0,100.0,20.0,167.03507102358103,75.0,61.0,85.0
2021,Single-person household,2567,50.103534555915,48.714552939387794,51.62955003247971,35.0,45.0,60.0,5.0,97.5,45.0,43.0,45.0
2021,Couple without children,1513,69.53482534845232,66.44265479577473,71.8769607319582,50.0,62.0,80.0,8.0,125.0,62.0,59.0,64.0
2021,Single parent,753,77.08266278311267,72.74013817602878,81.36140095028293,50.0,70.0,100.0,17.0,175.0,70.0,65.0,75.0
2021,Couple with children,2028,89.93273974088329,86.27306769051518,92.9272281457938,65.0,81.35824663680005,101.0,11.0,155.0,82.0,74.0,84.0
2021,Multi-generational household,51,96.57652306628854,77.32970861843948,111.92668642696025,66.93589463869372,92.60158203623372,120.7185690313528,35.0,201.3925806203414,90.0,58.0,115.0
2021,Other Combinations,225,81.04725599975248,69.79803215652136,91.8438923055889,50.43437243100216,75.0,100.0,30.0,174.34844135349675,75.0,65.0,85.0
