year,hhtyp,sampreg,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Couple without children,West,Yes,0.07490,204,2462,0.06450,0.08531
2010,Couple without children,West,No,0.91485,2258,2462,0.90382,0.92588
2010,Couple without children,East,Yes,0.05125,53,896,0.03681,0.06570
2010,Couple without children,East,No,0.94379,843,896,0.92870,0.95888
2010,Single parent,West,Yes,0.02725,43,1432,0.01881,0.03568
2010,Single parent,West,No,0.96630,1389,1432,0.95695,0.97565
2010,Single parent,East,No,0.97136,401,401,0.95502,0.98771
2010,Couple with children,West,Yes,0.11250,570,4567,0.10333,0.12166
2010,Couple with children,West,No,0.88449,3997,4567,0.87522,0.89376
2010,Couple with children,East,Yes,0.07384,61,1133,0.05860,0.08907
2010,Couple with children,East,No,0.92197,1072,1133,0.90634,0.93759
2010,Multi-generational household,West,No,0.95560,73,73,0.90802,1.00318
2010,Other Combinations,West,No,0.96579,50,50,0.91490,1.01669
2011,Single-person household,West,Yes,0.03242,107,2637,0.02565,0.03918
2011,Single-person household,West,No,0.96515,2530,2637,0.95814,0.97215
2011,Single-person household,East,No,0.97335,868,868,0.96263,0.98407
2011,Couple without children,West,Yes,0.08182,301,3274,0.07243,0.09121
2011,Couple without children,West,No,0.91420,2973,3274,0.90461,0.92380
2011,Couple without children,East,Yes,0.05921,74,1089,0.04519,0.07324
2011,Couple without children,East,No,0.94037,1015,1089,0.92630,0.95444
2011,Single parent,West,Yes,0.04301,80,1778,0.03358,0.05245
2011,Single parent,West,No,0.95620,1698,1778,0.94669,0.96572
2011,Single parent,East,No,0.97849,516,516,0.96597,0.99102
2011,Couple with children,West,Yes,0.13212,739,4973,0.12271,0.14153
2011,Couple with children,West,No,0.86590,4234,4973,0.85643,0.87537
2011,Couple with children,East,Yes,0.08406,76,1186,0.06826,0.09986
2011,Couple with children,East,No,0.91473,1110,1186,0.89883,0.93063
2011,Multi-generational household,West,No,0.93386,84,84,0.88040,0.98733
2011,Other Combinations,West,No,0.91312,71,71,0.84714,0.97910
2012,Single-person household,West,Yes,0.02967,100,2741,0.02332,0.03603
2012,Single-person household,West,No,0.96713,2641,2741,0.96045,0.97381
2012,Single-person household,East,No,0.96774,909,909,0.95625,0.97924
2012,Couple without children,West,Yes,0.09069,346,3325,0.08093,0.10045
2012,Couple without children,West,No,0.90594,2979,3325,0.89602,0.91587
2012,Couple without children,East,Yes,0.07148,83,1120,0.05639,0.08657
2012,Couple without children,East,No,0.92852,1037,1120,0.91343,0.94361
2012,Single parent,West,Yes,0.04324,83,1675,0.03350,0.05299
2012,Single parent,West,No,0.95676,1592,1675,0.94701,0.96650
2012,Single parent,East,No,0.95558,487,487,0.93726,0.97389
2012,Couple with children,West,Yes,0.14573,763,4672,0.13561,0.15585
2012,Couple with children,West,No,0.85398,3909,4672,0.84386,0.86411
2012,Couple with children,East,Yes,0.09285,88,1101,0.07570,0.11000
2012,Couple with children,East,No,0.90715,1013,1101,0.89000,0.92430
2012,Multi-generational household,West,No,0.91392,83,83,0.85321,0.97463
2012,Other Combinations,West,No,0.93177,72,72,0.87312,0.99042
2013,Single-person household,West,Yes,0.03695,116,2939,0.03013,0.04377
2013,Single-person household,West,No,0.96281,2823,2939,0.95597,0.96965
2013,Single-person household,East,No,0.96505,877,877,0.95289,0.97721
2013,Couple without children,West,Yes,0.10093,366,3527,0.09099,0.11088
2013,Couple without children,West,No,0.89896,3161,3527,0.88901,0.90891
2013,Couple without children,East,Yes,0.07998,81,1111,0.06402,0.09594
2013,Couple without children,East,No,0.92002,1030,1111,0.90406,0.93598
2013,Single parent,West,Yes,0.04737,82,1766,0.03746,0.05728
2013,Single parent,West,No,0.94913,1684,1766,0.93887,0.95938
2013,Single parent,East,No,0.95422,461,461,0.93511,0.97332
2013,Couple with children,West,Yes,0.15371,765,5542,0.14421,0.16321
2013,Couple with children,West,No,0.84629,4777,5542,0.83679,0.85579
2013,Couple with children,East,Yes,0.08660,85,1097,0.06995,0.10325
2013,Couple with children,East,No,0.91100,1012,1097,0.89414,0.92786
2013,Multi-generational household,West,No,0.96274,108,108,0.92685,0.99863
2013,Other Combinations,West,No,0.93575,301,301,0.90801,0.96350
2013,Other Combinations,East,No,0.98246,33,33,0.93697,1.02794
2014,Single-person household,West,Yes,0.04231,116,2679,0.03469,0.04994
2014,Single-person household,West,No,0.95497,2563,2679,0.94712,0.96283
2014,Single-person household,East,No,0.96409,852,852,0.95159,0.97659
2014,Couple without children,West,Yes,0.11352,371,3279,0.10266,0.12438
2014,Couple without children,West,No,0.88514,2908,3279,0.87422,0.89605
2014,Couple without children,East,Yes,0.08626,77,1082,0.06953,0.10300
2014,Couple without children,East,No,0.91185,1005,1082,0.89495,0.92875
2014,Single parent,West,Yes,0.04530,88,1423,0.03449,0.05611
2014,Single parent,West,No,0.95433,1335,1423,0.94347,0.96518
2014,Single parent,East,No,0.94448,376,376,0.92130,0.96766
2014,Couple with children,West,Yes,0.16446,726,4725,0.15389,0.17503
2014,Couple with children,West,No,0.83537,3999,4725,0.82479,0.84594
2014,Couple with children,East,Yes,0.11429,100,973,0.09429,0.13430
2014,Couple with children,East,No,0.88571,873,973,0.86570,0.90571
2014,Multi-generational household,West,No,0.92133,91,91,0.86571,0.97695
2014,Other Combinations,West,No,0.96391,222,222,0.93932,0.98850
2015,Single-person household,West,Yes,0.04159,126,2746,0.03412,0.04906
2015,Single-person household,West,No,0.95544,2620,2746,0.94773,0.96316
2015,Single-person household,East,Yes,0.04841,38,871,0.03415,0.06267
2015,Single-person household,East,No,0.94967,833,871,0.93515,0.96420
2015,Couple without children,West,Yes,0.10903,361,3306,0.09840,0.11966
2015,Couple without children,West,No,0.88915,2945,3306,0.87844,0.89985
2015,Couple without children,East,Yes,0.09481,85,1064,0.07720,0.11242
2015,Couple without children,East,No,0.90022,979,1064,0.88220,0.91823
2015,Single parent,West,Yes,0.05532,83,1348,0.04311,0.06752
2015,Single parent,West,No,0.94468,1265,1348,0.93248,0.95689
2015,Single parent,East,No,0.94947,351,351,0.92652,0.97242
2015,Couple with children,West,Yes,0.17947,742,4739,0.16855,0.19040
2015,Couple with children,West,No,0.81958,3997,4739,0.80863,0.83053
2015,Couple with children,East,Yes,0.13094,100,918,0.10911,0.15278
2015,Couple with children,East,No,0.86906,818,918,0.84722,0.89089
2015,Multi-generational household,West,No,0.88727,104,104,0.82619,0.94835
2015,Other Combinations,West,No,0.94505,204,204,0.91370,0.97640
2016,Single-person household,West,Yes,0.03249,98,2530,0.02558,0.03940
2016,Single-person household,West,No,0.95939,2432,2530,0.95170,0.96708
2016,Single-person household,East,Yes,0.03757,31,849,0.02477,0.05037
2016,Single-person household,East,No,0.95184,818,849,0.93743,0.96625
2016,Couple without children,West,Yes,0.11682,365,3082,0.10548,0.12816
2016,Couple without children,West,No,0.88060,2717,3082,0.86915,0.89205
2016,Couple without children,East,Yes,0.10371,86,1010,0.08490,0.12252
2016,Couple without children,East,No,0.89280,924,1010,0.87371,0.91189
2016,Single parent,West,Yes,0.06093,70,1188,0.04732,0.07454
2016,Single parent,West,No,0.93353,1118,1188,0.91935,0.94770
2016,Single parent,East,No,0.90432,325,325,0.87229,0.93635
2016,Couple with children,West,Yes,0.16832,656,4168,0.15696,0.17968
2016,Couple with children,West,No,0.82241,3512,4168,0.81081,0.83402
2016,Couple with children,East,Yes,0.13226,89,821,0.10907,0.15545
2016,Couple with children,East,No,0.85852,732,821,0.83466,0.88237
2016,Multi-generational household,West,No,0.82997,74,74,0.74379,0.91615
2016,Other Combinations,West,No,0.93471,161,161,0.89644,0.97299
2017,Single-person household,West,Yes,0.04456,140,2857,0.03699,0.05212
2017,Single-person household,West,No,0.94773,2717,2857,0.93957,0.95590
2017,Single-person household,East,Yes,0.05206,41,969,0.03806,0.06605
2017,Single-person household,East,No,0.93806,928,969,0.92287,0.95324
2017,Couple without children,West,Yes,0.12135,439,3474,0.11049,0.13221
2017,Couple without children,West,No,0.87560,3035,3474,0.86463,0.88658
2017,Couple without children,East,Yes,0.09429,90,1130,0.07724,0.11133
2017,Couple without children,East,No,0.89587,1040,1130,0.87805,0.91368
2017,Single parent,West,Yes,0.06335,84,1196,0.04954,0.07716
2017,Single parent,West,No,0.92822,1112,1196,0.91359,0.94286
2017,Single parent,East,No,0.88809,328,328,0.85392,0.92226
2017,Couple with children,West,Yes,0.16851,739,4406,0.15745,0.17956
2017,Couple with children,West,No,0.81944,3667,4406,0.80808,0.83080
2017,Couple with children,East,Yes,0.12609,107,910,0.10451,0.14767
2017,Couple with children,East,No,0.86096,803,910,0.83847,0.88345
2017,Multi-generational household,West,No,0.86044,81,81,0.78450,0.93637
2017,Other Combinations,West,No,0.86681,201,201,0.81972,0.91390
2017,Other Combinations,East,No,0.91184,33,33,0.81360,1.01008
2018,Single-person household,West,Yes,0.04719,142,2997,0.03959,0.05478
2018,Single-person household,West,No,0.94299,2855,2997,0.93468,0.95129
2018,Single-person household,East,Yes,0.03864,39,1020,0.02680,0.05047
2018,Single-person household,East,No,0.95028,981,1020,0.93693,0.96363
2018,Couple without children,West,Yes,0.12101,428,3408,0.11006,0.13196
2018,Couple without children,West,No,0.87586,2980,3408,0.86478,0.88693
2018,Couple without children,East,Yes,0.09498,92,1129,0.07787,0.11209
2018,Couple without children,East,No,0.90106,1037,1129,0.88364,0.91849
2018,Single parent,West,Yes,0.06289,82,1173,0.04899,0.07679
2018,Single parent,West,No,0.92505,1091,1173,0.90998,0.94013
2018,Single parent,East,No,0.90914,320,320,0.87760,0.94068
2018,Couple with children,West,Yes,0.17228,697,4133,0.16077,0.18379
2018,Couple with children,West,No,0.81249,3436,4133,0.80059,0.82439
2018,Couple with children,East,Yes,0.14447,109,882,0.12125,0.16768
2018,Couple with children,East,No,0.83878,773,882,0.81449,0.86306
2018,Multi-generational household,West,No,0.89422,82,82,0.82725,0.96120
2018,Other Combinations,West,No,0.83553,180,180,0.78122,0.88984
2019,Single-person household,West,Yes,0.04560,122,2430,0.03730,0.05390
2019,Single-person household,West,No,0.84318,2308,2430,0.82872,0.85764
2019,Single-person household,East,Yes,0.03805,36,831,0.02503,0.05106
2019,Single-person household,East,No,0.86694,795,831,0.84384,0.89005
2019,Couple without children,West,Yes,0.11668,392,2878,0.10495,0.12841
2019,Couple without children,West,No,0.78536,2486,2878,0.77036,0.80036
2019,Couple without children,East,Yes,0.08891,77,980,0.07108,0.10674
2019,Couple without children,East,No,0.81227,903,980,0.78781,0.83673
2019,Single parent,West,Yes,0.06881,70,954,0.05274,0.08488
2019,Single parent,West,No,0.82417,884,954,0.80000,0.84834
2019,Single parent,East,No,0.82261,267,267,0.77670,0.86851
2019,Couple with children,West,Yes,0.15799,593,3299,0.14554,0.17044
2019,Couple with children,West,No,0.72210,2706,3299,0.70681,0.73739
2019,Couple with children,East,Yes,0.13847,98,710,0.11305,0.16390
2019,Couple with children,East,No,0.74400,612,710,0.71187,0.77612
2019,Multi-generational household,West,No,0.85727,60,60,0.76801,0.94652
2019,Other Combinations,West,No,0.70261,122,122,0.62116,0.78406
2020,Single-person household,West,Yes,0.05732,204,3552,0.04968,0.06497
2020,Single-person household,West,No,0.92849,3348,3552,0.92001,0.93696
2020,Single-person household,East,Yes,0.03954,50,1036,0.02767,0.05141
2020,Single-person household,East,No,0.95030,986,1036,0.93706,0.96354
2020,Couple without children,West,Yes,0.13410,554,3847,0.12333,0.14487
2020,Couple without children,West,No,0.86141,3293,3847,0.85049,0.87233
2020,Couple without children,East,Yes,0.10501,116,1166,0.08740,0.12261
2020,Couple without children,East,No,0.89093,1050,1166,0.87303,0.90883
2020,Single parent,West,Yes,0.08549,86,1035,0.06845,0.10254
2020,Single parent,West,No,0.90273,949,1035,0.88467,0.92079
2020,Single parent,East,No,0.93325,285,285,0.90422,0.96228
2020,Couple with children,West,Yes,0.19122,740,4041,0.17909,0.20334
2020,Couple with children,West,No,0.78579,3301,4041,0.77314,0.79844
2020,Couple with children,East,Yes,0.15605,131,855,0.13171,0.18039
2020,Couple with children,East,No,0.82535,724,855,0.79988,0.85081
2020,Multi-generational household,West,No,0.83801,80,80,0.75677,0.91926
2020,Other Combinations,West,No,0.81702,231,231,0.76705,0.86699
2020,Other Combinations,East,No,0.91443,40,40,0.82664,1.00222
2021,Single-person household,West,Yes,0.05069,137,2172,0.04147,0.05992
2021,Single-person household,West,No,0.83567,2035,2172,0.82008,0.85126
2021,Single-person household,East,Yes,0.03930,34,626,0.02407,0.05453
2021,Single-person household,East,No,0.83094,592,626,0.80156,0.86033
2021,Couple without children,West,Yes,0.11771,362,2363,0.10472,0.13071
2021,Couple without children,West,No,0.79616,2001,2363,0.77992,0.81241
2021,Couple without children,East,Yes,0.11120,79,757,0.08879,0.13361
2021,Couple without children,East,No,0.81585,678,757,0.78822,0.84348
2021,Single parent,West,Yes,0.08241,56,599,0.06037,0.10445
2021,Single parent,West,No,0.80561,543,599,0.77390,0.83733
2021,Single parent,East,No,0.85244,211,211,0.80447,0.90041
2021,Couple with children,West,Yes,0.17524,468,2376,0.15995,0.19053
2021,Couple with children,West,No,0.68659,1908,2376,0.66794,0.70525
2021,Couple with children,East,Yes,0.13667,71,507,0.10674,0.16660
2021,Couple with children,East,No,0.72879,436,507,0.69006,0.76753
2021,Multi-generational household,West,No,0.69083,44,44,0.55269,0.82896
2021,Other Combinations,West,No,0.73525,160,160,0.66667,0.80383
2021,Other Combinations,East,No,0.84267,37,37,0.72373,0.96161
2022,Single-person household,West,Yes,0.09154,351,4284,0.08290,0.10017
2022,Single-person household,West,No,0.89703,3933,4284,0.88792,0.90613
2022,Single-person household,East,Yes,0.05335,84,1280,0.04104,0.06567
2022,Single-person household,East,No,0.93760,1196,1280,0.92434,0.95085
2022,Couple without children,West,Yes,0.17576,759,4463,0.16460,0.18693
2022,Couple without children,West,No,0.81943,3704,4463,0.80814,0.83072
2022,Couple without children,East,Yes,0.11339,159,1257,0.09585,0.13092
2022,Couple without children,East,No,0.88332,1098,1257,0.86557,0.90108
2022,Single parent,West,Yes,0.10745,90,841,0.08651,0.12839
2022,Single parent,West,No,0.88155,751,841,0.85970,0.90340
2022,Single parent,East,No,0.89914,284,284,0.86406,0.93423
2022,Couple with children,West,Yes,0.22388,1028,4127,0.21116,0.23660
2022,Couple with children,West,No,0.75341,3099,4127,0.74026,0.76656
2022,Couple with children,East,Yes,0.19317,214,1019,0.16892,0.21742
2022,Couple with children,East,No,0.78381,805,1019,0.75853,0.80910
2022,Multi-generational household,West,No,0.88213,55,55,0.79612,0.96814
2022,Other Combinations,West,Yes,0.14432,153,890,0.12122,0.16742
2022,Other Combinations,West,No,0.83656,737,890,0.81226,0.86087
2022,Other Combinations,East,No,0.90990,200,200,0.87011,0.94968
