year,regtyp,sampreg,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,Urban regions,West,Later,0.12366884232222604,41132,0.1204873532779898,0.1268503313664623
2016,Urban regions,East,Since birth,0.9723391461214672,41132,0.9707542243383981,0.9739240679045363
2016,Urban regions,East,Later,0.027660853878532773,41132,0.026075932095463668,0.02924577566160188
2016,Rural regions,West,Since birth,0.8990590248075278,41132,0.8961476775613242,0.9019703720537313
2016,Rural regions,West,Later,0.1009409751924722,41132,0.09802962794626867,0.10385232243867572
2016,Rural regions,East,Since birth,0.9775458570524984,41132,0.9761140550381157,0.9789776590668812
2016,Rural regions,East,Later,0.02245414294750158,41132,0.021022340933118822,0.02388594496188434
2017,Urban regions,West,Since birth,0.8846124416558268,45410,0.8816738696715902,0.8875510136400633
2017,Urban regions,West,Later,0.11538755834417323,45410,0.11244898635993673,0.11832613032840973
2017,Urban regions,East,Since birth,0.9724473257698542,45410,0.9709417755651542,0.9739528759745542
2017,Urban regions,East,Later,0.027552674230145867,45410,0.02604712402544589,0.029058224434845844
2017,Rural regions,West,Since birth,0.9107074569789675,45410,0.908084583374437,0.913330330583498
2017,Rural regions,West,Later,0.08929254302103251,45410,0.08666966941650196,0.09191541662556306
2017,Rural regions,East,Since birth,0.978186968838527,45410,0.9768434329655237,0.9795305047115302
2017,Rural regions,East,Later,0.02181303116147309,45410,0.02046949528846984,0.023156567034476338
2018,Urban regions,West,Since birth,0.8855998743718593,43121,0.8825955717052596,0.888604177038459
2018,Urban regions,West,Later,0.1144001256281407,43121,0.11139582296154107,0.11740442829474032
2018,Urban regions,East,Since birth,0.9758771929824561,43121,0.9744290109168313,0.9773253750480809
2018,Urban regions,East,Later,0.02412280701754386,43121,0.02267462495191901,0.025570989083168707
2018,Rural regions,West,Since birth,0.9090909090909091,43121,0.9063774768917503,0.9118043412900678
2018,Rural regions,West,Later,0.09090909090909091,43121,0.08819565870993216,0.09362252310824966
2018,Rural regions,East,Since birth,0.978834444766599,43121,0.9774758776011996,0.9801930119319984
2018,Rural regions,East,Later,0.021165555233400985,43121,0.019806988068001588,0.022524122398800382
2020,Urban regions,West,Since birth,0.8966193042626164,42741,0.8937328977242155,0.8995057108010173
2020,Urban regions,West,Later,0.10338069573738363,42741,0.10049428919898275,0.10626710227578452
2020,Urban regions,East,Since birth,0.9768384481760278,42741,0.9754124172921368,0.9782644790599189
2020,Urban regions,East,Later,0.023161551823972205,42741,0.021735520940081188,0.024587582707863223
2020,Rural regions,West,Since birth,0.9224444444444444,42741,0.9199086718828197,0.9249802170060691
2020,Rural regions,West,Later,0.07755555555555556,42741,0.07501978299393083,0.08009132811718028
2020,Rural regions,East,Since birth,0.9773502947564381,42741,0.9759397394038191,0.9787608501090571
2020,Rural regions,East,Later,0.0226497052435619,42741,0.021239149890942863,0.024060260596180934
2021,Urban regions,West,Since birth,0.9007361398665746,27598,0.8972082774460394,0.9042640022871099
2021,Urban regions,West,Later,0.09926386013342535,27598,0.09573599771289003,0.10279172255396067
2021,Urban regions,East,Since birth,0.9734726688102894,27598,0.971576722968857,0.9753686146517218
2021,Urban regions,East,Later,0.02652733118971061,27598,0.024631385348278245,0.028423277031142974
2021,Rural regions,West,Since birth,0.9242803504380476,27598,0.921159137316351,0.9274015635597441
2021,Rural regions,West,Later,0.07571964956195244,27598,0.0725984364402559,0.07884086268364898
2021,Rural regions,East,Since birth,0.9808394160583942,27598,0.9792220043167977,0.9824568277999907
2021,Rural regions,East,Later,0.01916058394160584,27598,0.017543172200009328,0.020777995683202353
