year,migback,regtyp,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,Rural regions,Since birth,0.9977200182398541,26790,0.9971488819659501,0.9982911545137582
2004,No migration background,Rural regions,Later,0.002279981760145919,26790,0.0017088454862418708,0.0028511180340499665
2004,Direct migration background,Urban regions,Later,0.6071055381400209,26790,0.6012571018209812,0.6129539744590605
2004,Direct migration background,Urban regions,Since birth,0.3928944618599791,26790,0.38704602554093953,0.3987428981790187
2004,Direct migration background,Rural regions,Since birth,0.5035460992907801,26790,0.49755882994049255,0.5095333686410677
2004,Direct migration background,Rural regions,Later,0.49645390070921985,26790,0.4904666313589323,0.5024411700595074
2004,Indirect migration background,Urban regions,Since birth,0.7401129943502824,26790,0.7348611600914072,0.7453648286091576
2004,Indirect migration background,Urban regions,Later,0.2598870056497175,26790,0.2546351713908423,0.2651388399085927
2004,Indirect migration background,Rural regions,Since birth,0.676923076923077,26790,0.6713230212636201,0.6825231325825338
2004,Indirect migration background,Rural regions,Later,0.3230769230769231,26790,0.3174768674174662,0.32867697873637997
2005,No migration background,Urban regions,Since birth,0.9978021978021978,25520,0.9972276419320805,0.9983767536723152
2005,No migration background,Urban regions,Later,0.002197802197802198,25520,0.001623246327684825,0.0027723580679195705
2005,No migration background,Rural regions,Since birth,0.9984152139461173,25520,0.99792717256012,0.9989032553321147
2005,No migration background,Rural regions,Later,0.001584786053882726,25520,0.0010967446678853325,0.0020728274398801195
2005,Direct migration background,Urban regions,Later,0.6178414096916299,25520,0.6118796281807797,0.6238031912024802
2005,Direct migration background,Urban regions,Since birth,0.38215859030837,25520,0.37619680879751977,0.38812037181922027
2005,Direct migration background,Rural regions,Since birth,0.5131086142322098,25520,0.5069761300780401,0.5192410983863794
2005,Direct migration background,Rural regions,Later,0.4868913857677903,25520,0.4807589016136206,0.49302386992195996
2005,Indirect migration background,Urban regions,Since birth,0.726775956284153,25520,0.7213086240031029,0.7322432885652032
2005,Indirect migration background,Urban regions,Later,0.273224043715847,25520,0.2677567114347969,0.27869137599689714
2005,Indirect migration background,Rural regions,Since birth,0.7910447761194029,25520,0.7860565872807722,0.7960329649580337
2005,Indirect migration background,Rural regions,Later,0.208955223880597,25520,0.20396703504196628,0.21394341271922773
2006,No migration background,Urban regions,Since birth,0.997793056616586,27321,0.9972366098662885,0.9983495033668836
2006,No migration background,Urban regions,Later,0.002206943383413972,27321,0.0016504966331164373,0.0027633901337115064
2006,No migration background,Rural regions,Since birth,0.997414907367514,27321,0.9968127863898533,0.9980170283451748
2006,No migration background,Rural regions,Later,0.0025850926324859974,27321,0.0019829716548252535,0.0031872136101467412
2006,Direct migration background,Urban regions,Later,0.6029258098223615,27321,0.5971238389682367,0.6087277806764864
2006,Direct migration background,Urban regions,Since birth,0.39707419017763845,27321,0.39127221932351364,0.40287616103176327
2006,Direct migration background,Rural regions,Later,0.5512367491166078,27321,0.5453390107878152,0.5571344874454004
2006,Direct migration background,Rural regions,Since birth,0.44876325088339225,27321,0.44286551255459966,0.45466098921218484
2006,Indirect migration background,Urban regions,Since birth,0.7192118226600985,27321,0.7138830696187723,0.7245405757014247
2006,Indirect migration background,Urban regions,Later,0.28078817733990147,27321,0.2754594242985753,0.28611693038122765
2006,Indirect migration background,Rural regions,Since birth,0.8,27321,0.7952568400854609,0.8047431599145392
2006,Indirect migration background,Rural regions,Later,0.2,27321,0.19525684008546085,0.20474315991453917
2007,No migration background,Urban regions,Since birth,0.997735917406267,25385,0.9971512331177667,0.9983206016947673
2007,No migration background,Urban regions,Later,0.0022640825937330195,25385,0.0016793983052327366,0.0028487668822333024
2007,No migration background,Rural regions,Since birth,0.9981687776590874,25385,0.9976428330389152,0.9986947222792596
2007,No migration background,Rural regions,Later,0.0018312223409125592,25385,0.0013052777207404028,0.0023571669610847157
2007,Direct migration background,Urban regions,Later,0.6341743119266054,25385,0.6282490314911574,0.6400995923620535
2007,Direct migration background,Urban regions,Since birth,0.3658256880733945,25385,0.3599004076379465,0.3717509685088425
2007,Direct migration background,Rural regions,Later,0.5511811023622047,25385,0.5450625283978201,0.5572996763265894
2007,Direct migration background,Rural regions,Since birth,0.44881889763779526,25385,0.44270032367341067,0.45493747160217984
2007,Indirect migration background,Urban regions,Since birth,0.7067307692307693,25385,0.7011302571625813,0.7123312812989573
2007,Indirect migration background,Urban regions,Later,0.2932692307692308,25385,0.2876687187010427,0.29886974283741885
2007,Indirect migration background,Rural regions,Since birth,0.7380952380952381,25385,0.7326865070456516,0.7435039691448246
2007,Indirect migration background,Rural regions,Later,0.2619047619047619,25385,0.25649603085517547,0.26731349295434836
2008,No migration background,Urban regions,Since birth,0.9977992536599368,23673,0.9972023063439867,0.998396200975887
2008,No migration background,Urban regions,Later,0.0022007463400631516,23673,0.0016037990241129572,0.002797693656013346
2008,No migration background,Rural regions,Since birth,0.997090203685742,23673,0.9964040396653441,0.9977763677061399
2008,No migration background,Rural regions,Later,0.002909796314258002,23673,0.0022236322938600796,0.0035959603346559245
2008,Direct migration background,Urban regions,Later,0.6935483870967742,23673,0.6876755390911335,0.6994212351024149
2008,Direct migration background,Urban regions,Since birth,0.3064516129032258,23673,0.3005787648975851,0.3123244609088665
2008,Direct migration background,Rural regions,Later,0.5555555555555556,23673,0.5492255817812313,0.5618855293298799
2008,Direct migration background,Rural regions,Since birth,0.4444444444444444,23673,0.43811447067012016,0.4507744182187687
2008,Indirect migration background,Urban regions,Since birth,0.7255813953488373,23673,0.7198970655487862,0.7312657251488883
2008,Indirect migration background,Urban regions,Later,0.2744186046511628,23673,0.2687342748511117,0.2801029344512139
2008,Indirect migration background,Rural regions,Since birth,0.75,23673,0.7444839263227753,0.7555160736772247
2008,Indirect migration background,Rural regions,Later,0.25,23673,0.2444839263227753,0.25551607367722473
2009,No migration background,Urban regions,Since birth,0.9974348450646419,21983,0.996766175339745,0.9981035147895387
2009,No migration background,Urban regions,Later,0.0025651549353580957,21983,0.0018964852104611715,0.0032338246602550197
2009,No migration background,Rural regions,Since birth,0.9974571961349381,21983,0.9967914384982483,0.998122953771628
2009,No migration background,Rural regions,Later,0.0025428038650618747,21983,0.0018770462283720594,0.00320856150175169
2009,Direct migration background,Urban regions,Later,0.6404494382022472,21983,0.6341058497222956,0.6467930266821988
2009,Direct migration background,Urban regions,Since birth,0.3595505617977528,21983,0.35320697331780115,0.36589415027770444
2009,Direct migration background,Rural regions,Later,0.5628140703517588,21983,0.5562567235558845,0.5693714171476331
2009,Direct migration background,Rural regions,Since birth,0.4371859296482412,21983,0.43062858285236694,0.4437432764441155
2009,Indirect migration background,Urban regions,Since birth,0.7183462532299741,21983,0.7124000838890581,0.7242924225708902
2009,Indirect migration background,Urban regions,Later,0.28165374677002586,21983,0.2757075774291098,0.28759991611094193
2009,Indirect migration background,Rural regions,Since birth,0.7752808988764045,21983,0.7697631474975758,0.7807986502552332
2009,Indirect migration background,Rural regions,Later,0.2247191011235955,21983,0.21920134974476674,0.23023685250242426
2010,No migration background,Urban regions,Since birth,0.997497780288966,35837,0.996980520239009,0.998015040338923
2010,No migration background,Urban regions,Later,0.0025022197110339817,35837,0.001984959661077013,0.00301947976099095
2010,No migration background,Rural regions,Since birth,0.9977390610453518,35837,0.9972473124208757,0.9982308096698279
2010,No migration background,Rural regions,Later,0.0022609389546482243,35837,0.0017691903301721486,0.0027526875791243
2010,Direct migration background,Urban regions,Later,0.7285595337218984,35837,0.7239552713138928,0.733163796129904
2010,Direct migration background,Urban regions,Since birth,0.2714404662781016,35837,0.26683620387009593,0.27604472868610724
2010,Direct migration background,Rural regions,Later,0.6589147286821705,35837,0.6540063694667173,0.6638230878976237
2010,Direct migration background,Rural regions,Since birth,0.34108527131782945,35837,0.33617691210237627,0.34599363053328264
2010,Indirect migration background,Urban regions,Since birth,0.7258805513016845,35837,0.7212621384494107,0.7304989641539583
2010,Indirect migration background,Urban regions,Later,0.27411944869831545,35837,0.26950103584604157,0.2787378615505893
2010,Indirect migration background,Rural regions,Since birth,0.8269230769230769,35837,0.8230061777987849,0.8308399760473688
2010,Indirect migration background,Rural regions,Later,0.17307692307692307,35837,0.16916002395263113,0.176993822201215
2012,No migration background,Urban regions,Since birth,0.997037037037037,40229,0.9965059016835996,0.9975681723904745
2012,No migration background,Urban regions,Later,0.002962962962962963,40229,0.0024318276095255777,0.003494098316400348
2012,No migration background,Rural regions,Since birth,0.997470025299747,40229,0.9969791236758385,0.9979609269236556
2012,No migration background,Rural regions,Later,0.0025299747002529975,40229,0.0020390730763444756,0.0030208763241615193
2012,Direct migration background,Urban regions,Later,0.7133956386292835,40229,0.7089769532974289,0.717814323961138
2012,Direct migration background,Urban regions,Since birth,0.2866043613707165,40229,0.282185676038862,0.29102304670257095
2012,Direct migration background,Rural regions,Later,0.6728280961182994,40229,0.6682432315388898,0.6774129606977091
2012,Direct migration background,Rural regions,Since birth,0.32717190388170053,40229,0.3225870393022908,0.33175676846111024
2012,Indirect migration background,Urban regions,Since birth,0.7949400798934754,40229,0.7909946526257181,0.7988855071612326
2012,Indirect migration background,Urban regions,Later,0.20505992010652463,40229,0.20111449283876734,0.20900534737428192
2012,Indirect migration background,Rural regions,Since birth,0.8480392156862745,40229,0.8445312108467034,0.8515472205258456
2012,Indirect migration background,Rural regions,Later,0.15196078431372548,40229,0.14845277947415428,0.15546878915329668
2013,No migration background,Urban regions,Since birth,0.9977037037037036,44486,0.9972589094709746,0.9981484979364327
2013,No migration background,Urban regions,Later,0.0022962962962962963,44486,0.0018515020635673101,0.0027410905290252826
2013,No migration background,Rural regions,Since birth,0.9983606557377049,44486,0.9979847116979264,0.9987365997774835
2013,No migration background,Rural regions,Later,0.001639344262295082,44486,0.0012634002225164961,0.002015288302073668
2013,Direct migration background,Urban regions,Later,0.7842540234884733,44486,0.7804315531599503,0.7880764938169963
2013,Direct migration background,Urban regions,Since birth,0.21574597651152674,44486,0.21192350618300368,0.2195684468400498
2013,Direct migration background,Rural regions,Later,0.72271714922049,44486,0.7185571803776221,0.726877118063358
2013,Direct migration background,Rural regions,Since birth,0.27728285077951004,44486,0.2731228819366421,0.281442819622378
2013,Indirect migration background,Urban regions,Since birth,0.7124789207419899,44486,0.7082729596820097,0.7166848818019702
2013,Indirect migration background,Urban regions,Later,0.2875210792580101,44486,0.28331511819802985,0.2917270403179904
2013,Indirect migration background,Rural regions,Since birth,0.7830882352941176,44486,0.7792583012400727,0.7869181693481626
2013,Indirect migration background,Rural regions,Later,0.21691176470588236,44486,0.2130818306518374,0.22074169875992733
2014,No migration background,Urban regions,Since birth,0.9969108202585155,38694,0.9963578726276571,0.997463767889374
2014,No migration background,Urban regions,Later,0.003089179741484432,38694,0.0025362321106259596,0.0036421273723429046
2014,No migration background,Rural regions,Since birth,0.99846547314578,38694,0.9980754521112005,0.9988554941803596
2014,No migration background,Rural regions,Later,0.001534526854219949,38694,0.0011445058196404105,0.0019245478887994873
2014,Direct migration background,Urban regions,Later,0.7840603123317178,38694,0.7799603937935052,0.7881602308699304
2014,Direct migration background,Urban regions,Since birth,0.21593968766828217,38694,0.21183976913006958,0.22003960620649476
2014,Direct migration background,Rural regions,Later,0.6983914209115282,38694,0.6938183751117684,0.702964466711288
2014,Direct migration background,Rural regions,Since birth,0.30160857908847183,38694,0.297035533288712,0.30618162488823164
2014,Indirect migration background,Urban regions,Since birth,0.7115768463073853,38694,0.7070628601548329,0.7160908324599377
2014,Indirect migration background,Urban regions,Later,0.2884231536926148,38694,0.28390916754006246,0.2929371398451671
2014,Indirect migration background,Rural regions,Since birth,0.8097165991902834,38694,0.8058054783782804,0.8136277200022863
2014,Indirect migration background,Rural regions,Later,0.1902834008097166,38694,0.18637227999771364,0.19419452162171955
2015,No migration background,Urban regions,Since birth,0.99768875192604,38036,0.9972061606451809,0.9981713432068992
2015,No migration background,Urban regions,Later,0.0023112480739599386,38036,0.0018286567931008225,0.0027938393548190546
2015,No migration background,Rural regions,Since birth,0.9989296226919989,38036,0.9986010022732102,0.9992582431107876
2015,No migration background,Rural regions,Later,0.0010703773080010704,38036,0.0007417568892123716,0.0013989977267897691
2015,Direct migration background,Urban regions,Later,0.7972270363951474,38036,0.7931863542782903,0.8012677185120044
2015,Direct migration background,Urban regions,Since birth,0.2027729636048527,38036,0.19873228148799568,0.2068136457217097
2015,Direct migration background,Rural regions,Later,0.7231404958677686,38036,0.7186437358410415,0.7276372558944958
2015,Direct migration background,Rural regions,Since birth,0.2768595041322314,38036,0.2723627441055042,0.28135626415895865
2015,Indirect migration background,Urban regions,Since birth,0.7150368033648791,38036,0.7105003417877513,0.7195732649420068
2015,Indirect migration background,Urban regions,Later,0.28496319663512093,38036,0.2804267350579932,0.28949965821224866
2015,Indirect migration background,Rural regions,Since birth,0.7943548387096774,38036,0.7902929766353773,0.7984167007839774
2015,Indirect migration background,Rural regions,Later,0.2056451612903226,38036,0.2015832992160226,0.20970702336462257
2016,No migration background,Urban regions,Since birth,0.9979738441701971,41132,0.997539271751634,0.9984084165887601
2016,No migration background,Urban regions,Later,0.0020261558298029104,41132,0.0015915834112399233,0.0024607282483658974
2016,No migration background,Rural regions,Since birth,0.9987024221453287,41132,0.9983545249545773,0.99905031933608
2016,No migration background,Rural regions,Later,0.0012975778546712802,41132,0.0009496806639199798,0.0016454750454225806
2016,Direct migration background,Urban regions,Later,0.791343669250646,41132,0.7874166366469654,0.7952707018543267
2016,Direct migration background,Urban regions,Since birth,0.208656330749354,41132,0.20472929814567337,0.21258336335303463
2016,Direct migration background,Rural regions,Later,0.7454268292682927,41132,0.7412168982133933,0.7496367603231922
2016,Direct migration background,Rural regions,Since birth,0.2545731707317073,41132,0.2503632396768079,0.25878310178660674
2016,Indirect migration background,Urban regions,Since birth,0.7347391786903441,41132,0.7304727026407805,0.7390056547399078
2016,Indirect migration background,Urban regions,Later,0.26526082130965595,41132,0.2609943452600923,0.2695272973592196
2016,Indirect migration background,Rural regions,Since birth,0.8170731707317073,41132,0.8133369258226569,0.8208094156407576
2016,Indirect migration background,Rural regions,Later,0.18292682926829268,41132,0.17919058435924237,0.18666307417734299
2017,No migration background,Urban regions,Since birth,0.9982084690553746,45410,0.9978195107023858,0.9985974274083634
2017,No migration background,Urban regions,Later,0.0017915309446254071,45410,0.0014025725916365745,0.0021804892976142395
2017,No migration background,Rural regions,Since birth,0.9987280590180616,45410,0.998400237523162,0.9990558805129612
2017,No migration background,Rural regions,Later,0.0012719409819384382,45410,0.0009441194870388252,0.001599762476838051
2017,Direct migration background,Urban regions,Later,0.7896701929060361,45410,0.7859217266570829,0.7934186591549893
2017,Direct migration background,Urban regions,Since birth,0.2103298070939639,45410,0.20658134084501067,0.21407827334291712
2017,Direct migration background,Rural regions,Later,0.7577639751552795,45410,0.7538233360460261,0.7617046142645328
2017,Direct migration background,Rural regions,Since birth,0.2422360248447205,45410,0.2382953857354671,0.24617666395397392
2017,Indirect migration background,Urban regions,Since birth,0.7405614714424008,45410,0.7365298651582239,0.7445930777265777
2017,Indirect migration background,Urban regions,Later,0.25943852855759925,45410,0.2554069222734224,0.2634701348417761
2017,Indirect migration background,Rural regions,Since birth,0.8188976377952756,45410,0.8153555674083256,0.8224397081822256
2017,Indirect migration background,Rural regions,Later,0.18110236220472442,45410,0.1775602918177744,0.18464443259167443
2018,No migration background,Urban regions,Since birth,0.9983252386534919,43121,0.997939294781879,0.9987111825251047
2018,No migration background,Urban regions,Later,0.0016747613465081226,43121,0.0012888174748952419,0.0020607052181210034
2018,No migration background,Rural regions,Since birth,0.9988006396588486,43121,0.9984739571310665,0.9991273221866307
2018,No migration background,Rural regions,Later,0.001199360341151386,43121,0.0008726778133692782,0.0015260428689334938
2018,Direct migration background,Urban regions,Later,0.7897106109324759,43121,0.7858642119968114,0.7935570098681403
2018,Direct migration background,Urban regions,Since birth,0.21028938906752412,43121,0.20644299013185974,0.2141357880031885
2018,Direct migration background,Rural regions,Later,0.7713815789473685,43121,0.7674178686799097,0.7753452892148273
2018,Direct migration background,Rural regions,Since birth,0.22861842105263158,43121,0.22465471078517277,0.2325821313200904
2018,Indirect migration background,Urban regions,Since birth,0.761994355597366,43121,0.7579747710780913,0.7660139401166406
2018,Indirect migration background,Urban regions,Later,0.23800564440263405,43121,0.23398605988335944,0.24202522892190867
2018,Indirect migration background,Rural regions,Since birth,0.8377358490566038,43121,0.834255871039588,0.8412158270736196
2018,Indirect migration background,Rural regions,Later,0.16226415094339622,43121,0.15878417292638036,0.16574412896041207
2020,No migration background,Urban regions,Since birth,0.9980973795727752,42741,0.9976842405031843,0.9985105186423662
2020,No migration background,Urban regions,Later,0.0019026204272247686,42741,0.0014894813576338726,0.0023157594968156647
2020,No migration background,Rural regions,Since birth,0.9991356957649092,42741,0.9988570969338174,0.9994142945960011
2020,No migration background,Rural regions,Later,0.000864304235090752,42741,0.0005857054039989505,0.0011429030661825536
2020,Direct migration background,Urban regions,Later,0.7835656639765224,42741,0.7796614419225382,0.7874698860305066
2020,Direct migration background,Urban regions,Since birth,0.2164343360234776,42741,0.21253011396949342,0.2203385580774618
2020,Direct migration background,Rural regions,Later,0.7360308285163777,42741,0.7318519635382398,0.7402096934945156
2020,Direct migration background,Rural regions,Since birth,0.26396917148362237,42741,0.25979030650548446,0.2681480364617603
2020,Indirect migration background,Urban regions,Since birth,0.7936962750716332,42741,0.7898599585016477,0.7975325916416187
2020,Indirect migration background,Urban regions,Later,0.20630372492836677,42741,0.2024674083583812,0.21014004149835233
2020,Indirect migration background,Rural regions,Since birth,0.8702290076335878,42741,0.8670430549427296,0.873414960324446
2020,Indirect migration background,Rural regions,Later,0.1297709923664122,42741,0.12658503967555404,0.13295694505727038
2021,No migration background,Urban regions,Since birth,0.9969897652016857,27598,0.9963434225701,0.9976361078332714
2021,No migration background,Urban regions,Later,0.0030102347983142685,27598,0.002363892166728615,0.003656577429899922
2021,No migration background,Rural regions,Since birth,0.9989714050606872,27598,0.9985932098835127,0.9993496002378616
2021,No migration background,Rural regions,Later,0.0010285949393128986,27598,0.0006503997621385251,0.001406790116487272
2021,Direct migration background,Urban regions,Later,0.7668024439918534,27598,0.7618133577911043,0.7717915301926025
2021,Direct migration background,Urban regions,Since birth,0.23319755600814665,27598,0.22820846980739753,0.23818664220889577
2021,Direct migration background,Rural regions,Later,0.7231638418079096,27598,0.7178848981758805,0.7284427854399387
2021,Direct migration background,Rural regions,Since birth,0.2768361581920904,27598,0.27155721456006127,0.28211510182411953
2021,Indirect migration background,Urban regions,Since birth,0.8187403993855606,27598,0.8141953261466289,0.8232854726244924
2021,Indirect migration background,Urban regions,Later,0.18125960061443933,27598,0.17671452737550764,0.18580467385337102
2021,Indirect migration background,Rural regions,Since birth,0.8670520231213873,27598,0.8630463019980223,0.8710577442447522
2021,Indirect migration background,Rural regions,Later,0.1329479768786127,27598,0.12894225575524781,0.1369536980019776
