year,quintil_oecd,regtyp,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,3rd Quintile,Urban regions,No,0.73165,1427,1895,0.71169,0.75160
2010,3rd Quintile,Rural regions,Yes,0.25035,324,1310,0.22688,0.27381
2010,3rd Quintile,Rural regions,No,0.74965,986,1310,0.72619,0.77312
2010,4th Quintile,Urban regions,Yes,0.27726,579,2264,0.25882,0.29570
2010,4th Quintile,Urban regions,No,0.72274,1685,2264,0.70430,0.74118
2010,4th Quintile,Rural regions,Yes,0.24740,292,1205,0.22302,0.27177
2010,4th Quintile,Rural regions,No,0.75260,913,1205,0.72823,0.77698
2010,5th Quintile,Urban regions,Yes,0.22934,672,3318,0.21503,0.24365
2010,5th Quintile,Urban regions,No,0.77066,2646,3318,0.75635,0.78497
2010,5th Quintile,Rural regions,Yes,0.22355,217,1045,0.19828,0.24883
2010,5th Quintile,Rural regions,No,0.77645,828,1045,0.75117,0.80172
2012,1st Quintile,Urban regions,Yes,0.34356,665,1883,0.32210,0.36501
2012,1st Quintile,Urban regions,No,0.65644,1218,1883,0.63499,0.67790
2012,1st Quintile,Rural regions,Yes,0.40468,488,1146,0.37625,0.43311
2012,1st Quintile,Rural regions,No,0.59532,658,1146,0.56689,0.62375
2012,2nd Quintile,Urban regions,Yes,0.26012,484,1884,0.24030,0.27993
2012,2nd Quintile,Urban regions,No,0.73988,1400,1884,0.72007,0.75970
2012,2nd Quintile,Rural regions,Yes,0.22124,311,1273,0.19843,0.24405
2012,2nd Quintile,Rural regions,No,0.77876,962,1273,0.75595,0.80157
2012,3rd Quintile,Urban regions,Yes,0.24757,525,2074,0.22899,0.26615
2012,3rd Quintile,Urban regions,No,0.75243,1549,2074,0.73385,0.77101
2012,3rd Quintile,Rural regions,Yes,0.28210,367,1403,0.25854,0.30566
2012,3rd Quintile,Rural regions,No,0.71790,1036,1403,0.69434,0.74146
2012,4th Quintile,Urban regions,Yes,0.26712,581,2431,0.24953,0.28471
2012,4th Quintile,Urban regions,No,0.73288,1850,2431,0.71529,0.75047
2012,4th Quintile,Rural regions,Yes,0.23246,312,1364,0.21004,0.25489
2012,4th Quintile,Rural regions,No,0.76754,1052,1364,0.74511,0.78996
2012,5th Quintile,Urban regions,Yes,0.19866,625,3296,0.18504,0.21229
2012,5th Quintile,Urban regions,No,0.80134,2671,3296,0.78771,0.81496
2012,5th Quintile,Rural regions,Yes,0.22011,241,1224,0.19689,0.24333
2012,5th Quintile,Rural regions,No,0.77989,983,1224,0.75667,0.80311
2014,1st Quintile,Urban regions,Yes,0.36023,1391,3705,0.34477,0.37569
2014,1st Quintile,Urban regions,No,0.63977,2314,3705,0.62431,0.65523
2014,1st Quintile,Rural regions,Yes,0.39911,902,2113,0.37822,0.41999
2014,1st Quintile,Rural regions,No,0.60089,1211,2113,0.58001,0.62178
2014,2nd Quintile,Urban regions,Yes,0.27577,998,3379,0.26070,0.29084
2014,2nd Quintile,Urban regions,No,0.72423,2381,3379,0.70916,0.73930
2014,2nd Quintile,Rural regions,Yes,0.27443,626,2125,0.25545,0.29340
2014,2nd Quintile,Rural regions,No,0.72557,1499,2125,0.70660,0.74455
2014,3rd Quintile,Urban regions,Yes,0.26784,832,3177,0.25244,0.28324
2014,3rd Quintile,Urban regions,No,0.73216,2345,3177,0.71676,0.74756
2014,3rd Quintile,Rural regions,Yes,0.25973,496,1973,0.24038,0.27908
2014,3rd Quintile,Rural regions,No,0.74027,1477,1973,0.72092,0.75962
2014,4th Quintile,Urban regions,Yes,0.23982,778,3351,0.22536,0.25428
2014,4th Quintile,Urban regions,No,0.76018,2573,3351,0.74572,0.77464
2014,4th Quintile,Rural regions,Yes,0.26293,422,1801,0.24259,0.28327
2014,4th Quintile,Rural regions,No,0.73707,1379,1801,0.71673,0.75741
2014,5th Quintile,Urban regions,Yes,0.18725,693,4020,0.17519,0.19931
2014,5th Quintile,Urban regions,No,0.81275,3327,4020,0.80069,0.82481
2014,5th Quintile,Rural regions,Yes,0.21871,268,1380,0.19690,0.24053
2014,5th Quintile,Rural regions,No,0.78129,1112,1380,0.75947,0.80310
2016,1st Quintile,Urban regions,Yes,0.34246,1148,3152,0.32589,0.35903
2016,1st Quintile,Urban regions,No,0.65754,2004,3152,0.64097,0.67411
2016,1st Quintile,Rural regions,Yes,0.39457,756,1844,0.37226,0.41689
2016,1st Quintile,Rural regions,No,0.60543,1088,1844,0.58311,0.62774
2016,2nd Quintile,Urban regions,Yes,0.27906,892,3045,0.26313,0.29500
2016,2nd Quintile,Urban regions,No,0.72094,2153,3045,0.70500,0.73687
2016,2nd Quintile,Rural regions,Yes,0.26594,577,2003,0.24658,0.28529
2016,2nd Quintile,Rural regions,No,0.73406,1426,2003,0.71471,0.75342
2016,3rd Quintile,Urban regions,Yes,0.24541,672,2855,0.22962,0.26120
2016,3rd Quintile,Urban regions,No,0.75459,2183,2855,0.73880,0.77038
2016,3rd Quintile,Rural regions,Yes,0.24290,426,1746,0.22278,0.26302
2016,3rd Quintile,Rural regions,No,0.75710,1320,1746,0.73698,0.77722
2016,4th Quintile,Urban regions,Yes,0.24022,675,3010,0.22496,0.25549
2016,4th Quintile,Urban regions,No,0.75978,2335,3010,0.74451,0.77504
2016,4th Quintile,Rural regions,Yes,0.23221,340,1608,0.21157,0.25286
2016,4th Quintile,Rural regions,No,0.76779,1268,1608,0.74714,0.78843
2016,5th Quintile,Urban regions,Yes,0.17200,571,3602,0.15967,0.18432
2016,5th Quintile,Urban regions,No,0.82800,3031,3602,0.81568,0.84033
2016,5th Quintile,Rural regions,Yes,0.19175,234,1252,0.16994,0.21357
2016,5th Quintile,Rural regions,No,0.80825,1018,1252,0.78643,0.83006
2018,1st Quintile,Urban regions,Yes,0.32121,1014,2916,0.30426,0.33816
2018,1st Quintile,Urban regions,No,0.67879,1902,2916,0.66184,0.69574
2018,1st Quintile,Rural regions,Yes,0.35914,704,1783,0.33686,0.38141
2018,1st Quintile,Rural regions,No,0.64086,1079,1783,0.61859,0.66314
2018,2nd Quintile,Urban regions,Yes,0.26429,881,3098,0.24876,0.27982
2018,2nd Quintile,Urban regions,No,0.73571,2217,3098,0.72018,0.75124
2018,2nd Quintile,Rural regions,Yes,0.29397,576,2007,0.27403,0.31390
2018,2nd Quintile,Rural regions,No,0.70603,1431,2007,0.68610,0.72597
2018,3rd Quintile,Urban regions,Yes,0.23286,635,2909,0.21750,0.24822
2018,3rd Quintile,Urban regions,No,0.76714,2274,2909,0.75178,0.78250
2018,3rd Quintile,Rural regions,Yes,0.23944,430,1826,0.21986,0.25902
2018,3rd Quintile,Rural regions,No,0.76056,1396,1826,0.74098,0.78014
2018,4th Quintile,Urban regions,Yes,0.21848,646,3045,0.20380,0.23316
2018,4th Quintile,Urban regions,No,0.78152,2399,3045,0.76684,0.79620
2018,4th Quintile,Rural regions,Yes,0.23304,346,1653,0.21265,0.25342
2018,4th Quintile,Rural regions,No,0.76696,1307,1653,0.74658,0.78735
2018,5th Quintile,Urban regions,Yes,0.18131,570,3703,0.16890,0.19372
2018,5th Quintile,Urban regions,No,0.81869,3133,3703,0.80628,0.83110
2018,5th Quintile,Rural regions,Yes,0.16656,224,1351,0.14669,0.18644
2018,5th Quintile,Rural regions,No,0.83344,1127,1351,0.81356,0.85331
2020,1st Quintile,Urban regions,Yes,0.30022,1419,4397,0.28667,0.31377
2020,1st Quintile,Urban regions,No,0.69978,2978,4397,0.68623,0.71333
2020,1st Quintile,Rural regions,Yes,0.35830,794,2175,0.33814,0.37846
2020,1st Quintile,Rural regions,No,0.64170,1381,2175,0.62154,0.66186
2020,2nd Quintile,Urban regions,Yes,0.23436,795,2886,0.21890,0.24982
2020,2nd Quintile,Urban regions,No,0.76564,2091,2886,0.75018,0.78110
2020,2nd Quintile,Rural regions,Yes,0.28081,534,1945,0.26083,0.30078
2020,2nd Quintile,Rural regions,No,0.71919,1411,1945,0.69922,0.73917
2020,3rd Quintile,Urban regions,Yes,0.20806,581,2727,0.19282,0.22330
2020,3rd Quintile,Urban regions,No,0.79194,2146,2727,0.77670,0.80718
2020,3rd Quintile,Rural regions,Yes,0.23591,357,1539,0.21469,0.25713
2020,3rd Quintile,Rural regions,No,0.76409,1182,1539,0.74287,0.78531
2020,4th Quintile,Urban regions,Yes,0.22096,566,2945,0.20597,0.23594
2020,4th Quintile,Urban regions,No,0.77904,2379,2945,0.76406,0.79403
2020,4th Quintile,Rural regions,Yes,0.20249,314,1574,0.18263,0.22234
2020,4th Quintile,Rural regions,No,0.79751,1260,1574,0.77766,0.81737
2020,5th Quintile,Urban regions,Yes,0.16260,633,4363,0.15165,0.17355
2020,5th Quintile,Urban regions,No,0.83740,3730,4363,0.82645,0.84835
2020,5th Quintile,Rural regions,Yes,0.18079,254,1589,0.16186,0.19972
2020,5th Quintile,Rural regions,No,0.81921,1335,1589,0.80028,0.83814
2022,1st Quintile,Urban regions,Yes,0.32127,597,1889,0.30020,0.34233
2022,1st Quintile,Urban regions,No,0.67873,1292,1889,0.65767,0.69980
2022,1st Quintile,Rural regions,Yes,0.31096,346,985,0.28203,0.33988
2022,1st Quintile,Rural regions,No,0.68904,639,985,0.66012,0.71797
2022,2nd Quintile,Urban regions,Yes,0.21721,453,1788,0.19809,0.23633
2022,2nd Quintile,Urban regions,No,0.78279,1335,1788,0.76367,0.80191
2022,2nd Quintile,Rural regions,Yes,0.23057,292,1173,0.20646,0.25468
2022,2nd Quintile,Rural regions,No,0.76943,881,1173,0.74532,0.79354
2022,3rd Quintile,Urban regions,Yes,0.16738,350,1833,0.15029,0.18448
2022,3rd Quintile,Urban regions,No,0.83262,1483,1833,0.81552,0.84971
2022,3rd Quintile,Rural regions,Yes,0.21966,241,1050,0.19460,0.24471
2022,3rd Quintile,Rural regions,No,0.78034,809,1050,0.75529,0.80540
2022,4th Quintile,Urban regions,Yes,0.16657,322,2047,0.15043,0.18272
2022,4th Quintile,Urban regions,No,0.83343,1725,2047,0.81728,0.84957
2022,4th Quintile,Rural regions,Yes,0.18505,189,1045,0.16149,0.20860
2022,4th Quintile,Rural regions,No,0.81495,856,1045,0.79140,0.83851
2022,5th Quintile,Urban regions,Yes,0.15406,407,2941,0.14101,0.16711
2022,5th Quintile,Urban regions,No,0.84594,2534,2941,0.83289,0.85899
2022,5th Quintile,Rural regions,Yes,0.15406,154,1061,0.13232,0.17579
2022,5th Quintile,Rural regions,No,0.84594,907,1061,0.82421,0.86768
