year,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Primary Level,No,0.54566,79,138,0.46228,0.62904
2010,Lower Secondary Level,Yes,0.28647,461,1609,0.26438,0.30857
2010,Lower Secondary Level,No,0.71353,1148,1609,0.69143,0.73562
2010,Upper Secondary Level,Yes,0.30418,2496,8287,0.29427,0.31409
2010,Upper Secondary Level,No,0.69582,5791,8287,0.68591,0.70573
2010,Post-secondary Non-tertiary Level,Yes,0.27487,239,939,0.24630,0.30345
2010,Post-secondary Non-tertiary Level,No,0.72513,700,939,0.69655,0.75370
2010,First Stage of Tertiary Education,Yes,0.24511,291,1254,0.22129,0.26893
2010,First Stage of Tertiary Education,No,0.75489,963,1254,0.73107,0.77871
2010,Second Stage of Tertiary Education,Yes,0.18447,660,3830,0.17218,0.19675
2010,Second Stage of Tertiary Education,No,0.81553,3170,3830,0.80325,0.82782
2012,No answer / don't know,Yes,0.32330,93,284,0.26881,0.37780
2012,No answer / don't know,No,0.67670,191,284,0.62220,0.73119
2012,Pre-primary Level,Yes,0.17408,45,283,0.12983,0.21834
2012,Pre-primary Level,No,0.82592,238,283,0.78166,0.87017
2012,Primary Level,Yes,0.44348,101,229,0.37899,0.50797
2012,Primary Level,No,0.55652,128,229,0.49203,0.62101
2012,Lower Secondary Level,Yes,0.28720,619,2106,0.26787,0.30653
2012,Lower Secondary Level,No,0.71280,1487,2106,0.69347,0.73213
2012,Upper Secondary Level,Yes,0.29818,2998,10253,0.28933,0.30704
2012,Upper Secondary Level,No,0.70182,7255,10253,0.69296,0.71067
2012,Post-secondary Non-tertiary Level,Yes,0.26176,303,1202,0.23690,0.28662
2012,Post-secondary Non-tertiary Level,No,0.73824,899,1202,0.71338,0.76310
2012,First Stage of Tertiary Education,Yes,0.23729,343,1431,0.21524,0.25934
2012,First Stage of Tertiary Education,No,0.76271,1088,1431,0.74066,0.78476
2012,Second Stage of Tertiary Education,Yes,0.17460,762,4634,0.16367,0.18554
2012,Second Stage of Tertiary Education,No,0.82540,3872,4634,0.81446,0.83633
2014,No answer / don't know,Yes,0.27793,195,614,0.24247,0.31340
2014,No answer / don't know,No,0.72207,419,614,0.68660,0.75753
2014,Pre-primary Level,Yes,0.15892,64,448,0.12503,0.19281
2014,Pre-primary Level,No,0.84108,384,448,0.80719,0.87497
2014,Primary Level,Yes,0.47473,248,504,0.43109,0.51837
2014,Primary Level,No,0.52527,256,504,0.48163,0.56891
2014,Lower Secondary Level,Yes,0.33891,1172,3105,0.32226,0.35556
2014,Lower Secondary Level,No,0.66109,1933,3105,0.64444,0.67774
2014,Upper Secondary Level,Yes,0.29815,3862,12510,0.29013,0.30616
2014,Upper Secondary Level,No,0.70185,8648,12510,0.69384,0.70987
2014,Post-secondary Non-tertiary Level,Yes,0.27327,555,2041,0.25393,0.29261
2014,Post-secondary Non-tertiary Level,No,0.72673,1486,2041,0.70739,0.74607
2014,First Stage of Tertiary Education,Yes,0.21294,331,1589,0.19280,0.23307
2014,First Stage of Tertiary Education,No,0.78706,1258,1589,0.76693,0.80720
2014,Second Stage of Tertiary Education,Yes,0.16800,980,6220,0.15871,0.17730
2014,Second Stage of Tertiary Education,No,0.83200,5240,6220,0.82270,0.84129
2016,No answer / don't know,Yes,0.28887,171,595,0.25243,0.32532
2016,No answer / don't know,No,0.71113,424,595,0.67468,0.74757
2016,Pre-primary Level,Yes,0.15274,43,334,0.11410,0.19138
2016,Pre-primary Level,No,0.84726,291,334,0.80862,0.88590
2016,Primary Level,Yes,0.42874,184,398,0.38006,0.47743
2016,Primary Level,No,0.57126,214,398,0.52257,0.61994
2016,Lower Secondary Level,Yes,0.33152,951,2557,0.31327,0.34977
2016,Lower Secondary Level,No,0.66848,1606,2557,0.65023,0.68673
2016,Upper Secondary Level,Yes,0.28148,3253,10952,0.27306,0.28990
2016,Upper Secondary Level,No,0.71852,7699,10952,0.71010,0.72694
2016,Post-secondary Non-tertiary Level,Yes,0.25758,551,2012,0.23846,0.27669
2016,Post-secondary Non-tertiary Level,No,0.74242,1461,2012,0.72331,0.76154
2016,First Stage of Tertiary Education,Yes,0.20672,282,1397,0.18548,0.22796
2016,First Stage of Tertiary Education,No,0.79328,1115,1397,0.77204,0.81452
2016,Second Stage of Tertiary Education,Yes,0.16402,857,5877,0.15455,0.17349
2016,Second Stage of Tertiary Education,No,0.83598,5020,5877,0.82651,0.84545
2018,No answer / don't know,Yes,0.26845,164,630,0.23382,0.30309
2018,No answer / don't know,No,0.73155,466,630,0.69691,0.76618
2018,Pre-primary Level,Yes,0.08160,32,333,0.05215,0.11105
2018,Pre-primary Level,No,0.91840,301,333,0.88895,0.94785
2018,Primary Level,Yes,0.44539,232,480,0.40088,0.48990
2018,Primary Level,No,0.55461,248,480,0.51010,0.59912
2018,Lower Secondary Level,Yes,0.33607,1016,2686,0.31820,0.35394
2018,Lower Secondary Level,No,0.66393,1670,2686,0.64606,0.68180
2018,Upper Secondary Level,Yes,0.27585,3322,11509,0.26768,0.28402
2018,Upper Secondary Level,No,0.72415,8187,11509,0.71598,0.73232
2018,Post-secondary Non-tertiary Level,Yes,0.25927,551,2122,0.24062,0.27792
2018,Post-secondary Non-tertiary Level,No,0.74073,1571,2122,0.72208,0.75938
2018,First Stage of Tertiary Education,Yes,0.20566,275,1439,0.18477,0.22655
2018,First Stage of Tertiary Education,No,0.79434,1164,1439,0.77345,0.81523
2018,Second Stage of Tertiary Education,Yes,0.14947,885,6332,0.14069,0.15825
2018,Second Stage of Tertiary Education,No,0.85053,5447,6332,0.84175,0.85931
2020,No answer / don't know,Yes,0.30083,271,874,0.27041,0.33126
2020,No answer / don't know,No,0.69917,603,874,0.66874,0.72959
2020,Pre-primary Level,Yes,0.08031,38,349,0.05176,0.10886
2020,Pre-primary Level,No,0.91969,311,349,0.89114,0.94824
2020,Primary Level,Yes,0.39430,515,1480,0.36940,0.41921
2020,Primary Level,No,0.60570,965,1480,0.58079,0.63060
2020,Lower Secondary Level,Yes,0.31736,1069,3033,0.30079,0.33393
2020,Lower Secondary Level,No,0.68264,1964,3033,0.66607,0.69921
2020,Upper Secondary Level,Yes,0.26338,3137,11179,0.25522,0.27155
2020,Upper Secondary Level,No,0.73662,8042,11179,0.72845,0.74478
2020,Post-secondary Non-tertiary Level,Yes,0.23151,554,2343,0.21443,0.24860
2020,Post-secondary Non-tertiary Level,No,0.76849,1789,2343,0.75140,0.78557
2020,First Stage of Tertiary Education,Yes,0.19749,260,1456,0.17704,0.21795
2020,First Stage of Tertiary Education,No,0.80251,1196,1456,0.78205,0.82296
2020,Second Stage of Tertiary Education,Yes,0.13378,1119,7666,0.12616,0.14140
2020,Second Stage of Tertiary Education,No,0.86622,6547,7666,0.85860,0.87384
2022,No answer / don't know,Yes,0.22631,653,3214,0.21184,0.24078
2022,No answer / don't know,No,0.77369,2561,3214,0.75922,0.78816
2022,Pre-primary Level,Yes,0.12976,36,315,0.09259,0.16693
2022,Pre-primary Level,No,0.87024,279,315,0.83307,0.90741
2022,Primary Level,Yes,0.45967,134,296,0.40280,0.51654
2022,Primary Level,No,0.54033,162,296,0.48346,0.59720
2022,Lower Secondary Level,Yes,0.30914,525,1568,0.28625,0.33202
2022,Lower Secondary Level,No,0.69086,1043,1568,0.66798,0.71375
2022,Upper Secondary Level,Yes,0.24351,2224,8863,0.23457,0.25244
2022,Upper Secondary Level,No,0.75649,6639,8863,0.74756,0.76543
2022,Post-secondary Non-tertiary Level,Yes,0.20933,467,2138,0.19209,0.22658
2022,Post-secondary Non-tertiary Level,No,0.79067,1671,2138,0.77342,0.80791
2022,First Stage of Tertiary Education,Yes,0.17234,226,1360,0.15226,0.19242
2022,First Stage of Tertiary Education,No,0.82766,1134,1360,0.80758,0.84774
2022,Second Stage of Tertiary Education,Yes,0.11925,1010,8351,0.11230,0.12620
2022,Second Stage of Tertiary Education,No,0.88075,7341,8351,0.87380,0.88770
