year,age_gr,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,66 and older,5th Quintile,Yes,0.10670,91,809,0.08541,0.12799
2006,66 and older,5th Quintile,No,0.89330,718,809,0.87201,0.91459
2008,17-29 y.,1st Quintile,Yes,0.41261,318,768,0.37776,0.44745
2008,17-29 y.,1st Quintile,No,0.58739,450,768,0.55255,0.62224
2008,17-29 y.,2nd Quintile,Yes,0.39129,217,589,0.35184,0.43074
2008,17-29 y.,2nd Quintile,No,0.60871,372,589,0.56926,0.64816
2008,17-29 y.,3rd Quintile,Yes,0.33081,199,640,0.29433,0.36730
2008,17-29 y.,3rd Quintile,No,0.66919,441,640,0.63270,0.70567
2008,17-29 y.,4th Quintile,Yes,0.32089,186,586,0.28306,0.35872
2008,17-29 y.,4th Quintile,No,0.67911,400,586,0.64128,0.71694
2008,17-29 y.,5th Quintile,Yes,0.31997,154,567,0.28154,0.35840
2008,17-29 y.,5th Quintile,No,0.68003,413,567,0.64160,0.71846
2008,30-45 y.,1st Quintile,Yes,0.49751,373,732,0.46126,0.53375
2008,30-45 y.,1st Quintile,No,0.50249,359,732,0.46625,0.53874
2008,30-45 y.,2nd Quintile,Yes,0.40084,345,914,0.36905,0.43263
2008,30-45 y.,2nd Quintile,No,0.59916,569,914,0.56737,0.63095
2008,30-45 y.,3rd Quintile,Yes,0.34637,379,1087,0.31807,0.37467
2008,30-45 y.,3rd Quintile,No,0.65363,708,1087,0.62533,0.68193
2008,30-45 y.,4th Quintile,Yes,0.33881,353,1133,0.31124,0.36639
2008,30-45 y.,4th Quintile,No,0.66119,780,1133,0.63361,0.68876
2008,30-45 y.,5th Quintile,Yes,0.25038,304,1300,0.22682,0.27394
2008,30-45 y.,5th Quintile,No,0.74962,996,1300,0.72606,0.77318
2008,46-65 y.,1st Quintile,Yes,0.42344,336,789,0.38894,0.45794
2008,46-65 y.,1st Quintile,No,0.57656,453,789,0.54206,0.61106
2008,46-65 y.,2nd Quintile,Yes,0.35139,270,819,0.31868,0.38411
2008,46-65 y.,2nd Quintile,No,0.64861,549,819,0.61589,0.68132
2008,46-65 y.,3rd Quintile,Yes,0.31363,322,1146,0.28676,0.34051
2008,46-65 y.,3rd Quintile,No,0.68637,824,1146,0.65949,0.71324
2008,46-65 y.,4th Quintile,Yes,0.28941,395,1443,0.26600,0.31282
2008,46-65 y.,4th Quintile,No,0.71059,1048,1443,0.68718,0.73400
2008,46-65 y.,5th Quintile,Yes,0.24832,559,2487,0.23134,0.26531
2008,46-65 y.,5th Quintile,No,0.75168,1928,2487,0.73469,0.76866
2008,66 and older,1st Quintile,Yes,0.14512,99,680,0.11862,0.17161
2008,66 and older,1st Quintile,No,0.85488,581,680,0.82839,0.88138
2008,66 and older,2nd Quintile,Yes,0.11196,109,1045,0.09283,0.13108
2008,66 and older,2nd Quintile,No,0.88804,936,1045,0.86892,0.90717
2008,66 and older,3rd Quintile,Yes,0.11268,99,942,0.09248,0.13289
2008,66 and older,3rd Quintile,No,0.88732,843,942,0.86711,0.90752
2008,66 and older,4th Quintile,Yes,0.09432,64,712,0.07284,0.11581
2008,66 and older,4th Quintile,No,0.90568,648,712,0.88419,0.92716
2008,66 and older,5th Quintile,Yes,0.09553,107,910,0.07642,0.11464
2008,66 and older,5th Quintile,No,0.90447,803,910,0.88536,0.92358
2010,17-29 y.,1st Quintile,Yes,0.38518,256,603,0.34631,0.42406
2010,17-29 y.,1st Quintile,No,0.61482,347,603,0.57594,0.65369
2010,17-29 y.,2nd Quintile,Yes,0.34852,160,451,0.30449,0.39254
2010,17-29 y.,2nd Quintile,No,0.65148,291,451,0.60746,0.69551
2010,17-29 y.,3rd Quintile,Yes,0.31991,159,512,0.27947,0.36036
2010,17-29 y.,3rd Quintile,No,0.68009,353,512,0.63964,0.72053
2010,17-29 y.,4th Quintile,Yes,0.28873,133,497,0.24885,0.32861
2010,17-29 y.,4th Quintile,No,0.71127,364,497,0.67139,0.75115
2010,17-29 y.,5th Quintile,Yes,0.29557,107,444,0.25308,0.33807
2010,17-29 y.,5th Quintile,No,0.70443,337,444,0.66193,0.74692
2010,30-45 y.,1st Quintile,Yes,0.47947,279,588,0.43906,0.51989
2010,30-45 y.,1st Quintile,No,0.52053,309,588,0.48011,0.56094
2010,30-45 y.,2nd Quintile,Yes,0.39970,294,745,0.36451,0.43490
2010,30-45 y.,2nd Quintile,No,0.60030,451,745,0.56510,0.63549
2010,30-45 y.,3rd Quintile,Yes,0.36633,295,867,0.33424,0.39842
2010,30-45 y.,3rd Quintile,No,0.63367,572,867,0.60158,0.66576
2010,30-45 y.,4th Quintile,Yes,0.35422,278,925,0.32338,0.38506
2010,30-45 y.,4th Quintile,No,0.64578,647,925,0.61494,0.67662
2010,30-45 y.,5th Quintile,Yes,0.25666,211,976,0.22925,0.28408
2010,30-45 y.,5th Quintile,No,0.74334,765,976,0.71592,0.77075
2010,46-65 y.,1st Quintile,Yes,0.45665,329,721,0.42027,0.49304
2010,46-65 y.,1st Quintile,No,0.54335,392,721,0.50696,0.57973
2010,46-65 y.,2nd Quintile,Yes,0.36801,273,804,0.33466,0.40137
2010,46-65 y.,2nd Quintile,No,0.63199,531,804,0.59863,0.66534
2010,46-65 y.,3rd Quintile,Yes,0.28375,256,993,0.25569,0.31180
2010,46-65 y.,3rd Quintile,No,0.71625,737,993,0.68820,0.74431
2010,46-65 y.,4th Quintile,Yes,0.30825,395,1344,0.28355,0.33295
2010,46-65 y.,4th Quintile,No,0.69175,949,1344,0.66705,0.71645
2010,46-65 y.,5th Quintile,Yes,0.25062,478,2140,0.23225,0.26898
2010,46-65 y.,5th Quintile,No,0.74938,1662,2140,0.73102,0.76775
2010,66 and older,1st Quintile,Yes,0.16224,105,662,0.13414,0.19035
2010,66 and older,1st Quintile,No,0.83776,557,662,0.80965,0.86586
2010,66 and older,2nd Quintile,Yes,0.08957,89,1008,0.07194,0.10721
2010,66 and older,2nd Quintile,No,0.91043,919,1008,0.89279,0.92806
2010,66 and older,3rd Quintile,Yes,0.11337,82,833,0.09183,0.13492
2010,66 and older,3rd Quintile,No,0.88663,751,833,0.86508,0.90817
2010,66 and older,4th Quintile,Yes,0.08963,65,703,0.06850,0.11076
2010,66 and older,4th Quintile,No,0.91037,638,703,0.88924,0.93150
2010,66 and older,5th Quintile,Yes,0.08280,93,803,0.06373,0.10188
2010,66 and older,5th Quintile,No,0.91720,710,803,0.89812,0.93627
2012,17-29 y.,1st Quintile,Yes,0.39809,272,679,0.36124,0.43494
2012,17-29 y.,1st Quintile,No,0.60191,407,679,0.56506,0.63876
2012,17-29 y.,2nd Quintile,Yes,0.25639,131,440,0.21555,0.29724
2012,17-29 y.,2nd Quintile,No,0.74361,309,440,0.70276,0.78445
2012,17-29 y.,3rd Quintile,Yes,0.30682,154,516,0.26698,0.34665
2012,17-29 y.,3rd Quintile,No,0.69318,362,516,0.65335,0.73302
2012,17-29 y.,4th Quintile,Yes,0.26540,117,506,0.22689,0.30391
2012,17-29 y.,4th Quintile,No,0.73460,389,506,0.69609,0.77311
2012,17-29 y.,5th Quintile,Yes,0.21098,80,381,0.16996,0.25200
2012,17-29 y.,5th Quintile,No,0.78902,301,381,0.74800,0.83004
2012,30-45 y.,1st Quintile,Yes,0.54322,350,664,0.50530,0.58114
2012,30-45 y.,1st Quintile,No,0.45678,314,664,0.41886,0.49470
2012,30-45 y.,2nd Quintile,Yes,0.37887,247,703,0.34298,0.41475
2012,30-45 y.,2nd Quintile,No,0.62113,456,703,0.58525,0.65702
2012,30-45 y.,3rd Quintile,Yes,0.33545,274,819,0.30309,0.36781
2012,30-45 y.,3rd Quintile,No,0.66455,545,819,0.63219,0.69691
2012,30-45 y.,4th Quintile,Yes,0.31484,259,902,0.28451,0.34517
2012,30-45 y.,4th Quintile,No,0.68516,643,902,0.65483,0.71549
2012,30-45 y.,5th Quintile,Yes,0.19820,178,936,0.17264,0.22375
2012,30-45 y.,5th Quintile,No,0.80180,758,936,0.77625,0.82736
2012,46-65 y.,1st Quintile,Yes,0.46595,417,916,0.43363,0.49828
2012,46-65 y.,1st Quintile,No,0.53405,499,916,0.50172,0.56637
2012,46-65 y.,2nd Quintile,Yes,0.32809,286,889,0.29721,0.35898
2012,46-65 y.,2nd Quintile,No,0.67191,603,889,0.64102,0.70279
2012,46-65 y.,3rd Quintile,Yes,0.31063,377,1199,0.28442,0.33683
2012,46-65 y.,3rd Quintile,No,0.68937,822,1199,0.66317,0.71558
2012,46-65 y.,4th Quintile,Yes,0.30821,435,1548,0.28520,0.33122
2012,46-65 y.,4th Quintile,No,0.69179,1113,1548,0.66878,0.71480
2012,46-65 y.,5th Quintile,Yes,0.24426,516,2330,0.22681,0.26171
2012,46-65 y.,5th Quintile,No,0.75574,1814,2330,0.73829,0.77319
2012,66 and older,1st Quintile,Yes,0.15887,114,770,0.13303,0.18470
2012,66 and older,1st Quintile,No,0.84113,656,770,0.81530,0.86697
2012,66 and older,2nd Quintile,Yes,0.11544,131,1125,0.09676,0.13413
2012,66 and older,2nd Quintile,No,0.88456,994,1125,0.86587,0.90324
2012,66 and older,3rd Quintile,Yes,0.10694,87,943,0.08720,0.12667
2012,66 and older,3rd Quintile,No,0.89306,856,943,0.87333,0.91280
2012,66 and older,4th Quintile,Yes,0.10488,82,839,0.08414,0.12563
2012,66 and older,4th Quintile,No,0.89512,757,839,0.87437,0.91586
2012,66 and older,5th Quintile,Yes,0.09217,92,873,0.07297,0.11137
2012,66 and older,5th Quintile,No,0.90783,781,873,0.88863,0.92703
2014,17-29 y.,1st Quintile,Yes,0.37379,554,1455,0.34893,0.39866
2014,17-29 y.,1st Quintile,No,0.62621,901,1455,0.60134,0.65107
2014,17-29 y.,2nd Quintile,Yes,0.30134,288,872,0.27087,0.33182
2014,17-29 y.,2nd Quintile,No,0.69866,584,872,0.66818,0.72913
2014,17-29 y.,3rd Quintile,Yes,0.31274,260,757,0.27969,0.34579
2014,17-29 y.,3rd Quintile,No,0.68726,497,757,0.65421,0.72031
2014,17-29 y.,4th Quintile,Yes,0.26040,189,720,0.22833,0.29248
2014,17-29 y.,4th Quintile,No,0.73960,531,720,0.70752,0.77167
2014,17-29 y.,5th Quintile,Yes,0.18599,90,479,0.15111,0.22088
2014,17-29 y.,5th Quintile,No,0.81401,389,479,0.77912,0.84889
2014,30-45 y.,1st Quintile,Yes,0.48093,900,1906,0.45849,0.50337
2014,30-45 y.,1st Quintile,No,0.51907,1006,1906,0.49663,0.54151
2014,30-45 y.,2nd Quintile,Yes,0.39602,720,1901,0.37402,0.41801
2014,30-45 y.,2nd Quintile,No,0.60398,1181,1901,0.58199,0.62598
2014,30-45 y.,3rd Quintile,Yes,0.31063,464,1707,0.28867,0.33259
2014,30-45 y.,3rd Quintile,No,0.68937,1243,1707,0.66741,0.71133
2014,30-45 y.,4th Quintile,Yes,0.28292,374,1563,0.26059,0.30526
2014,30-45 y.,4th Quintile,No,0.71708,1189,1563,0.69474,0.73941
2014,30-45 y.,5th Quintile,Yes,0.19510,239,1435,0.17459,0.21561
2014,30-45 y.,5th Quintile,No,0.80490,1196,1435,0.78439,0.82541
2014,46-65 y.,1st Quintile,Yes,0.45589,692,1642,0.43179,0.47999
2014,46-65 y.,1st Quintile,No,0.54411,950,1642,0.52001,0.56821
2014,46-65 y.,2nd Quintile,Yes,0.35317,487,1497,0.32895,0.37739
2014,46-65 y.,2nd Quintile,No,0.64683,1010,1497,0.62261,0.67105
2014,46-65 y.,3rd Quintile,Yes,0.34238,493,1604,0.31915,0.36561
2014,46-65 y.,3rd Quintile,No,0.65762,1111,1604,0.63439,0.68085
2014,46-65 y.,4th Quintile,Yes,0.30686,552,1980,0.28654,0.32718
2014,46-65 y.,4th Quintile,No,0.69314,1428,1980,0.67282,0.71346
2014,46-65 y.,5th Quintile,Yes,0.23579,539,2562,0.21935,0.25223
2014,46-65 y.,5th Quintile,No,0.76421,2023,2562,0.74777,0.78065
2014,66 and older,1st Quintile,Yes,0.17452,147,815,0.14845,0.20060
2014,66 and older,1st Quintile,No,0.82548,668,815,0.79940,0.85155
2014,66 and older,2nd Quintile,Yes,0.10287,129,1234,0.08592,0.11983
2014,66 and older,2nd Quintile,No,0.89713,1105,1234,0.88017,0.91408
2014,66 and older,3rd Quintile,Yes,0.11139,111,1082,0.09264,0.13015
2014,66 and older,3rd Quintile,No,0.88861,971,1082,0.86985,0.90736
2014,66 and older,4th Quintile,Yes,0.09308,85,889,0.07397,0.11218
2014,66 and older,4th Quintile,No,0.90692,804,889,0.88782,0.92603
2014,66 and older,5th Quintile,Yes,0.08369,93,924,0.06583,0.10156
2014,66 and older,5th Quintile,No,0.91631,831,924,0.89844,0.93417
2016,17-29 y.,1st Quintile,Yes,0.30470,436,1257,0.27924,0.33015
2016,17-29 y.,1st Quintile,No,0.69530,821,1257,0.66985,0.72076
2016,17-29 y.,2nd Quintile,Yes,0.28511,246,826,0.25430,0.31591
2016,17-29 y.,2nd Quintile,No,0.71489,580,826,0.68409,0.74570
2016,17-29 y.,3rd Quintile,Yes,0.27638,200,706,0.24337,0.30939
2016,17-29 y.,3rd Quintile,No,0.72362,506,706,0.69061,0.75663
2016,17-29 y.,4th Quintile,Yes,0.24223,121,561,0.20675,0.27772
2016,17-29 y.,4th Quintile,No,0.75777,440,561,0.72228,0.79325
2016,17-29 y.,5th Quintile,Yes,0.16154,68,438,0.12704,0.19605
2016,17-29 y.,5th Quintile,No,0.83846,370,438,0.80395,0.87296
2016,30-45 y.,1st Quintile,Yes,0.49992,766,1639,0.47570,0.52413
2016,30-45 y.,1st Quintile,No,0.50008,873,1639,0.47587,0.52430
2016,30-45 y.,2nd Quintile,Yes,0.37425,589,1557,0.35020,0.39829
2016,30-45 y.,2nd Quintile,No,0.62575,968,1557,0.60171,0.64980
2016,30-45 y.,3rd Quintile,Yes,0.27336,353,1366,0.24972,0.29701
2016,30-45 y.,3rd Quintile,No,0.72664,1013,1366,0.70299,0.75028
2016,30-45 y.,4th Quintile,Yes,0.27633,345,1391,0.25282,0.29984
2016,30-45 y.,4th Quintile,No,0.72367,1046,1391,0.70016,0.74718
2016,30-45 y.,5th Quintile,Yes,0.16141,165,1086,0.13951,0.18330
2016,30-45 y.,5th Quintile,No,0.83859,921,1086,0.81670,0.86049
2016,46-65 y.,1st Quintile,Yes,0.43051,582,1401,0.40458,0.45645
2016,46-65 y.,1st Quintile,No,0.56949,819,1401,0.54355,0.59542
2016,46-65 y.,2nd Quintile,Yes,0.36249,501,1479,0.33798,0.38699
2016,46-65 y.,2nd Quintile,No,0.63751,978,1479,0.61301,0.66202
2016,46-65 y.,3rd Quintile,Yes,0.33707,463,1518,0.31328,0.36086
2016,46-65 y.,3rd Quintile,No,0.66293,1055,1518,0.63914,0.68672
2016,46-65 y.,4th Quintile,Yes,0.29235,470,1812,0.27140,0.31330
2016,46-65 y.,4th Quintile,No,0.70765,1342,1812,0.68670,0.72860
2016,46-65 y.,5th Quintile,Yes,0.21342,467,2373,0.19693,0.22991
2016,46-65 y.,5th Quintile,No,0.78658,1906,2373,0.77009,0.80307
2016,66 and older,1st Quintile,Yes,0.18543,120,699,0.15660,0.21426
2016,66 and older,1st Quintile,No,0.81457,579,699,0.78574,0.84340
2016,66 and older,2nd Quintile,Yes,0.11854,133,1186,0.10014,0.13695
2016,66 and older,2nd Quintile,No,0.88146,1053,1186,0.86305,0.89986
2016,66 and older,3rd Quintile,Yes,0.08626,82,1011,0.06894,0.10357
2016,66 and older,3rd Quintile,No,0.91374,929,1011,0.89643,0.93106
2016,66 and older,4th Quintile,Yes,0.08507,79,854,0.06635,0.10379
2016,66 and older,4th Quintile,No,0.91493,775,854,0.89621,0.93365
2016,66 and older,5th Quintile,Yes,0.10848,105,957,0.08877,0.12819
2016,66 and older,5th Quintile,No,0.89152,852,957,0.87181,0.91123
2018,17-29 y.,1st Quintile,Yes,0.30712,359,1220,0.28122,0.33301
2018,17-29 y.,1st Quintile,No,0.69288,861,1220,0.66699,0.71878
2018,17-29 y.,2nd Quintile,Yes,0.26110,260,896,0.23232,0.28987
2018,17-29 y.,2nd Quintile,No,0.73890,636,896,0.71013,0.76768
2018,17-29 y.,3rd Quintile,Yes,0.25925,168,740,0.22765,0.29084
2018,17-29 y.,3rd Quintile,No,0.74075,572,740,0.70916,0.77235
2018,17-29 y.,4th Quintile,Yes,0.21919,136,649,0.18733,0.25104
2018,17-29 y.,4th Quintile,No,0.78081,513,649,0.74896,0.81267
2018,17-29 y.,5th Quintile,Yes,0.19221,75,462,0.15624,0.22818
2018,17-29 y.,5th Quintile,No,0.80779,387,462,0.77182,0.84376
2018,30-45 y.,1st Quintile,Yes,0.41772,633,1335,0.39125,0.44418
2018,30-45 y.,1st Quintile,No,0.58228,702,1335,0.55582,0.60875
2018,30-45 y.,2nd Quintile,Yes,0.33303,497,1455,0.30880,0.35725
2018,30-45 y.,2nd Quintile,No,0.66697,958,1455,0.64275,0.69120
2018,30-45 y.,3rd Quintile,Yes,0.29994,346,1285,0.27487,0.32500
2018,30-45 y.,3rd Quintile,No,0.70006,939,1285,0.67500,0.72513
2018,30-45 y.,4th Quintile,Yes,0.24432,257,1196,0.21995,0.26868
2018,30-45 y.,4th Quintile,No,0.75568,939,1196,0.73132,0.78005
2018,30-45 y.,5th Quintile,Yes,0.17342,170,1079,0.15082,0.19602
2018,30-45 y.,5th Quintile,No,0.82658,909,1079,0.80398,0.84918
2018,46-65 y.,1st Quintile,Yes,0.45330,609,1441,0.42758,0.47901
2018,46-65 y.,1st Quintile,No,0.54670,832,1441,0.52099,0.57242
2018,46-65 y.,2nd Quintile,Yes,0.38619,553,1603,0.36235,0.41003
2018,46-65 y.,2nd Quintile,No,0.61381,1050,1603,0.58997,0.63765
2018,46-65 y.,3rd Quintile,Yes,0.31896,467,1662,0.29654,0.34137
2018,46-65 y.,3rd Quintile,No,0.68104,1195,1662,0.65863,0.70346
2018,46-65 y.,4th Quintile,Yes,0.28236,509,2006,0.26265,0.30206
2018,46-65 y.,4th Quintile,No,0.71764,1497,2006,0.69794,0.73735
2018,46-65 y.,5th Quintile,Yes,0.21055,451,2538,0.19469,0.22642
2018,46-65 y.,5th Quintile,No,0.78945,2087,2538,0.77358,0.80531
2018,66 and older,1st Quintile,Yes,0.13854,117,703,0.11298,0.16409
2018,66 and older,1st Quintile,No,0.86146,586,703,0.83591,0.88702
