year,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,5th Quintile,Yes,0.20595,1124,5264,0.19503,0.21688
2008,5th Quintile,No,0.69180,4140,5264,0.67933,0.70428
2010,1st Quintile,Yes,0.32338,969,2574,0.30531,0.34146
2010,1st Quintile,No,0.59348,1605,2574,0.57450,0.61246
2010,2nd Quintile,Yes,0.24292,816,3008,0.22760,0.25825
2010,2nd Quintile,No,0.65469,2192,3008,0.63769,0.67168
2010,3rd Quintile,Yes,0.23260,792,3205,0.21797,0.24723
2010,3rd Quintile,No,0.65611,2413,3205,0.63966,0.67255
2010,4th Quintile,Yes,0.23836,871,3469,0.22418,0.25254
2010,4th Quintile,No,0.65151,2598,3469,0.63565,0.66737
2010,5th Quintile,Yes,0.20977,889,4363,0.19769,0.22185
2010,5th Quintile,No,0.71010,3474,4363,0.69663,0.72356
2012,1st Quintile,Yes,0.24288,1153,3029,0.22761,0.25816
2012,1st Quintile,No,0.42256,1876,3029,0.40497,0.44016
2012,2nd Quintile,Yes,0.17912,795,3157,0.16575,0.19250
2012,2nd Quintile,No,0.54637,2362,3157,0.52900,0.56374
2012,3rd Quintile,Yes,0.19753,892,3477,0.18429,0.21076
2012,3rd Quintile,No,0.56196,2585,3477,0.54547,0.57846
2012,4th Quintile,Yes,0.20472,893,3795,0.19188,0.21756
2012,4th Quintile,No,0.59706,2902,3795,0.58145,0.61267
2012,5th Quintile,Yes,0.17223,866,4520,0.16122,0.18324
2012,5th Quintile,No,0.67267,3654,4520,0.65899,0.68635
2014,1st Quintile,Yes,0.29632,2293,5818,0.28459,0.30806
2014,1st Quintile,No,0.49776,3525,5818,0.48491,0.51061
2014,2nd Quintile,Yes,0.22450,1624,5504,0.21347,0.23552
2014,2nd Quintile,No,0.59106,3880,5504,0.57807,0.60405
2014,3rd Quintile,Yes,0.22220,1328,5150,0.21084,0.23355
2014,3rd Quintile,No,0.61665,3822,5150,0.60337,0.62993
2014,4th Quintile,Yes,0.21249,1200,5152,0.20132,0.22366
2014,4th Quintile,No,0.64639,3952,5152,0.63333,0.65945
2014,5th Quintile,Yes,0.17446,961,5400,0.16433,0.18458
2014,5th Quintile,No,0.72225,4439,5400,0.71030,0.73419
2016,1st Quintile,Yes,0.28089,1904,4996,0.26843,0.29335
2016,1st Quintile,No,0.49911,3092,4996,0.48524,0.51297
2016,2nd Quintile,Yes,0.22535,1469,5048,0.21382,0.23688
2016,2nd Quintile,No,0.59587,3579,5048,0.58233,0.60940
2016,3rd Quintile,Yes,0.20384,1098,4601,0.19220,0.21548
2016,3rd Quintile,No,0.62984,3503,4601,0.61588,0.64379
2016,4th Quintile,Yes,0.20471,1015,4618,0.19307,0.21634
2016,4th Quintile,No,0.65661,3603,4618,0.64291,0.67031
2016,5th Quintile,Yes,0.15793,805,4854,0.14767,0.16819
2016,5th Quintile,No,0.73542,4049,4854,0.72301,0.74784
2018,1st Quintile,Yes,0.25486,1718,4699,0.24240,0.26732
2018,1st Quintile,No,0.50771,2981,4699,0.49342,0.52201
2018,2nd Quintile,Yes,0.22362,1457,5105,0.21219,0.23505
2018,2nd Quintile,No,0.59157,3648,5105,0.57809,0.60506
2018,3rd Quintile,Yes,0.19697,1065,4735,0.18564,0.20830
2018,3rd Quintile,No,0.64057,3670,4735,0.62690,0.65424
2018,4th Quintile,Yes,0.19298,992,4698,0.18169,0.20427
2018,4th Quintile,No,0.67215,3706,4698,0.65872,0.68557
2018,5th Quintile,Yes,0.15887,794,5054,0.14879,0.16895
2018,5th Quintile,No,0.73507,4260,5054,0.72290,0.74724
2020,1st Quintile,Yes,0.25388,2213,6572,0.24335,0.26440
2020,1st Quintile,No,0.54212,4359,6572,0.53008,0.55417
2020,2nd Quintile,Yes,0.20357,1329,4831,0.19221,0.21492
2020,2nd Quintile,No,0.60563,3502,4831,0.59185,0.61941
2020,3rd Quintile,Yes,0.18279,938,4266,0.17119,0.19439
2020,3rd Quintile,No,0.65792,3328,4266,0.64368,0.67216
2020,4th Quintile,Yes,0.18346,880,4519,0.17217,0.19474
2020,4th Quintile,No,0.66890,3639,4519,0.65517,0.68262
2020,5th Quintile,Yes,0.14691,887,5952,0.13791,0.15590
2020,5th Quintile,No,0.73203,5065,5952,0.72078,0.74328
2022,1st Quintile,Yes,0.24094,943,2874,0.22530,0.25657
2022,1st Quintile,No,0.51668,1931,2874,0.49841,0.53495
2022,2nd Quintile,Yes,0.18368,745,2961,0.16973,0.19763
2022,2nd Quintile,No,0.64378,2216,2961,0.62653,0.66103
2022,3rd Quintile,Yes,0.15663,591,2883,0.14336,0.16990
2022,3rd Quintile,No,0.68408,2292,2883,0.66711,0.70105
2022,4th Quintile,Yes,0.14686,511,3092,0.13438,0.15934
2022,4th Quintile,No,0.70303,2581,3092,0.68692,0.71913
2022,5th Quintile,Yes,0.13637,561,4002,0.12574,0.14701
2022,5th Quintile,No,0.74885,3441,4002,0.73542,0.76229
