year,migback,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Direct migration background,5th Quintile,Yes,0.30459,94,345,0.25595,0.35322
2004,Direct migration background,5th Quintile,No,0.68479,251,345,0.63569,0.73388
2004,Indirect migration background,1st Quintile,Yes,0.17285,86,183,0.11791,0.22778
2004,Indirect migration background,1st Quintile,No,0.16633,97,183,0.11223,0.22044
2004,Indirect migration background,2nd Quintile,Yes,0.16622,66,160,0.10835,0.22408
2004,Indirect migration background,2nd Quintile,No,0.21351,94,160,0.14981,0.27720
2004,Indirect migration background,3rd Quintile,Yes,0.18889,71,177,0.13106,0.24672
2004,Indirect migration background,3rd Quintile,No,0.32334,106,177,0.25423,0.39244
2004,Indirect migration background,4th Quintile,Yes,0.17595,52,129,0.10998,0.24191
2004,Indirect migration background,4th Quintile,No,0.31179,77,129,0.23154,0.39204
2004,Indirect migration background,5th Quintile,Yes,0.22467,53,147,0.15697,0.29238
2004,Indirect migration background,5th Quintile,No,0.39944,94,147,0.31999,0.47889
2006,No migration background,1st Quintile,Yes,0.33491,904,2124,0.31484,0.35499
2006,No migration background,1st Quintile,No,0.48101,1220,2124,0.45976,0.50227
2006,No migration background,2nd Quintile,Yes,0.23899,790,2695,0.22288,0.25509
2006,No migration background,2nd Quintile,No,0.58047,1905,2695,0.56183,0.59910
2006,No migration background,3rd Quintile,Yes,0.21859,808,3021,0.20385,0.23333
2006,No migration background,3rd Quintile,No,0.60470,2213,3021,0.58727,0.62214
2006,No migration background,4th Quintile,Yes,0.22433,879,3507,0.21052,0.23814
2006,No migration background,4th Quintile,No,0.63278,2628,3507,0.61683,0.64874
2006,No migration background,5th Quintile,Yes,0.24309,1223,5056,0.23126,0.25491
2006,No migration background,5th Quintile,No,0.66741,3833,5056,0.65442,0.68039
2006,Direct migration background,1st Quintile,Yes,0.31454,200,618,0.27790,0.35117
2006,Direct migration background,1st Quintile,No,0.64922,418,618,0.61157,0.68688
2006,Direct migration background,2nd Quintile,Yes,0.35310,168,495,0.31095,0.39525
2006,Direct migration background,2nd Quintile,No,0.61082,327,495,0.56783,0.65382
2006,Direct migration background,3rd Quintile,Yes,0.28087,123,397,0.23661,0.32514
2006,Direct migration background,3rd Quintile,No,0.68556,274,397,0.63983,0.73129
2006,Direct migration background,4th Quintile,Yes,0.26507,82,322,0.21678,0.31335
2006,Direct migration background,4th Quintile,No,0.71334,240,322,0.66387,0.76281
2006,Direct migration background,5th Quintile,Yes,0.29452,77,324,0.24481,0.34423
2006,Direct migration background,5th Quintile,No,0.69390,247,324,0.64363,0.74416
2006,Indirect migration background,1st Quintile,Yes,0.20916,105,203,0.15308,0.26525
2006,Indirect migration background,1st Quintile,No,0.19664,98,203,0.14183,0.25145
2006,Indirect migration background,2nd Quintile,Yes,0.17562,54,127,0.10918,0.24206
2006,Indirect migration background,2nd Quintile,No,0.22484,73,127,0.15195,0.29774
2006,Indirect migration background,3rd Quintile,Yes,0.16790,59,158,0.10943,0.22637
2006,Indirect migration background,3rd Quintile,No,0.34376,99,158,0.26946,0.41805
2006,Indirect migration background,4th Quintile,Yes,0.24549,57,140,0.17395,0.31704
2006,Indirect migration background,4th Quintile,No,0.30646,83,140,0.22981,0.38310
2006,Indirect migration background,5th Quintile,Yes,0.24119,50,138,0.16955,0.31283
2006,Indirect migration background,5th Quintile,No,0.36024,88,138,0.27985,0.44063
2008,No migration background,1st Quintile,Yes,0.31916,868,2181,0.29960,0.33873
2008,No migration background,1st Quintile,No,0.49357,1313,2181,0.47259,0.51456
2008,No migration background,2nd Quintile,Yes,0.23553,767,2814,0.21985,0.25121
2008,No migration background,2nd Quintile,No,0.59304,2047,2814,0.57488,0.61119
2008,No migration background,3rd Quintile,Yes,0.22010,834,3279,0.20591,0.23428
2008,No migration background,3rd Quintile,No,0.62437,2445,3279,0.60779,0.64095
2008,No migration background,4th Quintile,Yes,0.22680,873,3463,0.21285,0.24075
2008,No migration background,4th Quintile,No,0.63006,2590,3463,0.61397,0.64614
2008,No migration background,5th Quintile,Yes,0.20500,1031,4881,0.19368,0.21633
2008,No migration background,5th Quintile,No,0.69934,3850,4881,0.68648,0.71221
2008,Direct migration background,1st Quintile,Yes,0.28806,176,599,0.25176,0.32436
2008,Direct migration background,1st Quintile,No,0.69218,423,599,0.65518,0.72918
2008,Direct migration background,2nd Quintile,Yes,0.29890,116,410,0.25453,0.34327
2008,Direct migration background,2nd Quintile,No,0.64587,294,410,0.59952,0.69222
2008,Direct migration background,3rd Quintile,Yes,0.33230,108,369,0.28417,0.38043
2008,Direct migration background,3rd Quintile,No,0.65366,261,369,0.60505,0.70228
2008,Direct migration background,4th Quintile,Yes,0.29210,74,284,0.23912,0.34508
2008,Direct migration background,4th Quintile,No,0.70101,210,284,0.64767,0.75435
2008,Direct migration background,5th Quintile,Yes,0.20544,46,244,0.15464,0.25623
2008,Direct migration background,5th Quintile,No,0.78514,198,244,0.73350,0.83678
2008,Indirect migration background,1st Quintile,Yes,0.17470,82,189,0.12042,0.22898
2008,Indirect migration background,1st Quintile,No,0.24370,107,189,0.18233,0.30507
2008,Indirect migration background,2nd Quintile,Yes,0.18283,58,143,0.11925,0.24640
2008,Indirect migration background,2nd Quintile,No,0.28748,85,143,0.21304,0.36192
2008,Indirect migration background,3rd Quintile,Yes,0.20221,57,167,0.14111,0.26331
2008,Indirect migration background,3rd Quintile,No,0.34924,110,167,0.27672,0.42176
2008,Indirect migration background,4th Quintile,Yes,0.22118,51,127,0.14871,0.29366
2008,Indirect migration background,4th Quintile,No,0.35924,76,127,0.27547,0.44302
2008,Indirect migration background,5th Quintile,Yes,0.22747,47,139,0.15752,0.29741
2008,Indirect migration background,5th Quintile,No,0.41189,92,139,0.32977,0.49401
2010,No migration background,1st Quintile,Yes,0.35252,775,1952,0.33132,0.37371
2010,No migration background,1st Quintile,No,0.57882,1177,1952,0.55691,0.60073
2010,No migration background,2nd Quintile,Yes,0.23155,675,2544,0.21515,0.24794
2010,No migration background,2nd Quintile,No,0.68646,1869,2544,0.66843,0.70450
2010,No migration background,3rd Quintile,Yes,0.22292,676,2803,0.20751,0.23833
2010,No migration background,3rd Quintile,No,0.67285,2127,2803,0.65547,0.69022
2010,No migration background,4th Quintile,Yes,0.23771,783,3152,0.22285,0.25257
2010,No migration background,4th Quintile,No,0.65844,2369,3152,0.64188,0.67500
2010,No migration background,5th Quintile,Yes,0.21121,825,4046,0.19863,0.22378
2010,No migration background,5th Quintile,No,0.71643,3221,4046,0.70254,0.73032
2010,Direct migration background,1st Quintile,Yes,0.27076,128,456,0.22993,0.31158
2010,Direct migration background,1st Quintile,No,0.71827,328,456,0.67693,0.75960
2010,Direct migration background,2nd Quintile,Yes,0.30768,89,333,0.25803,0.35733
2010,Direct migration background,2nd Quintile,No,0.65844,244,333,0.60742,0.70945
2010,Direct migration background,3rd Quintile,Yes,0.32569,73,263,0.26894,0.38243
2010,Direct migration background,3rd Quintile,No,0.66159,190,263,0.60429,0.71888
2010,Direct migration background,4th Quintile,Yes,0.22732,52,219,0.17168,0.28295
2010,Direct migration background,4th Quintile,No,0.77205,167,219,0.71636,0.82774
2010,Direct migration background,5th Quintile,No,0.82962,169,169,0.77276,0.88647
2010,Indirect migration background,1st Quintile,Yes,0.20108,66,166,0.13992,0.26224
2010,Indirect migration background,1st Quintile,No,0.38833,100,166,0.31396,0.46270
2010,Indirect migration background,2nd Quintile,Yes,0.24919,52,131,0.17484,0.32355
2010,Indirect migration background,2nd Quintile,No,0.31573,79,131,0.23583,0.39563
2010,Indirect migration background,3rd Quintile,Yes,0.19856,43,139,0.13200,0.26512
2010,Indirect migration background,3rd Quintile,No,0.43375,96,139,0.35106,0.51644
2010,Indirect migration background,4th Quintile,Yes,0.26993,36,98,0.18159,0.35827
2010,Indirect migration background,4th Quintile,No,0.31005,62,98,0.21800,0.40209
2010,Indirect migration background,5th Quintile,Yes,0.24241,37,121,0.16573,0.31908
2010,Indirect migration background,5th Quintile,No,0.41753,84,121,0.32929,0.50576
2012,No migration background,1st Quintile,Yes,0.26032,934,2371,0.24265,0.27799
2012,No migration background,1st Quintile,No,0.44345,1437,2371,0.42345,0.46345
2012,No migration background,2nd Quintile,Yes,0.18151,661,2643,0.16681,0.19621
2012,No migration background,2nd Quintile,No,0.58000,1982,2643,0.56118,0.59883
2012,No migration background,3rd Quintile,Yes,0.20408,790,3028,0.18972,0.21843
2012,No migration background,3rd Quintile,No,0.56622,2238,3028,0.54856,0.58387
2012,No migration background,4th Quintile,Yes,0.20663,804,3433,0.19309,0.22018
2012,No migration background,4th Quintile,No,0.60808,2629,3433,0.59175,0.62441
2012,No migration background,5th Quintile,Yes,0.17624,808,4164,0.16466,0.18781
2012,No migration background,5th Quintile,No,0.68389,3356,4164,0.66976,0.69801
2012,Direct migration background,1st Quintile,Yes,0.25314,155,496,0.21483,0.29144
2012,Direct migration background,1st Quintile,No,0.49381,341,496,0.44976,0.53785
2012,Direct migration background,2nd Quintile,Yes,0.22178,91,381,0.18001,0.26355
2012,Direct migration background,2nd Quintile,No,0.59123,290,381,0.54180,0.64066
2012,Direct migration background,3rd Quintile,Yes,0.20311,70,319,0.15889,0.24733
2012,Direct migration background,3rd Quintile,No,0.66880,249,319,0.61707,0.72053
2012,Direct migration background,4th Quintile,Yes,0.22788,52,235,0.17414,0.28163
2012,Direct migration background,4th Quintile,No,0.65509,183,235,0.59418,0.71599
2012,Direct migration background,5th Quintile,No,0.75002,192,192,0.68862,0.81143
2012,Indirect migration background,1st Quintile,Yes,0.10488,64,162,0.05755,0.15221
2012,Indirect migration background,1st Quintile,No,0.15178,98,162,0.09636,0.20721
2012,Indirect migration background,2nd Quintile,Yes,0.09380,43,133,0.04406,0.14353
2012,Indirect migration background,2nd Quintile,No,0.21910,90,133,0.14854,0.28967
2012,Indirect migration background,3rd Quintile,Yes,0.11291,32,130,0.05830,0.16753
2012,Indirect migration background,3rd Quintile,No,0.35277,98,130,0.27031,0.43523
2012,Indirect migration background,4th Quintile,Yes,0.14554,37,127,0.08396,0.20712
2012,Indirect migration background,4th Quintile,No,0.35464,90,127,0.27111,0.43817
2012,Indirect migration background,5th Quintile,Yes,0.15970,31,137,0.09813,0.22127
2012,Indirect migration background,5th Quintile,No,0.40195,106,137,0.31954,0.48435
2014,No migration background,1st Quintile,Yes,0.30945,1380,3341,0.29377,0.32512
2014,No migration background,1st Quintile,No,0.51972,1961,3341,0.50278,0.53667
2014,No migration background,2nd Quintile,Yes,0.22028,1073,3787,0.20708,0.23349
2014,No migration background,2nd Quintile,No,0.61251,2714,3787,0.59699,0.62803
2014,No migration background,3rd Quintile,Yes,0.22353,990,3977,0.21058,0.23648
2014,No migration background,3rd Quintile,No,0.62730,2987,3977,0.61227,0.64233
2014,No migration background,4th Quintile,Yes,0.21097,972,4278,0.19874,0.22320
2014,No migration background,4th Quintile,No,0.65366,3306,4278,0.63940,0.66792
2014,No migration background,5th Quintile,Yes,0.17733,832,4669,0.16638,0.18829
2014,No migration background,5th Quintile,No,0.72873,3837,4669,0.71598,0.74149
2014,Direct migration background,1st Quintile,Yes,0.30780,680,1952,0.28731,0.32828
2014,Direct migration background,1st Quintile,No,0.63280,1272,1952,0.61141,0.65419
2014,Direct migration background,2nd Quintile,Yes,0.28994,399,1333,0.26557,0.31431
2014,Direct migration background,2nd Quintile,No,0.67756,934,1333,0.65246,0.70266
2014,Direct migration background,3rd Quintile,Yes,0.25984,250,890,0.23102,0.28867
2014,Direct migration background,3rd Quintile,No,0.70891,640,890,0.67904,0.73877
2014,Direct migration background,4th Quintile,Yes,0.25313,150,599,0.21828,0.28798
2014,Direct migration background,4th Quintile,No,0.72834,449,599,0.69269,0.76399
2014,Direct migration background,5th Quintile,Yes,0.17326,81,502,0.14012,0.20640
2014,Direct migration background,5th Quintile,No,0.80523,421,502,0.77055,0.83991
2014,Indirect migration background,1st Quintile,Yes,0.22044,233,525,0.18495,0.25594
2014,Indirect migration background,1st Quintile,No,0.20074,292,525,0.16645,0.23504
2014,Indirect migration background,2nd Quintile,Yes,0.15187,152,384,0.11592,0.18781
2014,Indirect migration background,2nd Quintile,No,0.28397,232,384,0.23881,0.32913
2014,Indirect migration background,3rd Quintile,Yes,0.14832,88,283,0.10683,0.18980
2014,Indirect migration background,3rd Quintile,No,0.35143,195,283,0.29570,0.40715
2014,Indirect migration background,4th Quintile,Yes,0.18395,78,275,0.13807,0.22982
2014,Indirect migration background,4th Quintile,No,0.42011,197,275,0.36167,0.47856
2014,Indirect migration background,5th Quintile,Yes,0.13080,48,229,0.08703,0.17457
2014,Indirect migration background,5th Quintile,No,0.50770,181,229,0.44281,0.57259
2016,No migration background,1st Quintile,Yes,0.29939,1112,2778,0.28236,0.31643
2016,No migration background,1st Quintile,No,0.51944,1666,2778,0.50086,0.53802
2016,No migration background,2nd Quintile,Yes,0.22447,951,3450,0.21054,0.23839
2016,No migration background,2nd Quintile,No,0.61813,2499,3450,0.60191,0.63434
2016,No migration background,3rd Quintile,Yes,0.19978,813,3546,0.18662,0.21294
2016,No migration background,3rd Quintile,No,0.64316,2733,3546,0.62739,0.65894
2016,No migration background,4th Quintile,Yes,0.20397,804,3776,0.19111,0.21682
2016,No migration background,4th Quintile,No,0.66579,2972,3776,0.65074,0.68084
2016,No migration background,5th Quintile,Yes,0.16336,692,4173,0.15214,0.17458
2016,No migration background,5th Quintile,No,0.73699,3481,4173,0.72363,0.75035
2016,Direct migration background,1st Quintile,Yes,0.30422,625,1797,0.28294,0.32549
2016,Direct migration background,1st Quintile,No,0.60991,1172,1797,0.58735,0.63247
2016,Direct migration background,2nd Quintile,Yes,0.27681,394,1245,0.25195,0.30167
2016,Direct migration background,2nd Quintile,No,0.67435,851,1245,0.64830,0.70039
2016,Direct migration background,3rd Quintile,Yes,0.27916,212,794,0.24793,0.31038
2016,Direct migration background,3rd Quintile,No,0.68634,582,794,0.65404,0.71863
2016,Direct migration background,4th Quintile,Yes,0.22790,151,609,0.19455,0.26124
2016,Direct migration background,4th Quintile,No,0.74040,458,609,0.70555,0.77525
2016,Direct migration background,5th Quintile,Yes,0.13552,74,490,0.10518,0.16586
2016,Direct migration background,5th Quintile,No,0.83377,416,490,0.80077,0.86677
2016,Indirect migration background,1st Quintile,Yes,0.16738,167,421,0.13168,0.20308
2016,Indirect migration background,1st Quintile,No,0.24883,254,421,0.20748,0.29018
2016,Indirect migration background,2nd Quintile,Yes,0.15285,124,353,0.11526,0.19045
2016,Indirect migration background,2nd Quintile,No,0.31889,229,353,0.27020,0.36758
2016,Indirect migration background,3rd Quintile,Yes,0.13343,73,261,0.09209,0.17476
2016,Indirect migration background,3rd Quintile,No,0.38988,188,261,0.33060,0.44917
2016,Indirect migration background,4th Quintile,Yes,0.18247,60,233,0.13277,0.23217
2016,Indirect migration background,4th Quintile,No,0.41630,173,233,0.35286,0.47973
2016,Indirect migration background,5th Quintile,Yes,0.10522,39,191,0.06159,0.14885
2016,Indirect migration background,5th Quintile,No,0.56578,152,191,0.49530,0.63626
2018,No migration background,1st Quintile,Yes,0.27987,1102,2842,0.26336,0.29638
2018,No migration background,1st Quintile,No,0.56058,1740,2842,0.54233,0.57883
2018,No migration background,2nd Quintile,Yes,0.21531,994,3660,0.20199,0.22863
2018,No migration background,2nd Quintile,No,0.61711,2666,3660,0.60136,0.63286
2018,No migration background,3rd Quintile,Yes,0.18969,801,3691,0.17704,0.20234
2018,No migration background,3rd Quintile,No,0.65412,2890,3691,0.63877,0.66946
2018,No migration background,4th Quintile,Yes,0.18998,823,3999,0.17782,0.20214
2018,No migration background,4th Quintile,No,0.68571,3176,3999,0.67131,0.70010
2018,No migration background,5th Quintile,Yes,0.15737,693,4419,0.14664,0.16811
2018,No migration background,5th Quintile,No,0.74317,3726,4419,0.73029,0.75605
2018,Direct migration background,1st Quintile,Yes,0.25994,463,1440,0.23728,0.28260
2018,Direct migration background,1st Quintile,No,0.53916,977,1440,0.51341,0.56492
2018,Direct migration background,2nd Quintile,Yes,0.30296,339,1068,0.27539,0.33054
2018,Direct migration background,2nd Quintile,No,0.64205,729,1068,0.61329,0.67082
2018,Direct migration background,3rd Quintile,Yes,0.25237,192,751,0.22128,0.28345
2018,Direct migration background,3rd Quintile,No,0.70428,559,751,0.67162,0.73695
2018,Direct migration background,4th Quintile,Yes,0.25384,120,504,0.21580,0.29187
2018,Direct migration background,4th Quintile,No,0.70891,384,504,0.66921,0.74861
2018,Direct migration background,5th Quintile,Yes,0.17082,65,425,0.13500,0.20664
2018,Direct migration background,5th Quintile,No,0.80164,360,425,0.76368,0.83960
2018,Indirect migration background,1st Quintile,Yes,0.14602,153,417,0.11209,0.17996
2018,Indirect migration background,1st Quintile,No,0.24573,264,417,0.20436,0.28710
2018,Indirect migration background,2nd Quintile,Yes,0.16429,124,377,0.12683,0.20174
2018,Indirect migration background,2nd Quintile,No,0.34272,253,377,0.29474,0.39069
2018,Indirect migration background,3rd Quintile,Yes,0.18706,72,293,0.14233,0.23179
2018,Indirect migration background,3rd Quintile,No,0.42304,221,293,0.36637,0.47971
2018,Indirect migration background,4th Quintile,Yes,0.14632,49,195,0.09659,0.19606
2018,Indirect migration background,4th Quintile,No,0.42440,146,195,0.35485,0.49395
2018,Indirect migration background,5th Quintile,Yes,0.16451,36,210,0.11424,0.21477
2018,Indirect migration background,5th Quintile,No,0.51379,174,210,0.44603,0.58156
2020,No migration background,1st Quintile,Yes,0.26909,986,2631,0.25214,0.28604
2020,No migration background,1st Quintile,No,0.57474,1645,2631,0.55585,0.59364
2020,No migration background,2nd Quintile,Yes,0.20541,926,3450,0.19193,0.21889
2020,No migration background,2nd Quintile,No,0.62129,2524,3450,0.60511,0.63748
2020,No migration background,3rd Quintile,Yes,0.17747,733,3412,0.16465,0.19029
2020,No migration background,3rd Quintile,No,0.67335,2679,3412,0.65761,0.68909
2020,No migration background,4th Quintile,Yes,0.17591,732,3817,0.16383,0.18799
2020,No migration background,4th Quintile,No,0.68118,3085,3817,0.66640,0.69597
2020,No migration background,5th Quintile,Yes,0.14338,765,5166,0.13382,0.15294
2020,No migration background,5th Quintile,No,0.74299,4401,5166,0.73108,0.75491
2020,Direct migration background,1st Quintile,Yes,0.29937,1087,3532,0.28426,0.31447
2020,Direct migration background,1st Quintile,No,0.63272,2445,3532,0.61682,0.64862
2020,Direct migration background,2nd Quintile,Yes,0.24519,304,1064,0.21933,0.27105
2020,Direct migration background,2nd Quintile,No,0.72266,760,1064,0.69574,0.74957
2020,Direct migration background,3rd Quintile,Yes,0.19938,123,578,0.16678,0.23198
2020,Direct migration background,3rd Quintile,No,0.77982,455,578,0.74601,0.81363
2020,Direct migration background,4th Quintile,Yes,0.28187,104,472,0.24124,0.32250
2020,Direct migration background,4th Quintile,No,0.70136,368,472,0.66003,0.74269
2020,Direct migration background,5th Quintile,Yes,0.18270,74,500,0.14879,0.21660
2020,Direct migration background,5th Quintile,No,0.80474,426,500,0.76996,0.83952
2020,Indirect migration background,1st Quintile,Yes,0.12378,140,409,0.09183,0.15574
2020,Indirect migration background,1st Quintile,No,0.27351,269,409,0.23026,0.31676
2020,Indirect migration background,2nd Quintile,Yes,0.13358,99,317,0.09607,0.17109
2020,Indirect migration background,2nd Quintile,No,0.33034,218,317,0.27848,0.38220
2020,Indirect migration background,3rd Quintile,Yes,0.21533,82,276,0.16674,0.26391
2020,Indirect migration background,3rd Quintile,No,0.36368,194,276,0.30682,0.42054
2020,Indirect migration background,4th Quintile,Yes,0.16038,44,230,0.11285,0.20791
2020,Indirect migration background,4th Quintile,No,0.45431,186,230,0.38982,0.51880
2020,Indirect migration background,5th Quintile,Yes,0.14893,48,286,0.10760,0.19027
2020,Indirect migration background,5th Quintile,No,0.47993,238,286,0.42193,0.53793
2022,No migration background,1st Quintile,Yes,0.25639,608,1754,0.23595,0.27683
2022,No migration background,1st Quintile,No,0.61465,1146,1754,0.59186,0.63743
2022,No migration background,2nd Quintile,Yes,0.18838,558,2226,0.17213,0.20462
2022,No migration background,2nd Quintile,No,0.67703,1668,2226,0.65760,0.69646
2022,No migration background,3rd Quintile,Yes,0.15086,464,2327,0.13632,0.16541
2022,No migration background,3rd Quintile,No,0.70613,1863,2327,0.68762,0.72465
2022,No migration background,4th Quintile,Yes,0.14448,418,2590,0.13093,0.15802
2022,No migration background,4th Quintile,No,0.71984,2172,2590,0.70254,0.73714
2022,No migration background,5th Quintile,Yes,0.13257,477,3467,0.12128,0.14386
2022,No migration background,5th Quintile,No,0.76395,2990,3467,0.74981,0.77809
2022,Direct migration background,1st Quintile,Yes,0.26714,271,916,0.23847,0.29581
2022,Direct migration background,1st Quintile,No,0.45117,645,916,0.41892,0.48341
2022,Direct migration background,2nd Quintile,Yes,0.17026,131,556,0.13899,0.20153
2022,Direct migration background,2nd Quintile,No,0.69865,425,556,0.66047,0.73682
2022,Direct migration background,3rd Quintile,Yes,0.21393,98,408,0.17409,0.25378
2022,Direct migration background,3rd Quintile,No,0.73568,310,408,0.69284,0.77852
2022,Direct migration background,4th Quintile,Yes,0.21611,70,373,0.17429,0.25794
2022,Direct migration background,4th Quintile,No,0.76635,303,373,0.72335,0.80935
2022,Direct migration background,5th Quintile,Yes,0.17458,56,371,0.13590,0.21326
2022,Direct migration background,5th Quintile,No,0.80902,315,371,0.76897,0.84908
2022,Indirect migration background,1st Quintile,Yes,0.13954,64,204,0.09187,0.18721
2022,Indirect migration background,1st Quintile,No,0.27210,140,204,0.21088,0.33332
2022,Indirect migration background,2nd Quintile,Yes,0.16994,56,179,0.11477,0.22512
2022,Indirect migration background,2nd Quintile,No,0.34585,123,179,0.27597,0.41572
2022,Indirect migration background,3rd Quintile,No,0.36291,119,119,0.27615,0.44967
2022,Indirect migration background,4th Quintile,No,0.41255,106,106,0.31838,0.50671
2022,Indirect migration background,5th Quintile,No,0.47947,136,136,0.39520,0.56375
