year,pgisced97,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,First Stage of Tertiary Education,5th Quintile,Yes,0.29382,128,435,0.25097,0.33668
2002,First Stage of Tertiary Education,5th Quintile,No,0.70618,307,435,0.66332,0.74903
2002,Second Stage of Tertiary Education,1st Quintile,Yes,0.23790,52,208,0.17990,0.29591
2002,Second Stage of Tertiary Education,1st Quintile,No,0.76210,156,208,0.70409,0.82010
2002,Second Stage of Tertiary Education,2nd Quintile,Yes,0.24583,68,279,0.19521,0.29644
2002,Second Stage of Tertiary Education,2nd Quintile,No,0.74755,211,279,0.69648,0.79861
2002,Second Stage of Tertiary Education,3rd Quintile,Yes,0.20945,100,483,0.17313,0.24578
2002,Second Stage of Tertiary Education,3rd Quintile,No,0.79055,383,483,0.75422,0.82687
2002,Second Stage of Tertiary Education,4th Quintile,Yes,0.20462,168,812,0.17685,0.23238
2002,Second Stage of Tertiary Education,4th Quintile,No,0.79461,644,812,0.76681,0.82241
2002,Second Stage of Tertiary Education,5th Quintile,Yes,0.23782,338,1616,0.21705,0.25858
2002,Second Stage of Tertiary Education,5th Quintile,No,0.76218,1278,1616,0.74142,0.78295
2004,Pre-primary Level,1st Quintile,No,0.74463,80,80,0.64847,0.84079
2004,Pre-primary Level,2nd Quintile,Yes,0.22550,33,116,0.14912,0.30188
2004,Pre-primary Level,2nd Quintile,No,0.77450,83,116,0.69812,0.85088
2004,Pre-primary Level,3rd Quintile,Yes,0.26813,31,121,0.18887,0.34739
2004,Pre-primary Level,3rd Quintile,No,0.72054,90,121,0.64026,0.80083
2004,Pre-primary Level,4th Quintile,No,0.78062,96,96,0.69740,0.86384
2004,Pre-primary Level,5th Quintile,Yes,0.20312,31,171,0.14264,0.26360
2004,Pre-primary Level,5th Quintile,No,0.79688,140,171,0.73640,0.85736
2004,Primary Level,1st Quintile,Yes,0.39837,48,128,0.31322,0.48352
2004,Primary Level,1st Quintile,No,0.60035,80,128,0.51516,0.68554
2004,Primary Level,2nd Quintile,No,0.49191,36,36,0.32628,0.65754
2004,Lower Secondary Level,1st Quintile,Yes,0.37569,292,774,0.34155,0.40983
2004,Lower Secondary Level,1st Quintile,No,0.61552,482,774,0.58123,0.64981
2004,Lower Secondary Level,2nd Quintile,Yes,0.22953,179,677,0.19783,0.26123
2004,Lower Secondary Level,2nd Quintile,No,0.77047,498,677,0.73877,0.80217
2004,Lower Secondary Level,3rd Quintile,Yes,0.29133,148,492,0.25113,0.33152
2004,Lower Secondary Level,3rd Quintile,No,0.70409,344,492,0.66371,0.74446
2004,Lower Secondary Level,4th Quintile,Yes,0.26389,111,368,0.21879,0.30898
2004,Lower Secondary Level,4th Quintile,No,0.73611,257,368,0.69102,0.78121
2004,Lower Secondary Level,5th Quintile,Yes,0.28366,74,251,0.22779,0.33954
2004,Lower Secondary Level,5th Quintile,No,0.71327,177,251,0.65721,0.76933
2004,Upper Secondary Level,1st Quintile,Yes,0.39834,700,1674,0.37488,0.42179
2004,Upper Secondary Level,1st Quintile,No,0.59432,974,1674,0.57079,0.61785
2004,Upper Secondary Level,2nd Quintile,Yes,0.31605,710,2172,0.29649,0.33561
2004,Upper Secondary Level,2nd Quintile,No,0.68204,1462,2172,0.66245,0.70163
2004,Upper Secondary Level,3rd Quintile,Yes,0.31985,738,2273,0.30067,0.33903
2004,Upper Secondary Level,3rd Quintile,No,0.67801,1535,2273,0.65879,0.69722
2004,Upper Secondary Level,4th Quintile,Yes,0.30311,720,2295,0.28430,0.32192
2004,Upper Secondary Level,4th Quintile,No,0.69514,1575,2295,0.67630,0.71398
2004,Upper Secondary Level,5th Quintile,Yes,0.29918,693,2344,0.28064,0.31772
2004,Upper Secondary Level,5th Quintile,No,0.69604,1651,2344,0.67741,0.71466
2004,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.47259,64,142,0.39018,0.55499
2004,Post-secondary Non-tertiary Level,1st Quintile,No,0.52319,78,142,0.44075,0.60563
2004,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.28044,47,159,0.21039,0.35049
2004,Post-secondary Non-tertiary Level,2nd Quintile,No,0.71956,112,159,0.64951,0.78961
2004,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.28550,57,196,0.22210,0.34889
2004,Post-secondary Non-tertiary Level,3rd Quintile,No,0.70578,139,196,0.64182,0.76974
2004,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.24601,69,252,0.19273,0.29929
2004,Post-secondary Non-tertiary Level,4th Quintile,No,0.75200,183,252,0.69857,0.80542
2004,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.24207,100,404,0.20025,0.28389
2004,Post-secondary Non-tertiary Level,5th Quintile,No,0.75436,304,404,0.71233,0.79639
2004,First Stage of Tertiary Education,1st Quintile,Yes,0.22924,34,134,0.15780,0.30068
2004,First Stage of Tertiary Education,1st Quintile,No,0.77076,100,134,0.69932,0.84220
2004,First Stage of Tertiary Education,2nd Quintile,Yes,0.27587,66,235,0.21860,0.33314
2004,First Stage of Tertiary Education,2nd Quintile,No,0.72413,169,235,0.66686,0.78140
2004,First Stage of Tertiary Education,3rd Quintile,Yes,0.23224,102,377,0.18956,0.27492
2004,First Stage of Tertiary Education,3rd Quintile,No,0.75902,275,377,0.71579,0.80225
2004,First Stage of Tertiary Education,4th Quintile,Yes,0.23453,93,394,0.19264,0.27642
2004,First Stage of Tertiary Education,4th Quintile,No,0.76547,301,394,0.72358,0.80736
2004,First Stage of Tertiary Education,5th Quintile,Yes,0.29203,139,499,0.25209,0.33197
2004,First Stage of Tertiary Education,5th Quintile,No,0.70797,360,499,0.66803,0.74791
2004,Second Stage of Tertiary Education,1st Quintile,Yes,0.27994,55,204,0.21818,0.34171
2004,Second Stage of Tertiary Education,1st Quintile,No,0.72006,149,204,0.65829,0.78182
2004,Second Stage of Tertiary Education,2nd Quintile,Yes,0.25026,78,305,0.20157,0.29896
2004,Second Stage of Tertiary Education,2nd Quintile,No,0.73947,227,305,0.69013,0.78881
2004,Second Stage of Tertiary Education,3rd Quintile,Yes,0.19952,85,463,0.16308,0.23596
2004,Second Stage of Tertiary Education,3rd Quintile,No,0.79957,378,463,0.76306,0.83607
2004,Second Stage of Tertiary Education,4th Quintile,Yes,0.18729,171,848,0.16101,0.21356
2004,Second Stage of Tertiary Education,4th Quintile,No,0.81201,677,848,0.78569,0.83832
2004,Second Stage of Tertiary Education,5th Quintile,Yes,0.23492,488,2466,0.21818,0.25166
2004,Second Stage of Tertiary Education,5th Quintile,No,0.76315,1978,2466,0.74637,0.77993
2006,Pre-primary Level,1st Quintile,No,0.35303,39,39,0.20108,0.50498
2006,Pre-primary Level,2nd Quintile,No,0.46501,45,45,0.31763,0.61239
2006,Pre-primary Level,3rd Quintile,No,0.51955,41,41,0.36472,0.67438
2006,Pre-primary Level,4th Quintile,No,0.44966,65,65,0.32778,0.57154
2006,Pre-primary Level,5th Quintile,No,0.49675,74,74,0.38205,0.61145
2006,Primary Level,1st Quintile,Yes,0.52147,56,116,0.43017,0.61277
2006,Primary Level,1st Quintile,No,0.46911,60,116,0.37790,0.56032
2006,Primary Level,2nd Quintile,No,0.64205,35,35,0.48091,0.80319
2006,Lower Secondary Level,1st Quintile,Yes,0.35823,252,652,0.32140,0.39507
2006,Lower Secondary Level,1st Quintile,No,0.62712,400,652,0.58997,0.66427
2006,Lower Secondary Level,2nd Quintile,Yes,0.31826,174,555,0.27947,0.35705
2006,Lower Secondary Level,2nd Quintile,No,0.65950,381,555,0.62004,0.69896
2006,Lower Secondary Level,3rd Quintile,Yes,0.22534,115,437,0.18612,0.26456
2006,Lower Secondary Level,3rd Quintile,No,0.73815,322,437,0.69688,0.77942
2006,Lower Secondary Level,4th Quintile,Yes,0.27165,91,313,0.22229,0.32101
2006,Lower Secondary Level,4th Quintile,No,0.71532,222,313,0.66525,0.76539
2006,Lower Secondary Level,5th Quintile,Yes,0.33410,60,196,0.26790,0.40030
2006,Lower Secondary Level,5th Quintile,No,0.65023,136,196,0.58330,0.71717
2006,Upper Secondary Level,1st Quintile,Yes,0.40915,693,1605,0.38509,0.43321
2006,Upper Secondary Level,1st Quintile,No,0.58669,912,1605,0.56259,0.61079
2006,Upper Secondary Level,2nd Quintile,Yes,0.30519,603,1917,0.28457,0.32581
2006,Upper Secondary Level,2nd Quintile,No,0.69247,1314,1917,0.67181,0.71314
2006,Upper Secondary Level,3rd Quintile,Yes,0.31386,633,2017,0.29360,0.33411
2006,Upper Secondary Level,3rd Quintile,No,0.68178,1384,2017,0.66144,0.70211
2006,Upper Secondary Level,4th Quintile,Yes,0.29878,611,2104,0.27921,0.31834
2006,Upper Secondary Level,4th Quintile,No,0.70008,1493,2104,0.68049,0.71966
2006,Upper Secondary Level,5th Quintile,Yes,0.30791,600,2087,0.28810,0.32772
2006,Upper Secondary Level,5th Quintile,No,0.69123,1487,2087,0.67140,0.71105
2006,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.48807,60,125,0.40009,0.57605
2006,Post-secondary Non-tertiary Level,1st Quintile,No,0.50193,65,125,0.41392,0.58993
2006,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.31616,54,169,0.24585,0.38647
2006,Post-secondary Non-tertiary Level,2nd Quintile,No,0.68384,115,169,0.61353,0.75415
2006,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.27056,50,189,0.20706,0.33406
2006,Post-secondary Non-tertiary Level,3rd Quintile,No,0.72944,139,189,0.66594,0.79294
2006,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.25768,63,241,0.20235,0.31302
2006,Post-secondary Non-tertiary Level,4th Quintile,No,0.74232,178,241,0.68698,0.79765
2006,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.23145,81,337,0.18635,0.27654
2006,Post-secondary Non-tertiary Level,5th Quintile,No,0.76855,256,337,0.72346,0.81365
2006,First Stage of Tertiary Education,1st Quintile,Yes,0.32787,38,108,0.23892,0.41682
2006,First Stage of Tertiary Education,1st Quintile,No,0.67213,70,108,0.58318,0.76108
2006,First Stage of Tertiary Education,2nd Quintile,Yes,0.26482,53,217,0.20598,0.32367
2006,First Stage of Tertiary Education,2nd Quintile,No,0.73518,164,217,0.67633,0.79402
2006,First Stage of Tertiary Education,3rd Quintile,Yes,0.19964,69,291,0.15363,0.24565
2006,First Stage of Tertiary Education,3rd Quintile,No,0.80036,222,291,0.75435,0.84637
2006,First Stage of Tertiary Education,4th Quintile,Yes,0.24784,91,384,0.20460,0.29108
2006,First Stage of Tertiary Education,4th Quintile,No,0.75107,293,384,0.70777,0.79438
2006,First Stage of Tertiary Education,5th Quintile,Yes,0.27555,112,467,0.23498,0.31611
2006,First Stage of Tertiary Education,5th Quintile,No,0.72445,355,467,0.68389,0.76502
2006,Second Stage of Tertiary Education,1st Quintile,Yes,0.28437,48,189,0.21988,0.34885
2006,Second Stage of Tertiary Education,1st Quintile,No,0.71563,141,189,0.65115,0.78012
2006,Second Stage of Tertiary Education,2nd Quintile,Yes,0.26750,77,297,0.21707,0.31793
2006,Second Stage of Tertiary Education,2nd Quintile,No,0.73250,220,297,0.68207,0.78293
2006,Second Stage of Tertiary Education,3rd Quintile,Yes,0.15270,85,515,0.12160,0.18379
2006,Second Stage of Tertiary Education,3rd Quintile,No,0.84730,430,515,0.81621,0.87840
2006,Second Stage of Tertiary Education,4th Quintile,Yes,0.17138,125,779,0.14490,0.19786
2006,Second Stage of Tertiary Education,4th Quintile,No,0.82862,654,779,0.80214,0.85510
2006,Second Stage of Tertiary Education,5th Quintile,Yes,0.22823,450,2273,0.21097,0.24549
2006,Second Stage of Tertiary Education,5th Quintile,No,0.77145,1823,2273,0.75418,0.78872
2008,Pre-primary Level,1st Quintile,No,0.42866,48,48,0.28717,0.57014
2008,Pre-primary Level,2nd Quintile,No,0.53112,55,55,0.39802,0.66422
2008,Pre-primary Level,3rd Quintile,No,0.48571,62,62,0.36029,0.61114
2008,Pre-primary Level,4th Quintile,No,0.44816,59,59,0.32017,0.57614
2008,Pre-primary Level,5th Quintile,No,0.58132,74,74,0.46815,0.69450
2008,Primary Level,1st Quintile,Yes,0.46619,45,102,0.36890,0.56348
2008,Primary Level,1st Quintile,No,0.53381,57,102,0.43652,0.63110
2008,Lower Secondary Level,1st Quintile,Yes,0.34686,228,631,0.30969,0.38403
2008,Lower Secondary Level,1st Quintile,No,0.62645,403,631,0.58868,0.66423
2008,Lower Secondary Level,2nd Quintile,Yes,0.26189,135,526,0.22428,0.29950
2008,Lower Secondary Level,2nd Quintile,No,0.71994,391,526,0.68153,0.75835
2008,Lower Secondary Level,3rd Quintile,Yes,0.26280,106,423,0.22081,0.30480
2008,Lower Secondary Level,3rd Quintile,No,0.69884,317,423,0.65507,0.74261
2008,Lower Secondary Level,4th Quintile,Yes,0.26051,77,270,0.20806,0.31296
2008,Lower Secondary Level,4th Quintile,No,0.70389,193,270,0.64934,0.75845
2008,Lower Secondary Level,5th Quintile,Yes,0.30482,46,156,0.23235,0.37729
2008,Lower Secondary Level,5th Quintile,No,0.68771,110,156,0.61476,0.76067
2008,Upper Secondary Level,1st Quintile,Yes,0.38192,643,1602,0.35812,0.40572
2008,Upper Secondary Level,1st Quintile,No,0.61455,959,1602,0.59071,0.63839
2008,Upper Secondary Level,2nd Quintile,Yes,0.31438,594,1980,0.29392,0.33483
2008,Upper Secondary Level,2nd Quintile,No,0.68129,1386,1980,0.66076,0.70182
2008,Upper Secondary Level,3rd Quintile,Yes,0.29466,604,2123,0.27526,0.31405
2008,Upper Secondary Level,3rd Quintile,No,0.70397,1519,2123,0.68455,0.72340
2008,Upper Secondary Level,4th Quintile,Yes,0.31351,614,2082,0.29358,0.33345
2008,Upper Secondary Level,4th Quintile,No,0.68622,1468,2082,0.66628,0.70616
2008,Upper Secondary Level,5th Quintile,Yes,0.27966,508,1932,0.25964,0.29968
2008,Upper Secondary Level,5th Quintile,No,0.71749,1424,1932,0.69741,0.73758
2008,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.39067,56,143,0.31042,0.47092
2008,Post-secondary Non-tertiary Level,1st Quintile,No,0.60933,87,143,0.52908,0.68958
2008,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.30303,53,164,0.23248,0.37358
2008,Post-secondary Non-tertiary Level,2nd Quintile,No,0.68665,111,164,0.61544,0.75786
2008,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.29011,56,192,0.22575,0.35447
2008,Post-secondary Non-tertiary Level,3rd Quintile,No,0.70989,136,192,0.64553,0.77425
2008,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.20769,55,256,0.15790,0.25748
2008,Post-secondary Non-tertiary Level,4th Quintile,No,0.79231,201,256,0.74252,0.84210
2008,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.24730,77,334,0.20096,0.29364
2008,Post-secondary Non-tertiary Level,5th Quintile,No,0.75270,257,334,0.70636,0.79904
2008,First Stage of Tertiary Education,1st Quintile,Yes,0.31701,37,116,0.23197,0.40206
2008,First Stage of Tertiary Education,1st Quintile,No,0.67187,79,116,0.58605,0.75768
2008,First Stage of Tertiary Education,2nd Quintile,Yes,0.24531,51,211,0.18711,0.30350
2008,First Stage of Tertiary Education,2nd Quintile,No,0.75469,160,211,0.69650,0.81289
2008,First Stage of Tertiary Education,3rd Quintile,Yes,0.20855,70,321,0.16403,0.25306
2008,First Stage of Tertiary Education,3rd Quintile,No,0.79145,251,321,0.74694,0.83597
2008,First Stage of Tertiary Education,4th Quintile,Yes,0.20690,70,348,0.16428,0.24952
2008,First Stage of Tertiary Education,4th Quintile,No,0.79310,278,348,0.75048,0.83572
2008,First Stage of Tertiary Education,5th Quintile,Yes,0.26226,104,417,0.21999,0.30453
2008,First Stage of Tertiary Education,5th Quintile,No,0.72695,313,417,0.68414,0.76976
2008,Second Stage of Tertiary Education,1st Quintile,Yes,0.33107,59,203,0.26617,0.39596
2008,Second Stage of Tertiary Education,1st Quintile,No,0.66893,144,203,0.60404,0.73383
2008,Second Stage of Tertiary Education,2nd Quintile,Yes,0.21396,66,338,0.17018,0.25775
2008,Second Stage of Tertiary Education,2nd Quintile,No,0.78455,272,338,0.74066,0.82845
2008,Second Stage of Tertiary Education,3rd Quintile,Yes,0.19383,114,594,0.16201,0.22564
2008,Second Stage of Tertiary Education,3rd Quintile,No,0.80617,480,594,0.77436,0.83799
2008,Second Stage of Tertiary Education,4th Quintile,Yes,0.18111,146,781,0.15409,0.20814
2008,Second Stage of Tertiary Education,4th Quintile,No,0.81807,635,781,0.79100,0.84515
2008,Second Stage of Tertiary Education,5th Quintile,Yes,0.16322,362,2274,0.14803,0.17842
2008,Second Stage of Tertiary Education,5th Quintile,No,0.83678,1912,2274,0.82158,0.85197
2010,Pre-primary Level,3rd Quintile,No,0.65506,58,58,0.53165,0.77846
2010,Pre-primary Level,4th Quintile,No,0.67891,57,57,0.55662,0.80119
2010,Pre-primary Level,5th Quintile,No,0.63944,65,65,0.52180,0.75708
2010,Primary Level,1st Quintile,Yes,0.49626,39,87,0.39058,0.60193
2010,Primary Level,1st Quintile,No,0.50374,48,87,0.39807,0.60942
2010,Lower Secondary Level,1st Quintile,Yes,0.29965,190,535,0.26080,0.33851
2010,Lower Secondary Level,1st Quintile,No,0.68718,345,535,0.64786,0.72651
2010,Lower Secondary Level,2nd Quintile,Yes,0.27541,113,439,0.23357,0.31724
2010,Lower Secondary Level,2nd Quintile,No,0.71282,326,439,0.67045,0.75519
2010,Lower Secondary Level,3rd Quintile,Yes,0.30599,76,307,0.25436,0.35762
2010,Lower Secondary Level,3rd Quintile,No,0.66055,231,307,0.60749,0.71361
2010,Lower Secondary Level,4th Quintile,Yes,0.21742,49,220,0.16279,0.27205
2010,Lower Secondary Level,4th Quintile,No,0.77515,171,220,0.71986,0.83044
2010,Lower Secondary Level,5th Quintile,Yes,0.24417,33,108,0.16277,0.32557
2010,Lower Secondary Level,5th Quintile,No,0.65782,75,108,0.56792,0.74772
2010,Upper Secondary Level,1st Quintile,Yes,0.38394,578,1420,0.35864,0.40925
2010,Upper Secondary Level,1st Quintile,No,0.61237,842,1420,0.58702,0.63772
2010,Upper Secondary Level,2nd Quintile,Yes,0.27752,525,1789,0.25676,0.29827
2010,Upper Secondary Level,2nd Quintile,No,0.72187,1264,1789,0.70110,0.74264
2010,Upper Secondary Level,3rd Quintile,Yes,0.27026,497,1809,0.24979,0.29073
2010,Upper Secondary Level,3rd Quintile,No,0.72937,1312,1809,0.70889,0.74985
2010,Upper Secondary Level,4th Quintile,Yes,0.32701,525,1743,0.30498,0.34904
2010,Upper Secondary Level,4th Quintile,No,0.66918,1218,1743,0.64708,0.69127
2010,Upper Secondary Level,5th Quintile,Yes,0.26846,371,1525,0.24621,0.29071
2010,Upper Secondary Level,5th Quintile,No,0.73115,1154,1525,0.70889,0.75341
2010,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.33613,34,98,0.24212,0.43014
2010,Post-secondary Non-tertiary Level,1st Quintile,No,0.66387,64,98,0.56986,0.75788
2010,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.29668,42,153,0.22406,0.36930
2010,Post-secondary Non-tertiary Level,2nd Quintile,No,0.70332,111,153,0.63070,0.77594
2010,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.33449,45,157,0.26045,0.40853
2010,Post-secondary Non-tertiary Level,3rd Quintile,No,0.66551,112,157,0.59147,0.73955
2010,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.28645,57,245,0.22972,0.34318
2010,Post-secondary Non-tertiary Level,4th Quintile,No,0.71355,188,245,0.65682,0.77028
2010,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.19647,61,286,0.15034,0.24260
2010,Post-secondary Non-tertiary Level,5th Quintile,No,0.77567,225,286,0.72724,0.82410
2010,First Stage of Tertiary Education,1st Quintile,Yes,0.32466,32,106,0.23510,0.41423
2010,First Stage of Tertiary Education,1st Quintile,No,0.67534,74,106,0.58577,0.76490
2010,First Stage of Tertiary Education,2nd Quintile,Yes,0.23173,43,202,0.17340,0.29006
2010,First Stage of Tertiary Education,2nd Quintile,No,0.76827,159,202,0.70994,0.82660
2010,First Stage of Tertiary Education,3rd Quintile,Yes,0.18739,58,266,0.14041,0.23438
2010,First Stage of Tertiary Education,3rd Quintile,No,0.81261,208,266,0.76562,0.85959
2010,First Stage of Tertiary Education,4th Quintile,Yes,0.20582,69,336,0.16252,0.24911
2010,First Stage of Tertiary Education,4th Quintile,No,0.79418,267,336,0.75089,0.83748
2010,First Stage of Tertiary Education,5th Quintile,Yes,0.30370,89,344,0.25503,0.35236
2010,First Stage of Tertiary Education,5th Quintile,No,0.69630,255,344,0.64764,0.74497
2010,Second Stage of Tertiary Education,1st Quintile,Yes,0.27119,51,197,0.20895,0.33343
2010,Second Stage of Tertiary Education,1st Quintile,No,0.72881,146,197,0.66657,0.79105
2010,Second Stage of Tertiary Education,2nd Quintile,Yes,0.16843,60,314,0.12697,0.20989
2010,Second Stage of Tertiary Education,2nd Quintile,No,0.82736,254,314,0.78549,0.86923
2010,Second Stage of Tertiary Education,3rd Quintile,Yes,0.20471,88,536,0.17052,0.23890
2010,Second Stage of Tertiary Education,3rd Quintile,No,0.79529,448,536,0.76110,0.82948
2010,Second Stage of Tertiary Education,4th Quintile,Yes,0.17429,145,798,0.14796,0.20063
2010,Second Stage of Tertiary Education,4th Quintile,No,0.82571,653,798,0.79937,0.85204
2010,Second Stage of Tertiary Education,5th Quintile,Yes,0.17191,316,1984,0.15530,0.18851
2010,Second Stage of Tertiary Education,5th Quintile,No,0.82761,1668,1984,0.81099,0.84424
2012,Pre-primary Level,1st Quintile,No,0.26638,36,36,0.11992,0.41283
2012,Pre-primary Level,2nd Quintile,No,0.36147,40,40,0.21068,0.51225
2012,Pre-primary Level,3rd Quintile,No,0.29614,37,37,0.14700,0.44528
2012,Pre-primary Level,4th Quintile,No,0.42047,43,43,0.27118,0.56976
2012,Pre-primary Level,5th Quintile,No,0.47751,56,56,0.34550,0.60952
2012,Primary Level,1st Quintile,Yes,0.41053,61,120,0.32215,0.49892
2012,Primary Level,1st Quintile,No,0.36693,59,120,0.28033,0.45352
2012,Lower Secondary Level,1st Quintile,Yes,0.31735,242,604,0.28020,0.35450
2012,Lower Secondary Level,1st Quintile,No,0.48360,362,604,0.44371,0.52348
2012,Lower Secondary Level,2nd Quintile,Yes,0.17059,106,481,0.13694,0.20424
2012,Lower Secondary Level,2nd Quintile,No,0.74113,375,481,0.70194,0.78031
2012,Lower Secondary Level,3rd Quintile,Yes,0.24535,93,367,0.20126,0.28943
2012,Lower Secondary Level,3rd Quintile,No,0.67834,274,367,0.63049,0.72620
2012,Lower Secondary Level,4th Quintile,Yes,0.21267,52,236,0.16036,0.26499
2012,Lower Secondary Level,4th Quintile,No,0.71198,184,236,0.65408,0.76988
2012,Lower Secondary Level,5th Quintile,No,0.69656,89,89,0.60050,0.79261
2012,Upper Secondary Level,1st Quintile,Yes,0.31856,655,1669,0.29620,0.34092
2012,Upper Secondary Level,1st Quintile,No,0.52647,1014,1669,0.50251,0.55043
2012,Upper Secondary Level,2nd Quintile,Yes,0.24233,505,1885,0.22298,0.26167
2012,Upper Secondary Level,2nd Quintile,No,0.64618,1380,1885,0.62459,0.66777
2012,Upper Secondary Level,3rd Quintile,Yes,0.25470,539,1922,0.23522,0.27419
