year,age_gr,migback,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,17-29 y.,Direct migration background,No,0.63064,215,322,0.57784,0.68343
2006,17-29 y.,Indirect migration background,Yes,0.39359,191,471,0.34942,0.43775
2006,17-29 y.,Indirect migration background,No,0.53757,280,471,0.49249,0.58264
2006,30-45 y.,No migration background,Yes,0.37943,1834,5210,0.36626,0.39261
2006,30-45 y.,No migration background,No,0.61679,3376,5210,0.60358,0.62999
2006,30-45 y.,Direct migration background,Yes,0.38294,293,784,0.34890,0.41699
2006,30-45 y.,Direct migration background,No,0.61706,491,784,0.58301,0.65110
2006,30-45 y.,Indirect migration background,Yes,0.43756,122,277,0.37903,0.49609
2006,30-45 y.,Indirect migration background,No,0.56244,155,277,0.50391,0.62097
2006,46-65 y.,No migration background,Yes,0.30738,1848,6642,0.29628,0.31848
2006,46-65 y.,No migration background,No,0.69191,4794,6642,0.68081,0.70302
2006,46-65 y.,Direct migration background,Yes,0.32905,253,881,0.29801,0.36010
2006,46-65 y.,Direct migration background,No,0.67095,628,881,0.63990,0.70199
2006,66 and older,No migration background,Yes,0.10667,425,4022,0.09712,0.11621
2006,66 and older,No migration background,No,0.89175,3597,4022,0.88215,0.90135
2006,66 and older,Direct migration background,Yes,0.12707,55,390,0.09397,0.16016
2006,66 and older,Direct migration background,No,0.87293,335,390,0.83984,0.90603
2008,17-29 y.,No migration background,Yes,0.33565,845,2491,0.31710,0.35420
2008,17-29 y.,No migration background,No,0.59131,1646,2491,0.57200,0.61062
2008,17-29 y.,Direct migration background,Yes,0.35955,71,225,0.29670,0.42239
2008,17-29 y.,Direct migration background,No,0.62744,154,225,0.56412,0.69075
2008,17-29 y.,Indirect migration background,Yes,0.32511,159,435,0.28104,0.36918
2008,17-29 y.,Indirect migration background,No,0.55728,276,435,0.51054,0.60401
2008,30-45 y.,No migration background,Yes,0.35154,1427,4294,0.33725,0.36582
2008,30-45 y.,No migration background,No,0.64775,2867,4294,0.63346,0.66203
2008,30-45 y.,Direct migration background,Yes,0.35895,212,604,0.32067,0.39724
2008,30-45 y.,Direct migration background,No,0.64105,392,604,0.60276,0.67933
2008,30-45 y.,Indirect migration background,Yes,0.42128,115,268,0.36205,0.48050
2008,30-45 y.,Indirect migration background,No,0.57713,153,268,0.51787,0.63639
2008,46-65 y.,No migration background,Yes,0.31029,1668,5926,0.29851,0.32207
2008,46-65 y.,No migration background,No,0.68680,4258,5926,0.67499,0.69861
2008,46-65 y.,Direct migration background,Yes,0.31028,194,708,0.27618,0.34438
2008,46-65 y.,Direct migration background,No,0.68972,514,708,0.65562,0.72382
2008,46-65 y.,Indirect migration background,No,0.55744,31,31,0.37970,0.73518
2008,66 and older,No migration background,Yes,0.11137,434,3909,0.10150,0.12123
2008,66 and older,No migration background,No,0.88614,3475,3909,0.87618,0.89610
2008,66 and older,Direct migration background,Yes,0.12774,43,369,0.09364,0.16185
2008,66 and older,Direct migration background,No,0.87226,326,369,0.83815,0.90636
2010,17-29 y.,No migration background,Yes,0.27926,669,2043,0.25980,0.29872
2010,17-29 y.,No migration background,No,0.56776,1374,2043,0.54627,0.58924
2010,17-29 y.,Direct migration background,Yes,0.22339,41,131,0.15179,0.29499
2010,17-29 y.,Direct migration background,No,0.38872,90,131,0.30492,0.47251
2010,17-29 y.,Indirect migration background,Yes,0.26917,105,334,0.22153,0.31680
2010,17-29 y.,Indirect migration background,No,0.55629,229,334,0.50293,0.60965
2010,30-45 y.,No migration background,Yes,0.26779,1094,3387,0.25288,0.28271
2010,30-45 y.,No migration background,No,0.51591,2293,3387,0.49908,0.53275
2010,30-45 y.,Direct migration background,Yes,0.22611,153,458,0.18776,0.26447
2010,30-45 y.,Direct migration background,No,0.41918,305,458,0.37394,0.46442
2010,30-45 y.,Indirect migration background,Yes,0.39193,110,256,0.33201,0.45185
2010,30-45 y.,Indirect migration background,No,0.39549,146,256,0.33548,0.45551
2010,46-65 y.,No migration background,Yes,0.31473,1573,5381,0.30232,0.32714
2010,46-65 y.,No migration background,No,0.64690,3808,5381,0.63412,0.65967
2010,46-65 y.,Direct migration background,Yes,0.26528,139,563,0.22878,0.30178
2010,46-65 y.,Direct migration background,No,0.68564,424,563,0.64726,0.72403
2010,46-65 y.,Indirect migration background,No,0.64182,40,40,0.49133,0.79230
2010,66 and older,No migration background,Yes,0.10537,398,3687,0.09545,0.11528
2010,66 and older,No migration background,No,0.89314,3289,3687,0.88317,0.90312
2010,66 and older,Direct migration background,Yes,0.13644,36,316,0.09853,0.17434
2010,66 and older,Direct migration background,No,0.86302,280,316,0.82505,0.90099
2012,17-29 y.,No migration background,Yes,0.26485,718,2291,0.24677,0.28292
2012,17-29 y.,No migration background,No,0.58375,1573,2291,0.56356,0.60394
2012,17-29 y.,Direct migration background,Yes,0.26036,72,223,0.20263,0.31809
2012,17-29 y.,Direct migration background,No,0.55292,151,223,0.48752,0.61833
2012,17-29 y.,Indirect migration background,Yes,0.24194,99,363,0.19782,0.28605
2012,17-29 y.,Indirect migration background,No,0.56191,264,363,0.51080,0.61302
2012,30-45 y.,No migration background,Yes,0.26533,1206,3679,0.25106,0.27960
2012,30-45 y.,No migration background,No,0.54437,2473,3679,0.52828,0.56047
2012,30-45 y.,Direct migration background,Yes,0.25318,176,589,0.21803,0.28833
2012,30-45 y.,Direct migration background,No,0.46496,413,589,0.42464,0.50527
2012,30-45 y.,Indirect migration background,Yes,0.32354,119,309,0.27129,0.37578
2012,30-45 y.,Indirect migration background,No,0.49000,190,309,0.43417,0.54583
2012,46-65 y.,No migration background,Yes,0.30953,2104,6944,0.29866,0.32041
2012,46-65 y.,No migration background,No,0.64268,4840,6944,0.63141,0.65395
2012,46-65 y.,Direct migration background,Yes,0.24896,186,763,0.21826,0.27966
2012,46-65 y.,Direct migration background,No,0.68584,577,763,0.65288,0.71880
2012,46-65 y.,Indirect migration background,No,0.67425,71,71,0.56446,0.78404
2012,66 and older,No migration background,Yes,0.10877,497,4740,0.09991,0.11764
2012,66 and older,No migration background,No,0.88475,4243,4740,0.87566,0.89384
2012,66 and older,Direct migration background,Yes,0.15638,57,415,0.12139,0.19137
2012,66 and older,Direct migration background,No,0.83375,358,415,0.79788,0.86961
2014,17-29 y.,No migration background,Yes,0.26759,847,2650,0.25073,0.28445
2014,17-29 y.,No migration background,No,0.65997,1803,2650,0.64193,0.67801
2014,17-29 y.,Direct migration background,Yes,0.25785,245,796,0.22744,0.28826
2014,17-29 y.,Direct migration background,No,0.71129,551,796,0.67979,0.74279
2014,17-29 y.,Indirect migration background,Yes,0.34273,290,839,0.31059,0.37486
2014,17-29 y.,Indirect migration background,No,0.55941,549,839,0.52579,0.59302
2014,30-45 y.,No migration background,Yes,0.31695,1656,5416,0.30455,0.32934
2014,30-45 y.,No migration background,No,0.68245,3760,5416,0.67005,0.69485
2014,30-45 y.,Direct migration background,Yes,0.33225,777,2413,0.31345,0.35105
2014,30-45 y.,Direct migration background,No,0.66768,1636,2413,0.64888,0.68648
2014,30-45 y.,Indirect migration background,Yes,0.38108,264,683,0.34463,0.41753
2014,30-45 y.,Indirect migration background,No,0.61892,419,683,0.58247,0.65537
2014,46-65 y.,No migration background,Yes,0.32939,2255,7499,0.31876,0.34003
2014,46-65 y.,No migration background,No,0.66786,5244,7499,0.65720,0.67852
2014,46-65 y.,Direct migration background,Yes,0.29191,462,1620,0.26977,0.31406
2014,46-65 y.,Direct migration background,No,0.70213,1158,1620,0.67985,0.72441
2014,46-65 y.,Indirect migration background,Yes,0.20133,46,171,0.14105,0.26161
2014,46-65 y.,Indirect migration background,No,0.79867,125,171,0.73839,0.85895
2014,66 and older,No migration background,Yes,0.10995,489,4491,0.10080,0.11910
2014,66 and older,No migration background,No,0.88759,4002,4491,0.87835,0.89683
2014,66 and older,Direct migration background,Yes,0.15236,76,449,0.11908,0.18564
2014,66 and older,Direct migration background,No,0.84580,373,449,0.81236,0.87924
2016,17-29 y.,No migration background,Yes,0.22973,635,2344,0.21269,0.24676
2016,17-29 y.,No migration background,No,0.69093,1709,2344,0.67222,0.70964
2016,17-29 y.,Direct migration background,Yes,0.24945,227,725,0.21793,0.28097
2016,17-29 y.,Direct migration background,No,0.56517,498,725,0.52906,0.60128
2016,17-29 y.,Indirect migration background,Yes,0.26385,209,722,0.23168,0.29602
2016,17-29 y.,Indirect migration background,No,0.62893,513,722,0.59366,0.66419
2016,30-45 y.,No migration background,Yes,0.30734,1299,4238,0.29345,0.32123
2016,30-45 y.,No migration background,No,0.69045,2939,4238,0.67653,0.70437
2016,30-45 y.,Direct migration background,Yes,0.29498,713,2247,0.27612,0.31384
2016,30-45 y.,Direct migration background,No,0.64486,1534,2247,0.62506,0.66465
2016,30-45 y.,Indirect migration background,Yes,0.34468,206,555,0.30510,0.38426
2016,30-45 y.,Indirect migration background,No,0.65012,349,555,0.61041,0.68984
2016,46-65 y.,No migration background,Yes,0.31623,1989,6852,0.30522,0.32725
2016,46-65 y.,No migration background,No,0.68247,4863,6852,0.67144,0.69349
2016,46-65 y.,Direct migration background,Yes,0.27009,447,1554,0.24801,0.29217
2016,46-65 y.,Direct migration background,No,0.71723,1107,1554,0.69483,0.73963
2016,46-65 y.,Indirect migration background,Yes,0.21246,48,178,0.15220,0.27273
2016,46-65 y.,Indirect migration background,No,0.78259,130,178,0.72183,0.84336
2016,66 and older,No migration background,Yes,0.10813,449,4291,0.09883,0.11742
2016,66 and older,No migration background,No,0.89030,3842,4291,0.88095,0.89965
2016,66 and older,Direct migration background,Yes,0.17985,70,412,0.14271,0.21698
2016,66 and older,Direct migration background,No,0.81507,342,412,0.77754,0.85261
2018,17-29 y.,No migration background,Yes,0.22512,734,2884,0.20987,0.24037
2018,17-29 y.,No migration background,No,0.70500,2150,2884,0.68836,0.72165
2018,17-29 y.,Direct migration background,Yes,0.21824,156,533,0.18314,0.25334
2018,17-29 y.,Direct migration background,No,0.51481,377,533,0.47234,0.55728
2018,17-29 y.,Indirect migration background,Yes,0.28273,216,809,0.25168,0.31379
2018,17-29 y.,Indirect migration background,No,0.63819,593,809,0.60506,0.67133
2018,30-45 y.,No migration background,Yes,0.27518,1249,4207,0.26168,0.28867
2018,30-45 y.,No migration background,No,0.72067,2958,4207,0.70711,0.73422
2018,30-45 y.,Direct migration background,Yes,0.30092,606,1954,0.28058,0.32126
2018,30-45 y.,Direct migration background,No,0.63781,1348,1954,0.61649,0.65913
2018,30-45 y.,Indirect migration background,Yes,0.34458,196,543,0.30457,0.38459
2018,30-45 y.,Indirect migration background,No,0.65103,347,543,0.61091,0.69116
2018,46-65 y.,No migration background,Yes,0.30676,2192,7779,0.29651,0.31701
2018,46-65 y.,No migration background,No,0.69056,5587,7779,0.68029,0.70083
2018,46-65 y.,Direct migration background,Yes,0.32539,480,1611,0.30251,0.34828
2018,46-65 y.,Direct migration background,No,0.65582,1131,1611,0.63261,0.67902
2018,46-65 y.,Indirect migration background,Yes,0.28370,67,227,0.22493,0.34247
2018,46-65 y.,Indirect migration background,No,0.71320,160,227,0.65423,0.77216
2018,66 and older,No migration background,Yes,0.10818,516,4504,0.09910,0.11725
2018,66 and older,No migration background,No,0.89033,3988,4504,0.88120,0.89946
2018,66 and older,Direct migration background,Yes,0.12568,64,460,0.09536,0.15601
2018,66 and older,Direct migration background,No,0.86660,396,460,0.83549,0.89770
2020,17-29 y.,No migration background,Yes,0.19943,574,2525,0.18384,0.21502
2020,17-29 y.,No migration background,No,0.72018,1951,2525,0.70267,0.73769
2020,17-29 y.,Direct migration background,Yes,0.20727,463,1818,0.18863,0.22591
2020,17-29 y.,Direct migration background,No,0.68648,1355,1818,0.66515,0.70781
2020,17-29 y.,Indirect migration background,Yes,0.23812,174,721,0.20701,0.26923
2020,17-29 y.,Indirect migration background,No,0.69049,547,721,0.65672,0.72426
2020,30-45 y.,No migration background,Yes,0.25039,1021,3694,0.23642,0.26436
2020,30-45 y.,No migration background,No,0.74921,2673,3694,0.73523,0.76319
2020,30-45 y.,Direct migration background,Yes,0.30697,1172,3818,0.29234,0.32161
2020,30-45 y.,Direct migration background,No,0.66839,2646,3818,0.65346,0.68333
2020,30-45 y.,Indirect migration background,Yes,0.36135,167,522,0.32010,0.40260
2020,30-45 y.,Indirect migration background,No,0.63865,355,522,0.59740,0.67990
2020,46-65 y.,No migration background,Yes,0.28023,2000,7879,0.27031,0.29014
2020,46-65 y.,No migration background,No,0.71828,5879,7879,0.70834,0.72821
2020,46-65 y.,Direct migration background,Yes,0.27738,697,2248,0.25886,0.29589
2020,46-65 y.,Direct migration background,No,0.71603,1551,2248,0.69739,0.73468
2020,46-65 y.,Indirect migration background,Yes,0.32090,74,254,0.26337,0.37842
2020,46-65 y.,Indirect migration background,No,0.67910,180,254,0.62158,0.73663
2020,66 and older,No migration background,Yes,0.12389,554,4396,0.11414,0.13363
2020,66 and older,No migration background,No,0.87280,3842,4396,0.86295,0.88265
2020,66 and older,Direct migration background,Yes,0.15206,65,472,0.11963,0.18449
2020,66 and older,Direct migration background,No,0.84619,407,472,0.81361,0.87878
2020,66 and older,Indirect migration background,No,0.97679,31,31,0.92292,1.03067
2022,17-29 y.,No migration background,Yes,0.18225,571,2935,0.16828,0.19621
2022,17-29 y.,No migration background,No,0.77080,2364,2935,0.75559,0.78601
2022,17-29 y.,Direct migration background,Yes,0.19655,297,1789,0.17813,0.21497
2022,17-29 y.,Direct migration background,No,0.61399,1492,1789,0.59142,0.63655
2022,17-29 y.,Indirect migration background,Yes,0.22340,99,515,0.18739,0.25941
2022,17-29 y.,Indirect migration background,No,0.71385,416,515,0.67477,0.75292
2022,30-45 y.,No migration background,Yes,0.21959,1065,4619,0.20765,0.23153
2022,30-45 y.,No migration background,No,0.77549,3554,4619,0.76345,0.78752
2022,30-45 y.,Direct migration background,Yes,0.26886,597,2919,0.25277,0.28494
2022,30-45 y.,Direct migration background,No,0.65305,2322,2919,0.63578,0.67033
2022,30-45 y.,Indirect migration background,Yes,0.29772,125,479,0.25672,0.33871
2022,30-45 y.,Indirect migration background,No,0.69133,354,479,0.64992,0.73274
2022,46-65 y.,No migration background,Yes,0.24102,1587,7053,0.23104,0.25100
2022,46-65 y.,No migration background,No,0.75372,5466,7053,0.74367,0.76378
2022,46-65 y.,Direct migration background,Yes,0.23106,301,1292,0.20806,0.25405
2022,46-65 y.,Direct migration background,No,0.74623,991,1292,0.72249,0.76997
2022,46-65 y.,Indirect migration background,Yes,0.28803,91,384,0.24267,0.33338
2022,46-65 y.,Indirect migration background,No,0.71197,293,384,0.66662,0.75733
2022,66 and older,No migration background,Yes,0.12014,477,3686,0.10964,0.13064
2022,66 and older,No migration background,No,0.87799,3209,3686,0.86742,0.88856
2022,66 and older,Direct migration background,Yes,0.16089,48,352,0.12245,0.19933
2022,66 and older,Direct migration background,No,0.83047,304,352,0.79122,0.86973
2022,66 and older,Indirect migration background,No,0.80041,57,57,0.69573,0.90510
