year,age_gr,regtyp,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,30-45 y.,Urban regions,No,0.71161,3291,4679,0.69863,0.72459
2016,30-45 y.,Rural regions,Yes,0.36892,830,2361,0.34945,0.38838
2016,30-45 y.,Rural regions,No,0.63108,1531,2361,0.61162,0.65055
2016,46-65 y.,Urban regions,Yes,0.31219,1562,5445,0.29988,0.32450
2016,46-65 y.,Urban regions,No,0.68781,3883,5445,0.67550,0.70012
2016,46-65 y.,Rural regions,Yes,0.30117,922,3139,0.28512,0.31722
2016,46-65 y.,Rural regions,No,0.69883,2217,3139,0.68278,0.71488
2016,66 and older,Urban regions,Yes,0.12269,337,2964,0.11088,0.13451
2016,66 and older,Urban regions,No,0.87731,2627,2964,0.86549,0.88912
2016,66 and older,Rural regions,Yes,0.09913,182,1743,0.08510,0.11317
2016,66 and older,Rural regions,No,0.90087,1561,1743,0.88683,0.91490
2018,17-29 y.,Urban regions,Yes,0.25185,710,2888,0.23602,0.26768
2018,17-29 y.,Urban regions,No,0.74815,2178,2888,0.73232,0.76398
2018,17-29 y.,Rural regions,Yes,0.27919,396,1338,0.25514,0.30324
2018,17-29 y.,Rural regions,No,0.72081,942,1338,0.69676,0.74486
2018,30-45 y.,Urban regions,Yes,0.27765,1308,4503,0.26457,0.29073
2018,30-45 y.,Urban regions,No,0.72235,3195,4503,0.70927,0.73543
2018,30-45 y.,Rural regions,Yes,0.33026,743,2201,0.31061,0.34991
2018,30-45 y.,Rural regions,No,0.66974,1458,2201,0.65009,0.68939
2018,46-65 y.,Urban regions,Yes,0.30729,1693,6071,0.29569,0.31890
2018,46-65 y.,Urban regions,No,0.69271,4378,6071,0.68110,0.70431
2018,46-65 y.,Rural regions,Yes,0.31769,1046,3546,0.30237,0.33302
2018,46-65 y.,Rural regions,No,0.68231,2500,3546,0.66698,0.69763
2018,66 and older,Urban regions,Yes,0.10848,369,3153,0.09762,0.11933
2018,66 and older,Urban regions,No,0.89152,2784,3153,0.88067,0.90238
2018,66 and older,Rural regions,Yes,0.11348,212,1831,0.09895,0.12801
2018,66 and older,Rural regions,No,0.88652,1619,1831,0.87199,0.90105
2020,17-29 y.,Urban regions,Yes,0.22193,827,3625,0.20840,0.23546
2020,17-29 y.,Urban regions,No,0.77807,2798,3625,0.76454,0.79160
2020,17-29 y.,Rural regions,Yes,0.23216,384,1439,0.21034,0.25398
2020,17-29 y.,Rural regions,No,0.76784,1055,1439,0.74602,0.78966
2020,30-45 y.,Urban regions,Yes,0.25301,1544,5561,0.24158,0.26443
2020,30-45 y.,Urban regions,No,0.74699,4017,5561,0.73557,0.75842
2020,30-45 y.,Rural regions,Yes,0.32387,816,2473,0.30543,0.34232
2020,30-45 y.,Rural regions,No,0.67613,1657,2473,0.65768,0.69457
2020,46-65 y.,Urban regions,Yes,0.26905,1758,6766,0.25849,0.27962
2020,46-65 y.,Urban regions,No,0.73095,5008,6766,0.72038,0.74151
2020,46-65 y.,Rural regions,Yes,0.30511,1013,3615,0.29010,0.32013
2020,46-65 y.,Rural regions,No,0.69489,2602,3615,0.67987,0.70990
2020,66 and older,Urban regions,Yes,0.12609,393,3095,0.11439,0.13779
2020,66 and older,Urban regions,No,0.87391,2702,3095,0.86221,0.88561
2020,66 and older,Rural regions,Yes,0.12661,228,1806,0.11127,0.14195
2020,66 and older,Rural regions,No,0.87339,1578,1806,0.85805,0.88873
2022,17-29 y.,Urban regions,Yes,0.18993,652,3882,0.17758,0.20227
2022,17-29 y.,Urban regions,No,0.81007,3230,3882,0.79773,0.82242
2022,17-29 y.,Rural regions,Yes,0.24360,316,1363,0.22081,0.26640
2022,17-29 y.,Rural regions,No,0.75640,1047,1363,0.73360,0.77919
2022,30-45 y.,Urban regions,Yes,0.24042,1158,5610,0.22923,0.25160
2022,30-45 y.,Urban regions,No,0.75958,4452,5610,0.74840,0.77077
2022,30-45 y.,Rural regions,Yes,0.25611,629,2409,0.23868,0.27354
2022,30-45 y.,Rural regions,No,0.74389,1780,2409,0.72646,0.76132
2022,46-65 y.,Urban regions,Yes,0.23503,1234,5650,0.22397,0.24608
2022,46-65 y.,Urban regions,No,0.76497,4416,5650,0.75392,0.77603
2022,46-65 y.,Rural regions,Yes,0.26075,745,3080,0.24524,0.27626
2022,46-65 y.,Rural regions,No,0.73925,2335,3080,0.72374,0.75476
2022,66 and older,Urban regions,Yes,0.12581,332,2556,0.11295,0.13867
2022,66 and older,Urban regions,No,0.87419,2224,2556,0.86133,0.88705
2022,66 and older,Rural regions,Yes,0.12501,209,1555,0.10857,0.14146
2022,66 and older,Rural regions,No,0.87499,1346,1555,0.85854,0.89143
