year,bula_h,migback,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Schleswig-Holstein,Direct migration background,No,0.65972,47,47,0.52279,0.79664
2004,Hamburg,No migration background,Yes,0.37625,80,261,0.31737,0.43514
2004,Hamburg,No migration background,No,0.62375,181,261,0.56486,0.68263
2004,Lower Saxony,No migration background,Yes,0.29308,474,1624,0.27094,0.31523
2004,Lower Saxony,No migration background,No,0.70692,1150,1624,0.68477,0.72906
2004,Lower Saxony,Direct migration background,Yes,0.32230,65,207,0.25847,0.38612
2004,Lower Saxony,Direct migration background,No,0.67770,142,207,0.61388,0.74153
2004,Bremen,No migration background,Yes,0.30071,45,141,0.22475,0.37667
2004,Bremen,No migration background,No,0.69929,96,141,0.62333,0.77525
2004,North Rhine-Westphalia,No migration background,Yes,0.30002,1115,3624,0.28509,0.31494
2004,North Rhine-Westphalia,No migration background,No,0.69998,2509,3624,0.68506,0.71491
2004,North Rhine-Westphalia,Direct migration background,Yes,0.33738,230,680,0.30181,0.37294
2004,North Rhine-Westphalia,Direct migration background,No,0.66262,450,680,0.62706,0.69819
2004,North Rhine-Westphalia,Indirect migration background,Yes,0.44575,101,219,0.37976,0.51173
2004,North Rhine-Westphalia,Indirect migration background,No,0.55425,118,219,0.48827,0.62024
2004,Hesse,No migration background,Yes,0.28544,319,1131,0.25911,0.31178
2004,Hesse,No migration background,No,0.71456,812,1131,0.68822,0.74089
2004,Hesse,Direct migration background,Yes,0.30292,73,240,0.24466,0.36118
2004,Hesse,Direct migration background,No,0.69708,167,240,0.63882,0.75534
2004,Hesse,Indirect migration background,No,0.60918,42,42,0.45982,0.75854
2004,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.32165,327,1065,0.29358,0.34971
2004,"Rhineland-Palatinate, Saarland",No migration background,No,0.67835,738,1065,0.65029,0.70642
2004,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.28851,58,192,0.22425,0.35276
2004,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.71149,134,192,0.64724,0.77575
2004,Baden-Wuerttemberg,No migration background,Yes,0.27672,478,1838,0.25626,0.29718
2004,Baden-Wuerttemberg,No migration background,No,0.72328,1360,1838,0.70282,0.74374
2004,Baden-Wuerttemberg,Direct migration background,Yes,0.25057,165,563,0.21475,0.28640
2004,Baden-Wuerttemberg,Direct migration background,No,0.74943,398,563,0.71360,0.78525
2004,Baden-Wuerttemberg,Indirect migration background,Yes,0.34833,76,202,0.28247,0.41420
2004,Baden-Wuerttemberg,Indirect migration background,No,0.65167,126,202,0.58580,0.71753
2004,Bavaria,No migration background,Yes,0.27479,673,2535,0.25741,0.29217
2004,Bavaria,No migration background,No,0.72521,1862,2535,0.70783,0.74259
2004,Bavaria,Direct migration background,Yes,0.25571,96,378,0.21167,0.29975
2004,Bavaria,Direct migration background,No,0.74429,282,378,0.70025,0.78833
2004,Bavaria,Indirect migration background,Yes,0.40522,49,127,0.31950,0.49094
2004,Bavaria,Indirect migration background,No,0.59478,78,127,0.50906,0.68050
2004,Berlin,No migration background,Yes,0.39497,253,706,0.35888,0.43105
2004,Berlin,No migration background,No,0.60503,453,706,0.56895,0.64112
2004,Berlin,Direct migration background,No,0.68297,42,42,0.54053,0.82540
2004,Brandenburg,No migration background,Yes,0.29465,248,887,0.26463,0.32467
2004,Brandenburg,No migration background,No,0.70535,639,887,0.67533,0.73537
2004,Mecklenburg-Western Pomerania,No migration background,Yes,0.29238,146,491,0.25211,0.33265
2004,Mecklenburg-Western Pomerania,No migration background,No,0.70762,345,491,0.66735,0.74789
2004,Saxony,No migration background,Yes,0.26052,388,1529,0.23851,0.28253
2004,Saxony,No migration background,No,0.73948,1141,1529,0.71747,0.76149
2004,Saxony-Anhalt,No migration background,Yes,0.29310,288,893,0.26323,0.32297
2004,Saxony-Anhalt,No migration background,No,0.70690,605,893,0.67703,0.73677
2004,Thuringa,No migration background,Yes,0.30298,281,920,0.27327,0.33270
2004,Thuringa,No migration background,No,0.69702,639,920,0.66730,0.72673
2006,Schleswig-Holstein,No migration background,Yes,0.31530,172,605,0.27824,0.35236
2006,Schleswig-Holstein,No migration background,No,0.68470,433,605,0.64764,0.72176
2006,Schleswig-Holstein,Direct migration background,No,0.54566,37,37,0.38301,0.70831
2006,Hamburg,No migration background,Yes,0.32466,74,267,0.26838,0.38093
2006,Hamburg,No migration background,No,0.67534,193,267,0.61907,0.73162
2006,Lower Saxony,No migration background,Yes,0.29295,490,1720,0.27143,0.31446
2006,Lower Saxony,No migration background,No,0.70705,1230,1720,0.68554,0.72857
2006,Lower Saxony,Direct migration background,Yes,0.27903,55,196,0.21607,0.34198
2006,Lower Saxony,Direct migration background,No,0.72097,141,196,0.65802,0.78393
2006,Bremen,No migration background,Yes,0.29988,36,128,0.22019,0.37957
2006,Bremen,No migration background,No,0.70012,92,128,0.62043,0.77981
2006,North Rhine-Westphalia,No migration background,Yes,0.30838,1083,3656,0.29340,0.32335
2006,North Rhine-Westphalia,No migration background,No,0.69162,2573,3656,0.67665,0.70660
2006,North Rhine-Westphalia,Direct migration background,Yes,0.32441,207,657,0.28859,0.36024
2006,North Rhine-Westphalia,Direct migration background,No,0.67559,450,657,0.63976,0.71141
2006,North Rhine-Westphalia,Indirect migration background,Yes,0.46577,110,230,0.40116,0.53038
2006,North Rhine-Westphalia,Indirect migration background,No,0.53423,120,230,0.46962,0.59884
2006,Hesse,No migration background,Yes,0.29724,325,1191,0.27127,0.32321
2006,Hesse,No migration background,No,0.70276,866,1191,0.67679,0.72873
2006,Hesse,Direct migration background,Yes,0.33702,63,217,0.27398,0.40006
2006,Hesse,Direct migration background,No,0.66298,154,217,0.59994,0.72602
2006,Hesse,Indirect migration background,Yes,0.53305,35,73,0.41781,0.64829
2006,Hesse,Indirect migration background,No,0.46695,38,73,0.35171,0.58219
2006,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.30567,303,1057,0.27789,0.33346
2006,"Rhineland-Palatinate, Saarland",No migration background,No,0.69433,754,1057,0.66654,0.72211
2006,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.31175,57,180,0.24389,0.37961
2006,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.68825,123,180,0.62039,0.75611
2006,Baden-Wuerttemberg,No migration background,Yes,0.26778,478,1991,0.24833,0.28724
2006,Baden-Wuerttemberg,No migration background,No,0.73222,1513,1991,0.71276,0.75167
2006,Baden-Wuerttemberg,Direct migration background,Yes,0.31033,168,519,0.27049,0.35017
2006,Baden-Wuerttemberg,Direct migration background,No,0.68967,351,519,0.64983,0.72951
2006,Baden-Wuerttemberg,Indirect migration background,Yes,0.37879,77,204,0.31206,0.44552
2006,Baden-Wuerttemberg,Indirect migration background,No,0.62121,127,204,0.55448,0.68794
2006,Bavaria,No migration background,Yes,0.27495,712,2665,0.25800,0.29191
2006,Bavaria,No migration background,No,0.72505,1953,2665,0.70809,0.74200
2006,Bavaria,Direct migration background,Yes,0.30938,93,349,0.26082,0.35795
2006,Bavaria,Direct migration background,No,0.69062,256,349,0.64205,0.73918
2006,Bavaria,Indirect migration background,Yes,0.34236,41,123,0.25816,0.42656
2006,Bavaria,Indirect migration background,No,0.65764,82,123,0.57344,0.74184
2006,Berlin,No migration background,Yes,0.36759,224,685,0.33145,0.40372
2006,Berlin,No migration background,No,0.63241,461,685,0.59628,0.66855
2006,Berlin,Direct migration background,No,0.64967,41,41,0.50182,0.79752
2006,Brandenburg,No migration background,Yes,0.30394,259,913,0.27409,0.33379
2006,Brandenburg,No migration background,No,0.69606,654,913,0.66621,0.72591
2006,Mecklenburg-Western Pomerania,No migration background,Yes,0.31367,163,531,0.27417,0.35318
2006,Mecklenburg-Western Pomerania,No migration background,No,0.68633,368,531,0.64682,0.72583
2006,Saxony,No migration background,Yes,0.24440,366,1542,0.22294,0.26585
2006,Saxony,No migration background,No,0.75560,1176,1542,0.73415,0.77706
2006,Saxony-Anhalt,No migration background,Yes,0.30184,292,877,0.27145,0.33224
2006,Saxony-Anhalt,No migration background,No,0.69816,585,877,0.66776,0.72855
2006,Thuringa,No migration background,Yes,0.27317,250,925,0.24444,0.30190
2006,Thuringa,No migration background,No,0.72683,675,925,0.69810,0.75556
2008,Schleswig-Holstein,No migration background,Yes,0.28288,124,498,0.24329,0.32248
2008,Schleswig-Holstein,No migration background,No,0.71712,374,498,0.67752,0.75671
2008,Schleswig-Holstein,Direct migration background,No,0.71348,34,34,0.55922,0.86775
2008,Hamburg,No migration background,Yes,0.32787,67,250,0.26956,0.38618
2008,Hamburg,No migration background,No,0.67213,183,250,0.61382,0.73044
2008,Lower Saxony,No migration background,Yes,0.28932,415,1544,0.26669,0.31194
2008,Lower Saxony,No migration background,No,0.71068,1129,1544,0.68806,0.73331
2008,Lower Saxony,Direct migration background,Yes,0.23188,37,149,0.16389,0.29988
2008,Lower Saxony,Direct migration background,No,0.76812,112,149,0.70012,0.83611
2008,Lower Saxony,Indirect migration background,No,0.64593,33,33,0.48023,0.81163
2008,Bremen,No migration background,Yes,0.25516,32,125,0.17843,0.33189
2008,Bremen,No migration background,No,0.74484,93,125,0.66811,0.82157
2008,North Rhine-Westphalia,No migration background,Yes,0.29239,892,3200,0.27662,0.30815
2008,North Rhine-Westphalia,No migration background,No,0.70761,2308,3200,0.69185,0.72338
2008,North Rhine-Westphalia,Direct migration background,Yes,0.32026,152,513,0.27984,0.36067
2008,North Rhine-Westphalia,Direct migration background,No,0.67974,361,513,0.63933,0.72016
2008,North Rhine-Westphalia,Indirect migration background,Yes,0.46241,98,212,0.39514,0.52969
2008,North Rhine-Westphalia,Indirect migration background,No,0.53759,114,212,0.47031,0.60486
2008,Hesse,No migration background,Yes,0.29128,282,1061,0.26393,0.31863
2008,Hesse,No migration background,No,0.70872,779,1061,0.68137,0.73607
2008,Hesse,Direct migration background,Yes,0.30173,48,182,0.23486,0.36860
2008,Hesse,Direct migration background,No,0.69827,134,182,0.63140,0.76514
2008,Hesse,Indirect migration background,No,0.62089,43,43,0.47416,0.76762
2008,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.24239,226,903,0.21442,0.27036
2008,"Rhineland-Palatinate, Saarland",No migration background,No,0.75761,677,903,0.72964,0.78558
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.29923,43,142,0.22364,0.37481
2008,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.70077,99,142,0.62519,0.77636
2008,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.68858,34,34,0.53059,0.84658
2008,Baden-Wuerttemberg,No migration background,Yes,0.24015,380,1745,0.22010,0.26020
2008,Baden-Wuerttemberg,No migration background,No,0.75985,1365,1745,0.73980,0.77990
2008,Baden-Wuerttemberg,Direct migration background,Yes,0.29477,117,435,0.25187,0.33767
2008,Baden-Wuerttemberg,Direct migration background,No,0.70523,318,435,0.66233,0.74813
2008,Baden-Wuerttemberg,Indirect migration background,Yes,0.36642,56,176,0.29503,0.43781
2008,Baden-Wuerttemberg,Indirect migration background,No,0.63358,120,176,0.56219,0.70497
2008,Bavaria,No migration background,Yes,0.26710,601,2331,0.24913,0.28506
2008,Bavaria,No migration background,No,0.73290,1730,2331,0.71494,0.75087
2008,Bavaria,Direct migration background,Yes,0.30610,76,289,0.25287,0.35933
2008,Bavaria,Direct migration background,No,0.69390,213,289,0.64067,0.74713
2008,Bavaria,Indirect migration background,Yes,0.30136,47,127,0.22124,0.38148
2008,Bavaria,Indirect migration background,No,0.69864,80,127,0.61852,0.77876
2008,Berlin,No migration background,Yes,0.33557,206,644,0.29907,0.37207
2008,Berlin,No migration background,No,0.66443,438,644,0.62793,0.70093
2008,Berlin,Direct migration background,No,0.66834,34,34,0.50770,0.82898
2008,Brandenburg,No migration background,Yes,0.31197,217,797,0.27979,0.34416
2008,Brandenburg,No migration background,No,0.68803,580,797,0.65584,0.72021
2008,Mecklenburg-Western Pomerania,No migration background,Yes,0.31849,146,483,0.27690,0.36008
2008,Mecklenburg-Western Pomerania,No migration background,No,0.68151,337,483,0.63992,0.72310
2008,Saxony,No migration background,Yes,0.25248,327,1397,0.22969,0.27527
2008,Saxony,No migration background,No,0.74752,1070,1397,0.72473,0.77031
2008,Saxony-Anhalt,No migration background,Yes,0.27807,245,793,0.24687,0.30928
2008,Saxony-Anhalt,No migration background,No,0.72193,548,793,0.69072,0.75313
2008,Thuringa,No migration background,Yes,0.25999,214,849,0.23047,0.28951
2008,Thuringa,No migration background,No,0.74001,635,849,0.71049,0.76953
2010,Schleswig-Holstein,No migration background,Yes,0.24429,84,394,0.20181,0.28677
2010,Schleswig-Holstein,No migration background,No,0.75571,310,394,0.71323,0.79819
2010,Schleswig-Holstein,Direct migration background,No,0.70730,31,31,0.54448,0.87012
2010,Hamburg,No migration background,Yes,0.35049,62,239,0.28988,0.41111
2010,Hamburg,No migration background,No,0.64951,177,239,0.58889,0.71012
2010,Lower Saxony,No migration background,Yes,0.27330,358,1350,0.24952,0.29708
2010,Lower Saxony,No migration background,No,0.72670,992,1350,0.70292,0.75048
2010,Lower Saxony,Direct migration background,Yes,0.25775,32,110,0.17564,0.33986
2010,Lower Saxony,Direct migration background,No,0.74225,78,110,0.66014,0.82436
2010,Lower Saxony,Indirect migration background,No,0.77300,31,31,0.62311,0.92290
2010,Bremen,No migration background,No,0.74532,74,74,0.64538,0.84527
2010,North Rhine-Westphalia,No migration background,Yes,0.27069,745,2781,0.25417,0.28721
2010,North Rhine-Westphalia,No migration background,No,0.72931,2036,2781,0.71279,0.74583
2010,North Rhine-Westphalia,Direct migration background,Yes,0.30970,110,407,0.26472,0.35467
2010,North Rhine-Westphalia,Direct migration background,No,0.69030,297,407,0.64533,0.73528
2010,North Rhine-Westphalia,Indirect migration background,Yes,0.42312,86,191,0.35287,0.49337
2010,North Rhine-Westphalia,Indirect migration background,No,0.57688,105,191,0.50663,0.64713
2010,Hesse,No migration background,Yes,0.28712,239,930,0.25803,0.31621
2010,Hesse,No migration background,No,0.71288,691,930,0.68379,0.74197
2010,Hesse,Direct migration background,Yes,0.22066,32,139,0.15147,0.28985
2010,Hesse,Direct migration background,No,0.77934,107,139,0.71015,0.84853
2010,Hesse,Indirect migration background,No,0.58267,33,33,0.41181,0.75352
2010,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.24514,210,777,0.21487,0.27541
2010,"Rhineland-Palatinate, Saarland",No migration background,No,0.75486,567,777,0.72459,0.78513
2010,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.73186,89,89,0.63930,0.82442
2010,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.65517,39,39,0.50404,0.80630
2010,Baden-Wuerttemberg,No migration background,Yes,0.22072,317,1518,0.19985,0.24159
2010,Baden-Wuerttemberg,No migration background,No,0.77928,1201,1518,0.75841,0.80015
2010,Baden-Wuerttemberg,Direct migration background,Yes,0.26790,76,300,0.21770,0.31809
2010,Baden-Wuerttemberg,Direct migration background,No,0.73210,224,300,0.68191,0.78230
2010,Baden-Wuerttemberg,Indirect migration background,Yes,0.35799,47,135,0.27682,0.43917
2010,Baden-Wuerttemberg,Indirect migration background,No,0.64201,88,135,0.56083,0.72318
2010,Bavaria,No migration background,Yes,0.28682,535,2074,0.26735,0.30629
2010,Bavaria,No migration background,No,0.71318,1539,2074,0.69371,0.73265
2010,Bavaria,Direct migration background,Yes,0.27282,54,236,0.21587,0.32977
2010,Bavaria,Direct migration background,No,0.72718,182,236,0.67023,0.78413
2010,Bavaria,Indirect migration background,Yes,0.32828,31,105,0.23803,0.41853
2010,Bavaria,Indirect migration background,No,0.67172,74,105,0.58147,0.76197
2010,Berlin,No migration background,Yes,0.33018,176,586,0.29207,0.36829
2010,Berlin,No migration background,No,0.66982,410,586,0.63171,0.70793
2010,Berlin,Direct migration background,No,0.77732,32,32,0.63086,0.92378
2010,Brandenburg,No migration background,Yes,0.26599,170,685,0.23287,0.29910
2010,Brandenburg,No migration background,No,0.73401,515,685,0.70090,0.76713
2010,Mecklenburg-Western Pomerania,No migration background,Yes,0.31353,125,419,0.26906,0.35801
2010,Mecklenburg-Western Pomerania,No migration background,No,0.68647,294,419,0.64199,0.73094
2010,Saxony,No migration background,Yes,0.20520,264,1206,0.18240,0.22800
2010,Saxony,No migration background,No,0.79480,942,1206,0.77200,0.81760
2010,Saxony-Anhalt,No migration background,Yes,0.28524,220,700,0.25177,0.31872
2010,Saxony-Anhalt,No migration background,No,0.71476,480,700,0.68128,0.74823
2010,Thuringa,No migration background,Yes,0.26804,201,737,0.23604,0.30004
2010,Thuringa,No migration background,No,0.73196,536,737,0.69996,0.76396
2012,Schleswig-Holstein,No migration background,Yes,0.24937,141,573,0.21391,0.28482
2012,Schleswig-Holstein,No migration background,No,0.75063,432,573,0.71518,0.78609
2012,Schleswig-Holstein,Direct migration background,No,0.79270,48,48,0.67681,0.90860
2012,Hamburg,No migration background,Yes,0.27440,72,289,0.22286,0.32593
2012,Hamburg,No migration background,No,0.72560,217,289,0.67407,0.77714
2012,Lower Saxony,No migration background,Yes,0.28909,465,1651,0.26722,0.31097
2012,Lower Saxony,No migration background,No,0.71091,1186,1651,0.68903,0.73278
2012,Lower Saxony,Direct migration background,Yes,0.20449,37,169,0.14350,0.26548
2012,Lower Saxony,Direct migration background,No,0.79551,132,169,0.73452,0.85650
2012,Lower Saxony,Indirect migration background,No,0.74245,33,33,0.59094,0.89396
2012,Bremen,No migration background,Yes,0.33646,33,108,0.24693,0.42599
2012,Bremen,No migration background,No,0.66354,75,108,0.57401,0.75307
2012,North Rhine-Westphalia,No migration background,Yes,0.25900,838,3282,0.24401,0.27399
2012,North Rhine-Westphalia,No migration background,No,0.74100,2444,3282,0.72601,0.75599
2012,North Rhine-Westphalia,Direct migration background,Yes,0.31786,153,550,0.27890,0.35681
2012,North Rhine-Westphalia,Direct migration background,No,0.68214,397,550,0.64319,0.72110
2012,North Rhine-Westphalia,Indirect migration background,Yes,0.30401,64,197,0.23961,0.36841
2012,North Rhine-Westphalia,Indirect migration background,No,0.69599,133,197,0.63159,0.76039
2012,Hesse,No migration background,Yes,0.25980,287,1143,0.23437,0.28524
2012,Hesse,No migration background,No,0.74020,856,1143,0.71476,0.76563
2012,Hesse,Direct migration background,Yes,0.23045,40,181,0.16893,0.29197
2012,Hesse,Direct migration background,No,0.76955,141,181,0.70803,0.83107
2012,Hesse,Indirect migration background,No,0.71534,49,49,0.58768,0.84300
2012,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.24530,272,990,0.21848,0.27211
2012,"Rhineland-Palatinate, Saarland",No migration background,No,0.75470,718,990,0.72789,0.78152
2012,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.27756,38,138,0.20257,0.35254
2012,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.72244,100,138,0.64746,0.79743
2012,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.66353,43,43,0.52063,0.80643
2012,Baden-Wuerttemberg,No migration background,Yes,0.22448,389,1872,0.20557,0.24338
2012,Baden-Wuerttemberg,No migration background,No,0.77552,1483,1872,0.75662,0.79443
2012,Baden-Wuerttemberg,Direct migration background,Yes,0.24983,79,350,0.20441,0.29525
2012,Baden-Wuerttemberg,Direct migration background,No,0.75017,271,350,0.70475,0.79559
2012,Baden-Wuerttemberg,Indirect migration background,Yes,0.27127,42,149,0.19964,0.34291
2012,Baden-Wuerttemberg,Indirect migration background,No,0.72873,107,149,0.65709,0.80036
2012,Bavaria,No migration background,Yes,0.25755,629,2674,0.24098,0.27413
2012,Bavaria,No migration background,No,0.74245,2045,2674,0.72587,0.75902
2012,Bavaria,Direct migration background,Yes,0.28897,85,347,0.24121,0.33673
2012,Bavaria,Direct migration background,No,0.71103,262,347,0.66327,0.75879
2012,Bavaria,Indirect migration background,Yes,0.46891,53,150,0.38878,0.54904
2012,Bavaria,Indirect migration background,No,0.53109,97,150,0.45096,0.61122
2012,Berlin,No migration background,Yes,0.29257,215,731,0.25957,0.32558
2012,Berlin,No migration background,No,0.70743,516,731,0.67442,0.74043
2012,Berlin,Direct migration background,No,0.69883,38,38,0.55100,0.84665
2012,Brandenburg,No migration background,Yes,0.30718,240,828,0.27574,0.33863
2012,Brandenburg,No migration background,No,0.69282,588,828,0.66137,0.72426
2012,Mecklenburg-Western Pomerania,No migration background,Yes,0.32152,153,487,0.27999,0.36304
2012,Mecklenburg-Western Pomerania,No migration background,No,0.67848,334,487,0.63696,0.72001
2012,Saxony,No migration background,Yes,0.24158,317,1389,0.21907,0.26410
2012,Saxony,No migration background,No,0.75842,1072,1389,0.73590,0.78093
2012,Saxony-Anhalt,No migration background,Yes,0.27965,247,800,0.24852,0.31077
2012,Saxony-Anhalt,No migration background,No,0.72035,553,800,0.68923,0.75148
2012,Thuringa,No migration background,Yes,0.27870,227,837,0.24831,0.30910
2012,Thuringa,No migration background,No,0.72130,610,837,0.69090,0.75169
2014,Schleswig-Holstein,No migration background,Yes,0.26504,184,691,0.23211,0.29797
2014,Schleswig-Holstein,No migration background,No,0.73496,507,691,0.70203,0.76789
2014,Schleswig-Holstein,Direct migration background,Yes,0.25934,53,185,0.19601,0.32267
2014,Schleswig-Holstein,Direct migration background,No,0.74066,132,185,0.67733,0.80399
2014,Hamburg,No migration background,Yes,0.29227,70,292,0.24001,0.34453
2014,Hamburg,No migration background,No,0.70773,222,292,0.65547,0.75999
2014,Hamburg,Direct migration background,No,0.67692,88,88,0.57865,0.77519
2014,Lower Saxony,No migration background,Yes,0.26127,557,1995,0.24198,0.28055
2014,Lower Saxony,No migration background,No,0.73873,1438,1995,0.71945,0.75802
2014,Lower Saxony,Direct migration background,Yes,0.26238,169,497,0.22366,0.30110
2014,Lower Saxony,Direct migration background,No,0.73762,328,497,0.69890,0.77634
2014,Lower Saxony,Indirect migration background,Yes,0.41601,43,111,0.32390,0.50813
2014,Lower Saxony,Indirect migration background,No,0.58399,68,111,0.49187,0.67610
2014,Bremen,No migration background,Yes,0.25028,40,135,0.17694,0.32363
2014,Bremen,No migration background,No,0.74972,95,135,0.67637,0.82306
2014,Bremen,Direct migration background,No,0.82548,49,49,0.71810,0.93285
2014,North Rhine-Westphalia,No migration background,Yes,0.26421,993,3739,0.25007,0.27834
2014,North Rhine-Westphalia,No migration background,No,0.73579,2746,3739,0.72166,0.74993
2014,North Rhine-Westphalia,Direct migration background,Yes,0.33952,446,1397,0.31468,0.36436
2014,North Rhine-Westphalia,Direct migration background,No,0.66048,951,1397,0.63564,0.68532
2014,North Rhine-Westphalia,Indirect migration background,Yes,0.38356,188,496,0.34072,0.42639
2014,North Rhine-Westphalia,Indirect migration background,No,0.61644,308,496,0.57361,0.65928
2014,Hesse,No migration background,Yes,0.25464,300,1249,0.23047,0.27881
2014,Hesse,No migration background,No,0.74536,949,1249,0.72119,0.76953
2014,Hesse,Direct migration background,Yes,0.29095,133,472,0.24993,0.33197
2014,Hesse,Direct migration background,No,0.70905,339,472,0.66803,0.75007
2014,Hesse,Indirect migration background,Yes,0.39097,48,162,0.31560,0.46635
2014,Hesse,Indirect migration background,No,0.60903,114,162,0.53365,0.68440
2014,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.23874,287,1084,0.21335,0.26413
2014,"Rhineland-Palatinate, Saarland",No migration background,No,0.76126,797,1084,0.73587,0.78665
