year,age_gr,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,66 and older,Lower Secondary Level,Yes,0.08266,62,764,0.06312,0.10220
2004,66 and older,Lower Secondary Level,No,0.91366,702,764,0.89373,0.93359
2004,66 and older,Upper Secondary Level,Yes,0.11523,228,1953,0.10106,0.12939
2004,66 and older,Upper Secondary Level,No,0.87938,1725,1953,0.86494,0.89383
2004,66 and older,Post-secondary Non-tertiary Level,No,0.89823,84,84,0.83318,0.96327
2004,66 and older,First Stage of Tertiary Education,No,0.89916,232,232,0.86033,0.93799
2004,66 and older,Second Stage of Tertiary Education,Yes,0.13101,87,620,0.10443,0.15759
2004,66 and older,Second Stage of Tertiary Education,No,0.86358,533,620,0.83654,0.89062
2006,17-29 y.,Pre-primary Level,Yes,0.14307,85,389,0.10823,0.17792
2006,17-29 y.,Pre-primary Level,No,0.48540,304,389,0.43567,0.53514
2006,17-29 y.,Lower Secondary Level,Yes,0.47233,342,680,0.43477,0.50988
2006,17-29 y.,Lower Secondary Level,No,0.46365,338,680,0.42614,0.50116
2006,17-29 y.,Upper Secondary Level,Yes,0.40110,664,1668,0.37757,0.42463
2006,17-29 y.,Upper Secondary Level,No,0.59568,1004,1668,0.57212,0.61924
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36134,103,288,0.30576,0.41692
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.63866,185,288,0.58308,0.69424
2006,17-29 y.,First Stage of Tertiary Education,No,0.60550,44,44,0.45942,0.75158
2006,17-29 y.,Second Stage of Tertiary Education,Yes,0.21285,52,245,0.16149,0.26422
2006,17-29 y.,Second Stage of Tertiary Education,No,0.78632,193,245,0.73489,0.83776
2006,30-45 y.,Primary Level,Yes,0.69643,35,35,0.54187,0.85098
2006,30-45 y.,Lower Secondary Level,Yes,0.55668,211,392,0.50744,0.60592
2006,30-45 y.,Lower Secondary Level,No,0.44332,181,392,0.39408,0.49256
2006,30-45 y.,Upper Secondary Level,Yes,0.43541,1335,3179,0.41817,0.45265
2006,30-45 y.,Upper Secondary Level,No,0.55937,1844,3179,0.54211,0.57663
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.29847,156,556,0.26040,0.33653
2006,30-45 y.,Post-secondary Non-tertiary Level,No,0.69893,400,556,0.66076,0.73709
2006,30-45 y.,First Stage of Tertiary Education,Yes,0.32314,200,628,0.28654,0.35975
2006,30-45 y.,First Stage of Tertiary Education,No,0.67620,428,628,0.63957,0.71282
2006,30-45 y.,Second Stage of Tertiary Education,Yes,0.24133,304,1443,0.21925,0.26342
2006,30-45 y.,Second Stage of Tertiary Education,No,0.75845,1139,1443,0.73636,0.78054
2006,46-65 y.,Primary Level,No,0.57331,47,47,0.43038,0.71624
2006,46-65 y.,Lower Secondary Level,Yes,0.34659,182,575,0.30766,0.38552
2006,46-65 y.,Lower Secondary Level,No,0.65119,393,575,0.61220,0.69018
2006,46-65 y.,Upper Secondary Level,Yes,0.33616,1248,3915,0.32136,0.35096
2006,46-65 y.,Upper Secondary Level,No,0.66361,2667,3915,0.64881,0.67842
2006,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.30335,73,257,0.24704,0.35966
2006,46-65 y.,Post-secondary Non-tertiary Level,No,0.69665,184,257,0.64034,0.75296
2006,46-65 y.,First Stage of Tertiary Education,Yes,0.26901,155,645,0.23476,0.30326
2006,46-65 y.,First Stage of Tertiary Education,No,0.73099,490,645,0.69674,0.76524
2006,46-65 y.,Second Stage of Tertiary Education,Yes,0.24006,430,2088,0.22174,0.25839
2006,46-65 y.,Second Stage of Tertiary Education,No,0.75872,1658,2088,0.74037,0.77708
2006,66 and older,Primary Level,No,0.83188,48,48,0.72497,0.93880
2006,66 and older,Lower Secondary Level,Yes,0.07254,67,830,0.05488,0.09019
2006,66 and older,Lower Secondary Level,No,0.92689,763,830,0.90917,0.94461
2006,66 and older,Upper Secondary Level,Yes,0.12431,272,2307,0.11084,0.13778
2006,66 and older,Upper Secondary Level,No,0.87382,2035,2307,0.86026,0.88737
2006,66 and older,Post-secondary Non-tertiary Level,No,0.89591,98,98,0.83514,0.95668
2006,66 and older,First Stage of Tertiary Education,No,0.91400,283,283,0.88128,0.94672
2006,66 and older,Second Stage of Tertiary Education,Yes,0.11282,97,798,0.09086,0.13479
2006,66 and older,Second Stage of Tertiary Education,No,0.88718,701,798,0.86521,0.90914
2008,17-29 y.,Pre-primary Level,Yes,0.10492,56,354,0.07295,0.13689
2008,17-29 y.,Pre-primary Level,No,0.48944,298,354,0.43729,0.54159
2008,17-29 y.,Lower Secondary Level,Yes,0.39459,228,533,0.35306,0.43612
2008,17-29 y.,Lower Secondary Level,No,0.51041,305,533,0.46793,0.55289
2008,17-29 y.,Upper Secondary Level,Yes,0.37651,504,1413,0.35124,0.40178
2008,17-29 y.,Upper Secondary Level,No,0.62035,909,1413,0.59504,0.64567
2008,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.40068,90,225,0.33651,0.46486
2008,17-29 y.,Post-secondary Non-tertiary Level,No,0.59290,135,225,0.52856,0.65724
2008,17-29 y.,Second Stage of Tertiary Education,Yes,0.15971,46,237,0.11297,0.20645
2008,17-29 y.,Second Stage of Tertiary Education,No,0.84029,191,237,0.79355,0.88703
2008,30-45 y.,Primary Level,Yes,0.68940,32,32,0.52651,0.85230
2008,30-45 y.,Lower Secondary Level,Yes,0.49282,159,313,0.43734,0.54830
2008,30-45 y.,Lower Secondary Level,No,0.50718,154,313,0.45170,0.56266
2008,30-45 y.,Upper Secondary Level,Yes,0.42442,1061,2607,0.40544,0.44340
2008,30-45 y.,Upper Secondary Level,No,0.57443,1546,2607,0.55545,0.59342
2008,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.28361,125,476,0.24307,0.32415
2008,30-45 y.,Post-secondary Non-tertiary Level,No,0.71543,351,476,0.67486,0.75601
2008,30-45 y.,First Stage of Tertiary Education,Yes,0.29160,140,478,0.25081,0.33239
2008,30-45 y.,First Stage of Tertiary Education,No,0.70840,338,478,0.66761,0.74919
2008,30-45 y.,Second Stage of Tertiary Education,Yes,0.20067,233,1235,0.17832,0.22301
2008,30-45 y.,Second Stage of Tertiary Education,No,0.79933,1002,1235,0.77699,0.82168
2008,46-65 y.,Primary Level,No,0.53624,36,36,0.37103,0.70146
2008,46-65 y.,Lower Secondary Level,Yes,0.35726,142,442,0.31253,0.40198
2008,46-65 y.,Lower Secondary Level,No,0.64274,300,442,0.59802,0.68747
2008,46-65 y.,Upper Secondary Level,Yes,0.33998,1123,3464,0.32420,0.35575
2008,46-65 y.,Upper Secondary Level,No,0.65739,2341,3464,0.64158,0.67320
2008,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.26595,72,281,0.21420,0.31771
2008,46-65 y.,Post-secondary Non-tertiary Level,No,0.73405,209,281,0.68229,0.78580
2008,46-65 y.,First Stage of Tertiary Education,Yes,0.26292,145,579,0.22703,0.29880
2008,46-65 y.,First Stage of Tertiary Education,No,0.72657,434,579,0.69023,0.76291
2008,46-65 y.,Second Stage of Tertiary Education,Yes,0.23491,374,1850,0.21559,0.25423
2008,46-65 y.,Second Stage of Tertiary Education,No,0.76466,1476,1850,0.74532,0.78399
2008,66 and older,Primary Level,No,0.88397,37,37,0.77936,0.98859
2008,66 and older,Lower Secondary Level,Yes,0.09250,63,718,0.07129,0.11371
2008,66 and older,Lower Secondary Level,No,0.90468,655,718,0.88319,0.92618
2008,66 and older,Upper Secondary Level,Yes,0.12704,275,2236,0.11323,0.14085
2008,66 and older,Upper Secondary Level,No,0.86998,1961,2236,0.85603,0.88392
2008,66 and older,Post-secondary Non-tertiary Level,No,0.90312,97,97,0.84395,0.96229
2008,66 and older,First Stage of Tertiary Education,Yes,0.09974,31,312,0.06643,0.13304
2008,66 and older,First Stage of Tertiary Education,No,0.90026,281,312,0.86696,0.93357
2008,66 and older,Second Stage of Tertiary Education,Yes,0.09998,94,868,0.08001,0.11995
2008,66 and older,Second Stage of Tertiary Education,No,0.89928,774,868,0.87925,0.91932
2010,17-29 y.,Pre-primary Level,Yes,0.08022,32,271,0.04782,0.11262
2010,17-29 y.,Pre-primary Level,No,0.46996,239,271,0.41043,0.52950
2010,17-29 y.,Lower Secondary Level,Yes,0.32694,166,408,0.28137,0.37252
2010,17-29 y.,Lower Secondary Level,No,0.42942,242,408,0.38133,0.47751
2010,17-29 y.,Upper Secondary Level,Yes,0.28741,392,1106,0.26073,0.31409
2010,17-29 y.,Upper Secondary Level,No,0.59253,714,1106,0.56356,0.62150
2010,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.36947,59,164,0.29537,0.44356
2010,17-29 y.,Post-secondary Non-tertiary Level,No,0.50989,105,164,0.43314,0.58663
2010,17-29 y.,Second Stage of Tertiary Education,Yes,0.21274,46,232,0.15997,0.26552
2010,17-29 y.,Second Stage of Tertiary Education,No,0.70133,186,232,0.64231,0.76035
2010,30-45 y.,Lower Secondary Level,Yes,0.36811,133,249,0.30809,0.42814
2010,30-45 y.,Lower Secondary Level,No,0.32716,116,249,0.26876,0.38555
2010,30-45 y.,Upper Secondary Level,Yes,0.31719,784,1997,0.29678,0.33761
2010,30-45 y.,Upper Secondary Level,No,0.44544,1213,1997,0.42363,0.46724
2010,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.24085,108,397,0.19874,0.28297
2010,30-45 y.,Post-secondary Non-tertiary Level,No,0.47935,289,397,0.43015,0.52856
2010,30-45 y.,First Stage of Tertiary Education,Yes,0.26968,111,363,0.22396,0.31540
2010,30-45 y.,First Stage of Tertiary Education,No,0.58998,252,363,0.53931,0.64065
2010,30-45 y.,Second Stage of Tertiary Education,Yes,0.14536,190,1044,0.12397,0.16675
2010,30-45 y.,Second Stage of Tertiary Education,No,0.62731,854,1044,0.59796,0.65665
2010,46-65 y.,Lower Secondary Level,Yes,0.34396,121,354,0.29441,0.39352
2010,46-65 y.,Lower Secondary Level,No,0.60618,233,354,0.55521,0.65715
2010,46-65 y.,Upper Secondary Level,Yes,0.34906,1066,3118,0.33233,0.36579
2010,46-65 y.,Upper Secondary Level,No,0.61484,2052,3118,0.59776,0.63193
2010,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.16962,60,285,0.12597,0.21327
2010,46-65 y.,Post-secondary Non-tertiary Level,No,0.74858,225,285,0.69813,0.79904
2010,46-65 y.,First Stage of Tertiary Education,Yes,0.28601,140,541,0.24790,0.32413
2010,46-65 y.,First Stage of Tertiary Education,No,0.68382,401,541,0.64460,0.72304
2010,46-65 y.,Second Stage of Tertiary Education,Yes,0.21756,327,1658,0.19769,0.23742
2010,46-65 y.,Second Stage of Tertiary Education,No,0.74269,1331,1658,0.72164,0.76374
2010,66 and older,Primary Level,No,0.84513,32,32,0.71778,0.97249
2010,66 and older,Lower Secondary Level,Yes,0.07373,41,598,0.05277,0.09469
2010,66 and older,Lower Secondary Level,No,0.92098,557,598,0.89934,0.94262
2010,66 and older,Upper Secondary Level,Yes,0.12557,254,2066,0.11128,0.13986
2010,66 and older,Upper Secondary Level,No,0.87371,1812,2066,0.85938,0.88804
2010,66 and older,Post-secondary Non-tertiary Level,No,0.89796,81,81,0.83162,0.96429
2010,66 and older,First Stage of Tertiary Education,No,0.90393,288,288,0.86984,0.93803
2010,66 and older,Second Stage of Tertiary Education,Yes,0.09623,97,896,0.07691,0.11555
2010,66 and older,Second Stage of Tertiary Education,No,0.90362,799,896,0.88429,0.92295
2012,17-29 y.,Pre-primary Level,Yes,0.07749,45,283,0.04629,0.10870
2012,17-29 y.,Pre-primary Level,No,0.36765,238,283,0.31137,0.42392
2012,17-29 y.,Lower Secondary Level,Yes,0.28470,184,465,0.24364,0.32577
2012,17-29 y.,Lower Secondary Level,No,0.49161,281,465,0.44612,0.53710
2012,17-29 y.,Upper Secondary Level,Yes,0.30862,426,1303,0.28353,0.33371
2012,17-29 y.,Upper Secondary Level,No,0.62068,877,1303,0.59432,0.64703
2012,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.28743,58,201,0.22471,0.35015
2012,17-29 y.,Post-secondary Non-tertiary Level,No,0.66916,143,201,0.60395,0.73437
2012,17-29 y.,Second Stage of Tertiary Education,Yes,0.16110,51,308,0.11998,0.20223
2012,17-29 y.,Second Stage of Tertiary Education,No,0.81044,257,308,0.76659,0.85428
2012,30-45 y.,Primary Level,Yes,0.40713,33,66,0.28769,0.52657
2012,30-45 y.,Primary Level,No,0.28753,33,66,0.17750,0.39757
2012,30-45 y.,Lower Secondary Level,Yes,0.40374,168,318,0.34972,0.45775
2012,30-45 y.,Lower Secondary Level,No,0.34771,150,318,0.29529,0.40014
2012,30-45 y.,Upper Secondary Level,Yes,0.30822,822,2151,0.28870,0.32774
2012,30-45 y.,Upper Secondary Level,No,0.47466,1329,2151,0.45355,0.49576
2012,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.25115,142,469,0.21186,0.29044
2012,30-45 y.,Post-secondary Non-tertiary Level,No,0.52199,327,469,0.47673,0.56725
2012,30-45 y.,First Stage of Tertiary Education,Yes,0.24285,112,351,0.19792,0.28777
2012,30-45 y.,First Stage of Tertiary Education,No,0.62238,239,351,0.57159,0.67317
2012,30-45 y.,Second Stage of Tertiary Education,Yes,0.15948,217,1201,0.13877,0.18020
2012,30-45 y.,Second Stage of Tertiary Education,No,0.65614,984,1201,0.62926,0.68301
2012,46-65 y.,Primary Level,Yes,0.46079,33,67,0.34054,0.58105
2012,46-65 y.,Primary Level,No,0.49249,34,67,0.37188,0.61311
2012,46-65 y.,Lower Secondary Level,Yes,0.34805,198,526,0.30730,0.38880
2012,46-65 y.,Lower Secondary Level,No,0.59390,328,526,0.55189,0.63591
2012,46-65 y.,Upper Secondary Level,Yes,0.34226,1431,4131,0.32779,0.35673
2012,46-65 y.,Upper Secondary Level,No,0.61363,2700,4131,0.59878,0.62848
2012,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.22383,90,414,0.18363,0.26403
2012,46-65 y.,Post-secondary Non-tertiary Level,No,0.68474,324,414,0.63993,0.72955
2012,46-65 y.,First Stage of Tertiary Education,Yes,0.27144,184,672,0.23780,0.30509
2012,46-65 y.,First Stage of Tertiary Education,No,0.68215,488,672,0.64692,0.71739
2012,46-65 y.,Second Stage of Tertiary Education,Yes,0.19059,380,1989,0.17332,0.20785
2012,46-65 y.,Second Stage of Tertiary Education,No,0.75381,1609,1989,0.73487,0.77274
2012,66 and older,Primary Level,No,0.80188,46,46,0.68543,0.91834
2012,66 and older,Lower Secondary Level,Yes,0.10693,69,797,0.08546,0.12839
2012,66 and older,Lower Secondary Level,No,0.88419,728,797,0.86196,0.90642
2012,66 and older,Upper Secondary Level,Yes,0.12452,319,2668,0.11199,0.13705
2012,66 and older,Upper Secondary Level,No,0.86857,2349,2668,0.85575,0.88139
2012,66 and older,Post-secondary Non-tertiary Level,No,0.94898,105,105,0.90668,0.99127
2012,66 and older,First Stage of Tertiary Education,No,0.91673,336,336,0.88715,0.94632
2012,66 and older,Second Stage of Tertiary Education,Yes,0.10740,114,1136,0.08939,0.12542
2012,66 and older,Second Stage of Tertiary Education,No,0.88752,1022,1136,0.86914,0.90590
2014,17-29 y.,Pre-primary Level,Yes,0.08824,64,448,0.06195,0.11454
2014,17-29 y.,Pre-primary Level,No,0.46701,384,448,0.42076,0.51326
2014,17-29 y.,Primary Level,Yes,0.61167,60,102,0.51662,0.70672
2014,17-29 y.,Primary Level,No,0.38833,42,102,0.29328,0.48338
2014,17-29 y.,Lower Secondary Level,Yes,0.37250,388,915,0.34116,0.40385
2014,17-29 y.,Lower Secondary Level,No,0.54832,527,915,0.51606,0.58059
2014,17-29 y.,Upper Secondary Level,Yes,0.30925,568,1702,0.28728,0.33121
2014,17-29 y.,Upper Secondary Level,No,0.68634,1134,1702,0.66429,0.70839
2014,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.28377,74,243,0.22696,0.34057
2014,17-29 y.,Post-secondary Non-tertiary Level,No,0.71211,169,243,0.65506,0.76916
2014,17-29 y.,First Stage of Tertiary Education,No,0.70750,35,35,0.55459,0.86041
2014,17-29 y.,Second Stage of Tertiary Education,Yes,0.15309,64,380,0.11684,0.18934
2014,17-29 y.,Second Stage of Tertiary Education,No,0.83529,316,380,0.79794,0.87263
2014,30-45 y.,Primary Level,Yes,0.58580,105,204,0.51804,0.65356
2014,30-45 y.,Primary Level,No,0.41420,99,204,0.34644,0.48196
2014,30-45 y.,Lower Secondary Level,Yes,0.54915,425,801,0.51467,0.58363
2014,30-45 y.,Lower Secondary Level,No,0.45085,376,801,0.41637,0.48533
2014,30-45 y.,Upper Secondary Level,Yes,0.39069,1410,3740,0.37505,0.40633
2014,30-45 y.,Upper Secondary Level,No,0.60898,2330,3740,0.59333,0.62462
2014,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.33131,299,984,0.30189,0.36074
2014,30-45 y.,Post-secondary Non-tertiary Level,No,0.66824,685,984,0.63881,0.69768
2014,30-45 y.,First Stage of Tertiary Education,Yes,0.21509,96,432,0.17630,0.25389
2014,30-45 y.,First Stage of Tertiary Education,No,0.78433,336,432,0.74550,0.82316
2014,30-45 y.,Second Stage of Tertiary Education,Yes,0.16565,327,2257,0.15031,0.18099
2014,30-45 y.,Second Stage of Tertiary Education,No,0.83359,1930,2257,0.81822,0.84896
2014,46-65 y.,Primary Level,Yes,0.48713,79,149,0.40660,0.56766
2014,46-65 y.,Primary Level,No,0.51287,70,149,0.43234,0.59340
2014,46-65 y.,Lower Secondary Level,Yes,0.42374,284,699,0.38708,0.46040
2014,46-65 y.,Lower Secondary Level,No,0.57167,415,699,0.53496,0.60838
2014,46-65 y.,Upper Secondary Level,Yes,0.36425,1573,4517,0.35021,0.37828
2014,46-65 y.,Upper Secondary Level,No,0.63129,2944,4517,0.61722,0.64537
2014,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.24781,160,688,0.21552,0.28009
2014,46-65 y.,Post-secondary Non-tertiary Level,No,0.74894,528,688,0.71651,0.78137
2014,46-65 y.,First Stage of Tertiary Education,Yes,0.27699,189,760,0.24515,0.30883
2014,46-65 y.,First Stage of Tertiary Education,No,0.72243,571,760,0.69057,0.75429
2014,46-65 y.,Second Stage of Tertiary Education,Yes,0.21215,462,2419,0.19586,0.22845
2014,46-65 y.,Second Stage of Tertiary Education,No,0.78725,1957,2419,0.77094,0.80356
2014,66 and older,Primary Level,No,0.88431,45,45,0.78979,0.97882
2014,66 and older,Lower Secondary Level,Yes,0.11652,75,690,0.09256,0.14047
2014,66 and older,Lower Secondary Level,No,0.88348,615,690,0.85953,0.90744
2014,66 and older,Upper Secondary Level,Yes,0.12145,311,2551,0.10877,0.13413
2014,66 and older,Upper Secondary Level,No,0.87452,2240,2551,0.86166,0.88738
2014,66 and older,Post-secondary Non-tertiary Level,No,0.89176,104,104,0.83176,0.95176
2014,66 and older,First Stage of Tertiary Education,No,0.92407,316,316,0.89482,0.95332
2014,66 and older,Second Stage of Tertiary Education,Yes,0.10568,127,1164,0.08801,0.12334
2014,66 and older,Second Stage of Tertiary Education,No,0.89383,1037,1164,0.87613,0.91154
2016,17-29 y.,Pre-primary Level,Yes,0.07281,43,334,0.04490,0.10071
2016,17-29 y.,Pre-primary Level,No,0.40386,291,334,0.35116,0.45656
2016,17-29 y.,Primary Level,Yes,0.26640,34,73,0.16428,0.36851
2016,17-29 y.,Primary Level,No,0.46690,39,73,0.35166,0.58214
2016,17-29 y.,Lower Secondary Level,Yes,0.35221,319,751,0.31803,0.38640
2016,17-29 y.,Lower Secondary Level,No,0.51941,432,751,0.48366,0.55517
2016,17-29 y.,Upper Secondary Level,Yes,0.25012,406,1461,0.22791,0.27234
2016,17-29 y.,Upper Secondary Level,No,0.72670,1055,1461,0.70384,0.74956
2016,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.22384,72,264,0.17347,0.27422
2016,17-29 y.,Post-secondary Non-tertiary Level,No,0.75227,192,264,0.70009,0.80444
2016,17-29 y.,First Stage of Tertiary Education,No,0.89990,39,39,0.80447,0.99533
2016,17-29 y.,Second Stage of Tertiary Education,Yes,0.18102,57,393,0.14290,0.21913
2016,17-29 y.,Second Stage of Tertiary Education,No,0.78848,336,393,0.74806,0.82891
2016,30-45 y.,Primary Level,Yes,0.48858,86,160,0.41088,0.56628
2016,30-45 y.,Primary Level,No,0.39970,74,160,0.32356,0.47584
2016,30-45 y.,Lower Secondary Level,Yes,0.51805,326,617,0.47859,0.55751
