year,pgisced97,regtyp,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Lower Secondary Level,Urban regions,No,0.69215,1178,1729,0.67039,0.71392
2004,Lower Secondary Level,Rural regions,Yes,0.28905,254,835,0.25828,0.31981
2004,Lower Secondary Level,Rural regions,No,0.70687,581,835,0.67597,0.73776
2004,Upper Secondary Level,Urban regions,Yes,0.33155,2277,6830,0.32038,0.34271
2004,Upper Secondary Level,Urban regions,No,0.66517,4553,6830,0.65397,0.67636
2004,Upper Secondary Level,Rural regions,Yes,0.31536,1284,3929,0.30083,0.32989
2004,Upper Secondary Level,Rural regions,No,0.68099,2645,3929,0.66641,0.69556
2004,Post-secondary Non-tertiary Level,Urban regions,Yes,0.30369,261,886,0.27339,0.33398
2004,Post-secondary Non-tertiary Level,Urban regions,No,0.69161,625,886,0.66118,0.72203
2004,Post-secondary Non-tertiary Level,Rural regions,Yes,0.26172,76,267,0.20889,0.31454
2004,Post-secondary Non-tertiary Level,Rural regions,No,0.73828,191,267,0.68546,0.79111
2004,First Stage of Tertiary Education,Urban regions,Yes,0.27378,294,1041,0.24668,0.30088
2004,First Stage of Tertiary Education,Urban regions,No,0.72331,747,1041,0.69612,0.75050
2004,First Stage of Tertiary Education,Rural regions,Yes,0.21348,140,598,0.18061,0.24635
2004,First Stage of Tertiary Education,Rural regions,No,0.78604,458,598,0.75314,0.81894
2004,Second Stage of Tertiary Education,Urban regions,Yes,0.23531,644,3032,0.22020,0.25041
2004,Second Stage of Tertiary Education,Urban regions,No,0.76170,2388,3032,0.74654,0.77687
2004,Second Stage of Tertiary Education,Rural regions,Yes,0.19633,233,1254,0.17433,0.21832
2004,Second Stage of Tertiary Education,Rural regions,No,0.80367,1021,1254,0.78168,0.82567
2006,Pre-primary Level,Urban regions,Yes,0.14766,52,275,0.10565,0.18966
2006,Pre-primary Level,Urban regions,No,0.52581,223,275,0.46669,0.58494
2006,Pre-primary Level,Rural regions,Yes,0.14408,35,122,0.08151,0.20665
2006,Pre-primary Level,Rural regions,No,0.40762,87,122,0.32006,0.49518
2006,Primary Level,Urban regions,Yes,0.49041,77,175,0.41613,0.56469
2006,Primary Level,Urban regions,No,0.50295,98,175,0.42866,0.57724
2006,Primary Level,Rural regions,No,0.57499,42,42,0.42367,0.72631
2006,Lower Secondary Level,Urban regions,Yes,0.32381,546,1633,0.30111,0.34651
2006,Lower Secondary Level,Urban regions,No,0.65918,1087,1633,0.63618,0.68218
2006,Lower Secondary Level,Rural regions,Yes,0.29565,256,844,0.26485,0.32646
2006,Lower Secondary Level,Rural regions,No,0.68296,588,844,0.65155,0.71437
2006,Upper Secondary Level,Urban regions,Yes,0.33287,2236,6978,0.32181,0.34393
2006,Upper Secondary Level,Urban regions,No,0.66409,4742,6978,0.65301,0.67518
2006,Upper Secondary Level,Rural regions,Yes,0.31195,1283,4091,0.29776,0.32615
2006,Upper Secondary Level,Rural regions,No,0.68661,2808,4091,0.67239,0.70083
2006,Post-secondary Non-tertiary Level,Urban regions,Yes,0.29453,261,916,0.26500,0.32407
2006,Post-secondary Non-tertiary Level,Urban regions,No,0.70386,655,916,0.67427,0.73344
2006,Post-secondary Non-tertiary Level,Rural regions,Yes,0.28654,83,295,0.23485,0.33822
2006,Post-secondary Non-tertiary Level,Rural regions,No,0.71346,212,295,0.66178,0.76515
2006,First Stage of Tertiary Education,Urban regions,Yes,0.28105,269,1028,0.25356,0.30854
2006,First Stage of Tertiary Education,Urban regions,No,0.71895,759,1028,0.69146,0.74644
2006,First Stage of Tertiary Education,Rural regions,Yes,0.20665,135,621,0.17477,0.23852
2006,First Stage of Tertiary Education,Rural regions,No,0.79261,486,621,0.76069,0.82452
2006,Second Stage of Tertiary Education,Urban regions,Yes,0.22098,647,3244,0.20670,0.23526
2006,Second Stage of Tertiary Education,Urban regions,No,0.77821,2597,3244,0.76391,0.79251
2006,Second Stage of Tertiary Education,Rural regions,Yes,0.19415,236,1330,0.17288,0.21541
2006,Second Stage of Tertiary Education,Rural regions,No,0.80585,1094,1330,0.78459,0.82712
2008,Pre-primary Level,Urban regions,Yes,0.10840,35,237,0.06874,0.14806
2008,Pre-primary Level,Urban regions,No,0.48592,202,237,0.42215,0.54968
2008,Pre-primary Level,Rural regions,No,0.49678,96,96,0.39624,0.59733
2008,Primary Level,Urban regions,Yes,0.51203,61,133,0.42676,0.59730
2008,Primary Level,Urban regions,No,0.48797,72,133,0.40270,0.57324
2008,Primary Level,Rural regions,No,0.67057,33,33,0.50772,0.83342
2008,Lower Secondary Level,Urban regions,Yes,0.30265,403,1328,0.27793,0.32737
2008,Lower Secondary Level,Urban regions,No,0.67363,925,1328,0.64840,0.69885
2008,Lower Secondary Level,Rural regions,Yes,0.27524,189,678,0.24159,0.30888
2008,Lower Secondary Level,Rural regions,No,0.69222,489,678,0.65745,0.72699
2008,Upper Secondary Level,Urban regions,Yes,0.32113,1854,6101,0.30941,0.33285
2008,Upper Secondary Level,Urban regions,No,0.67608,4247,6101,0.66433,0.68782
2008,Upper Secondary Level,Rural regions,Yes,0.30896,1109,3619,0.29390,0.32402
2008,Upper Secondary Level,Rural regions,No,0.68940,2510,3619,0.67432,0.70448
2008,Post-secondary Non-tertiary Level,Urban regions,Yes,0.26983,219,813,0.23930,0.30036
2008,Post-secondary Non-tertiary Level,Urban regions,No,0.72961,594,813,0.69906,0.76016
2008,Post-secondary Non-tertiary Level,Rural regions,Yes,0.31123,78,276,0.25651,0.36595
2008,Post-secondary Non-tertiary Level,Rural regions,No,0.68357,198,276,0.62860,0.73854
2008,First Stage of Tertiary Education,Urban regions,Yes,0.25154,209,876,0.22279,0.28029
2008,First Stage of Tertiary Education,Urban regions,No,0.74846,667,876,0.71971,0.77721
2008,First Stage of Tertiary Education,Rural regions,Yes,0.21631,123,537,0.18145,0.25117
2008,First Stage of Tertiary Education,Rural regions,No,0.77194,414,537,0.73642,0.80746
2008,Second Stage of Tertiary Education,Urban regions,Yes,0.18580,531,2977,0.17183,0.19977
2008,Second Stage of Tertiary Education,Urban regions,No,0.81378,2446,2977,0.79979,0.82777
2008,Second Stage of Tertiary Education,Rural regions,Yes,0.19901,216,1213,0.17653,0.22149
2008,Second Stage of Tertiary Education,Rural regions,No,0.80099,997,1213,0.77851,0.82347
2010,Pre-primary Level,Urban regions,No,0.49114,179,179,0.41770,0.56459
2010,Pre-primary Level,Rural regions,No,0.41568,60,60,0.28992,0.54144
2010,Primary Level,Urban regions,Yes,0.33800,44,105,0.24709,0.42892
2010,Primary Level,Urban regions,No,0.42217,61,105,0.32724,0.51709
2010,Lower Secondary Level,Urban regions,Yes,0.24794,317,1086,0.22225,0.27364
2010,Lower Secondary Level,Urban regions,No,0.62268,769,1086,0.59384,0.65152
2010,Lower Secondary Level,Rural regions,Yes,0.25362,144,523,0.21630,0.29094
2010,Lower Secondary Level,Rural regions,No,0.62040,379,523,0.57877,0.66204
2010,Upper Secondary Level,Urban regions,Yes,0.28258,1529,5145,0.27027,0.29488
2010,Upper Secondary Level,Urban regions,No,0.63480,3616,5145,0.62164,0.64795
2010,Upper Secondary Level,Rural regions,Yes,0.26717,967,3142,0.25170,0.28265
2010,Upper Secondary Level,Rural regions,No,0.63264,2175,3142,0.61578,0.64950
2010,Post-secondary Non-tertiary Level,Urban regions,Yes,0.23705,184,690,0.20530,0.26881
2010,Post-secondary Non-tertiary Level,Urban regions,No,0.59227,506,690,0.55557,0.62896
2010,Post-secondary Non-tertiary Level,Rural regions,Yes,0.20541,55,249,0.15513,0.25569
2010,Post-secondary Non-tertiary Level,Rural regions,No,0.64442,194,249,0.58484,0.70399
2010,First Stage of Tertiary Education,Urban regions,Yes,0.25550,189,769,0.22465,0.28634
2010,First Stage of Tertiary Education,Urban regions,No,0.68992,580,769,0.65720,0.72263
2010,First Stage of Tertiary Education,Rural regions,Yes,0.18204,102,485,0.14766,0.21642
2010,First Stage of Tertiary Education,Rural regions,No,0.75033,383,485,0.71177,0.78889
2010,Second Stage of Tertiary Education,Urban regions,Yes,0.16834,467,2715,0.15427,0.18242
2010,Second Stage of Tertiary Education,Urban regions,No,0.72407,2248,2715,0.70725,0.74088
2010,Second Stage of Tertiary Education,Rural regions,Yes,0.15956,193,1115,0.13806,0.18107
2010,Second Stage of Tertiary Education,Rural regions,No,0.76393,922,1115,0.73899,0.78887
2012,Pre-primary Level,Urban regions,No,0.39886,175,175,0.32610,0.47162
2012,Pre-primary Level,Rural regions,No,0.28698,63,63,0.17438,0.39958
2012,Primary Level,Urban regions,Yes,0.36484,67,155,0.28881,0.44087
2012,Primary Level,Urban regions,No,0.49044,88,155,0.41149,0.56940
2012,Primary Level,Rural regions,Yes,0.40217,34,74,0.28968,0.51465
2012,Primary Level,Rural regions,No,0.41743,40,74,0.30430,0.53056
2012,Lower Secondary Level,Urban regions,Yes,0.24884,395,1350,0.22576,0.27191
2012,Lower Secondary Level,Urban regions,No,0.63716,955,1350,0.61151,0.66282
2012,Lower Secondary Level,Rural regions,Yes,0.26726,224,756,0.23570,0.29883
2012,Lower Secondary Level,Rural regions,No,0.62573,532,756,0.59121,0.66025
2012,Upper Secondary Level,Urban regions,Yes,0.27390,1754,6156,0.26276,0.28504
2012,Upper Secondary Level,Urban regions,No,0.65264,4402,6156,0.64074,0.66453
2012,Upper Secondary Level,Rural regions,Yes,0.27743,1244,4097,0.26372,0.29114
2012,Upper Secondary Level,Rural regions,No,0.63904,2853,4097,0.62433,0.65374
2012,Post-secondary Non-tertiary Level,Urban regions,Yes,0.23480,225,865,0.20654,0.26307
2012,Post-secondary Non-tertiary Level,Urban regions,No,0.63676,640,865,0.60469,0.66883
2012,Post-secondary Non-tertiary Level,Rural regions,Yes,0.20930,78,337,0.16580,0.25280
2012,Post-secondary Non-tertiary Level,Rural regions,No,0.66378,259,337,0.61326,0.71429
2012,First Stage of Tertiary Education,Urban regions,Yes,0.23318,209,847,0.20469,0.26168
2012,First Stage of Tertiary Education,Urban regions,No,0.71696,638,847,0.68661,0.74732
2012,First Stage of Tertiary Education,Rural regions,Yes,0.20381,134,584,0.17111,0.23651
2012,First Stage of Tertiary Education,Rural regions,No,0.71266,450,584,0.67592,0.74939
2012,Second Stage of Tertiary Education,Urban regions,Yes,0.15656,542,3264,0.14410,0.16903
2012,Second Stage of Tertiary Education,Urban regions,No,0.75541,2722,3264,0.74066,0.77016
2012,Second Stage of Tertiary Education,Rural regions,Yes,0.16955,220,1370,0.14967,0.18942
2012,Second Stage of Tertiary Education,Rural regions,No,0.75481,1150,1370,0.73202,0.77759
2014,Pre-primary Level,Urban regions,Yes,0.08868,43,296,0.05624,0.12112
2014,Pre-primary Level,Urban regions,No,0.44462,253,296,0.38791,0.50132
2014,Pre-primary Level,Rural regions,No,0.51624,131,131,0.43034,0.60215
2014,Primary Level,Urban regions,Yes,0.46471,173,356,0.41283,0.51660
2014,Primary Level,Urban regions,No,0.53529,183,356,0.48340,0.58717
2014,Primary Level,Rural regions,Yes,0.50119,75,148,0.42037,0.58202
2014,Primary Level,Rural regions,No,0.49881,73,148,0.41798,0.57963
2014,Lower Secondary Level,Urban regions,Yes,0.32220,762,2069,0.30206,0.34235
2014,Lower Secondary Level,Urban regions,No,0.65824,1307,2069,0.63780,0.67868
2014,Lower Secondary Level,Rural regions,Yes,0.35058,410,1036,0.32151,0.37965
2014,Lower Secondary Level,Rural regions,No,0.62513,626,1036,0.59563,0.65462
2014,Upper Secondary Level,Urban regions,Yes,0.28996,2289,7577,0.27974,0.30018
2014,Upper Secondary Level,Urban regions,No,0.70749,5288,7577,0.69724,0.71773
2014,Upper Secondary Level,Rural regions,Yes,0.30979,1573,4933,0.29688,0.32269
2014,Upper Secondary Level,Rural regions,No,0.68506,3360,4933,0.67210,0.69802
2014,Post-secondary Non-tertiary Level,Urban regions,Yes,0.27588,409,1478,0.25308,0.29867
2014,Post-secondary Non-tertiary Level,Urban regions,No,0.72197,1069,1478,0.69912,0.74482
2014,Post-secondary Non-tertiary Level,Rural regions,Yes,0.26242,146,563,0.22605,0.29879
2014,Post-secondary Non-tertiary Level,Rural regions,No,0.73417,417,563,0.69764,0.77069
2014,First Stage of Tertiary Education,Urban regions,Yes,0.21968,204,948,0.19331,0.24605
2014,First Stage of Tertiary Education,Urban regions,No,0.77991,744,948,0.75352,0.80629
2014,First Stage of Tertiary Education,Rural regions,Yes,0.20097,127,641,0.16992,0.23202
2014,First Stage of Tertiary Education,Rural regions,No,0.79864,514,641,0.76757,0.82971
2014,Second Stage of Tertiary Education,Urban regions,Yes,0.16407,691,4514,0.15326,0.17487
2014,Second Stage of Tertiary Education,Urban regions,No,0.83393,3823,4514,0.82307,0.84479
2014,Second Stage of Tertiary Education,Rural regions,Yes,0.17876,289,1706,0.16057,0.19695
2014,Second Stage of Tertiary Education,Rural regions,No,0.82073,1417,1706,0.80253,0.83894
2016,Pre-primary Level,Urban regions,Yes,0.07207,33,242,0.03942,0.10472
2016,Pre-primary Level,Urban regions,No,0.39019,209,242,0.32860,0.45177
2016,Pre-primary Level,Rural regions,No,0.43714,82,82,0.32911,0.54516
2016,Primary Level,Urban regions,Yes,0.39315,128,276,0.33542,0.45088
2016,Primary Level,Urban regions,No,0.50768,148,276,0.44859,0.56677
2016,Primary Level,Rural regions,Yes,0.36021,56,122,0.27467,0.44575
2016,Primary Level,Rural regions,No,0.52174,66,122,0.43273,0.61074
2016,Lower Secondary Level,Urban regions,Yes,0.33212,630,1665,0.30949,0.35475
2016,Lower Secondary Level,Urban regions,No,0.62668,1035,1665,0.60344,0.64992
2016,Lower Secondary Level,Rural regions,Yes,0.28851,321,892,0.25876,0.31826
2016,Lower Secondary Level,Rural regions,No,0.66871,571,892,0.63781,0.69962
2016,Upper Secondary Level,Urban regions,Yes,0.27091,1884,6566,0.26016,0.28166
2016,Upper Secondary Level,Urban regions,No,0.72156,4682,6566,0.71072,0.73240
2016,Upper Secondary Level,Rural regions,Yes,0.29482,1369,4386,0.28132,0.30831
2016,Upper Secondary Level,Rural regions,No,0.70003,3017,4386,0.68647,0.71359
2016,Post-secondary Non-tertiary Level,Urban regions,Yes,0.26439,406,1469,0.24183,0.28695
2016,Post-secondary Non-tertiary Level,Urban regions,No,0.72861,1063,1469,0.70586,0.75136
2016,Post-secondary Non-tertiary Level,Rural regions,Yes,0.22636,145,543,0.19113,0.26160
2016,Post-secondary Non-tertiary Level,Rural regions,No,0.76588,398,543,0.73023,0.80153
2016,First Stage of Tertiary Education,Urban regions,Yes,0.21850,172,829,0.19035,0.24664
2016,First Stage of Tertiary Education,Urban regions,No,0.78066,657,829,0.75247,0.80884
2016,First Stage of Tertiary Education,Rural regions,Yes,0.18450,110,568,0.15258,0.21643
2016,First Stage of Tertiary Education,Rural regions,No,0.81272,458,568,0.78061,0.84484
2016,Second Stage of Tertiary Education,Urban regions,Yes,0.15840,602,4229,0.14739,0.16940
2016,Second Stage of Tertiary Education,Urban regions,No,0.83217,3627,4229,0.82090,0.84343
2016,Second Stage of Tertiary Education,Rural regions,Yes,0.17495,255,1648,0.15660,0.19330
2016,Second Stage of Tertiary Education,Rural regions,No,0.81798,1393,1648,0.79934,0.83661
2018,Pre-primary Level,Urban regions,No,0.52107,226,226,0.45579,0.58634
2018,Pre-primary Level,Rural regions,No,0.37980,75,75,0.26922,0.49038
2018,Primary Level,Urban regions,Yes,0.38760,170,347,0.33626,0.43893
2018,Primary Level,Urban regions,No,0.47332,177,347,0.42071,0.52593
2018,Primary Level,Rural regions,Yes,0.36368,62,133,0.28162,0.44575
2018,Primary Level,Rural regions,No,0.48156,71,133,0.39632,0.56680
2018,Lower Secondary Level,Urban regions,Yes,0.32542,652,1713,0.30323,0.34762
2018,Lower Secondary Level,Urban regions,No,0.63704,1061,1713,0.61426,0.65981
2018,Lower Secondary Level,Rural regions,Yes,0.31537,364,973,0.28616,0.34458
2018,Lower Secondary Level,Rural regions,No,0.63484,609,973,0.60457,0.66511
2018,Upper Secondary Level,Urban regions,Yes,0.26320,1912,6929,0.25283,0.27357
2018,Upper Secondary Level,Urban regions,No,0.73000,5017,6929,0.71954,0.74045
2018,Upper Secondary Level,Rural regions,Yes,0.29354,1410,4580,0.28035,0.30673
2018,Upper Secondary Level,Rural regions,No,0.70044,3170,4580,0.68717,0.71371
2018,Post-secondary Non-tertiary Level,Urban regions,Yes,0.26745,407,1512,0.24514,0.28977
2018,Post-secondary Non-tertiary Level,Urban regions,No,0.72504,1105,1512,0.70253,0.74756
2018,Post-secondary Non-tertiary Level,Rural regions,Yes,0.22706,144,610,0.19379,0.26033
2018,Post-secondary Non-tertiary Level,Rural regions,No,0.77024,466,610,0.73683,0.80365
2018,First Stage of Tertiary Education,Urban regions,Yes,0.20413,162,838,0.17682,0.23144
2018,First Stage of Tertiary Education,Urban regions,No,0.79086,676,838,0.76330,0.81841
2018,First Stage of Tertiary Education,Rural regions,Yes,0.20509,113,601,0.17279,0.23740
2018,First Stage of Tertiary Education,Rural regions,No,0.78803,488,601,0.75533,0.82074
2018,Second Stage of Tertiary Education,Urban regions,Yes,0.14946,644,4590,0.13915,0.15978
2018,Second Stage of Tertiary Education,Urban regions,No,0.83854,3946,4590,0.82789,0.84919
2018,Second Stage of Tertiary Education,Rural regions,Yes,0.14259,241,1742,0.12616,0.15901
2018,Second Stage of Tertiary Education,Rural regions,No,0.85069,1501,1742,0.83395,0.86743
2020,Pre-primary Level,Urban regions,Yes,0.04670,32,257,0.02086,0.07255
2020,Pre-primary Level,Urban regions,No,0.45766,225,257,0.39663,0.51869
2020,Pre-primary Level,Rural regions,No,0.39088,86,86,0.28715,0.49461
2020,Primary Level,Urban regions,Yes,0.36755,354,1042,0.33826,0.39684
2020,Primary Level,Urban regions,No,0.58166,688,1042,0.55170,0.61163
2020,Primary Level,Rural regions,Yes,0.39470,161,438,0.34887,0.44053
2020,Primary Level,Rural regions,No,0.55798,277,438,0.51142,0.60454
2020,Lower Secondary Level,Urban regions,Yes,0.31275,696,1984,0.29234,0.33315
2020,Lower Secondary Level,Urban regions,No,0.66460,1288,1984,0.64382,0.68538
2020,Lower Secondary Level,Rural regions,Yes,0.30058,373,1049,0.27282,0.32834
2020,Lower Secondary Level,Rural regions,No,0.66286,676,1049,0.63424,0.69148
2020,Upper Secondary Level,Urban regions,Yes,0.24697,1859,6908,0.23680,0.25714
2020,Upper Secondary Level,Urban regions,No,0.74778,5049,6908,0.73754,0.75802
2020,Upper Secondary Level,Rural regions,Yes,0.28918,1278,4271,0.27558,0.30278
2020,Upper Secondary Level,Rural regions,No,0.70840,2993,4271,0.69476,0.72203
2020,Post-secondary Non-tertiary Level,Urban regions,Yes,0.23085,406,1697,0.21079,0.25090
2020,Post-secondary Non-tertiary Level,Urban regions,No,0.76837,1291,1697,0.74829,0.78845
2020,Post-secondary Non-tertiary Level,Rural regions,Yes,0.23299,148,646,0.20036,0.26561
2020,Post-secondary Non-tertiary Level,Rural regions,No,0.76701,498,646,0.73439,0.79964
2020,First Stage of Tertiary Education,Urban regions,Yes,0.19560,159,848,0.16889,0.22232
2020,First Stage of Tertiary Education,Urban regions,No,0.80125,689,848,0.77438,0.82813
2020,First Stage of Tertiary Education,Rural regions,Yes,0.19954,101,608,0.16775,0.23134
2020,First Stage of Tertiary Education,Rural regions,No,0.80046,507,608,0.76866,0.83225
2020,Second Stage of Tertiary Education,Urban regions,Yes,0.13370,813,5656,0.12483,0.14257
2020,Second Stage of Tertiary Education,Urban regions,No,0.86451,4843,5656,0.85559,0.87343
2020,Second Stage of Tertiary Education,Rural regions,Yes,0.13295,306,2010,0.11810,0.14780
2020,Second Stage of Tertiary Education,Rural regions,No,0.86466,1704,2010,0.84970,0.87962
2022,Pre-primary Level,Urban regions,No,0.52970,201,201,0.46053,0.59888
2022,Pre-primary Level,Rural regions,No,0.49877,78,78,0.38709,0.61045
2022,Primary Level,Urban regions,Yes,0.36912,93,209,0.30354,0.43470
2022,Primary Level,Urban regions,No,0.39239,116,209,0.32604,0.45875
2022,Primary Level,Rural regions,Yes,0.31671,41,87,0.21839,0.41503
2022,Primary Level,Rural regions,No,0.47576,46,87,0.37021,0.58131
2022,Lower Secondary Level,Urban regions,Yes,0.30700,319,944,0.27756,0.33644
2022,Lower Secondary Level,Urban regions,No,0.65067,625,944,0.62024,0.68110
2022,Lower Secondary Level,Rural regions,Yes,0.28048,206,624,0.24520,0.31576
2022,Lower Secondary Level,Rural regions,No,0.68970,418,624,0.65337,0.72603
2022,Upper Secondary Level,Urban regions,Yes,0.22880,1270,5349,0.21754,0.24005
2022,Upper Secondary Level,Urban regions,No,0.75912,4079,5349,0.74765,0.77058
2022,Upper Secondary Level,Rural regions,Yes,0.26303,954,3514,0.24848,0.27759
2022,Upper Secondary Level,Rural regions,No,0.73340,2560,3514,0.71877,0.74802
2022,Post-secondary Non-tertiary Level,Urban regions,Yes,0.22125,337,1527,0.20042,0.24207
2022,Post-secondary Non-tertiary Level,Urban regions,No,0.77367,1190,1527,0.75268,0.79467
2022,Post-secondary Non-tertiary Level,Rural regions,Yes,0.17164,130,611,0.14172,0.20156
2022,Post-secondary Non-tertiary Level,Rural regions,No,0.82292,481,611,0.79263,0.85322
2022,First Stage of Tertiary Education,Urban regions,Yes,0.17993,132,784,0.15303,0.20684
2022,First Stage of Tertiary Education,Urban regions,No,0.81775,652,784,0.79070,0.84479
2022,First Stage of Tertiary Education,Rural regions,Yes,0.16104,94,576,0.13099,0.19108
2022,First Stage of Tertiary Education,Rural regions,No,0.83891,482,576,0.80886,0.86896
2022,Second Stage of Tertiary Education,Urban regions,Yes,0.11922,765,6430,0.11130,0.12714
2022,Second Stage of Tertiary Education,Urban regions,No,0.87133,5665,6430,0.86315,0.87952
2022,Second Stage of Tertiary Education,Rural regions,Yes,0.11485,245,1921,0.10059,0.12912
2022,Second Stage of Tertiary Education,Rural regions,No,0.87845,1676,1921,0.86384,0.89307
