year,bula_h,sex,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Mecklenburg-Western Pomerania,female,No,0.62160,211,284,0.56510,0.67811
2002,Saxony,male,Yes,0.29236,275,809,0.26100,0.32372
2002,Saxony,male,No,0.55514,534,809,0.52087,0.58941
2002,Saxony,female,Yes,0.14334,152,839,0.11962,0.16707
2002,Saxony,female,No,0.72761,687,839,0.69746,0.75775
2002,Saxony-Anhalt,male,Yes,0.36141,186,462,0.31755,0.40526
2002,Saxony-Anhalt,male,No,0.52822,276,462,0.48265,0.57380
2002,Saxony-Anhalt,female,Yes,0.20634,126,509,0.17115,0.24153
2002,Saxony-Anhalt,female,No,0.66197,383,509,0.62083,0.70311
2002,Thuringa,male,Yes,0.31533,183,481,0.27376,0.35690
2002,Thuringa,male,No,0.54292,298,481,0.49836,0.58749
2002,Thuringa,female,Yes,0.18772,116,486,0.15297,0.22248
2002,Thuringa,female,No,0.67390,370,486,0.63218,0.71562
2004,Schleswig-Holstein,male,Yes,0.34628,114,316,0.29373,0.39882
2004,Schleswig-Holstein,male,No,0.51751,202,316,0.46233,0.57270
2004,Schleswig-Holstein,female,Yes,0.21002,89,353,0.16747,0.25257
2004,Schleswig-Holstein,female,No,0.61862,264,353,0.56788,0.66936
2004,Hamburg,male,Yes,0.38023,48,138,0.29894,0.46152
2004,Hamburg,male,No,0.49779,90,138,0.41406,0.58152
2004,Hamburg,female,Yes,0.24769,36,154,0.17928,0.31609
2004,Hamburg,female,No,0.58512,118,154,0.50705,0.66319
2004,Lower Saxony,male,Yes,0.28291,305,910,0.25363,0.31219
2004,Lower Saxony,male,No,0.52782,605,910,0.49536,0.56027
2004,Lower Saxony,female,Yes,0.21402,257,970,0.18819,0.23984
2004,Lower Saxony,female,No,0.61638,713,970,0.58576,0.64699
2004,Bremen,male,No,0.57095,48,48,0.42945,0.71245
2004,Bremen,female,No,0.61728,63,63,0.49629,0.73827
2004,North Rhine-Westphalia,male,Yes,0.29465,780,2185,0.27553,0.31377
2004,North Rhine-Westphalia,male,No,0.53166,1405,2185,0.51073,0.55259
2004,North Rhine-Westphalia,female,Yes,0.22661,666,2338,0.20964,0.24359
2004,North Rhine-Westphalia,female,No,0.61706,1672,2338,0.59736,0.63677
2004,Hesse,male,Yes,0.26710,221,695,0.23418,0.30002
2004,Hesse,male,No,0.51290,474,695,0.47572,0.55009
2004,Hesse,female,Yes,0.20340,199,746,0.17449,0.23230
2004,Hesse,female,No,0.62178,547,746,0.58695,0.65660
2004,"Rhineland-Palatinate, Saarland",male,Yes,0.30834,219,611,0.27169,0.34499
2004,"Rhineland-Palatinate, Saarland",male,No,0.49374,392,611,0.45406,0.53341
2004,"Rhineland-Palatinate, Saarland",female,Yes,0.21953,187,690,0.18863,0.25044
2004,"Rhineland-Palatinate, Saarland",female,No,0.60827,503,690,0.57182,0.64472
2004,Baden-Wuerttemberg,male,Yes,0.26409,414,1270,0.23983,0.28834
2004,Baden-Wuerttemberg,male,No,0.53586,856,1270,0.50843,0.56330
2004,Baden-Wuerttemberg,female,Yes,0.18205,305,1333,0.16133,0.20278
2004,Baden-Wuerttemberg,female,No,0.63339,1028,1333,0.60751,0.65927
2004,Bavaria,male,Yes,0.25641,422,1448,0.23391,0.27891
2004,Bavaria,male,No,0.58736,1026,1448,0.56199,0.61272
2004,Bavaria,female,Yes,0.21276,396,1592,0.19265,0.23287
2004,Bavaria,female,No,0.62806,1196,1592,0.60431,0.65181
2004,Berlin,male,Yes,0.34379,146,393,0.29677,0.39081
2004,Berlin,male,No,0.49084,247,393,0.44136,0.54033
2004,Berlin,female,Yes,0.32060,140,411,0.27542,0.36577
2004,Berlin,female,No,0.53153,271,411,0.48323,0.57983
2004,Brandenburg,male,Yes,0.30752,150,431,0.26390,0.35113
2004,Brandenburg,male,No,0.55351,281,431,0.50652,0.60050
2004,Brandenburg,female,Yes,0.20035,100,472,0.16420,0.23650
2004,Brandenburg,female,No,0.67746,372,472,0.63524,0.71967
2004,Mecklenburg-Western Pomerania,male,Yes,0.27174,77,235,0.21474,0.32874
2004,Mecklenburg-Western Pomerania,male,No,0.60500,158,235,0.54237,0.66764
2004,Mecklenburg-Western Pomerania,female,Yes,0.21833,71,274,0.16933,0.26734
2004,Mecklenburg-Western Pomerania,female,No,0.61368,203,274,0.55592,0.67144
2004,Saxony,male,Yes,0.28987,247,760,0.25759,0.32214
2004,Saxony,male,No,0.56313,513,760,0.52784,0.59842
2004,Saxony,female,Yes,0.16191,153,805,0.13644,0.18737
2004,Saxony,female,No,0.71964,652,805,0.68859,0.75069
2004,Saxony-Anhalt,male,Yes,0.31356,164,427,0.26951,0.35762
2004,Saxony-Anhalt,male,No,0.55478,263,427,0.50758,0.60197
2004,Saxony-Anhalt,female,Yes,0.20209,130,495,0.16668,0.23750
2004,Saxony-Anhalt,female,No,0.68712,365,495,0.64623,0.72801
2004,Thuringa,male,Yes,0.31334,168,462,0.27100,0.35568
2004,Thuringa,male,No,0.55431,294,462,0.50894,0.59969
2004,Thuringa,female,Yes,0.20008,116,480,0.16426,0.23591
2004,Thuringa,female,No,0.66737,364,480,0.62518,0.70956
2006,Schleswig-Holstein,male,Yes,0.30382,98,313,0.25279,0.35486
2006,Schleswig-Holstein,male,No,0.52881,215,313,0.47342,0.58420
2006,Schleswig-Holstein,female,Yes,0.25213,97,360,0.20721,0.29705
2006,Schleswig-Holstein,female,No,0.57529,263,360,0.52416,0.62643
2006,Hamburg,male,Yes,0.34352,46,141,0.26485,0.42218
2006,Hamburg,male,No,0.51735,95,141,0.43458,0.60013
2006,Hamburg,female,Yes,0.22170,37,161,0.15733,0.28606
2006,Hamburg,female,No,0.63866,124,161,0.56423,0.71310
2006,Lower Saxony,male,Yes,0.24922,286,945,0.22163,0.27682
2006,Lower Saxony,male,No,0.56763,659,945,0.53603,0.59923
2006,Lower Saxony,female,Yes,0.23096,278,1014,0.20500,0.25691
2006,Lower Saxony,female,No,0.58472,736,1014,0.55438,0.61507
2006,Bremen,male,No,0.63804,44,44,0.49440,0.78168
2006,Bremen,female,No,0.61390,58,58,0.48751,0.74029
2006,North Rhine-Westphalia,male,Yes,0.30115,754,2179,0.28189,0.32042
2006,North Rhine-Westphalia,male,No,0.52393,1425,2179,0.50295,0.54490
2006,North Rhine-Westphalia,female,Yes,0.22954,646,2364,0.21258,0.24649
2006,North Rhine-Westphalia,female,No,0.60664,1718,2364,0.58694,0.62633
2006,Hesse,male,Yes,0.29937,231,707,0.26558,0.33315
2006,Hesse,male,No,0.49796,476,707,0.46108,0.53484
2006,Hesse,female,Yes,0.21925,192,774,0.19008,0.24842
2006,Hesse,female,No,0.61158,582,774,0.57722,0.64594
2006,"Rhineland-Palatinate, Saarland",male,Yes,0.28219,199,598,0.24609,0.31830
2006,"Rhineland-Palatinate, Saarland",male,No,0.51380,399,598,0.47371,0.55390
2006,"Rhineland-Palatinate, Saarland",female,Yes,0.22611,182,690,0.19487,0.25734
2006,"Rhineland-Palatinate, Saarland",female,No,0.60013,508,690,0.56355,0.63671
2006,Baden-Wuerttemberg,male,Yes,0.26291,398,1299,0.23896,0.28686
2006,Baden-Wuerttemberg,male,No,0.54353,901,1299,0.51644,0.57063
2006,Baden-Wuerttemberg,female,Yes,0.20513,325,1415,0.18408,0.22618
2006,Baden-Wuerttemberg,female,No,0.62578,1090,1415,0.60056,0.65100
2006,Bavaria,male,Yes,0.25254,437,1488,0.23046,0.27462
2006,Bavaria,male,No,0.56748,1051,1488,0.54230,0.59266
2006,Bavaria,female,Yes,0.21796,409,1649,0.19802,0.23789
2006,Bavaria,female,No,0.62118,1240,1649,0.59776,0.64460
2006,Berlin,male,Yes,0.31853,129,365,0.27067,0.36639
2006,Berlin,male,No,0.52143,236,365,0.47011,0.57275
2006,Berlin,female,Yes,0.31600,128,414,0.27116,0.36083
2006,Berlin,female,No,0.56482,286,414,0.51700,0.61263
2006,Brandenburg,male,Yes,0.31436,152,451,0.27146,0.35725
2006,Brandenburg,male,No,0.54372,299,451,0.49770,0.58974
2006,Brandenburg,female,Yes,0.20441,112,485,0.16848,0.24034
2006,Brandenburg,female,No,0.65607,373,485,0.61375,0.69839
2006,Mecklenburg-Western Pomerania,male,Yes,0.30810,92,257,0.25154,0.36466
2006,Mecklenburg-Western Pomerania,male,No,0.54912,165,257,0.48816,0.61007
2006,Mecklenburg-Western Pomerania,female,Yes,0.23556,75,290,0.18664,0.28449
2006,Mecklenburg-Western Pomerania,female,No,0.62448,215,290,0.56865,0.68031
2006,Saxony,male,Yes,0.27217,227,763,0.24057,0.30377
2006,Saxony,male,No,0.59115,536,763,0.55624,0.62605
2006,Saxony,female,Yes,0.15667,150,816,0.13172,0.18163
2006,Saxony,female,No,0.72488,666,816,0.69422,0.75554
2006,Saxony-Anhalt,male,Yes,0.29938,164,434,0.25624,0.34252
2006,Saxony-Anhalt,male,No,0.55473,270,434,0.50791,0.60154
2006,Saxony-Anhalt,female,Yes,0.21663,134,478,0.17966,0.25360
2006,Saxony-Anhalt,female,No,0.65537,344,478,0.61272,0.69802
2006,Thuringa,male,Yes,0.27090,135,454,0.22997,0.31182
2006,Thuringa,male,No,0.57970,319,454,0.53424,0.62515
2006,Thuringa,female,Yes,0.19089,117,494,0.15620,0.22558
2006,Thuringa,female,No,0.68685,377,494,0.64591,0.72779
2008,Schleswig-Holstein,male,Yes,0.26680,69,260,0.21293,0.32066
2008,Schleswig-Holstein,male,No,0.57488,191,260,0.51468,0.63509
2008,Schleswig-Holstein,female,Yes,0.21506,70,292,0.16785,0.26227
2008,Schleswig-Holstein,female,No,0.62443,222,292,0.56878,0.68007
2008,Hamburg,male,Yes,0.36169,42,132,0.27941,0.44397
2008,Hamburg,male,No,0.53728,90,132,0.45189,0.62266
2008,Hamburg,female,Yes,0.21495,34,148,0.14854,0.28135
2008,Hamburg,female,No,0.65359,114,148,0.57667,0.73051
2008,Lower Saxony,male,Yes,0.25471,242,836,0.22516,0.28427
2008,Lower Saxony,male,No,0.57244,594,836,0.53888,0.60600
2008,Lower Saxony,female,Yes,0.22342,224,904,0.19625,0.25058
2008,Lower Saxony,female,No,0.62302,680,904,0.59141,0.65463
2008,Bremen,male,No,0.63288,41,41,0.48350,0.78226
2008,Bremen,female,No,0.67195,59,59,0.55112,0.79278
2008,North Rhine-Westphalia,male,Yes,0.29028,615,1862,0.26966,0.31090
2008,North Rhine-Westphalia,male,No,0.54260,1247,1862,0.51997,0.56523
2008,North Rhine-Westphalia,female,Yes,0.22233,527,2063,0.20438,0.24028
2008,North Rhine-Westphalia,female,No,0.61113,1536,2063,0.59009,0.63217
2008,Hesse,male,Yes,0.28686,193,629,0.25148,0.32223
2008,Hesse,male,No,0.51169,436,629,0.47260,0.55079
2008,Hesse,female,Yes,0.19524,162,682,0.16547,0.22501
2008,Hesse,female,No,0.62894,520,682,0.59266,0.66522
2008,"Rhineland-Palatinate, Saarland",male,Yes,0.23515,150,495,0.19775,0.27255
2008,"Rhineland-Palatinate, Saarland",male,No,0.55683,345,495,0.51302,0.60063
2008,"Rhineland-Palatinate, Saarland",female,Yes,0.18838,136,601,0.15709,0.21966
2008,"Rhineland-Palatinate, Saarland",female,No,0.65889,465,601,0.62096,0.69683
2008,Baden-Wuerttemberg,male,Yes,0.25971,320,1134,0.23418,0.28524
2008,Baden-Wuerttemberg,male,No,0.55300,814,1134,0.52405,0.58195
2008,Baden-Wuerttemberg,female,Yes,0.16984,233,1222,0.14877,0.19090
2008,Baden-Wuerttemberg,female,No,0.65886,989,1222,0.63226,0.68545
2008,Bavaria,male,Yes,0.25188,382,1310,0.22836,0.27539
2008,Bavaria,male,No,0.57143,928,1310,0.54462,0.59824
2008,Bavaria,female,Yes,0.20682,342,1437,0.18587,0.22777
2008,Bavaria,female,No,0.63320,1095,1437,0.60827,0.65813
2008,Berlin,male,Yes,0.31247,117,330,0.26238,0.36255
2008,Berlin,male,No,0.53049,213,330,0.47656,0.58442
2008,Berlin,female,Yes,0.28410,117,390,0.23928,0.32891
2008,Berlin,female,No,0.60598,273,390,0.55742,0.65454
2008,Brandenburg,male,Yes,0.31851,128,392,0.27233,0.36469
2008,Brandenburg,male,No,0.52548,264,392,0.47598,0.57497
2008,Brandenburg,female,Yes,0.22442,98,430,0.18494,0.26390
2008,Brandenburg,female,No,0.65327,332,430,0.60823,0.69830
2008,Mecklenburg-Western Pomerania,male,Yes,0.31271,83,234,0.25318,0.37223
2008,Mecklenburg-Western Pomerania,male,No,0.56654,151,234,0.50291,0.63017
2008,Mecklenburg-Western Pomerania,female,Yes,0.25971,66,256,0.20590,0.31353
2008,Mecklenburg-Western Pomerania,female,No,0.63822,190,256,0.57924,0.69720
2008,Saxony,male,Yes,0.26925,201,704,0.23646,0.30204
2008,Saxony,male,No,0.61314,503,704,0.57714,0.64915
2008,Saxony,female,Yes,0.16737,134,727,0.14022,0.19453
2008,Saxony,female,No,0.68506,593,727,0.65127,0.71885
2008,Saxony-Anhalt,male,Yes,0.26090,133,392,0.21738,0.30443
2008,Saxony-Anhalt,male,No,0.57668,259,392,0.52770,0.62565
2008,Saxony-Anhalt,female,Yes,0.22073,116,420,0.18102,0.26044
2008,Saxony-Anhalt,female,No,0.68717,304,420,0.64278,0.73157
2008,Thuringa,male,Yes,0.25285,117,425,0.21147,0.29422
2008,Thuringa,male,No,0.61113,308,425,0.56473,0.65754
2008,Thuringa,female,Yes,0.19187,101,447,0.15532,0.22841
2008,Thuringa,female,No,0.69237,346,447,0.64954,0.73520
2010,Schleswig-Holstein,male,Yes,0.25510,55,217,0.19696,0.31323
2010,Schleswig-Holstein,male,No,0.52895,162,217,0.46238,0.59551
2010,Schleswig-Holstein,female,Yes,0.11728,39,225,0.07514,0.15942
2010,Schleswig-Holstein,female,No,0.60635,186,225,0.54237,0.67033
2010,Hamburg,male,Yes,0.38424,41,126,0.29897,0.46952
2010,Hamburg,male,No,0.46053,85,126,0.37315,0.54791
2010,Hamburg,female,No,0.59038,113,113,0.49930,0.68145
2010,Lower Saxony,male,Yes,0.21289,197,711,0.18278,0.24300
2010,Lower Saxony,male,No,0.52939,514,711,0.49267,0.56610
2010,Lower Saxony,female,Yes,0.19205,203,790,0.16457,0.21954
2010,Lower Saxony,female,No,0.55820,587,790,0.52355,0.59286
2010,Bremen,male,No,0.56530,33,33,0.39354,0.73706
2010,Bremen,female,No,0.56937,44,44,0.42137,0.71737
2010,North Rhine-Westphalia,male,Yes,0.25244,515,1615,0.23124,0.27363
2010,North Rhine-Westphalia,male,No,0.49768,1100,1615,0.47329,0.52208
2010,North Rhine-Westphalia,female,Yes,0.17376,426,1764,0.15607,0.19145
2010,North Rhine-Westphalia,female,No,0.57478,1338,1764,0.55170,0.59786
2010,Hesse,male,Yes,0.23812,155,537,0.20206,0.27418
2010,Hesse,male,No,0.50697,382,537,0.46464,0.54929
2010,Hesse,female,Yes,0.17241,131,580,0.14165,0.20318
2010,Hesse,female,No,0.54821,449,580,0.50767,0.58874
2010,"Rhineland-Palatinate, Saarland",male,Yes,0.19533,130,435,0.15803,0.23263
2010,"Rhineland-Palatinate, Saarland",male,No,0.54429,305,435,0.49743,0.59114
2010,"Rhineland-Palatinate, Saarland",female,Yes,0.19276,129,519,0.15879,0.22673
2010,"Rhineland-Palatinate, Saarland",female,No,0.58195,390,519,0.53948,0.62443
2010,Baden-Wuerttemberg,male,Yes,0.21203,260,926,0.18569,0.23837
2010,Baden-Wuerttemberg,male,No,0.52006,666,926,0.48786,0.55226
2010,Baden-Wuerttemberg,female,Yes,0.14397,180,1027,0.12249,0.16545
2010,Baden-Wuerttemberg,female,No,0.61337,847,1027,0.58357,0.64317
2010,Bavaria,male,Yes,0.23780,322,1150,0.21318,0.26242
2010,Bavaria,male,No,0.52229,828,1150,0.49341,0.55117
2010,Bavaria,female,Yes,0.20099,298,1265,0.17890,0.22309
2010,Bavaria,female,No,0.56309,967,1265,0.53574,0.59043
2010,Berlin,male,Yes,0.26560,90,299,0.21545,0.31574
2010,Berlin,male,No,0.53917,209,299,0.48257,0.59576
2010,Berlin,female,Yes,0.25593,105,351,0.21021,0.30164
2010,Berlin,female,No,0.52126,246,351,0.46892,0.57359
2010,Brandenburg,male,Yes,0.24751,96,342,0.20170,0.29331
2010,Brandenburg,male,No,0.54156,246,342,0.48867,0.59445
2010,Brandenburg,female,Yes,0.17005,80,365,0.13145,0.20864
2010,Brandenburg,female,No,0.61128,285,365,0.56121,0.66136
2010,Mecklenburg-Western Pomerania,male,Yes,0.30350,75,201,0.23978,0.36722
2010,Mecklenburg-Western Pomerania,male,No,0.51108,126,201,0.44181,0.58036
2010,Mecklenburg-Western Pomerania,female,Yes,0.20795,53,223,0.15457,0.26134
2010,Mecklenburg-Western Pomerania,female,No,0.57966,170,223,0.51473,0.64460
2010,Saxony,male,Yes,0.23354,170,616,0.20010,0.26698
2010,Saxony,male,No,0.58221,446,616,0.54323,0.62119
2010,Saxony,female,Yes,0.10307,103,621,0.07914,0.12700
2010,Saxony,female,No,0.68452,518,621,0.64794,0.72109
2010,Saxony-Anhalt,male,Yes,0.26212,116,335,0.21495,0.30928
2010,Saxony-Anhalt,male,No,0.56343,219,335,0.51024,0.61662
2010,Saxony-Anhalt,female,Yes,0.20413,108,380,0.16355,0.24471
2010,Saxony-Anhalt,female,No,0.61006,272,380,0.56095,0.65916
2010,Thuringa,male,Yes,0.24378,111,357,0.19918,0.28838
2010,Thuringa,male,No,0.55045,246,357,0.49877,0.60212
2010,Thuringa,female,Yes,0.18034,92,397,0.14247,0.21821
2010,Thuringa,female,No,0.61874,305,397,0.57091,0.66658
2012,Schleswig-Holstein,male,Yes,0.21800,75,290,0.17040,0.26561
2012,Schleswig-Holstein,male,No,0.53749,215,290,0.48000,0.59497
2012,Schleswig-Holstein,female,Yes,0.14905,76,350,0.11169,0.18642
2012,Schleswig-Holstein,female,No,0.59903,274,350,0.54762,0.65045
2012,Hamburg,male,Yes,0.32404,49,159,0.25106,0.39701
2012,Hamburg,male,No,0.52076,110,159,0.44286,0.59866
2012,Hamburg,female,Yes,0.17170,37,176,0.11582,0.22757
2012,Hamburg,female,No,0.61895,139,176,0.54700,0.69090
2012,Lower Saxony,male,Yes,0.22596,258,880,0.19832,0.25361
2012,Lower Saxony,male,No,0.52492,622,880,0.49190,0.55793
2012,Lower Saxony,female,Yes,0.19978,257,986,0.17481,0.22475
2012,Lower Saxony,female,No,0.57291,729,986,0.54201,0.60380
2012,Bremen,male,No,0.60272,44,44,0.45646,0.74898
2012,Bremen,female,No,0.49233,52,52,0.35512,0.62954
2012,North Rhine-Westphalia,male,Yes,0.24097,558,1918,0.22183,0.26012
2012,North Rhine-Westphalia,male,No,0.52979,1360,1918,0.50745,0.55213
2012,North Rhine-Westphalia,female,Yes,0.17360,497,2111,0.15744,0.18976
2012,North Rhine-Westphalia,female,No,0.58315,1614,2111,0.56211,0.60418
2012,Hesse,male,Yes,0.20849,175,632,0.17679,0.24019
2012,Hesse,male,No,0.51999,457,632,0.48101,0.55897
2012,Hesse,female,Yes,0.16729,172,761,0.14076,0.19383
2012,Hesse,female,No,0.56882,589,761,0.53361,0.60403
2012,"Rhineland-Palatinate, Saarland",male,Yes,0.20213,164,548,0.16847,0.23578
2012,"Rhineland-Palatinate, Saarland",male,No,0.56003,384,548,0.51843,0.60163
2012,"Rhineland-Palatinate, Saarland",female,Yes,0.19348,174,651,0.16311,0.22385
2012,"Rhineland-Palatinate, Saarland",female,No,0.58481,477,651,0.54693,0.62270
2012,Baden-Wuerttemberg,male,Yes,0.20088,283,1123,0.17744,0.22433
2012,Baden-Wuerttemberg,male,No,0.53736,840,1123,0.50818,0.56653
2012,Baden-Wuerttemberg,female,Yes,0.14941,227,1248,0.12962,0.16920
2012,Baden-Wuerttemberg,female,No,0.61747,1021,1248,0.59049,0.64444
2012,Bavaria,male,Yes,0.24726,417,1499,0.22541,0.26911
2012,Bavaria,male,No,0.52235,1082,1499,0.49705,0.54764
2012,Bavaria,female,Yes,0.17524,350,1672,0.15701,0.19347
2012,Bavaria,female,No,0.59151,1322,1672,0.56794,0.61508
2012,Berlin,male,Yes,0.23906,112,379,0.19606,0.28205
2012,Berlin,male,No,0.54350,267,379,0.49328,0.59371
2012,Berlin,female,Yes,0.22066,126,432,0.18151,0.25981
2012,Berlin,female,No,0.55289,306,432,0.50595,0.59983
2012,Brandenburg,male,Yes,0.30103,140,410,0.25657,0.34548
2012,Brandenburg,male,No,0.49451,270,410,0.44606,0.54297
2012,Brandenburg,female,Yes,0.18396,106,446,0.14796,0.21996
2012,Brandenburg,female,No,0.61136,340,446,0.56607,0.65665
2012,Mecklenburg-Western Pomerania,male,Yes,0.29194,88,238,0.23406,0.34983
2012,Mecklenburg-Western Pomerania,male,No,0.52084,150,238,0.45724,0.58444
2012,Mecklenburg-Western Pomerania,female,Yes,0.22443,70,263,0.17391,0.27495
2012,Mecklenburg-Western Pomerania,female,No,0.56209,193,263,0.50201,0.62216
2012,Saxony,male,Yes,0.25045,194,697,0.21826,0.28264
2012,Saxony,male,No,0.56100,503,697,0.52413,0.59787
2012,Saxony,female,Yes,0.13124,137,740,0.10690,0.15559
2012,Saxony,female,No,0.65041,603,740,0.61603,0.68479
2012,Saxony-Anhalt,male,Yes,0.25557,129,385,0.21194,0.29920
2012,Saxony-Anhalt,male,No,0.55567,256,385,0.50597,0.60537
2012,Saxony-Anhalt,female,Yes,0.18786,122,437,0.15120,0.22453
2012,Saxony-Anhalt,female,No,0.61243,315,437,0.56670,0.65817
2012,Thuringa,male,Yes,0.26322,122,398,0.21990,0.30654
2012,Thuringa,male,No,0.51835,276,398,0.46920,0.56750
2012,Thuringa,female,Yes,0.18861,113,461,0.15286,0.22436
2012,Thuringa,female,No,0.61052,348,461,0.56595,0.65508
2014,Schleswig-Holstein,male,Yes,0.24397,127,409,0.20229,0.28564
2014,Schleswig-Holstein,male,No,0.58661,282,409,0.53883,0.63439
2014,Schleswig-Holstein,female,Yes,0.21871,135,517,0.18304,0.25438
2014,Schleswig-Holstein,female,No,0.65385,382,517,0.61280,0.69490
2014,Hamburg,male,Yes,0.31335,59,205,0.24970,0.37701
2014,Hamburg,male,No,0.55837,146,205,0.49022,0.62651
2014,Hamburg,female,Yes,0.18643,48,239,0.13695,0.23591
2014,Hamburg,female,No,0.66344,191,239,0.60340,0.72347
2014,Lower Saxony,male,Yes,0.22783,383,1213,0.20422,0.25144
2014,Lower Saxony,male,No,0.60001,830,1213,0.57243,0.62759
2014,Lower Saxony,female,Yes,0.21983,386,1390,0.19805,0.24161
2014,Lower Saxony,female,No,0.63944,1004,1390,0.61419,0.66470
2014,Bremen,male,No,0.65267,66,66,0.53692,0.76842
2014,Bremen,female,Yes,0.21449,32,121,0.14104,0.28793
2014,Bremen,female,No,0.63517,89,121,0.54904,0.72130
2014,North Rhine-Westphalia,male,Yes,0.27332,850,2580,0.25612,0.29052
2014,North Rhine-Westphalia,male,No,0.55979,1730,2580,0.54063,0.57895
2014,North Rhine-Westphalia,female,Yes,0.20073,777,3052,0.18652,0.21495
2014,North Rhine-Westphalia,female,No,0.63151,2275,3052,0.61439,0.64863
2014,Hesse,male,Yes,0.26767,250,883,0.23845,0.29689
2014,Hesse,male,No,0.57920,633,883,0.54662,0.61178
2014,Hesse,female,Yes,0.18451,231,1000,0.16046,0.20857
2014,Hesse,female,No,0.63598,769,1000,0.60614,0.66581
2014,"Rhineland-Palatinate, Saarland",male,Yes,0.25351,239,726,0.22184,0.28517
2014,"Rhineland-Palatinate, Saarland",male,No,0.58490,487,726,0.54903,0.62077
2014,"Rhineland-Palatinate, Saarland",female,Yes,0.20151,218,857,0.17463,0.22838
2014,"Rhineland-Palatinate, Saarland",female,No,0.63440,639,857,0.60214,0.66667
2014,Baden-Wuerttemberg,male,Yes,0.20002,400,1489,0.17970,0.22035
2014,Baden-Wuerttemberg,male,No,0.61833,1089,1489,0.59364,0.64301
2014,Baden-Wuerttemberg,female,Yes,0.16300,345,1728,0.14558,0.18042
2014,Baden-Wuerttemberg,female,No,0.68425,1383,1728,0.66233,0.70618
2014,Bavaria,male,Yes,0.25280,594,2014,0.23381,0.27178
2014,Bavaria,male,No,0.57984,1420,2014,0.55828,0.60140
