year,migback,pgisced97,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,First Stage of Tertiary Education,No,0.74129,1071,1458,0.71881,0.76378
2004,No migration background,Second Stage of Tertiary Education,Yes,0.22781,785,3869,0.21459,0.24103
2004,No migration background,Second Stage of Tertiary Education,No,0.76983,3084,3869,0.75656,0.78309
2004,Direct migration background,Pre-primary Level,No,0.90515,53,53,0.82551,0.98479
2004,Direct migration background,Primary Level,Yes,0.35523,54,156,0.27989,0.43058
2004,Direct migration background,Primary Level,No,0.64356,102,156,0.56816,0.71896
2004,Direct migration background,Lower Secondary Level,Yes,0.27802,168,612,0.24249,0.31354
2004,Direct migration background,Lower Secondary Level,No,0.71352,444,612,0.67767,0.74937
2004,Direct migration background,Upper Secondary Level,Yes,0.33815,329,945,0.30797,0.36833
2004,Direct migration background,Upper Secondary Level,No,0.65968,616,945,0.62945,0.68991
2004,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.32840,71,222,0.26649,0.39032
2004,Direct migration background,Post-secondary Non-tertiary Level,No,0.67160,151,222,0.60968,0.73351
2004,Direct migration background,First Stage of Tertiary Education,No,0.78770,109,109,0.71057,0.86483
2004,Direct migration background,Second Stage of Tertiary Education,Yes,0.20011,78,356,0.15849,0.24172
2004,Direct migration background,Second Stage of Tertiary Education,No,0.79860,278,356,0.75688,0.84032
2004,Indirect migration background,Pre-primary Level,No,0.79099,61,61,0.68810,0.89387
2004,Indirect migration background,Lower Secondary Level,Yes,0.46585,94,185,0.39377,0.53793
2004,Indirect migration background,Lower Secondary Level,No,0.53263,91,185,0.46053,0.60472
2004,Indirect migration background,Upper Secondary Level,Yes,0.48302,143,323,0.42844,0.53760
2004,Indirect migration background,Upper Secondary Level,No,0.51698,180,323,0.46240,0.57156
2004,Indirect migration background,Second Stage of Tertiary Education,No,0.72858,47,47,0.60007,0.85709
2006,No migration background,Pre-primary Level,Yes,0.12796,69,304,0.09035,0.16557
2006,No migration background,Pre-primary Level,No,0.45779,235,304,0.40169,0.51389
2006,No migration background,Primary Level,Yes,0.58107,52,95,0.48132,0.68081
2006,No migration background,Primary Level,No,0.40703,43,95,0.30772,0.50635
2006,No migration background,Lower Secondary Level,Yes,0.29998,546,1762,0.27857,0.32138
2006,No migration background,Lower Secondary Level,No,0.68175,1216,1762,0.65999,0.70351
2006,No migration background,Upper Secondary Level,Yes,0.31616,3051,9825,0.30697,0.32536
2006,No migration background,Upper Secondary Level,No,0.68104,6774,9825,0.67183,0.69026
2006,No migration background,Post-secondary Non-tertiary Level,Yes,0.28437,261,942,0.25555,0.31320
2006,No migration background,Post-secondary Non-tertiary Level,No,0.71398,681,942,0.68510,0.74285
2006,No migration background,First Stage of Tertiary Education,Yes,0.26063,361,1465,0.23814,0.28311
2006,No migration background,First Stage of Tertiary Education,No,0.73908,1104,1465,0.71659,0.76158
2006,No migration background,Second Stage of Tertiary Education,Yes,0.21126,787,4132,0.19881,0.22371
2006,No migration background,Second Stage of Tertiary Education,No,0.78805,3345,4132,0.77558,0.80051
2006,Direct migration background,Primary Level,Yes,0.35331,40,134,0.27207,0.43454
2006,Direct migration background,Primary Level,No,0.64669,94,134,0.56546,0.72793
2006,Direct migration background,Lower Secondary Level,Yes,0.30812,167,543,0.26925,0.34699
2006,Direct migration background,Lower Secondary Level,No,0.68416,376,543,0.64503,0.72330
2006,Direct migration background,Upper Secondary Level,Yes,0.37075,311,897,0.33912,0.40238
2006,Direct migration background,Upper Secondary Level,No,0.62925,586,897,0.59762,0.66088
2006,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.34215,70,218,0.27903,0.40527
2006,Direct migration background,Post-secondary Non-tertiary Level,No,0.65785,148,218,0.59473,0.72097
2006,Direct migration background,First Stage of Tertiary Education,No,0.80799,115,115,0.73569,0.88030
2006,Direct migration background,Second Stage of Tertiary Education,Yes,0.21266,72,366,0.17068,0.25464
2006,Direct migration background,Second Stage of Tertiary Education,No,0.78734,294,366,0.74536,0.82932
2006,Indirect migration background,Pre-primary Level,No,0.53900,48,48,0.39649,0.68151
2006,Indirect migration background,Lower Secondary Level,Yes,0.47873,89,172,0.40385,0.55360
2006,Indirect migration background,Lower Secondary Level,No,0.46835,83,172,0.39356,0.54314
2006,Indirect migration background,Upper Secondary Level,Yes,0.44196,157,347,0.38963,0.49429
2006,Indirect migration background,Upper Secondary Level,No,0.55674,190,347,0.50440,0.60909
2006,Indirect migration background,Post-secondary Non-tertiary Level,No,0.82557,38,38,0.70329,0.94785
2006,Indirect migration background,Second Stage of Tertiary Education,No,0.64104,52,52,0.50939,0.77270
2008,No migration background,Pre-primary Level,Yes,0.09502,41,290,0.06121,0.12883
2008,No migration background,Pre-primary Level,No,0.53240,249,290,0.47488,0.58993
2008,No migration background,Primary Level,Yes,0.48868,37,75,0.37479,0.60257
2008,No migration background,Primary Level,No,0.51132,38,75,0.39743,0.62521
2008,No migration background,Lower Secondary Level,Yes,0.28068,406,1419,0.25729,0.30407
2008,No migration background,Lower Secondary Level,No,0.68687,1013,1419,0.66273,0.71101
2008,No migration background,Upper Secondary Level,Yes,0.30940,2594,8687,0.29968,0.31912
2008,No migration background,Upper Secondary Level,No,0.68787,6093,8687,0.67813,0.69762
2008,No migration background,Post-secondary Non-tertiary Level,Yes,0.28330,234,858,0.25313,0.31347
2008,No migration background,Post-secondary Non-tertiary Level,No,0.71504,624,858,0.68482,0.74526
2008,No migration background,First Stage of Tertiary Education,Yes,0.23986,302,1264,0.21631,0.26341
2008,No migration background,First Stage of Tertiary Education,No,0.75565,962,1264,0.73195,0.77934
2008,No migration background,Second Stage of Tertiary Education,Yes,0.18911,672,3792,0.17664,0.20157
2008,No migration background,Second Stage of Tertiary Education,No,0.81053,3120,3792,0.79805,0.82300
2008,Direct migration background,Primary Level,Yes,0.41498,35,100,0.31792,0.51204
2008,Direct migration background,Primary Level,No,0.58502,65,100,0.48796,0.68208
2008,Direct migration background,Lower Secondary Level,Yes,0.28447,114,429,0.24173,0.32721
2008,Direct migration background,Lower Secondary Level,No,0.71553,315,429,0.67279,0.75827
2008,Direct migration background,Upper Secondary Level,Yes,0.36014,232,714,0.32490,0.39537
2008,Direct migration background,Upper Secondary Level,No,0.63986,482,714,0.60463,0.67510
2008,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.28445,54,191,0.22030,0.34860
2008,Direct migration background,Post-secondary Non-tertiary Level,No,0.71555,137,191,0.65140,0.77970
2008,Direct migration background,First Stage of Tertiary Education,No,0.79105,92,92,0.70752,0.87458
2008,Direct migration background,Second Stage of Tertiary Education,Yes,0.19137,55,313,0.14772,0.23502
2008,Direct migration background,Second Stage of Tertiary Education,No,0.80863,258,313,0.76498,0.85228
2008,Indirect migration background,Pre-primary Level,No,0.31732,41,41,0.17309,0.46156
2008,Indirect migration background,Lower Secondary Level,Yes,0.44141,72,158,0.36374,0.51908
2008,Indirect migration background,Lower Secondary Level,No,0.50333,86,158,0.42511,0.58154
2008,Indirect migration background,Upper Secondary Level,Yes,0.37892,137,319,0.32560,0.43224
2008,Indirect migration background,Upper Secondary Level,No,0.62027,182,319,0.56693,0.67362
2008,Indirect migration background,Post-secondary Non-tertiary Level,No,0.81588,31,31,0.67719,0.95458
2008,Indirect migration background,Second Stage of Tertiary Education,No,0.81874,65,65,0.72436,0.91312
2010,No migration background,Pre-primary Level,No,0.50546,195,195,0.43510,0.57582
2010,No migration background,Primary Level,Yes,0.42071,31,31,0.24405,0.59737
2010,No migration background,Lower Secondary Level,Yes,0.24603,332,1163,0.22126,0.27079
2010,No migration background,Lower Secondary Level,No,0.64736,831,1163,0.61989,0.67483
2010,No migration background,Upper Secondary Level,Yes,0.27461,2222,7480,0.26450,0.28473
2010,No migration background,Upper Secondary Level,No,0.64820,5258,7480,0.63738,0.65902
2010,No migration background,Post-secondary Non-tertiary Level,Yes,0.24982,195,759,0.21900,0.28064
2010,No migration background,Post-secondary Non-tertiary Level,No,0.60684,564,759,0.57207,0.64161
2010,No migration background,First Stage of Tertiary Education,Yes,0.23122,267,1138,0.20671,0.25572
2010,No migration background,First Stage of Tertiary Education,No,0.71339,871,1138,0.68710,0.73967
2010,No migration background,Second Stage of Tertiary Education,Yes,0.16635,591,3473,0.15397,0.17874
2010,No migration background,Second Stage of Tertiary Education,No,0.74967,2882,3473,0.73526,0.76408
2010,Direct migration background,Primary Level,No,0.45857,48,48,0.31612,0.60103
2010,Direct migration background,Lower Secondary Level,Yes,0.22687,78,327,0.18141,0.27233
2010,Direct migration background,Lower Secondary Level,No,0.60345,249,327,0.55035,0.65655
2010,Direct migration background,Upper Secondary Level,Yes,0.27170,168,539,0.23411,0.30929
2010,Direct migration background,Upper Secondary Level,No,0.55488,371,539,0.51288,0.59687
2010,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.15086,35,143,0.09199,0.20973
2010,Direct migration background,Post-secondary Non-tertiary Level,No,0.59295,108,143,0.51214,0.67375
2010,Direct migration background,First Stage of Tertiary Education,No,0.69845,71,71,0.59094,0.80596
2010,Direct migration background,Second Stage of Tertiary Education,Yes,0.15757,48,273,0.11427,0.20087
2010,Direct migration background,Second Stage of Tertiary Education,No,0.65129,225,273,0.59465,0.70792
2010,Indirect migration background,Pre-primary Level,No,0.38185,38,38,0.22530,0.53840
2010,Indirect migration background,Lower Secondary Level,Yes,0.38812,51,119,0.30019,0.47605
2010,Indirect migration background,Lower Secondary Level,No,0.41503,68,119,0.32612,0.50393
2010,Indirect migration background,Upper Secondary Level,Yes,0.35150,106,268,0.29423,0.40877
2010,Indirect migration background,Upper Secondary Level,No,0.51218,162,268,0.45222,0.57214
2010,Indirect migration background,Second Stage of Tertiary Education,No,0.64022,63,63,0.52075,0.75968
2012,No migration background,Pre-primary Level,Yes,0.08552,35,216,0.04814,0.12291
2012,No migration background,Pre-primary Level,No,0.36697,181,216,0.30254,0.43139
2012,No migration background,Primary Level,Yes,0.47424,75,130,0.38807,0.56041
2012,No migration background,Primary Level,No,0.40242,55,130,0.31780,0.48705
2012,No migration background,Lower Secondary Level,Yes,0.25580,455,1564,0.23417,0.27743
2012,No migration background,Lower Secondary Level,No,0.64769,1109,1564,0.62401,0.67137
2012,No migration background,Upper Secondary Level,Yes,0.27115,2663,9167,0.26205,0.28025
2012,No migration background,Upper Secondary Level,No,0.65936,6504,9167,0.64966,0.66907
2012,No migration background,Post-secondary Non-tertiary Level,Yes,0.23824,238,934,0.21090,0.26557
2012,No migration background,Post-secondary Non-tertiary Level,No,0.64577,696,934,0.61508,0.67646
2012,No migration background,First Stage of Tertiary Education,Yes,0.22226,315,1308,0.19972,0.24480
2012,No migration background,First Stage of Tertiary Education,No,0.71755,993,1308,0.69314,0.74196
2012,No migration background,Second Stage of Tertiary Education,Yes,0.16079,675,4129,0.14958,0.17199
2012,No migration background,Second Stage of Tertiary Education,No,0.76617,3454,4129,0.75326,0.77908
2012,Direct migration background,Primary Level,No,0.58151,68,68,0.46339,0.69964
2012,Direct migration background,Lower Secondary Level,Yes,0.24683,116,415,0.20530,0.28836
2012,Direct migration background,Lower Secondary Level,No,0.62090,299,415,0.57416,0.66763
2012,Direct migration background,Upper Secondary Level,Yes,0.29153,218,751,0.25900,0.32406
2012,Direct migration background,Upper Secondary Level,No,0.57905,533,751,0.54372,0.61439
2012,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.18129,53,218,0.13003,0.23255
2012,Direct migration background,Post-secondary Non-tertiary Level,No,0.64770,165,218,0.58414,0.71126
2012,Direct migration background,First Stage of Tertiary Education,No,0.70970,69,69,0.60182,0.81759
2012,Direct migration background,Second Stage of Tertiary Education,Yes,0.14955,62,392,0.11420,0.18490
2012,Direct migration background,Second Stage of Tertiary Education,No,0.69600,330,392,0.65040,0.74159
2012,Indirect migration background,Pre-primary Level,No,0.36471,46,46,0.22407,0.50536
2012,Indirect migration background,Lower Secondary Level,Yes,0.28397,48,127,0.20523,0.36270
2012,Indirect migration background,Lower Secondary Level,No,0.50302,79,127,0.41572,0.59033
2012,Indirect migration background,Upper Secondary Level,Yes,0.32050,117,335,0.27045,0.37055
2012,Indirect migration background,Upper Secondary Level,No,0.57470,218,335,0.52167,0.62772
2012,Indirect migration background,Post-secondary Non-tertiary Level,No,0.59220,38,38,0.43385,0.75055
2012,Indirect migration background,Second Stage of Tertiary Education,No,0.72426,88,88,0.63036,0.81817
2014,No migration background,Pre-primary Level,Yes,0.08009,38,282,0.04835,0.11183
2014,No migration background,Pre-primary Level,No,0.45854,244,282,0.40028,0.51680
2014,No migration background,Primary Level,Yes,0.57568,110,175,0.50224,0.64912
2014,No migration background,Primary Level,No,0.42432,65,175,0.35088,0.49776
2014,No migration background,Lower Secondary Level,Yes,0.31334,637,1702,0.29129,0.33538
2014,No migration background,Lower Secondary Level,No,0.66366,1065,1702,0.64121,0.68611
2014,No migration background,Upper Secondary Level,Yes,0.29134,2997,9985,0.28242,0.30025
2014,No migration background,Upper Secondary Level,No,0.70527,6988,9985,0.69633,0.71422
2014,No migration background,Post-secondary Non-tertiary Level,Yes,0.26333,321,1297,0.23935,0.28731
2014,No migration background,Post-secondary Non-tertiary Level,No,0.73408,976,1297,0.71003,0.75814
2014,No migration background,First Stage of Tertiary Education,Yes,0.21036,291,1418,0.18914,0.23158
2014,No migration background,First Stage of Tertiary Education,No,0.78920,1127,1418,0.76796,0.81044
2014,No migration background,Second Stage of Tertiary Education,Yes,0.16532,729,4824,0.15484,0.17581
2014,No migration background,Second Stage of Tertiary Education,No,0.83400,4095,4824,0.82350,0.84450
2014,Direct migration background,Pre-primary Level,No,0.57061,52,52,0.43476,0.70646
2014,Direct migration background,Primary Level,Yes,0.35507,111,285,0.29941,0.41073
2014,Direct migration background,Primary Level,No,0.64493,174,285,0.58927,0.70059
2014,Direct migration background,Lower Secondary Level,Yes,0.35710,374,1050,0.32811,0.38610
2014,Direct migration background,Lower Secondary Level,No,0.64111,676,1050,0.61208,0.67014
2014,Direct migration background,Upper Secondary Level,Yes,0.30044,598,1844,0.27951,0.32137
2014,Direct migration background,Upper Secondary Level,No,0.69397,1246,1844,0.67293,0.71501
2014,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.28494,198,630,0.24966,0.32021
2014,Direct migration background,Post-secondary Non-tertiary Level,No,0.71258,432,630,0.67721,0.74795
2014,Direct migration background,First Stage of Tertiary Education,No,0.76431,92,92,0.67710,0.85151
2014,Direct migration background,Second Stage of Tertiary Education,Yes,0.19092,208,1152,0.16822,0.21363
2014,Direct migration background,Second Stage of Tertiary Education,No,0.80896,944,1152,0.78624,0.83167
2014,Indirect migration background,Pre-primary Level,No,0.45860,88,88,0.35390,0.56331
2014,Indirect migration background,Lower Secondary Level,Yes,0.40569,161,353,0.35439,0.45698
2014,Indirect migration background,Lower Secondary Level,No,0.53045,192,353,0.47831,0.58259
2014,Indirect migration background,Upper Secondary Level,Yes,0.40403,267,681,0.36714,0.44091
2014,Indirect migration background,Upper Secondary Level,No,0.59564,414,681,0.55876,0.63253
2014,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.37030,36,114,0.28126,0.45933
2014,Indirect migration background,Post-secondary Non-tertiary Level,No,0.62970,78,114,0.54067,0.71874
2014,Indirect migration background,First Stage of Tertiary Education,No,0.73884,39,39,0.59917,0.87850
2014,Indirect migration background,Second Stage of Tertiary Education,Yes,0.13522,43,244,0.09223,0.17822
2014,Indirect migration background,Second Stage of Tertiary Education,No,0.83739,201,244,0.79100,0.88379
2016,No migration background,Pre-primary Level,No,0.40242,188,188,0.33213,0.47271
2016,No migration background,Primary Level,Yes,0.49002,76,131,0.40408,0.57595
2016,No migration background,Primary Level,No,0.50118,55,131,0.41523,0.58713
2016,No migration background,Lower Secondary Level,Yes,0.30002,521,1474,0.27661,0.32342
2016,No migration background,Lower Secondary Level,No,0.66896,953,1474,0.64493,0.69299
2016,No migration background,Upper Secondary Level,Yes,0.27920,2522,8714,0.26978,0.28862
2016,No migration background,Upper Secondary Level,No,0.71855,6192,8714,0.70911,0.72799
2016,No migration background,Post-secondary Non-tertiary Level,Yes,0.24266,272,1177,0.21816,0.26716
2016,No migration background,Post-secondary Non-tertiary Level,No,0.75700,905,1177,0.73249,0.78151
2016,No migration background,First Stage of Tertiary Education,Yes,0.21057,248,1243,0.18789,0.23324
2016,No migration background,First Stage of Tertiary Education,No,0.78834,995,1243,0.76562,0.81106
2016,No migration background,Second Stage of Tertiary Education,Yes,0.15642,608,4415,0.14570,0.16713
2016,No migration background,Second Stage of Tertiary Education,No,0.84186,3807,4415,0.83110,0.85262
2016,Direct migration background,Pre-primary Level,No,0.49019,39,39,0.33124,0.64914
2016,Direct migration background,Primary Level,Yes,0.29604,94,241,0.23828,0.35379
2016,Direct migration background,Primary Level,No,0.52468,147,241,0.46150,0.58786
2016,Direct migration background,Lower Secondary Level,Yes,0.35227,309,793,0.31901,0.38554
2016,Direct migration background,Lower Secondary Level,No,0.59570,484,793,0.56153,0.62988
2016,Direct migration background,Upper Secondary Level,Yes,0.27184,530,1644,0.25033,0.29335
2016,Direct migration background,Upper Secondary Level,No,0.68888,1114,1644,0.66649,0.71127
2016,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.29357,248,734,0.26060,0.32654
2016,Direct migration background,Post-secondary Non-tertiary Level,No,0.68392,486,734,0.65026,0.71758
2016,Direct migration background,First Stage of Tertiary Education,No,0.84101,77,77,0.75880,0.92322
2016,Direct migration background,Second Stage of Tertiary Education,Yes,0.17235,208,1250,0.15140,0.19329
2016,Direct migration background,Second Stage of Tertiary Education,No,0.78007,1042,1250,0.75710,0.80305
2016,Indirect migration background,Pre-primary Level,No,0.38014,64,64,0.26028,0.50001
2016,Indirect migration background,Lower Secondary Level,Yes,0.34622,121,290,0.29137,0.40108
2016,Indirect migration background,Lower Secondary Level,No,0.56357,169,290,0.50639,0.62075
2016,Indirect migration background,Upper Secondary Level,Yes,0.30486,201,594,0.26781,0.34191
2016,Indirect migration background,Upper Secondary Level,No,0.68495,393,594,0.64756,0.72234
2016,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.23541,31,101,0.15226,0.31856
2016,Indirect migration background,Post-secondary Non-tertiary Level,No,0.74262,70,101,0.65693,0.82831
2016,Indirect migration background,First Stage of Tertiary Education,No,0.78534,43,43,0.66116,0.90951
2016,Indirect migration background,Second Stage of Tertiary Education,Yes,0.23708,41,212,0.17969,0.29446
2016,Indirect migration background,Second Stage of Tertiary Education,No,0.76292,171,212,0.70554,0.82031
2018,No migration background,Pre-primary Level,No,0.49628,196,196,0.42610,0.56645
2018,No migration background,Primary Level,Yes,0.53290,101,169,0.45745,0.60834
2018,No migration background,Primary Level,No,0.46710,68,169,0.39166,0.54255
2018,No migration background,Lower Secondary Level,Yes,0.29083,610,1661,0.26899,0.31268
2018,No migration background,Lower Secondary Level,No,0.68238,1051,1661,0.65998,0.70477
2018,No migration background,Upper Secondary Level,Yes,0.26953,2635,9323,0.26052,0.27853
2018,No migration background,Upper Secondary Level,No,0.72678,6688,9323,0.71773,0.73582
2018,No migration background,Post-secondary Non-tertiary Level,Yes,0.24393,327,1400,0.22142,0.26643
2018,No migration background,Post-secondary Non-tertiary Level,No,0.75243,1073,1400,0.72982,0.77505
2018,No migration background,First Stage of Tertiary Education,Yes,0.19570,246,1307,0.17419,0.21722
2018,No migration background,First Stage of Tertiary Education,No,0.79932,1061,1307,0.77760,0.82105
2018,No migration background,Second Stage of Tertiary Education,Yes,0.14173,656,4908,0.13197,0.15149
2018,No migration background,Second Stage of Tertiary Education,No,0.85653,4252,4908,0.84672,0.86634
2018,Direct migration background,Pre-primary Level,No,0.42721,32,32,0.25307,0.60135
2018,Direct migration background,Primary Level,Yes,0.29541,107,270,0.24089,0.34993
2018,Direct migration background,Primary Level,No,0.47221,163,270,0.41255,0.53187
2018,Direct migration background,Lower Secondary Level,Yes,0.36138,282,742,0.32679,0.39597
2018,Direct migration background,Lower Secondary Level,No,0.56312,460,742,0.52741,0.59884
2018,Direct migration background,Upper Secondary Level,Yes,0.28491,474,1515,0.26217,0.30764
2018,Direct migration background,Upper Secondary Level,No,0.68555,1041,1515,0.66216,0.70893
2018,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.28836,186,603,0.25217,0.32455
2018,Direct migration background,Post-secondary Non-tertiary Level,No,0.69572,417,603,0.65897,0.73248
2018,Direct migration background,First Stage of Tertiary Education,No,0.72016,67,67,0.61185,0.82846
2018,Direct migration background,Second Stage of Tertiary Education,Yes,0.16520,193,1182,0.14402,0.18638
2018,Direct migration background,Second Stage of Tertiary Education,No,0.78001,989,1182,0.75639,0.80364
2018,Indirect migration background,Pre-primary Level,No,0.47245,73,73,0.35713,0.58777
2018,Indirect migration background,Lower Secondary Level,Yes,0.43647,124,283,0.37859,0.49436
2018,Indirect migration background,Lower Secondary Level,No,0.51196,159,283,0.45362,0.57031
2018,Indirect migration background,Upper Secondary Level,Yes,0.32391,213,671,0.28848,0.35935
2018,Indirect migration background,Upper Secondary Level,No,0.67477,458,671,0.63930,0.71025
2018,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.29787,38,119,0.21535,0.38038
2018,Indirect migration background,Post-secondary Non-tertiary Level,No,0.70213,81,119,0.61962,0.78465
2018,Indirect migration background,First Stage of Tertiary Education,No,0.65305,36,36,0.49536,0.81075
2018,Indirect migration background,Second Stage of Tertiary Education,Yes,0.18997,36,242,0.14044,0.23949
2018,Indirect migration background,Second Stage of Tertiary Education,No,0.79828,206,242,0.74762,0.84895
2020,No migration background,Pre-primary Level,No,0.40604,180,180,0.33410,0.47799
2020,No migration background,Primary Level,Yes,0.51937,69,129,0.43282,0.60593
2020,No migration background,Primary Level,No,0.48063,60,129,0.39407,0.56718
2020,No migration background,Lower Secondary Level,Yes,0.27514,501,1444,0.25210,0.29818
2020,No migration background,Lower Secondary Level,No,0.69622,943,1444,0.67250,0.71995
2020,No migration background,Upper Secondary Level,Yes,0.25568,2272,8392,0.24634,0.26501
2020,No migration background,Upper Secondary Level,No,0.74112,6120,8392,0.73174,0.75049
2020,No migration background,Post-secondary Non-tertiary Level,Yes,0.21956,301,1435,0.19814,0.24099
2020,No migration background,Post-secondary Non-tertiary Level,No,0.78044,1134,1435,0.75901,0.80186
2020,No migration background,First Stage of Tertiary Education,Yes,0.19876,235,1328,0.17729,0.22024
2020,No migration background,First Stage of Tertiary Education,No,0.79949,1093,1328,0.77795,0.82103
2020,No migration background,Second Stage of Tertiary Education,Yes,0.12644,671,5277,0.11747,0.13540
2020,No migration background,Second Stage of Tertiary Education,No,0.87321,4606,5277,0.86423,0.88219
2020,Direct migration background,Pre-primary Level,No,0.59052,58,58,0.46287,0.71818
2020,Direct migration background,Primary Level,Yes,0.29495,426,1316,0.27031,0.31960
2020,Direct migration background,Primary Level,No,0.62534,890,1316,0.59918,0.65150
2020,Direct migration background,Lower Secondary Level,Yes,0.36917,483,1363,0.34354,0.39480
2020,Direct migration background,Lower Secondary Level,No,0.60693,880,1363,0.58099,0.63287
2020,Direct migration background,Upper Secondary Level,Yes,0.27647,673,2175,0.25767,0.29527
2020,Direct migration background,Upper Secondary Level,No,0.71225,1502,2175,0.69322,0.73128
2020,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.24998,216,773,0.21943,0.28052
2020,Direct migration background,Post-secondary Non-tertiary Level,No,0.74709,557,773,0.71643,0.77775
2020,Direct migration background,First Stage of Tertiary Education,No,0.79421,62,62,0.69276,0.89567
2020,Direct migration background,Second Stage of Tertiary Education,Yes,0.15892,408,2097,0.14327,0.17457
2020,Direct migration background,Second Stage of Tertiary Education,No,0.83007,1689,2097,0.81400,0.84615
2020,Indirect migration background,Pre-primary Level,No,0.49362,73,73,0.37813,0.60910
2020,Indirect migration background,Lower Secondary Level,Yes,0.39299,85,226,0.32917,0.45680
2020,Indirect migration background,Lower Secondary Level,No,0.58031,141,226,0.51582,0.64479
