year,quintil_oecd,sex,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,5th Quintile,male,Yes,0.29678,863,3164,0.28086,0.31271
2004,5th Quintile,male,No,0.70322,2301,3164,0.68729,0.71914
2004,5th Quintile,female,Yes,0.24217,683,3022,0.22689,0.25744
2004,5th Quintile,female,No,0.75783,2339,3022,0.74256,0.77311
2006,1st Quintile,male,Yes,0.45142,572,1231,0.42361,0.47924
2006,1st Quintile,male,No,0.54858,659,1231,0.52076,0.57639
2006,1st Quintile,female,Yes,0.35605,637,1714,0.33337,0.37872
2006,1st Quintile,female,No,0.64395,1077,1714,0.62128,0.66663
2006,2nd Quintile,male,Yes,0.37723,551,1493,0.35263,0.40182
2006,2nd Quintile,male,No,0.62277,942,1493,0.59818,0.64737
2006,2nd Quintile,female,Yes,0.25363,461,1824,0.23366,0.27361
2006,2nd Quintile,female,No,0.74637,1363,1824,0.72639,0.76634
2006,3rd Quintile,male,Yes,0.31475,550,1712,0.29274,0.33675
2006,3rd Quintile,male,No,0.68525,1162,1712,0.66325,0.70726
2006,3rd Quintile,female,Yes,0.22973,440,1864,0.21062,0.24883
2006,3rd Quintile,female,No,0.77027,1424,1864,0.75117,0.78938
2006,4th Quintile,male,Yes,0.29499,560,1954,0.27477,0.31522
2006,4th Quintile,male,No,0.70501,1394,1954,0.68478,0.72523
2006,4th Quintile,female,Yes,0.24216,458,2015,0.22345,0.26087
2006,4th Quintile,female,No,0.75784,1557,2015,0.73913,0.77655
2006,5th Quintile,male,Yes,0.30852,774,2810,0.29144,0.32560
2006,5th Quintile,male,No,0.69148,2036,2810,0.67440,0.70856
2006,5th Quintile,female,Yes,0.23255,576,2708,0.21664,0.24847
2006,5th Quintile,female,No,0.76745,2132,2708,0.75153,0.78336
2008,1st Quintile,male,Yes,0.42978,540,1239,0.40220,0.45735
2008,1st Quintile,male,No,0.57022,699,1239,0.54265,0.59780
2008,1st Quintile,female,Yes,0.32599,586,1730,0.30390,0.34809
2008,1st Quintile,female,No,0.67401,1144,1730,0.65191,0.69610
2008,2nd Quintile,male,Yes,0.35872,520,1531,0.33469,0.38276
2008,2nd Quintile,male,No,0.64128,1011,1531,0.61724,0.66531
2008,2nd Quintile,female,Yes,0.24171,421,1836,0.22213,0.26130
2008,2nd Quintile,female,No,0.75829,1415,1836,0.73870,0.77787
2008,3rd Quintile,male,Yes,0.31145,538,1842,0.29030,0.33261
2008,3rd Quintile,male,No,0.68855,1304,1842,0.66739,0.70970
2008,3rd Quintile,female,Yes,0.23883,461,1973,0.22001,0.25765
2008,3rd Quintile,female,No,0.76117,1512,1973,0.74235,0.77999
2008,4th Quintile,male,Yes,0.31726,574,1932,0.29650,0.33802
2008,4th Quintile,male,No,0.68274,1358,1932,0.66198,0.70350
2008,4th Quintile,female,Yes,0.22321,424,1942,0.20468,0.24173
2008,4th Quintile,female,No,0.77679,1518,1942,0.75827,0.79532
2008,5th Quintile,male,Yes,0.25944,641,2653,0.24276,0.27612
2008,5th Quintile,male,No,0.74056,2012,2653,0.72388,0.75724
2008,5th Quintile,female,Yes,0.19526,483,2611,0.18006,0.21047
2008,5th Quintile,female,No,0.80474,2128,2611,0.78953,0.81994
2010,1st Quintile,male,Yes,0.44149,474,1066,0.41167,0.47132
2010,1st Quintile,male,No,0.55851,592,1066,0.52868,0.58833
2010,1st Quintile,female,Yes,0.28294,495,1508,0.26020,0.30569
2010,1st Quintile,female,No,0.71706,1013,1508,0.69431,0.73980
2010,2nd Quintile,male,Yes,0.32764,449,1356,0.30265,0.35263
2010,2nd Quintile,male,No,0.67236,907,1356,0.64737,0.69735
2010,2nd Quintile,female,Yes,0.22187,367,1652,0.20183,0.24192
2010,2nd Quintile,female,No,0.77813,1285,1652,0.75808,0.79817
2010,3rd Quintile,male,Yes,0.29976,433,1544,0.27690,0.32262
2010,3rd Quintile,male,No,0.70024,1111,1544,0.67738,0.72310
2010,3rd Quintile,female,Yes,0.22639,359,1661,0.20626,0.24652
2010,3rd Quintile,female,No,0.77361,1302,1661,0.75348,0.79374
2010,4th Quintile,male,Yes,0.30290,496,1736,0.28128,0.32452
2010,4th Quintile,male,No,0.69710,1240,1736,0.67548,0.71872
2010,4th Quintile,female,Yes,0.22839,375,1733,0.20862,0.24816
2010,4th Quintile,female,No,0.77161,1358,1733,0.75184,0.79138
2010,5th Quintile,male,Yes,0.24584,497,2214,0.22790,0.26378
2010,5th Quintile,male,No,0.75416,1717,2214,0.73622,0.77210
2010,5th Quintile,female,Yes,0.20752,392,2149,0.19037,0.22467
2010,5th Quintile,female,No,0.79248,1757,2149,0.77533,0.80963
2012,1st Quintile,male,Yes,0.44521,565,1259,0.41775,0.47268
2012,1st Quintile,male,No,0.55479,694,1259,0.52732,0.58225
2012,1st Quintile,female,Yes,0.29923,588,1770,0.27789,0.32057
2012,1st Quintile,female,No,0.70077,1182,1770,0.67943,0.72211
2012,2nd Quintile,male,Yes,0.30938,438,1425,0.28537,0.33339
2012,2nd Quintile,male,No,0.69062,987,1425,0.66661,0.71463
2012,2nd Quintile,female,Yes,0.19309,357,1732,0.17449,0.21168
2012,2nd Quintile,female,No,0.80691,1375,1732,0.78832,0.82551
2012,3rd Quintile,male,Yes,0.29423,476,1675,0.27240,0.31606
2012,3rd Quintile,male,No,0.70577,1199,1675,0.68394,0.72760
2012,3rd Quintile,female,Yes,0.22716,416,1802,0.20781,0.24651
2012,3rd Quintile,female,No,0.77284,1386,1802,0.75349,0.79219
2012,4th Quintile,male,Yes,0.28215,489,1871,0.26175,0.30255
2012,4th Quintile,male,No,0.71785,1382,1871,0.69745,0.73825
2012,4th Quintile,female,Yes,0.22827,404,1924,0.20951,0.24703
2012,4th Quintile,female,No,0.77173,1520,1924,0.75297,0.79049
2012,5th Quintile,male,Yes,0.22076,472,2265,0.20367,0.23784
2012,5th Quintile,male,No,0.77924,1793,2265,0.76216,0.79633
2012,5th Quintile,female,Yes,0.18457,394,2255,0.16855,0.20058
2012,5th Quintile,female,No,0.81543,1861,2255,0.79942,0.83145
2014,1st Quintile,male,Yes,0.43998,1098,2388,0.42007,0.45990
2014,1st Quintile,male,No,0.56002,1290,2388,0.54010,0.57993
2014,1st Quintile,female,Yes,0.31971,1195,3430,0.30410,0.33532
2014,1st Quintile,female,No,0.68029,2235,3430,0.66468,0.69590
2014,2nd Quintile,male,Yes,0.34010,847,2456,0.32136,0.35884
2014,2nd Quintile,male,No,0.65990,1609,2456,0.64116,0.67864
2014,2nd Quintile,female,Yes,0.21971,777,3048,0.20501,0.23442
2014,2nd Quintile,female,No,0.78029,2271,3048,0.76558,0.79499
2014,3rd Quintile,male,Yes,0.30188,710,2383,0.28345,0.32032
2014,3rd Quintile,male,No,0.69812,1673,2383,0.67968,0.71655
2014,3rd Quintile,female,Yes,0.22989,618,2767,0.21421,0.24557
2014,3rd Quintile,female,No,0.77011,2149,2767,0.75443,0.78579
2014,4th Quintile,male,Yes,0.27382,649,2471,0.25623,0.29140
2014,4th Quintile,male,No,0.72618,1822,2471,0.70860,0.74377
2014,4th Quintile,female,Yes,0.21992,551,2681,0.20423,0.23560
2014,4th Quintile,female,No,0.78008,2130,2681,0.76440,0.79577
2014,5th Quintile,male,Yes,0.21927,544,2717,0.20371,0.23483
2014,5th Quintile,male,No,0.78073,2173,2717,0.76517,0.79629
2014,5th Quintile,female,Yes,0.16620,417,2683,0.15211,0.18028
2014,5th Quintile,female,No,0.83380,2266,2683,0.81972,0.84789
2016,1st Quintile,male,Yes,0.41745,907,2093,0.39632,0.43859
2016,1st Quintile,male,No,0.58255,1186,2093,0.56141,0.60368
2016,1st Quintile,female,Yes,0.31087,997,2903,0.29403,0.32771
2016,1st Quintile,female,No,0.68913,1906,2903,0.67229,0.70597
2016,2nd Quintile,male,Yes,0.34150,755,2212,0.32173,0.36127
2016,2nd Quintile,male,No,0.65850,1457,2212,0.63873,0.67827
2016,2nd Quintile,female,Yes,0.21673,714,2836,0.20156,0.23190
2016,2nd Quintile,female,No,0.78327,2122,2836,0.76810,0.79844
2016,3rd Quintile,male,Yes,0.27117,576,2099,0.25215,0.29019
2016,3rd Quintile,male,No,0.72883,1523,2099,0.70981,0.74785
2016,3rd Quintile,female,Yes,0.22075,522,2502,0.20449,0.23700
2016,3rd Quintile,female,No,0.77925,1980,2502,0.76300,0.79551
2016,4th Quintile,male,Yes,0.26958,553,2219,0.25112,0.28805
2016,4th Quintile,male,No,0.73042,1666,2219,0.71195,0.74888
2016,4th Quintile,female,Yes,0.20468,462,2399,0.18853,0.22083
2016,4th Quintile,female,No,0.79532,1937,2399,0.77917,0.81147
2016,5th Quintile,male,Yes,0.19337,443,2412,0.17760,0.20913
2016,5th Quintile,male,No,0.80663,1969,2412,0.79087,0.82240
2016,5th Quintile,female,Yes,0.15759,362,2442,0.14314,0.17204
2016,5th Quintile,female,No,0.84241,2080,2442,0.82796,0.85686
2018,1st Quintile,male,Yes,0.38658,800,1960,0.36501,0.40814
2018,1st Quintile,male,No,0.61342,1160,1960,0.59186,0.63499
2018,1st Quintile,female,Yes,0.29055,918,2739,0.27355,0.30756
2018,1st Quintile,female,No,0.70945,1821,2739,0.69244,0.72645
2018,2nd Quintile,male,Yes,0.31867,717,2242,0.29938,0.33797
2018,2nd Quintile,male,No,0.68133,1525,2242,0.66203,0.70062
2018,2nd Quintile,female,Yes,0.23701,740,2863,0.22143,0.25259
2018,2nd Quintile,female,No,0.76299,2123,2863,0.74741,0.77857
2018,3rd Quintile,male,Yes,0.27914,574,2163,0.26023,0.29805
2018,3rd Quintile,male,No,0.72086,1589,2163,0.70195,0.73977
2018,3rd Quintile,female,Yes,0.19609,491,2572,0.18075,0.21144
2018,3rd Quintile,female,No,0.80391,2081,2572,0.78856,0.81925
2018,4th Quintile,male,Yes,0.23533,507,2254,0.21781,0.25285
2018,4th Quintile,male,No,0.76467,1747,2254,0.74715,0.78219
2018,4th Quintile,female,Yes,0.21056,485,2444,0.19439,0.22673
2018,4th Quintile,female,No,0.78944,1959,2444,0.77327,0.80561
2018,5th Quintile,male,Yes,0.19345,437,2546,0.17810,0.20879
2018,5th Quintile,male,No,0.80655,2109,2546,0.79121,0.82190
2018,5th Quintile,female,Yes,0.15914,357,2508,0.14482,0.17346
2018,5th Quintile,female,No,0.84086,2151,2508,0.82654,0.85518
2020,1st Quintile,male,Yes,0.36167,1308,3193,0.34501,0.37834
2020,1st Quintile,male,No,0.63833,1885,3193,0.62166,0.65499
2020,1st Quintile,female,Yes,0.28426,903,3374,0.26903,0.29948
2020,1st Quintile,female,No,0.71574,2471,3374,0.70052,0.73097
2020,2nd Quintile,male,Yes,0.28762,686,2185,0.26863,0.30660
2020,2nd Quintile,male,No,0.71238,1499,2185,0.69340,0.73137
2020,2nd Quintile,female,Yes,0.22006,643,2644,0.20426,0.23585
2020,2nd Quintile,female,No,0.77994,2001,2644,0.76415,0.79574
2020,3rd Quintile,male,Yes,0.24067,492,1991,0.22189,0.25945
2020,3rd Quintile,male,No,0.75933,1499,1991,0.74055,0.77811
2020,3rd Quintile,female,Yes,0.19509,446,2275,0.17880,0.21138
2020,3rd Quintile,female,No,0.80491,1829,2275,0.78862,0.82120
2020,4th Quintile,male,Yes,0.23225,466,2178,0.21451,0.24998
2020,4th Quintile,male,No,0.76775,1712,2178,0.75002,0.78549
2020,4th Quintile,female,Yes,0.19814,414,2341,0.18199,0.21429
2020,4th Quintile,female,No,0.80186,1927,2341,0.78571,0.81801
2020,5th Quintile,male,Yes,0.18350,531,3118,0.16992,0.19709
2020,5th Quintile,male,No,0.81650,2587,3118,0.80291,0.83008
2020,5th Quintile,female,Yes,0.14768,356,2834,0.13462,0.16075
2020,5th Quintile,female,No,0.85232,2478,2834,0.83925,0.86538
2022,1st Quintile,male,Yes,0.38045,455,1212,0.35311,0.40780
2022,1st Quintile,male,No,0.61955,757,1212,0.59220,0.64689
2022,1st Quintile,female,Yes,0.27385,487,1656,0.25236,0.29533
2022,1st Quintile,female,No,0.72615,1169,1656,0.70467,0.74764
2022,2nd Quintile,male,Yes,0.22746,363,1306,0.20471,0.25020
2022,2nd Quintile,male,No,0.77254,943,1306,0.74980,0.79529
2022,2nd Quintile,female,Yes,0.21722,382,1655,0.19735,0.23709
2022,2nd Quintile,female,No,0.78278,1273,1655,0.76291,0.80265
2022,3rd Quintile,male,Yes,0.20643,298,1344,0.18478,0.22807
2022,3rd Quintile,male,No,0.79357,1046,1344,0.77193,0.81522
2022,3rd Quintile,female,Yes,0.16871,293,1539,0.15000,0.18743
2022,3rd Quintile,female,No,0.83129,1246,1539,0.81257,0.85000
2022,4th Quintile,male,Yes,0.18159,253,1488,0.16200,0.20119
2022,4th Quintile,male,No,0.81841,1235,1488,0.79881,0.83800
2022,4th Quintile,female,Yes,0.16430,258,1604,0.14616,0.18243
2022,4th Quintile,female,No,0.83570,1346,1604,0.81757,0.85384
2022,5th Quintile,male,Yes,0.17081,338,2090,0.15467,0.18695
2022,5th Quintile,male,No,0.82919,1752,2090,0.81305,0.84533
2022,5th Quintile,female,Yes,0.13532,223,1912,0.11998,0.15066
2022,5th Quintile,female,No,0.86468,1689,1912,0.84934,0.88002
