"ple0081_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2002","Realschule","kein Migrationshintergrund","3600","0.651586195852496","0.639055396743567","0.664116994961424"
"Nein","2002","Realschule","direkter Migrationshintergrund","157","","",""
"Nein","2002","Realschule","indirekter Migrationshintergrund","108","","",""
"Nein","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","(Fach-)Abitur","kein Migrationshintergrund","1321","","",""
"Nein","2002","(Fach-)Abitur","direkter Migrationshintergrund","289","","",""
"Nein","2002","(Fach-)Abitur","indirekter Migrationshintergrund","92","0.695367058359935","0.6159436126721","0.77479050404777"
"Nein","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2002","AkademikerIn","kein Migrationshintergrund","3229","0.772589660355074","0.75975469625475","0.785424624455399"
"Nein","2002","AkademikerIn","direkter Migrationshintergrund","302","0.781166121064122","0.740288953529514","0.82204328859873"
"Nein","2002","AkademikerIn","indirekter Migrationshintergrund","48","0.767144353406699","0.665177725660264","0.869110981153134"
"Nein","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","Realschule","kein Migrationshintergrund","","","",""
"Ja","2003","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","Realschule","kein Migrationshintergrund","","","",""
"Nein","2003","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","(noch) kein Abschluss","kein Migrationshintergrund","158","","",""
"Ja","2004","(noch) kein Abschluss","direkter Migrationshintergrund","68","0.273017098539518","0.21629778844119","0.329736408637847"
"Ja","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","28","","",""
"Ja","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Hauptschule","kein Migrationshintergrund","1932","","",""
"Ja","2004","Hauptschule","direkter Migrationshintergrund","394","0.302396377381968","0.277352043220148","0.327440711543787"
"Ja","2004","Hauptschule","indirekter Migrationshintergrund","139","","",""
"Ja","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","Realschule","kein Migrationshintergrund","1771","","",""
"Ja","2004","Realschule","direkter Migrationshintergrund","69","0.339080623428787","0.274118720821182","0.404042526036393"
"Ja","2004","Realschule","indirekter Migrationshintergrund","94","0.457896749371638","0.388847672126315","0.52694582661696"
"Ja","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","(Fach-)Abitur","kein Migrationshintergrund","551","0.297572875607388","0.27677880822917","0.318366942985606"
"Ja","2004","(Fach-)Abitur","direkter Migrationshintergrund","130","","",""
"Ja","2004","(Fach-)Abitur","indirekter Migrationshintergrund","38","0.325695287915983","0.248343141434987","0.403047434396979"
"Ja","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2004","AkademikerIn","kein Migrationshintergrund","785","0.228410830136233","0.215182648978911","0.241639011293556"
"Ja","2004","AkademikerIn","direkter Migrationshintergrund","78","0.200546354800436","0.158952696295617","0.242140013305255"
"Ja","2004","AkademikerIn","indirekter Migrationshintergrund","14","","",""
"Ja","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","(noch) kein Abschluss","kein Migrationshintergrund","422","0.695719763685165","0.658275254953413","0.733164272416916"
"Nein","2004","(noch) kein Abschluss","direkter Migrationshintergrund","169","","",""
"Nein","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","62","0.685460079841028","0.589529779093971","0.781390380588086"
"Nein","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Hauptschule","kein Migrationshintergrund","4571","0.71093421355689","0.699916175514172","0.721952251599609"
"Nein","2004","Hauptschule","direkter Migrationshintergrund","898","0.697603622618032","0.672559288456213","0.722647956779852"
"Nein","2004","Hauptschule","indirekter Migrationshintergrund","119","","",""
"Nein","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","Realschule","kein Migrationshintergrund","3435","0.656468883842116","0.643568990420584","0.669368777263648"
"Nein","2004","Realschule","direkter Migrationshintergrund","135","","",""
"Nein","2004","Realschule","indirekter Migrationshintergrund","106","","",""
"Nein","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","(Fach-)Abitur","kein Migrationshintergrund","1306","","",""
"Nein","2004","(Fach-)Abitur","direkter Migrationshintergrund","265","","",""
"Nein","2004","(Fach-)Abitur","indirekter Migrationshintergrund","103","","",""
"Nein","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2004","AkademikerIn","kein Migrationshintergrund","3084","0.771589169863767","0.758360988706444","0.78481735102109"
"Nein","2004","AkademikerIn","direkter Migrationshintergrund","278","","",""
"Nein","2004","AkademikerIn","indirekter Migrationshintergrund","47","0.728590080822185","0.616996899541968","0.840183262102402"
"Nein","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","Realschule","kein Migrationshintergrund","","","",""
"Ja","2005","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2005","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","Realschule","kein Migrationshintergrund","","","",""
"Nein","2005","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2005","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","(noch) kein Abschluss","kein Migrationshintergrund","108","","",""
"Ja","2006","(noch) kein Abschluss","direkter Migrationshintergrund","53","0.338953343979422","0.270371593807424","0.407535094151421"
"Ja","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","17","","",""
"Ja","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","Hauptschule","kein Migrationshintergrund","1913","","",""
"Ja","2006","Hauptschule","direkter Migrationshintergrund","377","0.328465101607597","0.301576810855374","0.35535339235982"
"Ja","2006","Hauptschule","indirekter Migrationshintergrund","136","","",""
"Ja","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","Realschule","kein Migrationshintergrund","1765","","",""
"Ja","2006","Realschule","direkter Migrationshintergrund","60","0.355837002583615","0.289150347155146","0.422523658012085"
"Ja","2006","Realschule","indirekter Migrationshintergrund","91","0.406061018250119","0.337999809483262","0.474122227016976"
"Ja","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","(Fach-)Abitur","kein Migrationshintergrund","525","0.281423529677489","0.261197888059439","0.301649171295538"
"Ja","2006","(Fach-)Abitur","direkter Migrationshintergrund","129","","",""
"Ja","2006","(Fach-)Abitur","indirekter Migrationshintergrund","43","0.243585687317331","0.175121198568816","0.312050176065845"
"Ja","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2006","AkademikerIn","kein Migrationshintergrund","787","0.211382928277842","0.198933885001199","0.223831971554484"
"Ja","2006","AkademikerIn","direkter Migrationshintergrund","72","0.212964546746333","0.171021656729252","0.254907436763413"
"Ja","2006","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"Ja","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","(noch) kein Abschluss","kein Migrationshintergrund","292","","",""
"Nein","2006","(noch) kein Abschluss","direkter Migrationshintergrund","130","","",""
"Nein","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","50","0.668237334024865","0.555494275142386","0.780980392907345"
"Nein","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","Hauptschule","kein Migrationshintergrund","4758","0.708179229604395","0.697270295634443","0.719088163574346"
"Nein","2006","Hauptschule","direkter Migrationshintergrund","795","0.671534898392403","0.64464660764018","0.698423189144626"
"Nein","2006","Hauptschule","indirekter Migrationshintergrund","119","","",""
"Nein","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","Realschule","kein Migrationshintergrund","3582","0.654697310234321","0.641953090292825","0.667441530175818"
"Nein","2006","Realschule","direkter Migrationshintergrund","138","","",""
"Nein","2006","Realschule","indirekter Migrationshintergrund","109","","",""
"Nein","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","(Fach-)Abitur","kein Migrationshintergrund","1374","","",""
"Nein","2006","(Fach-)Abitur","direkter Migrationshintergrund","272","","",""
"Nein","2006","(Fach-)Abitur","indirekter Migrationshintergrund","108","","",""
"Nein","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2006","AkademikerIn","kein Migrationshintergrund","3345","0.788617071722158","0.776168028445516","0.801066114998801"
"Nein","2006","AkademikerIn","direkter Migrationshintergrund","294","","",""
"Nein","2006","AkademikerIn","indirekter Migrationshintergrund","52","0.638732774353876","0.530734907532974","0.746730641174777"
"Nein","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","Realschule","kein Migrationshintergrund","","","",""
"Ja","2007","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","Realschule","kein Migrationshintergrund","","","",""
"Nein","2007","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","(noch) kein Abschluss","kein Migrationshintergrund","73","0.227654385398311","0.184636851299926","0.270671919496696"
"Ja","2008","(noch) kein Abschluss","direkter Migrationshintergrund","40","0.36495751464586","0.278822444084021","0.451092585207699"
"Ja","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","19","","",""
"Ja","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","Hauptschule","kein Migrationshintergrund","1595","","",""
"Ja","2008","Hauptschule","direkter Migrationshintergrund","271","","",""
"Ja","2008","Hauptschule","indirekter Migrationshintergrund","122","","",""
"Ja","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","Realschule","kein Migrationshintergrund","1460","","",""
"Ja","2008","Realschule","direkter Migrationshintergrund","50","0.376448703539547","0.302523059790305","0.450374347288788"
"Ja","2008","Realschule","indirekter Migrationshintergrund","71","0.366161704179207","0.297113404941414","0.435210003417001"
"Ja","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","(Fach-)Abitur","kein Migrationshintergrund","438","0.261248961552804","0.240402376775253","0.282095546330355"
"Ja","2008","(Fach-)Abitur","direkter Migrationshintergrund","92","0.298388089707396","0.249753209448462","0.34702296996633"
"Ja","2008","(Fach-)Abitur","indirekter Migrationshintergrund","32","0.198949987194741","0.128684991812752","0.269214982576731"
"Ja","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2008","AkademikerIn","kein Migrationshintergrund","672","0.189103663640086","0.176639975687632","0.201567351592539"
"Ja","2008","AkademikerIn","direkter Migrationshintergrund","55","0.19139756229523","0.147815111705767","0.234980012884694"
"Ja","2008","AkademikerIn","indirekter Migrationshintergrund","20","","",""
"Ja","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","(noch) kein Abschluss","kein Migrationshintergrund","292","","",""
"Nein","2008","(noch) kein Abschluss","direkter Migrationshintergrund","80","0.63504248535414","0.548907414792301","0.721177555915979"
"Nein","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","41","0.600806631614462","0.476889462432935","0.72472380079599"
"Nein","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","Hauptschule","kein Migrationshintergrund","4062","0.704638792295577","0.69275062238646","0.716526962204695"
"Nein","2008","Hauptschule","direkter Migrationshintergrund","646","0.685295800852097","0.65523824052485","0.715353361179345"
"Nein","2008","Hauptschule","indirekter Migrationshintergrund","110","","",""
"Nein","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","Realschule","kein Migrationshintergrund","3294","0.682152759643765","0.668916400418664","0.695389118868866"
"Nein","2008","Realschule","direkter Migrationshintergrund","115","","",""
"Nein","2008","Realschule","indirekter Migrationshintergrund","116","","",""
"Nein","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","(Fach-)Abitur","kein Migrationshintergrund","1268","","",""
"Nein","2008","(Fach-)Abitur","direkter Migrationshintergrund","248","","",""
"Nein","2008","(Fach-)Abitur","indirekter Migrationshintergrund","92","0.801050012805258","0.730785017423269","0.871315008187248"
"Nein","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2008","AkademikerIn","kein Migrationshintergrund","3120","0.810896336359914","0.798432648407461","0.823360024312368"
"Nein","2008","AkademikerIn","direkter Migrationshintergrund","258","","",""
"Nein","2008","AkademikerIn","indirekter Migrationshintergrund","65","0.816778810451905","0.734539642339778","0.899017978564033"
"Nein","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Realschule","kein Migrationshintergrund","","","",""
"Ja","2009","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","","","",""
"Nein","2009","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","50","0.19363250420191","0.147182973471417","0.240082034932402"
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","26","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","1304","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","194","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","92","0.496153567849091","0.423910474654493","0.568396661043689"
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","1298","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","27","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","54","0.4420150686849","0.363322785070305","0.520707352299495"
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","368","0.241451253502242","0.22008377619662","0.262818730807864"
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","64","0.273637372488937","0.218483541803071","0.328791203174803"
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","29","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
