year,pgisced97,sampreg,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Pre-primary Level,West,No,0.78448,258,324,0.73963,0.82932
2006,Pre-primary Level,East,No,0.67618,52,52,0.54775,0.80460
2006,Primary Level,West,Yes,0.48245,88,217,0.41581,0.54909
2006,Primary Level,West,No,0.51755,129,217,0.45091,0.58419
2006,Lower Secondary Level,West,Yes,0.32080,681,2108,0.30087,0.34073
2006,Lower Secondary Level,West,No,0.67920,1427,2108,0.65927,0.69913
2006,Lower Secondary Level,East,Yes,0.31855,121,369,0.27095,0.36615
2006,Lower Secondary Level,East,No,0.68145,248,369,0.63385,0.72905
2006,Upper Secondary Level,West,Yes,0.32832,2624,8267,0.31820,0.33844
2006,Upper Secondary Level,West,No,0.67168,5643,8267,0.66156,0.68180
2006,Upper Secondary Level,East,Yes,0.31889,895,2802,0.30163,0.33615
2006,Upper Secondary Level,East,No,0.68111,1907,2802,0.66385,0.69837
2006,Post-secondary Non-tertiary Level,West,Yes,0.28281,274,1041,0.25544,0.31019
2006,Post-secondary Non-tertiary Level,West,No,0.71719,767,1041,0.68981,0.74456
2006,Post-secondary Non-tertiary Level,East,Yes,0.38461,70,170,0.31126,0.45796
2006,Post-secondary Non-tertiary Level,East,No,0.61539,100,170,0.54204,0.68874
2006,First Stage of Tertiary Education,West,Yes,0.27386,326,1223,0.24885,0.29886
2006,First Stage of Tertiary Education,West,No,0.72614,897,1223,0.70114,0.75115
2006,First Stage of Tertiary Education,East,Yes,0.18622,78,426,0.14921,0.22323
2006,First Stage of Tertiary Education,East,No,0.81378,348,426,0.77677,0.85079
2006,Second Stage of Tertiary Education,West,Yes,0.21860,639,3242,0.20437,0.23283
2006,Second Stage of Tertiary Education,West,No,0.78140,2603,3242,0.76717,0.79563
2006,Second Stage of Tertiary Education,East,Yes,0.19985,244,1332,0.17837,0.22134
2006,Second Stage of Tertiary Education,East,No,0.80015,1088,1332,0.77866,0.82163
2008,No answer / don't know,West,Yes,0.36700,86,253,0.30749,0.42651
2008,No answer / don't know,West,No,0.63300,167,253,0.57349,0.69251
2008,No answer / don't know,East,Yes,0.51893,37,82,0.41012,0.62774
2008,No answer / don't know,East,No,0.48107,45,82,0.37226,0.58988
2008,Pre-primary Level,West,Yes,0.18574,42,272,0.13944,0.23204
2008,Pre-primary Level,West,No,0.81426,230,272,0.76796,0.86056
2008,Pre-primary Level,East,No,0.85938,68,68,0.77614,0.94262
2008,Primary Level,West,Yes,0.47088,68,165,0.39448,0.54727
2008,Primary Level,West,No,0.52912,97,165,0.45273,0.60552
2008,Lower Secondary Level,West,Yes,0.29949,499,1703,0.27773,0.32125
2008,Lower Secondary Level,West,No,0.70051,1204,1703,0.67875,0.72227
2008,Lower Secondary Level,East,Yes,0.31970,93,303,0.26711,0.37230
2008,Lower Secondary Level,East,No,0.68030,210,303,0.62770,0.73289
2008,Upper Secondary Level,West,Yes,0.31770,2198,7224,0.30696,0.32843
2008,Upper Secondary Level,West,No,0.68230,5026,7224,0.67157,0.69304
2008,Upper Secondary Level,East,Yes,0.31762,765,2496,0.29935,0.33589
2008,Upper Secondary Level,East,No,0.68238,1731,2496,0.66411,0.70065
2008,Post-secondary Non-tertiary Level,West,Yes,0.26497,228,925,0.23652,0.29343
2008,Post-secondary Non-tertiary Level,West,No,0.73503,697,925,0.70657,0.76348
2008,Post-secondary Non-tertiary Level,East,Yes,0.40887,69,164,0.33339,0.48434
2008,Post-secondary Non-tertiary Level,East,No,0.59113,95,164,0.51566,0.66661
2008,First Stage of Tertiary Education,West,Yes,0.25862,261,1038,0.23197,0.28527
2008,First Stage of Tertiary Education,West,No,0.74138,777,1038,0.71473,0.76803
2008,First Stage of Tertiary Education,East,Yes,0.17236,71,375,0.13408,0.21063
2008,First Stage of Tertiary Education,East,No,0.82764,304,375,0.78937,0.86592
2008,Second Stage of Tertiary Education,West,Yes,0.18388,519,2950,0.16990,0.19786
2008,Second Stage of Tertiary Education,West,No,0.81612,2431,2950,0.80214,0.83010
2008,Second Stage of Tertiary Education,East,Yes,0.20728,228,1240,0.18471,0.22985
2008,Second Stage of Tertiary Education,East,No,0.79272,1012,1240,0.77015,0.81529
2010,No answer / don't know,West,Yes,0.31707,75,229,0.25666,0.37747
2010,No answer / don't know,West,No,0.68293,154,229,0.62253,0.74334
2010,No answer / don't know,East,No,0.58867,40,40,0.43423,0.74311
2010,Pre-primary Level,West,No,0.85089,215,215,0.80316,0.89861
2010,Primary Level,West,Yes,0.44280,52,127,0.35607,0.52953
2010,Primary Level,West,No,0.55720,75,127,0.47047,0.64393
2010,Lower Secondary Level,West,Yes,0.28622,397,1390,0.26245,0.30999
2010,Lower Secondary Level,West,No,0.71378,993,1390,0.69001,0.73755
2010,Lower Secondary Level,East,Yes,0.28864,64,219,0.22848,0.34879
2010,Lower Secondary Level,East,No,0.71136,155,219,0.65121,0.77152
2010,Upper Secondary Level,West,Yes,0.30426,1811,6108,0.29272,0.31579
2010,Upper Secondary Level,West,No,0.69574,4297,6108,0.68421,0.70728
2010,Upper Secondary Level,East,Yes,0.30387,685,2179,0.28456,0.32319
2010,Upper Secondary Level,East,No,0.69613,1494,2179,0.67681,0.71544
2010,Post-secondary Non-tertiary Level,West,Yes,0.26701,187,794,0.23622,0.29780
2010,Post-secondary Non-tertiary Level,West,No,0.73299,607,794,0.70220,0.76378
2010,Post-secondary Non-tertiary Level,East,Yes,0.33466,52,145,0.25759,0.41173
2010,Post-secondary Non-tertiary Level,East,No,0.66534,93,145,0.58827,0.74241
2010,First Stage of Tertiary Education,West,Yes,0.27089,230,904,0.24190,0.29987
2010,First Stage of Tertiary Education,West,No,0.72911,674,904,0.70013,0.75810
2010,First Stage of Tertiary Education,East,Yes,0.15492,61,350,0.11696,0.19289
2010,First Stage of Tertiary Education,East,No,0.84508,289,350,0.80711,0.88304
2010,Second Stage of Tertiary Education,West,Yes,0.18549,467,2708,0.17084,0.20013
2010,Second Stage of Tertiary Education,West,No,0.81451,2241,2708,0.79987,0.82916
2010,Second Stage of Tertiary Education,East,Yes,0.18098,193,1122,0.15845,0.20352
2010,Second Stage of Tertiary Education,East,No,0.81902,929,1122,0.79648,0.84155
2012,No answer / don't know,West,Yes,0.28916,68,237,0.23132,0.34700
2012,No answer / don't know,West,No,0.71084,169,237,0.65300,0.76868
2012,Pre-primary Level,West,Yes,0.17181,38,250,0.12496,0.21867
2012,Pre-primary Level,West,No,0.82819,212,250,0.78133,0.87504
2012,Primary Level,West,Yes,0.41823,81,195,0.34882,0.48765
2012,Primary Level,West,No,0.58177,114,195,0.51235,0.65118
2012,Lower Secondary Level,West,Yes,0.28090,526,1830,0.26030,0.30150
2012,Lower Secondary Level,West,No,0.71910,1304,1830,0.69850,0.73970
2012,Lower Secondary Level,East,Yes,0.34141,93,276,0.28537,0.39745
2012,Lower Secondary Level,East,No,0.65859,183,276,0.60255,0.71463
2012,Upper Secondary Level,West,Yes,0.29458,2177,7674,0.28438,0.30478
2012,Upper Secondary Level,West,No,0.70542,5497,7674,0.69522,0.71562
2012,Upper Secondary Level,East,Yes,0.31317,821,2579,0.29526,0.33107
2012,Upper Secondary Level,East,No,0.68683,1758,2579,0.66893,0.70474
2012,Post-secondary Non-tertiary Level,West,Yes,0.25100,234,1013,0.22429,0.27771
2012,Post-secondary Non-tertiary Level,West,No,0.74900,779,1013,0.72229,0.77571
2012,Post-secondary Non-tertiary Level,East,Yes,0.34191,69,189,0.27411,0.40972
2012,Post-secondary Non-tertiary Level,East,No,0.65809,120,189,0.59028,0.72589
2012,First Stage of Tertiary Education,West,Yes,0.24952,257,1026,0.22303,0.27601
2012,First Stage of Tertiary Education,West,No,0.75048,769,1026,0.72399,0.77697
2012,First Stage of Tertiary Education,East,Yes,0.19800,86,405,0.15914,0.23686
2012,First Stage of Tertiary Education,East,No,0.80200,319,405,0.76314,0.84086
2012,Second Stage of Tertiary Education,West,Yes,0.17584,551,3372,0.16299,0.18869
2012,Second Stage of Tertiary Education,West,No,0.82416,2821,3372,0.81131,0.83701
2012,Second Stage of Tertiary Education,East,Yes,0.16973,211,1262,0.14901,0.19045
2012,Second Stage of Tertiary Education,East,No,0.83027,1051,1262,0.80955,0.85099
2014,No answer / don't know,West,Yes,0.26944,160,519,0.23123,0.30765
2014,No answer / don't know,West,No,0.73056,359,519,0.69235,0.76877
2014,No answer / don't know,East,Yes,0.34748,35,95,0.25122,0.44374
2014,No answer / don't know,East,No,0.65252,60,95,0.55626,0.74878
2014,Pre-primary Level,West,Yes,0.14672,52,394,0.11174,0.18171
2014,Pre-primary Level,West,No,0.85328,342,394,0.81829,0.88826
2014,Pre-primary Level,East,No,0.70658,42,42,0.56720,0.84595
2014,Primary Level,West,Yes,0.45153,216,448,0.40539,0.49766
2014,Primary Level,West,No,0.54847,232,448,0.50234,0.59461
2014,Primary Level,East,Yes,0.63998,32,32,0.47100,0.80895
2014,Lower Secondary Level,West,Yes,0.33189,1000,2727,0.31422,0.34957
2014,Lower Secondary Level,West,No,0.66811,1727,2727,0.65043,0.68578
2014,Lower Secondary Level,East,Yes,0.39529,172,378,0.34594,0.44465
2014,Lower Secondary Level,East,No,0.60471,206,378,0.55535,0.65406
2014,Upper Secondary Level,West,Yes,0.28814,2883,9669,0.27911,0.29717
2014,Upper Secondary Level,West,No,0.71186,6786,9669,0.70283,0.72089
2014,Upper Secondary Level,East,Yes,0.33974,979,2841,0.32232,0.35715
2014,Upper Secondary Level,East,No,0.66026,1862,2841,0.64285,0.67768
2014,Post-secondary Non-tertiary Level,West,Yes,0.27454,475,1746,0.25360,0.29547
2014,Post-secondary Non-tertiary Level,West,No,0.72546,1271,1746,0.70453,0.74640
2014,Post-secondary Non-tertiary Level,East,Yes,0.26434,80,295,0.21393,0.31475
2014,Post-secondary Non-tertiary Level,East,No,0.73566,215,295,0.68525,0.78607
2014,First Stage of Tertiary Education,West,Yes,0.21150,253,1182,0.18821,0.23479
2014,First Stage of Tertiary Education,West,No,0.78850,929,1182,0.76521,0.81179
2014,First Stage of Tertiary Education,East,Yes,0.21757,78,407,0.17744,0.25771
2014,First Stage of Tertiary Education,East,No,0.78243,329,407,0.74229,0.82256
2014,Second Stage of Tertiary Education,West,Yes,0.16932,748,4781,0.15869,0.17996
2014,Second Stage of Tertiary Education,West,No,0.83068,4033,4781,0.82004,0.84131
2014,Second Stage of Tertiary Education,East,Yes,0.16251,232,1439,0.14344,0.18157
2014,Second Stage of Tertiary Education,East,No,0.83749,1207,1439,0.81843,0.85656
2016,No answer / don't know,West,Yes,0.27568,143,503,0.23659,0.31477
2016,No answer / don't know,West,No,0.72432,360,503,0.68523,0.76341
2016,No answer / don't know,East,No,0.62355,64,64,0.50391,0.74319
2016,Pre-primary Level,West,Yes,0.15781,36,291,0.11585,0.19977
2016,Pre-primary Level,West,No,0.84219,255,291,0.80023,0.88415
2016,Pre-primary Level,East,No,0.89879,36,36,0.79886,0.99871
2016,Primary Level,West,Yes,0.42824,160,354,0.37662,0.47986
2016,Primary Level,West,No,0.57176,194,354,0.52014,0.62338
2016,Lower Secondary Level,West,Yes,0.32553,804,2241,0.30613,0.34494
2016,Lower Secondary Level,West,No,0.67447,1437,2241,0.65506,0.69387
2016,Lower Secondary Level,East,Yes,0.38544,147,316,0.33170,0.43919
2016,Lower Secondary Level,East,No,0.61456,169,316,0.56081,0.66830
2016,Upper Secondary Level,West,Yes,0.26595,2394,8411,0.25651,0.27540
2016,Upper Secondary Level,West,No,0.73405,6017,8411,0.72460,0.74349
2016,Upper Secondary Level,East,Yes,0.34524,859,2541,0.32675,0.36373
2016,Upper Secondary Level,East,No,0.65476,1682,2541,0.63627,0.67325
2016,Post-secondary Non-tertiary Level,West,Yes,0.25725,467,1740,0.23671,0.27780
2016,Post-secondary Non-tertiary Level,West,No,0.74275,1273,1740,0.72220,0.76329
2016,Post-secondary Non-tertiary Level,East,Yes,0.26005,84,272,0.20783,0.31228
2016,Post-secondary Non-tertiary Level,East,No,0.73995,188,272,0.68772,0.79217
2016,First Stage of Tertiary Education,West,Yes,0.21229,218,1031,0.18731,0.23726
2016,First Stage of Tertiary Education,West,No,0.78771,813,1031,0.76274,0.81269
2016,First Stage of Tertiary Education,East,Yes,0.18864,64,366,0.14851,0.22878
2016,First Stage of Tertiary Education,East,No,0.81136,302,366,0.77122,0.85149
2016,Second Stage of Tertiary Education,West,Yes,0.16622,656,4539,0.15539,0.17705
2016,Second Stage of Tertiary Education,West,No,0.83378,3883,4539,0.82295,0.84461
2016,Second Stage of Tertiary Education,East,Yes,0.15463,201,1338,0.13525,0.17401
2016,Second Stage of Tertiary Education,East,No,0.84537,1137,1338,0.82599,0.86475
2018,No answer / don't know,West,Yes,0.26866,134,536,0.23110,0.30622
2018,No answer / don't know,West,No,0.73134,402,536,0.69378,0.76890
2018,No answer / don't know,East,No,0.73329,64,64,0.62409,0.84250
2018,Pre-primary Level,West,No,0.92574,252,252,0.89330,0.95818
2018,Pre-primary Level,East,No,0.87443,49,49,0.78068,0.96817
2018,Primary Level,West,Yes,0.44729,201,421,0.39974,0.49485
2018,Primary Level,West,No,0.55271,220,421,0.50515,0.60026
2018,Primary Level,East,Yes,0.42462,31,31,0.24774,0.60150
2018,Lower Secondary Level,West,Yes,0.32744,835,2287,0.30820,0.34668
2018,Lower Secondary Level,West,No,0.67256,1452,2287,0.65332,0.69180
2018,Lower Secondary Level,East,Yes,0.41353,181,399,0.36514,0.46191
2018,Lower Secondary Level,East,No,0.58647,218,399,0.53809,0.63486
2018,Upper Secondary Level,West,Yes,0.26757,2416,8737,0.25828,0.27685
2018,Upper Secondary Level,West,No,0.73243,6321,8737,0.72315,0.74172
2018,Upper Secondary Level,East,Yes,0.31029,906,2772,0.29307,0.32752
2018,Upper Secondary Level,East,No,0.68971,1866,2772,0.67248,0.70693
2018,Post-secondary Non-tertiary Level,West,Yes,0.25120,447,1800,0.23116,0.27124
2018,Post-secondary Non-tertiary Level,West,No,0.74880,1353,1800,0.72876,0.76884
2018,Post-secondary Non-tertiary Level,East,Yes,0.31666,104,322,0.26577,0.36754
2018,Post-secondary Non-tertiary Level,East,No,0.68334,218,322,0.63246,0.73423
2018,First Stage of Tertiary Education,West,Yes,0.20460,201,1053,0.18022,0.22898
2018,First Stage of Tertiary Education,West,No,0.79540,852,1053,0.77102,0.81978
2018,First Stage of Tertiary Education,East,Yes,0.20914,74,386,0.16852,0.24977
2018,First Stage of Tertiary Education,East,No,0.79086,312,386,0.75023,0.83148
2018,Second Stage of Tertiary Education,West,Yes,0.15009,668,4942,0.14013,0.16005
2018,Second Stage of Tertiary Education,West,No,0.84991,4274,4942,0.83995,0.85987
2018,Second Stage of Tertiary Education,East,Yes,0.14653,217,1390,0.12793,0.16513
2018,Second Stage of Tertiary Education,East,No,0.85347,1173,1390,0.83487,0.87207
2020,No answer / don't know,West,Yes,0.30610,230,745,0.27299,0.33922
2020,No answer / don't know,West,No,0.69390,515,745,0.66078,0.72701
2020,No answer / don't know,East,Yes,0.26846,41,129,0.19169,0.34523
2020,No answer / don't know,East,No,0.73154,88,129,0.65477,0.80831
2020,Pre-primary Level,West,Yes,0.09396,34,287,0.06015,0.12778
2020,Pre-primary Level,West,No,0.90604,253,287,0.87222,0.93985
2020,Pre-primary Level,East,No,0.96468,58,58,0.91676,1.01260
2020,Primary Level,West,Yes,0.38731,451,1289,0.36071,0.41392
2020,Primary Level,West,No,0.61269,838,1289,0.58608,0.63929
2020,Primary Level,East,Yes,0.46404,64,191,0.39313,0.53495
2020,Primary Level,East,No,0.53596,127,191,0.46505,0.60687
2020,Lower Secondary Level,West,Yes,0.31118,891,2586,0.29333,0.32902
2020,Lower Secondary Level,West,No,0.68882,1695,2586,0.67098,0.70667
2020,Lower Secondary Level,East,Yes,0.36856,178,447,0.32378,0.41333
2020,Lower Secondary Level,East,No,0.63144,269,447,0.58667,0.67622
2020,Upper Secondary Level,West,Yes,0.25077,2305,8653,0.24164,0.25990
2020,Upper Secondary Level,West,No,0.74923,6348,8653,0.74010,0.75836
2020,Upper Secondary Level,East,Yes,0.31575,832,2526,0.29762,0.33388
2020,Upper Secondary Level,East,No,0.68425,1694,2526,0.66612,0.70238
2020,Post-secondary Non-tertiary Level,West,Yes,0.22769,462,2018,0.20939,0.24599
2020,Post-secondary Non-tertiary Level,West,No,0.77231,1556,2018,0.75401,0.79061
2020,Post-secondary Non-tertiary Level,East,Yes,0.26046,92,325,0.21267,0.30825
2020,Post-secondary Non-tertiary Level,East,No,0.73954,233,325,0.69175,0.78733
2020,First Stage of Tertiary Education,West,Yes,0.20089,189,1065,0.17681,0.22496
2020,First Stage of Tertiary Education,West,No,0.79911,876,1065,0.77504,0.82319
2020,First Stage of Tertiary Education,East,Yes,0.18632,71,391,0.14767,0.22496
2020,First Stage of Tertiary Education,East,No,0.81368,320,391,0.77504,0.85233
2020,Second Stage of Tertiary Education,West,Yes,0.12834,860,6029,0.11990,0.13678
2020,Second Stage of Tertiary Education,West,No,0.87166,5169,6029,0.86322,0.88010
2020,Second Stage of Tertiary Education,East,Yes,0.15941,259,1637,0.14167,0.17715
2020,Second Stage of Tertiary Education,East,No,0.84059,1378,1637,0.82285,0.85833
2022,No answer / don't know,West,Yes,0.22869,510,2527,0.21231,0.24507
2022,No answer / don't know,West,No,0.77131,2017,2527,0.75493,0.78769
2022,No answer / don't know,East,Yes,0.21625,143,687,0.18544,0.24706
2022,No answer / don't know,East,No,0.78375,544,687,0.75294,0.81456
2022,Pre-primary Level,West,No,0.86589,227,227,0.82146,0.91032
2022,Pre-primary Level,East,No,0.91475,52,52,0.83811,0.99139
2022,Primary Level,West,Yes,0.42388,103,242,0.36149,0.48627
2022,Primary Level,West,No,0.57612,139,242,0.51373,0.63851
2022,Primary Level,East,Yes,0.69770,31,31,0.53335,0.86204
2022,Lower Secondary Level,West,Yes,0.29177,402,1269,0.26675,0.31679
2022,Lower Secondary Level,West,No,0.70823,867,1269,0.68321,0.73325
2022,Lower Secondary Level,East,Yes,0.43077,123,299,0.37454,0.48699
2022,Lower Secondary Level,East,No,0.56923,176,299,0.51301,0.62546
2022,Upper Secondary Level,West,Yes,0.24223,1638,6790,0.23204,0.25242
2022,Upper Secondary Level,West,No,0.75777,5152,6790,0.74758,0.76796
2022,Upper Secondary Level,East,Yes,0.24969,586,2073,0.23105,0.26833
2022,Upper Secondary Level,East,No,0.75031,1487,2073,0.73167,0.76895
2022,Post-secondary Non-tertiary Level,West,Yes,0.20873,366,1763,0.18975,0.22771
2022,Post-secondary Non-tertiary Level,West,No,0.79127,1397,1763,0.77229,0.81025
2022,Post-secondary Non-tertiary Level,East,Yes,0.21363,101,375,0.17209,0.25517
2022,Post-secondary Non-tertiary Level,East,No,0.78637,274,375,0.74483,0.82791
2022,First Stage of Tertiary Education,West,Yes,0.17894,167,1018,0.15538,0.20250
2022,First Stage of Tertiary Education,West,No,0.82106,851,1018,0.79750,0.84462
2022,First Stage of Tertiary Education,East,Yes,0.15002,59,342,0.11212,0.18792
2022,First Stage of Tertiary Education,East,No,0.84998,283,342,0.81208,0.88788
2022,Second Stage of Tertiary Education,West,Yes,0.11279,760,6646,0.10519,0.12040
2022,Second Stage of Tertiary Education,West,No,0.88721,5886,6646,0.87960,0.89481
2022,Second Stage of Tertiary Education,East,Yes,0.15206,250,1705,0.13501,0.16911
2022,Second Stage of Tertiary Education,East,No,0.84794,1455,1705,0.83089,0.86499
