year,regtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Urban regions,1 room,0.06293,219,4352,0.05572,0.07015
1993,Urban regions,2 rooms,0.23050,910,4352,0.21799,0.24301
1993,Urban regions,3 rooms,0.33928,1592,4352,0.32522,0.35335
1993,Urban regions,4 rooms,0.18071,861,4352,0.16928,0.19215
1993,Urban regions,5 rooms,0.09224,412,4352,0.08364,0.10084
1993,Urban regions,6 rooms,0.05482,221,4352,0.04806,0.06159
1993,Urban regions,7 rooms,0.02355,89,4352,0.01904,0.02806
1993,Urban regions,8 rooms,0.00943,48,4352,0.00656,0.01230
1993,Rural regions,1 room,0.03480,55,2177,0.02710,0.04250
1993,Rural regions,2 rooms,0.18977,346,2177,0.17330,0.20625
1993,Rural regions,3 rooms,0.32094,765,2177,0.30132,0.34056
1993,Rural regions,4 rooms,0.19983,470,2177,0.18303,0.21663
1993,Rural regions,5 rooms,0.13044,293,2177,0.11629,0.14459
1993,Rural regions,6 rooms,0.06938,144,2177,0.05870,0.08006
1993,Rural regions,7 rooms,0.03284,70,2177,0.02535,0.04033
1993,Rural regions,8 rooms,0.01595,34,2177,0.01069,0.02121
1994,Urban regions,1 room,0.05960,207,4297,0.05252,0.06668
1994,Urban regions,2 rooms,0.23973,919,4297,0.22697,0.25250
1994,Urban regions,3 rooms,0.32617,1536,4297,0.31215,0.34019
1994,Urban regions,4 rooms,0.18274,860,4297,0.17118,0.19429
1994,Urban regions,5 rooms,0.09484,410,4297,0.08608,0.10361
1994,Urban regions,6 rooms,0.05490,223,4297,0.04809,0.06171
1994,Urban regions,7 rooms,0.02611,96,4297,0.02134,0.03088
1994,Urban regions,8 rooms,0.00886,46,4297,0.00606,0.01167
1994,Rural regions,1 room,0.03541,58,2154,0.02760,0.04322
1994,Rural regions,2 rooms,0.18780,344,2154,0.17130,0.20430
1994,Rural regions,3 rooms,0.31795,738,2154,0.29828,0.33763
1994,Rural regions,4 rooms,0.19594,468,2154,0.17918,0.21271
1994,Rural regions,5 rooms,0.12774,288,2154,0.11364,0.14184
1994,Rural regions,6 rooms,0.07560,154,2154,0.06443,0.08677
1994,Rural regions,7 rooms,0.03027,66,2154,0.02303,0.03751
1994,Rural regions,8 rooms,0.02048,38,2154,0.01450,0.02646
1995,Urban regions,1 room,0.06685,227,4430,0.05949,0.07420
1995,Urban regions,2 rooms,0.24314,959,4430,0.23050,0.25577
1995,Urban regions,3 rooms,0.32177,1581,4430,0.30801,0.33553
1995,Urban regions,4 rooms,0.17714,862,4430,0.16589,0.18838
1995,Urban regions,5 rooms,0.09157,412,4430,0.08307,0.10006
1995,Urban regions,6 rooms,0.05649,238,4430,0.04969,0.06329
1995,Urban regions,7 rooms,0.02699,103,4430,0.02222,0.03176
1995,Urban regions,8 rooms,0.00880,48,4430,0.00605,0.01154
1995,Rural regions,1 room,0.03194,59,2219,0.02462,0.03925
1995,Rural regions,2 rooms,0.18382,353,2219,0.16770,0.19994
1995,Rural regions,3 rooms,0.30941,745,2219,0.29017,0.32865
1995,Rural regions,4 rooms,0.20502,493,2219,0.18822,0.22182
1995,Rural regions,5 rooms,0.12899,289,2219,0.11504,0.14294
1995,Rural regions,6 rooms,0.07986,169,2219,0.06858,0.09114
1995,Rural regions,7 rooms,0.02861,65,2219,0.02167,0.03555
1995,Rural regions,8 rooms,0.02462,46,2219,0.01817,0.03107
1996,Urban regions,1 room,0.05974,202,4377,0.05272,0.06677
1996,Urban regions,2 rooms,0.24746,946,4377,0.23468,0.26025
1996,Urban regions,3 rooms,0.31258,1531,4377,0.29884,0.32631
1996,Urban regions,4 rooms,0.18712,892,4377,0.17556,0.19867
1996,Urban regions,5 rooms,0.09383,411,4377,0.08519,0.10247
1996,Urban regions,6 rooms,0.05667,244,4377,0.04982,0.06352
1996,Urban regions,7 rooms,0.02800,111,4377,0.02311,0.03289
1996,Urban regions,8 rooms,0.00804,40,4377,0.00539,0.01068
1996,Rural regions,1 room,0.03699,70,2205,0.02911,0.04487
1996,Rural regions,2 rooms,0.17719,343,2205,0.16125,0.19313
1996,Rural regions,3 rooms,0.30285,711,2205,0.28367,0.32204
1996,Rural regions,4 rooms,0.19682,478,2205,0.18022,0.21342
1996,Rural regions,5 rooms,0.14112,314,2205,0.12659,0.15566
1996,Rural regions,6 rooms,0.08368,175,2205,0.07211,0.09524
1996,Rural regions,7 rooms,0.03193,72,2205,0.02459,0.03927
1996,Rural regions,8 rooms,0.02066,42,2205,0.01472,0.02660
1997,Urban regions,1 room,0.05958,190,4315,0.05252,0.06665
1997,Urban regions,2 rooms,0.23982,895,4315,0.22708,0.25256
1997,Urban regions,3 rooms,0.32453,1531,4315,0.31056,0.33850
1997,Urban regions,4 rooms,0.17753,875,4315,0.16613,0.18893
1997,Urban regions,5 rooms,0.09603,422,4315,0.08724,0.10482
1997,Urban regions,6 rooms,0.06032,253,4315,0.05321,0.06742
1997,Urban regions,7 rooms,0.02962,109,4315,0.02456,0.03468
1997,Urban regions,8 rooms,0.00780,40,4315,0.00518,0.01043
1997,Rural regions,1 room,0.03627,64,2183,0.02843,0.04412
1997,Rural regions,2 rooms,0.17958,346,2183,0.16347,0.19568
1997,Rural regions,3 rooms,0.30721,706,2183,0.28785,0.32657
1997,Rural regions,4 rooms,0.19622,470,2183,0.17955,0.21288
1997,Rural regions,5 rooms,0.14028,311,2183,0.12571,0.15485
1997,Rural regions,6 rooms,0.08097,172,2183,0.06952,0.09241
1997,Rural regions,7 rooms,0.03158,72,2183,0.02424,0.03891
1997,Rural regions,8 rooms,0.02013,42,2183,0.01424,0.02603
1998,Urban regions,1 room,0.05467,212,4890,0.04830,0.06104
1998,Urban regions,2 rooms,0.23658,1000,4890,0.22467,0.24849
1998,Urban regions,3 rooms,0.32311,1695,4890,0.31001,0.33622
1998,Urban regions,4 rooms,0.19007,1028,4890,0.17908,0.20107
1998,Urban regions,5 rooms,0.09310,474,4890,0.08495,0.10124
1998,Urban regions,6 rooms,0.05998,308,4890,0.05333,0.06664
1998,Urban regions,7 rooms,0.02504,115,4890,0.02066,0.02942
1998,Urban regions,8 rooms,0.01027,58,4890,0.00744,0.01309
1998,Rural regions,1 room,0.02622,62,2463,0.01991,0.03253
1998,Rural regions,2 rooms,0.18919,398,2463,0.17372,0.20466
1998,Rural regions,3 rooms,0.28194,741,2463,0.26416,0.29971
1998,Rural regions,4 rooms,0.22081,572,2463,0.20443,0.23720
1998,Rural regions,5 rooms,0.13405,346,2463,0.12059,0.14751
1998,Rural regions,6 rooms,0.07944,204,2463,0.06876,0.09012
1998,Rural regions,7 rooms,0.03888,97,2463,0.03125,0.04652
1998,Rural regions,8 rooms,0.01541,43,2463,0.01054,0.02027
1999,Urban regions,1 room,0.05279,191,4678,0.04638,0.05920
1999,Urban regions,2 rooms,0.23638,951,4678,0.22421,0.24856
1999,Urban regions,3 rooms,0.31745,1582,4678,0.30411,0.33079
1999,Urban regions,4 rooms,0.19265,997,4678,0.18135,0.20396
1999,Urban regions,5 rooms,0.09178,463,4678,0.08351,0.10006
1999,Urban regions,6 rooms,0.06346,316,4678,0.05648,0.07045
1999,Urban regions,7 rooms,0.02600,119,4678,0.02144,0.03057
1999,Urban regions,8 rooms,0.01096,59,4678,0.00798,0.01395
1999,Rural regions,1 room,0.02572,56,2393,0.01937,0.03206
1999,Rural regions,2 rooms,0.19202,377,2393,0.17624,0.20781
1999,Rural regions,3 rooms,0.28451,721,2393,0.26643,0.30259
1999,Rural regions,4 rooms,0.21472,556,2393,0.19826,0.23118
1999,Rural regions,5 rooms,0.13874,353,2393,0.12489,0.15259
1999,Rural regions,6 rooms,0.07470,191,2393,0.06417,0.08524
1999,Rural regions,7 rooms,0.03705,97,2393,0.02948,0.04462
1999,Rural regions,8 rooms,0.01717,42,2393,0.01196,0.02237
2000,Urban regions,1 room,0.04880,309,8599,0.04425,0.05336
2000,Urban regions,2 rooms,0.22313,1593,8599,0.21433,0.23193
2000,Urban regions,3 rooms,0.31914,2757,8599,0.30929,0.32899
2000,Urban regions,4 rooms,0.18893,1781,8599,0.18066,0.19721
2000,Urban regions,5 rooms,0.10326,1005,8599,0.09683,0.10969
2000,Urban regions,6 rooms,0.06488,626,8599,0.05967,0.07008
2000,Urban regions,7 rooms,0.02936,294,8599,0.02579,0.03293
2000,Urban regions,8 rooms,0.01348,141,8599,0.01105,0.01592
2000,Urban regions,9 rooms,0.00405,49,8599,0.00271,0.00540
2000,Urban regions,10 or more rooms,0.00496,44,8599,0.00347,0.00644
2000,Rural regions,1 room,0.02654,97,4351,0.02177,0.03132
2000,Rural regions,2 rooms,0.18937,638,4351,0.17772,0.20101
2000,Rural regions,3 rooms,0.28447,1238,4351,0.27106,0.29788
2000,Rural regions,4 rooms,0.20349,948,4351,0.19152,0.21545
2000,Rural regions,5 rooms,0.14062,675,4351,0.13029,0.15095
2000,Rural regions,6 rooms,0.08185,395,4351,0.07370,0.09000
2000,Rural regions,7 rooms,0.03647,187,4351,0.03090,0.04204
2000,Rural regions,8 rooms,0.02031,101,4351,0.01612,0.02450
2000,Rural regions,9 rooms,0.00942,37,4351,0.00655,0.01229
2000,Rural regions,10 or more rooms,0.00746,35,4351,0.00491,0.01002
2001,Urban regions,1 room,0.04661,266,7783,0.04192,0.05129
2001,Urban regions,2 rooms,0.21862,1419,7783,0.20944,0.22780
2001,Urban regions,3 rooms,0.32258,2505,7783,0.31219,0.33297
2001,Urban regions,4 rooms,0.18820,1605,7783,0.17952,0.19689
2001,Urban regions,5 rooms,0.10344,909,7783,0.09668,0.11021
2001,Urban regions,6 rooms,0.06759,586,7783,0.06201,0.07316
2001,Urban regions,7 rooms,0.02947,269,7783,0.02572,0.03323
2001,Urban regions,8 rooms,0.01388,131,7783,0.01128,0.01648
2001,Urban regions,9 rooms,0.00366,44,7783,0.00231,0.00500
2001,Urban regions,10 or more rooms,0.00595,49,7783,0.00424,0.00766
2001,Rural regions,1 room,0.01985,63,3897,0.01547,0.02423
2001,Rural regions,2 rooms,0.18552,569,3897,0.17331,0.19772
2001,Rural regions,3 rooms,0.28455,1090,3897,0.27038,0.29872
2001,Rural regions,4 rooms,0.21310,884,3897,0.20024,0.22596
2001,Rural regions,5 rooms,0.13852,602,3897,0.12767,0.14937
2001,Rural regions,6 rooms,0.07890,347,3897,0.07044,0.08737
2001,Rural regions,7 rooms,0.03734,175,3897,0.03139,0.04329
2001,Rural regions,8 rooms,0.02334,95,3897,0.01860,0.02808
2001,Rural regions,9 rooms,0.01092,38,3897,0.00765,0.01418
2001,Rural regions,10 or more rooms,0.00796,34,3897,0.00517,0.01075
2002,Urban regions,1 room,0.04390,243,8252,0.03948,0.04832
2002,Urban regions,2 rooms,0.22542,1418,8252,0.21641,0.23444
2002,Urban regions,3 rooms,0.31737,2433,8252,0.30732,0.32741
2002,Urban regions,4 rooms,0.18871,1698,8252,0.18027,0.19715
2002,Urban regions,5 rooms,0.11303,1130,8252,0.10620,0.11987
2002,Urban regions,6 rooms,0.06376,701,8252,0.05849,0.06903
2002,Urban regions,7 rooms,0.02719,348,8252,0.02368,0.03070
2002,Urban regions,8 rooms,0.01150,159,8252,0.00920,0.01380
2002,Urban regions,9 rooms,0.00474,68,8252,0.00326,0.00622
2002,Urban regions,10 or more rooms,0.00437,54,8252,0.00295,0.00580
2002,Rural regions,1 room,0.02147,69,3960,0.01696,0.02599
2002,Rural regions,2 rooms,0.17624,544,3960,0.16437,0.18811
2002,Rural regions,3 rooms,0.28691,1073,3960,0.27282,0.30100
2002,Rural regions,4 rooms,0.21089,871,3960,0.19819,0.22360
2002,Rural regions,5 rooms,0.15431,669,3960,0.14306,0.16556
2002,Rural regions,6 rooms,0.07649,367,3960,0.06821,0.08476
2002,Rural regions,7 rooms,0.04039,182,3960,0.03426,0.04652
2002,Rural regions,8 rooms,0.01883,102,3960,0.01460,0.02307
2002,Rural regions,9 rooms,0.00660,42,3960,0.00408,0.00912
2002,Rural regions,10 or more rooms,0.00786,41,3960,0.00511,0.01062
2003,Urban regions,1 room,0.04775,252,7982,0.04307,0.05243
2003,Urban regions,2 rooms,0.21890,1361,7982,0.20983,0.22798
2003,Urban regions,3 rooms,0.32076,2373,7982,0.31052,0.33100
2003,Urban regions,4 rooms,0.18546,1635,7982,0.17694,0.19399
2003,Urban regions,5 rooms,0.11364,1077,7982,0.10668,0.12060
2003,Urban regions,6 rooms,0.06608,679,7982,0.06063,0.07153
2003,Urban regions,7 rooms,0.02735,349,7982,0.02377,0.03093
2003,Urban regions,8 rooms,0.01214,152,7982,0.00974,0.01454
2003,Urban regions,9 rooms,0.00363,57,7982,0.00231,0.00496
2003,Urban regions,10 or more rooms,0.00429,47,7982,0.00286,0.00572
2003,Rural regions,1 room,0.02677,80,3822,0.02165,0.03189
2003,Rural regions,2 rooms,0.18028,545,3822,0.16809,0.19247
2003,Rural regions,3 rooms,0.29014,1060,3822,0.27575,0.30453
2003,Rural regions,4 rooms,0.20513,818,3822,0.19233,0.21794
2003,Rural regions,5 rooms,0.15050,607,3822,0.13916,0.16184
2003,Rural regions,6 rooms,0.07185,347,3822,0.06366,0.08004
2003,Rural regions,7 rooms,0.03722,172,3822,0.03122,0.04322
2003,Rural regions,8 rooms,0.02343,109,3822,0.01863,0.02822
2003,Rural regions,9 rooms,0.00834,45,3822,0.00546,0.01123
2003,Rural regions,10 or more rooms,0.00634,39,3822,0.00383,0.00886
2004,Urban regions,1 room,0.04525,237,7785,0.04064,0.04987
2004,Urban regions,2 rooms,0.21592,1299,7785,0.20678,0.22506
2004,Urban regions,3 rooms,0.32570,2335,7785,0.31529,0.33612
2004,Urban regions,4 rooms,0.18425,1593,7785,0.17564,0.19286
2004,Urban regions,5 rooms,0.11555,1074,7785,0.10845,0.12266
2004,Urban regions,6 rooms,0.06523,667,7785,0.05974,0.07072
2004,Urban regions,7 rooms,0.02758,324,7785,0.02394,0.03122
2004,Urban regions,8 rooms,0.01173,142,7785,0.00934,0.01412
2004,Urban regions,9 rooms,0.00450,60,7785,0.00301,0.00598
2004,Urban regions,10 or more rooms,0.00429,54,7785,0.00284,0.00574
2004,Rural regions,1 room,0.03042,87,3758,0.02493,0.03591
2004,Rural regions,2 rooms,0.17612,522,3758,0.16394,0.18830
2004,Rural regions,3 rooms,0.28905,1018,3758,0.27455,0.30354
2004,Rural regions,4 rooms,0.19770,807,3758,0.18496,0.21043
2004,Rural regions,5 rooms,0.15671,612,3758,0.14508,0.16833
2004,Rural regions,6 rooms,0.07670,355,3758,0.06819,0.08521
2004,Rural regions,7 rooms,0.04000,174,3758,0.03373,0.04626
2004,Rural regions,8 rooms,0.01908,96,3758,0.01470,0.02345
2004,Rural regions,9 rooms,0.00666,43,3758,0.00406,0.00926
2004,Rural regions,10 or more rooms,0.00758,44,3758,0.00480,0.01035
2005,Urban regions,1 room,0.04496,248,7553,0.04029,0.04963
2005,Urban regions,2 rooms,0.21695,1280,7553,0.20766,0.22625
2005,Urban regions,3 rooms,0.32458,2266,7553,0.31402,0.33514
2005,Urban regions,4 rooms,0.18404,1538,7553,0.17530,0.19278
2005,Urban regions,5 rooms,0.11844,1061,7553,0.11115,0.12573
2005,Urban regions,6 rooms,0.06339,607,7553,0.05790,0.06889
2005,Urban regions,7 rooms,0.02642,300,7553,0.02280,0.03003
2005,Urban regions,8 rooms,0.01288,149,7553,0.01034,0.01542
2005,Urban regions,9 rooms,0.00462,57,7553,0.00309,0.00615
2005,Urban regions,10 or more rooms,0.00371,47,7553,0.00234,0.00508
2005,Rural regions,1 room,0.02287,67,3646,0.01802,0.02773
2005,Rural regions,2 rooms,0.18310,532,3646,0.17055,0.19566
2005,Rural regions,3 rooms,0.28080,991,3646,0.26621,0.29539
2005,Rural regions,4 rooms,0.20186,774,3646,0.18883,0.21489
2005,Rural regions,5 rooms,0.15716,605,3646,0.14535,0.16898
2005,Rural regions,6 rooms,0.07559,334,3646,0.06701,0.08418
2005,Rural regions,7 rooms,0.03621,158,3646,0.03015,0.04228
2005,Rural regions,8 rooms,0.02601,102,3646,0.02084,0.03117
2005,Rural regions,9 rooms,0.00933,45,3646,0.00621,0.01245
2005,Rural regions,10 or more rooms,0.00706,38,3646,0.00435,0.00978
2006,Urban regions,1 room,0.04409,248,8168,0.03964,0.04854
2006,Urban regions,2 rooms,0.22482,1421,8168,0.21577,0.23388
2006,Urban regions,3 rooms,0.32119,2407,8168,0.31106,0.33132
2006,Urban regions,4 rooms,0.18243,1662,8168,0.17406,0.19081
2006,Urban regions,5 rooms,0.11624,1150,8168,0.10929,0.12319
2006,Urban regions,6 rooms,0.06181,664,8168,0.05659,0.06704
2006,Urban regions,7 rooms,0.02792,343,8168,0.02434,0.03149
2006,Urban regions,8 rooms,0.01262,154,8168,0.01020,0.01504
2006,Urban regions,9 rooms,0.00498,65,8168,0.00345,0.00650
2006,Urban regions,10 or more rooms,0.00390,54,8168,0.00255,0.00525
2006,Rural regions,1 room,0.02721,86,4097,0.02223,0.03220
2006,Rural regions,2 rooms,0.18645,586,4097,0.17452,0.19838
2006,Rural regions,3 rooms,0.28235,1099,4097,0.26856,0.29613
2006,Rural regions,4 rooms,0.20074,884,4097,0.18847,0.21301
2006,Rural regions,5 rooms,0.15125,665,4097,0.14028,0.16223
2006,Rural regions,6 rooms,0.07632,376,4097,0.06819,0.08445
2006,Rural regions,7 rooms,0.03955,201,4097,0.03358,0.04552
2006,Rural regions,8 rooms,0.01897,109,4097,0.01480,0.02315
2006,Rural regions,9 rooms,0.01069,51,4097,0.00754,0.01384
2006,Rural regions,10 or more rooms,0.00646,40,4097,0.00400,0.00891
2007,Urban regions,1 room,0.04365,239,7609,0.03906,0.04824
2007,Urban regions,2 rooms,0.21320,1242,7609,0.20400,0.22241
2007,Urban regions,3 rooms,0.31919,2259,7609,0.30871,0.32966
2007,Urban regions,4 rooms,0.18815,1562,7609,0.17937,0.19693
2007,Urban regions,5 rooms,0.11508,1058,7609,0.10790,0.12225
2007,Urban regions,6 rooms,0.07040,673,7609,0.06465,0.07615
2007,Urban regions,7 rooms,0.02863,334,7609,0.02488,0.03238
2007,Urban regions,8 rooms,0.01315,144,7609,0.01059,0.01571
2007,Urban regions,9 rooms,0.00524,59,7609,0.00362,0.00686
2007,Urban regions,10 or more rooms,0.00332,39,7609,0.00203,0.00461
2007,Rural regions,1 room,0.02583,74,3844,0.02081,0.03084
2007,Rural regions,2 rooms,0.18743,560,3844,0.17509,0.19977
2007,Rural regions,3 rooms,0.27017,1010,3844,0.25613,0.28421
2007,Rural regions,4 rooms,0.20479,833,3844,0.19204,0.21755
2007,Rural regions,5 rooms,0.14570,609,3844,0.13455,0.15686
2007,Rural regions,6 rooms,0.07799,360,3844,0.06951,0.08647
2007,Rural regions,7 rooms,0.04764,208,3844,0.04090,0.05437
2007,Rural regions,8 rooms,0.02006,96,3844,0.01563,0.02450
2007,Rural regions,9 rooms,0.01009,51,3844,0.00693,0.01325
