year,age_gr,regtyp,pld0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,66 and older,Rural regions,Never,0.65087,806,1242,0.62434,0.67739
2008,17-29 y.,Urban regions,Very often,0.05610,129,2080,0.04621,0.06599
2008,17-29 y.,Urban regions,Often,0.09209,193,2080,0.07966,0.10452
2008,17-29 y.,Urban regions,Sometimes,0.08342,187,2080,0.07154,0.09531
2008,17-29 y.,Urban regions,Seldom,0.15728,368,2080,0.14163,0.17293
2008,17-29 y.,Urban regions,Never,0.53386,1203,2080,0.51242,0.55531
2008,17-29 y.,Rural regions,Very often,0.07180,81,1060,0.05625,0.08734
2008,17-29 y.,Rural regions,Often,0.10386,121,1060,0.08549,0.12224
2008,17-29 y.,Rural regions,Sometimes,0.08647,108,1060,0.06954,0.10340
2008,17-29 y.,Rural regions,Seldom,0.18556,199,1060,0.16215,0.20898
2008,17-29 y.,Rural regions,Never,0.46819,551,1060,0.43814,0.49825
2008,30-45 y.,Urban regions,Very often,0.05663,203,3429,0.04889,0.06436
2008,30-45 y.,Urban regions,Often,0.08660,310,3429,0.07719,0.09602
2008,30-45 y.,Urban regions,Sometimes,0.12613,421,3429,0.11502,0.13725
2008,30-45 y.,Urban regions,Seldom,0.17663,612,3429,0.16386,0.18939
2008,30-45 y.,Urban regions,Never,0.54985,1883,3429,0.53320,0.56650
2008,30-45 y.,Rural regions,Very often,0.06254,116,1716,0.05108,0.07400
2008,30-45 y.,Rural regions,Often,0.12054,207,1716,0.10513,0.13595
2008,30-45 y.,Rural regions,Sometimes,0.12962,212,1716,0.11372,0.14551
2008,30-45 y.,Rural regions,Seldom,0.19594,369,1716,0.17715,0.21473
2008,30-45 y.,Rural regions,Never,0.48640,812,1716,0.46275,0.51006
2008,46-65 y.,Urban regions,Very often,0.04364,203,4308,0.03754,0.04974
2008,46-65 y.,Urban regions,Often,0.09102,405,4308,0.08243,0.09961
2008,46-65 y.,Urban regions,Sometimes,0.09341,429,4308,0.08472,0.10210
2008,46-65 y.,Urban regions,Seldom,0.17299,764,4308,0.16170,0.18429
2008,46-65 y.,Urban regions,Never,0.59288,2507,4308,0.57821,0.60755
2008,46-65 y.,Rural regions,Very often,0.06088,141,2350,0.05121,0.07055
2008,46-65 y.,Rural regions,Often,0.09566,243,2350,0.08376,0.10755
2008,46-65 y.,Rural regions,Sometimes,0.11343,293,2350,0.10060,0.12625
2008,46-65 y.,Rural regions,Seldom,0.20388,452,2350,0.18759,0.22017
2008,46-65 y.,Rural regions,Never,0.51956,1221,2350,0.49935,0.53976
2008,66 and older,Urban regions,Very often,0.02198,65,2772,0.01652,0.02744
2008,66 and older,Urban regions,Often,0.04633,127,2772,0.03851,0.05416
2008,66 and older,Urban regions,Sometimes,0.06385,194,2772,0.05474,0.07295
2008,66 and older,Urban regions,Seldom,0.13259,355,2772,0.11996,0.14521
2008,66 and older,Urban regions,Never,0.72468,2031,2772,0.70805,0.74132
2008,66 and older,Rural regions,Very often,0.04583,66,1472,0.03514,0.05651
2008,66 and older,Rural regions,Often,0.08197,109,1472,0.06795,0.09599
2008,66 and older,Rural regions,Sometimes,0.09292,140,1472,0.07809,0.10776
2008,66 and older,Rural regions,Seldom,0.15236,235,1472,0.13400,0.17073
2008,66 and older,Rural regions,Never,0.61041,922,1472,0.58549,0.63533
2013,17-29 y.,Urban regions,Very often,0.04550,167,2301,0.03698,0.05401
2013,17-29 y.,Urban regions,Often,0.07070,240,2301,0.06022,0.08117
2013,17-29 y.,Urban regions,Sometimes,0.06385,216,2301,0.05386,0.07385
2013,17-29 y.,Urban regions,Seldom,0.14129,416,2301,0.12706,0.15553
2013,17-29 y.,Urban regions,Never,0.40542,1262,2301,0.38536,0.42549
2013,17-29 y.,Rural regions,Very often,0.05380,99,1233,0.04120,0.06640
2013,17-29 y.,Rural regions,Often,0.08610,140,1233,0.07044,0.10177
2013,17-29 y.,Rural regions,Sometimes,0.08215,129,1233,0.06682,0.09749
2013,17-29 y.,Rural regions,Seldom,0.15826,224,1233,0.13788,0.17864
2013,17-29 y.,Rural regions,Never,0.41320,641,1233,0.38571,0.44070
2013,30-45 y.,Urban regions,Very often,0.04724,397,5110,0.04142,0.05306
2013,30-45 y.,Urban regions,Often,0.07842,617,5110,0.07105,0.08579
2013,30-45 y.,Urban regions,Sometimes,0.09200,587,5110,0.08408,0.09993
2013,30-45 y.,Urban regions,Seldom,0.14514,918,5110,0.13548,0.15480
2013,30-45 y.,Urban regions,Never,0.44781,2591,5110,0.43418,0.46145
2013,30-45 y.,Rural regions,Very often,0.06584,260,2849,0.05673,0.07495
2013,30-45 y.,Rural regions,Often,0.12583,413,2849,0.11365,0.13801
2013,30-45 y.,Rural regions,Sometimes,0.11062,373,2849,0.09910,0.12214
2013,30-45 y.,Rural regions,Seldom,0.18371,569,2849,0.16948,0.19793
2013,30-45 y.,Rural regions,Never,0.39719,1234,2849,0.37922,0.41516
2013,46-65 y.,Urban regions,Very often,0.05518,368,5527,0.04916,0.06120
2013,46-65 y.,Urban regions,Often,0.09553,652,5527,0.08778,0.10328
2013,46-65 y.,Urban regions,Sometimes,0.09672,658,5527,0.08893,0.10451
2013,46-65 y.,Urban regions,Seldom,0.17007,954,5527,0.16016,0.17997
2013,46-65 y.,Urban regions,Never,0.51195,2895,5527,0.49877,0.52513
2013,46-65 y.,Rural regions,Very often,0.05679,226,3423,0.04904,0.06455
2013,46-65 y.,Rural regions,Often,0.11561,456,3423,0.10490,0.12633
2013,46-65 y.,Rural regions,Sometimes,0.12552,448,3423,0.11442,0.13662
2013,46-65 y.,Rural regions,Seldom,0.19583,661,3423,0.18253,0.20912
2013,46-65 y.,Rural regions,Never,0.46729,1632,3423,0.45057,0.48400
2013,66 and older,Urban regions,Very often,0.03461,109,3153,0.02823,0.04099
2013,66 and older,Urban regions,Often,0.05980,198,3153,0.05152,0.06808
2013,66 and older,Urban regions,Sometimes,0.07151,238,3153,0.06252,0.08051
2013,66 and older,Urban regions,Seldom,0.14221,480,3153,0.13001,0.15440
2013,66 and older,Urban regions,Never,0.67497,2128,3153,0.65861,0.69132
2013,66 and older,Rural regions,Very often,0.03512,71,1759,0.02652,0.04373
2013,66 and older,Rural regions,Often,0.06773,126,1759,0.05598,0.07947
2013,66 and older,Rural regions,Sometimes,0.11049,197,1759,0.09583,0.12514
2013,66 and older,Rural regions,Seldom,0.18136,330,1759,0.16334,0.19937
2013,66 and older,Rural regions,Never,0.59257,1035,1759,0.56960,0.61554
2018,17-29 y.,Urban regions,Very often,0.06120,221,2889,0.05246,0.06994
2018,17-29 y.,Urban regions,Often,0.09014,290,2889,0.07969,0.10058
2018,17-29 y.,Urban regions,Sometimes,0.09736,272,2889,0.08655,0.10818
2018,17-29 y.,Urban regions,Seldom,0.15157,484,2889,0.13849,0.16465
2018,17-29 y.,Urban regions,Never,0.51399,1622,2889,0.49577,0.53222
2018,17-29 y.,Rural regions,Very often,0.05124,101,1339,0.03942,0.06305
2018,17-29 y.,Rural regions,Often,0.11182,164,1339,0.09493,0.12870
2018,17-29 y.,Rural regions,Sometimes,0.12223,166,1339,0.10468,0.13978
2018,17-29 y.,Rural regions,Seldom,0.15159,244,1339,0.13237,0.17081
2018,17-29 y.,Rural regions,Never,0.45609,664,1339,0.42940,0.48278
2018,30-45 y.,Urban regions,Very often,0.07939,359,4500,0.07149,0.08728
2018,30-45 y.,Urban regions,Often,0.09483,474,4500,0.08627,0.10339
2018,30-45 y.,Urban regions,Sometimes,0.10547,481,4500,0.09649,0.11445
2018,30-45 y.,Urban regions,Seldom,0.17287,719,4500,0.16182,0.18392
2018,30-45 y.,Urban regions,Never,0.53305,2467,4500,0.51847,0.54763
2018,30-45 y.,Rural regions,Very often,0.07447,178,2215,0.06353,0.08540
2018,30-45 y.,Rural regions,Often,0.12191,284,2215,0.10828,0.13554
2018,30-45 y.,Rural regions,Sometimes,0.10927,260,2215,0.09627,0.12226
2018,30-45 y.,Rural regions,Seldom,0.18717,372,2215,0.17092,0.20341
2018,30-45 y.,Rural regions,Never,0.49361,1121,2215,0.47278,0.51444
2018,46-65 y.,Urban regions,Very often,0.06588,451,6047,0.05962,0.07213
2018,46-65 y.,Urban regions,Often,0.09806,631,6047,0.09057,0.10556
2018,46-65 y.,Urban regions,Sometimes,0.11872,707,6047,0.11056,0.12687
2018,46-65 y.,Urban regions,Seldom,0.16564,1016,6047,0.15626,0.17501
2018,46-65 y.,Urban regions,Never,0.54239,3242,6047,0.52983,0.55495
2018,46-65 y.,Rural regions,Very often,0.07566,263,3551,0.06696,0.08436
2018,46-65 y.,Rural regions,Often,0.13097,463,3551,0.11988,0.14207
2018,46-65 y.,Rural regions,Sometimes,0.13989,470,3551,0.12848,0.15130
2018,46-65 y.,Rural regions,Seldom,0.19148,639,3551,0.17854,0.20443
2018,46-65 y.,Rural regions,Never,0.45555,1716,3551,0.43917,0.47194
2018,66 and older,Urban regions,Very often,0.03992,117,3141,0.03308,0.04677
2018,66 and older,Urban regions,Often,0.06020,185,3141,0.05188,0.06852
2018,66 and older,Urban regions,Sometimes,0.08267,255,3141,0.07304,0.09231
2018,66 and older,Urban regions,Seldom,0.16132,475,3141,0.14845,0.17418
2018,66 and older,Urban regions,Never,0.65134,2109,3141,0.63467,0.66801
2018,66 and older,Rural regions,Very often,0.04638,92,1829,0.03674,0.05603
2018,66 and older,Rural regions,Often,0.07049,133,1829,0.05876,0.08223
2018,66 and older,Rural regions,Sometimes,0.09852,187,1829,0.08486,0.11218
2018,66 and older,Rural regions,Seldom,0.19520,337,1829,0.17703,0.21337
2018,66 and older,Rural regions,Never,0.58364,1080,1829,0.56104,0.60624
