,Unnamed: 0,year,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
45,45,1988,Urban regions,3 rooms,0.33961,1369,4674,0.32793,0.35244
46,46,1988,Urban regions,4 rooms,0.17946,749,4674,0.1726,0.18573
47,47,1988,Urban regions,5 rooms,0.0926,377,4674,0.08887,0.09715
48,48,1988,Urban regions,6 rooms,0.05391,205,4674,0.05154,0.05656
49,49,1988,Urban regions,7 rooms,0.01999,80,4674,0.0185,0.0217
50,50,1988,Urban regions,8 rooms,0.01189,47,4674,0.01037,0.01318
51,51,1988,Rural regions,2 rooms,0.1219,98,4674,0.10576,0.13652
52,52,1988,Rural regions,3 rooms,0.33484,285,4674,0.31041,0.3537
53,53,1988,Rural regions,4 rooms,0.23743,221,4674,0.22208,0.25214
54,54,1988,Rural regions,5 rooms,0.1546,149,4674,0.14495,0.16351
55,55,1988,Rural regions,6 rooms,0.11168,103,4674,0.10453,0.1191
56,56,1988,Rural regions,7 rooms,0.03955,41,4674,0.03488,0.04406
57,57,1989,Urban regions,1 room,0.06501,187,4557,0.05854,0.07077
58,58,1989,Urban regions,2 rooms,0.23821,754,4557,0.2268,0.24998
59,59,1989,Urban regions,3 rooms,0.33236,1312,4557,0.32085,0.34372
60,60,1989,Urban regions,4 rooms,0.18373,740,4557,0.1769,0.19028
61,61,1989,Urban regions,5 rooms,0.09381,368,4557,0.08944,0.09788
62,62,1989,Urban regions,6 rooms,0.05433,208,4557,0.05129,0.05702
63,63,1989,Urban regions,7 rooms,0.02042,79,4557,0.01879,0.02225
64,64,1989,Urban regions,8 rooms,0.01213,48,4557,0.01061,0.01364
65,65,1989,Rural regions,2 rooms,0.12529,94,4557,0.11208,0.13985
66,66,1989,Rural regions,3 rooms,0.31603,266,4557,0.29756,0.34259
67,67,1989,Rural regions,4 rooms,0.24532,215,4557,0.23072,0.26118
68,68,1989,Rural regions,5 rooms,0.16225,150,4557,0.14961,0.17464
69,69,1989,Rural regions,6 rooms,0.11227,97,4557,0.10476,0.12049
70,70,1989,Rural regions,7 rooms,0.03883,39,4557,0.03387,0.04399
71,71,1990,Urban regions,1 room,0.06883,224,6631,0.06302,0.0729
72,72,1990,Urban regions,2 rooms,0.2423,911,6631,0.23136,0.25192
73,73,1990,Urban regions,3 rooms,0.33838,1611,6631,0.32736,0.35041
74,74,1990,Urban regions,4 rooms,0.17981,889,6631,0.17267,0.18667
75,75,1990,Urban regions,5 rooms,0.08721,390,6631,0.08348,0.09154
76,76,1990,Urban regions,6 rooms,0.05243,220,6631,0.04958,0.05546
77,77,1990,Urban regions,7 rooms,0.02049,86,6631,0.0185,0.02244
78,78,1990,Urban regions,8 rooms,0.01055,49,6631,0.00944,0.0118
79,79,1990,Rural regions,1 room,0.0379,62,6631,0.03395,0.04297
80,80,1990,Rural regions,2 rooms,0.18865,368,6631,0.17785,0.20288
81,81,1990,Rural regions,3 rooms,0.33839,829,6631,0.32261,0.35602
82,82,1990,Rural regions,4 rooms,0.19928,479,6631,0.18764,0.21232
83,83,1990,Rural regions,5 rooms,0.13284,295,6631,0.12412,0.14234
84,84,1990,Rural regions,6 rooms,0.07471,155,6631,0.06821,0.08352
85,85,1990,Rural regions,7 rooms,0.02824,63,6631,0.02521,0.03218
86,86,1991,Urban regions,1 room,0.06417,212,6540,0.05896,0.07018
87,87,1991,Urban regions,2 rooms,0.24669,903,6540,0.23522,0.25744
88,88,1991,Urban regions,3 rooms,0.3327,1570,6540,0.32075,0.34523
89,89,1991,Urban regions,4 rooms,0.17879,877,6540,0.1711,0.18675
90,90,1991,Urban regions,5 rooms,0.09063,401,6540,0.08586,0.09479
91,91,1991,Urban regions,6 rooms,0.05553,229,6540,0.05188,0.05812
92,92,1991,Urban regions,7 rooms,0.02094,85,6540,0.01902,0.02309
93,93,1991,Urban regions,8 rooms,0.01056,49,6540,0.00908,0.01194
94,94,1991,Rural regions,1 room,0.03304,48,6540,0.02879,0.03724
95,95,1991,Rural regions,2 rooms,0.19212,358,6540,0.18207,0.20419
96,96,1991,Rural regions,3 rooms,0.32582,792,6540,0.31085,0.34295
97,97,1991,Rural regions,4 rooms,0.19792,472,6540,0.18624,0.2113
98,98,1991,Rural regions,5 rooms,0.12994,293,6540,0.12055,0.13916
99,99,1991,Rural regions,6 rooms,0.07643,159,6540,0.06919,0.08357
100,100,1991,Rural regions,7 rooms,0.028,60,6540,0.02514,0.03128
101,101,1991,Rural regions,8 rooms,0.01673,32,6540,0.01417,0.01953
102,102,1992,Urban regions,1 room,0.06299,225,6498,0.05668,0.06825
103,103,1992,Urban regions,2 rooms,0.24817,931,6498,0.23665,0.25883
104,104,1992,Urban regions,3 rooms,0.32947,1557,6498,0.31658,0.34124
105,105,1992,Urban regions,4 rooms,0.1794,862,6498,0.1706,0.18816
106,106,1992,Urban regions,5 rooms,0.09038,401,6498,0.08578,0.09501
107,107,1992,Urban regions,6 rooms,0.05818,234,6498,0.05483,0.06189
108,108,1992,Urban regions,7 rooms,0.02137,85,6498,0.01891,0.02413
109,109,1992,Urban regions,8 rooms,0.01006,48,6498,0.00837,0.01166
110,110,1992,Rural regions,1 room,0.03066,43,6498,0.02544,0.03574
111,111,1992,Rural regions,2 rooms,0.19098,337,6498,0.17756,0.20335
112,112,1992,Rural regions,3 rooms,0.32811,766,6498,0.31044,0.3439
113,113,1992,Rural regions,4 rooms,0.20018,471,6498,0.18653,0.21402
114,114,1992,Rural regions,5 rooms,0.13064,290,6498,0.12086,0.14233
115,115,1992,Rural regions,6 rooms,0.07399,153,6498,0.06722,0.08103
116,116,1992,Rural regions,7 rooms,0.02772,62,6498,0.02418,0.03102
117,117,1992,Rural regions,8 rooms,0.01772,33,6498,0.01489,0.02122
118,118,1993,Urban regions,1 room,0.06356,219,6529,0.0561,0.06906
119,119,1993,Urban regions,2 rooms,0.23237,909,6529,0.22065,0.24546
120,120,1993,Urban regions,3 rooms,0.34197,1590,6529,0.32981,0.35388
121,121,1993,Urban regions,4 rooms,0.18143,856,6529,0.17262,0.18939
122,122,1993,Urban regions,5 rooms,0.0922,408,6529,0.08655,0.09757
123,123,1993,Urban regions,6 rooms,0.05515,220,6529,0.05182,0.05856
124,124,1993,Urban regions,7 rooms,0.02379,89,6529,0.02121,0.02682
125,125,1993,Urban regions,8 rooms,0.00953,48,6529,0.00806,0.01123
126,126,1993,Rural regions,1 room,0.0347,55,6529,0.02999,0.04074
127,127,1993,Rural regions,2 rooms,0.19053,347,6529,0.17794,0.20258
128,128,1993,Rural regions,3 rooms,0.32195,767,6529,0.30106,0.3387
129,129,1993,Rural regions,4 rooms,0.20199,475,6529,0.18803,0.21531
130,130,1993,Rural regions,5 rooms,0.13247,297,6529,0.12313,0.14304
131,131,1993,Rural regions,6 rooms,0.06968,145,6529,0.06337,0.07668
132,132,1993,Rural regions,7 rooms,0.03276,70,6529,0.02783,0.03689
133,133,1993,Rural regions,8 rooms,0.01592,34,6529,0.0129,0.01898
134,134,1994,Urban regions,1 room,0.06016,207,6451,0.05409,0.06641
135,135,1994,Urban regions,2 rooms,0.24167,918,6451,0.23095,0.25293
136,136,1994,Urban regions,3 rooms,0.32869,1534,6451,0.3144,0.34299
137,137,1994,Urban regions,4 rooms,0.18387,855,6451,0.17598,0.19293
138,138,1994,Urban regions,5 rooms,0.09497,407,6451,0.08949,0.10128
139,139,1994,Urban regions,6 rooms,0.0553,222,6451,0.05172,0.05906
140,140,1994,Urban regions,7 rooms,0.02638,96,6451,0.02292,0.02999
141,141,1994,Urban regions,8 rooms,0.00895,46,6451,0.00776,0.01042
142,142,1994,Rural regions,1 room,0.03545,58,6451,0.02949,0.04218
143,143,1994,Rural regions,2 rooms,0.18941,345,6451,0.17615,0.20242
144,144,1994,Rural regions,3 rooms,0.3203,740,6451,0.30491,0.33944
145,145,1994,Rural regions,4 rooms,0.19805,473,6451,0.18692,0.21153
146,146,1994,Rural regions,5 rooms,0.1299,291,6451,0.11829,0.14054
147,147,1994,Rural regions,6 rooms,0.07602,155,6451,0.06861,0.08408
148,148,1994,Rural regions,7 rooms,0.03035,66,6451,0.02564,0.03512
149,149,1994,Rural regions,8 rooms,0.02053,38,6451,0.01642,0.02511
150,150,1995,Urban regions,1 room,0.0675,227,6649,0.0618,0.07373
151,151,1995,Urban regions,2 rooms,0.24516,958,6649,0.23059,0.25636
152,152,1995,Urban regions,3 rooms,0.3243,1579,6649,0.31172,0.33802
153,153,1995,Urban regions,4 rooms,0.17866,859,6649,0.16972,0.189
154,154,1995,Urban regions,5 rooms,0.0913,407,6649,0.08481,0.09704
155,155,1995,Urban regions,6 rooms,0.05693,237,6649,0.05253,0.0618
156,156,1995,Urban regions,7 rooms,0.02727,103,6649,0.02324,0.03149
157,157,1995,Urban regions,8 rooms,0.00889,48,6649,0.00734,0.01043
158,158,1995,Rural regions,1 room,0.03194,59,6649,0.02676,0.03714
159,159,1995,Rural regions,2 rooms,0.18519,354,6649,0.17157,0.19809
160,160,1995,Rural regions,3 rooms,0.31152,747,6649,0.29253,0.33233
161,161,1995,Rural regions,4 rooms,0.20594,496,6649,0.19158,0.22167
162,162,1995,Rural regions,5 rooms,0.13196,294,6649,0.12031,0.14139
163,163,1995,Rural regions,6 rooms,0.08015,170,6649,0.07186,0.09059
164,164,1995,Rural regions,7 rooms,0.02866,65,6649,0.02393,0.03332
165,165,1995,Rural regions,8 rooms,0.02464,46,6649,0.0204,0.02936
166,166,1996,Urban regions,1 room,0.06029,202,6582,0.05406,0.06576
167,167,1996,Urban regions,2 rooms,0.24922,945,6582,0.23635,0.26408
168,168,1996,Urban regions,3 rooms,0.31503,1530,6582,0.30045,0.3296
169,169,1996,Urban regions,4 rooms,0.18839,888,6582,0.17925,0.19742
170,170,1996,Urban regions,5 rooms,0.09366,407,6582,0.08814,0.09912
171,171,1996,Urban regions,6 rooms,0.05704,243,6582,0.05319,0.06113
172,172,1996,Urban regions,7 rooms,0.02825,111,6582,0.02487,0.0316
173,173,1996,Urban regions,8 rooms,0.00811,40,6582,0.00673,0.00991
174,174,1996,Rural regions,1 room,0.03709,70,6582,0.0308,0.04322
175,175,1996,Rural regions,2 rooms,0.17898,344,6582,0.16542,0.1972
176,176,1996,Rural regions,3 rooms,0.30465,712,6582,0.28596,0.32444
177,177,1996,Rural regions,4 rooms,0.19847,482,6582,0.18539,0.21206
178,178,1996,Rural regions,5 rooms,0.14392,318,6582,0.13308,0.15465
179,179,1996,Rural regions,6 rooms,0.08414,176,6582,0.07521,0.09292
180,180,1996,Rural regions,7 rooms,0.03203,72,6582,0.02663,0.03677
181,181,1996,Rural regions,8 rooms,0.02072,42,6582,0.01674,0.02493
182,182,1997,Urban regions,1 room,0.05986,189,6498,0.0536,0.06549
183,183,1997,Urban regions,2 rooms,0.24104,894,6498,0.22809,0.25454
184,184,1997,Urban regions,3 rooms,0.32653,1530,6498,0.31373,0.33994
185,185,1997,Urban regions,4 rooms,0.17855,872,6498,0.16942,0.18668
186,186,1997,Urban regions,5 rooms,0.09571,418,6498,0.08932,0.10127
187,187,1997,Urban regions,6 rooms,0.06062,252,6498,0.05588,0.0661
188,188,1997,Urban regions,7 rooms,0.02983,109,6498,0.02615,0.0341
189,189,1997,Urban regions,8 rooms,0.00786,40,6498,0.00629,0.00957
190,190,1997,Rural regions,1 room,0.03674,65,6498,0.02969,0.04354
191,191,1997,Rural regions,2 rooms,0.18126,347,6498,0.16624,0.19634
192,192,1997,Rural regions,3 rooms,0.30877,707,6498,0.2905,0.32735
193,193,1997,Rural regions,4 rooms,0.19727,473,6498,0.18101,0.2114
194,194,1997,Rural regions,5 rooms,0.14284,315,6498,0.13127,0.15479
195,195,1997,Rural regions,6 rooms,0.08133,173,6498,0.07231,0.09284
196,196,1997,Rural regions,7 rooms,0.03162,72,6498,0.02786,0.03645
197,197,1997,Rural regions,8 rooms,0.02017,42,6498,0.01617,0.02432
198,198,1998,Urban regions,1 room,0.05517,212,7353,0.05043,0.0606
199,199,1998,Urban regions,2 rooms,0.23873,1000,7353,0.2277,0.24924
200,200,1998,Urban regions,3 rooms,0.32533,1693,7353,0.31485,0.33833
201,201,1998,Urban regions,4 rooms,0.19115,1025,7353,0.18358,0.1987
202,202,1998,Urban regions,5 rooms,0.09373,472,7353,0.08763,0.10106
203,203,1998,Urban regions,6 rooms,0.06039,307,7353,0.05699,0.06303
204,204,1998,Urban regions,7 rooms,0.02513,114,7353,0.02238,0.0283
205,205,1998,Urban regions,8 rooms,0.01036,58,7353,0.00876,0.01194
206,206,1998,Rural regions,1 room,0.02648,62,7353,0.02274,0.03133
207,207,1998,Rural regions,2 rooms,0.19109,398,7353,0.17831,0.2031
208,208,1998,Rural regions,3 rooms,0.2865,743,7353,0.27159,0.30257
209,209,1998,Rural regions,4 rooms,0.22439,575,7353,0.21271,0.23775
210,210,1998,Rural regions,5 rooms,0.13584,348,7353,0.12589,0.14446
211,211,1998,Rural regions,6 rooms,0.08056,205,7353,0.07194,0.08712
212,212,1998,Rural regions,7 rooms,0.03957,98,7353,0.03489,0.04503
213,213,1998,Rural regions,8 rooms,0.01556,43,7353,0.01234,0.01847
214,214,1999,Urban regions,1 room,0.05332,191,7071,0.04917,0.05777
215,215,1999,Urban regions,2 rooms,0.23875,951,7071,0.23003,0.24901
216,216,1999,Urban regions,3 rooms,0.32033,1581,7071,0.30912,0.33181
217,217,1999,Urban regions,4 rooms,0.19407,995,7071,0.18612,0.20315
218,218,1999,Urban regions,5 rooms,0.09247,461,7071,0.08684,0.09864
219,219,1999,Urban regions,6 rooms,0.0639,314,7071,0.05933,0.06813
220,220,1999,Urban regions,7 rooms,0.02609,118,7071,0.02299,0.02976
221,221,1999,Urban regions,8 rooms,0.01107,59,7071,0.00946,0.01301
222,222,1999,Rural regions,1 room,0.02604,56,7071,0.02242,0.02975
223,223,1999,Rural regions,2 rooms,0.19443,377,7071,0.18205,0.2071
224,224,1999,Rural regions,3 rooms,0.28874,722,7071,0.27393,0.3068
225,225,1999,Rural regions,4 rooms,0.2185,558,7071,0.20421,0.23318
226,226,1999,Rural regions,5 rooms,0.14092,355,7071,0.13063,0.15171
227,227,1999,Rural regions,6 rooms,0.07615,193,7071,0.06926,0.08465
228,228,1999,Rural regions,7 rooms,0.03783,98,7071,0.03249,0.0436
229,229,1999,Rural regions,8 rooms,0.01739,42,7071,0.01471,0.02047
230,230,2000,Urban regions,1 room,0.04872,308,12950,0.04607,0.0511
231,231,2000,Urban regions,2 rooms,0.22344,1592,12950,0.21683,0.22953
232,232,2000,Urban regions,3 rooms,0.31949,2755,12950,0.31384,0.32647
233,233,2000,Urban regions,4 rooms,0.18839,1773,12950,0.18333,0.19276
234,234,2000,Urban regions,5 rooms,0.10338,1003,12950,0.10019,0.10719
235,235,2000,Urban regions,6 rooms,0.06481,623,12950,0.06198,0.0674
236,236,2000,Urban regions,7 rooms,0.02924,292,12950,0.0274,0.03112
237,237,2000,Urban regions,8 rooms,0.01351,141,12950,0.01227,0.01448
238,238,2000,Urban regions,9 rooms,0.00406,49,12950,0.00369,0.00456
239,239,2000,Urban regions,10 or more rooms,0.00497,44,12950,0.00409,0.00601
240,240,2000,Rural regions,1 room,0.02683,98,12950,0.02509,0.02934
241,241,2000,Rural regions,2 rooms,0.18886,639,12950,0.18173,0.19721
242,242,2000,Rural regions,3 rooms,0.28386,1240,12950,0.27539,0.29326
243,243,2000,Rural regions,4 rooms,0.20459,956,12950,0.19668,0.2119
244,244,2000,Rural regions,5 rooms,0.14018,677,12950,0.13463,0.1459
245,245,2000,Rural regions,6 rooms,0.08197,398,12950,0.07759,0.08727
246,246,2000,Rural regions,7 rooms,0.03667,189,12950,0.03419,0.0393
247,247,2000,Rural regions,8 rooms,0.02022,101,12950,0.0189,0.0218
248,248,2000,Rural regions,9 rooms,0.00939,37,12950,0.00739,0.01141
249,249,2000,Rural regions,10 or more rooms,0.00743,35,12950,0.00611,0.00893
250,250,2001,Urban regions,1 room,0.04672,266,11680,0.04394,0.04929
251,251,2001,Urban regions,2 rooms,0.21911,1419,11680,0.21121,0.22534
252,252,2001,Urban regions,3 rooms,0.32264,2502,11680,0.31419,0.33056
253,253,2001,Urban regions,4 rooms,0.18777,1600,11680,0.18061,0.19305
254,254,2001,Urban regions,5 rooms,0.10354,907,11680,0.10005,0.10739
255,255,2001,Urban regions,6 rooms,0.06742,582,11680,0.06475,0.0701
256,256,2001,Urban regions,7 rooms,0.02927,267,11680,0.0274,0.03106
257,257,2001,Urban regions,8 rooms,0.01391,131,11680,0.01278,0.01516
258,258,2001,Urban regions,9 rooms,0.00366,44,11680,0.00323,0.00404
259,259,2001,Urban regions,10 or more rooms,0.00596,49,11680,0.00485,0.00711
260,260,2001,Rural regions,1 room,0.01975,63,11680,0.01747,0.02155
261,261,2001,Rural regions,2 rooms,0.18459,569,11680,0.1772,0.19258
262,262,2001,Rural regions,3 rooms,0.28462,1093,11680,0.27567,0.29355
263,263,2001,Rural regions,4 rooms,0.21393,889,11680,0.2046,0.22218
264,264,2001,Rural regions,5 rooms,0.13805,604,11680,0.13135,0.1452
265,265,2001,Rural regions,6 rooms,0.07926,351,11680,0.07424,0.08402
266,266,2001,Rural regions,7 rooms,0.03778,177,11680,0.03474,0.0413
267,267,2001,Rural regions,8 rooms,0.02322,95,11680,0.02069,0.02637
268,268,2001,Rural regions,9 rooms,0.01087,38,11680,0.00888,0.01338
269,269,2001,Rural regions,10 or more rooms,0.00792,34,11680,0.00656,0.0097
270,270,2002,Urban regions,1 room,0.04399,243,12212,0.0413,0.04647
271,271,2002,Urban regions,2 rooms,0.22503,1415,12212,0.217,0.2332
272,272,2002,Urban regions,3 rooms,0.31765,2430,12212,0.30897,0.32537
273,273,2002,Urban regions,4 rooms,0.18899,1697,12212,0.18204,0.19585
274,274,2002,Urban regions,5 rooms,0.11303,1129,12212,0.10744,0.11833
275,275,2002,Urban regions,6 rooms,0.06373,697,12212,0.06014,0.06736
276,276,2002,Urban regions,7 rooms,0.02698,346,12212,0.02436,0.02972
277,277,2002,Urban regions,8 rooms,0.01146,158,12212,0.00991,0.01299
278,278,2002,Urban regions,9 rooms,0.00475,68,12212,0.00387,0.00579
279,279,2002,Urban regions,10 or more rooms,0.00438,54,12212,0.00333,0.00561
280,280,2002,Rural regions,1 room,0.02138,69,12212,0.01819,0.02472
281,281,2002,Rural regions,2 rooms,0.17738,547,12212,0.16796,0.1867
282,282,2002,Rural regions,3 rooms,0.28641,1076,12212,0.2759,0.29682
283,283,2002,Rural regions,4 rooms,0.21014,872,12212,0.20125,0.22126
284,284,2002,Rural regions,5 rooms,0.15409,670,12212,0.14607,0.16118
285,285,2002,Rural regions,6 rooms,0.07649,371,12212,0.07004,0.08377
286,286,2002,Rural regions,7 rooms,0.04081,184,12212,0.03677,0.04566
287,287,2002,Rural regions,8 rooms,0.01888,103,12212,0.0165,0.02187
288,288,2002,Rural regions,9 rooms,0.00657,42,12212,0.00498,0.00875
289,289,2002,Rural regions,10 or more rooms,0.00783,41,12212,0.00593,0.00987
290,290,2003,Urban regions,1 room,0.04755,251,11804,0.04417,0.05042
291,291,2003,Urban regions,2 rooms,0.21935,1361,11804,0.21254,0.22635
292,292,2003,Urban regions,3 rooms,0.32106,2371,11804,0.31186,0.32974
293,293,2003,Urban regions,4 rooms,0.18547,1633,11804,0.1798,0.19203
294,294,2003,Urban regions,5 rooms,0.11339,1075,11804,0.10764,0.11878
295,295,2003,Urban regions,6 rooms,0.06603,675,11804,0.06174,0.07029
296,296,2003,Urban regions,7 rooms,0.02712,347,11804,0.02433,0.0298
297,297,2003,Urban regions,8 rooms,0.0121,151,11804,0.01036,0.0137
298,298,2003,Urban regions,9 rooms,0.00364,57,11804,0.00283,0.00459
299,299,2003,Urban regions,10 or more rooms,0.0043,47,11804,0.00323,0.0057
300,300,2003,Rural regions,1 room,0.02731,81,11804,0.02356,0.03062
301,301,2003,Rural regions,2 rooms,0.17945,545,11804,0.17066,0.18938
302,302,2003,Rural regions,3 rooms,0.28959,1062,11804,0.27642,0.30155
303,303,2003,Rural regions,4 rooms,0.20506,820,11804,0.1946,0.21502
304,304,2003,Rural regions,5 rooms,0.15096,609,11804,0.14107,0.15966
305,305,2003,Rural regions,6 rooms,0.07189,351,11804,0.06587,0.078
306,306,2003,Rural regions,7 rooms,0.03766,174,11804,0.03406,0.04199
307,307,2003,Rural regions,8 rooms,0.02345,110,11804,0.02008,0.02718
308,308,2003,Rural regions,9 rooms,0.0083,45,11804,0.00642,0.0101
309,309,2003,Rural regions,10 or more rooms,0.00632,39,11804,0.00475,0.00819
310,310,2004,Urban regions,1 room,0.04531,237,11543,0.04223,0.04856
311,311,2004,Urban regions,2 rooms,0.21619,1299,11543,0.20849,0.22367
312,312,2004,Urban regions,3 rooms,0.32573,2333,11543,0.31697,0.33528
313,313,2004,Urban regions,4 rooms,0.18436,1591,11543,0.17749,0.19068
314,314,2004,Urban regions,5 rooms,0.11538,1073,11543,0.11023,0.12153
315,315,2004,Urban regions,6 rooms,0.06515,663,11543,0.0615,0.06959
316,316,2004,Urban regions,7 rooms,0.02734,322,11543,0.02444,0.03071
317,317,2004,Urban regions,8 rooms,0.01174,142,11543,0.00996,0.01355
318,318,2004,Urban regions,9 rooms,0.0045,60,11543,0.00362,0.00558
319,319,2004,Urban regions,10 or more rooms,0.00429,54,11543,0.00321,0.00548
320,320,2004,Rural regions,1 room,0.03034,87,11543,0.02593,0.03435
321,321,2004,Rural regions,2 rooms,0.17563,522,11543,0.16555,0.18516
322,322,2004,Rural regions,3 rooms,0.28905,1020,11543,0.27444,0.30052
323,323,2004,Rural regions,4 rooms,0.19741,809,11543,0.18578,0.20881
324,324,2004,Rural regions,5 rooms,0.15698,613,11543,0.14844,0.16673
325,325,2004,Rural regions,6 rooms,0.07685,359,11543,0.07083,0.08324
326,326,2004,Rural regions,7 rooms,0.04052,176,11543,0.03499,0.04627
327,327,2004,Rural regions,8 rooms,0.01902,96,11543,0.01675,0.02181
328,328,2004,Rural regions,9 rooms,0.00664,43,11543,0.00503,0.00853
329,329,2004,Rural regions,10 or more rooms,0.00756,44,11543,0.00562,0.00972
330,330,2005,Urban regions,1 room,0.04504,248,11199,0.04084,0.04894
331,331,2005,Urban regions,2 rooms,0.2174,1280,11199,0.2095,0.22479
332,332,2005,Urban regions,3 rooms,0.32482,2264,11199,0.31718,0.33449
333,333,2005,Urban regions,4 rooms,0.18422,1536,11199,0.17731,0.19138
334,334,2005,Urban regions,5 rooms,0.11786,1058,11199,0.11242,0.12211
335,335,2005,Urban regions,6 rooms,0.06321,603,11199,0.05899,0.06865
336,336,2005,Urban regions,7 rooms,0.02619,298,11199,0.02303,0.02909
337,337,2005,Urban regions,8 rooms,0.01291,149,11199,0.011,0.01504
338,338,2005,Urban regions,9 rooms,0.00463,57,11199,0.00344,0.00618
339,339,2005,Urban regions,10 or more rooms,0.00372,47,11199,0.00292,0.00456
340,340,2005,Rural regions,1 room,0.02278,67,11199,0.01847,0.0266
341,341,2005,Rural regions,2 rooms,0.18229,532,11199,0.17261,0.19474
342,342,2005,Rural regions,3 rooms,0.28045,993,11199,0.26706,0.29252
343,343,2005,Rural regions,4 rooms,0.2012,776,11199,0.19037,0.21261
344,344,2005,Rural regions,5 rooms,0.15835,608,11199,0.14966,0.16834
345,345,2005,Rural regions,6 rooms,0.076,338,11199,0.06901,0.08354
346,346,2005,Rural regions,7 rooms,0.03669,160,11199,0.03217,0.04038
347,347,2005,Rural regions,8 rooms,0.0259,102,11199,0.02174,0.03068
348,348,2005,Rural regions,9 rooms,0.00929,45,11199,0.00721,0.01211
349,349,2005,Rural regions,10 or more rooms,0.00704,38,11199,0.00502,0.00929
350,350,2006,Urban regions,1 room,0.0442,248,12265,0.04071,0.04719
351,351,2006,Urban regions,2 rooms,0.22543,1421,12265,0.21827,0.23356
352,352,2006,Urban regions,3 rooms,0.32133,2402,12265,0.31193,0.33186
353,353,2006,Urban regions,4 rooms,0.18266,1659,12265,0.17684,0.18856
354,354,2006,Urban regions,5 rooms,0.11577,1146,12265,0.11047,0.12099
355,355,2006,Urban regions,6 rooms,0.06142,657,12265,0.05723,0.06524
