year,hhtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Other Combinations,No,0.24463,225,407,0.20282,0.28645
2019,Single-person household,Yes,0.75507,3056,4132,0.74196,0.76819
2019,Single-person household,No,0.24493,1076,4132,0.23181,0.25804
2019,Couple without children,Yes,0.89411,4589,5082,0.88565,0.90257
2019,Couple without children,No,0.10589,493,5082,0.09743,0.11435
2019,Single parent,Yes,0.56316,805,1410,0.53726,0.58906
2019,Single parent,No,0.43684,605,1410,0.41094,0.46274
2019,Couple with children,Yes,0.81568,4210,5142,0.80508,0.82628
2019,Couple with children,No,0.18432,932,5142,0.17372,0.19492
2019,Multi-generational household,Yes,0.72836,68,104,0.64246,0.81427
2019,Multi-generational household,No,0.27164,36,104,0.18573,0.35754
2019,Other Combinations,Yes,0.77339,168,221,0.71807,0.82871
2019,Other Combinations,No,0.22661,53,221,0.17129,0.28193
2021,No answer / don't know,Yes,0.71610,44,44,0.58133,0.85087
2021,Single-person household,Yes,0.79381,2565,3505,0.78041,0.80720
2021,Single-person household,No,0.20619,940,3505,0.19280,0.21959
2021,Couple without children,Yes,0.92048,3125,3476,0.91148,0.92947
2021,Couple without children,No,0.07952,351,3476,0.07053,0.08852
2021,Single parent,Yes,0.59166,560,1015,0.56141,0.62191
2021,Single parent,No,0.40834,455,1015,0.37809,0.43859
2021,Couple with children,Yes,0.84693,2813,3987,0.83575,0.85811
2021,Couple with children,No,0.15307,1174,3987,0.14189,0.16425
2021,Multi-generational household,Yes,0.73305,52,91,0.64166,0.82444
2021,Multi-generational household,No,0.26695,39,91,0.17556,0.35834
2021,Other Combinations,Yes,0.78713,222,342,0.74368,0.83057
2021,Other Combinations,No,0.21287,120,342,0.16943,0.25632
