year,hhtyp,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Single-person household,Owner,Yes,0.84689,828,979,0.82433,0.86946
2015,Single-person household,Owner,No,0.15311,151,979,0.13054,0.17567
2015,Single-person household,Tenant,Yes,0.58964,1521,2626,0.57082,0.60846
2015,Single-person household,Tenant,No,0.41036,1105,2626,0.39154,0.42918
2015,Couple without children,Owner,Yes,0.89616,2064,2294,0.88368,0.90865
2015,Couple without children,Owner,No,0.10384,230,2294,0.09135,0.11632
2015,Couple without children,Tenant,Yes,0.74482,1503,2059,0.72598,0.76365
2015,Couple without children,Tenant,No,0.25518,556,2059,0.23635,0.27402
2015,Single parent,Owner,Yes,0.69691,264,402,0.65192,0.74189
2015,Single parent,Owner,No,0.30309,138,402,0.25811,0.34808
2015,Single parent,Tenant,Yes,0.35084,437,1293,0.32482,0.37686
2015,Single parent,Tenant,No,0.64916,856,1293,0.62314,0.67518
2015,Couple with children,Owner,Yes,0.83172,2322,2890,0.81808,0.84536
2015,Couple with children,Owner,No,0.16828,568,2890,0.15464,0.18192
2015,Couple with children,Tenant,Yes,0.58767,1443,2735,0.56922,0.60612
2015,Couple with children,Tenant,No,0.41233,1292,2735,0.39388,0.43078
2015,Multi-generational household,Owner,Yes,0.71343,45,45,0.57983,0.84704
2015,Multi-generational household,Tenant,No,0.76684,55,55,0.65406,0.87962
2015,Other Combinations,Owner,Yes,0.86088,56,56,0.76942,0.95234
2015,Other Combinations,Tenant,Yes,0.58039,91,178,0.50769,0.65310
2015,Other Combinations,Tenant,No,0.41961,87,178,0.34690,0.49231
2016,Single-person household,Not included in this version of the questionnaire,Yes,0.10465,44,409,0.07494,0.13435
2016,Single-person household,Not included in this version of the questionnaire,No,0.89535,365,409,0.86565,0.92506
2016,Single-person household,Owner,Yes,0.87970,807,925,0.85872,0.90068
2016,Single-person household,Owner,No,0.12030,118,925,0.09932,0.14128
2016,Single-person household,Tenant,Yes,0.62751,1520,2440,0.60832,0.64670
2016,Single-person household,Tenant,No,0.37249,920,2440,0.35330,0.39168
2016,Couple without children,Not included in this version of the questionnaire,No,0.94583,53,53,0.88430,1.00735
2016,Couple without children,Owner,Yes,0.91526,2043,2211,0.90365,0.92687
2016,Couple without children,Owner,No,0.08474,168,2211,0.07313,0.09635
2016,Couple without children,Tenant,Yes,0.79524,1445,1862,0.77691,0.81357
2016,Couple without children,Tenant,No,0.20476,417,1862,0.18643,0.22309
2016,Single parent,Not included in this version of the questionnaire,No,0.95088,170,170,0.91829,0.98346
2016,Single parent,Owner,Yes,0.76937,281,378,0.72685,0.81189
2016,Single parent,Owner,No,0.23063,97,378,0.18811,0.27315
2016,Single parent,Tenant,Yes,0.38361,441,1135,0.35531,0.41191
2016,Single parent,Tenant,No,0.61639,694,1135,0.58809,0.64469
2016,Couple with children,Not included in this version of the questionnaire,Yes,0.07710,88,1191,0.06194,0.09225
2016,Couple with children,Not included in this version of the questionnaire,No,0.92290,1103,1191,0.90775,0.93806
2016,Couple with children,Owner,Yes,0.86414,2244,2656,0.85110,0.87717
2016,Couple with children,Owner,No,0.13586,412,2656,0.12283,0.14890
2016,Couple with children,Tenant,Yes,0.63207,1352,2321,0.61244,0.65169
2016,Couple with children,Tenant,No,0.36793,969,2321,0.34831,0.38756
2016,Multi-generational household,Not included in this version of the questionnaire,No,0.96750,36,36,0.90876,1.02625
2016,Multi-generational household,Owner,Yes,0.79029,42,42,0.66567,0.91490
2016,Multi-generational household,Tenant,No,0.47168,40,40,0.31500,0.62835
2016,Other Combinations,Not included in this version of the questionnaire,No,0.90087,166,166,0.85527,0.94647
2016,Other Combinations,Owner,Yes,0.84252,42,42,0.73102,0.95402
2016,Other Combinations,Tenant,Yes,0.53942,72,142,0.45715,0.62169
2016,Other Combinations,Tenant,No,0.46058,70,142,0.37831,0.54285
2017,Single-person household,Not included in this version of the questionnaire,No,0.96542,151,151,0.93619,0.99466
2017,Single-person household,Owner,Yes,0.88223,886,1014,0.86238,0.90208
2017,Single-person household,Owner,No,0.11777,128,1014,0.09792,0.13762
2017,Single-person household,Tenant,Yes,0.64099,1818,3096,0.62409,0.65789
2017,Single-person household,Tenant,No,0.35901,1278,3096,0.34211,0.37591
2017,Couple without children,Not included in this version of the questionnaire,No,0.84508,31,31,0.71561,0.97456
2017,Couple without children,Owner,Yes,0.92570,2349,2517,0.91545,0.93595
2017,Couple without children,Owner,No,0.07430,168,2517,0.06405,0.08455
2017,Couple without children,Tenant,Yes,0.80250,1661,2138,0.78562,0.81937
2017,Couple without children,Tenant,No,0.19750,477,2138,0.18063,0.21438
2017,Single parent,Not included in this version of the questionnaire,No,0.92446,55,55,0.85398,0.99495
2017,Single parent,Owner,Yes,0.76293,311,408,0.72161,0.80425
2017,Single parent,Owner,No,0.23707,97,408,0.19575,0.27839
2017,Single parent,Tenant,Yes,0.39802,472,1288,0.37127,0.42476
2017,Single parent,Tenant,No,0.60198,816,1288,0.57524,0.62873
2017,Couple with children,Not included in this version of the questionnaire,No,0.94133,365,365,0.91719,0.96547
2017,Couple with children,Owner,Yes,0.89147,2582,2943,0.88023,0.90271
2017,Couple with children,Owner,No,0.10853,361,2943,0.09729,0.11977
2017,Couple with children,Tenant,Yes,0.62967,1563,3463,0.61358,0.64575
2017,Couple with children,Tenant,No,0.37033,1900,3463,0.35425,0.38642
2017,Multi-generational household,Owner,Yes,0.77475,42,42,0.64687,0.90262
2017,Multi-generational household,Tenant,No,0.63336,61,61,0.51142,0.75529
2017,Other Combinations,Not included in this version of the questionnaire,No,0.96611,122,122,0.93387,0.99835
2017,Other Combinations,Owner,Yes,0.86124,81,81,0.78549,0.93699
2017,Other Combinations,Tenant,Yes,0.52950,105,284,0.47135,0.58766
2017,Other Combinations,Tenant,No,0.47050,179,284,0.41234,0.52865
2018,Single-person household,Owner,Yes,0.90467,899,1003,0.88649,0.92285
2018,Single-person household,Owner,No,0.09533,104,1003,0.07715,0.11351
2018,Single-person household,Tenant,Yes,0.62582,1869,3434,0.60963,0.64200
2018,Single-person household,Tenant,No,0.37418,1565,3434,0.35800,0.39037
2018,Couple without children,Owner,Yes,0.92977,2281,2452,0.91965,0.93988
2018,Couple without children,Owner,No,0.07023,171,2452,0.06012,0.08035
2018,Couple without children,Tenant,Yes,0.77174,1600,2167,0.75406,0.78941
2018,Couple without children,Tenant,No,0.22826,567,2167,0.21059,0.24594
2018,Single parent,Owner,Yes,0.78804,301,383,0.74705,0.82902
2018,Single parent,Owner,No,0.21196,82,383,0.17098,0.25295
2018,Single parent,Tenant,Yes,0.42148,471,1353,0.39516,0.44780
2018,Single parent,Tenant,No,0.57852,882,1353,0.55220,0.60484
2018,Couple with children,Owner,Yes,0.87532,2389,2751,0.86298,0.88767
2018,Couple with children,Owner,No,0.12468,362,2751,0.11233,0.13702
2018,Couple with children,Tenant,Yes,0.61526,1509,3692,0.59956,0.63096
2018,Couple with children,Tenant,No,0.38474,2183,3692,0.36904,0.40044
2018,Multi-generational household,Owner,Yes,0.78136,44,44,0.65782,0.90490
2018,Multi-generational household,Tenant,No,0.55323,76,76,0.44071,0.66575
2018,Other Combinations,Owner,Yes,0.97400,82,82,0.93934,1.00866
2018,Other Combinations,Tenant,Yes,0.60147,100,321,0.54783,0.65512
2018,Other Combinations,Tenant,No,0.39853,221,321,0.34488,0.45217
2019,Single-person household,Owner,Yes,0.92353,1093,1183,0.90838,0.93868
2019,Single-person household,Owner,No,0.07647,90,1183,0.06132,0.09162
2019,Single-person household,Tenant,Yes,0.66994,1963,2949,0.65296,0.68691
2019,Single-person household,Tenant,No,0.33006,986,2949,0.31309,0.34704
2019,Couple without children,Owner,Yes,0.95002,2850,2975,0.94219,0.95785
2019,Couple without children,Owner,No,0.04998,125,2975,0.04215,0.05781
2019,Couple without children,Tenant,Yes,0.81244,1739,2107,0.79576,0.82911
2019,Couple without children,Tenant,No,0.18756,368,2107,0.17089,0.20424
2019,Single parent,Owner,Yes,0.82523,313,388,0.78739,0.86306
2019,Single parent,Owner,No,0.17477,75,388,0.13694,0.21261
2019,Single parent,Tenant,Yes,0.46254,492,1022,0.43196,0.49312
2019,Single parent,Tenant,No,0.53746,530,1022,0.50688,0.56804
2019,Couple with children,Owner,Yes,0.89975,2869,3152,0.88927,0.91024
2019,Couple with children,Owner,No,0.10025,283,3152,0.08976,0.11073
2019,Couple with children,Tenant,Yes,0.68281,1341,1990,0.66235,0.70326
2019,Couple with children,Tenant,No,0.31719,649,1990,0.29674,0.33765
2019,Multi-generational household,Owner,Yes,0.82535,47,47,0.71563,0.93507
2019,Other Combinations,Owner,Yes,0.92640,92,92,0.87275,0.98005
2019,Other Combinations,Tenant,Yes,0.66170,76,122,0.57739,0.74600
2019,Other Combinations,Tenant,No,0.33830,46,122,0.25400,0.42261
2021,Single-person household,Owner,Yes,0.89892,776,857,0.87873,0.91912
2021,Single-person household,Owner,No,0.10108,81,857,0.08088,0.12127
2021,Single-person household,Tenant,Yes,0.74065,1789,2648,0.72395,0.75735
2021,Single-person household,Tenant,No,0.25935,859,2648,0.24265,0.27605
2021,Couple without children,Owner,Yes,0.96172,1854,1922,0.95314,0.97030
2021,Couple without children,Owner,No,0.03828,68,1922,0.02970,0.04686
2021,Couple without children,Tenant,Yes,0.85693,1270,1553,0.83951,0.87435
2021,Couple without children,Tenant,No,0.14307,283,1553,0.12565,0.16049
2021,Single parent,Owner,Yes,0.76893,200,247,0.71626,0.82161
2021,Single parent,Owner,No,0.23107,47,247,0.17839,0.28374
2021,Single parent,Tenant,Yes,0.51715,360,768,0.48179,0.55252
2021,Single parent,Tenant,No,0.48285,408,768,0.44748,0.51821
2021,Couple with children,Owner,Yes,0.92158,1743,1892,0.90946,0.93370
2021,Couple with children,Owner,No,0.07842,149,1892,0.06630,0.09054
2021,Couple with children,Tenant,Yes,0.73125,1069,2094,0.71226,0.75025
2021,Couple with children,Tenant,No,0.26875,1025,2094,0.24975,0.28774
2021,Multi-generational household,Owner,Yes,0.75853,32,32,0.60787,0.90919
2021,Multi-generational household,Tenant,No,0.28849,31,31,0.12636,0.45061
2021,Other Combinations,Owner,Yes,0.95605,98,98,0.91525,0.99684
2021,Other Combinations,Tenant,Yes,0.66548,124,237,0.60528,0.72568
2021,Other Combinations,Tenant,No,0.33452,113,237,0.27432,0.39472
