year,regtyp,sampreg,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Rural regions,West,Yes,0.73702,1746,2326,0.71912,0.75491
2011,Rural regions,West,No,0.26298,580,2326,0.24509,0.28088
2011,Rural regions,East,Yes,0.67116,1269,1858,0.64979,0.69253
2011,Rural regions,East,No,0.32884,589,1858,0.30747,0.35021
2013,Urban regions,West,Yes,0.72405,5651,8281,0.71442,0.73368
2013,Urban regions,West,No,0.27595,2630,8281,0.26632,0.28558
2013,Urban regions,East,Yes,0.67430,713,1035,0.64574,0.70287
2013,Urban regions,East,No,0.32570,322,1035,0.29713,0.35426
2013,Rural regions,West,Yes,0.71473,1910,2707,0.69772,0.73174
2013,Rural regions,West,No,0.28527,797,2707,0.26826,0.30228
2013,Rural regions,East,Yes,0.68608,1270,1839,0.66487,0.70730
2013,Rural regions,East,No,0.31392,569,1839,0.29270,0.33513
2015,Urban regions,West,Yes,0.72746,6203,9133,0.71833,0.73659
2015,Urban regions,West,No,0.27254,2930,9133,0.26341,0.28167
2015,Urban regions,East,Yes,0.68734,806,1198,0.66107,0.71360
2015,Urban regions,East,No,0.31266,392,1198,0.28640,0.33893
2015,Rural regions,West,Yes,0.73244,2241,3272,0.71727,0.74761
2015,Rural regions,West,No,0.26756,1031,3272,0.25239,0.28273
2015,Rural regions,East,Yes,0.66577,1347,2061,0.64540,0.68614
2015,Rural regions,East,No,0.33423,714,2061,0.31386,0.35460
2016,Urban regions,West,Yes,0.75633,6060,9511,0.74770,0.76496
2016,Urban regions,West,No,0.24367,3451,9511,0.23504,0.25230
2016,Urban regions,East,Yes,0.71038,800,1253,0.68526,0.73551
2016,Urban regions,East,No,0.28962,453,1253,0.26449,0.31474
2016,Rural regions,West,Yes,0.76590,2204,3344,0.75155,0.78026
2016,Rural regions,West,No,0.23410,1140,3344,0.21974,0.24845
2016,Rural regions,East,Yes,0.73499,1411,2184,0.71647,0.75350
2016,Rural regions,East,No,0.26501,773,2184,0.24650,0.28353
2017,Urban regions,West,Yes,0.76879,6912,10580,0.76076,0.77682
2017,Urban regions,West,No,0.23121,3668,10580,0.22318,0.23924
2017,Urban regions,East,Yes,0.71741,914,1394,0.69377,0.74106
2017,Urban regions,East,No,0.28259,480,1394,0.25894,0.30623
2017,Rural regions,West,Yes,0.78892,2543,3830,0.77600,0.80185
2017,Rural regions,West,No,0.21108,1287,3830,0.19815,0.22400
2017,Rural regions,East,Yes,0.73029,1574,2373,0.71243,0.74815
2017,Rural regions,East,No,0.26971,799,2373,0.25185,0.28757
2018,Urban regions,West,Yes,0.76858,6738,10475,0.76050,0.77666
2018,Urban regions,West,No,0.23142,3737,10475,0.22334,0.23950
2018,Urban regions,East,Yes,0.70680,923,1416,0.68308,0.73052
2018,Urban regions,East,No,0.29320,493,1416,0.26948,0.31692
2018,Rural regions,West,Yes,0.77944,2364,3561,0.76582,0.79306
2018,Rural regions,West,No,0.22056,1197,3561,0.20694,0.23418
2018,Rural regions,East,Yes,0.72734,1549,2350,0.70933,0.74535
2018,Rural regions,East,No,0.27266,801,2350,0.25465,0.29067
2019,No answer / don't know,Does not apply,Yes,0.61351,42,42,0.46446,0.76257
2019,No answer / don't know,West,Yes,0.75991,270,338,0.71430,0.80551
2019,No answer / don't know,West,No,0.24009,68,338,0.19449,0.28570
2019,No answer / don't know,East,Yes,0.68227,49,49,0.55055,0.81399
2019,Urban regions,West,Yes,0.80695,7295,9016,0.79880,0.81509
2019,Urban regions,West,No,0.19305,1721,9016,0.18491,0.20120
2019,Urban regions,East,Yes,0.74119,1004,1270,0.71709,0.76529
2019,Urban regions,East,No,0.25881,266,1270,0.23471,0.28291
2019,Rural regions,West,Yes,0.81525,2503,3093,0.80157,0.82893
2019,Rural regions,West,No,0.18475,590,3093,0.17107,0.19843
2019,Rural regions,East,Yes,0.75890,1733,2246,0.74121,0.77659
2019,Rural regions,East,No,0.24110,513,2246,0.22341,0.25879
2021,Urban regions,West,Yes,0.82735,5566,7534,0.81882,0.83589
2021,Urban regions,West,No,0.17265,1968,7534,0.16411,0.18118
2021,Urban regions,East,Yes,0.82754,769,1028,0.80444,0.85065
2021,Urban regions,East,No,0.17246,259,1028,0.14935,0.19556
2021,Rural regions,West,Yes,0.83804,1834,2368,0.82320,0.85288
2021,Rural regions,West,No,0.16196,534,2368,0.14712,0.17680
2021,Rural regions,East,Yes,0.80956,1211,1547,0.78999,0.82913
2021,Rural regions,East,No,0.19044,336,1547,0.17087,0.21001
