year,age_gr,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,30-45 y.,Permanent job,0.66230,2935,3156,0.64580,0.67881
1996,30-45 y.,Temporary job,0.05535,221,3156,0.04737,0.06333
1996,46-65 y.,Permanent job,0.45389,1837,1954,0.43181,0.47597
1996,46-65 y.,Temporary job,0.02772,117,1954,0.02044,0.03500
1997,17-29 y.,Permanent job,0.38027,1148,1743,0.35747,0.40306
1997,17-29 y.,Temporary job,0.19385,595,1743,0.17528,0.21241
1997,30-45 y.,Permanent job,0.64278,2826,3067,0.62582,0.65975
1997,30-45 y.,Temporary job,0.06113,241,3067,0.05265,0.06961
1997,46-65 y.,Permanent job,0.45092,1794,1911,0.42860,0.47323
1997,46-65 y.,Temporary job,0.02871,117,1911,0.02122,0.03620
1998,17-29 y.,Permanent job,0.36182,1162,1817,0.33972,0.38392
1998,17-29 y.,Temporary job,0.20693,655,1817,0.18830,0.22557
1998,30-45 y.,Permanent job,0.64819,3129,3397,0.63213,0.66425
1998,30-45 y.,Temporary job,0.05845,268,3397,0.05056,0.06634
1998,46-65 y.,Permanent job,0.46184,2060,2163,0.44083,0.48286
1998,46-65 y.,Temporary job,0.02345,103,2163,0.01707,0.02983
1999,17-29 y.,Permanent job,0.37127,1111,1786,0.34886,0.39369
1999,17-29 y.,Temporary job,0.22661,675,1786,0.20718,0.24603
1999,30-45 y.,Permanent job,0.65930,3132,3419,0.64341,0.67519
1999,30-45 y.,Temporary job,0.06246,287,3419,0.05434,0.07057
1999,46-65 y.,Permanent job,0.47176,1953,2085,0.45033,0.49320
1999,46-65 y.,Temporary job,0.02700,132,2085,0.02004,0.03396
2000,17-29 y.,Permanent job,0.33922,1455,2497,0.32065,0.35779
2000,17-29 y.,Temporary job,0.22037,1042,2497,0.20410,0.23663
2000,30-45 y.,Permanent job,0.62977,5098,5538,0.61705,0.64249
2000,30-45 y.,Temporary job,0.05901,440,5538,0.05280,0.06521
2000,46-65 y.,Permanent job,0.44780,3433,3613,0.43158,0.46401
2000,46-65 y.,Temporary job,0.02354,180,3613,0.01860,0.02849
2001,17-29 y.,Permanent job,0.32332,1248,2213,0.30383,0.34281
2001,17-29 y.,Temporary job,0.23350,965,2213,0.21587,0.25113
2001,30-45 y.,Permanent job,0.63627,4627,5007,0.62295,0.64960
2001,30-45 y.,Temporary job,0.05455,380,5007,0.04826,0.06084
2001,46-65 y.,Permanent job,0.45348,3218,3372,0.43668,0.47029
2001,46-65 y.,Temporary job,0.02078,154,3372,0.01597,0.02560
2002,17-29 y.,Permanent job,0.29762,1178,2146,0.27827,0.31697
2002,17-29 y.,Temporary job,0.24050,968,2146,0.22241,0.25859
2002,30-45 y.,Permanent job,0.62705,4715,5080,0.61375,0.64035
2002,30-45 y.,Temporary job,0.05008,365,5080,0.04408,0.05608
2002,46-65 y.,Permanent job,0.45002,3715,3890,0.43438,0.46566
2002,46-65 y.,Temporary job,0.02241,175,3890,0.01775,0.02706
2002,66 and older,Permanent job,0.00877,34,34,-0.02304,0.04057
2003,17-29 y.,Permanent job,0.29031,1066,1981,0.27032,0.31030
2003,17-29 y.,Temporary job,0.22348,915,1981,0.20513,0.24182
2003,30-45 y.,Permanent job,0.61785,4332,4672,0.60392,0.63179
2003,30-45 y.,Temporary job,0.05217,340,4672,0.04580,0.05855
2003,46-65 y.,Permanent job,0.44989,3579,3761,0.43399,0.46579
2003,46-65 y.,Temporary job,0.02445,182,3761,0.01951,0.02938
2003,66 and older,Permanent job,0.01014,36,36,-0.02305,0.04334
2004,17-29 y.,Permanent job,0.28493,1037,1943,0.26485,0.30501
2004,17-29 y.,Temporary job,0.22759,906,1943,0.20894,0.24623
2004,30-45 y.,Permanent job,0.61032,4022,4376,0.59587,0.62477
2004,30-45 y.,Temporary job,0.05844,354,4376,0.05149,0.06539
2004,46-65 y.,Permanent job,0.45086,3536,3709,0.43484,0.46688
2004,46-65 y.,Temporary job,0.02462,173,3709,0.01963,0.02961
2004,66 and older,Permanent job,0.01126,43,43,-0.02065,0.04316
2005,17-29 y.,Permanent job,0.27317,999,1827,0.25273,0.29360
2005,17-29 y.,Temporary job,0.22489,828,1827,0.20574,0.24404
2005,30-45 y.,Permanent job,0.63533,3897,4193,0.62075,0.64990
2005,30-45 y.,Temporary job,0.05165,296,4193,0.04495,0.05835
2005,46-65 y.,Permanent job,0.47689,3503,3649,0.46068,0.49310
2005,46-65 y.,Temporary job,0.02341,146,3649,0.01850,0.02831
2005,66 and older,Permanent job,0.01144,51,51,-0.01804,0.04092
2006,17-29 y.,Permanent job,0.26608,1006,1866,0.24602,0.28613
2006,17-29 y.,Temporary job,0.23113,860,1866,0.21200,0.25027
2006,30-45 y.,Permanent job,0.62261,3928,4277,0.60808,0.63714
2006,30-45 y.,Temporary job,0.05812,349,4277,0.05111,0.06514
2006,46-65 y.,Permanent job,0.47999,3793,3978,0.46447,0.49552
2006,46-65 y.,Temporary job,0.02582,185,3978,0.02090,0.03075
2006,66 and older,Permanent job,0.01257,59,59,-0.01610,0.04125
2007,17-29 y.,Permanent job,0.26559,929,1768,0.24500,0.28618
2007,17-29 y.,Temporary job,0.23403,839,1768,0.21429,0.25377
2007,30-45 y.,Permanent job,0.63750,3679,4039,0.62268,0.65233
2007,30-45 y.,Temporary job,0.06792,360,4039,0.06016,0.07568
2007,46-65 y.,Permanent job,0.50526,3681,3875,0.48952,0.52101
2007,46-65 y.,Temporary job,0.02760,194,3875,0.02244,0.03276
2007,66 and older,Permanent job,0.01228,55,55,-0.01709,0.04165
2008,17-29 y.,Permanent job,0.28200,874,1673,0.26043,0.30356
2008,17-29 y.,Temporary job,0.24038,799,1673,0.21990,0.26087
2008,30-45 y.,Permanent job,0.66084,3420,3759,0.64570,0.67597
2008,30-45 y.,Temporary job,0.07441,339,3759,0.06602,0.08280
2008,46-65 y.,Permanent job,0.52774,3650,3867,0.51201,0.54348
2008,46-65 y.,Temporary job,0.03335,217,3867,0.02769,0.03901
2008,66 and older,Permanent job,0.01458,66,66,-0.01456,0.04373
2009,17-29 y.,Permanent job,0.28320,781,1530,0.26062,0.30579
2009,17-29 y.,Temporary job,0.25173,749,1530,0.22998,0.27349
2009,30-45 y.,Permanent job,0.65083,3059,3376,0.63475,0.66692
2009,30-45 y.,Temporary job,0.07170,317,3376,0.06300,0.08041
2009,46-65 y.,Permanent job,0.54533,3532,3735,0.52936,0.56131
2009,46-65 y.,Temporary job,0.02856,203,3735,0.02322,0.03391
2009,66 and older,Permanent job,0.01583,67,67,-0.01428,0.04594
2010,17-29 y.,Permanent job,0.26432,969,1847,0.24420,0.28443
2010,17-29 y.,Temporary job,0.26043,878,1847,0.24041,0.28045
2010,30-45 y.,Permanent job,0.66737,5176,5827,0.65527,0.67947
2010,30-45 y.,Temporary job,0.07288,651,5827,0.06621,0.07956
2010,46-65 y.,Permanent job,0.56097,3934,4232,0.54602,0.57593
2010,46-65 y.,Temporary job,0.03648,298,4232,0.03083,0.04213
2010,66 and older,Permanent job,0.01848,74,74,-0.01242,0.04937
2011,17-29 y.,Permanent job,0.28445,1122,2096,0.26513,0.30377
2011,17-29 y.,Temporary job,0.25316,974,2096,0.23454,0.27178
2011,30-45 y.,Permanent job,0.64934,5999,6798,0.63799,0.66068
2011,30-45 y.,Temporary job,0.08300,799,6798,0.07644,0.08956
2011,46-65 y.,Permanent job,0.56978,5205,5588,0.55680,0.58276
2011,46-65 y.,Temporary job,0.03818,383,5588,0.03315,0.04320
2011,66 and older,Permanent job,0.01658,85,85,-0.01073,0.04389
2012,17-29 y.,Permanent job,0.29416,1029,2072,0.27453,0.31378
2012,17-29 y.,Temporary job,0.26044,1043,2072,0.24154,0.27934
2012,30-45 y.,Permanent job,0.64859,5617,6415,0.63691,0.66027
2012,30-45 y.,Temporary job,0.08991,798,6415,0.08291,0.09691
2012,46-65 y.,Permanent job,0.57948,5427,5818,0.56679,0.59216
2012,46-65 y.,Temporary job,0.03273,391,5818,0.02815,0.03730
2012,66 and older,Permanent job,0.02036,107,107,-0.00653,0.04724
2013,17-29 y.,Permanent job,0.29650,1279,2647,0.27910,0.31391
2013,17-29 y.,Temporary job,0.25854,1368,2647,0.24186,0.27523
2013,30-45 y.,Permanent job,0.63084,6216,7226,0.61972,0.64197
2013,30-45 y.,Temporary job,0.09518,1010,7226,0.08841,0.10195
2013,46-65 y.,Permanent job,0.57404,5841,6328,0.56186,0.58623
2013,46-65 y.,Temporary job,0.03854,487,6328,0.03380,0.04328
2013,66 and older,Permanent job,0.02102,107,107,-0.00629,0.04833
2014,17-29 y.,Permanent job,0.29129,1134,2359,0.27295,0.30963
2014,17-29 y.,Temporary job,0.28183,1225,2359,0.26367,0.29999
2014,30-45 y.,Permanent job,0.62075,5199,6041,0.60851,0.63299
2014,30-45 y.,Temporary job,0.10054,842,6041,0.09295,0.10812
2014,46-65 y.,Permanent job,0.59450,5506,5893,0.58196,0.60703
2014,46-65 y.,Temporary job,0.03499,387,5893,0.03030,0.03968
2014,66 and older,Permanent job,0.01961,116,116,-0.00573,0.04496
2015,17-29 y.,Permanent job,0.29390,1189,2457,0.27588,0.31192
2015,17-29 y.,Temporary job,0.28012,1268,2457,0.26236,0.29788
2015,30-45 y.,Permanent job,0.64224,4996,5872,0.62998,0.65450
2015,30-45 y.,Temporary job,0.10012,876,5872,0.09244,0.10780
2015,46-65 y.,Permanent job,0.60271,5510,5907,0.59023,0.61519
2015,46-65 y.,Temporary job,0.03799,397,5907,0.03312,0.04287
2015,66 and older,Permanent job,0.02684,141,141,0.00007,0.05361
2016,17-29 y.,Permanent job,0.27872,1058,2272,0.26028,0.29717
2016,17-29 y.,Temporary job,0.26883,1214,2272,0.25060,0.28706
2016,30-45 y.,Permanent job,0.63479,4421,5286,0.62180,0.64777
2016,30-45 y.,Temporary job,0.10828,865,5286,0.09990,0.11666
2016,46-65 y.,Permanent job,0.60907,5282,5696,0.59639,0.62174
2016,46-65 y.,Temporary job,0.04034,414,5696,0.03523,0.04545
2016,66 and older,Permanent job,0.02537,125,125,-0.00231,0.05305
2017,17-29 y.,Permanent job,0.29507,1290,2725,0.27794,0.31219
2017,17-29 y.,Temporary job,0.26888,1435,2725,0.25223,0.28553
2017,30-45 y.,Permanent job,0.65052,4717,5600,0.63803,0.66301
2017,30-45 y.,Temporary job,0.10448,883,5600,0.09646,0.11249
2017,46-65 y.,Permanent job,0.61886,6341,6808,0.60732,0.63039
2017,46-65 y.,Temporary job,0.04156,467,6808,0.03682,0.04630
2017,66 and older,Permanent job,0.03226,169,169,0.00554,0.05898
2018,17-29 y.,Permanent job,0.31289,1325,2803,0.29572,0.33006
2018,17-29 y.,Temporary job,0.27274,1478,2803,0.25625,0.28923
2018,30-45 y.,Permanent job,0.66228,4475,5382,0.64964,0.67491
2018,30-45 y.,Temporary job,0.10346,907,5382,0.09532,0.11160
2018,46-65 y.,Permanent job,0.63389,6198,6668,0.62233,0.64545
2018,46-65 y.,Temporary job,0.04038,470,6668,0.03566,0.04511
2018,66 and older,Permanent job,0.03860,192,192,0.01128,0.06592
2019,17-29 y.,Permanent job,0.31879,1264,2680,0.30114,0.33643
2019,17-29 y.,Temporary job,0.27092,1416,2680,0.25409,0.28775
2019,30-45 y.,Permanent job,0.67507,4155,5038,0.66214,0.68801
2019,30-45 y.,Temporary job,0.10055,883,5038,0.09224,0.10886
2019,46-65 y.,Permanent job,0.63772,6148,6601,0.62612,0.64931
2019,46-65 y.,Temporary job,0.03810,453,6601,0.03348,0.04271
2019,66 and older,Permanent job,0.03667,227,227,0.01216,0.06117
2020,17-29 y.,Permanent job,0.32995,1564,3130,0.31347,0.34642
2020,17-29 y.,Temporary job,0.24916,1566,3130,0.23401,0.26432
2020,30-45 y.,Permanent job,0.67859,4577,5676,0.66644,0.69075
2020,30-45 y.,Temporary job,0.09506,1099,5676,0.08743,0.10269
2020,46-65 y.,Permanent job,0.64400,6002,6494,0.63236,0.65565
2020,46-65 y.,Temporary job,0.03618,492,6494,0.03164,0.04072
2020,66 and older,Permanent job,0.03872,211,211,0.01262,0.06481
2021,17-29 y.,Permanent job,0.34917,977,1780,0.32702,0.37133
2021,17-29 y.,Temporary job,0.23480,803,1780,0.21510,0.25450
2021,30-45 y.,Permanent job,0.68576,3090,3645,0.67069,0.70084
2021,30-45 y.,Temporary job,0.09099,555,3645,0.08166,0.10033
2021,46-65 y.,Permanent job,0.64366,4279,4590,0.62980,0.65751
2021,46-65 y.,Temporary job,0.03195,311,4590,0.02686,0.03703
2021,66 and older,Permanent job,0.04940,154,187,0.01826,0.08054
2021,66 and older,Temporary job,0.00516,33,187,-0.00514,0.01546
