year,sex,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,Temporary job,0.06458,619,4461,0.05737,0.07179
2009,female,Permanent job,0.30747,3597,4263,0.29361,0.32132
2009,female,Temporary job,0.06302,666,4263,0.05572,0.07031
2010,male,Permanent job,0.38439,5406,6259,0.37234,0.39645
2010,male,Temporary job,0.06468,853,6259,0.05858,0.07077
2010,female,Permanent job,0.31377,4747,5738,0.30177,0.32578
2010,female,Temporary job,0.06752,991,5738,0.06103,0.07402
2011,male,Permanent job,0.38583,6311,7275,0.37464,0.39702
2011,male,Temporary job,0.06709,964,7275,0.06134,0.07284
2011,female,Permanent job,0.30994,6100,7306,0.29934,0.32055
2011,female,Temporary job,0.06566,1206,7306,0.05998,0.07134
2012,male,Permanent job,0.38550,6048,7060,0.37414,0.39685
2012,male,Temporary job,0.06771,1012,7060,0.06185,0.07357
2012,female,Permanent job,0.32005,6132,7373,0.30940,0.33070
2012,female,Temporary job,0.06626,1241,7373,0.06058,0.07194
2013,male,Permanent job,0.37685,6653,7978,0.36622,0.38749
2013,male,Temporary job,0.07081,1325,7978,0.06519,0.07644
2013,female,Permanent job,0.31988,6790,8347,0.30987,0.32989
2013,female,Temporary job,0.06685,1557,8347,0.06149,0.07221
2014,male,Permanent job,0.37774,5923,7037,0.36641,0.38907
2014,male,Temporary job,0.07581,1114,7037,0.06963,0.08200
2014,female,Permanent job,0.32225,6032,7393,0.31159,0.33290
2014,female,Temporary job,0.06905,1361,7393,0.06327,0.07483
2015,male,Permanent job,0.38337,5863,7020,0.37200,0.39475
2015,male,Temporary job,0.07380,1157,7020,0.06768,0.07991
2015,female,Permanent job,0.33432,5973,7377,0.32356,0.34509
2015,female,Temporary job,0.07096,1404,7377,0.06510,0.07682
2016,male,Permanent job,0.37415,5252,6490,0.36238,0.38593
2016,male,Temporary job,0.07820,1238,6490,0.07167,0.08473
2016,female,Permanent job,0.34081,5634,6916,0.32963,0.35198
2016,female,Temporary job,0.07107,1282,6916,0.06501,0.07712
2017,male,Permanent job,0.38579,6076,7503,0.37477,0.39680
2017,male,Temporary job,0.07474,1427,7503,0.06879,0.08069
2017,female,Permanent job,0.34603,6441,7822,0.33549,0.35658
2017,female,Temporary job,0.07179,1381,7822,0.06607,0.07751
2018,male,Permanent job,0.39322,5880,7461,0.38213,0.40430
2018,male,Temporary job,0.07958,1581,7461,0.07343,0.08572
2018,female,Permanent job,0.35908,6310,7609,0.34830,0.36986
2018,female,Temporary job,0.06655,1299,7609,0.06095,0.07215
2019,male,Permanent job,0.40015,5679,7218,0.38884,0.41145
2019,male,Temporary job,0.07575,1539,7218,0.06965,0.08186
2019,female,Permanent job,0.36194,6113,7355,0.35095,0.37292
2019,female,Temporary job,0.06581,1242,7355,0.06014,0.07147
2020,male,Permanent job,0.40496,6190,8017,0.39421,0.41570
2020,male,Temporary job,0.06596,1827,8017,0.06052,0.07139
2020,female,Permanent job,0.36116,6162,7520,0.35030,0.37201
2020,female,Temporary job,0.06633,1358,7520,0.06071,0.07196
2021,male,Permanent job,0.40953,4174,5089,0.39602,0.42304
2021,male,Temporary job,0.06418,915,5089,0.05745,0.07092
2021,female,Permanent job,0.36724,4325,5111,0.35403,0.38046
2021,female,Temporary job,0.05802,786,5111,0.05161,0.06443
