year,regtyp,rentown,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Tenant,No,0.78245,2214,2405,0.76596,0.79895
1990,Rural regions,Owner,No,0.66810,465,465,0.62526,0.71095
1990,Rural regions,Tenant,Yes,0.07335,50,441,0.04899,0.09771
1990,Rural regions,Tenant,No,0.44447,391,441,0.39804,0.49090
1991,Urban regions,Owner,No,0.94706,1233,1233,0.93456,0.95956
1991,Urban regions,Tenant,Yes,0.08195,198,2415,0.07100,0.09289
1991,Urban regions,Tenant,No,0.78351,2217,2415,0.76708,0.79994
1991,Rural regions,Owner,No,0.66556,470,470,0.62286,0.70826
1991,Rural regions,Tenant,Yes,0.07225,51,441,0.04806,0.09644
1991,Rural regions,Tenant,No,0.43779,390,441,0.39143,0.48414
1992,Urban regions,Owner,Yes,0.01853,38,1370,0.01138,0.02567
1992,Urban regions,Owner,No,0.97827,1332,1370,0.97055,0.98600
1992,Urban regions,Tenant,Yes,0.11661,349,3004,0.10513,0.12809
1992,Urban regions,Tenant,No,0.87953,2655,3004,0.86789,0.89117
1992,Rural regions,Owner,Yes,0.09672,135,950,0.07791,0.11552
1992,Rural regions,Owner,No,0.89504,815,950,0.87554,0.91454
1992,Rural regions,Tenant,Yes,0.21055,237,1195,0.18742,0.23367
1992,Rural regions,Tenant,No,0.78762,958,1195,0.76442,0.81082
1993,Urban regions,Owner,Yes,0.01844,35,1359,0.01129,0.02560
1993,Urban regions,Owner,No,0.97526,1324,1359,0.96700,0.98352
1993,Urban regions,Tenant,Yes,0.11116,335,3008,0.09992,0.12240
1993,Urban regions,Tenant,No,0.88530,2673,3008,0.87391,0.89669
1993,Rural regions,Owner,Yes,0.07838,120,954,0.06132,0.09545
1993,Rural regions,Owner,No,0.91146,834,954,0.89342,0.92950
1993,Rural regions,Tenant,Yes,0.23004,278,1224,0.20645,0.25362
1993,Rural regions,Tenant,No,0.76081,946,1224,0.73690,0.78472
1994,Urban regions,Owner,No,0.98394,1323,1323,0.97717,0.99072
1994,Urban regions,Tenant,Yes,0.09549,287,2961,0.08490,0.10608
1994,Urban regions,Tenant,No,0.90020,2674,2961,0.88940,0.91100
1994,Rural regions,Owner,Yes,0.04397,69,974,0.03109,0.05685
1994,Rural regions,Owner,No,0.95089,905,974,0.93731,0.96446
1994,Rural regions,Tenant,Yes,0.19250,215,1184,0.17004,0.21497
1994,Rural regions,Tenant,No,0.80044,969,1184,0.77766,0.82321
1995,Urban regions,Owner,No,0.98443,1367,1367,0.97787,0.99100
1995,Urban regions,Tenant,Yes,0.08872,280,3060,0.07865,0.09880
1995,Urban regions,Tenant,No,0.90938,2780,3060,0.89920,0.91955
1995,Rural regions,Owner,Yes,0.02814,41,966,0.01770,0.03857
1995,Rural regions,Owner,No,0.97114,925,966,0.96057,0.98170
1995,Rural regions,Tenant,Yes,0.16213,198,1263,0.14179,0.18246
1995,Rural regions,Tenant,No,0.83567,1065,1263,0.81523,0.85612
1996,Urban regions,Owner,No,0.99034,1377,1377,0.98517,0.99551
1996,Urban regions,Tenant,Yes,0.07780,251,3001,0.06821,0.08738
1996,Urban regions,Tenant,No,0.91759,2750,3001,0.90774,0.92743
1996,Rural regions,Owner,Yes,0.03173,36,997,0.02084,0.04262
1996,Rural regions,Owner,No,0.96790,961,997,0.95696,0.97885
1996,Rural regions,Tenant,Yes,0.12811,156,1222,0.10937,0.14686
1996,Rural regions,Tenant,No,0.86988,1066,1222,0.85101,0.88875
1997,Urban regions,Owner,No,0.99138,1407,1407,0.98654,0.99621
1997,Urban regions,Tenant,Yes,0.07239,244,2913,0.06298,0.08180
1997,Urban regions,Tenant,No,0.92351,2669,2913,0.91386,0.93317
1997,Rural regions,Owner,No,0.97584,994,994,0.96629,0.98539
1997,Rural regions,Tenant,Yes,0.12213,143,1179,0.10343,0.14083
1997,Rural regions,Tenant,No,0.87145,1036,1179,0.85234,0.89057
1998,Urban regions,Owner,No,0.98933,1664,1664,0.98439,0.99427
1998,Urban regions,Tenant,Yes,0.07986,264,3235,0.07051,0.08920
1998,Urban regions,Tenant,No,0.91839,2971,3235,0.90895,0.92782
1998,Rural regions,Owner,No,0.97887,1194,1194,0.97071,0.98703
1998,Rural regions,Tenant,Yes,0.11677,158,1273,0.09912,0.13442
1998,Rural regions,Tenant,No,0.88002,1115,1273,0.86216,0.89787
1999,Urban regions,Owner,No,0.99310,1649,1649,0.98911,0.99710
1999,Urban regions,Tenant,Yes,0.07639,238,3033,0.06693,0.08584
1999,Urban regions,Tenant,No,0.91429,2795,3033,0.90433,0.92426
1999,Rural regions,Owner,No,0.97822,1166,1166,0.96984,0.98660
1999,Rural regions,Tenant,Yes,0.13375,170,1224,0.11467,0.15283
1999,Rural regions,Tenant,No,0.85948,1054,1224,0.84001,0.87896
2000,Urban regions,Owner,No,0.99430,3480,3480,0.99180,0.99680
2000,Urban regions,Tenant,Yes,0.06889,371,5088,0.06193,0.07586
2000,Urban regions,Tenant,No,0.93010,4717,5088,0.92309,0.93711
2000,Rural regions,Owner,Yes,0.01604,42,2314,0.01092,0.02116
2000,Rural regions,Owner,No,0.98109,2272,2314,0.97554,0.98664
2000,Rural regions,Tenant,Yes,0.11026,247,2028,0.09662,0.12389
2000,Rural regions,Tenant,No,0.88758,1781,2028,0.87383,0.90133
2001,Urban regions,Owner,No,0.99351,3118,3118,0.99069,0.99633
2001,Urban regions,Tenant,Yes,0.08035,395,4621,0.07251,0.08819
2001,Urban regions,Tenant,No,0.91510,4226,4621,0.90706,0.92314
2001,Rural regions,Owner,Yes,0.01553,39,2123,0.01027,0.02079
2001,Rural regions,Owner,No,0.98396,2084,2123,0.97861,0.98930
2001,Rural regions,Tenant,Yes,0.12076,239,1767,0.10556,0.13596
2001,Rural regions,Tenant,No,0.87553,1528,1767,0.86013,0.89092
2002,Urban regions,Owner,No,0.99216,3639,3639,0.98929,0.99502
2002,Urban regions,Tenant,Yes,0.07692,352,4567,0.06919,0.08464
2002,Urban regions,Tenant,No,0.91755,4215,4567,0.90957,0.92553
2002,Rural regions,Owner,Yes,0.01818,35,2177,0.01257,0.02379
2002,Rural regions,Owner,No,0.98182,2142,2177,0.97621,0.98743
2002,Rural regions,Tenant,Yes,0.11588,216,1779,0.10100,0.13076
2002,Rural regions,Tenant,No,0.88204,1563,1779,0.86705,0.89703
2003,Urban regions,Owner,No,0.99438,3529,3529,0.99191,0.99685
2003,Urban regions,Tenant,Yes,0.08688,372,4409,0.07856,0.09519
2003,Urban regions,Tenant,No,0.90738,4037,4409,0.89882,0.91594
2003,Rural regions,Owner,Yes,0.01869,39,2107,0.01291,0.02448
2003,Rural regions,Owner,No,0.98131,2068,2107,0.97552,0.98709
2003,Rural regions,Tenant,Yes,0.12113,223,1713,0.10567,0.13658
2003,Rural regions,Tenant,No,0.87668,1490,1713,0.86110,0.89225
2004,Urban regions,Owner,No,0.99173,3440,3440,0.98870,0.99476
2004,Urban regions,Tenant,Yes,0.09533,385,4298,0.08655,0.10412
2004,Urban regions,Tenant,No,0.90048,3913,4298,0.89153,0.90944
2004,Rural regions,Owner,Yes,0.02541,52,2093,0.01866,0.03215
2004,Rural regions,Owner,No,0.97459,2041,2093,0.96785,0.98134
2004,Rural regions,Tenant,Yes,0.13108,241,1661,0.11485,0.14732
2004,Rural regions,Tenant,No,0.86526,1420,1661,0.84884,0.88169
2005,Urban regions,Owner,No,0.99278,3321,3321,0.98990,0.99566
2005,Urban regions,Tenant,Yes,0.10128,385,4200,0.09215,0.11041
2005,Urban regions,Tenant,No,0.89437,3815,4200,0.88507,0.90366
2005,Rural regions,Owner,Yes,0.02501,47,2046,0.01824,0.03178
2005,Rural regions,Owner,No,0.97405,1999,2046,0.96715,0.98094
2005,Rural regions,Tenant,Yes,0.14003,234,1594,0.12299,0.15707
2005,Rural regions,Tenant,No,0.85648,1360,1594,0.83927,0.87370
2006,Urban regions,Owner,No,0.99450,3694,3694,0.99212,0.99689
2006,Urban regions,Tenant,Yes,0.07149,318,4442,0.06392,0.07907
2006,Urban regions,Tenant,No,0.92343,4124,4442,0.91561,0.93125
2006,Rural regions,Owner,Yes,0.01735,39,2291,0.01200,0.02270
2006,Rural regions,Owner,No,0.98059,2252,2291,0.97494,0.98624
2006,Rural regions,Tenant,Yes,0.09822,189,1795,0.08444,0.11199
2006,Rural regions,Tenant,No,0.89575,1606,1795,0.88161,0.90989
2007,Urban regions,Owner,No,0.99653,3460,3460,0.99458,0.99849
2007,Urban regions,Tenant,Yes,0.06758,260,4121,0.05992,0.07525
2007,Urban regions,Tenant,No,0.92645,3861,4121,0.91848,0.93442
2007,Rural regions,Owner,No,0.98482,2118,2118,0.97961,0.99003
2007,Rural regions,Tenant,Yes,0.09468,172,1687,0.08070,0.10865
2007,Rural regions,Tenant,No,0.90129,1515,1687,0.88705,0.91553
2008,Urban regions,Owner,No,0.99447,3291,3291,0.99194,0.99701
2008,Urban regions,Tenant,Yes,0.06125,223,3880,0.05370,0.06879
2008,Urban regions,Tenant,No,0.93810,3657,3880,0.93052,0.94569
2008,Rural regions,Owner,No,0.99012,2047,2047,0.98583,0.99441
2008,Rural regions,Tenant,Yes,0.08316,139,1561,0.06946,0.09687
2008,Rural regions,Tenant,No,0.91651,1422,1561,0.90279,0.93024
2009,Urban regions,Owner,No,0.99314,3081,3081,0.99023,0.99606
2009,Urban regions,Tenant,Yes,0.06022,210,3553,0.05240,0.06804
2009,Urban regions,Tenant,No,0.92245,3343,3553,0.91365,0.93124
2009,Rural regions,Owner,No,0.98376,1935,1935,0.97813,0.98939
2009,Rural regions,Tenant,Yes,0.07570,133,1498,0.06230,0.08909
2009,Rural regions,Tenant,No,0.90706,1365,1498,0.89235,0.92177
2010,Urban regions,Owner,No,0.99692,3802,3802,0.99516,0.99868
2010,Urban regions,Tenant,Yes,0.05877,435,5253,0.05241,0.06514
2010,Urban regions,Tenant,No,0.94103,4818,5253,0.93466,0.94740
2010,Rural regions,Owner,Yes,0.01076,50,2496,0.00671,0.01481
2010,Rural regions,Owner,No,0.98640,2446,2496,0.98186,0.99095
2010,Rural regions,Tenant,Yes,0.07562,241,2212,0.06460,0.08664
2010,Rural regions,Tenant,No,0.92231,1971,2212,0.91115,0.93346
2011,Urban regions,Owner,Yes,0.00378,40,4523,0.00199,0.00556
2011,Urban regions,Owner,No,0.96901,4483,4523,0.96395,0.97406
2011,Urban regions,Tenant,Yes,0.05568,571,6047,0.04990,0.06146
2011,Urban regions,Tenant,No,0.92432,5476,6047,0.91766,0.93099
2011,Rural regions,Owner,Yes,0.00695,59,3038,0.00400,0.00991
2011,Rural regions,Owner,No,0.96720,2979,3038,0.96087,0.97354
2011,Rural regions,Tenant,Yes,0.06814,339,2709,0.05865,0.07763
2011,Rural regions,Tenant,No,0.91120,2370,2709,0.90048,0.92191
2012,Urban regions,Owner,Yes,0.00359,40,4425,0.00183,0.00535
2012,Urban regions,Owner,No,0.97243,4385,4425,0.96760,0.97725
2012,Urban regions,Tenant,Yes,0.05007,493,5826,0.04447,0.05567
2012,Urban regions,Tenant,No,0.92655,5333,5826,0.91985,0.93325
2012,Rural regions,Owner,Yes,0.00845,60,3015,0.00518,0.01172
2012,Rural regions,Owner,No,0.96864,2955,3015,0.96242,0.97487
2012,Rural regions,Tenant,Yes,0.06610,323,2712,0.05675,0.07545
2012,Rural regions,Tenant,No,0.90108,2389,2712,0.88984,0.91232
2013,Urban regions,Owner,Yes,0.00275,32,4586,0.00123,0.00426
2013,Urban regions,Owner,No,0.97291,4554,4586,0.96821,0.97761
2013,Urban regions,Tenant,Yes,0.04223,478,7058,0.03753,0.04692
2013,Urban regions,Tenant,No,0.93581,6580,7058,0.93009,0.94153
2013,Rural regions,Owner,Yes,0.00555,49,2962,0.00287,0.00822
2013,Rural regions,Owner,No,0.96909,2913,2962,0.96285,0.97532
2013,Rural regions,Tenant,Yes,0.06937,313,2936,0.06018,0.07856
2013,Rural regions,Tenant,No,0.90276,2623,2936,0.89204,0.91348
2014,Urban regions,Owner,No,0.98438,4211,4211,0.98063,0.98813
2014,Urban regions,Tenant,Yes,0.04430,402,6092,0.03913,0.04947
2014,Urban regions,Tenant,No,0.94807,5690,6092,0.94250,0.95364
2014,Rural regions,Owner,Yes,0.00477,38,2747,0.00219,0.00734
2014,Rural regions,Owner,No,0.98025,2709,2747,0.97505,0.98546
2014,Rural regions,Tenant,Yes,0.05842,235,2626,0.04944,0.06739
2014,Rural regions,Tenant,No,0.92669,2391,2626,0.91672,0.93666
2015,Urban regions,Owner,No,0.97141,3934,3934,0.96620,0.97661
2015,Urban regions,Tenant,Yes,0.03831,325,6210,0.03353,0.04308
2015,Urban regions,Tenant,No,0.93451,5885,6210,0.92836,0.94067
2015,Rural regions,Owner,No,0.95131,2567,2567,0.94299,0.95964
2015,Rural regions,Tenant,Yes,0.04763,192,2623,0.03948,0.05578
2015,Rural regions,Tenant,No,0.90451,2431,2623,0.89326,0.91576
2016,Urban regions,Owner,No,0.98636,3707,3707,0.98263,0.99010
2016,Urban regions,Tenant,Yes,0.03690,276,5574,0.03195,0.04185
2016,Urban regions,Tenant,No,0.95455,5298,5574,0.94908,0.96002
2016,Rural regions,Owner,No,0.97073,2467,2467,0.96407,0.97738
2016,Rural regions,Tenant,Yes,0.04810,160,2368,0.03948,0.05672
2016,Rural regions,Tenant,No,0.93077,2208,2368,0.92054,0.94100
2017,Urban regions,Owner,No,0.98725,4202,4202,0.98386,0.99064
2017,Urban regions,Tenant,Yes,0.03528,348,7204,0.03102,0.03954
2017,Urban regions,Tenant,No,0.95384,6856,7204,0.94900,0.95869
2017,Rural regions,Owner,No,0.98406,2752,2752,0.97938,0.98874
2017,Rural regions,Tenant,Yes,0.04615,212,3145,0.03882,0.05348
2017,Rural regions,Tenant,No,0.94119,2933,3145,0.93297,0.94942
2018,Urban regions,Owner,No,0.99159,4031,4031,0.98877,0.99441
2018,Urban regions,Tenant,Yes,0.03729,555,7798,0.03309,0.04150
2018,Urban regions,Tenant,No,0.95661,7243,7798,0.95208,0.96113
2018,Rural regions,Owner,No,0.98013,2631,2631,0.97479,0.98546
2018,Rural regions,Tenant,Yes,0.04981,281,3236,0.04232,0.05731
2018,Rural regions,Tenant,No,0.93543,2955,3236,0.92696,0.94390
2019,Urban regions,Owner,No,0.98741,4689,4689,0.98422,0.99060
2019,Urban regions,Tenant,Yes,0.03967,365,7207,0.03516,0.04417
2019,Urban regions,Tenant,No,0.95103,6842,7207,0.94604,0.95601
2019,Rural regions,Owner,No,0.98448,2946,2946,0.98001,0.98894
2019,Rural regions,Tenant,Yes,0.05259,214,2975,0.04457,0.06061
2019,Rural regions,Tenant,No,0.94014,2761,2975,0.93162,0.94867
2020,Urban regions,Owner,No,0.97489,4193,4193,0.97016,0.97963
2020,Urban regions,Tenant,Yes,0.03496,398,9008,0.03116,0.03875
2020,Urban regions,Tenant,No,0.94586,8610,9008,0.94119,0.95054
2020,Rural regions,Owner,No,0.98090,2642,2642,0.97568,0.98612
2020,Rural regions,Tenant,Yes,0.04106,165,3209,0.03419,0.04792
2020,Rural regions,Tenant,No,0.94276,3044,3209,0.93472,0.95080
2021,Urban regions,Owner,No,0.98370,3098,3098,0.97924,0.98816
2021,Urban regions,Tenant,Yes,0.03445,318,5447,0.02961,0.03930
2021,Urban regions,Tenant,No,0.95928,5129,5447,0.95403,0.96453
2021,Rural regions,Owner,No,0.99122,1944,1944,0.98707,0.99536
2021,Rural regions,Tenant,Yes,0.03668,107,1963,0.02836,0.04500
2021,Rural regions,Tenant,No,0.95280,1856,1963,0.94342,0.96218
2022,Urban regions,Owner,No,0.98258,4625,4625,0.97881,0.98635
2022,Urban regions,Tenant,Yes,0.03072,329,9305,0.02721,0.03422
2022,Urban regions,Tenant,No,0.95158,8976,9305,0.94721,0.95594
2022,Rural regions,Owner,No,0.98253,3118,3118,0.97793,0.98713
2022,Rural regions,Tenant,Yes,0.04242,146,3091,0.03531,0.04952
2022,Rural regions,Tenant,No,0.93419,2945,3091,0.92545,0.94293
