year,hhtyp,rentown,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Single parent,Tenant,Yes,0.30028,50,189,0.23476,0.36581
1987,Single parent,Tenant,No,0.69972,139,189,0.63419,0.76524
1987,Couple with children,Owner,Yes,0.03063,31,935,0.01958,0.04168
1987,Couple with children,Owner,No,0.96471,904,935,0.95288,0.97654
1987,Couple with children,Tenant,Yes,0.10301,103,1251,0.08615,0.11986
1987,Couple with children,Tenant,No,0.89506,1148,1251,0.87807,0.91205
1987,Multi-generational household,Tenant,No,0.86848,54,54,0.77749,0.95947
1987,Other Combinations,Owner,No,0.97354,42,42,0.92440,1.02267
1987,Other Combinations,Tenant,No,0.90631,64,64,0.83435,0.97826
1988,Single-person household,Owner,No,0.99505,225,225,0.98586,1.00424
1988,Single-person household,Tenant,Yes,0.12259,89,809,0.09998,0.14521
1988,Single-person household,Tenant,No,0.87384,720,809,0.85095,0.89674
1988,Couple without children,Owner,No,0.99127,444,444,0.98260,0.99993
1988,Couple without children,Tenant,No,0.95858,695,695,0.94375,0.97340
1988,Single parent,Owner,No,0.95580,86,86,0.91211,0.99950
1988,Single parent,Tenant,Yes,0.27543,41,183,0.21053,0.34033
1988,Single parent,Tenant,No,0.72457,142,183,0.65967,0.78947
1988,Couple with children,Owner,Yes,0.03574,34,901,0.02361,0.04787
1988,Couple with children,Owner,No,0.96037,867,901,0.94763,0.97312
1988,Couple with children,Tenant,Yes,0.11448,115,1184,0.09633,0.13262
1988,Couple with children,Tenant,No,0.88462,1069,1184,0.86642,0.90283
1988,Multi-generational household,Owner,No,0.98535,46,46,0.95025,1.02045
1988,Multi-generational household,Tenant,No,0.67826,46,46,0.54177,0.81475
1988,Other Combinations,Owner,No,0.98156,32,32,0.93421,1.02892
1988,Other Combinations,Tenant,No,0.91891,59,59,0.84866,0.98916
1989,Single-person household,Owner,No,0.99724,222,222,0.99032,1.00416
1989,Single-person household,Tenant,Yes,0.11057,78,814,0.08901,0.13212
1989,Single-person household,Tenant,No,0.88562,736,814,0.86374,0.90750
1989,Couple without children,Owner,No,0.98821,436,436,0.97807,0.99835
1989,Couple without children,Tenant,No,0.96619,693,693,0.95272,0.97965
1989,Single parent,Owner,No,0.96343,91,91,0.92466,1.00221
1989,Single parent,Tenant,Yes,0.30273,39,160,0.23131,0.37414
1989,Single parent,Tenant,No,0.69436,121,160,0.62275,0.76597
1989,Couple with children,Owner,No,0.97024,843,843,0.95876,0.98172
1989,Couple with children,Tenant,Yes,0.11021,109,1126,0.09191,0.12851
1989,Couple with children,Tenant,No,0.88548,1017,1126,0.86688,0.90409
1989,Multi-generational household,Owner,No,0.98646,51,51,0.95443,1.01849
1989,Multi-generational household,Tenant,No,0.84181,52,52,0.74166,0.94196
1989,Other Combinations,Owner,No,0.96778,32,32,0.90562,1.02994
1989,Other Combinations,Tenant,No,0.88904,49,49,0.80019,0.97790
1990,Single-person household,Owner,No,0.90229,228,228,0.86366,0.94092
1990,Single-person household,Tenant,Yes,0.08325,68,768,0.06370,0.10280
1990,Single-person household,Tenant,No,0.73670,700,768,0.70553,0.76787
1990,Couple without children,Owner,No,0.85192,460,460,0.81943,0.88441
1990,Couple without children,Tenant,No,0.73773,691,691,0.70491,0.77055
1990,Single parent,Owner,No,0.86662,86,86,0.79434,0.93890
1990,Single parent,Tenant,Yes,0.19653,37,166,0.13589,0.25716
1990,Single parent,Tenant,No,0.54185,129,166,0.46583,0.61788
1990,Couple with children,Owner,No,0.83501,831,831,0.80976,0.86026
1990,Couple with children,Tenant,Yes,0.07882,98,1088,0.06280,0.09484
1990,Couple with children,Tenant,No,0.62841,990,1088,0.59968,0.65713
1990,Multi-generational household,Owner,No,0.75785,56,56,0.64463,0.87107
1990,Multi-generational household,Tenant,No,0.49758,50,50,0.35758,0.63758
1990,Other Combinations,Owner,No,0.65434,34,34,0.49208,0.81661
1990,Other Combinations,Tenant,No,0.62781,45,45,0.48498,0.77064
1991,Single-person household,Owner,No,0.88026,217,217,0.83696,0.92356
1991,Single-person household,Tenant,Yes,0.09140,74,780,0.07116,0.11164
1991,Single-person household,Tenant,No,0.73704,706,780,0.70612,0.76796
1991,Couple without children,Owner,No,0.84834,468,468,0.81580,0.88087
1991,Couple without children,Tenant,No,0.73626,695,695,0.70348,0.76905
1991,Single parent,Owner,No,0.88188,94,94,0.81629,0.94748
1991,Single parent,Tenant,Yes,0.19605,40,171,0.13637,0.25573
1991,Single parent,Tenant,No,0.55376,131,171,0.47903,0.62848
1991,Couple with children,Owner,Yes,0.03461,31,864,0.02241,0.04680
1991,Couple with children,Owner,No,0.82743,833,864,0.80222,0.85265
1991,Couple with children,Tenant,Yes,0.07476,99,1075,0.05903,0.09049
1991,Couple with children,Tenant,No,0.61427,976,1075,0.58516,0.64339
1991,Multi-generational household,Owner,No,0.86296,58,58,0.77368,0.95223
1991,Multi-generational household,Tenant,No,0.47272,47,47,0.32844,0.61700
1991,Other Combinations,Owner,No,0.63308,33,33,0.46608,0.80007
1991,Other Combinations,Tenant,No,0.58928,52,52,0.45426,0.72430
1992,Single-person household,Owner,No,0.97423,254,254,0.95471,0.99376
1992,Single-person household,Tenant,Yes,0.17450,202,1037,0.15139,0.19761
1992,Single-person household,Tenant,No,0.82333,835,1037,0.80011,0.84656
1992,Couple without children,Owner,Yes,0.03674,34,621,0.02193,0.05155
1992,Couple without children,Owner,No,0.95592,587,621,0.93976,0.97208
1992,Couple without children,Tenant,Yes,0.06056,71,1065,0.04623,0.07489
1992,Couple without children,Tenant,No,0.93486,994,1065,0.92004,0.94969
1992,Single parent,Owner,No,0.95709,101,101,0.91737,0.99681
1992,Single parent,Tenant,Yes,0.28459,84,281,0.23173,0.33744
1992,Single parent,Tenant,No,0.70088,197,281,0.64725,0.75452
1992,Couple with children,Owner,Yes,0.06512,109,1187,0.05108,0.07916
1992,Couple with children,Owner,No,0.93103,1078,1187,0.91661,0.94545
1992,Couple with children,Tenant,Yes,0.12978,220,1704,0.11382,0.14574
1992,Couple with children,Tenant,No,0.86888,1484,1704,0.85285,0.88491
1992,Multi-generational household,Owner,No,0.95510,70,70,0.90623,1.00396
1992,Multi-generational household,Tenant,No,0.77451,57,57,0.66506,0.88397
1992,Other Combinations,Owner,No,0.94180,60,60,0.88206,1.00154
1992,Other Combinations,Tenant,No,0.89564,88,88,0.83140,0.95989
1993,Single-person household,Owner,No,0.94574,260,260,0.91815,0.97333
1993,Single-person household,Tenant,Yes,0.17344,209,1079,0.15084,0.19604
1993,Single-person household,Tenant,No,0.82077,870,1079,0.79788,0.84367
1993,Couple without children,Owner,No,0.97135,622,622,0.95823,0.98447
1993,Couple without children,Tenant,Yes,0.05332,73,1075,0.03988,0.06676
1993,Couple without children,Tenant,No,0.94483,1002,1075,0.93117,0.95848
1993,Single parent,Owner,No,0.94473,88,88,0.89672,0.99275
1993,Single parent,Tenant,Yes,0.26606,79,278,0.21402,0.31810
1993,Single parent,Tenant,No,0.72622,199,278,0.67371,0.77873
1993,Couple with children,Owner,Yes,0.05734,102,1146,0.04387,0.07080
1993,Couple with children,Owner,No,0.94266,1044,1146,0.92920,0.95613
1993,Couple with children,Tenant,Yes,0.13753,228,1641,0.12086,0.15420
1993,Couple with children,Tenant,No,0.85664,1413,1641,0.83968,0.87360
1993,Multi-generational household,Owner,No,0.97346,82,82,0.93846,1.00847
1993,Multi-generational household,Tenant,No,0.79934,52,52,0.68942,0.90926
1993,Other Combinations,Owner,No,0.94231,62,62,0.88380,1.00082
1993,Other Combinations,Tenant,No,0.78648,83,83,0.69778,0.87517
1994,Single-person household,Owner,No,0.97629,279,279,0.95840,0.99417
1994,Single-person household,Tenant,Yes,0.13874,163,1068,0.11800,0.15949
1994,Single-person household,Tenant,No,0.85711,905,1068,0.83611,0.87811
1994,Couple without children,Owner,No,0.98752,643,643,0.97893,0.99610
1994,Couple without children,Tenant,Yes,0.05101,64,1110,0.03806,0.06396
1994,Couple without children,Tenant,No,0.94206,1046,1110,0.92831,0.95581
1994,Single parent,Owner,No,0.96444,89,89,0.92575,1.00313
1994,Single parent,Tenant,Yes,0.27168,73,264,0.21792,0.32544
1994,Single parent,Tenant,No,0.72196,191,264,0.66781,0.77611
1994,Couple with children,Owner,Yes,0.03954,67,1142,0.02823,0.05085
1994,Couple with children,Owner,No,0.95821,1075,1142,0.94659,0.96982
1994,Couple with children,Tenant,Yes,0.12248,183,1547,0.10613,0.13882
1994,Couple with children,Tenant,No,0.87299,1364,1547,0.85640,0.88959
1994,Multi-generational household,Owner,No,0.98066,79,79,0.95010,1.01122
1994,Multi-generational household,Tenant,No,0.84653,48,48,0.74348,0.94958
1994,Other Combinations,Owner,No,0.97315,63,63,0.93292,1.01339
1994,Other Combinations,Tenant,No,0.87881,89,89,0.81062,0.94699
1995,Single-person household,Owner,No,0.98833,288,288,0.97591,1.00076
1995,Single-person household,Tenant,Yes,0.11682,137,1110,0.09792,0.13573
1995,Single-person household,Tenant,No,0.88169,973,1110,0.86268,0.90070
1995,Couple without children,Owner,No,0.99587,670,670,0.99102,1.00073
1995,Couple without children,Tenant,Yes,0.04020,55,1150,0.02884,0.05156
1995,Couple without children,Tenant,No,0.95737,1095,1150,0.94568,0.96905
1995,Single parent,Owner,No,0.94583,90,90,0.89880,0.99286
1995,Single parent,Tenant,Yes,0.27228,80,279,0.21995,0.32461
1995,Single parent,Tenant,No,0.72772,199,279,0.67539,0.78005
1995,Couple with children,Owner,Yes,0.02681,46,1151,0.01748,0.03615
1995,Couple with children,Owner,No,0.96765,1105,1151,0.95742,0.97787
1995,Couple with children,Tenant,Yes,0.12437,188,1621,0.10830,0.14044
1995,Couple with children,Tenant,No,0.87242,1433,1621,0.85618,0.88867
1995,Multi-generational household,Owner,No,0.95061,73,73,0.90056,1.00066
1995,Multi-generational household,Tenant,No,0.88488,56,56,0.80053,0.96923
1995,Other Combinations,Owner,No,0.97882,66,66,0.94382,1.01382
1995,Other Combinations,Tenant,No,0.87224,89,89,0.80249,0.94198
1996,Single-person household,Owner,No,0.98113,287,287,0.96535,0.99690
1996,Single-person household,Tenant,Yes,0.09223,119,1136,0.07539,0.10906
1996,Single-person household,Tenant,No,0.90336,1017,1136,0.88618,0.92055
1996,Couple without children,Owner,No,0.99519,687,687,0.99001,1.00037
1996,Couple without children,Tenant,Yes,0.02896,40,1149,0.01926,0.03866
1996,Couple without children,Tenant,No,0.97076,1109,1149,0.96101,0.98051
1996,Single parent,Owner,No,0.97024,98,98,0.93642,1.00405
1996,Single parent,Tenant,Yes,0.23137,75,283,0.18215,0.28059
1996,Single parent,Tenant,No,0.74789,208,283,0.69721,0.79857
1996,Couple with children,Owner,Yes,0.02407,35,1170,0.01528,0.03286
1996,Couple with children,Owner,No,0.97360,1135,1170,0.96441,0.98279
1996,Couple with children,Tenant,Yes,0.11824,162,1509,0.10194,0.13453
1996,Couple with children,Tenant,No,0.87945,1347,1509,0.86301,0.89588
1996,Multi-generational household,Owner,No,0.98250,65,65,0.95037,1.01463
1996,Multi-generational household,Tenant,No,0.90715,50,50,0.82589,0.98841
1996,Other Combinations,Owner,No,0.98405,66,66,0.95359,1.01451
1996,Other Combinations,Tenant,No,0.89707,85,85,0.83208,0.96205
1997,Single-person household,Owner,No,0.98546,285,285,0.97154,0.99938
1997,Single-person household,Tenant,Yes,0.08777,108,1108,0.07110,0.10444
1997,Single-person household,Tenant,No,0.90511,1000,1108,0.88785,0.92238
1997,Couple without children,Owner,No,0.99627,722,722,0.99182,1.00072
1997,Couple without children,Tenant,Yes,0.02476,41,1153,0.01578,0.03373
1997,Couple without children,Tenant,No,0.97140,1112,1153,0.96177,0.98103
1997,Single parent,Owner,No,0.96259,95,95,0.92422,1.00095
1997,Single parent,Tenant,Yes,0.24346,78,291,0.19407,0.29286
1997,Single parent,Tenant,No,0.75205,213,291,0.70235,0.80175
1997,Couple with children,Owner,No,0.97889,1162,1162,0.97062,0.98716
1997,Couple with children,Tenant,Yes,0.10318,150,1402,0.08725,0.11911
1997,Couple with children,Tenant,No,0.89577,1252,1402,0.87977,0.91177
1997,Multi-generational household,Owner,No,0.98623,63,63,0.95721,1.01524
1997,Multi-generational household,Tenant,No,0.95664,49,49,0.89902,1.01426
1997,Other Combinations,Tenant,No,0.93628,80,80,0.88242,0.99014
1998,Single-person household,Owner,No,0.99062,367,367,0.98074,1.00049
1998,Single-person household,Tenant,Yes,0.09084,135,1333,0.07541,0.10628
1998,Single-person household,Tenant,No,0.90574,1198,1333,0.89005,0.92143
1998,Couple without children,Owner,No,0.99313,906,906,0.98774,0.99851
1998,Couple without children,Tenant,Yes,0.02627,42,1265,0.01745,0.03508
1998,Couple without children,Tenant,No,0.97267,1223,1265,0.96368,0.98166
1998,Single parent,Owner,No,0.98556,108,108,0.96296,1.00816
1998,Single parent,Tenant,Yes,0.24487,88,337,0.19889,0.29084
1998,Single parent,Tenant,No,0.75513,249,337,0.70916,0.80111
1998,Couple with children,Owner,No,0.97474,1345,1345,0.96635,0.98313
1998,Couple with children,Tenant,Yes,0.10274,142,1440,0.08706,0.11843
1998,Couple with children,Tenant,No,0.89610,1298,1440,0.88033,0.91186
1998,Multi-generational household,Owner,No,0.98993,58,58,0.96400,1.01585
1998,Multi-generational household,Tenant,No,0.89327,41,41,0.79758,0.98896
1998,Other Combinations,Tenant,No,0.87442,77,77,0.79992,0.94892
1999,Single-person household,Owner,No,0.98839,366,366,0.97741,0.99938
1999,Single-person household,Tenant,Yes,0.09301,128,1259,0.07696,0.10907
1999,Single-person household,Tenant,No,0.89696,1131,1259,0.88016,0.91376
1999,Couple without children,Owner,No,0.99328,901,901,0.98795,0.99862
1999,Couple without children,Tenant,No,0.98022,1221,1221,0.97240,0.98803
1999,Single parent,Owner,No,0.97766,107,107,0.94953,1.00580
1999,Single parent,Tenant,Yes,0.30661,110,334,0.25709,0.35613
1999,Single parent,Tenant,No,0.68617,224,334,0.63632,0.73601
1999,Couple with children,Owner,No,0.98250,1356,1356,0.97552,0.98948
1999,Couple with children,Tenant,Yes,0.10439,139,1331,0.08796,0.12083
1999,Couple with children,Tenant,No,0.88113,1192,1331,0.86374,0.89852
1999,Multi-generational household,Owner,No,0.99795,55,55,0.98589,1.01001
1999,Multi-generational household,Tenant,No,0.94836,42,42,0.88062,1.01610
2000,Single-person household,Owner,No,0.99287,864,864,0.98726,0.99849
2000,Single-person household,Tenant,Yes,0.07832,203,2389,0.06755,0.08910
2000,Single-person household,Tenant,No,0.92077,2186,2389,0.90994,0.93161
2000,Couple without children,Owner,No,0.99743,1986,1986,0.99520,0.99966
2000,Couple without children,Tenant,Yes,0.02624,58,1975,0.01919,0.03330
2000,Couple without children,Tenant,No,0.97263,1917,1975,0.96543,0.97983
2000,Single parent,Owner,No,0.97696,198,198,0.95602,0.99791
2000,Single parent,Tenant,Yes,0.26415,160,558,0.22753,0.30076
2000,Single parent,Tenant,No,0.73585,398,558,0.69924,0.77247
2000,Couple with children,Owner,Yes,0.01700,47,2552,0.01198,0.02202
2000,Couple with children,Owner,No,0.98082,2505,2552,0.97550,0.98614
2000,Couple with children,Tenant,Yes,0.08592,192,2068,0.07384,0.09800
2000,Couple with children,Tenant,No,0.91162,1876,2068,0.89938,0.92385
2000,Multi-generational household,Owner,No,0.98580,118,118,0.96435,1.00724
2000,Multi-generational household,Tenant,No,0.86576,44,44,0.76387,0.96766
2000,Other Combinations,Owner,No,0.99131,81,81,0.97096,1.01165
2000,Other Combinations,Tenant,No,0.98406,77,77,0.95590,1.01222
2001,Single-person household,Owner,No,0.99769,771,771,0.99431,1.00108
2001,Single-person household,Tenant,Yes,0.08785,210,2147,0.07588,0.09983
2001,Single-person household,Tenant,No,0.90899,1937,2147,0.89682,0.92116
2001,Couple without children,Owner,No,0.99802,1777,1777,0.99596,1.00009
2001,Couple without children,Tenant,Yes,0.03140,65,1803,0.02334,0.03945
2001,Couple without children,Tenant,No,0.96479,1738,1803,0.95628,0.97330
2001,Single parent,Owner,No,0.96301,185,185,0.93574,0.99028
2001,Single parent,Tenant,Yes,0.27526,153,509,0.23642,0.31411
2001,Single parent,Tenant,No,0.71453,356,509,0.67525,0.75380
2001,Couple with children,Owner,Yes,0.01822,46,2336,0.01280,0.02365
2001,Couple with children,Owner,No,0.97970,2290,2336,0.97398,0.98542
2001,Couple with children,Tenant,Yes,0.10098,197,1827,0.08716,0.11480
2001,Couple with children,Tenant,No,0.89323,1630,1827,0.87906,0.90739
2001,Multi-generational household,Owner,No,0.99006,114,114,0.97177,1.00835
2001,Multi-generational household,Tenant,No,0.84421,38,38,0.72736,0.96107
2001,Other Combinations,Owner,No,0.98780,65,65,0.96091,1.01470
2001,Other Combinations,Tenant,No,0.93562,55,55,0.87016,1.00108
2002,Single-person household,Owner,No,0.99234,753,753,0.98610,0.99857
2002,Single-person household,Tenant,Yes,0.08174,190,2166,0.07020,0.09328
2002,Single-person household,Tenant,No,0.91361,1976,2166,0.90178,0.92545
2002,Couple without children,Owner,No,0.99929,2060,2060,0.99815,1.00044
2002,Couple without children,Tenant,Yes,0.02586,53,1837,0.01860,0.03312
2002,Couple without children,Tenant,No,0.97132,1784,1837,0.96368,0.97895
2002,Single parent,Owner,No,0.97768,204,204,0.95736,0.99800
2002,Single parent,Tenant,Yes,0.27162,140,496,0.23244,0.31080
2002,Single parent,Tenant,No,0.70668,356,496,0.66657,0.74678
2002,Couple with children,Owner,Yes,0.02306,45,2631,0.01733,0.02880
2002,Couple with children,Owner,No,0.97642,2586,2631,0.97062,0.98222
2002,Couple with children,Tenant,Yes,0.10369,181,1751,0.08940,0.11797
2002,Couple with children,Tenant,No,0.89603,1570,1751,0.88173,0.91034
2002,Multi-generational household,Owner,No,0.97408,105,105,0.94354,1.00462
2002,Multi-generational household,Tenant,No,0.96122,39,39,0.89983,1.02261
2002,Other Combinations,Owner,No,0.98630,73,73,0.95945,1.01315
2002,Other Combinations,Tenant,No,0.98007,53,53,0.94209,1.01806
2003,Single-person household,Owner,No,0.99394,783,783,0.98849,0.99938
2003,Single-person household,Tenant,Yes,0.09054,192,2124,0.07833,0.10274
2003,Single-person household,Tenant,No,0.90807,1932,2124,0.89578,0.92036
2003,Couple without children,Owner,No,0.99644,2010,2010,0.99383,0.99904
2003,Couple without children,Tenant,Yes,0.03353,68,1796,0.02520,0.04186
2003,Couple without children,Tenant,No,0.96228,1728,1796,0.95347,0.97109
2003,Single parent,Owner,No,0.96592,187,187,0.93984,0.99199
2003,Single parent,Tenant,Yes,0.28969,149,498,0.24981,0.32957
2003,Single parent,Tenant,No,0.68784,349,498,0.64710,0.72858
2003,Couple with children,Owner,Yes,0.01826,41,2514,0.01303,0.02350
2003,Couple with children,Owner,No,0.98174,2473,2514,0.97650,0.98697
2003,Couple with children,Tenant,Yes,0.10752,181,1613,0.09239,0.12264
2003,Couple with children,Tenant,No,0.88595,1432,1613,0.87043,0.90147
2003,Multi-generational household,Owner,No,0.98803,83,83,0.96449,1.01157
2003,Multi-generational household,Tenant,No,0.93737,34,34,0.85469,1.02004
2003,Other Combinations,Tenant,No,0.98706,52,52,0.95603,1.01808
2004,Single-person household,Owner,No,0.99362,796,796,0.98808,0.99915
2004,Single-person household,Tenant,Yes,0.09148,188,2050,0.07900,0.10396
2004,Single-person household,Tenant,No,0.90771,1862,2050,0.89518,0.92024
2004,Couple without children,Owner,No,0.99924,1994,1994,0.99802,1.00045
2004,Couple without children,Tenant,Yes,0.03941,77,1815,0.03046,0.04836
2004,Couple without children,Tenant,No,0.95315,1738,1815,0.94342,0.96287
2004,Single parent,Owner,No,0.95112,179,179,0.91945,0.98280
2004,Single parent,Tenant,Yes,0.31724,160,491,0.27603,0.35845
2004,Single parent,Tenant,No,0.67244,331,491,0.63088,0.71399
2004,Couple with children,Owner,Yes,0.03055,59,2435,0.02371,0.03738
2004,Couple with children,Owner,No,0.96945,2376,2435,0.96262,0.97629
2004,Couple with children,Tenant,Yes,0.13063,192,1521,0.11369,0.14758
2004,Couple with children,Tenant,No,0.86467,1329,1521,0.84748,0.88187
2004,Multi-generational household,Owner,No,0.98149,77,77,0.95118,1.01179
2004,Other Combinations,Owner,No,0.96011,59,59,0.90974,1.01047
2004,Other Combinations,Tenant,No,0.94551,45,45,0.87843,1.01258
2005,Single-person household,Owner,No,0.99421,801,801,0.98895,0.99947
2005,Single-person household,Tenant,Yes,0.10451,205,2093,0.09140,0.11762
2005,Single-person household,Tenant,No,0.89313,1888,2093,0.87989,0.90637
2005,Couple without children,Owner,No,0.99548,1963,1963,0.99251,0.99845
2005,Couple without children,Tenant,Yes,0.03562,62,1720,0.02686,0.04438
2005,Couple without children,Tenant,No,0.96226,1658,1720,0.95325,0.97127
2005,Single parent,Owner,No,0.90543,186,186,0.86327,0.94760
2005,Single parent,Tenant,Yes,0.32193,156,491,0.28056,0.36330
2005,Single parent,Tenant,No,0.66122,335,491,0.61931,0.70313
2005,Couple with children,Owner,Yes,0.02054,39,2285,0.01472,0.02636
2005,Couple with children,Owner,No,0.97946,2246,2285,0.97364,0.98528
2005,Couple with children,Tenant,Yes,0.12766,183,1411,0.11024,0.14508
2005,Couple with children,Tenant,No,0.86687,1228,1411,0.84913,0.88460
2005,Multi-generational household,Owner,No,0.90200,72,72,0.83284,0.97116
2005,Other Combinations,Tenant,No,0.91596,43,43,0.83205,0.99987
2006,Single-person household,Owner,No,0.98898,943,943,0.98232,0.99565
2006,Single-person household,Tenant,Yes,0.07659,182,2321,0.06577,0.08741
2006,Single-person household,Tenant,No,0.91869,2139,2321,0.90757,0.92981
2006,Couple without children,Owner,No,0.99510,2299,2299,0.99224,0.99795
2006,Couple without children,Tenant,Yes,0.03914,71,1846,0.03029,0.04799
2006,Couple without children,Tenant,No,0.95615,1775,1846,0.94681,0.96550
2006,Single parent,Owner,No,0.94226,216,216,0.91109,0.97344
2006,Single parent,Tenant,Yes,0.20912,118,544,0.17491,0.24332
2006,Single parent,Tenant,No,0.78241,426,544,0.74770,0.81711
2006,Couple with children,Owner,No,0.98856,2350,2350,0.98425,0.99286
2006,Couple with children,Tenant,Yes,0.07750,131,1455,0.06375,0.09124
2006,Couple with children,Tenant,No,0.91588,1324,1455,0.90161,0.93014
2006,Multi-generational household,Owner,No,0.95867,76,76,0.91362,1.00372
2006,Other Combinations,Tenant,No,0.98519,42,42,0.94822,1.02216
2007,Single-person household,Owner,No,0.99369,890,890,0.98848,0.99889
2007,Single-person household,Tenant,Yes,0.07457,167,2201,0.06360,0.08555
2007,Single-person household,Tenant,No,0.91997,2034,2201,0.90863,0.93131
2007,Couple without children,Owner,No,0.99586,2163,2163,0.99315,0.99857
2007,Couple without children,Tenant,Yes,0.03182,53,1701,0.02347,0.04016
2007,Couple without children,Tenant,No,0.96448,1648,1701,0.95568,0.97328
2007,Single parent,Owner,No,0.96495,202,202,0.93953,0.99038
2007,Single parent,Tenant,Yes,0.18183,94,496,0.14786,0.21581
2007,Single parent,Tenant,No,0.80532,402,496,0.77043,0.84020
2007,Couple with children,Owner,No,0.99089,2211,2211,0.98693,0.99485
2007,Couple with children,Tenant,Yes,0.08329,112,1343,0.06851,0.09808
2007,Couple with children,Tenant,No,0.91203,1231,1343,0.89687,0.92718
2007,Multi-generational household,Owner,No,0.94760,62,62,0.89168,1.00352
2007,Other Combinations,Owner,No,0.98945,50,50,0.96085,1.01806
2007,Other Combinations,Tenant,No,0.94025,38,38,0.86387,1.01662
2008,Single-person household,Owner,No,0.99567,893,893,0.99136,0.99998
2008,Single-person household,Tenant,Yes,0.07082,142,2087,0.05981,0.08183
2008,Single-person household,Tenant,No,0.92822,1945,2087,0.91714,0.93929
2008,Couple without children,Owner,No,0.99740,2108,2108,0.99522,0.99957
2008,Couple without children,Tenant,Yes,0.02694,48,1622,0.01906,0.03483
2008,Couple without children,Tenant,No,0.97306,1574,1622,0.96517,0.98094
2008,Single parent,Owner,No,0.96879,194,194,0.94425,0.99332
2008,Single parent,Tenant,Yes,0.14684,77,480,0.11514,0.17854
2008,Single parent,Tenant,No,0.85212,403,480,0.82033,0.88391
2008,Couple with children,Owner,No,0.98918,2048,2048,0.98470,0.99366
