year,hhtyp,sampreg,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Single parent,East,No,0.61335,66,112,0.52276,0.70395
1995,Couple with children,West,Yes,0.05274,125,1966,0.04285,0.06262
1995,Couple with children,West,No,0.94217,1841,1966,0.93184,0.95249
1995,Couple with children,East,Yes,0.15175,109,806,0.12696,0.17653
1995,Couple with children,East,No,0.84643,697,806,0.82152,0.87134
1995,Multi-generational household,West,No,0.93070,103,103,0.88142,0.97999
1995,Other Combinations,West,No,0.91680,105,105,0.86372,0.96988
1995,Other Combinations,East,No,0.91305,50,50,0.83415,0.99194
1996,Single-person household,West,Yes,0.05732,64,1086,0.04348,0.07115
1996,Single-person household,West,No,0.93952,1022,1086,0.92534,0.95371
1996,Single-person household,East,Yes,0.16695,61,343,0.12743,0.20648
1996,Single-person household,East,No,0.82873,282,343,0.78880,0.86866
1996,Couple without children,West,No,0.98543,1282,1282,0.97886,0.99199
1996,Couple without children,East,No,0.96790,514,514,0.95264,0.98315
1996,Single parent,West,Yes,0.13903,45,276,0.09814,0.17993
1996,Single parent,West,No,0.84342,231,276,0.80047,0.88637
1996,Single parent,East,Yes,0.29078,34,109,0.20513,0.37643
1996,Single parent,East,No,0.70922,75,109,0.62357,0.79487
1996,Couple with children,West,Yes,0.05567,120,1918,0.04541,0.06593
1996,Couple with children,West,No,0.94254,1798,1918,0.93212,0.95296
1996,Couple with children,East,Yes,0.11519,77,761,0.09250,0.13789
1996,Couple with children,East,No,0.88021,684,761,0.85712,0.90330
1996,Multi-generational household,West,No,0.96046,90,90,0.91998,1.00095
1996,Other Combinations,West,No,0.94709,96,96,0.90207,0.99210
1996,Other Combinations,East,No,0.91518,55,55,0.84087,0.98949
1997,Single-person household,West,Yes,0.05580,62,1049,0.04191,0.06970
1997,Single-person household,West,No,0.93664,987,1049,0.92189,0.95139
1997,Single-person household,East,Yes,0.13373,50,348,0.09792,0.16954
1997,Single-person household,East,No,0.86213,298,348,0.82586,0.89841
1997,Couple without children,West,No,0.98552,1303,1303,0.97903,0.99201
1997,Couple without children,East,No,0.97270,531,531,0.95883,0.98657
1997,Single parent,West,Yes,0.14762,47,275,0.10562,0.18963
1997,Single parent,West,No,0.85238,228,275,0.81037,0.89438
1997,Single parent,East,Yes,0.32537,35,115,0.23937,0.41138
1997,Single parent,East,No,0.65832,80,115,0.57126,0.74539
1997,Couple with children,West,Yes,0.04556,114,1865,0.03610,0.05503
1997,Couple with children,West,No,0.95387,1751,1865,0.94434,0.96339
1997,Couple with children,East,Yes,0.10311,62,725,0.08096,0.12526
1997,Couple with children,East,No,0.89160,663,725,0.86895,0.91424
1997,Multi-generational household,West,No,0.97816,90,90,0.94779,1.00853
1997,Other Combinations,West,No,0.97661,100,100,0.94684,1.00638
1997,Other Combinations,East,No,0.94101,54,54,0.87758,1.00444
1998,Single-person household,West,Yes,0.05691,79,1299,0.04431,0.06952
1998,Single-person household,West,No,0.93853,1220,1299,0.92546,0.95160
1998,Single-person household,East,Yes,0.13025,58,403,0.09735,0.16316
1998,Single-person household,East,No,0.86975,345,403,0.83684,0.90265
1998,Couple without children,West,Yes,0.01461,32,1579,0.00869,0.02053
1998,Couple without children,West,No,0.98470,1547,1579,0.97865,0.99076
1998,Couple without children,East,No,0.97352,582,582,0.96047,0.98658
1998,Single parent,West,Yes,0.13510,50,325,0.09788,0.17232
1998,Single parent,West,No,0.86490,275,325,0.82768,0.90212
1998,Single parent,East,Yes,0.37569,41,123,0.28975,0.46163
1998,Single parent,East,No,0.62431,82,123,0.53837,0.71025
1998,Couple with children,West,Yes,0.04970,110,2055,0.04030,0.05910
1998,Couple with children,West,No,0.94684,1945,2055,0.93714,0.95655
1998,Couple with children,East,Yes,0.08867,58,756,0.06840,0.10895
1998,Couple with children,East,No,0.90897,698,756,0.88845,0.92949
1998,Multi-generational household,West,No,0.96709,79,79,0.92749,1.00668
1998,Other Combinations,West,No,0.94073,100,100,0.89421,0.98724
1998,Other Combinations,East,No,0.90605,51,51,0.82517,0.98692
1999,Single-person household,West,Yes,0.05562,71,1211,0.04271,0.06854
1999,Single-person household,West,No,0.93321,1140,1211,0.91914,0.94728
1999,Single-person household,East,Yes,0.13765,59,416,0.10450,0.17080
1999,Single-person household,East,No,0.85981,357,416,0.82641,0.89321
1999,Couple without children,West,No,0.98702,1529,1529,0.98135,0.99270
1999,Couple without children,East,No,0.98436,593,593,0.97437,0.99436
1999,Single parent,West,Yes,0.18899,60,308,0.14520,0.23278
1999,Single parent,West,No,0.80885,248,308,0.76486,0.85283
1999,Single parent,East,Yes,0.39317,54,137,0.31107,0.47526
1999,Single parent,East,No,0.58992,83,137,0.50725,0.67258
1999,Couple with children,West,Yes,0.04351,106,1992,0.03455,0.05247
1999,Couple with children,West,No,0.94912,1886,1992,0.93947,0.95877
1999,Couple with children,East,Yes,0.10064,61,723,0.07870,0.12259
1999,Couple with children,East,No,0.89161,662,723,0.86893,0.91428
1999,Multi-generational household,West,No,0.98699,74,74,0.96099,1.01298
2000,Single-person household,West,Yes,0.04440,108,2493,0.03631,0.05249
2000,Single-person household,West,No,0.95366,2385,2493,0.94541,0.96191
2000,Single-person household,East,Yes,0.11908,96,761,0.09606,0.14211
2000,Single-person household,East,No,0.87731,665,761,0.85399,0.90064
2000,Couple without children,West,Yes,0.01234,42,2998,0.00839,0.01630
2000,Couple without children,West,No,0.98600,2956,2998,0.98179,0.99020
2000,Couple without children,East,No,0.98184,947,947,0.97333,0.99035
2000,Single parent,West,Yes,0.16873,95,555,0.13754,0.19991
2000,Single parent,West,No,0.83127,460,555,0.80009,0.86246
2000,Single parent,East,Yes,0.32573,72,208,0.26188,0.38957
2000,Single parent,East,No,0.67427,136,208,0.61043,0.73812
2000,Couple with children,West,Yes,0.03904,150,3551,0.03267,0.04541
2000,Couple with children,West,No,0.95830,3401,3551,0.95173,0.96488
2000,Couple with children,East,Yes,0.08847,89,1069,0.07144,0.10550
2000,Couple with children,East,No,0.91080,980,1069,0.89371,0.92790
2000,Multi-generational household,West,No,0.95606,133,133,0.92109,0.99102
2000,Other Combinations,West,No,0.98493,121,121,0.96314,1.00673
2001,Single-person household,West,Yes,0.04957,110,2215,0.04053,0.05861
2001,Single-person household,West,No,0.94786,2105,2215,0.93860,0.95712
2001,Single-person household,East,Yes,0.13278,102,705,0.10771,0.15785
2001,Single-person household,East,No,0.86594,603,705,0.84077,0.89111
2001,Couple without children,West,Yes,0.01521,48,2658,0.01055,0.01986
2001,Couple without children,West,No,0.98212,2610,2658,0.97708,0.98715
2001,Couple without children,East,No,0.98098,905,905,0.97208,0.98989
2001,Single parent,West,Yes,0.18527,96,508,0.15145,0.21909
2001,Single parent,West,No,0.80244,412,508,0.76778,0.83710
2001,Single parent,East,Yes,0.30539,63,192,0.24007,0.37071
2001,Single parent,East,No,0.69461,129,192,0.62929,0.75993
2001,Couple with children,West,Yes,0.04344,149,3198,0.03637,0.05051
2001,Couple with children,West,No,0.95229,3049,3198,0.94490,0.95968
2001,Couple with children,East,Yes,0.10842,94,965,0.08879,0.12805
2001,Couple with children,East,No,0.89041,871,965,0.87069,0.91013
2001,Multi-generational household,West,No,0.96259,129,129,0.92971,0.99546
2001,Other Combinations,West,No,0.96764,94,94,0.93168,1.00361
2002,Single-person household,West,Yes,0.04514,97,2213,0.03649,0.05380
2002,Single-person household,West,No,0.95144,2116,2213,0.94248,0.96039
2002,Single-person household,East,Yes,0.13281,100,713,0.10788,0.15773
2002,Single-person household,East,No,0.86383,613,713,0.83863,0.88902
2002,Couple without children,West,Yes,0.01234,39,2966,0.00837,0.01632
2002,Couple without children,West,No,0.98599,2927,2966,0.98176,0.99022
2002,Couple without children,East,No,0.98587,917,917,0.97823,0.99352
2002,Single parent,West,Yes,0.17855,86,522,0.14566,0.21143
2002,Single parent,West,No,0.79794,436,522,0.76346,0.83242
2002,Single parent,East,Yes,0.29166,57,181,0.22525,0.35806
2002,Single parent,East,No,0.70699,124,181,0.64050,0.77349
2002,Couple with children,West,Yes,0.05152,149,3426,0.04412,0.05892
2002,Couple with children,West,No,0.94813,3277,3426,0.94070,0.95555
2002,Couple with children,East,Yes,0.08963,77,956,0.07151,0.10774
2002,Couple with children,East,No,0.90967,879,956,0.89149,0.92785
2002,Multi-generational household,West,No,0.98504,120,120,0.96323,1.00685
2002,Other Combinations,West,No,0.98251,99,99,0.95655,1.00846
2003,Single-person household,West,Yes,0.05335,107,2206,0.04397,0.06272
2003,Single-person household,West,No,0.94540,2099,2206,0.93592,0.95488
2003,Single-person household,East,Yes,0.12885,90,706,0.10412,0.15359
2003,Single-person household,East,No,0.87115,616,706,0.84641,0.89588
2003,Couple without children,West,Yes,0.01280,39,2851,0.00867,0.01693
2003,Couple without children,West,No,0.98472,2812,2851,0.98022,0.98923
2003,Couple without children,East,Yes,0.03885,38,964,0.02664,0.05105
2003,Couple without children,East,No,0.96115,926,964,0.94895,0.97336
2003,Single parent,West,Yes,0.21065,103,518,0.17550,0.24580
2003,Single parent,West,No,0.76944,415,518,0.73314,0.80575
2003,Single parent,East,Yes,0.30062,52,173,0.23210,0.36915
2003,Single parent,East,No,0.69462,121,173,0.62578,0.76345
2003,Couple with children,West,Yes,0.05017,142,3220,0.04263,0.05771
2003,Couple with children,West,No,0.94706,3078,3220,0.93932,0.95479
2003,Couple with children,East,Yes,0.09018,80,907,0.07152,0.10883
2003,Couple with children,East,No,0.90668,827,907,0.88774,0.92562
2003,Multi-generational household,West,No,0.97413,94,94,0.94186,1.00639
2004,Single-person household,West,Yes,0.05165,101,2158,0.04231,0.06099
2004,Single-person household,West,No,0.94789,2057,2158,0.93851,0.95727
2004,Single-person household,East,Yes,0.13701,94,695,0.11143,0.16259
2004,Single-person household,East,No,0.86189,601,695,0.83622,0.88756
2004,Couple without children,West,Yes,0.01633,50,2865,0.01169,0.02097
2004,Couple without children,West,No,0.97964,2815,2865,0.97447,0.98481
2004,Couple without children,East,Yes,0.03435,31,948,0.02275,0.04595
2004,Couple without children,East,No,0.96351,917,948,0.95156,0.97545
2004,Single parent,West,Yes,0.22327,99,500,0.18673,0.25981
2004,Single parent,West,No,0.76850,401,500,0.73150,0.80551
2004,Single parent,East,Yes,0.38447,68,177,0.31260,0.45634
2004,Single parent,East,No,0.60844,109,177,0.53633,0.68055
2004,Couple with children,West,Yes,0.06121,157,3076,0.05274,0.06968
2004,Couple with children,West,No,0.93695,2919,3076,0.92836,0.94554
2004,Couple with children,East,Yes,0.13630,94,880,0.11362,0.15898
2004,Couple with children,East,No,0.86071,786,880,0.83782,0.88360
2004,Multi-generational household,West,No,0.96486,83,83,0.92500,1.00471
2004,Other Combinations,West,No,0.96428,76,76,0.92228,1.00628
2005,Single-person household,West,Yes,0.06264,112,2189,0.05248,0.07279
2005,Single-person household,West,No,0.93544,2077,2189,0.92515,0.94574
2005,Single-person household,East,Yes,0.14109,99,712,0.11550,0.16668
2005,Single-person household,East,No,0.85810,613,712,0.83245,0.88375
2005,Couple without children,West,Yes,0.01566,43,2776,0.01104,0.02028
2005,Couple without children,West,No,0.98356,2733,2776,0.97883,0.98829
2005,Couple without children,East,No,0.96173,888,888,0.94910,0.97435
2005,Single parent,West,Yes,0.23164,101,502,0.19470,0.26858
2005,Single parent,West,No,0.75037,401,502,0.71247,0.78827
2005,Single parent,East,Yes,0.41317,65,185,0.34202,0.48431
2005,Single parent,East,No,0.57599,120,185,0.50458,0.64739
2005,Couple with children,West,Yes,0.05641,136,2868,0.04796,0.06485
2005,Couple with children,West,No,0.94306,2732,2868,0.93458,0.95154
2005,Couple with children,East,Yes,0.11957,86,828,0.09746,0.14168
2005,Couple with children,East,No,0.86908,742,828,0.84609,0.89207
2005,Multi-generational household,West,No,0.86913,72,72,0.79068,0.94758
2005,Other Combinations,West,No,0.99484,78,78,0.97883,1.01085
2006,Single-person household,West,Yes,0.04238,95,2466,0.03443,0.05033
2006,Single-person household,West,No,0.95508,2371,2466,0.94690,0.96325
2006,Single-person household,East,Yes,0.12304,99,811,0.10042,0.14566
2006,Single-person household,East,No,0.86889,712,811,0.84564,0.89213
2006,Couple without children,West,Yes,0.01825,45,3128,0.01356,0.02294
2006,Couple without children,West,No,0.97932,3083,3128,0.97433,0.98431
2006,Couple without children,East,Yes,0.03002,32,1023,0.01956,0.04048
2006,Couple without children,East,No,0.96372,991,1023,0.95225,0.97518
2006,Single parent,West,Yes,0.13905,73,580,0.11087,0.16724
2006,Single parent,West,No,0.85335,507,580,0.82454,0.88217
2006,Single parent,East,Yes,0.32915,54,189,0.26197,0.39632
2006,Single parent,East,No,0.66892,135,189,0.60165,0.73619
2006,Couple with children,West,Yes,0.03423,97,2980,0.02770,0.04076
2006,Couple with children,West,No,0.96399,2883,2980,0.95730,0.97068
2006,Couple with children,East,Yes,0.07481,59,851,0.05713,0.09250
2006,Couple with children,East,No,0.91629,792,851,0.89768,0.93491
2006,Multi-generational household,West,No,0.90646,78,78,0.84141,0.97150
2007,Single-person household,West,Yes,0.04060,87,2335,0.03259,0.04861
2007,Single-person household,West,No,0.95476,2248,2335,0.94632,0.96319
2007,Single-person household,East,Yes,0.11614,85,761,0.09336,0.13892
2007,Single-person household,East,No,0.88140,676,761,0.85842,0.90439
2007,Couple without children,West,Yes,0.01361,32,2882,0.00938,0.01785
2007,Couple without children,West,No,0.98409,2850,2882,0.97952,0.98866
2007,Couple without children,East,No,0.96957,961,961,0.95871,0.98044
2007,Single parent,West,Yes,0.11739,61,523,0.08977,0.14500
2007,Single parent,West,No,0.87115,462,523,0.84241,0.89989
2007,Single parent,East,Yes,0.26818,42,184,0.20399,0.33237
2007,Single parent,East,No,0.72878,142,184,0.66436,0.79319
2007,Couple with children,West,Yes,0.03586,79,2790,0.02896,0.04276
2007,Couple with children,West,No,0.96235,2711,2790,0.95529,0.96942
2007,Couple with children,East,Yes,0.06842,50,781,0.05070,0.08614
2007,Couple with children,East,No,0.92834,731,781,0.91024,0.94644
2007,Multi-generational household,West,No,0.89071,66,66,0.81486,0.96656
2007,Other Combinations,West,No,0.99222,70,70,0.97148,1.01295
2008,Single-person household,West,Yes,0.04017,79,2238,0.03203,0.04831
2008,Single-person household,West,No,0.95899,2159,2238,0.95077,0.96720
2008,Single-person household,East,Yes,0.09903,68,747,0.07760,0.12047
2008,Single-person household,East,No,0.90097,679,747,0.87953,0.92240
2008,Couple without children,West,Yes,0.01399,34,2756,0.00960,0.01837
2008,Couple without children,West,No,0.98601,2722,2756,0.98163,0.99040
2008,Couple without children,East,No,0.98685,960,960,0.97964,0.99406
2008,Single parent,West,Yes,0.11447,58,507,0.08673,0.14222
2008,Single parent,West,No,0.88553,449,507,0.85778,0.91327
2008,Single parent,East,No,0.85985,148,148,0.80373,0.91596
2008,Couple with children,West,Yes,0.03188,67,2548,0.02506,0.03870
2008,Couple with children,West,No,0.96812,2481,2548,0.96130,0.97494
2008,Couple with children,East,Yes,0.05326,43,718,0.03682,0.06970
2008,Couple with children,East,No,0.94674,675,718,0.93030,0.96318
2008,Multi-generational household,West,No,0.87372,55,55,0.78512,0.96231
2008,Other Combinations,West,No,0.95037,57,57,0.89348,1.00725
2009,Single-person household,West,Yes,0.03357,64,2101,0.02587,0.04127
2009,Single-person household,West,No,0.95388,2037,2101,0.94491,0.96285
2009,Single-person household,East,Yes,0.08431,58,716,0.06394,0.10468
2009,Single-person household,East,No,0.89967,658,716,0.87765,0.92170
2009,Couple without children,West,Yes,0.01162,32,2583,0.00748,0.01575
2009,Couple without children,West,No,0.97817,2551,2583,0.97253,0.98381
2009,Couple without children,East,No,0.97724,930,930,0.96764,0.98683
2009,Single parent,West,Yes,0.12800,54,453,0.09720,0.15880
2009,Single parent,West,No,0.84295,399,453,0.80941,0.87649
2009,Single parent,East,Yes,0.18715,34,165,0.12746,0.24685
2009,Single parent,East,No,0.73752,131,165,0.67018,0.80486
2009,Couple with children,West,Yes,0.03009,62,2325,0.02314,0.03703
2009,Couple with children,West,No,0.96442,2263,2325,0.95689,0.97195
2009,Couple with children,East,Yes,0.07126,50,672,0.05179,0.09073
2009,Couple with children,East,No,0.91679,622,672,0.89589,0.93769
2009,Multi-generational household,West,No,0.99354,49,49,0.97087,1.01620
2009,Other Combinations,West,No,0.97275,55,55,0.92932,1.01617
2010,Single-person household,West,Yes,0.03176,57,2016,0.02411,0.03942
2010,Single-person household,West,No,0.96800,1959,2016,0.96031,0.97568
2010,Single-person household,East,Yes,0.08638,52,681,0.06527,0.10750
2010,Single-person household,East,No,0.91362,629,681,0.89250,0.93473
2010,Couple without children,West,No,0.98790,2446,2446,0.98356,0.99223
2010,Couple without children,East,No,0.96823,879,879,0.95662,0.97983
2010,Single parent,West,Yes,0.10184,197,1437,0.08620,0.11749
2010,Single parent,West,No,0.89816,1240,1437,0.88251,0.91380
2010,Single parent,East,Yes,0.23136,84,410,0.19049,0.27223
2010,Single parent,East,No,0.76294,326,410,0.72173,0.80416
2010,Couple with children,West,Yes,0.03220,232,4578,0.02708,0.03731
2010,Couple with children,West,No,0.96732,4346,4578,0.96217,0.97247
2010,Couple with children,East,Yes,0.05244,83,1133,0.03945,0.06543
2010,Couple with children,East,No,0.94456,1050,1133,0.93123,0.95789
2010,Multi-generational household,West,No,0.98934,76,76,0.96609,1.01258
2010,Other Combinations,West,No,0.97877,52,52,0.93920,1.01833
2011,Single-person household,West,Yes,0.02886,64,2622,0.02246,0.03527
2011,Single-person household,West,No,0.95854,2558,2622,0.95091,0.96618
2011,Single-person household,East,Yes,0.06883,57,876,0.05206,0.08561
2011,Single-person household,East,No,0.90892,819,876,0.88985,0.92798
2011,Couple without children,West,No,0.98363,3237,3237,0.97926,0.98800
2011,Couple without children,East,No,0.96824,1060,1060,0.95768,0.97880
2011,Single parent,West,Yes,0.13686,303,1768,0.12083,0.15288
2011,Single parent,West,No,0.84902,1465,1768,0.83233,0.86571
2011,Single parent,East,Yes,0.24777,156,515,0.21045,0.28509
2011,Single parent,East,No,0.72141,359,515,0.68265,0.76017
2011,Couple with children,West,Yes,0.03301,284,4840,0.02798,0.03804
2011,Couple with children,West,No,0.91481,4556,4840,0.90695,0.92268
2011,Couple with children,East,Yes,0.05011,97,1150,0.03749,0.06272
2011,Couple with children,East,No,0.88935,1053,1150,0.87121,0.90749
2011,Multi-generational household,West,No,0.94942,84,84,0.90227,0.99656
2011,Other Combinations,West,No,0.99168,77,77,0.97127,1.01210
2012,Single-person household,West,Yes,0.03103,76,2718,0.02451,0.03756
