"year","bildungsniveau","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","(Fach-)Abitur","direkter Migrationshintergrund","169.6","168.5","395","157","163","176","183","195","168.65","170.55","141","198","168","170"
"2004","(Fach-)Abitur","indirekter Migrationshintergrund","172.33","170.5","141","160","168","179","185","190","170.77","173.89","150","199","170","174"
"2004","(Fach-)Abitur","kein Migrationshintergrund","173.63","173.5","1854","162","168","180","186","196","173.21","174.05","100","205","173","174"
"2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","direkter Migrationshintergrund","166.29","166.5","236","154","160","172","180","190","165.12","167.46","140","190","165","167"
"2004","(noch) kein Abschluss","indirekter Migrationshintergrund","173.74","171","90","164","169","180","187","192","171.87","175.61","155","192","169","172"
"2004","(noch) kein Abschluss","kein Migrationshintergrund","172.75","171.5","580","160","165","180","186","194","171.97","173.53","140","203","172","174"
"2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","AkademikerIn","direkter Migrationshintergrund","169.95","169.5","355","160","164","175","180","189","169.02","170.88","148","199","169","172"
"2004","AkademikerIn","indirekter Migrationshintergrund","175.12","174.5","61","163","169","182","189","190","173.01","177.23","155","190","171","177"
"2004","AkademikerIn","kein Migrationshintergrund","173.74","173.5","3867","162","168","180","186","195","173.45","174.03","123","203","173","174"
"2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Hauptschule","direkter Migrationshintergrund","167.85","167.5","1288","157","162","174","180","189","167.37","168.33","144","198","167","168"
"2004","Hauptschule","indirekter Migrationshintergrund","171.32","169.5","257","160","165","178","184","192","170.19","172.45","150","198","168","171"
"2004","Hauptschule","kein Migrationshintergrund","169.68","168.5","6487","158","163","176","182","191","169.46","169.9","140","204","169","170"
"2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Realschule","direkter Migrationshintergrund","169.9","169.5","204","160","164","175","182","188","168.75","171.05","149","195","168","171"
"2004","Realschule","indirekter Migrationshintergrund","172.27","172.5","198","160","165","180","185","193","170.98","173.56","150","195","170","174"
"2004","Realschule","kein Migrationshintergrund","171.95","171.5","5194","160","165","178","185","193","171.7","172.2","132","210","170","172"
"2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","direkter Migrationshintergrund","169.16","168.5","401","157","162","176","182","192","168.23","170.09","140","196","167","170"
"2006","(Fach-)Abitur","indirekter Migrationshintergrund","172.47","169.5","151","158","168","180","186","196","170.97","173.97","150","198","170","173"
"2006","(Fach-)Abitur","kein Migrationshintergrund","173.68","172.5","1897","162","168","180","186","194","173.27","174.09","146","209","172","173"
"2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","direkter Migrationshintergrund","164.1","164.5","183","152","159","168","176","188","162.77","165.43","138","195","163","165"
"2006","(noch) kein Abschluss","indirekter Migrationshintergrund","177.15","173.5","67","167","170","187","191","194","174.99","179.31","155","194","170","175"
"2006","(noch) kein Abschluss","kein Migrationshintergrund","172.84","173.5","398","160","166","180","185","192","171.94","173.74","144","204","173","175"
"2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","AkademikerIn","direkter Migrationshintergrund","170.21","169.5","366","158","164","176","184","190","169.26","171.16","148","199","168","172"
"2006","AkademikerIn","indirekter Migrationshintergrund","175.21","174.5","76","163","168","182","189","190","173.23","177.19","155","192","171","177"
"2006","AkademikerIn","kein Migrationshintergrund","173.87","173.5","4127","162","168","180","186","195","173.59","174.15","123","204","173","174"
"2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Hauptschule","direkter Migrationshintergrund","168.3","167.5","1168","157","162","175","180","190","167.79","168.81","120","198","167","168"
"2006","Hauptschule","indirekter Migrationshintergrund","171.09","169.5","255","160","164","178","185","196","169.89","172.29","150","198","168","172"
"2006","Hauptschule","kein Migrationshintergrund","169.71","168.5","6658","158","163","176","182","192","169.49","169.93","120","204","169","170"
"2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Realschule","direkter Migrationshintergrund","169.17","167.5","198","159","163","174","182","189","167.96","170.38","149","196","168","170"
"2006","Realschule","indirekter Migrationshintergrund","171.7","170.5","199","160","165","179","184","193","170.41","172.99","150","194","169","173"
"2006","Realschule","kein Migrationshintergrund","171.99","170.5","5336","160","165","178","185","193","171.74","172.24","131","208","170","171"
"2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","direkter Migrationshintergrund","169.23","167.5","340","158","162","175","184","192","168.22","170.24","140","195","167","170"
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","173.77","172.5","125","160","168","182","188","199","172.12","175.42","152","199","170","175"
"2008","(Fach-)Abitur","kein Migrationshintergrund","173.83","172.5","1702","162","168","180","186","194","173.39","174.27","149","204","172","173"
"2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","164.62","164.5","120","154","160","170","177","184","162.91","166.33","135","195","162","165"
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","173","171","60","159","165","180","190","193","170.5","175.5","153","198","170","176"
"2008","(noch) kein Abschluss","kein Migrationshintergrund","173.7","174.5","365","162","167","180","186","194","172.75","174.65","120","200","172","175"
"2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","169.86","169.5","312","158","164","175","180","190","168.8","170.92","127","199","169","172"
"2008","AkademikerIn","indirekter Migrationshintergrund","172.98","171.5","85","165","168","178","189","190","171.17","174.79","155","190","170","173"
"2008","AkademikerIn","kein Migrationshintergrund","174.05","173.5","3791","162","168","180","186","195","173.76","174.34","82","207","173","174"
"2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Hauptschule","direkter Migrationshintergrund","168.34","167.5","917","157","162","175","180","192","167.77","168.91","146","196","167","168"
"2008","Hauptschule","indirekter Migrationshintergrund","171.19","169.5","232","160","164","178","185","196","169.97","172.41","150","198","169","172"
"2008","Hauptschule","kein Migrationshintergrund","169.81","169.5","5643","158","163","176","182","192","169.57","170.05","95","204","169","170"
"2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Realschule","direkter Migrationshintergrund","169.24","168.5","165","158","164","174","182","187","167.95","170.53","149","193","168","170"
"2008","Realschule","indirekter Migrationshintergrund","171.86","171.5","187","160","165","178","184","194","170.54","173.18","150","196","169","173"
"2008","Realschule","kein Migrationshintergrund","171.94","170.5","4743","160","165","179","185","193","171.67","172.21","84","208","170","171"
"2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2009","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","direkter Migrationshintergrund","169.42","167.5","250","156","163","176","183","192","168.21","170.63","140","198","165","169"
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","173.82","171.5","108","163","169","180","185","200","172.14","175.5","152","200","170","176"
"2010","(Fach-)Abitur","kein Migrationshintergrund","174.05","173.5","1535","162","168","180","186","194","173.59","174.51","149","205","172","174"
"2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","164.35","164.5","87","153","160","168","175","185","162.52","166.18","138","185","162","165"
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","174.07","175.5","51","162","169","180","182","192","171.45","176.69","153","192","169","178"
"2010","(noch) kein Abschluss","kein Migrationshintergrund","174.41","173.5","279","160","168","181","189","198","173.23","175.59","150","202","173","176"
"2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","AkademikerIn","direkter Migrationshintergrund","169.45","167.5","273","159","164","176","181","189","168.34","170.56","130","199","168","171"
"2010","AkademikerIn","indirekter Migrationshintergrund","174.85","171.5","83","165","168","184","189","190","172.83","176.87","155","192","169","174"
"2010","AkademikerIn","kein Migrationshintergrund","173.66","173.5","3469","162","167","180","186","195","173.36","173.96","139","210","173","174"
"2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","Hauptschule","direkter Migrationshintergrund","167.79","167.5","696","156","161","174","180","192","167.14","168.44","148","198","167","168"
"2010","Hauptschule","indirekter Migrationshintergrund","171.84","171.5","182","160","166","178","184","193","170.47","173.21","150","196","168","172"
"2010","Hauptschule","kein Migrationshintergrund","169.55","168.5","4696","158","163","176","182","192","169.29","169.81","82","200","169","170"
"2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2010","Realschule","direkter Migrationshintergrund","170.11","170.5","123","159","163","175","182","194","168.61","171.61","149","195","168","171"
"2010","Realschule","indirekter Migrationshintergrund","172.93","172.5","153","161","168","178","183","196","171.49","174.37","150","196","169","174"
"2010","Realschule","kein Migrationshintergrund","172.21","171.5","4171","160","165","179","185","193","171.93","172.49","101","208","170","171"
"2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","169.88","169.5","387","158","163","176","182","194","168.95","170.81","143","196","167","170"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","173.84","173.5","148","164","168","179","186","190","172.42","175.26","150","195","170","175"
"2012","(Fach-)Abitur","kein Migrationshintergrund","173.99","173.5","1888","162","168","180","186","196","173.56","174.42","110","205","172","173"
"2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","164.87","164.5","115","155","160","170","175","187","163.36","166.38","146","187","163","167"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","170.27","169.5","67","158","164","178","182","187","167.76","172.78","130","190","169","176"
"2012","(noch) kein Abschluss","kein Migrationshintergrund","173.09","172.5","362","162","167","180","186","194","172.13","174.05","140","200","171","174"
"2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","AkademikerIn","direkter Migrationshintergrund","169.88","168.5","380","158","163","176","183","191","168.91","170.85","144","199","168","171"
"2012","AkademikerIn","indirekter Migrationshintergrund","173.74","171.5","118","163","168","180","185","200","172.14","175.34","154","200","169","172"
"2012","AkademikerIn","kein Migrationshintergrund","173.49","173.5","4141","162","167","180","185","194","173.21","173.77","80","205","173","174"
"2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","Hauptschule","direkter Migrationshintergrund","168.32","167.5","836","156","162","175","180","190","167.72","168.92","148","198","168","169"
"2012","Hauptschule","indirekter Migrationshintergrund","172.25","171.5","204","160","165","179","186","192","170.96","173.54","150","197","168","173"
"2012","Hauptschule","kein Migrationshintergrund","169.78","168.5","5884","158","163","176","182","193","169.54","170.02","116","203","169","170"
"2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2012","Realschule","direkter Migrationshintergrund","169.73","169.5","168","158","162","176","185","190","168.3","171.16","147","195","167","170"
"2012","Realschule","indirekter Migrationshintergrund","172.35","171.5","185","160","165","179","185","195","171.01","173.69","150","196","168","172"
"2012","Realschule","kein Migrationshintergrund","172.2","171.5","5075","160","165","179","185","195","171.94","172.46","118","217","170","171"
"2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2013","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2013","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","direkter Migrationshintergrund","170.36","169.5","1177","158","163","177","183","194","169.82","170.9","143","198","168","170"
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","172.86","173.5","342","160","165","181","186","191","171.82","173.9","130","200","170","174"
"2014","(Fach-)Abitur","kein Migrationshintergrund","174.26","173.5","2415","163","168","180","187","194","173.88","174.64","117","208","172","173"
"2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","167.09","165.5","377","155","160","176","180","188","166.07","168.11","135","198","165","168"
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","172.92","171","144","160","168","178","187","192","171.41","174.43","145","195","170","174"
"2014","(noch) kein Abschluss","kein Migrationshintergrund","172.08","171.5","480","160","165","179","183","203","171.22","172.94","147","203","171","174"
"2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","170.16","169.5","1107","158","164","176","183","191","169.6","170.72","117","200","169","170"
"2014","AkademikerIn","indirekter Migrationshintergrund","173.83","172.5","270","162","166","180","188","198","172.7","174.96","150","200","170","173"
"2014","AkademikerIn","kein Migrationshintergrund","173.75","173.5","4836","162","168","180","186","194","173.49","174.01","139","207","173","174"
"2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","168.83","168.5","1878","157","162","175","182","190","168.41","169.25","116","198","168","170"
"2014","Hauptschule","indirekter Migrationshintergrund","173.12","171.5","452","160","165","180","187","198","172.19","174.05","145","198","170","172"
"2014","Hauptschule","kein Migrationshintergrund","170","169.5","5847","158","163","177","182","194","169.76","170.24","107","205","170","170"
"2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2014","Realschule","direkter Migrationshintergrund","169.58","168.5","398","157","162","176","182","192","168.66","170.5","149","197","168","170"
"2014","Realschule","indirekter Migrationshintergrund","171.96","169.5","443","160","165","180","185","195","171.08","172.84","139","198","169","171"
"2014","Realschule","kein Migrationshintergrund","172.03","170.5","6017","160","165","179","185","195","171.79","172.27","116","217","170","171"
"2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2015","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
