year,migback,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1999,Direct migration background,2. Quintil,,,,,,,,,,,,
1999,Direct migration background,3. Quintil,,,,,,,,,,,,
1999,Direct migration background,4. Quintil,,,,,,,,,,,,
1999,Direct migration background,5. Quintil,,,,,,,,,,,,
1999,Indirect migration background,2. Quintil,,,,,,,,,,,,
1999,Indirect migration background,3. Quintil,,,,,,,,,,,,
1999,Indirect migration background,4. Quintil,,,,,,,,,,,,
1999,Indirect migration background,5. Quintil,,,,,,,,,,,,
2000,No migration background,2. Quintil,,,,,,,,,,,,
2000,No migration background,3. Quintil,,,,,,,,,,,,
2000,No migration background,4. Quintil,,,,,,,,,,,,
2000,No migration background,5. Quintil,,,,,,,,,,,,
2000,Direct migration background,2. Quintil,,,,,,,,,,,,
2000,Direct migration background,3. Quintil,,,,,,,,,,,,
2000,Direct migration background,4. Quintil,,,,,,,,,,,,
2000,Direct migration background,5. Quintil,,,,,,,,,,,,
2000,Indirect migration background,2. Quintil,,,,,,,,,,,,
2000,Indirect migration background,3. Quintil,,,,,,,,,,,,
2000,Indirect migration background,4. Quintil,,,,,,,,,,,,
2000,Indirect migration background,5. Quintil,,,,,,,,,,,,
2001,No migration background,2. Quintil,,,,,,,,,,,,
2001,No migration background,3. Quintil,,,,,,,,,,,,
2001,No migration background,4. Quintil,,,,,,,,,,,,
2001,No migration background,5. Quintil,,,,,,,,,,,,
2001,Direct migration background,2. Quintil,,,,,,,,,,,,
2001,Direct migration background,3. Quintil,,,,,,,,,,,,
2001,Direct migration background,4. Quintil,,,,,,,,,,,,
2001,Direct migration background,5. Quintil,,,,,,,,,,,,
2001,Indirect migration background,2. Quintil,,,,,,,,,,,,
2001,Indirect migration background,3. Quintil,,,,,,,,,,,,
2001,Indirect migration background,4. Quintil,,,,,,,,,,,,
2001,Indirect migration background,5. Quintil,,,,,,,,,,,,
2002,No migration background,2. Quintil,170.10104216927206,169.948987862426,170.25309647611812,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,3202.0
2002,No migration background,3. Quintil,170.65789547299786,170.54100773222717,170.77478321376856,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,5497.0
2002,No migration background,4. Quintil,171.958316914744,171.83857374183674,172.07806008765124,165.0,172.0,178.0,145.5,197.5,172.0,172.0,172.0,5271.0
2002,No migration background,5. Quintil,172.9325971295999,172.81297428740444,173.05221997179538,166.0,172.0,180.0,145.0,201.0,172.0,171.0,172.0,5434.0
2002,Direct migration background,2. Quintil,167.9992592557234,167.7092958688762,168.28922264257056,161.0,167.0,175.0,140.0,196.0,167.0,166.0,168.0,931.0
2002,Direct migration background,3. Quintil,168.41367805058087,168.15647384017052,168.67088226099122,162.0,168.0,175.0,144.0,194.5,168.0,166.0,168.0,958.0
2002,Direct migration background,4. Quintil,168.83133821827874,168.47522958385997,169.18744685269752,162.0,170.0,175.0,142.5,194.5,170.0,170.0,172.0,526.0
2002,Direct migration background,5. Quintil,170.28106581407954,169.81307701140383,170.74905461675525,164.0,170.0,178.0,146.0,199.0,170.0,168.0,172.0,376.0
2002,Indirect migration background,2. Quintil,170.20610430752401,169.60538042060494,170.80682819444309,164.0,170.0,178.0,150.0,192.0,170.0,170.0,171.0,207.0
2002,Indirect migration background,3. Quintil,172.1041242293732,171.58187996453566,172.62636849421077,166.0,172.0,178.0,150.0,195.0,172.0,170.0,174.0,249.0
2002,Indirect migration background,4. Quintil,173.28657015620652,172.5920684669743,173.98107184543875,167.0,172.0,182.0,153.0,196.0,172.0,169.0,174.0,181.0
2002,Indirect migration background,5. Quintil,174.02277062145157,173.25888246541203,174.7866587774911,167.67910294525936,174.0,180.0,155.0,194.0,174.0,171.0,178.0,127.0
2003,No migration background,2. Quintil,,,,,,,,,,,,
2003,No migration background,3. Quintil,,,,,,,,,,,,
2003,No migration background,4. Quintil,,,,,,,,,,,,
2003,No migration background,5. Quintil,,,,,,,,,,,,
2003,Direct migration background,2. Quintil,,,,,,,,,,,,
2003,Direct migration background,3. Quintil,,,,,,,,,,,,
2003,Direct migration background,4. Quintil,,,,,,,,,,,,
2003,Direct migration background,5. Quintil,,,,,,,,,,,,
2003,Indirect migration background,2. Quintil,,,,,,,,,,,,
2003,Indirect migration background,3. Quintil,,,,,,,,,,,,
2003,Indirect migration background,4. Quintil,,,,,,,,,,,,
2003,Indirect migration background,5. Quintil,,,,,,,,,,,,
2004,No migration background,2. Quintil,170.53721138934887,170.37733141390146,170.69709136479628,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,2937.0
2004,No migration background,3. Quintil,170.77122877469657,170.6485940824373,170.89386346695582,164.0,170.0,178.0,143.0,199.0,170.0,170.0,170.0,5079.0
2004,No migration background,4. Quintil,171.52513081010449,171.40003027328132,171.65023134692765,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,5079.0
2004,No migration background,5. Quintil,173.1994584989972,173.07554011799482,173.32337687999956,167.0,173.0,180.0,147.5,199.5,173.0,172.0,174.0,5112.0
2004,Direct migration background,2. Quintil,167.98511068411904,167.6482993692133,168.32192199902477,162.0,168.0,174.0,144.0,192.0,168.0,167.0,170.0,746.0
2004,Direct migration background,3. Quintil,168.39434290068908,168.12368380641746,168.6650019949607,162.0,168.0,175.0,142.5,194.5,168.0,166.0,168.0,942.0
2004,Direct migration background,4. Quintil,169.28319678275003,168.91229748508144,169.6540960804186,164.0,169.0,175.0,147.5,191.5,169.0,168.0,170.0,506.0
2004,Direct migration background,5. Quintil,169.8511927591874,169.36638817214344,170.33599734623135,163.0,170.0,176.0,147.0,195.5,170.0,168.0,172.025,326.0
2004,Indirect migration background,2. Quintil,171.37423447406854,170.78282164376697,171.96564730437012,165.0,170.0,178.165986309578,150.0,195.0,170.0,168.0,171.0,214.0
2004,Indirect migration background,3. Quintil,172.3429126453382,171.80822096530466,172.87760432537175,165.0,172.0,179.0,150.0,199.0,172.0,171.0,174.0,262.0
2004,Indirect migration background,4. Quintil,173.19693891532037,172.54950069522187,173.84437713541888,168.0,172.0,180.0,150.0,198.0,172.0,169.0,174.0,183.0
2004,Indirect migration background,5. Quintil,173.38320279846226,172.55945456441648,174.20695103250804,166.56237257854207,173.0,180.0,150.0,195.0,173.0,168.0,176.0,131.0
2005,No migration background,2. Quintil,,,,,,,,,,,,
2005,No migration background,3. Quintil,,,,,,,,,,,,
2005,No migration background,4. Quintil,,,,,,,,,,,,
2005,No migration background,5. Quintil,,,,,,,,,,,,
2005,Direct migration background,2. Quintil,,,,,,,,,,,,
2005,Direct migration background,3. Quintil,,,,,,,,,,,,
2005,Direct migration background,4. Quintil,,,,,,,,,,,,
2005,Direct migration background,5. Quintil,,,,,,,,,,,,
2005,Indirect migration background,2. Quintil,,,,,,,,,,,,
2005,Indirect migration background,3. Quintil,,,,,,,,,,,,
2005,Indirect migration background,4. Quintil,,,,,,,,,,,,
2005,Indirect migration background,5. Quintil,,,,,,,,,,,,
2006,No migration background,2. Quintil,170.6527723715563,170.49347900118286,170.81206574192973,164.0,170.0,178.0,143.0,199.0,170.0,170.0,170.0,3021.0
2006,No migration background,3. Quintil,170.58409242413325,170.45900894155065,170.70917590671584,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,5031.0
2006,No migration background,4. Quintil,171.93254492765055,171.8113369552859,172.0537529000152,165.0,172.0,178.0,145.5,197.5,172.0,172.0,173.0,5414.0
2006,No migration background,5. Quintil,173.2887705363627,173.16621544226646,173.41132563045895,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.0,5257.0
2006,Direct migration background,2. Quintil,167.78625373832432,167.4662180215419,168.10628945510675,162.0,167.0,174.0,144.0,192.0,167.0,166.0,168.0,744.0
2006,Direct migration background,3. Quintil,168.18695924753712,167.8686900545068,168.50522844056744,160.0,168.0,175.0,137.5,197.5,168.0,167.0,169.0,808.0
2006,Direct migration background,4. Quintil,169.06077117602038,168.69520974822333,169.42633260381743,163.0,168.0,175.0,145.0,193.0,168.0,166.0,168.0,515.0
2006,Direct migration background,5. Quintil,171.7480834039935,171.22346101631067,172.27270579167632,164.0,172.0,179.0,147.0,199.0,172.0,171.0,174.0,306.0
2006,Indirect migration background,2. Quintil,171.50217074066114,170.8598591147773,172.144482366545,165.0,170.0,176.90916709405795,153.0,194.77291773514486,170.0,168.0,172.0,206.0
2006,Indirect migration background,3. Quintil,171.89431242169414,171.31427688604148,172.4743479573468,165.0,171.0,178.0,150.0,197.5,171.0,169.0,172.0,261.0
2006,Indirect migration background,4. Quintil,173.9568247160678,173.3764412093209,174.53720822281474,168.0,173.51898301925888,180.0,150.0,198.0,174.0,170.0,178.0,225.0
2006,Indirect migration background,5. Quintil,172.6382828507766,171.7879954359689,173.4885702655843,166.0,172.0,180.40883985470143,154.0,196.0,172.0,167.0,175.0,118.0
2007,No migration background,1. Quintil,,,,,,,,,,,,
2007,No migration background,2. Quintil,,,,,,,,,,,,
2007,No migration background,3. Quintil,,,,,,,,,,,,
2007,No migration background,4. Quintil,,,,,,,,,,,,
2007,No migration background,5. Quintil,,,,,,,,,,,,
2007,Direct migration background,2. Quintil,,,,,,,,,,,,
2007,Direct migration background,3. Quintil,,,,,,,,,,,,
2007,Direct migration background,4. Quintil,,,,,,,,,,,,
2007,Direct migration background,5. Quintil,,,,,,,,,,,,
2007,Indirect migration background,1. Quintil,,,,,,,,,,,,
2007,Indirect migration background,2. Quintil,,,,,,,,,,,,
2007,Indirect migration background,3. Quintil,,,,,,,,,,,,
2007,Indirect migration background,4. Quintil,,,,,,,,,,,,
2007,Indirect migration background,5. Quintil,,,,,,,,,,,,
2008,No migration background,2. Quintil,170.62018261128762,170.43519710903595,170.80516811353928,164.0,170.0,178.0,143.0,199.0,170.0,170.0,170.0,2373.0
2008,No migration background,3. Quintil,170.50631149495996,170.3708425121594,170.6417804777605,164.0,170.0,178.0,143.0,199.0,170.0,170.0,170.0,4281.0
2008,No migration background,4. Quintil,172.00536799590637,171.87513842780862,172.13559756400412,165.0,172.0,178.0,145.5,197.5,172.0,172.0,173.025,4759.0
2008,No migration background,5. Quintil,173.6255304938347,173.49862320134554,173.75243778632387,167.0,174.0,180.0,147.5,199.5,174.0,174.0,175.0,5179.0
2008,Direct migration background,2. Quintil,167.53011019698064,167.16510290419507,167.89511748976622,162.0,166.0,173.0,145.5,189.5,166.0,164.0,167.0,524.0
2008,Direct migration background,3. Quintil,168.42494288458192,168.08572398887432,168.76416178028953,162.0,168.0,175.0,142.5,194.5,168.0,166.0,168.0,677.0
2008,Direct migration background,4. Quintil,169.00309522661703,168.57293688316636,169.4332535700677,162.0,169.0,175.0,142.5,194.0,169.0,168.0,170.0,429.0
2008,Direct migration background,5. Quintil,171.25417373803128,170.6782113491779,171.83013612688467,164.0,171.0,178.3024097239065,142.54638541414027,199.0,171.0,168.0,174.0,275.0
2008,Indirect migration background,2. Quintil,171.57976374900468,170.9738163777087,172.18571112030068,165.0,171.0,178.0,152.0,194.0,171.0,169.0,172.0,194.0
2008,Indirect migration background,3. Quintil,170.96660752133832,170.35747348966373,171.5757415530129,165.0,170.0,178.0,150.0,197.5,170.0,167.0,172.0,220.0
2008,Indirect migration background,4. Quintil,171.73896569413606,171.1246322173721,172.35329917090002,165.0,170.0,178.0,152.0,197.5,170.0,167.0,171.025,202.0
2008,Indirect migration background,5. Quintil,176.23590801615612,175.45666170408018,177.01515432823206,168.41432621004336,177.68498660166986,182.0,155.0,197.0,178.0,175.975,186.0,148.0
2009,No migration background,2. Quintil,,,,,,,,,,,,
2009,No migration background,3. Quintil,,,,,,,,,,,,
2009,No migration background,4. Quintil,,,,,,,,,,,,
2009,No migration background,5. Quintil,,,,,,,,,,,,
2009,Direct migration background,2. Quintil,,,,,,,,,,,,
2009,Direct migration background,3. Quintil,,,,,,,,,,,,
2009,Direct migration background,4. Quintil,,,,,,,,,,,,
2009,Direct migration background,5. Quintil,,,,,,,,,,,,
2009,Indirect migration background,2. Quintil,,,,,,,,,,,,
2009,Indirect migration background,3. Quintil,,,,,,,,,,,,
2009,Indirect migration background,4. Quintil,,,,,,,,,,,,
2009,Indirect migration background,5. Quintil,,,,,,,,,,,,
2010,No migration background,2. Quintil,170.92916349531134,170.7121666174571,171.1461603731656,164.0,170.0,178.0,143.0,199.0,170.0,168.0,170.0,1724.0
2010,No migration background,3. Quintil,170.09569626530072,169.93989322440987,170.25149930619156,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,3461.0
2010,No migration background,4. Quintil,171.87732681746303,171.7388065738748,172.01584706105126,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,4305.0
2010,No migration background,5. Quintil,173.39786064301398,173.27195669656513,173.52376458946284,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.0,4972.0
2010,Direct migration background,2. Quintil,168.43718380482892,167.92577566515342,168.94859194450441,162.0,167.0,175.0,142.5,194.5,167.0,165.0,169.0,366.0
2010,Direct migration background,3. Quintil,168.16091441791443,167.78523473310526,168.5365941027236,162.0,168.0,175.0,142.5,194.5,168.0,166.0,169.0,490.0
2010,Direct migration background,4. Quintil,167.6748177586914,167.2192847661228,168.13035075126,162.0,168.0,174.0,148.0,192.0,168.0,167.975,170.025,332.0
2010,Direct migration background,5. Quintil,169.9868609683754,169.45641923382337,170.51730270292742,163.0,170.0,176.0,143.5,195.5,170.0,168.0,172.0,279.0
2010,Indirect migration background,2. Quintil,171.9495865384933,171.33858473150804,172.56058834547855,165.8468893453019,173.0,179.0,153.0,193.0,173.0,171.0,176.0,136.0
2010,Indirect migration background,3. Quintil,172.0464460295479,171.29714487325674,172.79574718583905,165.0,170.0,179.14876768433848,150.0,200.0,170.0,167.0,172.0,188.0
2010,Indirect migration background,4. Quintil,173.79907381284607,173.20146316345478,174.39668446223737,168.0,172.0,180.0,150.0,196.0,172.0,169.0,173.0,174.0
2010,Indirect migration background,5. Quintil,174.80718001082224,174.0935066214624,175.52085340018206,168.0,174.0,180.0,154.0,196.0,174.0,170.0,178.0,152.0
2011,No migration background,2. Quintil,,,,,,,,,,,,
2011,No migration background,3. Quintil,,,,,,,,,,,,
2011,No migration background,4. Quintil,,,,,,,,,,,,
2011,No migration background,5. Quintil,,,,,,,,,,,,
2011,Direct migration background,2. Quintil,,,,,,,,,,,,
2011,Direct migration background,3. Quintil,,,,,,,,,,,,
2011,Direct migration background,4. Quintil,,,,,,,,,,,,
2011,Direct migration background,5. Quintil,,,,,,,,,,,,
2011,Indirect migration background,2. Quintil,,,,,,,,,,,,
2011,Indirect migration background,3. Quintil,,,,,,,,,,,,
2011,Indirect migration background,4. Quintil,,,,,,,,,,,,
2011,Indirect migration background,5. Quintil,,,,,,,,,,,,
2012,No migration background,1. Quintil,,,,,,,,,,,,
2012,No migration background,2. Quintil,170.78279641441554,170.57907797253586,170.98651485629523,164.0,170.0,178.0,143.0,199.0,170.0,169.0,170.0,2047.0
2012,No migration background,3. Quintil,170.38779166303937,170.2442202157467,170.53136311033202,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,3911.0
2012,No migration background,4. Quintil,171.49569044374132,171.3709999845715,171.62038090291114,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,5256.0
2012,No migration background,5. Quintil,173.41826253472982,173.30587170185422,173.53065336760542,166.95257163789054,173.0,180.0,147.38142909472634,199.57114254316417,173.0,172.0,173.0,6462.0
2012,Direct migration background,2. Quintil,168.32270878191562,167.9142697886959,168.73114777513536,162.0,168.0,175.0,143.0,193.0,168.0,166.0,170.0,467.0
2012,Direct migration background,3. Quintil,168.8035489304438,168.45870238287657,169.14839547801105,163.0,168.0,175.0,145.0,193.0,168.0,166.0,169.0,589.0
2012,Direct migration background,4. Quintil,168.3153157233584,167.91738699229182,168.71324445442497,160.0,168.0,175.0,148.0,197.5,168.0,166.975,169.0,509.0
2012,Direct migration background,5. Quintil,170.84115905100464,170.3706046022354,171.31171349977387,163.0,170.0,178.0,146.0,199.0,170.0,166.0,172.0,409.0
2012,Indirect migration background,2. Quintil,171.7613922226509,171.08302223652734,172.43976220877445,164.0,172.50323368208188,178.0,153.0,195.0,173.0,172.0,178.0,148.0
2012,Indirect migration background,3. Quintil,169.50643649091006,168.87058164749487,170.14229133432525,164.0,168.0,177.0,144.5,196.0,168.0,166.0,169.0,206.0
2012,Indirect migration background,4. Quintil,173.7402187242096,173.16362525801372,174.31681219040547,168.0,173.0,180.0,150.0,195.0,173.0,171.0,174.0,192.0
2012,Indirect migration background,5. Quintil,174.37194488171144,173.7829764762348,174.96091328718808,168.0,173.0,180.0,152.0,198.0,173.0,170.0,176.0,228.0
2013,No migration background,2. Quintil,,,,,,,,,,,,
2013,No migration background,3. Quintil,,,,,,,,,,,,
2013,No migration background,4. Quintil,,,,,,,,,,,,
2013,No migration background,5. Quintil,,,,,,,,,,,,
2013,Direct migration background,2. Quintil,,,,,,,,,,,,
2013,Direct migration background,3. Quintil,,,,,,,,,,,,
2013,Direct migration background,4. Quintil,,,,,,,,,,,,
2013,Direct migration background,5. Quintil,,,,,,,,,,,,
2013,Indirect migration background,1. Quintil,,,,,,,,,,,,
2013,Indirect migration background,2. Quintil,,,,,,,,,,,,
2013,Indirect migration background,3. Quintil,,,,,,,,,,,,
2013,Indirect migration background,4. Quintil,,,,,,,,,,,,
2013,Indirect migration background,5. Quintil,,,,,,,,,,,,
2014,No migration background,2. Quintil,171.56025776796275,171.36229874210383,171.75821679382167,164.0,171.0,178.0,143.0,199.0,171.0,170.0,172.0,2184.0
2014,No migration background,3. Quintil,170.37368285198224,170.23310293244327,170.5142627715212,164.0,170.0,178.0,143.0,199.0,170.0,170.0,171.0,4436.0
2014,No migration background,4. Quintil,171.46894970773914,171.350764063582,171.58713535189628,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,5950.0
2014,No migration background,5. Quintil,173.45721579587138,173.35378109048276,173.56065050126,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.025,7508.0
2014,Direct migration background,2. Quintil,168.4901233655192,168.23296122225995,168.74728550877845,161.0,168.0,175.0,140.0,196.0,168.0,166.0,169.0,1335.0
2014,Direct migration background,3. Quintil,169.45410557100243,169.233338921082,169.67487222092285,163.0,170.0,176.0,143.5,195.5,170.0,170.0,172.0,1632.0
2014,Direct migration background,4. Quintil,169.21748444913578,168.9575953831614,169.47737351511017,162.0,169.0,176.0,141.0,196.0,169.0,168.0,170.0,1353.0
2014,Direct migration background,5. Quintil,170.65756904664184,170.35068312268976,170.96445497059392,164.0,170.0,177.0,145.0,196.5,170.0,168.0,171.0,887.0
2014,Indirect migration background,2. Quintil,172.1349208302977,171.6736888666412,172.59615279395416,165.0,171.0,179.0,145.0,198.0,171.0,169.0,172.0,383.0
2014,Indirect migration background,3. Quintil,170.93728633188073,170.49680233035076,171.3777703334107,164.0,170.0,177.58993299256016,143.61510051115977,197.0,170.0,168.0,170.0,479.0
2014,Indirect migration background,4. Quintil,173.6626598087208,173.18918312439683,174.13613649304477,167.0,172.0,180.0,152.0,198.0,172.0,169.0,173.0,408.0
2014,Indirect migration background,5. Quintil,174.454566551802,174.0202622205175,174.8888708830865,166.53166814913382,175.0,182.0,150.0,200.0,175.0,173.975,178.0,441.0
2015,No migration background,2. Quintil,,,,,,,,,,,,
2015,No migration background,3. Quintil,,,,,,,,,,,,
2015,No migration background,4. Quintil,,,,,,,,,,,,
2015,No migration background,5. Quintil,,,,,,,,,,,,
2015,Direct migration background,2. Quintil,,,,,,,,,,,,
2015,Direct migration background,3. Quintil,,,,,,,,,,,,
2015,Direct migration background,4. Quintil,,,,,,,,,,,,
2015,Direct migration background,5. Quintil,,,,,,,,,,,,
2015,Indirect migration background,2. Quintil,,,,,,,,,,,,
2015,Indirect migration background,3. Quintil,,,,,,,,,,,,
2015,Indirect migration background,4. Quintil,,,,,,,,,,,,
2015,Indirect migration background,5. Quintil,,,,,,,,,,,,
2016,No migration background,2. Quintil,171.77166057530798,171.53707935064315,172.0062417999728,165.0,172.0,178.0,145.5,197.5,172.0,171.0,174.0,1598.0
2016,No migration background,3. Quintil,170.76999719644363,170.61645129422152,170.92354309866573,164.0,170.0,178.0,143.0,199.0,170.0,169.0,170.0,3352.0
2016,No migration background,4. Quintil,171.6590684183116,171.53142213917127,171.7867146974519,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,5250.0
2016,No migration background,5. Quintil,173.33817257817824,173.23376754705683,173.44257760929966,167.0,173.0,180.0,147.5,199.5,173.0,172.0,174.0,7532.0
2016,Direct migration background,2. Quintil,167.81552404417792,167.54672156403723,168.0843265243186,160.0,167.0,174.0,139.0,195.0,167.0,166.0,168.0,1106.0
