year,migback,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2008,Indirect migration background,male,178.34447257408962,177.95353023014485,178.7354149180344,173.0,178.0,184.0,159.0,199.0,178.0,176.0,179.0,365.0
2008,Indirect migration background,female,165.86047648744298,165.55568870140098,166.16526427348498,160.0,166.0,170.0,150.0,184.0,166.0,164.0,167.0,399.0
2009,No migration background,male,,,,,,,,,,,,
2009,No migration background,female,,,,,,,,,,,,
2009,Direct migration background,male,,,,,,,,,,,,
2009,Direct migration background,female,,,,,,,,,,,,
2009,Indirect migration background,male,,,,,,,,,,,,
2009,Indirect migration background,female,,,,,,,,,,,,
2010,No migration background,male,178.30727068150105,178.2205059094525,178.3940354535496,174.0,178.0,183.0,160.5,196.5,178.0,178.0,178.0,6927.0
2010,No migration background,female,165.412013319781,165.34005346015132,165.4839731794107,160.0,165.0,170.0,145.0,185.0,165.0,165.0,165.0,7535.0
2010,Direct migration background,male,174.93708557690417,174.65762133599748,175.21654981781086,170.0,175.0,180.0,155.0,195.0,175.0,174.975,176.0,663.0
2010,Direct migration background,female,162.79803659897757,162.5766184128066,163.01945478514855,158.0,163.0,167.0,144.5,180.5,163.0,162.0,164.0,804.0
2010,Indirect migration background,male,178.7590430703391,178.34239424398953,179.17569189668865,173.0,179.0,183.0,160.0,198.0,179.0,178.0,181.0,310.0
2010,Indirect migration background,female,166.91762218664343,166.59331318765297,167.2419311856339,163.0,168.0,170.0,152.5,180.5,168.0,168.0,170.0,340.0
2011,No migration background,male,,,,,,,,,,,,
2011,No migration background,female,,,,,,,,,,,,
2011,Direct migration background,male,,,,,,,,,,,,
2011,Direct migration background,female,,,,,,,,,,,,
2011,Indirect migration background,male,,,,,,,,,,,,
2011,Indirect migration background,female,,,,,,,,,,,,
2012,No migration background,male,178.50576852837034,178.4286291932059,178.58290786353479,174.0,178.0,183.0,160.5,196.5,178.0,178.0,178.0,8387.0
2012,No migration background,female,165.39143999046965,165.3266110863966,165.4562688945427,160.0,165.0,170.0,145.0,185.0,165.0,165.0,165.0,9289.0
2012,Direct migration background,male,175.77404596882775,175.53872448004458,176.00936745761092,170.08863206857382,175.0,180.0,155.22158017143454,194.86705189713928,175.0,174.0,175.0,871.0
2012,Direct migration background,female,163.02675092712917,162.83864413109688,163.21485772316146,159.0,163.0,167.0,147.0,179.0,163.0,162.0,164.0,1103.0
2012,Indirect migration background,male,178.4828116920571,178.10233871164382,178.8632846724704,174.0,178.0,183.0,160.5,196.5,178.0,176.0,178.0,367.0
2012,Indirect migration background,female,166.00245174681157,165.72886636271113,166.27603713091202,163.0,165.0,169.24868955965323,153.62696566052017,178.6217238991331,165.0,163.0,165.0,407.0
2013,No migration background,male,,,,,,,,,,,,
2013,No migration background,female,,,,,,,,,,,,
2013,Direct migration background,male,,,,,,,,,,,,
2013,Direct migration background,female,,,,,,,,,,,,
2013,Indirect migration background,male,,,,,,,,,,,,
2013,Indirect migration background,female,,,,,,,,,,,,
2014,No migration background,male,178.7739503499433,178.699023654583,178.84887704530362,174.0,178.0,184.0,159.0,199.0,178.0,178.0,178.0,9237.0
2014,No migration background,female,165.64731579955975,165.58661583362613,165.70801576549337,161.0,165.0,170.0,147.5,183.5,165.0,164.0,165.0,10841.0
2014,Direct migration background,male,176.08059599782678,175.92797771547114,176.2332142801824,170.0,176.0,181.0,153.5,197.5,176.0,176.0,177.0,2354.0
2014,Direct migration background,female,163.09029423484523,162.96966249616634,163.21092597352413,158.0,163.0,168.0,143.0,183.0,163.0,162.0,164.0,2853.0
2014,Indirect migration background,male,178.93118917062472,178.6451375396035,179.21724080164594,174.0,179.0,185.0,157.5,200.0,179.0,178.0,180.0,803.0
2014,Indirect migration background,female,165.9136416782923,165.72164878323989,166.1056345733447,162.0,165.0,170.0,150.0,182.0,165.0,163.0,165.0,908.0
2015,No migration background,male,,,,,,,,,,,,
2015,No migration background,female,,,,,,,,,,,,
2015,Direct migration background,male,,,,,,,,,,,,
2015,Direct migration background,female,,,,,,,,,,,,
2015,Indirect migration background,male,,,,,,,,,,,,
2015,Indirect migration background,female,,,,,,,,,,,,
2016,No migration background,male,178.98665057315915,178.90827591026923,179.06502523604908,174.0,178.0,184.0,159.0,199.0,178.0,177.0,178.0,8147.0
2016,No migration background,female,165.80465987135725,165.74009268582014,165.86922705689435,162.0,165.0,170.0,150.0,182.0,165.0,164.0,165.0,9585.0
2016,Direct migration background,male,176.26939363591447,176.1176662786189,176.42112099321002,171.0,176.0,181.0,156.0,196.0,176.0,176.0,177.0,2182.0
2016,Direct migration background,female,162.97101764739804,162.84797571765677,163.09405957713932,158.0,163.0,168.0,143.0,183.0,163.0,162.0,164.0,2676.0
2016,Indirect migration background,male,178.70592849960158,178.412815441596,178.99904155760717,173.0,179.0,184.0,156.5,200.0,179.0,178.0,181.0,680.0
2016,Indirect migration background,female,165.99633478778208,165.79187278944318,166.20079678612097,162.0,166.0,170.0,150.0,182.0,166.0,165.0,167.0,788.0
2017,No migration background,male,,,,,,,,,,,,
2017,No migration background,female,,,,,,,,,,,,
2017,Direct migration background,male,,,,,,,,,,,,
2017,Direct migration background,female,,,,,,,,,,,,
2017,Indirect migration background,male,,,,,,,,,,,,
2017,Indirect migration background,female,,,,,,,,,,,,
2018,No migration background,male,179.3161411369918,179.24115201539908,179.39113025858452,174.0,179.0,184.0,159.0,199.0,179.0,178.0,179.0,9002.0
2018,No migration background,female,165.77141607607533,165.70903871203495,165.8337934401157,161.0,165.0,170.0,147.5,183.5,165.0,164.0,165.0,10387.0
2018,Direct migration background,male,176.16306648623302,176.04952938094866,176.2766035915174,171.0,176.0,180.0,157.5,193.5,176.0,176.0,177.0,3889.0
2018,Direct migration background,female,163.0067539709942,162.90048894172304,163.11301900026535,158.0,163.0,168.0,143.0,183.0,163.0,162.0,163.0,3755.0
2018,Indirect migration background,male,178.4691519120233,178.20982797640127,178.72847584764534,174.0,178.0,183.89121203107103,159.16318195339346,198.7280300776776,178.0,177.0,178.025,747.0
2018,Indirect migration background,female,165.53797341044503,165.34308992193237,165.7328568989577,161.0,165.0,170.0,147.5,183.5,165.0,164.0,165.0,882.0
2019,No migration background,male,,,,,,,,,,,,
2019,No migration background,female,,,,,,,,,,,,
2019,Direct migration background,male,,,,,,,,,,,,
2019,Direct migration background,female,,,,,,,,,,,,
2019,Indirect migration background,male,,,,,,,,,,,,
2019,Indirect migration background,female,,,,,,,,,,,,
2020,No migration background,male,179.47232073680513,179.39536985617377,179.5492716174365,175.0,180.0,185.0,160.0,200.0,180.0,180.0,181.0,8778.0
2020,No migration background,female,165.98147438362523,165.9168867464464,166.04606202080404,162.0,166.0,170.0,150.0,182.0,166.0,166.0,167.0,9725.0
2020,Direct migration background,male,176.4626816595748,176.3251082845833,176.6002550345663,171.0,176.0,181.0,156.0,196.0,176.0,175.0,177.0,2713.0
2020,Direct migration background,female,163.29890517023878,163.16919918189717,163.4286111585804,158.0,164.0,168.0,143.0,183.0,164.0,164.0,165.0,2806.0
2020,Indirect migration background,male,178.6542884305187,178.40430006579217,178.90427679524524,174.0,179.0,183.0,160.5,196.5,179.0,178.0,180.0,721.0
2020,Indirect migration background,female,165.08003096355918,164.86868408592588,165.29137784119249,160.13079855832882,165.0,169.0,146.82699639582205,182.30380216250677,165.0,165.0,166.0,810.0
2021,No migration background,male,,,,,,,,,,,,
2021,No migration background,female,,,,,,,,,,,,
2021,Direct migration background,male,,,,,,,,,,,,
2021,Direct migration background,female,,,,,,,,,,,,
2021,Indirect migration background,male,,,,,,,,,,,,
2021,Indirect migration background,female,,,,,,,,,,,,
