"year","migback","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2006","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2006","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2006","indirekter Migrationshintergrund","Ostdeutschland","175.69","174.5","39","165","168","184","189","190","172.77","178.61","158","190","168","178"
"2006","indirekter Migrationshintergrund","Westdeutschland","172.25","171.5","777","160","165","179","186","196","171.58","172.92","150","198","170","172"
"2006","kein Migrationshintergrund","Ostdeutschland","170.77","169.5","5107","159","164","178","183","193","170.52","171.02","115","204","170","170"
"2006","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2007","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2007","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2007","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2007","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","Ostdeutschland","167.4","167.5","79","156","162","172","178","185","165.61","169.19","146","187","166","170"
"2008","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2008","indirekter Migrationshintergrund","Ostdeutschland","174.78","173","42","160","170","183","188","190","171.81","177.75","156","190","170","178"
"2008","indirekter Migrationshintergrund","Westdeutschland","172.01","170.5","726","160","165","179","186","196","171.33","172.69","150","199","170","172"
"2008","kein Migrationshintergrund","Ostdeutschland","171.02","169.5","4634","160","164","178","183","193","170.75","171.29","82","204","170","170"
"2008","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2009","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2009","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2009","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2009","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","Ostdeutschland","166.88","164.5","62","160","160","170","178","182","164.67","169.09","146","191","165","170"
"2010","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2010","indirekter Migrationshintergrund","Ostdeutschland","175.86","178.5","37","165","171","182","183","186","172.72","179","156","190","168","178"
"2010","indirekter Migrationshintergrund","Westdeutschland","172.97","171.5","614","160","167","179","186","198","172.23","173.71","150","200","170","172"
"2010","kein Migrationshintergrund","Ostdeutschland","171.16","169.5","4011","160","165","178","184","194","170.87","171.45","131","205","170","170"
"2010","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2011","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2011","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2011","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2011","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2012","direkter Migrationshintergrund","Ostdeutschland","167.76","167.5","99","159","162","172","178","183","165.98","169.54","143","195","166","170"
"2012","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2012","indirekter Migrationshintergrund","Ostdeutschland","173.86","173.5","45","160","170","180","182","196","170.86","176.86","156","196","168","178"
"2012","indirekter Migrationshintergrund","Westdeutschland","172.44","171.5","744","160","165","179","185","196","171.77","173.11","130","200","170","172"
"2012","kein Migrationshintergrund","Ostdeutschland","171.26","170.5","4680","159","164","178","184","195","170.99","171.53","80","205","170","170"
"2012","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2013","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2013","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2013","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2013","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","Ostdeutschland","168.87","167.5","343","158","164","174","182","191","167.86","169.88","143","200","167","170"
"2014","direkter Migrationshintergrund","Westdeutschland","169.38","169.5","4757","157","162","176","183","192","169.11","169.65","116","198","168","170"
"2014","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2014","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2014","kein Migrationshintergrund","Ostdeutschland","171.28","169.5","5123","159","164","178","184","194","171.02","171.54","117","208","170","170"
"2014","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2015","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2015","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2015","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2015","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Ostdeutschland","169.05","169.5","348","156","162","175","180","194","168.02","170.08","145","200","168","170"
"2016","direkter Migrationshintergrund","Westdeutschland","169.42","168.5","4405","157","162","176","182","192","169.14","169.7","116","202","168","170"
"2016","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","Ostdeutschland","171.34","170.5","4562","159","164","178","184","194","171.06","171.62","131","205","170","171"
"2016","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2017","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2017","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2017","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2017","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","Ostdeutschland","170.35","169.5","812","158","164","177","184","194","169.72","170.98","133","199","169","170"
"2018","direkter Migrationshintergrund","Westdeutschland","169.22","168.5","6706","156","162","176","182","193","169","169.44","115","203","169","170"
"2018","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2018","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2018","kein Migrationshintergrund","Ostdeutschland","171.47","170.5","5007","159","164","178","185","195","171.21","171.73","128","208","170","171"
"2018","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2020","direkter Migrationshintergrund","Ostdeutschland","169.58","169.5","476","160","164","175","180","188","168.7","170.46","116","200","169","170"
"2020","direkter Migrationshintergrund","Westdeutschland","169.55","169.5","4918","157","162","176","182","194","169.28","169.82","136","210","170","170"
"2020","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2020","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2020","kein Migrationshintergrund","Ostdeutschland","171.61","170.5","4722","159","164","178","185","195","171.33","171.89","131","208","170","172"
"2020","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
