"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2011","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2011","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2011","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2011","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2011","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2011","Realschule","maennlich","","","","","","","","","","","","","",""
"2011","Realschule","weiblich","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","maennlich","180.12","179.5","1059","171","175","185","190","198","179.66","180.58","110","205","180","180"
"2012","(Fach-)Abitur","weiblich","166.82","166.5","1364","158","163","171","175","182","166.46","167.18","127","189","167","168"
"2012","(noch) kein Abschluss","maennlich","176.84","177.5","253","168","171","182","187","196","175.79","177.89","130","200","176","180"
"2012","(noch) kein Abschluss","weiblich","164.42","164.5","291","155","160","169","173","180","163.62","165.22","140","182","165","167"
"2012","AkademikerIn","maennlich","178.77","178.5","2458","170","174","184","188","196","178.48","179.06","80","205","178","179"
"2012","AkademikerIn","weiblich","166.31","165.5","2181","158","162","170","175","183","166.04","166.58","139","190","166","167"
"2012","Hauptschule","maennlich","176.25","175.5","3337","168","172","180","185","195","176.01","176.49","120","203","176","176"
"2012","Hauptschule","weiblich","163.35","163.5","3587","156","159","168","171","178","163.14","163.56","116","194","164","164"
"2012","Realschule","maennlich","179.5","178.5","2268","170","175","184","190","199","179.2","179.8","118","217","178","180"
"2012","Realschule","weiblich","165.88","165.5","3160","158","162","170","174","182","165.66","166.1","131","188","165","166"
"2013","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2013","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2013","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2013","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2013","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2013","Realschule","maennlich","","","","","","","","","","","","","",""
"2013","Realschule","weiblich","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","maennlich","180.03","179.5","1687","170","175","185","190","197","179.66","180.4","117","208","180","180"
"2014","(Fach-)Abitur","weiblich","166.83","166.5","2247","158","163","171","176","182","166.56","167.1","138","188","166","167"
"2014","(noch) kein Abschluss","maennlich","177.55","177.5","459","168","173","181","187","203","176.82","178.28","155","203","176","178"
"2014","(noch) kein Abschluss","weiblich","164.09","164.5","542","155","160","170","173","180","163.46","164.72","135","190","165","165"
"2014","AkademikerIn","maennlich","179.2","178.5","3095","170","174","184","189","196","178.95","179.45","117","207","179","180"
"2014","AkademikerIn","weiblich","166.58","166.5","3118","158","162","170","175","183","166.35","166.81","139","190","167","168"
"2014","Hauptschule","maennlich","176.51","175.5","3995","168","172","180","186","196","176.28","176.74","107","205","176","176"
"2014","Hauptschule","weiblich","163.51","163.5","4182","156","159","168","172","178","163.31","163.71","116","195","164","164"
"2014","Realschule","maennlich","179.5","179.5","2739","170","175","184","189","199","179.23","179.77","139","217","179","180"
"2014","Realschule","weiblich","165.86","165.5","4119","158","162","170","174","182","165.66","166.06","116","189","166","167"
"2015","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2015","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2015","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2015","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2015","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2015","Realschule","maennlich","","","","","","","","","","","","","",""
"2015","Realschule","weiblich","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","maennlich","180.42","179.5","1533","172","176","185","190","198","180.05","180.79","158","205","180","180"
"2016","(Fach-)Abitur","weiblich","166.5","166.5","2130","158","162","170","175","182","166.22","166.78","140","190","166","167"
"2016","(noch) kein Abschluss","maennlich","176.29","175.5","352","167","171","180","185","195","175.4","177.18","117","202","176","178"
"2016","(noch) kein Abschluss","weiblich","164.18","163.5","458","155","160","169","174","180","163.5","164.86","144","196","165","165"
"2016","AkademikerIn","maennlich","179.3","178.5","2913","170","175","184","188","196","179.04","179.56","150","206","179","180"
"2016","AkademikerIn","weiblich","166.6","166.5","2954","158","163","170","175","182","166.36","166.84","128","190","167","167"
"2016","Hauptschule","maennlich","176.6","175.5","3417","168","172","181","186","196","176.35","176.85","117","203","176","176"
"2016","Hauptschule","weiblich","163.53","163.5","3501","155","159","168","172","179","163.31","163.75","116","196","164","165"
"2016","Realschule","maennlich","179.39","179.5","2391","170","175","184","188","198","179.1","179.68","140","220","179","180"
"2016","Realschule","weiblich","165.97","165.5","3602","158","162","170","174","182","165.76","166.18","117","188","165","167"
"2017","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2017","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2017","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2017","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2017","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2017","Realschule","maennlich","","","","","","","","","","","","","",""
"2017","Realschule","weiblich","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","maennlich","180.41","179.5","2018","172","176","185","190","198","180.08","180.74","158","208","179","180"
"2018","(Fach-)Abitur","weiblich","166.19","165.5","2533","158","162","170","175","182","165.93","166.45","142","189","166","167"
"2018","(noch) kein Abschluss","maennlich","176.78","176.5","1019","167","172","182","185","198","176.32","177.24","150","203","175","175"
"2018","(noch) kein Abschluss","weiblich","163.95","163.5","993","155","160","168","174","178","163.5","164.4","115","195","162","163"
"2018","AkademikerIn","maennlich","179.69","179.5","3532","171","175","185","189","196","179.45","179.93","149","207","179","180"
"2018","AkademikerIn","weiblich","166.72","166.5","3379","159","163","170","175","182","166.5","166.94","116","190","166","167"
"2018","Hauptschule","maennlich","176.72","175.5","3786","168","172","181","186","196","176.48","176.96","117","210","176","176"
"2018","Hauptschule","weiblich","163.53","163.5","3653","155","159","168","172","179","163.32","163.74","140","190","164","164"
"2018","Realschule","maennlich","179.5","179.5","2682","170","175","185","189","198","179.23","179.77","140","210","179","180"
"2018","Realschule","weiblich","165.75","164.5","3976","158","161","170","174","183","165.54","165.96","105","188","165","167"
"2019","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2019","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2019","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2019","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2019","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2019","Realschule","maennlich","","","","","","","","","","","","","",""
"2019","Realschule","weiblich","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","maennlich","180.39","179.5","1969","172","176","185","190","198","180.06","180.72","155","208","180","180"
"2020","(Fach-)Abitur","weiblich","166.51","166.5","2479","158","162","171","175","181","166.25","166.77","136","189","166","167"
"2020","(noch) kein Abschluss","maennlich","176.77","176.5","457","168","171","181","187","195","176.07","177.47","153","200","177","179"
"2020","(noch) kein Abschluss","weiblich","164.16","163.5","447","155","160","169","174","178","163.5","164.82","140","185","164","165"
"2020","AkademikerIn","maennlich","180.07","179.5","3696","172","175","185","189","196","179.84","180.3","148","207","180","180"
"2020","AkademikerIn","weiblich","167.07","167.5","3499","159","163","171","175","182","166.85","167.29","116","190","167","168"
"2020","Hauptschule","maennlich","176.78","175.5","3028","168","172","181","186","196","176.51","177.05","120","210","176","177"
"2020","Hauptschule","weiblich","163.65","163.5","2903","155","160","168","172","180","163.41","163.89","130","190","164","165"
"2020","Realschule","maennlich","179.67","179.5","2559","170","175","185","190","200","179.38","179.96","126","218","179","180"
"2020","Realschule","weiblich","165.75","164.5","3628","158","161","170","174","183","165.54","165.96","131","187","165","167"
