syear,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2007,4. Quintil,East,,,,,,,,,,,,
2007,5. Quintil,West,,,,,,,,,,,,
2007,5. Quintil,East,,,,,,,,,,,,
2008,2. Quintil,West,169.7875214799377,169.5896320178697,169.98541094200573,163.0,169.0,176.0,143.5,195.5,169.0,168.0,170.0,2009.0
2008,2. Quintil,East,170.72764404933102,170.45225727736843,171.0030308212936,164.0,170.0,178.0,143.0,199.0,170.0,169.0,171.0,1082.0
2008,3. Quintil,West,170.04487110782384,169.89609323405534,170.19364898159233,163.0,170.0,176.0,143.5,195.5,170.0,170.0,171.0,3587.0
2008,3. Quintil,East,170.7784914386453,170.55716117154358,170.999821705747,164.0,170.0,178.0,143.0,199.0,170.0,168.0,170.0,1591.0
2008,4. Quintil,West,171.8877466065373,171.7467902187175,172.02870299435708,165.0,172.0,178.0,145.5,197.5,172.0,172.0,174.0,4049.0
2008,4. Quintil,East,170.810206426861,170.5608072652519,171.05960558847008,164.0,170.0,178.0,143.0,199.0,170.0,169.0,170.0,1341.0
2008,5. Quintil,West,173.6695688131723,173.53696839940784,173.80216922693677,167.0,174.0,180.0,147.5,199.5,174.0,174.0,175.0,4861.0
2008,5. Quintil,East,172.50484278721902,172.18632197915943,172.8233635952786,165.44870993893446,172.0,180.0,150.0,198.0,172.0,170.0,173.0,741.0
2009,2. Quintil,West,,,,,,,,,,,,
2009,2. Quintil,East,,,,,,,,,,,,
2009,3. Quintil,West,,,,,,,,,,,,
2009,3. Quintil,East,,,,,,,,,,,,
2009,4. Quintil,West,,,,,,,,,,,,
2009,4. Quintil,East,,,,,,,,,,,,
2009,5. Quintil,West,,,,,,,,,,,,
2009,5. Quintil,East,,,,,,,,,,,,
2010,2. Quintil,West,170.06241956974466,169.82249347383646,170.30234566565287,163.0,170.0,176.0,143.5,195.5,170.0,170.0,172.0,1457.0
2010,2. Quintil,East,171.4570851056837,171.13064813011962,171.78352208124775,165.0,170.0,178.0,145.5,197.5,170.0,168.0,171.0,769.0
2010,3. Quintil,West,169.72793043670603,169.553363064138,169.90249780927405,163.0,169.0,176.0,143.5,195.5,169.0,168.0,170.0,2837.0
2010,3. Quintil,East,170.35171359052288,170.11686736579313,170.58655981525263,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1302.0
2010,4. Quintil,West,171.61755230154714,171.46546183940677,171.7696427636875,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,3516.0
2010,4. Quintil,East,171.2859005310772,171.02914247957293,171.54265858258148,165.0,170.0,178.0,146.0,197.5,170.0,168.0,170.0,1295.0
2010,5. Quintil,West,173.34681115840468,173.21613719760524,173.47748511920412,167.0,173.0,180.0,147.5,199.5,173.0,172.0,174.0,4659.0
2010,5. Quintil,East,171.90613540806217,171.58329290128933,172.228977914835,165.0,172.0,178.0,145.5,196.0,172.0,170.0,174.0,744.0
2011,2. Quintil,West,,,,,,,,,,,,
2011,2. Quintil,East,,,,,,,,,,,,
2011,3. Quintil,West,,,,,,,,,,,,
2011,3. Quintil,East,,,,,,,,,,,,
2011,4. Quintil,West,,,,,,,,,,,,
2011,4. Quintil,East,,,,,,,,,,,,
2011,5. Quintil,West,,,,,,,,,,,,
2011,5. Quintil,East,,,,,,,,,,,,
2012,1. Quintil,West,,,,,,,,,,,,
2012,2. Quintil,West,170.1466419263295,169.9330503043194,170.36023354833958,164.0,170.0,177.0,144.5,196.5,170.0,170.0,171.0,1800.0
2012,2. Quintil,East,170.6470431091528,170.32887573123833,170.96521048706728,164.0,170.0,178.0,143.0,198.0,170.0,169.0,170.0,862.0
2012,3. Quintil,West,169.96973263599034,169.81460590083537,170.1248593711453,163.0,170.0,176.0,143.5,195.5,170.0,170.0,171.0,3291.0
2012,3. Quintil,East,170.51028249598352,170.27327355291757,170.74729143904946,164.0,170.0,177.3213086193877,144.01803707091844,197.30327154846927,170.0,168.0,170.0,1415.0
2012,4. Quintil,West,171.22752994942817,171.0920090763275,171.36305082252883,164.0,170.0,178.0,143.0,199.0,170.0,169.0,170.0,4453.0
2012,4. Quintil,East,171.16308595357202,170.92763592632218,171.39853598082186,164.0,171.0,178.0,146.0,199.0,171.0,170.0,172.0,1504.0
2012,5. Quintil,West,173.28474089627568,173.16830796161767,173.4011738309337,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,6056.0
2012,5. Quintil,East,172.87353391727564,172.58275794548754,173.16430988906373,166.0,172.0,180.0,145.0,201.0,172.0,170.0,173.0,1043.0
2013,1. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,East,,,,,,,,,,,,
2013,3. Quintil,West,,,,,,,,,,,,
2013,3. Quintil,East,,,,,,,,,,,,
2013,4. Quintil,West,,,,,,,,,,,,
2013,4. Quintil,East,,,,,,,,,,,,
2013,5. Quintil,West,,,,,,,,,,,,
2013,5. Quintil,East,,,,,,,,,,,,
2014,2. Quintil,West,170.711258471555,170.5387686013362,170.8837483417738,163.5858891267938,170.0,178.0,141.9647228169845,199.6211663098093,170.0,170.0,170.0,2950.0
2014,2. Quintil,East,171.34296718128323,171.04134719223103,171.64458717033543,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,952.0
2014,3. Quintil,West,170.15601856346328,170.02345000413507,170.28858712279148,164.0,170.0,177.0,144.5,196.5,170.0,170.0,171.0,4895.0
2014,3. Quintil,East,170.48038840755697,170.24924749989555,170.7115293152184,164.0,170.0,178.0,143.0,198.0,170.0,170.0,172.0,1652.0
2014,4. Quintil,West,171.36656089790122,171.2475190267499,171.48560276905255,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,5988.0
2014,4. Quintil,East,170.77502937635248,170.55080097910735,170.9992577735976,164.0,170.0,178.0,146.0,199.0,170.0,168.0,170.0,1723.0
2014,5. Quintil,West,173.3602976912431,173.25664302223248,173.4639523602537,167.0,173.0,180.0,147.5,199.5,173.0,173.0,174.0,7596.0
2014,5. Quintil,East,172.58987116938323,172.33852863083342,172.84121370793304,165.0,172.0,180.0,148.0,202.5,172.0,171.0,174.0,1240.0
2015,2. Quintil,West,,,,,,,,,,,,
2015,2. Quintil,East,,,,,,,,,,,,
2015,3. Quintil,West,,,,,,,,,,,,
2015,3. Quintil,East,,,,,,,,,,,,
2015,4. Quintil,West,,,,,,,,,,,,
2015,4. Quintil,East,,,,,,,,,,,,
2015,5. Quintil,West,,,,,,,,,,,,
2015,5. Quintil,East,,,,,,,,,,,,
2016,2. Quintil,West,170.52434681281832,170.32453671346494,170.7241569121717,163.0,170.0,178.0,140.5,200.5,170.0,170.0,171.0,2186.0
2016,2. Quintil,East,171.6513497102689,171.31304581281796,171.98965360771984,165.0,172.0,178.0,145.5,197.5,172.0,170.0,174.0,789.0
2016,3. Quintil,West,170.5345474437072,170.3932202656518,170.6758746217626,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,3895.0
2016,3. Quintil,East,170.2575109210253,169.98816347954465,170.52685836250595,164.0,170.0,178.0,143.0,199.0,170.0,170.0,172.0,1205.0
2016,4. Quintil,West,171.5471960937894,171.41881532617472,171.6755768614041,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,5224.0
2016,4. Quintil,East,170.63948526848242,170.4143046728038,170.86466586416103,163.0,170.0,178.0,143.0,200.5,170.0,168.0,170.025,1661.0
2016,5. Quintil,West,173.18353097401246,173.07927915192926,173.28778279609566,166.0,173.0,180.0,145.0,201.0,173.0,173.0,174.0,7737.0
2016,5. Quintil,East,172.5927029443196,172.3544286970655,172.8309771915737,166.0,172.0,180.0,148.0,201.0,172.0,171.0,174.0,1361.0
2017,2. Quintil,West,,,,,,,,,,,,
2017,2. Quintil,East,,,,,,,,,,,,
2017,3. Quintil,West,,,,,,,,,,,,
2017,3. Quintil,East,,,,,,,,,,,,
2017,4. Quintil,West,,,,,,,,,,,,
2017,4. Quintil,East,,,,,,,,,,,,
2017,5. Quintil,West,,,,,,,,,,,,
2017,5. Quintil,East,,,,,,,,,,,,
2018,2. Quintil,West,170.47710809533254,170.3285378444548,170.6256783462103,164.0,170.0,177.0,144.5,196.5,170.0,170.0,171.0,3962.0
2018,2. Quintil,East,171.1796976654543,170.90565995063352,171.4537353802751,164.0,170.0,178.0,143.0,199.0,170.0,168.0,170.0,1124.0
2018,3. Quintil,West,170.0535977246136,169.90582089368718,170.20137455554004,163.0,170.0,176.0,143.5,195.5,170.0,170.0,172.0,3747.0
2018,3. Quintil,East,170.46644287332938,170.1979001047509,170.73498564190788,164.0,170.0,178.0,143.0,198.0,170.0,168.0,171.0,1198.0
2018,4. Quintil,West,171.2286285615397,171.1042963018008,171.3529608212786,164.0,170.0,178.0,143.0,199.0,170.0,168.975,170.0,5622.0
2018,4. Quintil,East,170.8453803049787,170.62154780293935,171.06921280701806,163.0,170.0,178.0,140.5,200.5,170.0,168.0,170.025,1827.0
2018,5. Quintil,West,173.31359791392612,173.2179652208809,173.40923060697133,166.0,173.0,180.0,145.0,201.0,173.0,172.0,173.0,9391.0
2018,5. Quintil,East,172.5686351777597,172.35555420788967,172.7817161476297,165.0,172.0,180.0,148.0,202.5,172.0,170.975,172.025,1791.0
2019,2. Quintil,West,,,,,,,,,,,,
2019,2. Quintil,East,,,,,,,,,,,,
2019,3. Quintil,West,,,,,,,,,,,,
2019,3. Quintil,East,,,,,,,,,,,,
2019,4. Quintil,West,,,,,,,,,,,,
2019,4. Quintil,East,,,,,,,,,,,,
2019,5. Quintil,West,,,,,,,,,,,,
2019,5. Quintil,East,,,,,,,,,,,,
2020,2. Quintil,West,170.3704068055041,170.1339654170765,170.6068481939317,164.0,170.0,177.0,144.5,196.5,170.0,170.0,172.0,1509.0
2020,2. Quintil,East,170.9101596921502,170.52548969558512,171.29482968871525,164.0,170.0,178.0,143.0,199.0,170.0,168.0,171.0,515.0
2020,3. Quintil,West,170.15451441149176,169.9786293383729,170.3303994846106,163.0,170.0,177.0,142.0,198.0,170.0,170.0,171.0,2818.0
2020,3. Quintil,East,170.94965884195892,170.62152697237724,171.2777907115406,164.0,170.0,178.0,145.0,199.0,170.0,168.0,171.0,870.0
2020,4. Quintil,West,171.44735622258824,171.31334257754236,171.58136986763412,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,4950.0
2020,4. Quintil,East,171.12327624827967,170.87949893115263,171.3670535654067,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,1514.0
2020,5. Quintil,West,173.37457996615598,173.28629593334608,173.46286399896587,166.0,173.0,180.0,145.0,201.0,173.0,172.0,173.0,10980.0
2020,5. Quintil,East,172.17831102975913,171.99057161124406,172.3660504482742,165.0,172.0,179.0,144.0,200.0,172.0,171.0,173.025,2405.0
2021,2. Quintil,West,,,,,,,,,,,,
2021,2. Quintil,East,,,,,,,,,,,,
2021,3. Quintil,West,,,,,,,,,,,,
2021,3. Quintil,East,,,,,,,,,,,,
2021,4. Quintil,West,,,,,,,,,,,,
2021,4. Quintil,East,,,,,,,,,,,,
2021,5. Quintil,West,,,,,,,,,,,,
2021,5. Quintil,East,,,,,,,,,,,,
