"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2004","5 Einkommensstärkstes Quintil","weiblich","166.37","165.5","1969","158","162","170","175","180","166.09","166.65","139","187","166","167"
"2005","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2005","2","männlich","","","","","","","","","","","","","",""
"2005","2","weiblich","","","","","","","","","","","","","",""
"2005","3","männlich","","","","","","","","","","","","","",""
"2005","3","weiblich","","","","","","","","","","","","","",""
"2005","4","männlich","","","","","","","","","","","","","",""
"2005","4","weiblich","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2006","1 Einkommensschwächstes Quintil","männlich","176.9","176.5","1874","167","172","182","186","195","176.56","177.24","155","209","176","177"
"2006","1 Einkommensschwächstes Quintil","weiblich","164.64","164.5","2400","156","160","169","173","180","164.37","164.91","131","190","165","165"
"2006","2","männlich","176.86","175.5","2222","168","172","182","187","195","176.55","177.17","115","203","176","177"
"2006","2","weiblich","164.38","163.5","2660","156","160","168","173","180","164.13","164.63","140","188","164","165"
"2006","3","männlich","177.7","177.5","2004","168","173","182","187","194","177.38","178.02","155","204","178","178"
"2006","3","weiblich","165.11","164.5","2161","156","160","169","174","180","164.83","165.39","120","194","165","165"
"2006","4","männlich","178.4","177.5","2215","170","174","183","187","195","178.1","178.7","151","208","178","179"
"2006","4","weiblich","165.54","164.5","2205","158","161","170","174","180","165.27","165.81","140","188","165","166"
"2006","5 Einkommensstärkstes Quintil","männlich","179.67","179.5","2126","170","175","184","189","196","179.38","179.96","140","205","180","180"
"2006","5 Einkommensstärkstes Quintil","weiblich","166.39","166.5","2039","158","163","170","175","181","166.12","166.66","139","187","166","167"
"2007","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2007","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2007","2","männlich","","","","","","","","","","","","","",""
"2007","2","weiblich","","","","","","","","","","","","","",""
"2007","3","männlich","","","","","","","","","","","","","",""
"2007","3","weiblich","","","","","","","","","","","","","",""
"2007","4","männlich","","","","","","","","","","","","","",""
"2007","4","weiblich","","","","","","","","","","","","","",""
"2007","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2007","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2008","1 Einkommensschwächstes Quintil","männlich","177.01","177.5","1438","167","172","182","187","195","176.62","177.4","155","202","176","178"
"2008","1 Einkommensschwächstes Quintil","weiblich","164.58","164.5","1880","156","160","169","173","179","164.28","164.88","131","186","165","165"
"2008","2","männlich","176.6","175.5","1869","168","172","181","186","194","176.26","176.94","120","208","176","177"
"2008","2","weiblich","164.42","164.5","2171","156","160","168","173","180","164.14","164.7","140","194","165","165"
"2008","3","männlich","177.87","177.5","1774","169","173","183","187","198","177.5","178.24","82","205","178","178"
"2008","3","weiblich","165.24","164.5","1957","157","160","170","173","183","164.95","165.53","135","196","165","165"
"2008","4","männlich","178.68","178.5","2033","170","174","184","188","196","178.35","179.01","84","208","178","179"
"2008","4","weiblich","165.51","164.5","2060","157","161","170","174","182","165.23","165.79","142","190","165","166"
"2008","5 Einkommensstärkstes Quintil","männlich","179.83","179.5","2071","170","175","185","189","197","179.54","180.12","140","205","180","180"
"2008","5 Einkommensstärkstes Quintil","weiblich","166.76","166.5","2008","160","163","170","175","181","166.49","167.03","127","188","167","168"
"2009","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2009","2","männlich","","","","","","","","","","","","","",""
"2009","2","weiblich","","","","","","","","","","","","","",""
"2009","3","männlich","","","","","","","","","","","","","",""
"2009","3","weiblich","","","","","","","","","","","","","",""
"2009","4","männlich","","","","","","","","","","","","","",""
"2009","4","weiblich","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2010","1 Einkommensschwächstes Quintil","männlich","177.24","177.5","1048","168","172","182","186","195","176.78","177.7","152","200","176","178"
"2010","1 Einkommensschwächstes Quintil","weiblich","164.29","163.5","1338","156","160","168","173","180","163.92","164.66","131","191","164","165"
"2010","2","männlich","176.39","175.5","1517","168","172","181","186","196","176.02","176.76","150","205","176","177"
"2010","2","weiblich","164.35","163.5","1821","156","160","168","173","180","164.04","164.66","101","198","164","165"
"2010","3","männlich","177.52","177.5","1463","168","172","183","187","198","177.12","177.92","82","205","178","178"
"2010","3","weiblich","164.69","164.5","1582","156","160","169","173","180","164.36","165.02","112","186","165","165"
"2010","4","männlich","178.28","177.5","1871","169","174","183","188","195","177.94","178.62","87","210","178","178"
"2010","4","weiblich","165.55","164.5","1929","158","161","170","174","183","165.26","165.84","140","187","165","167"
"2010","5 Einkommensstärkstes Quintil","männlich","179.75","179.5","2001","171","175","185","189","195","179.45","180.05","156","203","179","180"
"2010","5 Einkommensstärkstes Quintil","weiblich","166.66","166.5","2009","158","163","170","175","182","166.39","166.93","130","188","166","167"
"2011","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2011","2","männlich","","","","","","","","","","","","","",""
"2011","2","weiblich","","","","","","","","","","","","","",""
"2011","3","männlich","","","","","","","","","","","","","",""
"2011","3","weiblich","","","","","","","","","","","","","",""
"2011","4","männlich","","","","","","","","","","","","","",""
"2011","4","weiblich","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","männlich","177.05","176.5","1248","168","172","182","186","196","176.63","177.47","150","217","176","178"
"2012","1 Einkommensschwächstes Quintil","weiblich","164.34","164.5","1619","156","160","169","173","180","164.01","164.67","117","186","164","165"
"2012","2","männlich","176.73","175.5","1653","168","172","180","186","194","176.38","177.08","118","201","176","176"
"2012","2","weiblich","164.29","164.5","2085","156","160","168","173","179","164","164.58","143","194","164","165"
"2012","3","männlich","177.52","177.5","1791","168","173","182","187","196","177.18","177.86","150","204","177","178"
"2012","3","weiblich","164.6","164.5","1999","156","160","169","173","180","164.32","164.88","116","187","165","165"
"2012","4","männlich","178.5","177.5","2308","169","174","183","188","196","178.19","178.81","120","205","178","178"
"2012","4","weiblich","165.48","164.5","2449","157","161","170","174","182","165.22","165.74","127","189","165","165"
"2012","5 Einkommensstärkstes Quintil","männlich","179.88","179.5","2625","171","175","184","189","198","179.6","180.16","80","204","180","180"
"2012","5 Einkommensstärkstes Quintil","weiblich","166.34","165.5","2647","159","162","170","174","183","166.1","166.58","139","188","166","167"
"2013","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2013","2","männlich","","","","","","","","","","","","","",""
"2013","2","weiblich","","","","","","","","","","","","","",""
"2013","3","männlich","","","","","","","","","","","","","",""
"2013","3","weiblich","","","","","","","","","","","","","",""
"2013","4","männlich","","","","","","","","","","","","","",""
"2013","4","weiblich","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","männlich","177.79","177.5","1777","168","173","183","188","196","177.42","178.16","116","202","176","178"
"2014","1 Einkommensschwächstes Quintil","weiblich","164.59","164.5","2387","156","160","170","173","181","164.32","164.86","132","187","165","165"
"2014","2","männlich","177.13","176.5","2257","168","172","182","187","196","176.8","177.46","107","217","177","178"
"2014","2","weiblich","164.59","164.5","2944","156","160","169","174","180","164.34","164.84","126","195","165","165"
"2014","3","männlich","177.56","177.5","2176","168","173","183","187","196","177.25","177.87","117","205","178","178"
"2014","3","weiblich","164.53","164.5","2668","156","160","169","173","180","164.27","164.79","116","188","165","165"
"2014","4","männlich","178.34","177.5","2898","170","173","183","188","197","178.07","178.61","120","208","178","178"
"2014","4","weiblich","165.38","164.5","3244","158","160","170","174","182","165.15","165.61","116","190","165","166"
"2014","5 Einkommensstärkstes Quintil","männlich","179.95","179.5","3286","171","175","185","189","198","179.7","180.2","93","205","180","180"
"2014","5 Einkommensstärkstes Quintil","weiblich","166.7","166.5","3359","159","163","170","175","183","166.49","166.91","138","190","167","167"
"2015","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2015","2","männlich","","","","","","","","","","","","","",""
"2015","2","weiblich","","","","","","","","","","","","","",""
"2015","3","männlich","","","","","","","","","","","","","",""
"2015","3","weiblich","","","","","","","","","","","","","",""
"2015","4","männlich","","","","","","","","","","","","","",""
"2015","4","weiblich","","","","","","","","","","","","","",""
"2015","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2015","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2016","1 Einkommensschwächstes Quintil","männlich","177.46","177.5","1399","168","172","182","187","196","177.04","177.88","115","202","176","177"
"2016","1 Einkommensschwächstes Quintil","weiblich","164.7","164.5","1830","155","160","170","174","180","164.38","165.02","116","190","165","165"
"2016","2","männlich","177.27","177.5","1690","168","172","182","186","197","176.92","177.62","150","207","176","178"
"2016","2","weiblich","164.68","164.5","2306","156","160","169","174","180","164.4","164.96","117","190","165","165"
"2016","3","männlich","178.13","177.5","1838","168","173","183","188","196","177.79","178.47","140","220","178","178"
"2016","3","weiblich","164.75","164.5","2309","156","160","169","173","182","164.48","165.02","128","186","165","165"
"2016","4","männlich","178.37","177.5","2741","170","174","183","187","195","178.09","178.65","117","210","178","179"
"2016","4","weiblich","165.32","164.5","3159","157","160","170","174","182","165.09","165.55","145","196","165","166"
"2016","5 Einkommensstärkstes Quintil","männlich","179.89","179.5","3341","171","175","184","190","200","179.65","180.13","153","206","180","180"
"2016","5 Einkommensstärkstes Quintil","weiblich","166.55","166.5","3445","158","163","170","175","183","166.33","166.77","139","190","167","167"
"2017","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2017","2","männlich","","","","","","","","","","","","","",""
"2017","2","weiblich","","","","","","","","","","","","","",""
"2017","3","männlich","","","","","","","","","","","","","",""
"2017","3","weiblich","","","","","","","","","","","","","",""
"2017","4","männlich","","","","","","","","","","","","","",""
"2017","4","weiblich","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2018","1 Einkommensschwächstes Quintil","männlich","177.31","176.5","2737","168","172","182","187","196","177.03","177.59","149","210","175","176"
"2018","1 Einkommensschwächstes Quintil","weiblich","164.39","164.5","2631","155","160","169","174","180","164.12","164.66","115","195","163","164"
"2018","2","männlich","177.09","176.5","1684","168","172","182","187","196","176.72","177.46","150","207","176","177"
"2018","2","weiblich","164.35","164.5","2154","156","160","168","173","182","164.06","164.64","116","190","165","165"
"2018","3","männlich","177.77","177.5","1929","168","173","183","187","196","177.43","178.11","117","210","178","178"
"2018","3","weiblich","164.35","163.5","2329","156","160","169","173","180","164.08","164.62","143","188","165","165"
"2018","4","männlich","178.78","177.5","3049","170","174","184","188","197","178.52","179.04","120","208","178","179"
"2018","4","weiblich","165.26","164.5","3564","157","160","170","174","180","165.04","165.48","105","190","165","166"
"2018","5 Einkommensstärkstes Quintil","männlich","179.96","179.5","4239","171","175","185","190","198","179.74","180.18","153","215","180","180"
"2018","5 Einkommensstärkstes Quintil","weiblich","166.44","166.5","4346","158","162","170","175","183","166.25","166.63","116","190","167","167"
"2019","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2019","2","männlich","","","","","","","","","","","","","",""
"2019","2","weiblich","","","","","","","","","","","","","",""
"2019","3","männlich","","","","","","","","","","","","","",""
"2019","3","weiblich","","","","","","","","","","","","","",""
"2019","4","männlich","","","","","","","","","","","","","",""
"2019","4","weiblich","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","männlich","176.69","175.5","1013","167","170","182","187","196","176.2","177.18","139","203","176","178"
"2020","1 Einkommensschwächstes Quintil","weiblich","164.84","164.5","1239","156","160","170","174","180","164.45","165.23","130","185","164","165"
"2020","2","männlich","178.1","177.5","1286","168","173","183","188","198","177.67","178.53","155","207","177","178"
"2020","2","weiblich","164.3","164.5","1621","155","160","169","173","182","163.97","164.63","140","190","165","165"
"2020","3","männlich","177.51","177.5","1463","168","173","183","188","196","177.11","177.91","140","219","178","178"
"2020","3","weiblich","164.77","164.5","1792","156","160","169","174","182","164.45","165.09","140","189","165","165"
"2020","4","männlich","179.07","178.5","3040","170","174","184","189","200","178.8","179.34","120","210","178","179"
"2020","4","weiblich","165.35","164.5","3421","157","160","170","174","180","165.13","165.57","116","186","165","166"
"2020","5 Einkommensstärkstes Quintil","männlich","179.89","179.5","5457","171","175","185","190","198","179.7","180.08","126","210","180","180"
"2020","5 Einkommensstärkstes Quintil","weiblich","166.45","165.5","5326","158","162","170","175","183","166.28","166.62","144","190","167","167"
