"ple0011","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2012","2","Westdeutschland","","","",""
"Ja","2012","2","Ostdeutschland","","","",""
"Ja","2012","3","Westdeutschland","","","",""
"Ja","2012","3","Ostdeutschland","","","",""
"Ja","2012","4","Westdeutschland","","","",""
"Ja","2012","4","Ostdeutschland","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2012","2","Westdeutschland","","","",""
"Nein","2012","2","Ostdeutschland","","","",""
"Nein","2012","3","Westdeutschland","","","",""
"Nein","2012","3","Ostdeutschland","","","",""
"Nein","2012","4","Westdeutschland","","","",""
"Nein","2012","4","Ostdeutschland","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Westdeutschland","237","0.158929854082403","0.141320769641734","0.176538938523072"
"Ja","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","70","0.104745098114054","0.0831017159053729","0.126388480322736"
"Ja","2013","2","Westdeutschland","229","0.107180180978094","0.0943840383400202","0.119976323616167"
"Ja","2013","2","Ostdeutschland","99","0.106777632744507","0.0877314764807445","0.12582378900827"
"Ja","2013","3","Westdeutschland","248","0.12399149695875","0.11091196198829","0.13707103192921"
"Ja","2013","3","Ostdeutschland","93","0.10953055535098","0.0901450258651053","0.128916084836855"
"Ja","2013","4","Westdeutschland","297","0.093587014995806","0.0839186005941193","0.103255429397493"
"Ja","2013","4","Ostdeutschland","65","0.0685637079182451","0.0526110409100813","0.0845163749264089"
"Ja","2013","5 Einkommensstärkstes Quintil","Westdeutschland","352","0.0764488321412855","0.0687601431318551","0.0841375211507159"
"Ja","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","56","0.0757404298948547","0.05630612753798","0.0951747322517294"
"Nein","2013","1 Einkommensschwächstes Quintil","Westdeutschland","1419","0.841070145917597","0.823461061476928","0.858679230358266"
"Nein","2013","1 Einkommensschwächstes Quintil","Ostdeutschland","699","0.895254901885946","0.873611519677264","0.916898284094627"
"Nein","2013","2","Westdeutschland","2016","0.892819819021906","0.880023676383833","0.90561596165998"
"Nein","2013","2","Ostdeutschland","911","0.893222367255493","0.87417621099173","0.912268523519256"
"Nein","2013","3","Westdeutschland","2191","0.87600850304125","0.86292896807079","0.88908803801171"
"Nein","2013","3","Ostdeutschland","904","0.89046944464902","0.871083915163145","0.909854974134895"
"Nein","2013","4","Westdeutschland","3189","0.906412985004194","0.896744570602507","0.916081399405881"
"Nein","2013","4","Ostdeutschland","899","0.931436292081755","0.915483625073591","0.947388959089919"
"Nein","2013","5 Einkommensstärkstes Quintil","Westdeutschland","4236","0.923551167858714","0.915862478849284","0.931239856868145"
"Nein","2013","5 Einkommensstärkstes Quintil","Ostdeutschland","656","0.924259570105145","0.904825267748271","0.94369387246202"
"Ja","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2014","2","Westdeutschland","","","",""
"Ja","2014","2","Ostdeutschland","","","",""
"Ja","2014","3","Westdeutschland","","","",""
"Ja","2014","3","Ostdeutschland","","","",""
"Ja","2014","4","Westdeutschland","","","",""
"Ja","2014","4","Ostdeutschland","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2014","2","Westdeutschland","","","",""
"Nein","2014","2","Ostdeutschland","","","",""
"Nein","2014","3","Westdeutschland","","","",""
"Nein","2014","3","Ostdeutschland","","","",""
"Nein","2014","4","Westdeutschland","","","",""
"Nein","2014","4","Ostdeutschland","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Westdeutschland","343","0.148921590435227","0.135369482663936","0.162473698206519"
"Ja","2015","1 Einkommensschwächstes Quintil","Ostdeutschland","100","0.146721139162306","0.124005133239739","0.169437145084872"
"Ja","2015","2","Westdeutschland","291","0.0998122180172255","0.0894749627659287","0.110149473268522"
"Ja","2015","2","Ostdeutschland","98","0.105363013838341","0.0868978421741396","0.123828185502542"
"Ja","2015","3","Westdeutschland","313","0.104918805221238","0.0945922617703246","0.115245348672151"
"Ja","2015","3","Ostdeutschland","105","0.0958494874164653","0.0787381828097957","0.112960792023135"
"Ja","2015","4","Westdeutschland","364","0.087660482033016","0.07950226299252","0.095818701073512"
"Ja","2015","4","Ostdeutschland","90","0.0699833081781868","0.0558348382016589","0.0841317781547147"
"Ja","2015","5 Einkommensstärkstes Quintil","Westdeutschland","421","0.0692873191331316","0.0628114315643097","0.0757632067019536"
"Ja","2015","5 Einkommensstärkstes Quintil","Ostdeutschland","59","0.0644311905475654","0.0481447223870898","0.080717658708041"
"Nein","2015","1 Einkommensschwächstes Quintil","Westdeutschland","2308","0.851078409564773","0.837526301793482","0.864630517336064"
"Nein","2015","1 Einkommensschwächstes Quintil","Ostdeutschland","832","0.853278860837694","0.830562854915128","0.875994866760261"
"Nein","2015","2","Westdeutschland","2939","0.900187781982775","0.889850526731478","0.910525037234071"
"Nein","2015","2","Ostdeutschland","964","0.894636986161659","0.876171814497458","0.91310215782586"
"Nein","2015","3","Westdeutschland","3070","0.895081194778762","0.884754651327849","0.905407738229676"
"Nein","2015","3","Ostdeutschland","1032","0.904150512583535","0.887039207976865","0.921261817190204"
"Nein","2015","4","Westdeutschland","4252","0.912339517966984","0.904181298926488","0.92049773700748"
"Nein","2015","4","Ostdeutschland","1159","0.930016691821813","0.915868221845285","0.944165161798341"
"Nein","2015","5 Einkommensstärkstes Quintil","Westdeutschland","5486","0.930712680866868","0.924236793298046","0.93718856843569"
"Nein","2015","5 Einkommensstärkstes Quintil","Ostdeutschland","814","0.935568809452435","0.919282341291959","0.95185527761291"
"Ja","2016","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2016","2","Westdeutschland","","","",""
"Ja","2016","2","Ostdeutschland","","","",""
"Ja","2016","3","Westdeutschland","","","",""
"Ja","2016","3","Ostdeutschland","","","",""
"Ja","2016","4","Westdeutschland","","","",""
"Ja","2016","4","Ostdeutschland","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2016","2","Westdeutschland","","","",""
"Nein","2016","2","Ostdeutschland","","","",""
"Nein","2016","3","Westdeutschland","","","",""
"Nein","2016","3","Ostdeutschland","","","",""
"Nein","2016","4","Westdeutschland","","","",""
"Nein","2016","4","Ostdeutschland","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Westdeutschland","322","0.166975388370018","0.151633094045047","0.18231768269499"
"Ja","2017","1 Einkommensschwächstes Quintil","Ostdeutschland","95","0.136787450622177","0.113410328515975","0.160164572728378"
"Ja","2017","2","Westdeutschland","296","0.111150025992733","0.0998018244706887","0.122498227514777"
"Ja","2017","2","Ostdeutschland","83","0.0917626841327731","0.0739585798621556","0.109566788403391"
"Ja","2017","3","Westdeutschland","298","0.0960950737013385","0.0862305462158618","0.105959601186815"
"Ja","2017","3","Ostdeutschland","113","0.0991882625177761","0.0813693004382589","0.117007224597293"
"Ja","2017","4","Westdeutschland","419","0.0906305806452057","0.0827251951557756","0.0985359661346357"
"Ja","2017","4","Ostdeutschland","98","0.0574637709904431","0.0456469394478451","0.0692806025330412"
"Ja","2017","5 Einkommensstärkstes Quintil","Westdeutschland","559","0.0778150234248322","0.0716475156161499","0.0839825312335144"
"Ja","2017","5 Einkommensstärkstes Quintil","Ostdeutschland","75","0.0741933923102213","0.0592333114535949","0.0891534731668477"
"Nein","2017","1 Einkommensschwächstes Quintil","Westdeutschland","1948","0.833024611629982","0.817682317305011","0.848366905954953"
"Nein","2017","1 Einkommensschwächstes Quintil","Ostdeutschland","735","0.863212549377823","0.839835427271622","0.886589671484025"
"Nein","2017","2","Westdeutschland","2651","0.888849974007267","0.877501772485223","0.900198175529311"
"Nein","2017","2","Ostdeutschland","927","0.908237315867227","0.890433211596609","0.926041420137844"
"Nein","2017","3","Westdeutschland","3131","0.903904926298661","0.894040398813185","0.913769453784138"
"Nein","2017","3","Ostdeutschland","968","0.900811737482224","0.882992775402707","0.918630699561741"
"Nein","2017","4","Westdeutschland","4647","0.909369419354794","0.901464033865364","0.917274804844224"
"Nein","2017","4","Ostdeutschland","1392","0.942536229009557","0.930719397466959","0.954353060552155"
"Nein","2017","5 Einkommensstärkstes Quintil","Westdeutschland","6688","0.922184976575168","0.916017468766486","0.92835248438385"
"Nein","2017","5 Einkommensstärkstes Quintil","Ostdeutschland","1104","0.925806607689779","0.910846526833152","0.940766688546405"
"Ja","2018","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2018","2","Westdeutschland","","","",""
"Ja","2018","2","Ostdeutschland","","","",""
"Ja","2018","3","Westdeutschland","","","",""
"Ja","2018","3","Ostdeutschland","","","",""
"Ja","2018","4","Westdeutschland","","","",""
"Ja","2018","4","Ostdeutschland","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2018","2","Westdeutschland","","","",""
"Nein","2018","2","Ostdeutschland","","","",""
"Nein","2018","3","Westdeutschland","","","",""
"Nein","2018","3","Ostdeutschland","","","",""
"Nein","2018","4","Westdeutschland","","","",""
"Nein","2018","4","Ostdeutschland","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Westdeutschland","229","0.143715593904635","0.126860452724254","0.160570735085016"
"Ja","2019","1 Einkommensschwächstes Quintil","Ostdeutschland","88","0.144479393729401","0.117555018553796","0.171403768905005"
"Ja","2019","2","Westdeutschland","261","0.13541980111169","0.121198988039624","0.149640614183756"
"Ja","2019","2","Ostdeutschland","85","0.123555422289134","0.0996839175877592","0.147426926990509"
"Ja","2019","3","Westdeutschland","269","0.113349242289973","0.101389212698703","0.125309271881243"
"Ja","2019","3","Ostdeutschland","78","0.078689861856288","0.0613288744539035","0.0960508492586725"
"Ja","2019","4","Westdeutschland","424","0.0992306379291504","0.0907059816033103","0.107755294254991"
"Ja","2019","4","Ostdeutschland","102","0.0717982216777864","0.0589795682392302","0.0846168751163426"
"Ja","2019","5 Einkommensstärkstes Quintil","Westdeutschland","678","0.0793221569764561","0.0736982596342343","0.084946054318678"
"Ja","2019","5 Einkommensstärkstes Quintil","Ostdeutschland","104","0.0667933152105477","0.0549357318239744","0.078650898597121"
"Nein","2019","1 Einkommensschwächstes Quintil","Westdeutschland","1435","0.856284406095365","0.839429264914984","0.873139547275746"
"Nein","2019","1 Einkommensschwächstes Quintil","Ostdeutschland","567","0.855520606270599","0.828596231094995","0.882444981446204"
"Nein","2019","2","Westdeutschland","1963","0.86458019888831","0.850359385816244","0.878801011960376"
"Nein","2019","2","Ostdeutschland","645","0.876444577710866","0.852573073009491","0.900316082412241"
"Nein","2019","3","Westdeutschland","2430","0.886650757710027","0.874690728118757","0.898610787301297"
"Nein","2019","3","Ostdeutschland","846","0.921310138143712","0.903949150741328","0.938671125546096"
"Nein","2019","4","Westdeutschland","4301","0.90076936207085","0.892244705745009","0.90929401839669"
"Nein","2019","4","Ostdeutschland","1456","0.928201778322214","0.915383124883657","0.94102043176077"
"Nein","2019","5 Einkommensstärkstes Quintil","Westdeutschland","8192","0.920677843023544","0.915053945681322","0.926301740365766"
"Nein","2019","5 Einkommensstärkstes Quintil","Ostdeutschland","1599","0.933206684789452","0.921349101402879","0.945064268176026"
