year,age_gr,regtyp,region_secnat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,30-45 y.,Urban regions,Southern Europe,0.01023,55,170,-0.00494,0.02541
2019,30-45 y.,Urban regions,Eastern Europe,0.01570,115,170,-0.00304,0.03444
2019,30-45 y.,Rural regions,Eastern Europe,0.00703,34,34,-0.02147,0.03553
2019,46-65 y.,Urban regions,Southern Europe,0.00316,45,157,-0.00565,0.01196
2019,46-65 y.,Urban regions,Eastern Europe,0.01013,112,157,-0.00559,0.02584
2019,46-65 y.,Rural regions,Eastern Europe,0.00996,64,64,-0.01456,0.03448
2019,66 and older,Urban regions,Eastern Europe,0.00903,36,36,-0.02231,0.04038
2020,17-29 y.,Urban regions,Southern Europe,0.00315,47,137,-0.00627,0.01258
2020,17-29 y.,Urban regions,Western Asia,0.00423,38,137,-0.00668,0.01514
2020,17-29 y.,Urban regions,Eastern Europe,0.00381,52,137,-0.00654,0.01416
2020,30-45 y.,Urban regions,Southern Europe,0.00348,61,228,-0.00418,0.01114
2020,30-45 y.,Urban regions,Western Asia,0.00159,36,228,-0.00359,0.00678
2020,30-45 y.,Urban regions,Eastern Europe,0.00631,131,228,-0.00399,0.01661
2020,30-45 y.,Rural regions,Eastern Europe,0.00550,46,46,-0.01611,0.02710
2020,46-65 y.,Urban regions,Southern Europe,0.00415,56,156,-0.00597,0.01427
2020,46-65 y.,Urban regions,Eastern Europe,0.00313,100,156,-0.00566,0.01192
2020,46-65 y.,Rural regions,Eastern Europe,0.00347,53,53,-0.01251,0.01946
2020,66 and older,Urban regions,Eastern Europe,0.00372,39,39,-0.01563,0.02307
2021,17-29 y.,Urban regions,Eastern Europe,0.00396,35,35,-0.01715,0.02507
2021,30-45 y.,Urban regions,Southern Europe,0.00836,50,133,-0.00717,0.02388
2021,30-45 y.,Urban regions,Eastern Europe,0.00911,83,133,-0.00710,0.02532
2021,46-65 y.,Urban regions,Southern Europe,0.00321,33,108,-0.00751,0.01394
2021,46-65 y.,Urban regions,Eastern Europe,0.00546,75,108,-0.00850,0.01942
2021,46-65 y.,Rural regions,Eastern Europe,0.00463,38,38,-0.01724,0.02649
2022,17-29 y.,Urban regions,Southern Europe,0.00434,36,145,-0.00640,0.01508
2022,17-29 y.,Urban regions,Western Asia,0.00924,62,145,-0.00639,0.02487
2022,17-29 y.,Urban regions,Eastern Europe,0.00622,47,145,-0.00662,0.01907
2022,30-45 y.,Urban regions,Southern Europe,0.01002,69,247,-0.00243,0.02246
2022,30-45 y.,Urban regions,Western Asia,0.00370,72,247,-0.00389,0.01129
2022,30-45 y.,Urban regions,Eastern Europe,0.01054,106,247,-0.00222,0.02330
2022,46-65 y.,Urban regions,Southern Europe,0.00584,49,133,-0.00716,0.01883
2022,46-65 y.,Urban regions,Eastern Europe,0.00719,84,133,-0.00722,0.02160
2022,46-65 y.,Rural regions,Eastern Europe,0.00504,40,40,-0.01719,0.02727
2022,66 and older,Urban regions,Eastern Europe,0.00581,32,32,-0.02094,0.03255
