year,migback,sampreg,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,No migration background,West,Somewhat concerned,0.55217,7795,14076,0.54395,0.56039
2015,No migration background,West,Not concerned at all,0.17050,2264,14076,0.16429,0.17672
2015,No migration background,East,Very concerned,0.22847,1073,4810,0.21661,0.24034
2015,No migration background,East,Somewhat concerned,0.54926,2633,4810,0.53520,0.56333
2015,No migration background,East,Not concerned at all,0.22226,1104,4810,0.21051,0.23402
2015,Direct migration background,West,Very concerned,0.25415,969,4120,0.24086,0.26745
2015,Direct migration background,West,Somewhat concerned,0.52443,2201,4120,0.50918,0.53968
2015,Direct migration background,West,Not concerned at all,0.22141,950,4120,0.20873,0.23409
2015,Direct migration background,East,Very concerned,0.22744,55,314,0.18100,0.27388
2015,Direct migration background,East,Somewhat concerned,0.48309,151,314,0.42773,0.53845
2015,Direct migration background,East,Not concerned at all,0.28948,108,314,0.23923,0.33972
2015,Indirect migration background,West,Very concerned,0.25838,420,1444,0.23579,0.28096
2015,Indirect migration background,West,Somewhat concerned,0.51338,712,1444,0.48759,0.53917
2015,Indirect migration background,West,Not concerned at all,0.22824,312,1444,0.20659,0.24990
2015,Indirect migration background,East,Somewhat concerned,0.42398,44,44,0.27627,0.57169
2016,No migration background,West,Very concerned,0.32943,4332,13141,0.32139,0.33747
2016,No migration background,West,Somewhat concerned,0.51861,6977,13141,0.51006,0.52715
2016,No migration background,West,Not concerned at all,0.15196,1832,13141,0.14583,0.15810
2016,No migration background,East,Very concerned,0.26056,1215,4540,0.24779,0.27333
2016,No migration background,East,Somewhat concerned,0.53488,2418,4540,0.52036,0.54939
2016,No migration background,East,Not concerned at all,0.20456,907,4540,0.19283,0.21630
2016,Direct migration background,West,Very concerned,0.27140,1195,4532,0.25845,0.28435
2016,Direct migration background,West,Somewhat concerned,0.51614,2367,4532,0.50159,0.53069
2016,Direct migration background,West,Not concerned at all,0.21246,970,4532,0.20055,0.22437
2016,Direct migration background,East,Very concerned,0.37612,113,370,0.32669,0.42555
2016,Direct migration background,East,Somewhat concerned,0.40636,167,370,0.35624,0.45647
2016,Direct migration background,East,Not concerned at all,0.21752,90,370,0.17543,0.25962
2016,Indirect migration background,West,Very concerned,0.27463,403,1354,0.25085,0.29841
2016,Indirect migration background,West,Somewhat concerned,0.51594,681,1354,0.48931,0.54256
2016,Indirect migration background,West,Not concerned at all,0.20944,270,1354,0.18775,0.23112
2016,Indirect migration background,East,Somewhat concerned,0.54089,50,50,0.40135,0.68042
2017,No migration background,West,Very concerned,0.37274,5686,14919,0.36499,0.38050
2017,No migration background,West,Somewhat concerned,0.50445,7547,14919,0.49643,0.51247
2017,No migration background,West,Not concerned at all,0.12281,1686,14919,0.11754,0.12807
2017,No migration background,East,Very concerned,0.32560,1626,5082,0.31271,0.33848
2017,No migration background,East,Somewhat concerned,0.49295,2579,5082,0.47921,0.50670
2017,No migration background,East,Not concerned at all,0.18145,877,5082,0.17085,0.19205
2017,Direct migration background,West,Very concerned,0.31725,1349,4375,0.30346,0.33104
2017,Direct migration background,West,Somewhat concerned,0.49555,2189,4375,0.48074,0.51037
2017,Direct migration background,West,Not concerned at all,0.18720,837,4375,0.17564,0.19876
2017,Direct migration background,East,Very concerned,0.29212,109,383,0.24652,0.33772
2017,Direct migration background,East,Somewhat concerned,0.47483,178,383,0.42476,0.52491
2017,Direct migration background,East,Not concerned at all,0.23305,96,383,0.19065,0.27544
2017,Indirect migration background,West,Very concerned,0.32854,528,1515,0.30488,0.35220
2017,Indirect migration background,West,Somewhat concerned,0.49051,706,1515,0.46533,0.51569
2017,Indirect migration background,West,Not concerned at all,0.18095,281,1515,0.16156,0.20034
2017,Indirect migration background,East,Somewhat concerned,0.63404,48,48,0.49633,0.77176
2018,No migration background,West,Very concerned,0.36235,5241,14366,0.35449,0.37021
2018,No migration background,West,Somewhat concerned,0.51166,7418,14366,0.50348,0.51983
2018,No migration background,West,Not concerned at all,0.12599,1707,14366,0.12057,0.13142
2018,No migration background,East,Very concerned,0.28744,1457,4986,0.27488,0.30001
2018,No migration background,East,Somewhat concerned,0.52336,2572,4986,0.50950,0.53723
2018,No migration background,East,Not concerned at all,0.18919,957,4986,0.17832,0.20007
2018,Direct migration background,West,Very concerned,0.29556,1147,4201,0.28176,0.30936
2018,Direct migration background,West,Somewhat concerned,0.51808,2169,4201,0.50297,0.53319
2018,Direct migration background,West,Not concerned at all,0.18636,885,4201,0.17459,0.19814
2018,Direct migration background,East,Very concerned,0.32286,101,369,0.27509,0.37063
2018,Direct migration background,East,Somewhat concerned,0.52081,189,369,0.46977,0.57185
2018,Direct migration background,East,Not concerned at all,0.15633,79,369,0.11923,0.19344
2018,Indirect migration background,West,Very concerned,0.30833,476,1497,0.28493,0.33173
2018,Indirect migration background,West,Somewhat concerned,0.51270,748,1497,0.48737,0.53803
2018,Indirect migration background,West,Not concerned at all,0.17897,273,1497,0.15954,0.19839
2018,Indirect migration background,East,Somewhat concerned,0.42242,58,58,0.29418,0.55065
2019,No migration background,Does not apply,Very concerned,0.81182,50,50,0.70238,0.92126
2019,No migration background,West,Very concerned,0.50964,7865,14885,0.50161,0.51767
2019,No migration background,West,Somewhat concerned,0.41267,5945,14885,0.40476,0.42057
2019,No migration background,West,Not concerned at all,0.07769,1075,14885,0.07339,0.08200
2019,No migration background,East,Very concerned,0.43927,2163,5091,0.42563,0.45290
2019,No migration background,East,Somewhat concerned,0.43612,2318,5091,0.42249,0.44974
2019,No migration background,East,Not concerned at all,0.12462,610,5091,0.11554,0.13369
2019,Direct migration background,West,Very concerned,0.41929,1501,3678,0.40334,0.43524
2019,Direct migration background,West,Somewhat concerned,0.45269,1682,3678,0.43660,0.46878
2019,Direct migration background,West,Not concerned at all,0.12802,495,3678,0.11722,0.13882
2019,Direct migration background,East,Very concerned,0.46520,128,310,0.40958,0.52081
2019,Direct migration background,East,Somewhat concerned,0.36745,127,310,0.31369,0.42120
2019,Direct migration background,East,Not concerned at all,0.16735,55,310,0.12573,0.20898
2019,Indirect migration background,West,Very concerned,0.47492,720,1439,0.44911,0.50073
2019,Indirect migration background,West,Somewhat concerned,0.39117,561,1439,0.36594,0.41639
2019,Indirect migration background,West,Not concerned at all,0.13391,158,1439,0.11631,0.15152
2019,Indirect migration background,East,Very concerned,0.50519,56,98,0.40569,0.60469
2019,Indirect migration background,East,Somewhat concerned,0.33798,42,98,0.24384,0.43211
2020,No migration background,West,Very concerned,0.42898,5994,13774,0.42072,0.43725
2020,No migration background,West,Somewhat concerned,0.46554,6445,13774,0.45721,0.47387
2020,No migration background,West,Not concerned at all,0.10548,1335,13774,0.10035,0.11061
2020,No migration background,East,Very concerned,0.36359,1696,4684,0.34981,0.37737
2020,No migration background,East,Somewhat concerned,0.49059,2283,4684,0.47627,0.50491
2020,No migration background,East,Not concerned at all,0.14582,705,4684,0.13571,0.15592
2020,Direct migration background,West,Very concerned,0.36535,1653,5046,0.35207,0.37864
2020,Direct migration background,West,Somewhat concerned,0.47450,2377,5046,0.46072,0.48827
2020,Direct migration background,West,Not concerned at all,0.16015,1016,5046,0.15003,0.17027
2020,Direct migration background,East,Very concerned,0.37748,174,496,0.33478,0.42019
2020,Direct migration background,East,Somewhat concerned,0.41735,228,496,0.37391,0.46079
2020,Direct migration background,East,Not concerned at all,0.20517,94,496,0.16959,0.24074
2020,Indirect migration background,West,Very concerned,0.39995,574,1417,0.37444,0.42547
2020,Indirect migration background,West,Somewhat concerned,0.44400,640,1417,0.41812,0.46988
2020,Indirect migration background,West,Not concerned at all,0.15604,203,1417,0.13714,0.17495
2020,Indirect migration background,East,Very concerned,0.27124,42,97,0.18230,0.36017
2020,Indirect migration background,East,Somewhat concerned,0.49388,55,97,0.39387,0.59389
2021,No migration background,West,Very concerned,0.49430,4968,9879,0.48444,0.50416
2021,No migration background,West,Somewhat concerned,0.41909,4151,9879,0.40936,0.42882
2021,No migration background,West,Not concerned at all,0.08661,760,9879,0.08107,0.09216
2021,No migration background,East,Very concerned,0.39838,1296,3248,0.38154,0.41522
2021,No migration background,East,Somewhat concerned,0.46749,1527,3248,0.45033,0.48465
2021,No migration background,East,Not concerned at all,0.13413,425,3248,0.12241,0.14586
2021,Direct migration background,West,Very concerned,0.43422,1172,2800,0.41586,0.45258
2021,Direct migration background,West,Somewhat concerned,0.44082,1247,2800,0.42242,0.45921
2021,Direct migration background,West,Not concerned at all,0.12496,381,2800,0.11271,0.13722
2021,Direct migration background,East,Very concerned,0.47142,135,278,0.41263,0.53021
2021,Direct migration background,East,Somewhat concerned,0.39931,96,278,0.34163,0.45698
2021,Direct migration background,East,Not concerned at all,0.12927,47,278,0.08976,0.16879
2021,Indirect migration background,West,Very concerned,0.45039,397,847,0.41686,0.48392
2021,Indirect migration background,West,Somewhat concerned,0.41905,358,847,0.38580,0.45230
2021,Indirect migration background,West,Not concerned at all,0.13056,92,847,0.10786,0.15327
2021,Indirect migration background,East,Very concerned,0.30694,33,65,0.19394,0.41994
2021,Indirect migration background,East,Somewhat concerned,0.33456,32,65,0.21896,0.45016
2022,No migration background,West,Very concerned,0.55502,7595,13612,0.54667,0.56337
2022,No migration background,West,Somewhat concerned,0.36291,4935,13612,0.35483,0.37099
2022,No migration background,West,Not concerned at all,0.08207,1082,13612,0.07746,0.08668
2022,No migration background,East,Very concerned,0.45431,2019,4641,0.43999,0.46864
2022,No migration background,East,Somewhat concerned,0.41721,1975,4641,0.40303,0.43140
2022,No migration background,East,Not concerned at all,0.12847,647,4641,0.11884,0.13810
2022,Direct migration background,West,Very concerned,0.41982,2419,5546,0.40683,0.43281
2022,Direct migration background,West,Somewhat concerned,0.42049,2277,5546,0.40750,0.43348
2022,Direct migration background,West,Not concerned at all,0.15969,850,5546,0.15005,0.16934
2022,Direct migration background,East,Very concerned,0.44736,341,760,0.41199,0.48274
2022,Direct migration background,East,Somewhat concerned,0.38767,322,760,0.35301,0.42233
2022,Direct migration background,East,Not concerned at all,0.16496,97,760,0.13856,0.19137
2022,Indirect migration background,West,Very concerned,0.49974,678,1287,0.47241,0.52706
2022,Indirect migration background,West,Somewhat concerned,0.36530,454,1287,0.33898,0.39161
2022,Indirect migration background,West,Not concerned at all,0.13497,155,1287,0.11629,0.15364
2022,Indirect migration background,East,Very concerned,0.51222,64,139,0.42882,0.59562
2022,Indirect migration background,East,Somewhat concerned,0.42687,75,139,0.34434,0.50939
