syear,sampreg,sex,plh0037,proportion,n,lower_confidence,upper_confidence
2012,East,female,2.0,0.06910768626681064,28166,0.0661455407981427,0.0720698317354786
2012,East,male,2.0,0.05904584274074801,28166,0.05629305719444672,0.0617986282870493
2012,West,female,3.0,0.053106900952193975,28166,0.05048799779587022,0.05572580410851773
2012,East,female,1.0,0.031608913320899185,28166,0.02956565320200142,0.03365217343979695
2012,East,male,3.0,0.029302051634436044,28166,0.02733242207031172,0.031271681198560365
2012,East,male,1.0,0.023853931481299696,28166,0.022071836396638136,0.025636026565961256
2012,East,female,3.0,0.023804849317757927,28166,0.022024543851752773,0.02558515478376308
2013,West,female,2.0,0.2242831254663682,31177,0.21965304190396298,0.2289132090287734
2013,West,male,2.0,0.189585332054152,31177,0.18523427354760166,0.19393639056070236
2013,West,female,1.0,0.11875066624027289,31177,0.1151597412106121,0.12234159126993369
2013,West,male,1.0,0.08570514870482891,31177,0.0825978321178925,0.08881246529176533
2013,West,male,3.0,0.08144121095832,31177,0.07840512194896873,0.08447729996767128
2013,East,female,2.0,0.07008847670824006,31177,0.06725458640491186,0.07292236701156826
2013,West,female,3.0,0.06331947553565719,31177,0.06061611910808472,0.06602283196322965
2013,East,male,2.0,0.05745656113420744,31177,0.05487335292722778,0.0600397693411871
2013,East,male,3.0,0.032032832320648116,31177,0.03007819181893663,0.0339874728223596
2013,East,female,1.0,0.030220658778381836,31177,0.028320336159450437,0.03212098139731323
2013,East,female,3.0,0.024730838929751624,31177,0.023006905147664625,0.026454772711838624
2013,East,male,1.0,0.02238567316917173,31177,0.020743542289205382,0.02402780404913808
2014,West,female,2.0,0.23247177658942364,27654,0.22749315192261685,0.23745040125623043
2014,West,male,2.0,0.18887403446226975,27654,0.18426078040069294,0.19348728852384656
2014,West,female,1.0,0.13335561497326204,27654,0.12934876382367055,0.13736246612285352
2014,West,male,1.0,0.09451128936423055,27654,0.0910633433591984,0.0979592353692627
2014,West,male,3.0,0.08192216280451575,27654,0.07868981899421633,0.08515450661481518
2014,West,female,3.0,0.0625,27654,0.05964699364541974,0.06535300635458026
2014,East,female,2.0,0.0619058229352347,27654,0.05906551084263343,0.06474613502783597
2014,East,male,2.0,0.046977124183006536,27654,0.04448326476444617,0.049470983601566904
2014,East,female,1.0,0.028669043374925728,27654,0.026702211182833124,0.03063587556701833
2014,East,male,3.0,0.02755496137849079,27654,0.02562561800450231,0.02948430475247927
2014,East,female,3.0,0.021687462863933454,27654,0.019970660605708856,0.02340426512215805
2014,East,male,1.0,0.019570707070707072,27654,0.017938074374858302,0.02120333976655584
2015,West,female,2.0,0.23645141822570911,27342,0.2314149020755295,0.24148793437588872
2015,West,male,2.0,0.1943673305169986,27342,0.1896768093360648,0.1990578516979324
2015,West,female,1.0,0.1291490645745323,27342,0.12517386922494148,0.1331242599241231
2015,West,male,1.0,0.0883524441762221,27342,0.08498838441710885,0.09171650393533534
2015,West,male,3.0,0.07934017300341983,27342,0.07613658174457953,0.08254376426226014
2015,East,female,2.0,0.06421243210621605,27342,0.06130681002510225,0.06711805418732986
2015,West,female,3.0,0.06252263126131563,27342,0.059652908439171454,0.06539235408345981
2015,East,male,2.0,0.04956749145041239,27342,0.04699472689861586,0.05214025600220892
2015,East,male,3.0,0.02715751357875679,27342,0.025230844182089568,0.029084182975424012
2015,East,female,1.0,0.02703681351840676,27342,0.025114311126258535,0.02895931591055498
2015,East,female,3.0,0.022651377992355663,27342,0.020887725574692116,0.02441503041001921
2015,East,male,1.0,0.019191309595654796,27342,0.017565066782594976,0.020817552408714617
2016,West,female,2.0,0.22709494882250145,27798,0.22216983687888553,0.23202006076611736
2016,West,male,2.0,0.19002246817009236,27798,0.18541047920539008,0.19463445713479463
2016,West,female,1.0,0.14483648165099441,27798,0.14069922119716294,0.1489737421048259
2016,West,male,1.0,0.1018973121411334,27798,0.09834105088555115,0.10545357339671566
2016,West,male,3.0,0.0713156361820754,27798,0.06829028535921541,0.07434098700493538
2016,East,female,2.0,0.0625780144794874,27798,0.05973075037353054,0.06542527858544425
2016,West,female,3.0,0.05650328701006907,27798,0.05378899637450405,0.05921757764563409
2016,East,male,2.0,0.04705833402679537,27798,0.044568899387627064,0.04954776866596368
2016,East,female,1.0,0.032537238911541984,27798,0.030451515226628395,0.03462296259645557
2016,East,male,3.0,0.023841224931347257,27798,0.02204783878750563,0.025634611075188884
2016,East,male,1.0,0.023633186319380876,27798,0.021847451609388387,0.025418921029373365
2016,East,female,3.0,0.01868186735458101,27798,0.017090155869297782,0.02027357883986424
2017,West,female,2.0,0.2120890371999545,31140,0.2075486337068041,0.2166294406931049
2017,West,male,2.0,0.18387622767433923,31140,0.17957356227509785,0.1881788930735806
2017,West,female,1.0,0.1665086648212051,31140,0.1623709006847961,0.17064642895761412
2017,West,male,1.0,0.12028364491297258,31140,0.1166706163886883,0.12389667343725687
2017,West,male,3.0,0.06048310644268325,31140,0.05783542270255073,0.06313079018281578
2017,East,female,2.0,0.05851124341132304,31140,0.05590434564538268,0.061118141177263406
2017,East,male,2.0,0.04785559895339578,31140,0.04548469176014824,0.05022650614664332
2017,West,female,3.0,0.045845815479124793,31140,0.04352277970465865,0.04816885125359094
2017,East,female,1.0,0.038906374426453304,31140,0.036758593423879514,0.041054155429027094
2017,East,male,1.0,0.028023207311061393,31140,0.026190117958250336,0.02985629666387245
2017,East,male,3.0,0.02134920935876531,31140,0.01974374177552807,0.02295467694200255
2017,East,female,3.0,0.0162678700087217,31140,0.014862791658609018,0.017672948358834383
2018,West,female,2.0,0.21826655700466063,29779,0.21357492477285217,0.2229581892364691
2018,West,male,2.0,0.18650374025770572,29779,0.18207966435282477,0.19092781616258667
2018,West,female,1.0,0.15583754357106488,29779,0.15171799070908526,0.1599570964330445
2018,West,male,1.0,0.11299103121450672,29779,0.10939530175553198,0.11658676067348146
2018,West,male,3.0,0.06254650844005796,29779,0.05979622523088739,0.06529679164922854
2018,East,female,2.0,0.06097990835389496,29779,0.05826201856188426,0.06369779814590566
2018,West,female,3.0,0.04966122273136725,29779,0.047193769408310014,0.052128676054424485
2018,East,male,2.0,0.0494262327184428,29779,0.04696431981920198,0.051888145617683616
2018,East,female,1.0,0.035953471977440955,29779,0.033838909936021996,0.038068034018859914
2018,East,male,1.0,0.02624055144323033,29779,0.02442498002343489,0.028056122863025768
2018,East,male,3.0,0.02295069126228802,29779,0.021249876006125608,0.024651506518450432
2018,East,female,3.0,0.018642541025339757,29779,0.017106272319002476,0.020178809731677037
2019,West,female,1.0,0.2223398001175779,29565,0.21759988383158907,0.22707971640356672
2019,West,male,1.0,0.17287869880462473,29565,0.16856825016193397,0.17718914744731548
2019,West,female,2.0,0.1604546345287086,29565,0.1562708881757126,0.16463838088170457
2019,West,male,2.0,0.1604154418969234,29565,0.15623210889366412,0.16459877490018265
2019,East,female,1.0,0.05165588869292573,29565,0.049132930672192245,0.05417884671365921
2019,East,female,2.0,0.05122476974328826,29565,0.04871179105126732,0.0537377484353092
2019,East,male,2.0,0.04620811287477954,29565,0.04381505579341267,0.04860116995614642
2019,West,male,3.0,0.040995492847344696,29565,0.03873529992947843,0.04325568576521096
2019,East,male,1.0,0.04029002547521066,29565,0.03804854012398185,0.042531510826439474
2019,West,female,3.0,0.026729374877523027,29565,0.02489081262824775,0.028567937126798303
2019,East,male,3.0,0.016500097981579462,29565,0.01504799454990664,0.017952201413252284
2019,East,female,3.0,0.010307662159514012,29565,0.009156338785890183,0.01145898553313784
2020,West,female,2.0,0.19261058652979665,29899,0.1881405678095195,0.19708060525007381
2020,West,female,1.0,0.18113074481839908,29899,0.17676527380297002,0.18549621583382814
2020,West,male,2.0,0.17803549739450691,29899,0.17369931469735936,0.18237168009165447
2020,West,male,1.0,0.14085334796066293,29899,0.13691018271006206,0.1447965132112638
2020,West,male,3.0,0.060416095286604236,29899,0.05771542323121529,0.06311676734199319
2020,East,female,2.0,0.052188222387650356,29899,0.049667209635816154,0.05470923513948456
2020,East,male,2.0,0.048309368021000665,29899,0.045878892143858076,0.050739843898143254
2020,East,female,1.0,0.04254985699173295,29899,0.0402619683811622,0.0448377456023037
2020,West,female,3.0,0.03965051130353015,29899,0.037438604672823346,0.04186241793423696
2020,East,male,1.0,0.03228460604160953,29899,0.030281060077470164,0.03428815200574889
2020,East,male,3.0,0.018218861419112175,29899,0.016702873647436514,0.019734849190787836
2020,East,female,3.0,0.01375230184539435,29899,0.012432196957627945,0.015072406733160754
2021,West,female,1.0,0.21282186022070415,19931,0.20713940323709853,0.21850431720430977
2021,West,female,2.0,0.1746365387983885,19931,0.16936567609427747,0.17990740150249954
2021,West,male,1.0,0.16868102995270626,19931,0.16348216550200045,0.17387989440341206
2021,West,male,2.0,0.16132422490803994,19931,0.15621754813883856,0.1664309016772413
2021,East,female,2.0,0.05295731885327261,19931,0.04984818587344202,0.056066451833103194
2021,East,female,1.0,0.046301161908098326,19931,0.04338378125647199,0.04921854255972466
2021,East,male,2.0,0.04367373153500321,19931,0.040836435053827905,0.04651102801617851
2021,West,male,3.0,0.042214047994394814,19931,0.03942244112709134,0.04500565486169829
2021,East,male,1.0,0.03906113154668068,19931,0.036371382161380236,0.04175088093198112
2021,West,female,3.0,0.02977754422841128,19931,0.02741776362509246,0.032137324831730096
2021,East,male,3.0,0.015239096163951655,19931,0.013538361628296941,0.01693983069960637
2021,East,female,3.0,0.013312313890348572,19931,0.011721174762908152,0.014903453017788991
