year,age_gr,sex,plh0037,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2012,66 and older,male,Not concerned at all,0.21171,523,20374,0.21141,0.21202
2012,66 and older,female,Very concerned,0.30738,781,20374,0.30708,0.30768
2012,66 and older,female,Somewhat concerned,0.54628,1456,20374,0.54595,0.54660
2012,66 and older,female,Not concerned at all,0.14635,402,20374,0.14611,0.14658
2013,17-29 y.,male,Very concerned,0.18687,243,18762,0.18649,0.18724
2013,17-29 y.,male,Somewhat concerned,0.45675,565,18762,0.45627,0.45723
2013,17-29 y.,male,Not concerned at all,0.35638,415,18762,0.35592,0.35685
2013,17-29 y.,female,Very concerned,0.28129,362,18762,0.28084,0.28175
2013,17-29 y.,female,Somewhat concerned,0.51218,685,18762,0.51167,0.51268
2013,17-29 y.,female,Not concerned at all,0.20653,250,18762,0.20612,0.20694
2013,30-45 y.,male,Very concerned,0.23054,403,18762,0.23020,0.23088
2013,30-45 y.,male,Somewhat concerned,0.51494,976,18762,0.51453,0.51534
2013,30-45 y.,male,Not concerned at all,0.25452,430,18762,0.25416,0.25487
2013,30-45 y.,female,Very concerned,0.27358,625,18762,0.27320,0.27396
2013,30-45 y.,female,Somewhat concerned,0.56829,1252,18762,0.56787,0.56871
2013,30-45 y.,female,Not concerned at all,0.15813,370,18762,0.15782,0.15844
2013,46-65 y.,male,Very concerned,0.24381,806,18762,0.24355,0.24407
2013,46-65 y.,male,Somewhat concerned,0.53862,1835,18762,0.53831,0.53892
2013,46-65 y.,male,Not concerned at all,0.21757,747,18762,0.21733,0.21782
2013,46-65 y.,female,Very concerned,0.29248,1132,18762,0.29221,0.29275
2013,46-65 y.,female,Somewhat concerned,0.57684,2233,18762,0.57654,0.57713
2013,46-65 y.,female,Not concerned at all,0.13068,545,18762,0.13048,0.13088
2013,66 and older,male,Very concerned,0.24736,576,18762,0.24705,0.24768
2013,66 and older,male,Somewhat concerned,0.52298,1259,18762,0.52261,0.52335
2013,66 and older,male,Not concerned at all,0.22965,537,18762,0.22934,0.22996
2013,66 and older,female,Very concerned,0.27057,676,18762,0.27028,0.27086
2013,66 and older,female,Somewhat concerned,0.53739,1353,18762,0.53706,0.53772
2013,66 and older,female,Not concerned at all,0.19204,487,18762,0.19178,0.19230
2014,17-29 y.,male,Very concerned,0.18849,409,26928,0.18817,0.18882
2014,17-29 y.,male,Somewhat concerned,0.49412,961,26928,0.49371,0.49454
2014,17-29 y.,male,Not concerned at all,0.31738,666,26928,0.31700,0.31777
2014,17-29 y.,female,Very concerned,0.27739,641,26928,0.27700,0.27777
2014,17-29 y.,female,Somewhat concerned,0.52656,1141,26928,0.52614,0.52699
2014,17-29 y.,female,Not concerned at all,0.19605,450,26928,0.19571,0.19639
2014,30-45 y.,male,Very concerned,0.24843,887,26928,0.24813,0.24872
2014,30-45 y.,male,Somewhat concerned,0.51331,1830,26928,0.51296,0.51365
2014,30-45 y.,male,Not concerned at all,0.23827,869,26928,0.23797,0.23856
2014,30-45 y.,female,Very concerned,0.28641,1381,26928,0.28610,0.28672
2014,30-45 y.,female,Somewhat concerned,0.55583,2739,26928,0.55548,0.55617
2014,30-45 y.,female,Not concerned at all,0.15776,772,26928,0.15751,0.15801
2014,46-65 y.,male,Very concerned,0.24520,1107,26928,0.24495,0.24544
2014,46-65 y.,male,Somewhat concerned,0.53443,2302,26928,0.53415,0.53472
2014,46-65 y.,male,Not concerned at all,0.22037,926,26928,0.22013,0.22061
2014,46-65 y.,female,Very concerned,0.30819,1545,26928,0.30792,0.30845
2014,46-65 y.,female,Somewhat concerned,0.55292,2704,26928,0.55264,0.55320
2014,46-65 y.,female,Not concerned at all,0.13889,686,26928,0.13870,0.13909
2014,66 and older,male,Very concerned,0.27896,669,26928,0.27863,0.27928
2014,66 and older,male,Somewhat concerned,0.51839,1258,26928,0.51802,0.51875
2014,66 and older,male,Not concerned at all,0.20266,487,26928,0.20236,0.20295
2014,66 and older,female,Very concerned,0.32129,796,26928,0.32099,0.32160
2014,66 and older,female,Somewhat concerned,0.53448,1343,26928,0.53415,0.53480
2014,66 and older,female,Not concerned at all,0.14423,359,26928,0.14400,0.14446
2015,17-29 y.,male,Very concerned,0.21260,387,24855,0.21226,0.21295
2015,17-29 y.,male,Somewhat concerned,0.46680,888,24855,0.46638,0.46723
2015,17-29 y.,male,Not concerned at all,0.32059,589,24855,0.32019,0.32099
2015,17-29 y.,female,Very concerned,0.25571,568,24855,0.25531,0.25610
2015,17-29 y.,female,Somewhat concerned,0.52953,1030,24855,0.52908,0.52997
2015,17-29 y.,female,Not concerned at all,0.21477,420,24855,0.21440,0.21514
2015,30-45 y.,male,Very concerned,0.20328,639,24855,0.20300,0.20357
2015,30-45 y.,male,Somewhat concerned,0.54871,1637,24855,0.54836,0.54906
2015,30-45 y.,male,Not concerned at all,0.24800,755,24855,0.24770,0.24831
2015,30-45 y.,female,Very concerned,0.27110,1127,24855,0.27078,0.27141
2015,30-45 y.,female,Somewhat concerned,0.57396,2451,24855,0.57361,0.57431
2015,30-45 y.,female,Not concerned at all,0.15494,697,24855,0.15469,0.15520
2015,46-65 y.,male,Very concerned,0.25127,1026,24855,0.25102,0.25151
2015,46-65 y.,male,Somewhat concerned,0.55009,2253,24855,0.54981,0.55038
2015,46-65 y.,male,Not concerned at all,0.19864,846,24855,0.19842,0.19887
2015,46-65 y.,female,Very concerned,0.30405,1421,24855,0.30379,0.30431
2015,46-65 y.,female,Somewhat concerned,0.56480,2648,24855,0.56452,0.56508
2015,46-65 y.,female,Not concerned at all,0.13115,635,24855,0.13096,0.13134
2015,66 and older,male,Very concerned,0.25612,621,24855,0.25581,0.25644
2015,66 and older,male,Somewhat concerned,0.54866,1285,24855,0.54830,0.54902
2015,66 and older,male,Not concerned at all,0.19522,457,24855,0.19493,0.19550
2015,66 and older,female,Very concerned,0.31423,766,24855,0.31393,0.31453
2015,66 and older,female,Somewhat concerned,0.54408,1344,24855,0.54376,0.54441
2015,66 and older,female,Not concerned at all,0.14169,365,24855,0.14146,0.14191
2016,17-29 y.,male,Very concerned,0.22587,386,24034,0.22552,0.22622
2016,17-29 y.,male,Somewhat concerned,0.50356,898,24034,0.50315,0.50398
2016,17-29 y.,male,Not concerned at all,0.27057,509,24034,0.27020,0.27093
2016,17-29 y.,female,Very concerned,0.28658,598,24034,0.28619,0.28697
2016,17-29 y.,female,Somewhat concerned,0.53107,1014,24034,0.53064,0.53150
2016,17-29 y.,female,Not concerned at all,0.18235,367,24034,0.18201,0.18268
2016,30-45 y.,male,Very concerned,0.25060,732,24034,0.25031,0.25090
2016,30-45 y.,male,Somewhat concerned,0.50184,1549,24034,0.50150,0.50219
2016,30-45 y.,male,Not concerned at all,0.24755,675,24034,0.24726,0.24785
2016,30-45 y.,female,Very concerned,0.30945,1192,24034,0.30913,0.30978
2016,30-45 y.,female,Somewhat concerned,0.52811,2266,24034,0.52776,0.52845
2016,30-45 y.,female,Not concerned at all,0.16244,601,24034,0.16218,0.16270
2016,46-65 y.,male,Very concerned,0.30438,1172,24034,0.30412,0.30464
2016,46-65 y.,male,Somewhat concerned,0.50975,2055,24034,0.50946,0.51003
2016,46-65 y.,male,Not concerned at all,0.18587,727,24034,0.18565,0.18609
2016,46-65 y.,female,Very concerned,0.33759,1581,24034,0.33733,0.33785
2016,46-65 y.,female,Somewhat concerned,0.54816,2481,24034,0.54788,0.54844
2016,46-65 y.,female,Not concerned at all,0.11425,548,24034,0.11407,0.11443
2016,66 and older,male,Very concerned,0.31332,727,24034,0.31298,0.31366
2016,66 and older,male,Somewhat concerned,0.52060,1196,24034,0.52023,0.52096
2016,66 and older,male,Not concerned at all,0.16609,376,24034,0.16581,0.16636
2016,66 and older,female,Very concerned,0.36969,892,24034,0.36938,0.37001
2016,66 and older,female,Somewhat concerned,0.50984,1201,24034,0.50951,0.51016
2016,66 and older,female,Not concerned at all,0.12047,291,24034,0.12026,0.12068
2017,17-29 y.,male,Very concerned,0.28671,615,26371,0.28633,0.28709
2017,17-29 y.,male,Somewhat concerned,0.49102,1007,26371,0.49060,0.49144
2017,17-29 y.,male,Not concerned at all,0.22227,489,26371,0.22192,0.22261
2017,17-29 y.,female,Very concerned,0.35746,817,26371,0.35704,0.35787
2017,17-29 y.,female,Somewhat concerned,0.49403,1058,26371,0.49360,0.49447
2017,17-29 y.,female,Not concerned at all,0.14851,325,26371,0.14820,0.14882
2017,30-45 y.,male,Very concerned,0.28437,877,26371,0.28406,0.28468
2017,30-45 y.,male,Somewhat concerned,0.50998,1555,26371,0.50964,0.51033
2017,30-45 y.,male,Not concerned at all,0.20565,607,26371,0.20537,0.20593
2017,30-45 y.,female,Very concerned,0.35854,1440,26371,0.35821,0.35887
2017,30-45 y.,female,Somewhat concerned,0.50948,2230,26371,0.50913,0.50982
2017,30-45 y.,female,Not concerned at all,0.13199,511,26371,0.13175,0.13222
2017,46-65 y.,male,Very concerned,0.32870,1523,26371,0.32844,0.32897
2017,46-65 y.,male,Somewhat concerned,0.51829,2364,26371,0.51801,0.51857
2017,46-65 y.,male,Not concerned at all,0.15301,707,26371,0.15280,0.15321
2017,46-65 y.,female,Very concerned,0.40405,2155,26371,0.40378,0.40432
2017,46-65 y.,female,Somewhat concerned,0.49249,2624,26371,0.49221,0.49277
2017,46-65 y.,female,Not concerned at all,0.10346,548,26371,0.10329,0.10363
2017,66 and older,male,Very concerned,0.36941,896,26371,0.36906,0.36975
2017,66 and older,male,Somewhat concerned,0.48422,1185,26371,0.48386,0.48458
2017,66 and older,male,Not concerned at all,0.14637,355,26371,0.14612,0.14663
2017,66 and older,female,Very concerned,0.40100,1005,26371,0.40068,0.40131
2017,66 and older,female,Somewhat concerned,0.49566,1224,26371,0.49534,0.49599
2017,66 and older,female,Not concerned at all,0.10334,254,26371,0.10314,0.10354
2018,17-29 y.,male,Very concerned,0.29589,592,25533,0.29551,0.29627
2018,17-29 y.,male,Somewhat concerned,0.46377,994,25533,0.46335,0.46418
2018,17-29 y.,male,Not concerned at all,0.24034,503,25533,0.23999,0.24070
2018,17-29 y.,female,Very concerned,0.35047,778,25533,0.35005,0.35088
2018,17-29 y.,female,Somewhat concerned,0.49328,1029,25533,0.49285,0.49372
2018,17-29 y.,female,Not concerned at all,0.15625,353,25533,0.15593,0.15656
2018,30-45 y.,male,Very concerned,0.28332,760,25533,0.28301,0.28363
2018,30-45 y.,male,Somewhat concerned,0.52121,1439,25533,0.52087,0.52155
2018,30-45 y.,male,Not concerned at all,0.19547,589,25533,0.19520,0.19575
2018,30-45 y.,female,Very concerned,0.30891,1187,25533,0.30859,0.30923
2018,30-45 y.,female,Somewhat concerned,0.54972,2175,25533,0.54937,0.55006
2018,30-45 y.,female,Not concerned at all,0.14137,557,25533,0.14113,0.14161
2018,46-65 y.,male,Very concerned,0.31113,1362,25533,0.31087,0.31139
2018,46-65 y.,male,Somewhat concerned,0.52793,2351,25533,0.52765,0.52821
2018,46-65 y.,male,Not concerned at all,0.16094,736,25533,0.16073,0.16114
2018,46-65 y.,female,Very concerned,0.37975,1952,25533,0.37948,0.38002
2018,46-65 y.,female,Somewhat concerned,0.52105,2660,25533,0.52077,0.52133
2018,46-65 y.,female,Not concerned at all,0.09920,551,25533,0.09904,0.09937
2018,66 and older,male,Very concerned,0.34582,841,25533,0.34548,0.34616
2018,66 and older,male,Somewhat concerned,0.50893,1240,25533,0.50857,0.50929
2018,66 and older,male,Not concerned at all,0.14525,355,25533,0.14500,0.14550
2018,66 and older,female,Very concerned,0.38927,980,25533,0.38896,0.38959
2018,66 and older,female,Somewhat concerned,0.50416,1266,25533,0.50384,0.50448
2018,66 and older,female,Not concerned at all,0.10657,283,25533,0.10637,0.10677
2019,17-29 y.,male,Very concerned,0.43740,835,25588,0.43697,0.43782
2019,17-29 y.,male,Somewhat concerned,0.42544,750,25588,0.42502,0.42587
2019,17-29 y.,male,Not concerned at all,0.13716,261,25588,0.13686,0.13745
2019,17-29 y.,female,Very concerned,0.54055,1097,25588,0.54012,0.54099
2019,17-29 y.,female,Somewhat concerned,0.37315,713,25588,0.37273,0.37357
2019,17-29 y.,female,Not concerned at all,0.08629,150,25588,0.08605,0.08654
2019,30-45 y.,male,Very concerned,0.39771,1077,25588,0.39738,0.39804
2019,30-45 y.,male,Somewhat concerned,0.45506,1236,25588,0.45472,0.45540
2019,30-45 y.,male,Not concerned at all,0.14723,375,25588,0.14699,0.14747
2019,30-45 y.,female,Very concerned,0.46664,1674,25588,0.46629,0.46698
2019,30-45 y.,female,Somewhat concerned,0.44799,1604,25588,0.44765,0.44834
2019,30-45 y.,female,Not concerned at all,0.08537,291,25588,0.08518,0.08556
2019,46-65 y.,male,Very concerned,0.46298,2345,25588,0.46270,0.46326
2019,46-65 y.,male,Somewhat concerned,0.43398,2178,25588,0.43370,0.43426
2019,46-65 y.,male,Not concerned at all,0.10304,543,25588,0.10287,0.10321
2019,46-65 y.,female,Very concerned,0.53673,2879,25588,0.53645,0.53701
2019,46-65 y.,female,Somewhat concerned,0.39870,2090,25588,0.39843,0.39898
2019,46-65 y.,female,Not concerned at all,0.06457,337,25588,0.06443,0.06471
2019,66 and older,male,Very concerned,0.45071,1206,25588,0.45035,0.45106
2019,66 and older,male,Somewhat concerned,0.43449,1119,25588,0.43414,0.43485
2019,66 and older,male,Not concerned at all,0.11480,289,25588,0.11457,0.11503
2019,66 and older,female,Very concerned,0.54100,1370,25588,0.54068,0.54132
2019,66 and older,female,Somewhat concerned,0.39138,1000,25588,0.39106,0.39169
2019,66 and older,female,Not concerned at all,0.06762,169,25588,0.06746,0.06779
2020,17-29 y.,male,Very concerned,0.39003,754,25523,0.38962,0.39045
2020,17-29 y.,male,Somewhat concerned,0.44637,910,25523,0.44595,0.44680
2020,17-29 y.,male,Not concerned at all,0.16359,432,25523,0.16328,0.16391
2020,17-29 y.,female,Very concerned,0.46466,974,25523,0.46422,0.46510
2020,17-29 y.,female,Somewhat concerned,0.42311,947,25523,0.42267,0.42354
2020,17-29 y.,female,Not concerned at all,0.11223,285,25523,0.11195,0.11251
2020,30-45 y.,male,Very concerned,0.33698,987,25523,0.33666,0.33730
2020,30-45 y.,male,Somewhat concerned,0.48954,1434,25523,0.48920,0.48988
2020,30-45 y.,male,Not concerned at all,0.17348,591,25523,0.17323,0.17374
2020,30-45 y.,female,Very concerned,0.37809,1337,25523,0.37776,0.37843
2020,30-45 y.,female,Somewhat concerned,0.50388,1799,25523,0.50354,0.50422
2020,30-45 y.,female,Not concerned at all,0.11803,450,25523,0.11781,0.11825
2020,46-65 y.,male,Very concerned,0.38254,1740,25523,0.38226,0.38281
2020,46-65 y.,male,Somewhat concerned,0.47462,2259,25523,0.47434,0.47490
2020,46-65 y.,male,Not concerned at all,0.14285,673,25523,0.14265,0.14304
2020,46-65 y.,female,Very concerned,0.44019,2271,25523,0.43991,0.44047
2020,46-65 y.,female,Somewhat concerned,0.47470,2388,25523,0.47442,0.47498
2020,46-65 y.,female,Not concerned at all,0.08511,440,25523,0.08495,0.08527
2020,66 and older,male,Very concerned,0.39544,938,25523,0.39509,0.39579
2020,66 and older,male,Somewhat concerned,0.46665,1174,25523,0.46630,0.46701
2020,66 and older,male,Not concerned at all,0.13791,311,25523,0.13766,0.13815
2020,66 and older,female,Very concerned,0.47083,1127,25523,0.47051,0.47115
2020,66 and older,female,Somewhat concerned,0.44940,1114,25523,0.44908,0.44972
2020,66 and older,female,Not concerned at all,0.07977,188,25523,0.07959,0.07994
2021,17-29 y.,male,Very concerned,0.44644,590,17127,0.44601,0.44686
2021,17-29 y.,male,Somewhat concerned,0.40872,516,17127,0.40830,0.40914
2021,17-29 y.,male,Not concerned at all,0.14485,203,17127,0.14454,0.14515
2021,17-29 y.,female,Very concerned,0.55074,718,17127,0.55030,0.55118
2021,17-29 y.,female,Somewhat concerned,0.36933,541,17127,0.36891,0.36976
2021,17-29 y.,female,Not concerned at all,0.07993,120,17127,0.07969,0.08017
2021,30-45 y.,male,Very concerned,0.38554,738,17127,0.38521,0.38586
2021,30-45 y.,male,Somewhat concerned,0.45257,815,17127,0.45223,0.45290
2021,30-45 y.,male,Not concerned at all,0.16190,277,17127,0.16165,0.16214
2021,30-45 y.,female,Very concerned,0.42552,976,17127,0.42518,0.42585
2021,30-45 y.,female,Somewhat concerned,0.45944,1086,17127,0.45910,0.45977
2021,30-45 y.,female,Not concerned at all,0.11505,244,17127,0.11483,0.11526
2021,46-65 y.,male,Very concerned,0.42540,1403,17127,0.42512,0.42568
2021,46-65 y.,male,Somewhat concerned,0.46323,1410,17127,0.46295,0.46351
2021,46-65 y.,male,Not concerned at all,0.11137,338,17127,0.11119,0.11155
2021,46-65 y.,female,Very concerned,0.50473,1814,17127,0.50445,0.50501
2021,46-65 y.,female,Somewhat concerned,0.41973,1553,17127,0.41945,0.42000
2021,46-65 y.,female,Not concerned at all,0.07555,254,17127,0.07540,0.07570
2021,66 and older,male,Very concerned,0.49750,827,17127,0.49715,0.49786
2021,66 and older,male,Somewhat concerned,0.41388,770,17127,0.41353,0.41423
2021,66 and older,male,Not concerned at all,0.08862,166,17127,0.08841,0.08882
2021,66 and older,female,Very concerned,0.52047,930,17127,0.52015,0.52078
2021,66 and older,female,Somewhat concerned,0.41300,718,17127,0.41268,0.41331
2021,66 and older,female,Not concerned at all,0.06654,120,17127,0.06638,0.06669
