,Unnamed: 0,year,migback,regtyp,plh0037,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
30,30,2010,Indirect migration background,Urban regions,Somewhat concerned,0.5016,446,23860,0.42666,0.5847
31,31,2010,Indirect migration background,Urban regions,Not concerned at all,0.15539,140,23860,0.12426,0.19425
32,32,2010,Indirect migration background,Rural regions,Very concerned,0.21016,50,23860,0.12975,0.31043
33,33,2010,Indirect migration background,Rural regions,Somewhat concerned,0.52726,102,23860,0.37152,0.72167
34,34,2010,Indirect migration background,Rural regions,Not concerned at all,0.26258,44,23860,0.16794,0.37981
35,35,2011,No migration background,Urban regions,Very concerned,0.30649,3435,20450,0.29748,0.31613
36,36,2011,No migration background,Urban regions,Somewhat concerned,0.53497,5925,20450,0.52243,0.54788
37,37,2011,No migration background,Urban regions,Not concerned at all,0.15854,1700,20450,0.15184,0.16577
38,38,2011,No migration background,Rural regions,Very concerned,0.28183,1853,20450,0.26873,0.29373
39,39,2011,No migration background,Rural regions,Somewhat concerned,0.54228,3614,20450,0.52234,0.55651
40,40,2011,No migration background,Rural regions,Not concerned at all,0.1759,1193,20450,0.16643,0.18582
41,41,2011,Direct migration background,Urban regions,Very concerned,0.2678,431,20450,0.24396,0.29044
42,42,2011,Direct migration background,Urban regions,Somewhat concerned,0.56196,817,20450,0.52552,0.59504
43,43,2011,Direct migration background,Urban regions,Not concerned at all,0.17024,268,20450,0.1478,0.19172
44,44,2011,Direct migration background,Rural regions,Very concerned,0.25614,132,20450,0.21734,0.29581
45,45,2011,Direct migration background,Rural regions,Somewhat concerned,0.57733,250,20450,0.51778,0.66647
46,46,2011,Direct migration background,Rural regions,Not concerned at all,0.16653,74,20450,0.12578,0.20061
47,47,2011,Indirect migration background,Urban regions,Very concerned,0.30291,201,20450,0.25663,0.35186
48,48,2011,Indirect migration background,Urban regions,Somewhat concerned,0.56627,344,20450,0.50327,0.63239
49,49,2011,Indirect migration background,Urban regions,Not concerned at all,0.13082,100,20450,0.10681,0.15838
50,50,2011,Indirect migration background,Rural regions,Very concerned,0.36662,37,20450,0.20129,0.56849
51,51,2011,Indirect migration background,Rural regions,Somewhat concerned,0.63338,76,20450,0.50029,0.81093
52,52,2012,No migration background,Urban regions,Very concerned,0.28321,3127,20346,0.27349,0.29087
53,53,2012,No migration background,Urban regions,Somewhat concerned,0.54378,5931,20346,0.531,0.55647
54,54,2012,No migration background,Urban regions,Not concerned at all,0.17301,1810,20346,0.16568,0.181
55,55,2012,No migration background,Rural regions,Very concerned,0.27063,1734,20346,0.25817,0.28186
56,56,2012,No migration background,Rural regions,Somewhat concerned,0.52541,3677,20346,0.50957,0.54171
57,57,2012,No migration background,Rural regions,Not concerned at all,0.20396,1356,20346,0.19473,0.21581
58,58,2012,Direct migration background,Urban regions,Very concerned,0.2833,395,20346,0.26173,0.31368
59,59,2012,Direct migration background,Urban regions,Somewhat concerned,0.52651,785,20346,0.4964,0.55671
60,60,2012,Direct migration background,Urban regions,Not concerned at all,0.19019,299,20346,0.17204,0.20955
61,61,2012,Direct migration background,Rural regions,Very concerned,0.27051,141,20346,0.23557,0.31086
62,62,2012,Direct migration background,Rural regions,Somewhat concerned,0.53209,253,20346,0.45643,0.60947
63,63,2012,Direct migration background,Rural regions,Not concerned at all,0.1974,94,20346,0.16473,0.23651
64,64,2012,Indirect migration background,Urban regions,Very concerned,0.25327,165,20346,0.21024,0.29905
65,65,2012,Indirect migration background,Urban regions,Somewhat concerned,0.53466,327,20346,0.46991,0.59651
66,66,2012,Indirect migration background,Urban regions,Not concerned at all,0.21207,134,20346,0.18255,0.25038
67,67,2012,Indirect migration background,Rural regions,Very concerned,0.33706,37,20346,0.21209,0.46698
68,68,2012,Indirect migration background,Rural regions,Somewhat concerned,0.66294,81,20346,0.54984,0.78927
69,69,2013,No migration background,Urban regions,Very concerned,0.26593,2715,18762,0.25775,0.27564
70,70,2013,No migration background,Urban regions,Somewhat concerned,0.53556,5495,18762,0.52154,0.54941
71,71,2013,No migration background,Urban regions,Not concerned at all,0.19851,1915,18762,0.18991,0.20751
72,72,2013,No migration background,Rural regions,Very concerned,0.24156,1489,18762,0.22793,0.25582
73,73,2013,No migration background,Rural regions,Somewhat concerned,0.5428,3411,18762,0.52569,0.55813
74,74,2013,No migration background,Rural regions,Not concerned at all,0.21564,1335,18762,0.20422,0.2268
75,75,2013,Direct migration background,Urban regions,Very concerned,0.2494,304,18762,0.21837,0.28506
76,76,2013,Direct migration background,Urban regions,Somewhat concerned,0.53431,701,18762,0.49453,0.57143
77,77,2013,Direct migration background,Urban regions,Not concerned at all,0.21629,293,18762,0.1919,0.2492
78,78,2013,Direct migration background,Rural regions,Very concerned,0.2725,116,18762,0.21741,0.32247
79,79,2013,Direct migration background,Rural regions,Somewhat concerned,0.53801,209,18762,0.46558,0.62678
80,80,2013,Direct migration background,Rural regions,Not concerned at all,0.18949,84,18762,0.1498,0.23283
81,81,2013,Indirect migration background,Urban regions,Very concerned,0.28167,161,18762,0.23179,0.33587
82,82,2013,Indirect migration background,Urban regions,Somewhat concerned,0.49707,278,18762,0.42977,0.56902
83,83,2013,Indirect migration background,Urban regions,Not concerned at all,0.22126,119,18762,0.17539,0.27085
84,84,2013,Indirect migration background,Rural regions,Very concerned,0.26399,38,18762,0.17654,0.38145
85,85,2013,Indirect migration background,Rural regions,Somewhat concerned,0.44434,64,18762,0.33593,0.55307
86,86,2013,Indirect migration background,Rural regions,Not concerned at all,0.29167,35,18762,0.22152,0.36578
87,87,2014,No migration background,Urban regions,Very concerned,0.28879,3628,26928,0.2786,0.30001
88,88,2014,No migration background,Urban regions,Somewhat concerned,0.53404,6508,26928,0.52228,0.54682
89,89,2014,No migration background,Urban regions,Not concerned at all,0.17717,2128,26928,0.17041,0.18526
90,90,2014,No migration background,Rural regions,Very concerned,0.24808,1988,26928,0.23589,0.25839
91,91,2014,No migration background,Rural regions,Somewhat concerned,0.54101,4209,26928,0.5236,0.55772
92,92,2014,No migration background,Rural regions,Not concerned at all,0.21092,1594,26928,0.1985,0.22066
93,93,2014,Direct migration background,Urban regions,Very concerned,0.27406,1012,26928,0.25343,0.29765
94,94,2014,Direct migration background,Urban regions,Somewhat concerned,0.51949,2037,26928,0.48765,0.54712
95,95,2014,Direct migration background,Urban regions,Not concerned at all,0.20644,824,26928,0.18968,0.22946
96,96,2014,Direct migration background,Rural regions,Very concerned,0.24648,297,26928,0.21604,0.28972
97,97,2014,Direct migration background,Rural regions,Somewhat concerned,0.49158,685,26928,0.43799,0.55545
98,98,2014,Direct migration background,Rural regions,Not concerned at all,0.26194,310,26928,0.2126,0.32089
99,99,2014,Indirect migration background,Urban regions,Very concerned,0.27366,421,26928,0.24479,0.30574
100,100,2014,Indirect migration background,Urban regions,Somewhat concerned,0.50243,681,26928,0.4537,0.54873
101,101,2014,Indirect migration background,Urban regions,Not concerned at all,0.22391,295,26928,0.19366,0.2604
102,102,2014,Indirect migration background,Rural regions,Very concerned,0.27533,89,26928,0.21747,0.35462
103,103,2014,Indirect migration background,Rural regions,Somewhat concerned,0.55666,158,26928,0.47479,0.65175
104,104,2014,Indirect migration background,Rural regions,Not concerned at all,0.16801,64,26928,0.11957,0.22293
105,105,2015,No migration background,Urban regions,Very concerned,0.28115,3348,24855,0.27023,0.29017
106,106,2015,No migration background,Urban regions,Somewhat concerned,0.54978,6303,24855,0.53617,0.56429
107,107,2015,No migration background,Urban regions,Not concerned at all,0.16907,1900,24855,0.1608,0.17815
108,108,2015,No migration background,Rural regions,Very concerned,0.24105,1757,24855,0.22888,0.25409
109,109,2015,No migration background,Rural regions,Somewhat concerned,0.55487,4142,24855,0.53765,0.57364
110,110,2015,No migration background,Rural regions,Not concerned at all,0.20408,1476,24855,0.19313,0.21746
111,111,2015,Direct migration background,Urban regions,Very concerned,0.25886,774,24855,0.23594,0.28023
112,112,2015,Direct migration background,Urban regions,Somewhat concerned,0.51829,1725,24855,0.48551,0.55218
113,113,2015,Direct migration background,Urban regions,Not concerned at all,0.22285,767,24855,0.20612,0.24023
114,114,2015,Direct migration background,Rural regions,Very concerned,0.21802,234,24855,0.1834,0.24965
115,115,2015,Direct migration background,Rural regions,Somewhat concerned,0.54332,594,24855,0.47893,0.61341
116,116,2015,Direct migration background,Rural regions,Not concerned at all,0.23866,282,24855,0.20118,0.2825
117,117,2015,Indirect migration background,Urban regions,Very concerned,0.23931,363,24855,0.20974,0.27549
118,118,2015,Indirect migration background,Urban regions,Somewhat concerned,0.51969,621,24855,0.47545,0.57119
119,119,2015,Indirect migration background,Urban regions,Not concerned at all,0.241,276,24855,0.20883,0.27329
120,120,2015,Indirect migration background,Rural regions,Very concerned,0.31847,79,24855,0.22152,0.4175
121,121,2015,Indirect migration background,Rural regions,Somewhat concerned,0.50705,151,24855,0.42292,0.61223
122,122,2015,Indirect migration background,Rural regions,Not concerned at all,0.17448,63,24855,0.12505,0.2291
123,123,2016,No migration background,Urban regions,Very concerned,0.32653,3585,24034,0.31423,0.33885
124,124,2016,No migration background,Urban regions,Somewhat concerned,0.52072,5687,24034,0.5053,0.53542
125,125,2016,No migration background,Urban regions,Not concerned at all,0.15275,1542,24034,0.14547,0.16
126,126,2016,No migration background,Rural regions,Very concerned,0.29352,1981,24034,0.28243,0.30703
127,127,2016,No migration background,Rural regions,Somewhat concerned,0.52437,3728,24034,0.50649,0.541
128,128,2016,No migration background,Rural regions,Not concerned at all,0.18211,1204,24034,0.17022,0.19307
129,129,2016,Direct migration background,Urban regions,Very concerned,0.28464,970,24034,0.26071,0.30849
130,130,2016,Direct migration background,Urban regions,Somewhat concerned,0.50116,1852,24034,0.46899,0.5374
131,131,2016,Direct migration background,Urban regions,Not concerned at all,0.2142,765,24034,0.19521,0.23439
132,132,2016,Direct migration background,Rural regions,Very concerned,0.24069,315,24034,0.20572,0.29322
133,133,2016,Direct migration background,Rural regions,Somewhat concerned,0.54449,652,24034,0.47479,0.61613
134,134,2016,Direct migration background,Rural regions,Not concerned at all,0.21482,288,24034,0.17806,0.25772
135,135,2016,Indirect migration background,Urban regions,Very concerned,0.27357,362,24034,0.24236,0.30258
136,136,2016,Indirect migration background,Urban regions,Somewhat concerned,0.51758,587,24034,0.46272,0.56854
137,137,2016,Indirect migration background,Urban regions,Not concerned at all,0.20885,225,24034,0.17619,0.24296
138,138,2016,Indirect migration background,Rural regions,Very concerned,0.22737,67,24034,0.17083,0.29777
139,139,2016,Indirect migration background,Rural regions,Somewhat concerned,0.5398,154,24034,0.43903,0.66406
140,140,2016,Indirect migration background,Rural regions,Not concerned at all,0.23283,70,24034,0.17465,0.30208
141,141,2017,No migration background,Urban regions,Very concerned,0.37264,4653,26371,0.36306,0.3838
142,142,2017,No migration background,Urban regions,Somewhat concerned,0.49722,6115,26371,0.4834,0.51223
143,143,2017,No migration background,Urban regions,Not concerned at all,0.13013,1467,26371,0.12422,0.13697
144,144,2017,No migration background,Rural regions,Very concerned,0.34515,2680,26371,0.33023,0.35959
145,145,2017,No migration background,Rural regions,Somewhat concerned,0.51135,4036,26371,0.4975,0.52826
146,146,2017,No migration background,Rural regions,Not concerned at all,0.1435,1097,26371,0.13423,0.15415
147,147,2017,Direct migration background,Urban regions,Very concerned,0.3302,1116,26371,0.30522,0.35493
148,148,2017,Direct migration background,Urban regions,Somewhat concerned,0.48335,1715,26371,0.45468,0.51381
149,149,2017,Direct migration background,Urban regions,Not concerned at all,0.18645,641,26371,0.1711,0.20605
150,150,2017,Direct migration background,Rural regions,Very concerned,0.25608,318,26371,0.21034,0.29458
151,151,2017,Direct migration background,Rural regions,Somewhat concerned,0.5321,618,26371,0.45881,0.60922
152,152,2017,Direct migration background,Rural regions,Not concerned at all,0.21181,288,26371,0.18189,0.24604
153,153,2017,Indirect migration background,Urban regions,Very concerned,0.32067,468,26371,0.29062,0.35749
154,154,2017,Indirect migration background,Urban regions,Somewhat concerned,0.49727,635,26371,0.45429,0.54762
155,155,2017,Indirect migration background,Urban regions,Not concerned at all,0.18206,237,26371,0.15214,0.21487
156,156,2017,Indirect migration background,Rural regions,Very concerned,0.3016,93,26371,0.24014,0.37915
157,157,2017,Indirect migration background,Rural regions,Somewhat concerned,0.5218,128,26371,0.4223,0.66197
158,158,2017,Indirect migration background,Rural regions,Not concerned at all,0.1766,66,26371,0.1258,0.24324
159,159,2018,No migration background,Urban regions,Very concerned,0.3659,4386,25533,0.35502,0.37645
160,160,2018,No migration background,Urban regions,Somewhat concerned,0.50322,6057,25533,0.48805,0.51563
161,161,2018,No migration background,Urban regions,Not concerned at all,0.13088,1481,25533,0.12407,0.13896
162,162,2018,No migration background,Rural regions,Very concerned,0.3107,2329,25533,0.29592,0.3243
163,163,2018,No migration background,Rural regions,Somewhat concerned,0.53511,3953,25533,0.5177,0.55216
164,164,2018,No migration background,Rural regions,Not concerned at all,0.15419,1193,25533,0.14535,0.1646
165,165,2018,Direct migration background,Urban regions,Very concerned,0.30718,955,25533,0.28276,0.33231
166,166,2018,Direct migration background,Urban regions,Somewhat concerned,0.52034,1724,25533,0.48973,0.55774
167,167,2018,Direct migration background,Urban regions,Not concerned at all,0.17248,674,25533,0.15655,0.19034
168,168,2018,Direct migration background,Rural regions,Very concerned,0.23251,266,25533,0.19158,0.28933
169,169,2018,Direct migration background,Rural regions,Somewhat concerned,0.53381,608,25533,0.46635,0.60528
170,170,2018,Direct migration background,Rural regions,Not concerned at all,0.23368,280,25533,0.19593,0.27224
171,171,2018,Indirect migration background,Urban regions,Very concerned,0.30394,425,25533,0.26507,0.33324
172,172,2018,Indirect migration background,Urban regions,Somewhat concerned,0.51442,669,25533,0.47188,0.56245
173,173,2018,Indirect migration background,Urban regions,Not concerned at all,0.18164,232,25533,0.15371,0.21259
174,174,2018,Indirect migration background,Rural regions,Very concerned,0.31775,91,25533,0.25435,0.3922
175,175,2018,Indirect migration background,Rural regions,Somewhat concerned,0.47995,143,25533,0.37229,0.59685
176,176,2018,Indirect migration background,Rural regions,Not concerned at all,0.2023,67,25533,0.14815,0.25711
177,177,2019,No migration background,Urban regions,Very concerned,0.50832,6386,25042,0.4917,0.52381
178,178,2019,No migration background,Urban regions,Somewhat concerned,0.40784,4829,25042,0.39582,0.42332
179,179,2019,No migration background,Urban regions,Not concerned at all,0.08384,939,25042,0.07792,0.09035
180,180,2019,No migration background,Rural regions,Very concerned,0.46179,3400,25042,0.44615,0.48098
181,181,2019,No migration background,Rural regions,Somewhat concerned,0.44247,3345,25042,0.4224,0.46181
182,182,2019,No migration background,Rural regions,Not concerned at all,0.09574,720,25042,0.08824,0.10492
183,183,2019,Direct migration background,Urban regions,Very concerned,0.42067,1224,25042,0.3855,0.45305
184,184,2019,Direct migration background,Urban regions,Somewhat concerned,0.45877,1302,25042,0.42385,0.50015
185,185,2019,Direct migration background,Urban regions,Not concerned at all,0.12056,368,25042,0.10567,0.13723
186,186,2019,Direct migration background,Rural regions,Very concerned,0.38087,355,25042,0.31008,0.43903
187,187,2019,Direct migration background,Rural regions,Somewhat concerned,0.43415,468,25042,0.3848,0.48832
188,188,2019,Direct migration background,Rural regions,Not concerned at all,0.18498,175,25042,0.14065,0.22209
189,189,2019,Indirect migration background,Urban regions,Very concerned,0.45832,616,25042,0.41136,0.51138
190,190,2019,Indirect migration background,Urban regions,Somewhat concerned,0.40913,498,25042,0.3744,0.45691
191,191,2019,Indirect migration background,Urban regions,Not concerned at all,0.13256,129,25042,0.10619,0.16698
192,192,2019,Indirect migration background,Rural regions,Very concerned,0.50344,132,25042,0.41631,0.58798
193,193,2019,Indirect migration background,Rural regions,Somewhat concerned,0.33056,108,25042,0.23986,0.43968
194,194,2019,Indirect migration background,Rural regions,Not concerned at all,0.166,48,25042,0.11635,0.22308
195,195,2020,No migration background,Urban regions,Very concerned,0.43265,5109,25531,0.41728,0.44512
196,196,2020,No migration background,Urban regions,Somewhat concerned,0.45975,5318,25531,0.44567,0.47385
197,197,2020,No migration background,Urban regions,Not concerned at all,0.1076,1142,25531,0.10105,0.11507
198,198,2020,No migration background,Rural regions,Very concerned,0.38196,2602,25531,0.36416,0.39732
199,199,2020,No migration background,Rural regions,Somewhat concerned,0.49184,3437,25531,0.46891,0.51019
200,200,2020,No migration background,Rural regions,Not concerned at all,0.1262,907,25531,0.11649,0.13571
201,201,2020,Direct migration background,Urban regions,Very concerned,0.38743,1440,25531,0.35214,0.42458
202,202,2020,Direct migration background,Urban regions,Somewhat concerned,0.45298,1882,25531,0.4209,0.49522
203,203,2020,Direct migration background,Urban regions,Not concerned at all,0.15959,791,25531,0.13552,0.18106
204,204,2020,Direct migration background,Rural regions,Very concerned,0.28842,360,25531,0.22838,0.35556
205,205,2020,Direct migration background,Rural regions,Somewhat concerned,0.53516,697,25531,0.46944,0.63504
206,206,2020,Direct migration background,Rural regions,Not concerned at all,0.17642,310,25531,0.13215,0.2264
207,207,2020,Indirect migration background,Urban regions,Very concerned,0.39579,513,25531,0.33863,0.44753
208,208,2020,Indirect migration background,Urban regions,Somewhat concerned,0.44787,565,25531,0.39671,0.4999
209,209,2020,Indirect migration background,Urban regions,Not concerned at all,0.15635,167,25531,0.12968,0.18634
210,210,2020,Indirect migration background,Rural regions,Very concerned,0.36115,109,25531,0.28229,0.45537
211,211,2020,Indirect migration background,Rural regions,Somewhat concerned,0.4656,129,25531,0.35663,0.58338
212,212,2020,Indirect migration background,Rural regions,Not concerned at all,0.17325,53,25531,0.12273,0.22314
213,213,2021,No migration background,Urban regions,Very concerned,0.49488,4196,17106,0.47658,0.5167
214,214,2021,No migration background,Urban regions,Somewhat concerned,0.41601,3477,17106,0.40006,0.43321
215,215,2021,No migration background,Urban regions,Not concerned at all,0.08912,645,17106,0.07985,0.09867
216,216,2021,No migration background,Rural regions,Very concerned,0.43741,2095,17106,0.41339,0.46034
217,217,2021,No migration background,Rural regions,Somewhat concerned,0.45377,2221,17106,0.43023,0.47845
218,218,2021,No migration background,Rural regions,Not concerned at all,0.10881,547,17106,0.09684,0.11926
219,219,2021,Direct migration background,Urban regions,Very concerned,0.44056,1012,17106,0.38849,0.48877
220,220,2021,Direct migration background,Urban regions,Somewhat concerned,0.43999,983,17106,0.39108,0.49068
221,221,2021,Direct migration background,Urban regions,Not concerned at all,0.11945,295,17106,0.09872,0.14084
222,222,2021,Direct migration background,Rural regions,Very concerned,0.40086,262,17106,0.31136,0.48397
223,223,2021,Direct migration background,Rural regions,Somewhat concerned,0.43622,336,17106,0.35956,0.52516
224,224,2021,Direct migration background,Rural regions,Not concerned at all,0.16291,126,17106,0.12704,0.20694
225,225,2021,Indirect migration background,Urban regions,Very concerned,0.43249,347,17106,0.37545,0.51527
226,226,2021,Indirect migration background,Urban regions,Somewhat concerned,0.43058,317,17106,0.36453,0.4896
227,227,2021,Indirect migration background,Urban regions,Not concerned at all,0.13693,82,17106,0.10237,0.1772
228,228,2021,Indirect migration background,Rural regions,Very concerned,0.54146,89,17106,0.37226,0.70496
229,229,2021,Indirect migration background,Rural regions,Somewhat concerned,0.45854,76,17106,0.3291,0.59861
