"plh0037","year","regtyp","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","2011","Laendlicher Raum","maennlich","1845","0.534223678223374","0.51767177736424","0.550775579082509"
"Einige Sorgen","2011","Laendlicher Raum","weiblich","2104","0.553632963979861","0.537806440962916","0.569459486996806"
"Einige Sorgen","2011","Staedtischer Raum","maennlich","3273","0.54263017934756","0.530214686520049","0.55504567217507"
"Einige Sorgen","2011","Staedtischer Raum","weiblich","3804","0.53800904197248","0.526338242496214","0.549679841448746"
"Grosse Sorgen","2011","Laendlicher Raum","maennlich","881","0.255040648634749","0.240577308604621","0.269503988664877"
"Grosse Sorgen","2011","Laendlicher Raum","weiblich","1154","0.305079944693426","0.290420998919834","0.319738890467018"
"Grosse Sorgen","2011","Staedtischer Raum","maennlich","1728","0.264763259586986","0.253767614861734","0.275758904312239"
"Grosse Sorgen","2011","Staedtischer Raum","weiblich","2326","0.335484693514987","0.324431750482365","0.346537636547609"
"Keine Sorgen","2011","Laendlicher Raum","maennlich","763","0.210735673141877","0.197203178222602","0.224268168061151"
"Keine Sorgen","2011","Laendlicher Raum","weiblich","532","0.141287091326713","0.13019780176113","0.152376380892296"
"Keine Sorgen","2011","Staedtischer Raum","maennlich","1184","0.192606561065454","0.182778759351714","0.202434362779194"
"Keine Sorgen","2011","Staedtischer Raum","weiblich","880","0.126506264512533","0.118724555347227","0.134287973677839"
"Einige Sorgen","2012","Laendlicher Raum","maennlich","1895","0.513535512868365","0.497047377284301","0.530023648452428"
"Einige Sorgen","2012","Laendlicher Raum","weiblich","2123","0.536354178395618","0.520673256606265","0.55203510018497"
"Einige Sorgen","2012","Staedtischer Raum","maennlich","3210","0.525827490174267","0.513278328548728","0.538376651799806"
"Einige Sorgen","2012","Staedtischer Raum","weiblich","3826","0.555881827721535","0.544138556560887","0.567625098882182"
"Grosse Sorgen","2012","Laendlicher Raum","maennlich","795","0.247613269610991","0.233374637817113","0.261851901404869"
"Grosse Sorgen","2012","Laendlicher Raum","weiblich","1123","0.292923303334916","0.278612539883298","0.307234066786534"
"Grosse Sorgen","2012","Staedtischer Raum","maennlich","1558","0.251366015417255","0.24046384584722","0.26226818498729"
"Grosse Sorgen","2012","Staedtischer Raum","weiblich","2123","0.310182303040128","0.299249683043911","0.321114923036346"
"Keine Sorgen","2012","Laendlicher Raum","maennlich","840","0.238851217520644","0.224785585657134","0.252916849384155"
"Keine Sorgen","2012","Laendlicher Raum","weiblich","639","0.170722518269467","0.158890797275846","0.182554239263087"
"Keine Sorgen","2012","Staedtischer Raum","maennlich","1314","0.222806494408478","0.212348380029257","0.233264608787699"
"Keine Sorgen","2012","Staedtischer Raum","weiblich","928","0.133935869238337","0.12588631084547","0.141985427631204"
"Einige Sorgen","2013","Laendlicher Raum","maennlich","1665","0.509755832802326","0.492486525321269","0.527025140283383"
"Einige Sorgen","2013","Laendlicher Raum","weiblich","2025","0.569763705333159","0.553545324641097","0.585982086025222"
"Einige Sorgen","2013","Staedtischer Raum","maennlich","2970","0.521854667884332","0.508739969231194","0.53496936653747"
"Einige Sorgen","2013","Staedtischer Raum","weiblich","3498","0.545965115982245","0.533757672563307","0.558172559401184"
"Grosse Sorgen","2013","Laendlicher Raum","maennlich","713","0.224584285768052","0.210168292052779","0.239000279483325"
"Grosse Sorgen","2013","Laendlicher Raum","weiblich","940","0.263107248044817","0.248683599678583","0.277530896411052"
"Grosse Sorgen","2013","Staedtischer Raum","maennlich","1315","0.237292300045458","0.226123038573357","0.248461561517558"
"Grosse Sorgen","2013","Staedtischer Raum","weiblich","1855","0.289724484925528","0.278601952422818","0.300847017428238"
"Keine Sorgen","2013","Laendlicher Raum","maennlich","841","0.265659881429622","0.250401824971019","0.280917937888225"
"Keine Sorgen","2013","Laendlicher Raum","weiblich","615","0.167129046622023","0.154907634095825","0.179350459148221"
"Keine Sorgen","2013","Staedtischer Raum","maennlich","1288","0.24085303207021","0.229626579151516","0.252079484988904"
"Keine Sorgen","2013","Staedtischer Raum","weiblich","1037","0.164310399092226","0.15522481847709","0.173395979707363"
"Einige Sorgen","2014","Laendlicher Raum","maennlich","2258","0.521991090738378","0.507172547629894","0.536809633846861"
"Einige Sorgen","2014","Laendlicher Raum","weiblich","2806","0.551440733103787","0.537725008864728","0.565156457342847"
"Einige Sorgen","2014","Staedtischer Raum","maennlich","4093","0.516743717250072","0.50579743467539","0.527689999824754"
"Einige Sorgen","2014","Staedtischer Raum","weiblich","5121","0.542452930647149","0.532437996338376","0.552467864955922"
"Grosse Sorgen","2014","Laendlicher Raum","maennlich","985","0.2173875385163","0.205151335640684","0.229623741391916"
"Grosse Sorgen","2014","Laendlicher Raum","weiblich","1396","0.279814439973431","0.267434553195083","0.292194326751779"
"Grosse Sorgen","2014","Staedtischer Raum","maennlich","2087","0.256969515791618","0.247397918521617","0.26654111306162"
"Grosse Sorgen","2014","Staedtischer Raum","weiblich","2967","0.311548965742647","0.302238983099344","0.320858948385951"
"Keine Sorgen","2014","Laendlicher Raum","maennlich","1122","0.260621370745323","0.247598868943968","0.273643872546677"
"Keine Sorgen","2014","Laendlicher Raum","weiblich","849","0.168744826922782","0.15841621829991","0.179073435545653"
"Keine Sorgen","2014","Staedtischer Raum","maennlich","1826","0.22628676695831","0.217121188290335","0.235452345626284"
"Keine Sorgen","2014","Staedtischer Raum","weiblich","1418","0.145998103610204","0.138899838576259","0.153096368644148"
"Einige Sorgen","2015","Laendlicher Raum","maennlich","2204","0.541449851378912","0.526128494857193","0.556771207900631"
"Einige Sorgen","2015","Laendlicher Raum","weiblich","2697","0.561280470277362","0.547152226298547","0.575408714256178"
"Einige Sorgen","2015","Staedtischer Raum","maennlich","3859","0.53157404673035","0.520142765491319","0.543005327969382"
"Einige Sorgen","2015","Staedtischer Raum","weiblich","4776","0.553081796449301","0.542654419692587","0.563509173206015"
"Grosse Sorgen","2015","Laendlicher Raum","maennlich","841","0.205506856434834","0.193082242164112","0.217931470705556"
"Grosse Sorgen","2015","Laendlicher Raum","weiblich","1237","0.279446313574395","0.266670543085545","0.292222084063245"
"Grosse Sorgen","2015","Staedtischer Raum","maennlich","1832","0.249227730189548","0.239318387599886","0.259137072779209"
"Grosse Sorgen","2015","Staedtischer Raum","weiblich","2645","0.298943827461504","0.289342361094151","0.308545293828858"
"Keine Sorgen","2015","Laendlicher Raum","maennlich","1018","0.253043292186254","0.239675188348086","0.266411396024422"
"Keine Sorgen","2015","Laendlicher Raum","weiblich","805","0.159273216148243","0.148854755559303","0.169691676737182"
"Keine Sorgen","2015","Staedtischer Raum","maennlich","1629","0.219198223080102","0.209720992183141","0.228675453977063"
"Keine Sorgen","2015","Staedtischer Raum","weiblich","1312","0.147974376089195","0.140527297316501","0.155421454861888"
"Einige Sorgen","2016","Laendlicher Raum","maennlich","2058","0.50630406159806","0.490661096565828","0.521947026630292"
"Einige Sorgen","2016","Laendlicher Raum","weiblich","2485","0.548333214574604","0.533876210000775","0.562790219148433"
"Einige Sorgen","2016","Staedtischer Raum","maennlich","3640","0.510902986832006","0.499257449336647","0.522548524327365"
"Einige Sorgen","2016","Staedtischer Raum","weiblich","4477","0.522958129442644","0.512327429165143","0.533588829720145"
"Grosse Sorgen","2016","Laendlicher Raum","maennlich","984","0.260894743082641","0.247155291390194","0.274634194775087"
"Grosse Sorgen","2016","Laendlicher Raum","weiblich","1386","0.313309631719386","0.299835080321612","0.32678418311716"
"Grosse Sorgen","2016","Staedtischer Raum","maennlich","2033","0.290337772647503","0.279763014896333","0.300912530398674"
"Grosse Sorgen","2016","Staedtischer Raum","weiblich","2877","0.340425808856036","0.33034040646163","0.350511211250442"
"Keine Sorgen","2016","Laendlicher Raum","maennlich","882","0.2328011953193","0.219578190587051","0.246024200051549"
"Keine Sorgen","2016","Laendlicher Raum","weiblich","681","0.13835715370601","0.12832691157143","0.14838739584059"
"Keine Sorgen","2016","Staedtischer Raum","maennlich","1405","0.198759240520491","0.189462344083841","0.208056136957141"
"Keine Sorgen","2016","Staedtischer Raum","weiblich","1126","0.13661606170132","0.129306303213548","0.143925820189092"
"Einige Sorgen","2017","Laendlicher Raum","maennlich","2208","0.511173879759424","0.496348083619531","0.525999675899317"
"Einige Sorgen","2017","Laendlicher Raum","weiblich","2581","0.514078212711176","0.500202450161308","0.527953975261044"
"Einige Sorgen","2017","Staedtischer Raum","maennlich","3903","0.500466637493817","0.489379766501717","0.511553508485917"
"Einige Sorgen","2017","Staedtischer Raum","weiblich","4555","0.489630781770456","0.479419844400307","0.499841719140606"
"Grosse Sorgen","2017","Laendlicher Raum","maennlich","1326","0.300015462672597","0.286423801555736","0.313607123789457"
"Grosse Sorgen","2017","Laendlicher Raum","weiblich","1782","0.372385162274352","0.358963637435474","0.38580668711323"
"Grosse Sorgen","2017","Staedtischer Raum","maennlich","2585","0.329947248526511","0.319521291468248","0.340373205584773"
"Grosse Sorgen","2017","Staedtischer Raum","weiblich","3635","0.391621374551443","0.381651052497336","0.40159169660555"
"Keine Sorgen","2017","Laendlicher Raum","maennlich","833","0.18881065756798","0.177203366755342","0.200417948380618"
"Keine Sorgen","2017","Laendlicher Raum","weiblich","621","0.113536625014472","0.104729027446855","0.122344222582089"
"Keine Sorgen","2017","Staedtischer Raum","maennlich","1325","0.169586113979672","0.161264997055951","0.177907230903393"
"Keine Sorgen","2017","Staedtischer Raum","weiblich","1017","0.1187478436781","0.112140118349718","0.125355569006483"
"Einige Sorgen","2018","Laendlicher Raum","maennlich","2155","0.51866619512666","0.503495569389913","0.533836820863408"
"Einige Sorgen","2018","Laendlicher Raum","weiblich","2559","0.546241711917638","0.532139873446882","0.560343550388393"
"Einige Sorgen","2018","Staedtischer Raum","maennlich","3869","0.508154534740837","0.496911166353246","0.519397903128429"
"Einige Sorgen","2018","Staedtischer Raum","weiblich","4571","0.506858266712879","0.496519552349172","0.517196981076586"
"Grosse Sorgen","2018","Laendlicher Raum","maennlich","1155","0.281304898881345","0.267652865837994","0.294956931924696"
"Grosse Sorgen","2018","Laendlicher Raum","weiblich","1545","0.328163401320588","0.314863515222182","0.341463287418994"
"Grosse Sorgen","2018","Staedtischer Raum","maennlich","2400","0.32365711808827","0.31313482861797","0.33417940755857"
"Grosse Sorgen","2018","Staedtischer Raum","weiblich","3352","0.375860313713139","0.365844378047895","0.385876249378384"
"Keine Sorgen","2018","Laendlicher Raum","maennlich","857","0.200028905991995","0.187883280994597","0.212174530989392"
"Keine Sorgen","2018","Laendlicher Raum","weiblich","684","0.125594886761774","0.116208177991015","0.134981595532534"
"Keine Sorgen","2018","Staedtischer Raum","maennlich","1326","0.168188347170893","0.159776436476896","0.17660025786489"
"Keine Sorgen","2018","Staedtischer Raum","weiblich","1060","0.117281419573981","0.110627720850944","0.123935118297019"
"Einige Sorgen","2019","Laendlicher Raum","maennlich","1933","0.448575851064624","0.43358624967234","0.463565452456908"
"Einige Sorgen","2019","Laendlicher Raum","weiblich","2016","0.430267128194079","0.415937471409457","0.444596784978701"
"Einige Sorgen","2019","Staedtischer Raum","maennlich","3287","0.438193595422102","0.427137846980884","0.449249343863321"
"Einige Sorgen","2019","Staedtischer Raum","weiblich","3358","0.398115316180946","0.387764196726897","0.408466435634995"
"Grosse Sorgen","2019","Laendlicher Raum","maennlich","1715","0.412195131695115","0.39735979979712","0.42703046359311"
"Grosse Sorgen","2019","Laendlicher Raum","weiblich","2204","0.498784895977645","0.484313854520601","0.513255937434689"
"Grosse Sorgen","2019","Staedtischer Raum","maennlich","3581","0.44721412745603","0.436135192377378","0.458293062534682"
"Grosse Sorgen","2019","Staedtischer Raum","weiblich","4662","0.526915736352883","0.516358115363516","0.537473357342249"
"Keine Sorgen","2019","Laendlicher Raum","maennlich","581","0.139229017240261","0.128795327065011","0.14966270741551"
"Keine Sorgen","2019","Laendlicher Raum","weiblich","366","0.0709479758282757","0.0635174236626214","0.0783785279939301"
"Keine Sorgen","2019","Staedtischer Raum","maennlich","869","0.114592277121868","0.107494683656829","0.121689870586907"
"Keine Sorgen","2019","Staedtischer Raum","weiblich","571","0.0749689474661709","0.0694003593756747","0.0805375355566671"
"Einige Sorgen","2020","Laendlicher Raum","maennlich","2039","0.494569989935358","0.479407858891413","0.509732120979302"
"Einige Sorgen","2020","Laendlicher Raum","weiblich","2259","0.495421439446163","0.480827929161278","0.510014949731048"
"Einige Sorgen","2020","Staedtischer Raum","maennlich","3759","0.462314682473175","0.451437476582583","0.473191888363767"
"Einige Sorgen","2020","Staedtischer Raum","weiblich","4016","0.455111971019981","0.444749231917009","0.465474710122952"
"Grosse Sorgen","2020","Laendlicher Raum","maennlich","1363","0.335734437753712","0.321413064368275","0.350055811139149"
"Grosse Sorgen","2020","Laendlicher Raum","weiblich","1737","0.407418452101622","0.393076694346203","0.421760209857042"
"Grosse Sorgen","2020","Staedtischer Raum","maennlich","3073","0.392815815383155","0.382161166920729","0.403470463845581"
"Grosse Sorgen","2020","Staedtischer Raum","weiblich","3998","0.449644488529084","0.43929263547167","0.459996341586497"
"Keine Sorgen","2020","Laendlicher Raum","maennlich","775","0.16969557231093","0.158312230263644","0.181078914358216"
"Keine Sorgen","2020","Laendlicher Raum","weiblich","513","0.0971601084522146","0.0885152609063848","0.105804955998044"
"Keine Sorgen","2020","Staedtischer Raum","maennlich","1239","0.14486950214367","0.137190777415554","0.152548226871785"
"Keine Sorgen","2020","Staedtischer Raum","weiblich","857","0.0952435404509355","0.0891348880530577","0.101352192848813"
