"pgisced97","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"middle vocational","1985","Hauptschulabschluss","weiblich","1481","0.45398918319222","0.43706370453928","0.47091466184516"
"middle vocational","1985","Realschulabschluss","maennlich","491","0.673275705407778","0.639842779985538","0.706708630830017"
"middle vocational","1985","Realschulabschluss","weiblich","653","0.615079725798603","0.585829275379108","0.644330176218097"
"middle vocational","1985","(Fach-)Abitur","maennlich","215","0.423328076240249","0.378468199809777","0.468187952670722"
"middle vocational","1985","(Fach-)Abitur","weiblich","163","0.455925461700277","0.401943291634385","0.509907631766169"
"middle vocational","1985","AkademikerInnen","maennlich","","","",""
"middle vocational","1985","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1985","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1985","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1985","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1985","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1985","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1985","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1985","(Fach-)Abitur","maennlich","173","0.354951509048994","0.311506906555324","0.398396111542665"
"vocational + Abi","1985","(Fach-)Abitur","weiblich","107","0.321657573981731","0.271029011568722","0.37228613639474"
"vocational + Abi","1985","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1985","AkademikerInnen","weiblich","","","",""
"higher vocational","1985","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1985","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1985","Hauptschulabschluss","maennlich","195","0.0762281791609793","0.0669583686351545","0.0854979896868042"
"higher vocational","1985","Hauptschulabschluss","weiblich","86","0.0275766678959915","0.0220097327319179","0.0331436030600651"
"higher vocational","1985","Realschulabschluss","maennlich","86","0.113409713465096","0.0908063117100304","0.136013115220161"
"higher vocational","1985","Realschulabschluss","weiblich","114","0.10697988895564","0.0883991428137084","0.125560635097572"
"higher vocational","1985","(Fach-)Abitur","maennlich","78","0.221720414710756","0.184004400283095","0.259436429138418"
"higher vocational","1985","(Fach-)Abitur","weiblich","57","0.222416964317992","0.177342397911868","0.267491530724116"
"higher vocational","1985","AkademikerInnen","maennlich","","","",""
"higher vocational","1985","AkademikerInnen","weiblich","","","",""
"higher education","1985","(noch) kein Abschluss","maennlich","","","",""
"higher education","1985","(noch) kein Abschluss","weiblich","","","",""
"higher education","1985","Hauptschulabschluss","maennlich","","","",""
"higher education","1985","Hauptschulabschluss","weiblich","","","",""
"higher education","1985","Realschulabschluss","maennlich","","","",""
"higher education","1985","Realschulabschluss","weiblich","","","",""
"higher education","1985","(Fach-)Abitur","maennlich","","","",""
"higher education","1985","(Fach-)Abitur","weiblich","","","",""
"higher education","1985","AkademikerInnen","maennlich","511","1","1","1"
"higher education","1985","AkademikerInnen","weiblich","247","1","1","1"
"in school","1986","(noch) kein Abschluss","maennlich","115","0.448816196883757","0.404822563719881","0.492809830047634"
"in school","1986","(noch) kein Abschluss","weiblich","73","0.299771577108812","0.261516649403314","0.33802650481431"
"in school","1986","Hauptschulabschluss","maennlich","","","",""
"in school","1986","Hauptschulabschluss","weiblich","","","",""
"in school","1986","Realschulabschluss","maennlich","","","",""
"in school","1986","Realschulabschluss","weiblich","","","",""
"in school","1986","(Fach-)Abitur","maennlich","","","",""
"in school","1986","(Fach-)Abitur","weiblich","","","",""
"in school","1986","AkademikerInnen","maennlich","","","",""
"in school","1986","AkademikerInnen","weiblich","","","",""
"inadequately","1986","(noch) kein Abschluss","maennlich","315","0.44899238645823","0.404997152330269","0.492987620586191"
"inadequately","1986","(noch) kein Abschluss","weiblich","447","0.648034759785541","0.608157865235339","0.687911654335744"
"inadequately","1986","Hauptschulabschluss","maennlich","","","",""
"inadequately","1986","Hauptschulabschluss","weiblich","","","",""
"inadequately","1986","Realschulabschluss","maennlich","","","",""
"inadequately","1986","Realschulabschluss","weiblich","","","",""
"inadequately","1986","(Fach-)Abitur","maennlich","","","",""
"inadequately","1986","(Fach-)Abitur","weiblich","","","",""
"inadequately","1986","AkademikerInnen","maennlich","","","",""
"inadequately","1986","AkademikerInnen","weiblich","","","",""
"general elemantary","1986","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1986","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1986","Hauptschulabschluss","maennlich","838","0.19975532657958","0.185434015660779","0.214076637498382"
"general elemantary","1986","Hauptschulabschluss","weiblich","1621","0.502920543678554","0.485390391924176","0.520450695432931"
"general elemantary","1986","Realschulabschluss","maennlich","177","0.214851383061235","0.185259183776816","0.244443582345654"
"general elemantary","1986","Realschulabschluss","weiblich","291","0.271196800124635","0.244164205422942","0.298229394826327"
"general elemantary","1986","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1986","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1986","AkademikerInnen","maennlich","","","",""
"general elemantary","1986","AkademikerInnen","weiblich","","","",""
"middle vocational","1986","(noch) kein Abschluss","maennlich","61","0.102191416658013","0.0753993366552785","0.128983496660747"
"middle vocational","1986","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","1986","Hauptschulabschluss","maennlich","1956","0.718156077680684","0.702040868387859","0.734271286973509"
"middle vocational","1986","Hauptschulabschluss","weiblich","1411","0.464526201376034","0.447039926526865","0.482012476225202"
"middle vocational","1986","Realschulabschluss","maennlich","489","0.687630661021397","0.654238536816931","0.721022785225864"
"middle vocational","1986","Realschulabschluss","weiblich","642","0.627009166284209","0.597603817047664","0.656414515520753"
"middle vocational","1986","(Fach-)Abitur","maennlich","233","0.461372616930321","0.416542341409173","0.506202892451469"
"middle vocational","1986","(Fach-)Abitur","weiblich","172","0.47833117285817","0.42546683264179","0.53119551307455"
"middle vocational","1986","AkademikerInnen","maennlich","","","",""
"middle vocational","1986","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1986","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1986","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1986","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1986","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1986","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1986","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1986","(Fach-)Abitur","maennlich","166","0.334697177721701","0.292260928213818","0.377133427229584"
"vocational + Abi","1986","(Fach-)Abitur","weiblich","112","0.304136137953806","0.255450912451069","0.352821363456542"
"vocational + Abi","1986","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1986","AkademikerInnen","weiblich","","","",""
"higher vocational","1986","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1986","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1986","Hauptschulabschluss","maennlich","183","0.0751221464990324","0.0656804860568287","0.0845638069412361"
"higher vocational","1986","Hauptschulabschluss","weiblich","82","0.028901905224977","0.0230281226373318","0.0347756878126221"
"higher vocational","1986","Realschulabschluss","maennlich","74","0.0975179559173677","0.0761435619072057","0.11889234992753"
"higher vocational","1986","Realschulabschluss","weiblich","106","0.101794033591157","0.083407940831437","0.120180126350877"
"higher vocational","1986","(Fach-)Abitur","maennlich","76","0.203930205347978","0.167696092099941","0.240164318596015"
"higher vocational","1986","(Fach-)Abitur","weiblich","59","0.217532689188024","0.17387141589448","0.261193962481569"
"higher vocational","1986","AkademikerInnen","maennlich","","","",""
"higher vocational","1986","AkademikerInnen","weiblich","","","",""
"higher education","1986","(noch) kein Abschluss","maennlich","","","",""
"higher education","1986","(noch) kein Abschluss","weiblich","","","",""
"higher education","1986","Hauptschulabschluss","maennlich","","","",""
"higher education","1986","Hauptschulabschluss","weiblich","","","",""
"higher education","1986","Realschulabschluss","maennlich","","","",""
"higher education","1986","Realschulabschluss","weiblich","","","",""
"higher education","1986","(Fach-)Abitur","maennlich","","","",""
"higher education","1986","(Fach-)Abitur","weiblich","","","",""
"higher education","1986","AkademikerInnen","maennlich","506","1","1","1"
"higher education","1986","AkademikerInnen","weiblich","245","1","1","1"
"in school","1987","(noch) kein Abschluss","maennlich","101","0.380766648098193","0.336536925489032","0.424996370707354"
"in school","1987","(noch) kein Abschluss","weiblich","91","0.349947160586565","0.310230861227823","0.389663459945308"
"in school","1987","Hauptschulabschluss","maennlich","","","",""
"in school","1987","Hauptschulabschluss","weiblich","","","",""
"in school","1987","Realschulabschluss","maennlich","","","",""
"in school","1987","Realschulabschluss","weiblich","","","",""
"in school","1987","(Fach-)Abitur","maennlich","","","",""
"in school","1987","(Fach-)Abitur","weiblich","","","",""
"in school","1987","AkademikerInnen","maennlich","","","",""
"in school","1987","AkademikerInnen","weiblich","","","",""
"inadequately","1987","(noch) kein Abschluss","maennlich","299","0.495794146252013","0.450252132022488","0.541336160481537"
"inadequately","1987","(noch) kein Abschluss","weiblich","433","0.599218273020123","0.558410801225549","0.640025744814698"
"inadequately","1987","Hauptschulabschluss","maennlich","","","",""
"inadequately","1987","Hauptschulabschluss","weiblich","","","",""
"inadequately","1987","Realschulabschluss","maennlich","","","",""
"inadequately","1987","Realschulabschluss","weiblich","","","",""
"inadequately","1987","(Fach-)Abitur","maennlich","","","",""
"inadequately","1987","(Fach-)Abitur","weiblich","","","",""
"inadequately","1987","AkademikerInnen","maennlich","","","",""
"inadequately","1987","AkademikerInnen","weiblich","","","",""
"general elemantary","1987","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1987","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1987","Hauptschulabschluss","maennlich","835","0.192338804488945","0.178156807698516","0.206520801279373"
"general elemantary","1987","Hauptschulabschluss","weiblich","1590","0.498309484949659","0.480654401937993","0.515964567961325"
"general elemantary","1987","Realschulabschluss","maennlich","172","0.188712726689802","0.16065349878059","0.216771954599015"
"general elemantary","1987","Realschulabschluss","weiblich","261","0.233382790176034","0.207399275362101","0.259366304989966"
"general elemantary","1987","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1987","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1987","AkademikerInnen","maennlich","","","",""
"general elemantary","1987","AkademikerInnen","weiblich","","","",""
"middle vocational","1987","(noch) kein Abschluss","maennlich","62","0.12309641727417","0.0931698968401238","0.153022937708216"
"middle vocational","1987","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","1987","Hauptschulabschluss","maennlich","1942","0.728547679904347","0.712546018128579","0.744549341680114"
"middle vocational","1987","Hauptschulabschluss","weiblich","1396","0.468328387988516","0.450708659178047","0.485948116798986"
"middle vocational","1987","Realschulabschluss","maennlich","500","0.711095614613515","0.678592209757027","0.743599019470004"
"middle vocational","1987","Realschulabschluss","weiblich","652","0.664864609705388","0.635867750751386","0.69386146865939"
"middle vocational","1987","(Fach-)Abitur","maennlich","229","0.474661306833295","0.428978439162918","0.520344174503673"
"middle vocational","1987","(Fach-)Abitur","weiblich","153","0.427197959366223","0.373745584555636","0.480650334176811"
"middle vocational","1987","AkademikerInnen","maennlich","","","",""
"middle vocational","1987","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1987","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1987","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1987","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1987","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1987","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1987","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1987","(Fach-)Abitur","maennlich","161","0.331889029670522","0.28881033865601","0.374967720685033"
"vocational + Abi","1987","(Fach-)Abitur","weiblich","117","0.352965141341336","0.301325895649271","0.404604387033401"
"vocational + Abi","1987","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1987","AkademikerInnen","weiblich","","","",""
"higher vocational","1987","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1987","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1987","Hauptschulabschluss","maennlich","174","0.0730201803235407","0.0636586702653883","0.082381690381693"
"higher vocational","1987","Hauptschulabschluss","weiblich","81","0.0284415962905368","0.022571926336166","0.0343112662449076"
"higher vocational","1987","Realschulabschluss","maennlich","75","0.100191658696683","0.0786599457773499","0.121723371616015"
"higher vocational","1987","Realschulabschluss","weiblich","105","0.101752600118578","0.0831811872855528","0.120324012951603"
"higher vocational","1987","(Fach-)Abitur","maennlich","69","0.193449663496183","0.157313547143352","0.229585779849014"
"higher vocational","1987","(Fach-)Abitur","weiblich","59","0.219836899292441","0.175086888970448","0.264586909614434"
"higher vocational","1987","AkademikerInnen","maennlich","","","",""
"higher vocational","1987","AkademikerInnen","weiblich","","","",""
"higher education","1987","(noch) kein Abschluss","maennlich","","","",""
"higher education","1987","(noch) kein Abschluss","weiblich","","","",""
"higher education","1987","Hauptschulabschluss","maennlich","","","",""
"higher education","1987","Hauptschulabschluss","weiblich","","","",""
"higher education","1987","Realschulabschluss","maennlich","","","",""
"higher education","1987","Realschulabschluss","weiblich","","","",""
"higher education","1987","(Fach-)Abitur","maennlich","","","",""
"higher education","1987","(Fach-)Abitur","weiblich","","","",""
"higher education","1987","AkademikerInnen","maennlich","496","1","1","1"
"higher education","1987","AkademikerInnen","weiblich","248","1","1","1"
"in school","1988","(noch) kein Abschluss","maennlich","91","0.437915615378198","0.38965631181954","0.486174918936856"
"in school","1988","(noch) kein Abschluss","weiblich","73","0.343367914840889","0.302318455912659","0.38441737376912"
"in school","1988","Hauptschulabschluss","maennlich","","","",""
"in school","1988","Hauptschulabschluss","weiblich","","","",""
"in school","1988","Realschulabschluss","maennlich","","","",""
"in school","1988","Realschulabschluss","weiblich","","","",""
"in school","1988","(Fach-)Abitur","maennlich","","","",""
"in school","1988","(Fach-)Abitur","weiblich","","","",""
"in school","1988","AkademikerInnen","maennlich","","","",""
"in school","1988","AkademikerInnen","weiblich","","","",""
"inadequately","1988","(noch) kein Abschluss","maennlich","263","0.448174853500397","0.399801125258899","0.496548581741895"
"inadequately","1988","(noch) kein Abschluss","weiblich","411","0.602610374702312","0.560305238651066","0.644915510753558"
"inadequately","1988","Hauptschulabschluss","maennlich","","","",""
"inadequately","1988","Hauptschulabschluss","weiblich","","","",""
"inadequately","1988","Realschulabschluss","maennlich","","","",""
"inadequately","1988","Realschulabschluss","weiblich","","","",""
"inadequately","1988","(Fach-)Abitur","maennlich","","","",""
"inadequately","1988","(Fach-)Abitur","weiblich","","","",""
"inadequately","1988","AkademikerInnen","maennlich","","","",""
"inadequately","1988","AkademikerInnen","weiblich","","","",""
"general elemantary","1988","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1988","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1988","Hauptschulabschluss","maennlich","825","0.194398963603115","0.179877707464837","0.208920219741393"
"general elemantary","1988","Hauptschulabschluss","weiblich","1489","0.488246728051908","0.47012566513905","0.506367790964766"
"general elemantary","1988","Realschulabschluss","maennlich","154","0.161453365875771","0.13413725520009","0.188769476551453"
"general elemantary","1988","Realschulabschluss","weiblich","272","0.242914657051974","0.216427665377556","0.269401648726393"
"general elemantary","1988","(Fach-)Abitur","maennlich","","","",""
"general elemantary","1988","(Fach-)Abitur","weiblich","","","",""
"general elemantary","1988","AkademikerInnen","maennlich","","","",""
"general elemantary","1988","AkademikerInnen","weiblich","","","",""
"middle vocational","1988","(noch) kein Abschluss","maennlich","51","0.113592614748012","0.0827268667992442","0.144458362696779"
"middle vocational","1988","(noch) kein Abschluss","weiblich","","","",""
"middle vocational","1988","Hauptschulabschluss","maennlich","1839","0.725147014001763","0.708765257494974","0.741528770508552"
"middle vocational","1988","Hauptschulabschluss","weiblich","1349","0.478373131306131","0.460264023694873","0.496482238917389"
"middle vocational","1988","Realschulabschluss","maennlich","472","0.738786922898251","0.706174072420913","0.771399773375588"
"middle vocational","1988","Realschulabschluss","weiblich","637","0.662430100653813","0.633223215558239","0.691636985749388"
"middle vocational","1988","(Fach-)Abitur","maennlich","219","0.48039559799977","0.433659575217357","0.527131620782183"
"middle vocational","1988","(Fach-)Abitur","weiblich","131","0.392664129833965","0.337678164019845","0.447650095648085"
"middle vocational","1988","AkademikerInnen","maennlich","","","",""
"middle vocational","1988","AkademikerInnen","weiblich","","","",""
"vocational + Abi","1988","(noch) kein Abschluss","maennlich","","","",""
"vocational + Abi","1988","(noch) kein Abschluss","weiblich","","","",""
"vocational + Abi","1988","Hauptschulabschluss","maennlich","","","",""
"vocational + Abi","1988","Hauptschulabschluss","weiblich","","","",""
"vocational + Abi","1988","Realschulabschluss","maennlich","","","",""
"vocational + Abi","1988","Realschulabschluss","weiblich","","","",""
"vocational + Abi","1988","(Fach-)Abitur","maennlich","154","0.32602459638265","0.282175258740437","0.369873934024863"
"vocational + Abi","1988","(Fach-)Abitur","weiblich","117","0.395316155018404","0.34026540489633","0.450366905140477"
"vocational + Abi","1988","AkademikerInnen","maennlich","","","",""
"vocational + Abi","1988","AkademikerInnen","weiblich","","","",""
"higher vocational","1988","(noch) kein Abschluss","maennlich","","","",""
"higher vocational","1988","(noch) kein Abschluss","weiblich","","","",""
"higher vocational","1988","Hauptschulabschluss","maennlich","173","0.0746352592625903","0.0649919587274054","0.0842785597977753"
"higher vocational","1988","Hauptschulabschluss","weiblich","73","0.0289793208754067","0.0228980825397695","0.0350605592110438"
"higher vocational","1988","Realschulabschluss","maennlich","71","0.0997597112259779","0.0775118372277218","0.122007585224234"
"higher vocational","1988","Realschulabschluss","weiblich","98","0.0946552422942121","0.0765746485901469","0.112735835998277"
"higher vocational","1988","(Fach-)Abitur","maennlich","66","0.19357980561758","0.156620265983456","0.230539345251704"
"higher vocational","1988","(Fach-)Abitur","weiblich","55","0.212019715147632","0.165996964044944","0.258042466250319"
"higher vocational","1988","AkademikerInnen","maennlich","","","",""
"higher vocational","1988","AkademikerInnen","weiblich","","","",""
"higher education","1988","(noch) kein Abschluss","maennlich","","","",""
"higher education","1988","(noch) kein Abschluss","weiblich","","","",""
"higher education","1988","Hauptschulabschluss","maennlich","","","",""
"higher education","1988","Hauptschulabschluss","weiblich","","","",""
"higher education","1988","Realschulabschluss","maennlich","","","",""
"higher education","1988","Realschulabschluss","weiblich","","","",""
"higher education","1988","(Fach-)Abitur","maennlich","","","",""
"higher education","1988","(Fach-)Abitur","weiblich","","","",""
"higher education","1988","AkademikerInnen","maennlich","472","1","1","1"
"higher education","1988","AkademikerInnen","weiblich","230","1","1","1"
"in school","1989","(noch) kein Abschluss","maennlich","90","0.489176010141182","0.439564321985784","0.538787698296579"
"in school","1989","(noch) kein Abschluss","weiblich","85","0.358353279923333","0.316613727039586","0.40009283280708"
"in school","1989","Hauptschulabschluss","maennlich","","","",""
"in school","1989","Hauptschulabschluss","weiblich","","","",""
"in school","1989","Realschulabschluss","maennlich","","","",""
"in school","1989","Realschulabschluss","weiblich","","","",""
"in school","1989","(Fach-)Abitur","maennlich","","","",""
"in school","1989","(Fach-)Abitur","weiblich","","","",""
"in school","1989","AkademikerInnen","maennlich","","","",""
"in school","1989","AkademikerInnen","weiblich","","","",""
"inadequately","1989","(noch) kein Abschluss","maennlich","245","0.411966906783659","0.363118788702098","0.46081502486522"
"inadequately","1989","(noch) kein Abschluss","weiblich","389","0.58700569786563","0.544147165043032","0.629864230688227"
"inadequately","1989","Hauptschulabschluss","maennlich","","","",""
"inadequately","1989","Hauptschulabschluss","weiblich","","","",""
"inadequately","1989","Realschulabschluss","maennlich","","","",""
"inadequately","1989","Realschulabschluss","weiblich","","","",""
"inadequately","1989","(Fach-)Abitur","maennlich","","","",""
"inadequately","1989","(Fach-)Abitur","weiblich","","","",""
"inadequately","1989","AkademikerInnen","maennlich","","","",""
"inadequately","1989","AkademikerInnen","weiblich","","","",""
"general elemantary","1989","(noch) kein Abschluss","maennlich","","","",""
"general elemantary","1989","(noch) kein Abschluss","weiblich","","","",""
"general elemantary","1989","Hauptschulabschluss","maennlich","779","0.19708529009151","0.182119316239835","0.212051263943185"
