"pgisced97","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"middle vocational","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"middle vocational","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"middle vocational","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","(Fach-)Abitur","kein Migrationshintergrund","176","0.334253142013559","0.295007276493311","0.373499007533808"
"vocational + Abi","1985","(Fach-)Abitur","direkter Migrationshintergrund","104","0.391565601312175","0.328892775538787","0.454238427085563"
"vocational + Abi","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"vocational + Abi","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"vocational + Abi","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"higher vocational","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","Hauptschulabschluss","kein Migrationshintergrund","263","0.0517532785966823","0.0455289623898893","0.0579775948034753"
"higher vocational","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","Realschulabschluss","kein Migrationshintergrund","183","0.107690366345848","0.0927330962207582","0.122647636470937"
"higher vocational","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","(Fach-)Abitur","kein Migrationshintergrund","119","0.229093290832805","0.194130290245239","0.264056291420371"
"higher vocational","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"higher vocational","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","AkademikerInnen","kein Migrationshintergrund","","","",""
"higher vocational","1985","AkademikerInnen","direkter Migrationshintergrund","","","",""
"higher vocational","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"higher education","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"higher education","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"higher education","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"higher education","1985","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"higher education","1985","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"higher education","1985","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"higher education","1985","Realschulabschluss","kein Migrationshintergrund","","","",""
"higher education","1985","Realschulabschluss","direkter Migrationshintergrund","","","",""
"higher education","1985","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"higher education","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"higher education","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"higher education","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"higher education","1985","AkademikerInnen","kein Migrationshintergrund","643","1","1","1"
"higher education","1985","AkademikerInnen","direkter Migrationshintergrund","111","1","1","1"
"higher education","1985","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"in school","1986","(noch) kein Abschluss","kein Migrationshintergrund","146","0.610621809091678","0.546041815007248","0.675201803176107"
"in school","1986","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.0572706079730894","0.0411993549385887","0.07334186100759"
"in school","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"in school","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"in school","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"in school","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"in school","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in school","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"in school","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"in school","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"in school","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"inadequately","1986","(noch) kein Abschluss","kein Migrationshintergrund","61","0.319732596173437","0.257965196087976","0.381499996258898"
"inadequately","1986","(noch) kein Abschluss","direkter Migrationshintergrund","694","0.851157693146854","0.826539366545753","0.875776019747956"
"inadequately","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"inadequately","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"inadequately","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"inadequately","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"inadequately","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"inadequately","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"inadequately","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"inadequately","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"inadequately","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"inadequately","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"inadequately","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"general elemantary","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"general elemantary","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"general elemantary","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"general elemantary","1986","Hauptschulabschluss","kein Migrationshintergrund","1553","0.35204499463975","0.338150603799094","0.365939385480405"
"general elemantary","1986","Hauptschulabschluss","direkter Migrationshintergrund","862","0.489388687169091","0.464032125313985","0.514745249024198"
"general elemantary","1986","Hauptschulabschluss","indirekter Migrationshintergrund","44","0.390117647780923","0.28762108619706","0.492614209364786"
"general elemantary","1986","Realschulabschluss","kein Migrationshintergrund","389","0.245392175392972","0.224326647965654","0.26645770282029"
"general elemantary","1986","Realschulabschluss","direkter Migrationshintergrund","63","0.303981283918078","0.229112984004836","0.378849583831321"
"general elemantary","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"general elemantary","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"general elemantary","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"general elemantary","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"general elemantary","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"general elemantary","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"general elemantary","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"middle vocational","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"middle vocational","1986","(noch) kein Abschluss","direkter Migrationshintergrund","78","0.0915716988800563","0.0716229215834285","0.111520476176684"
"middle vocational","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"middle vocational","1986","Hauptschulabschluss","kein Migrationshintergrund","2719","0.590812111454702","0.576508224150805","0.605115998758599"
"middle vocational","1986","Hauptschulabschluss","direkter Migrationshintergrund","610","0.478156993155071","0.452818932174207","0.503495054135934"
"middle vocational","1986","Hauptschulabschluss","indirekter Migrationshintergrund","38","0.506326615568682","0.401269928807327","0.611383302330037"
"middle vocational","1986","Realschulabschluss","kein Migrationshintergrund","1051","0.656915795388037","0.633675772896479","0.680155817879595"
"middle vocational","1986","Realschulabschluss","direkter Migrationshintergrund","66","0.548084629540798","0.467078765689555","0.629090493392042"
"middle vocational","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"middle vocational","1986","(Fach-)Abitur","kein Migrationshintergrund","286","0.469479215467895","0.428722776047666","0.510235654888124"
"middle vocational","1986","(Fach-)Abitur","direkter Migrationshintergrund","111","0.458894343083174","0.394910912820578","0.52287777334577"
"middle vocational","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"middle vocational","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"middle vocational","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"middle vocational","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"vocational + Abi","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"vocational + Abi","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","(Fach-)Abitur","kein Migrationshintergrund","172","0.315748037839684","0.277788999165472","0.353707076513896"
"vocational + Abi","1986","(Fach-)Abitur","direkter Migrationshintergrund","105","0.365904784071041","0.304055964863053","0.427753603279028"
"vocational + Abi","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"vocational + Abi","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"vocational + Abi","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"higher vocational","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","Hauptschulabschluss","kein Migrationshintergrund","243","0.0521274832495498","0.045660878097103","0.0585940884019967"
"higher vocational","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","Realschulabschluss","kein Migrationshintergrund","163","0.0976920292189912","0.0831579242616104","0.112226134176372"
"higher vocational","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"higher vocational","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","(Fach-)Abitur","kein Migrationshintergrund","118","0.214772746692421","0.181235753926269","0.248309739458573"
"higher vocational","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"higher vocational","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","AkademikerInnen","kein Migrationshintergrund","","","",""
"higher vocational","1986","AkademikerInnen","direkter Migrationshintergrund","","","",""
"higher vocational","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"higher education","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"higher education","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"higher education","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"higher education","1986","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"higher education","1986","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"higher education","1986","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"higher education","1986","Realschulabschluss","kein Migrationshintergrund","","","",""
"higher education","1986","Realschulabschluss","direkter Migrationshintergrund","","","",""
"higher education","1986","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"higher education","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"higher education","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"higher education","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"higher education","1986","AkademikerInnen","kein Migrationshintergrund","637","1","1","1"
"higher education","1986","AkademikerInnen","direkter Migrationshintergrund","110","1","1","1"
"higher education","1986","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"in school","1987","(noch) kein Abschluss","kein Migrationshintergrund","150","0.632606798938482","0.567711588411874","0.697502009465089"
"in school","1987","(noch) kein Abschluss","direkter Migrationshintergrund","33","0.0486558368769881","0.0336053841137829","0.0637062896401933"
"in school","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"in school","1987","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"in school","1987","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1987","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1987","Realschulabschluss","kein Migrationshintergrund","","","",""
"in school","1987","Realschulabschluss","direkter Migrationshintergrund","","","",""
"in school","1987","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"in school","1987","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"in school","1987","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"in school","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"in school","1987","AkademikerInnen","kein Migrationshintergrund","","","",""
