year,age_gr,migback,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,46-65 J.,indirekter Migrationshintergrund,middle vocational,0.00033840947546531303,16099,5.428779058285811e-05,0.000622531160347768
1984,46-65 J.,indirekter Migrationshintergrund,general elemantary,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,66 und älter,indirekter Migrationshintergrund,middle vocational,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,66 und älter,direkter Migrationshintergrund,higher education,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,18-29 J.,indirekter Migrationshintergrund,inadequately,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,46-65 J.,indirekter Migrationshintergrund,higher vocational,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,46-65 J.,indirekter Migrationshintergrund,higher education,0.00016920473773265651,16099,-3.171663434996719e-05,0.0003701261098152802
1984,18-29 J.,indirekter Migrationshintergrund,higher education,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,30-45 J.,indirekter Migrationshintergrund,higher vocational,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,18-29 J.,indirekter Migrationshintergrund,vocational + Abi,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,18-29 J.,indirekter Migrationshintergrund,higher vocational,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,46-65 J.,indirekter Migrationshintergrund,inadequately,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1984,66 und älter,direkter Migrationshintergrund,vocational + Abi,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1985,30-45 J.,kein Migrationshintergrund,middle vocational,0.1296591869308046,14443,0.12418053528189679,0.13513783857971243
1985,46-65 J.,kein Migrationshintergrund,middle vocational,0.11642099333395925,14443,0.11119022229729185,0.12165176437062665
1985,18-29 J.,kein Migrationshintergrund,middle vocational,0.10308891183926391,14443,0.09812975275747918,0.10804807092104865
1985,46-65 J.,kein Migrationshintergrund,general elemantary,0.07295089662942447,14443,0.06870964487902742,0.07719214837982152
1985,66 und älter,kein Migrationshintergrund,middle vocational,0.04703783682283354,14443,0.04358489814894891,0.05049077549671816
1985,18-29 J.,kein Migrationshintergrund,general elemantary,0.04675617312928364,14443,0.04331307939909018,0.05019926685947709
1985,66 und älter,kein Migrationshintergrund,general elemantary,0.03830626232278659,14443,0.03517600061223573,0.041436524033337446
1985,30-45 J.,direkter Migrationshintergrund,middle vocational,0.034738522204487844,14443,0.03175207031622382,0.03772497409275187
1985,30-45 J.,direkter Migrationshintergrund,general elemantary,0.03304854004318843,14443,0.030133088403898143,0.03596399168247873
1985,46-65 J.,direkter Migrationshintergrund,inadequately,0.03088911839263919,14443,0.02806737928425082,0.03371085750102756
1985,30-45 J.,kein Migrationshintergrund,general elemantary,0.030231903107689417,14443,0.02743939748904778,0.033024408726331056
1985,30-45 J.,kein Migrationshintergrund,higher education,0.029105248333489812,14443,0.026363679861750648,0.031846816805228974
1985,30-45 J.,direkter Migrationshintergrund,inadequately,0.028729696742089944,14443,0.02600534648669569,0.0314540469974842
1985,18-29 J.,direkter Migrationshintergrund,middle vocational,0.027321378274340436,14443,0.02466271489715527,0.029980041651525603
1985,18-29 J.,direkter Migrationshintergrund,general elemantary,0.02722749037649047,14443,0.02457327099060487,0.02988170976237607
1985,46-65 J.,direkter Migrationshintergrund,middle vocational,0.021594216505492442,14443,0.01922363115095388,0.023964801860031006
1985,46-65 J.,direkter Migrationshintergrund,general elemantary,0.02065533752699277,14443,0.0183357471725078,0.022974927881477744
1985,30-45 J.,kein Migrationshintergrund,higher vocational,0.019434794854943198,14443,0.017183379698840123,0.021686210011046272
1985,46-65 J.,kein Migrationshintergrund,higher education,0.01708759740869402,14443,0.014973985365064734,0.019201209452323304
1985,46-65 J.,kein Migrationshintergrund,higher vocational,0.01671204581729415,14443,0.014621390034853523,0.01880270159973478
1985,18-29 J.,kein Migrationshintergrund,higher vocational,0.009670453478546615,14443,0.008074424935340234,0.011266482021752995
1985,18-29 J.,direkter Migrationshintergrund,inadequately,0.009294901887146746,14443,0.007729874400020714,0.010859929374272779
1985,18-29 J.,kein Migrationshintergrund,higher education,0.009013238193596845,14443,0.007471886597815326,0.010554589789378363
1985,66 und älter,kein Migrationshintergrund,higher vocational,0.007511031827997371,14443,0.006102910712660075,0.008919152943334667
1985,18-29 J.,kein Migrationshintergrund,vocational + Abi,0.007511031827997371,14443,0.006102910712660075,0.008919152943334667
1985,18-29 J.,kein Migrationshintergrund,in school,0.007041592338747535,14443,0.005677862529081076,0.008405322148413994
1985,66 und älter,kein Migrationshintergrund,higher education,0.004976058586048259,14443,0.00382846827357817,0.006123648898518347
1985,30-45 J.,direkter Migrationshintergrund,higher education,0.004976058586048259,14443,0.00382846827357817,0.006123648898518347
1985,30-45 J.,direkter Migrationshintergrund,vocational + Abi,0.0046005069946483896,14443,0.003496863212092905,0.005704150777203874
1985,18-29 J.,kein Migrationshintergrund,inadequately,0.004224955403248521,14443,0.0031671176821528087,0.005282793124344234
1985,46-65 J.,kein Migrationshintergrund,vocational + Abi,0.0037555159139986854,14443,0.0027579418853377435,0.004753089942659628
1985,30-45 J.,kein Migrationshintergrund,vocational + Abi,0.0035677401182987512,14443,0.0025953335997788325,0.00454014663681867
1985,18-29 J.,indirekter Migrationshintergrund,middle vocational,0.0030983006290489154,14443,0.0021919101989470655,0.004004691059150765
1985,18-29 J.,indirekter Migrationshintergrund,general elemantary,0.0030983006290489154,14443,0.0021919101989470655,0.004004691059150765
1985,46-65 J.,direkter Migrationshintergrund,higher education,0.0030044127311989483,14443,0.0021118191064649554,0.0038970063559329413
1985,18-29 J.,direkter Migrationshintergrund,vocational + Abi,0.002816636935499014,14443,0.001952305491307385,0.0036809683796906432
1985,30-45 J.,direkter Migrationshintergrund,higher vocational,0.0023471974462491783,14443,0.0015579886971262974,0.0031364061953720592
1985,18-29 J.,direkter Migrationshintergrund,higher education,0.002065533752699277,14443,0.0013250858199029259,0.002805981685495628
1985,46-65 J.,direkter Migrationshintergrund,vocational + Abi,0.00197164585484931,14443,0.0012481879593915564,0.002695103750307064
1985,66 und älter,direkter Migrationshintergrund,general elemantary,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,66 und älter,kein Migrationshintergrund,vocational + Abi,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,46-65 J.,direkter Migrationshintergrund,higher vocational,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,30-45 J.,kein Migrationshintergrund,inadequately,0.00131443056989954,14443,0.0007235352115220718,0.0019053259282770082
1985,30-45 J.,indirekter Migrationshintergrund,middle vocational,0.0009388789784996713,14443,0.00043938736286535816,0.0014383705941339846
1985,18-29 J.,direkter Migrationshintergrund,in school,0.0009388789784996713,14443,0.00043938736286535816,0.0014383705941339846
1985,66 und älter,direkter Migrationshintergrund,middle vocational,0.0009388789784996713,14443,0.00043938736286535816,0.0014383705941339846
1985,18-29 J.,direkter Migrationshintergrund,higher vocational,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,66 und älter,kein Migrationshintergrund,inadequately,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,66 und älter,direkter Migrationshintergrund,inadequately,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,46-65 J.,kein Migrationshintergrund,inadequately,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,30-45 J.,indirekter Migrationshintergrund,general elemantary,0.0004694394892498357,14443,0.00011616261094259231,0.000822716367557079
1985,18-29 J.,indirekter Migrationshintergrund,in school,0.00037555159139986854,14443,5.9556305502226866e-05,0.0006915468772975102
1985,46-65 J.,indirekter Migrationshintergrund,middle vocational,0.00037555159139986854,14443,5.9556305502226866e-05,0.0006915468772975102
1985,18-29 J.,indirekter Migrationshintergrund,inadequately,0.0002816636935499014,14443,7.990897283279507e-06,0.0005553364898165233
1985,66 und älter,indirekter Migrationshintergrund,middle vocational,0.0002816636935499014,14443,7.990897283279507e-06,0.0005553364898165233
1985,66 und älter,direkter Migrationshintergrund,higher education,0.0002816636935499014,14443,7.990897283279507e-06,0.0005553364898165233
1985,46-65 J.,indirekter Migrationshintergrund,higher education,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,46-65 J.,indirekter Migrationshintergrund,higher vocational,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,18-29 J.,indirekter Migrationshintergrund,higher education,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,46-65 J.,indirekter Migrationshintergrund,general elemantary,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,46-65 J.,indirekter Migrationshintergrund,inadequately,9.388789784996713e-05,14443,-6.41320029904833e-05,0.00025190779869041757
1985,66 und älter,direkter Migrationshintergrund,vocational + Abi,9.388789784996713e-05,14443,-6.41320029904833e-05,0.00025190779869041757
1985,18-29 J.,indirekter Migrationshintergrund,higher vocational,9.388789784996713e-05,14443,-6.41320029904833e-05,0.00025190779869041757
1985,30-45 J.,indirekter Migrationshintergrund,higher vocational,9.388789784996713e-05,14443,-6.41320029904833e-05,0.00025190779869041757
1986,30-45 J.,kein Migrationshintergrund,middle vocational,0.12706965807778975,13742,0.12150111191158613,0.13263820424399336
1986,46-65 J.,kein Migrationshintergrund,middle vocational,0.11991770353678848,13742,0.11448602082194086,0.12534938625163608
1986,18-29 J.,kein Migrationshintergrund,middle vocational,0.10590771039482708,13742,0.10076270228474268,0.11105271850491147
1986,46-65 J.,kein Migrationshintergrund,general elemantary,0.06926618986969726,13742,0.06502092791113431,0.07351145182826022
1986,18-29 J.,kein Migrationshintergrund,general elemantary,0.04692857842657,13742,0.04339257626233017,0.050464580590809834
1986,66 und älter,kein Migrationshintergrund,middle vocational,0.044871166846281965,13742,0.041409814911334525,0.048332518781229405
1986,66 und älter,kein Migrationshintergrund,general elemantary,0.0365435485451161,13742,0.03340627416913753,0.03968082292109467
1986,30-45 J.,direkter Migrationshintergrund,middle vocational,0.03429019300480063,13742,0.031247631368540568,0.03733275464106069
1986,30-45 J.,direkter Migrationshintergrund,general elemantary,0.03203683746448516,13742,0.02909251526733477,0.03498115966163554
1986,30-45 J.,kein Migrationshintergrund,higher education,0.031057117664347995,13742,0.028156698531050094,0.0339575367976459
1986,46-65 J.,direkter Migrationshintergrund,inadequately,0.030175369844224552,13742,0.02731511977451074,0.033035619913938365
1986,18-29 J.,direkter Migrationshintergrund,general elemantary,0.027824042323895366,13742,0.025074162907693376,0.030573921740097355
1986,30-45 J.,kein Migrationshintergrund,general elemantary,0.02772607034388165,13742,0.024980898220695213,0.030471242467068088
1986,30-45 J.,direkter Migrationshintergrund,inadequately,0.026354462623689626,13742,0.02367616632773739,0.02903275891964186
1986,18-29 J.,direkter Migrationshintergrund,middle vocational,0.02596257470363476,13742,0.02330373104801194,0.02862141835925758
1986,46-65 J.,direkter Migrationshintergrund,general elemantary,0.02341530322327814,13742,0.02088696046335866,0.025943645983197622
1986,46-65 J.,direkter Migrationshintergrund,middle vocational,0.02341530322327814,13742,0.02088696046335866,0.025943645983197622
1986,30-45 J.,kein Migrationshintergrund,higher vocational,0.018712648182619772,13742,0.0164469772858987,0.020978319079340845
1986,46-65 J.,kein Migrationshintergrund,higher education,0.018614676202606054,13742,0.016354831361811505,0.020874521043400603
1986,46-65 J.,kein Migrationshintergrund,higher vocational,0.017047124522386596,13742,0.014882796837442112,0.01921145220733108
1986,18-29 J.,kein Migrationshintergrund,higher vocational,0.008621534241207015,13742,0.007075770490659321,0.010167297991754708
1986,18-29 J.,direkter Migrationshintergrund,inadequately,0.008327618301165867,13742,0.006808206085033276,0.009847030517298457
1986,18-29 J.,kein Migrationshintergrund,in school,0.007837758401097286,13742,0.0063633480099979005,0.009312168792196672
1986,18-29 J.,kein Migrationshintergrund,higher education,0.00773978642108357,13742,0.006274547735588086,0.009205025106579055
1986,18-29 J.,kein Migrationshintergrund,vocational + Abi,0.007347898501028706,13742,0.005919954399798427,0.008775842602258985
1986,66 und älter,kein Migrationshintergrund,higher vocational,0.007151954541001274,13742,0.005743039308539403,0.008560869773463145
1986,30-45 J.,direkter Migrationshintergrund,higher education,0.005878318800822965,13742,0.004600181704556067,0.007156455897089862
1986,18-29 J.,kein Migrationshintergrund,inadequately,0.005192514940726952,13742,0.003990833098733208,0.006394196782720695
1986,30-45 J.,direkter Migrationshintergrund,vocational + Abi,0.005094542960713236,13742,0.003904193114509863,0.0062848928069166084
1986,66 und älter,kein Migrationshintergrund,higher education,0.004800627020672088,13742,0.0036449535901844883,0.005956300451159688
1986,18-29 J.,indirekter Migrationshintergrund,general elemantary,0.004310767120603507,13742,0.0032153733028198253,0.005406160938387189
1986,30-45 J.,kein Migrationshintergrund,vocational + Abi,0.004212795140589792,13742,0.0031298672464156827,0.0052957230347639005
1986,18-29 J.,indirekter Migrationshintergrund,middle vocational,0.004114823160576075,13742,0.0030445088771236233,0.005185137444028527
1986,46-65 J.,direkter Migrationshintergrund,higher education,0.0033310473204663468,13742,0.002367668786208381,0.004294425854724312
1986,46-65 J.,kein Migrationshintergrund,vocational + Abi,0.0033310473204663468,13742,0.002367668786208381,0.004294425854724312
1986,18-29 J.,direkter Migrationshintergrund,vocational + Abi,0.0029391594004114824,13742,0.0020340449489249955,0.0038442738518979693
1986,30-45 J.,direkter Migrationshintergrund,higher vocational,0.0022533555403154697,13742,0.0014605693110723247,0.003046141769558615
1986,66 und älter,direkter Migrationshintergrund,general elemantary,0.0019594396002743215,13742,0.0012200537496099644,0.0026988254509386785
1986,46-65 J.,direkter Migrationshintergrund,vocational + Abi,0.0019594396002743215,13742,0.0012200537496099644,0.0026988254509386785
1986,66 und älter,kein Migrationshintergrund,vocational + Abi,0.0018614676202606054,13742,0.0011407680665826334,0.0025821671739385773
1986,46-65 J.,direkter Migrationshintergrund,higher vocational,0.0017634956402468895,13742,0.0010619837796052426,0.0024650075008885363
1986,66 und älter,direkter Migrationshintergrund,middle vocational,0.001371607720192025,13742,0.0007528109839198772,0.001990404456464173
1986,18-29 J.,direkter Migrationshintergrund,higher education,0.001175663760164593,13742,0.0006027131021119396,0.0017486144182172463
1986,66 und älter,direkter Migrationshintergrund,inadequately,0.001175663760164593,13742,0.0006027131021119396,0.0017486144182172463
1986,30-45 J.,kein Migrationshintergrund,inadequately,0.0010776917801508768,13742,0.0005291063860740942,0.0016262771742276594
1986,30-45 J.,indirekter Migrationshintergrund,middle vocational,0.0009797198001371607,13742,0.0004566385004655956,0.0015028010998087257
1986,18-29 J.,direkter Migrationshintergrund,higher vocational,0.0008817478201234447,13742,0.00038548499562606874,0.0013780106446208207
1986,18-29 J.,direkter Migrationshintergrund,in school,0.0008817478201234447,13742,0.00038548499562606874,0.0013780106446208207
1986,46-65 J.,kein Migrationshintergrund,inadequately,0.0007837758401097286,13742,0.00031587182288991724,0.0012516798573295402
1986,66 und älter,kein Migrationshintergrund,inadequately,0.0006858038600960126,13742,0.0002480982728309349,0.0011235094473610902
1986,30-45 J.,indirekter Migrationshintergrund,general elemantary,0.0006858038600960126,13742,0.0002480982728309349,0.0011235094473610902
1986,18-29 J.,indirekter Migrationshintergrund,in school,0.0004898599000685804,13742,0.00011989489492723133,0.0008598249052099294
1986,66 und älter,direkter Migrationshintergrund,higher education,0.0003918879200548643,13742,6.096494239573989e-05,0.0007228108977139888
1986,46-65 J.,indirekter Migrationshintergrund,middle vocational,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,46-65 J.,indirekter Migrationshintergrund,general elemantary,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,18-29 J.,indirekter Migrationshintergrund,inadequately,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,18-29 J.,indirekter Migrationshintergrund,higher vocational,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,66 und älter,indirekter Migrationshintergrund,middle vocational,0.00019594396002743216,13742,-3.807685462541306e-05,0.0004299647746802774
1986,46-65 J.,indirekter Migrationshintergrund,higher vocational,0.00019594396002743216,13742,-3.807685462541306e-05,0.0004299647746802774
1986,46-65 J.,indirekter Migrationshintergrund,higher education,0.00019594396002743216,13742,-3.807685462541306e-05,0.0004299647746802774
1986,18-29 J.,indirekter Migrationshintergrund,higher education,0.00019594396002743216,13742,-3.807685462541306e-05,0.0004299647746802774
1986,18-29 J.,indirekter Migrationshintergrund,vocational + Abi,9.797198001371608e-05,13742,-6.751383244535344e-05,0.0002634577924727856
1986,46-65 J.,indirekter Migrationshintergrund,inadequately,9.797198001371608e-05,13742,-6.751383244535344e-05,0.0002634577924727856
1986,30-45 J.,indirekter Migrationshintergrund,higher vocational,9.797198001371608e-05,13742,-6.751383244535344e-05,0.0002634577924727856
1987,30-45 J.,kein Migrationshintergrund,middle vocational,0.12446734714101675,13496,0.11889783151166901,0.13003686277036447
1987,46-65 J.,kein Migrationshintergrund,middle vocational,0.12089981171340798,13496,0.11539952238086837,0.1264001010459476
1987,18-29 J.,kein Migrationshintergrund,middle vocational,0.10653057179665049,13496,0.10132545458018342,0.11173568901311755
1987,46-65 J.,kein Migrationshintergrund,general elemantary,0.06520661976018234,13496,0.06104121513986837,0.0693720243804963
1987,66 und älter,kein Migrationshintergrund,middle vocational,0.04756713903478347,13496,0.043976066001123824,0.051158212068443114
1987,18-29 J.,kein Migrationshintergrund,general elemantary,0.04390050540085225,13496,0.04044397929812981,0.04735703150357468
1987,66 und älter,kein Migrationshintergrund,general elemantary,0.03815280943414924,13496,0.034920820697278726,0.041384798171019754
1987,30-45 J.,direkter Migrationshintergrund,middle vocational,0.033098800911703495,13496,0.030080582136970804,0.036117019686436186
1987,30-45 J.,direkter Migrationshintergrund,general elemantary,0.03131503319789912,13496,0.02837656324156663,0.03425350315423161
1987,46-65 J.,direkter Migrationshintergrund,inadequately,0.031116836785254186,13496,0.028187380902162603,0.03404629266834577
1987,30-45 J.,kein Migrationshintergrund,higher education,0.031116836785254186,13496,0.028187380902162603,0.03404629266834577
1987,18-29 J.,direkter Migrationshintergrund,general elemantary,0.030224952928351995,13496,0.027336456360938823,0.03311344949576517
1987,30-45 J.,kein Migrationshintergrund,general elemantary,0.02636012288177584,13496,0.023657244975927444,0.029063000787624235
1987,30-45 J.,direkter Migrationshintergrund,inadequately,0.02586463185016351,13496,0.023186596268385273,0.02854266743194175
1987,46-65 J.,direkter Migrationshintergrund,general elemantary,0.02546823902487365,13496,0.02281026339918105,0.028126214650566247
1987,18-29 J.,direkter Migrationshintergrund,middle vocational,0.02546823902487365,13496,0.02281026339918105,0.028126214650566247
1987,46-65 J.,direkter Migrationshintergrund,middle vocational,0.024477256961648996,13496,0.021870181454626603,0.02708433246867139
1987,46-65 J.,kein Migrationshintergrund,higher education,0.019125953820235853,13496,0.016815104066025988,0.021436803574445717
1987,30-45 J.,kein Migrationshintergrund,higher vocational,0.018828659201268458,13496,0.01653549231888128,0.021121826083655634
1987,46-65 J.,kein Migrationshintergrund,higher vocational,0.017044891487464076,13496,0.014861068169096553,0.019228714805831597
1987,18-29 J.,kein Migrationshintergrund,in school,0.009117034981666832,13496,0.0075134516688446845,0.01072061829448898
1987,18-29 J.,kein Migrationshintergrund,higher education,0.007630561886829848,13496,0.006162418455009817,0.00909870531864988
1987,18-29 J.,kein Migrationshintergrund,higher vocational,0.007432365474184917,13496,0.005983269599744304,0.00888146134862553
1987,18-29 J.,kein Migrationshintergrund,vocational + Abi,0.007432365474184917,13496,0.005983269599744304,0.00888146134862553
1987,18-29 J.,direkter Migrationshintergrund,inadequately,0.007333267267862452,13496,0.005893792597822927,0.008772741937901977
1987,66 und älter,kein Migrationshintergrund,higher vocational,0.006639579823605192,13496,0.0052694009696784595,0.008009758677531925
1987,18-29 J.,indirekter Migrationshintergrund,middle vocational,0.005648597760380537,13496,0.004384170627674775,0.0069130248930863
1987,66 und älter,kein Migrationshintergrund,higher education,0.005351303141413141,13496,0.004120416176941854,0.006582190105884427
1987,30-45 J.,direkter Migrationshintergrund,higher education,0.0049549103161232785,13496,0.0037702527947677178,0.006139567837478839
1987,30-45 J.,kein Migrationshintergrund,vocational + Abi,0.004855812109800813,13496,0.003683002599703537,0.006028621619898088
1987,30-45 J.,direkter Migrationshintergrund,vocational + Abi,0.004657615697155881,13496,0.0035088760474005845,0.005806355346911178
1987,18-29 J.,kein Migrationshintergrund,inadequately,0.004261222871866019,13496,0.0031622338063929875,0.00536021193733905
1987,18-29 J.,indirekter Migrationshintergrund,general elemantary,0.004162124665543554,13496,0.003075935669568544,0.005248313661518564
1987,46-65 J.,direkter Migrationshintergrund,higher education,0.003468437221286295,13496,0.0024765415729830114,0.004460332869589578
1987,18-29 J.,direkter Migrationshintergrund,vocational + Abi,0.002972946189673967,13496,0.0020544009892216504,0.0038914913901262832
1987,46-65 J.,kein Migrationshintergrund,vocational + Abi,0.002972946189673967,13496,0.0020544009892216504,0.0038914913901262832
1987,30-45 J.,direkter Migrationshintergrund,higher vocational,0.0024774551580616392,13496,0.0016387336159925815,0.003316176700130697
1987,46-65 J.,direkter Migrationshintergrund,vocational + Abi,0.002279258745416708,13496,0.0014747053873658056,0.0030838121034676104
1987,66 und älter,direkter Migrationshintergrund,general elemantary,0.001981964126449311,13496,0.0012316024825114523,0.00273232577038717
