"pgisced97","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"middle vocational","1984","66 und älter","direkter Migrationshintergrund","","","",""
"middle vocational","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","16-34 Jahre alt","kein Migrationshintergrund","104","0.0338697142759419","0.0275172434357859","0.040222185116098"
"vocational + Abi","1984","16-34 Jahre alt","direkter Migrationshintergrund","59","0.0556460649687974","0.0435776258952597","0.0677145040423351"
"vocational + Abi","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","35-65 Jahre alt","kein Migrationshintergrund","62","0.0140617489630216","0.010554239702105","0.0175692582239383"
"vocational + Abi","1984","35-65 Jahre alt","direkter Migrationshintergrund","66","0.0258707040165119","0.0188210786099677","0.032920329423056"
"vocational + Abi","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1984","66 und älter","kein Migrationshintergrund","","","",""
"vocational + Abi","1984","66 und älter","direkter Migrationshintergrund","","","",""
"vocational + Abi","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","16-34 Jahre alt","kein Migrationshintergrund","186","0.0580120219454232","0.0498028236379774","0.0662212202528691"
"higher vocational","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"higher vocational","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","35-65 Jahre alt","kein Migrationshintergrund","335","0.0771971833223727","0.0692464079989052","0.0851479586458402"
"higher vocational","1984","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"higher vocational","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1984","66 und älter","kein Migrationshintergrund","83","0.0617220553719429","0.0483168425732497","0.075127268170636"
"higher vocational","1984","66 und älter","direkter Migrationshintergrund","","","",""
"higher vocational","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"higher education","1984","16-34 Jahre alt","kein Migrationshintergrund","203","0.0622565850185249","0.0537715483333175","0.0707416217037323"
"higher education","1984","16-34 Jahre alt","direkter Migrationshintergrund","44","0.0534990587392171","0.0416522856119283","0.0653458318665058"
"higher education","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1984","35-65 Jahre alt","kein Migrationshintergrund","404","0.0896033617969758","0.0810952777222125","0.098111445871739"
"higher education","1984","35-65 Jahre alt","direkter Migrationshintergrund","76","0.0783373180995795","0.0664050235333288","0.0902696126658303"
"higher education","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1984","66 und älter","kein Migrationshintergrund","61","0.047206911662661","0.0353931049143381","0.059020718410984"
"higher education","1984","66 und älter","direkter Migrationshintergrund","","","",""
"higher education","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"in school","1985","16-34 Jahre alt","kein Migrationshintergrund","155","0.0562417200165691","0.0478216959147488","0.0646617441183894"
"in school","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"in school","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"in school","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"in school","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1985","66 und älter","kein Migrationshintergrund","","","",""
"in school","1985","66 und älter","direkter Migrationshintergrund","","","",""
"in school","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"inadequately","1985","16-34 Jahre alt","kein Migrationshintergrund","63","0.0229543720894134","0.0174811410449294","0.0284276031338975"
"inadequately","1985","16-34 Jahre alt","direkter Migrationshintergrund","174","0.113537171526345","0.0949905745192662","0.132083768533423"
"inadequately","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1985","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"inadequately","1985","35-65 Jahre alt","direkter Migrationshintergrund","579","0.184430346316372","0.16610169170474","0.202759000928004"
"inadequately","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1985","66 und älter","kein Migrationshintergrund","","","",""
"inadequately","1985","66 und älter","direkter Migrationshintergrund","","","",""
"inadequately","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"general elemantary","1985","16-34 Jahre alt","kein Migrationshintergrund","670","0.23806473831628","0.22249934055445","0.25363013607811"
"general elemantary","1985","16-34 Jahre alt","direkter Migrationshintergrund","421","0.290785742306192","0.264237228228198","0.317334256384185"
"general elemantary","1985","16-34 Jahre alt","indirekter Migrationshintergrund","55","0.376990221833186","0.289175438410242","0.46480500525613"
"general elemantary","1985","35-65 Jahre alt","kein Migrationshintergrund","1015","0.260962479130822","0.247358136078425","0.274566822183219"
"general elemantary","1985","35-65 Jahre alt","direkter Migrationshintergrund","486","0.285080786924578","0.263745606182344","0.306415967666811"
"general elemantary","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"general elemantary","1985","66 und älter","kein Migrationshintergrund","411","0.390463357288257","0.361286668587717","0.419640045988796"
"general elemantary","1985","66 und älter","direkter Migrationshintergrund","","","",""
"general elemantary","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"middle vocational","1985","16-34 Jahre alt","kein Migrationshintergrund","1512","0.520636216563249","0.502378206273033","0.538894226853465"
"middle vocational","1985","16-34 Jahre alt","direkter Migrationshintergrund","399","0.410138562237508","0.381384100637617","0.438893023837399"
"middle vocational","1985","16-34 Jahre alt","indirekter Migrationshintergrund","44","0.435553324514492","0.345709695398099","0.525396953630885"
"middle vocational","1985","35-65 Jahre alt","kein Migrationshintergrund","2212","0.550465569124175","0.535055596888046","0.565875541360303"
"middle vocational","1985","35-65 Jahre alt","direkter Migrationshintergrund","503","0.381411152383263","0.358455924719962","0.404366380046565"
"middle vocational","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"middle vocational","1985","66 und älter","kein Migrationshintergrund","506","0.472138782462675","0.44228216073679","0.50199540418856"
"middle vocational","1985","66 und älter","direkter Migrationshintergrund","","","",""
"middle vocational","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","16-34 Jahre alt","kein Migrationshintergrund","104","0.0370024716808125","0.0301035438182619","0.0439013995433631"
"vocational + Abi","1985","16-34 Jahre alt","direkter Migrationshintergrund","47","0.054148862476437","0.040918522645922","0.067379202306952"
"vocational + Abi","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","35-65 Jahre alt","kein Migrationshintergrund","55","0.0140829586213593","0.010432710095275","0.0177332071474435"
"vocational + Abi","1985","35-65 Jahre alt","direkter Migrationshintergrund","56","0.0254243788757487","0.0179853402252764","0.032863417526221"
"vocational + Abi","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1985","66 und älter","kein Migrationshintergrund","","","",""
"vocational + Abi","1985","66 und älter","direkter Migrationshintergrund","","","",""
"vocational + Abi","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","16-34 Jahre alt","kein Migrationshintergrund","175","0.0593732917310609","0.0507363922160476","0.0680101912460742"
"higher vocational","1985","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"higher vocational","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","35-65 Jahre alt","kein Migrationshintergrund","314","0.0776394932941932","0.0693496371967396","0.0859293493916468"
"higher vocational","1985","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"higher vocational","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1985","66 und älter","kein Migrationshintergrund","80","0.0680463057656521","0.0529855975857539","0.0831070139455503"
"higher vocational","1985","66 und älter","direkter Migrationshintergrund","","","",""
"higher vocational","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"higher education","1985","16-34 Jahre alt","kein Migrationshintergrund","197","0.0657271896026152","0.0566706344420062","0.0747837447632242"
"higher education","1985","16-34 Jahre alt","direkter Migrationshintergrund","41","0.0614403379926641","0.0474017743255685","0.0754789016597596"
"higher education","1985","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1985","35-65 Jahre alt","kein Migrationshintergrund","393","0.0930951474375701","0.0840939625813802","0.10209633229376"
"higher education","1985","35-65 Jahre alt","direkter Migrationshintergrund","67","0.0756433551482625","0.063146836455225","0.0881398738413001"
"higher education","1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1985","66 und älter","kein Migrationshintergrund","53","0.0481640424848117","0.0353587804673009","0.0609693045023224"
"higher education","1985","66 und älter","direkter Migrationshintergrund","","","",""
"higher education","1985","66 und älter","indirekter Migrationshintergrund","","","",""
"in school","1986","16-34 Jahre alt","kein Migrationshintergrund","146","0.0458442920712653","0.03812913248724","0.0535594516552906"
"in school","1986","16-34 Jahre alt","direkter Migrationshintergrund","31","0.0289234751890355","0.0189422046581938","0.0389047457198773"
"in school","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"in school","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"in school","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1986","66 und älter","kein Migrationshintergrund","","","",""
"in school","1986","66 und älter","direkter Migrationshintergrund","","","",""
"in school","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"inadequately","1986","16-34 Jahre alt","kein Migrationshintergrund","66","0.02453052220304","0.018824244659236","0.030236799746844"
"inadequately","1986","16-34 Jahre alt","direkter Migrationshintergrund","162","0.109176604627038","0.0906030741964206","0.127750135057655"
"inadequately","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"inadequately","1986","35-65 Jahre alt","direkter Migrationshintergrund","524","0.170022930399877","0.151973719250493","0.18807214154926"
"inadequately","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1986","66 und älter","kein Migrationshintergrund","","","",""
"inadequately","1986","66 und älter","direkter Migrationshintergrund","","","",""
"inadequately","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"general elemantary","1986","16-34 Jahre alt","kein Migrationshintergrund","654","0.232821287397754","0.217231066563924","0.248411508231585"
"general elemantary","1986","16-34 Jahre alt","direkter Migrationshintergrund","425","0.307520710195553","0.280037058130594","0.335004362260512"
"general elemantary","1986","16-34 Jahre alt","indirekter Migrationshintergrund","53","0.381190231712296","0.296048486819986","0.466331976604605"
"general elemantary","1986","35-65 Jahre alt","kein Migrationshintergrund","909","0.247293623066448","0.233517979401061","0.261069266731835"
"general elemantary","1986","35-65 Jahre alt","direkter Migrationshintergrund","480","0.287369230337308","0.265626010966484","0.309112449708132"
"general elemantary","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"general elemantary","1986","66 und älter","kein Migrationshintergrund","379","0.380929105837275","0.35072501703857","0.411133194635981"
"general elemantary","1986","66 und älter","direkter Migrationshintergrund","","","",""
"general elemantary","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"middle vocational","1986","16-34 Jahre alt","kein Migrationshintergrund","1490","0.533171744850689","0.514768060236226","0.551575429465152"
"middle vocational","1986","16-34 Jahre alt","direkter Migrationshintergrund","364","0.409515584928058","0.380228691985248","0.438802477870867"
"middle vocational","1986","16-34 Jahre alt","indirekter Migrationshintergrund","49","0.404188152228557","0.31816022847052","0.490216075986593"
"middle vocational","1986","35-65 Jahre alt","kein Migrationshintergrund","2121","0.563410818805043","0.547574956390821","0.579246681219264"
"middle vocational","1986","35-65 Jahre alt","direkter Migrationshintergrund","500","0.384062803487041","0.36069376897784","0.407431837996242"
"middle vocational","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"middle vocational","1986","66 und älter","kein Migrationshintergrund","464","0.477757664799126","0.446689661989338","0.508825667608914"
"middle vocational","1986","66 und älter","direkter Migrationshintergrund","","","",""
"middle vocational","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","16-34 Jahre alt","kein Migrationshintergrund","104","0.0389787942718877","0.0318392031986948","0.0461183853450807"
"vocational + Abi","1986","16-34 Jahre alt","direkter Migrationshintergrund","50","0.0468155183269142","0.0342344574917756","0.0593965791620528"
"vocational + Abi","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","35-65 Jahre alt","kein Migrationshintergrund","48","0.0131794574775535","0.00953812360253778","0.0168207913525693"
"vocational + Abi","1986","35-65 Jahre alt","direkter Migrationshintergrund","55","0.0270572878520101","0.0192615505554997","0.0348530251485206"
"vocational + Abi","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1986","66 und älter","kein Migrationshintergrund","","","",""
"vocational + Abi","1986","66 und älter","direkter Migrationshintergrund","","","",""
"vocational + Abi","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","16-34 Jahre alt","kein Migrationshintergrund","168","0.0588049561031475","0.0501265607131593","0.0674833514931358"
"higher vocational","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"higher vocational","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","35-65 Jahre alt","kein Migrationshintergrund","285","0.0748697193246512","0.0664664710583097","0.0832729675909926"
"higher vocational","1986","35-65 Jahre alt","direkter Migrationshintergrund","31","0.0552097811726833","0.0442362314159257","0.0661833309294409"
"higher vocational","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1986","66 und älter","kein Migrationshintergrund","74","0.069520560274984","0.0537013977085263","0.0853397228414418"
"higher vocational","1986","66 und älter","direkter Migrationshintergrund","","","",""
"higher vocational","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"higher education","1986","16-34 Jahre alt","kein Migrationshintergrund","195","0.0658484031022158","0.0566993961866693","0.0749974100177623"
"higher education","1986","16-34 Jahre alt","direkter Migrationshintergrund","32","0.0594282023977197","0.0453474411109705","0.073508963684469"
"higher education","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1986","35-65 Jahre alt","kein Migrationshintergrund","393","0.0977137560490704","0.0882330066785613","0.10719450541958"
"higher education","1986","35-65 Jahre alt","direkter Migrationshintergrund","74","0.0762779667510809","0.0635241070418778","0.089031826460284"
"higher education","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1986","66 und älter","kein Migrationshintergrund","49","0.0459227998162468","0.0329037465270165","0.0589418531054771"
"higher education","1986","66 und älter","direkter Migrationshintergrund","","","",""
"higher education","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"in school","1987","16-34 Jahre alt","kein Migrationshintergrund","150","0.0436108994203412","0.0360068547596316","0.0512149440810507"
"in school","1987","16-34 Jahre alt","direkter Migrationshintergrund","33","0.0255833797215337","0.0160424318934677","0.0351243275495996"
"in school","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"in school","1987","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"in school","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1987","66 und älter","kein Migrationshintergrund","","","",""
"in school","1987","66 und älter","direkter Migrationshintergrund","","","",""
"in school","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"inadequately","1987","16-34 Jahre alt","kein Migrationshintergrund","58","0.0218273904980219","0.0163868946143453","0.0272678863816986"
"inadequately","1987","16-34 Jahre alt","direkter Migrationshintergrund","142","0.102836156511727","0.0844813833848937","0.12119092963856"
"inadequately","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1987","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"inadequately","1987","35-65 Jahre alt","direkter Migrationshintergrund","524","0.176033549277675","0.157794878981454","0.194272219573896"
"inadequately","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1987","66 und älter","kein Migrationshintergrund","","","",""
"inadequately","1987","66 und älter","direkter Migrationshintergrund","","","",""
"inadequately","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"general elemantary","1987","16-34 Jahre alt","kein Migrationshintergrund","609","0.207221457295808","0.192130279580234","0.222312635011383"
"general elemantary","1987","16-34 Jahre alt","direkter Migrationshintergrund","432","0.324663442223197","0.29636796353438","0.352958920912014"
"general elemantary","1987","16-34 Jahre alt","indirekter Migrationshintergrund","55","0.279515368489643","0.205179352822288","0.353851384156999"
"general elemantary","1987","35-65 Jahre alt","kein Migrationshintergrund","845","0.237508245341966","0.223685488351631","0.251331002332301"
"general elemantary","1987","35-65 Jahre alt","direkter Migrationshintergrund","495","0.295171839178424","0.273328462762597","0.317015215594252"
"general elemantary","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"general elemantary","1987","66 und älter","kein Migrationshintergrund","393","0.37689059181482","0.347223432701835","0.406557750927805"
"general elemantary","1987","66 und älter","direkter Migrationshintergrund","","","",""
"general elemantary","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"middle vocational","1987","16-34 Jahre alt","kein Migrationshintergrund","1496","0.558012376873979","0.539521530173104","0.576503223574855"
"middle vocational","1987","16-34 Jahre alt","direkter Migrationshintergrund","352","0.410951622757793","0.381220517605388","0.440682727910198"
"middle vocational","1987","16-34 Jahre alt","indirekter Migrationshintergrund","61","0.569462518504728","0.487442072141318","0.651482964868138"
"middle vocational","1987","35-65 Jahre alt","kein Migrationshintergrund","2062","0.567002859909501","0.550908530342767","0.583097189476236"
"middle vocational","1987","35-65 Jahre alt","direkter Migrationshintergrund","497","0.37536949057949","0.352180504099955","0.398558477059026"
"middle vocational","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"middle vocational","1987","66 und älter","kein Migrationshintergrund","486","0.48853996387031","0.457938510101891","0.519141417638728"
"middle vocational","1987","66 und älter","direkter Migrationshintergrund","","","",""
"middle vocational","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1987","16-34 Jahre alt","kein Migrationshintergrund","109","0.0443923215219507","0.0367235893199075","0.0520610537239938"
"vocational + Abi","1987","16-34 Jahre alt","direkter Migrationshintergrund","46","0.0508795787609754","0.0376003566969075","0.0641588008250433"
"vocational + Abi","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1987","35-65 Jahre alt","kein Migrationshintergrund","46","0.0128898091345156","0.00922590744036148","0.0165537108286696"
"vocational + Abi","1987","35-65 Jahre alt","direkter Migrationshintergrund","57","0.0297696133899771","0.0216307320135204","0.0379084947664339"
"vocational + Abi","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1987","66 und älter","kein Migrationshintergrund","","","",""
"vocational + Abi","1987","66 und älter","direkter Migrationshintergrund","","","",""
"vocational + Abi","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"higher vocational","1987","16-34 Jahre alt","kein Migrationshintergrund","158","0.0565009049805032","0.0479042742075225","0.065097535753484"
"higher vocational","1987","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"higher vocational","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1987","35-65 Jahre alt","kein Migrationshintergrund","281","0.0770874462894985","0.0684236175737234","0.0857512750052736"
"higher vocational","1987","35-65 Jahre alt","direkter Migrationshintergrund","32","0.0497172324065815","0.0393079549496108","0.0601265098635522"
"higher vocational","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher vocational","1987","66 und älter","kein Migrationshintergrund","68","0.0637626855621371","0.048805067768357","0.0787203033559172"
"higher vocational","1987","66 und älter","direkter Migrationshintergrund","","","",""
"higher vocational","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"higher education","1987","16-34 Jahre alt","kein Migrationshintergrund","191","0.0684346494093954","0.0590336394058909","0.0778356594129"
"higher education","1987","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"higher education","1987","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1987","35-65 Jahre alt","kein Migrationshintergrund","395","0.101964012853704","0.092135041227645","0.111792984479764"
"higher education","1987","35-65 Jahre alt","direkter Migrationshintergrund","70","0.0739382751678518","0.0614069987388193","0.0864695515968843"
"higher education","1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"higher education","1987","66 und älter","kein Migrationshintergrund","54","0.0499674740053221","0.0366292166365426","0.0633057313741016"
"higher education","1987","66 und älter","direkter Migrationshintergrund","","","",""
"higher education","1987","66 und älter","indirekter Migrationshintergrund","","","",""
"in school","1988","16-34 Jahre alt","kein Migrationshintergrund","126","0.0440132352183239","0.0360889261464331","0.0519375442902148"
"in school","1988","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"in school","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1988","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"in school","1988","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"in school","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"in school","1988","66 und älter","kein Migrationshintergrund","","","",""
"in school","1988","66 und älter","direkter Migrationshintergrund","","","",""
"in school","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"inadequately","1988","16-34 Jahre alt","kein Migrationshintergrund","52","0.0208396680221113","0.0153212305842424","0.0263581054599801"
"inadequately","1988","16-34 Jahre alt","direkter Migrationshintergrund","127","0.0927535887114065","0.0747108916569823","0.110796285765831"
"inadequately","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1988","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"inadequately","1988","35-65 Jahre alt","direkter Migrationshintergrund","483","0.167782188594859","0.149304338933063","0.186260038256654"
"inadequately","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"inadequately","1988","66 und älter","kein Migrationshintergrund","","","",""
"inadequately","1988","66 und älter","direkter Migrationshintergrund","","","",""
"inadequately","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"general elemantary","1988","16-34 Jahre alt","kein Migrationshintergrund","582","0.204284065817796","0.18870863408477","0.219859497550822"
"general elemantary","1988","16-34 Jahre alt","direkter Migrationshintergrund","421","0.312957426195993","0.284116585058643","0.341798267333344"
"general elemantary","1988","16-34 Jahre alt","indirekter Migrationshintergrund","74","0.303017361121253","0.236972906993825","0.369061815248681"
"general elemantary","1988","35-65 Jahre alt","kein Migrationshintergrund","792","0.232480792457624","0.218432166022689","0.246529418892558"
"general elemantary","1988","35-65 Jahre alt","direkter Migrationshintergrund","474","0.292353302456435","0.269861604502422","0.314845000410448"
"general elemantary","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"general elemantary","1988","66 und älter","kein Migrationshintergrund","366","0.369955510829422","0.339851110693754","0.400059910965091"
"general elemantary","1988","66 und älter","direkter Migrationshintergrund","","","",""
"general elemantary","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"middle vocational","1988","16-34 Jahre alt","kein Migrationshintergrund","1390","0.559917554613786","0.5407408983281","0.579094210899471"
"middle vocational","1988","16-34 Jahre alt","direkter Migrationshintergrund","339","0.429539433108579","0.39875098483492","0.460327881382238"
"middle vocational","1988","16-34 Jahre alt","indirekter Migrationshintergrund","73","0.477048985946285","0.405268959805928","0.548829012086642"
"middle vocational","1988","35-65 Jahre alt","kein Migrationshintergrund","1966","0.567365152766713","0.550887787196349","0.583842518337077"
"middle vocational","1988","35-65 Jahre alt","direkter Migrationshintergrund","472","0.39260550616059","0.368457925974765","0.416753086346416"
"middle vocational","1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"middle vocational","1988","66 und älter","kein Migrationshintergrund","481","0.498741800921214","0.467564519149402","0.529919082693026"
"middle vocational","1988","66 und älter","direkter Migrationshintergrund","","","",""
"middle vocational","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1988","16-34 Jahre alt","kein Migrationshintergrund","108","0.0489929386927253","0.040654160238736","0.0573317171467145"
"vocational + Abi","1988","16-34 Jahre alt","direkter Migrationshintergrund","42","0.0471428762997085","0.0339604486167277","0.0603253039826893"
"vocational + Abi","1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"vocational + Abi","1988","35-65 Jahre alt","kein Migrationshintergrund","45","0.013494439865562","0.00965716508648415","0.0173317146446399"
