,Unnamed: 0,year,sampreg,sex,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
31,31,2007,East,male,"Yes, every week",0.06933,88,11076,0.05718,0.08375
32,32,2007,East,male,"Yes, every 2 weeks",0.12257,140,11076,0.1031,0.14192
33,33,2007,East,male,"Yes, every 3-4 weeks",0.07953,90,11076,0.06344,0.09423
34,34,2007,East,male,"Yes, less frequently",0.22986,307,11076,0.20883,0.25287
35,35,2007,East,female,"No, never",0.62719,790,11076,0.58909,0.66817
36,36,2007,East,female,"Yes, every week",0.05643,67,11076,0.0458,0.06934
37,37,2007,East,female,"Yes, every 2 weeks",0.12774,142,11076,0.10943,0.14846
38,38,2007,East,female,"Yes, every 3-4 weeks",0.03897,49,11076,0.02937,0.0497
39,39,2007,East,female,"Yes, less frequently",0.14967,180,11076,0.13084,0.17182
40,40,2009,West,male,"No, never",0.55999,2217,9811,0.53373,0.58434
41,41,2009,West,male,"Yes, every week",0.08007,291,9811,0.07134,0.09183
42,42,2009,West,male,"Yes, every 2 weeks",0.07684,291,9811,0.06872,0.08664
43,43,2009,West,male,"Yes, every 3-4 weeks",0.05954,236,9811,0.05152,0.0689
44,44,2009,West,male,"Yes, less frequently",0.22356,862,9811,0.20928,0.23838
45,45,2009,West,female,"No, never",0.6516,2358,9811,0.62204,0.67342
46,46,2009,West,female,"Yes, every week",0.05815,224,9811,0.04971,0.06641
47,47,2009,West,female,"Yes, every 2 weeks",0.08666,329,9811,0.07876,0.09485
48,48,2009,West,female,"Yes, every 3-4 weeks",0.05127,166,9811,0.04156,0.06076
49,49,2009,West,female,"Yes, less frequently",0.15232,550,9811,0.13912,0.16473
50,50,2009,East,male,"No, never",0.50031,598,9811,0.45684,0.55066
51,51,2009,East,male,"Yes, every week",0.06945,91,9811,0.05649,0.08359
52,52,2009,East,male,"Yes, every 2 weeks",0.10543,104,9811,0.0809,0.1291
53,53,2009,East,male,"Yes, every 3-4 weeks",0.08775,82,9811,0.06821,0.11027
54,54,2009,East,male,"Yes, less frequently",0.23706,300,9811,0.20331,0.26413
55,55,2009,East,female,"No, never",0.60259,695,9811,0.5558,0.65082
56,56,2009,East,female,"Yes, every week",0.07665,81,9811,0.06032,0.09913
57,57,2009,East,female,"Yes, every 2 weeks",0.10789,121,9811,0.09091,0.12751
58,58,2009,East,female,"Yes, every 3-4 weeks",0.0671,65,9811,0.04951,0.0873
59,59,2009,East,female,"Yes, less frequently",0.14578,150,9811,0.12369,0.17024
60,60,2011,West,male,"No, never",0.57259,3754,16443,0.55227,0.59409
61,61,2011,West,male,"Yes, every week",0.07493,491,16443,0.06753,0.08318
62,62,2011,West,male,"Yes, every 2 weeks",0.08339,544,16443,0.0745,0.09327
63,63,2011,West,male,"Yes, every 3-4 weeks",0.05697,414,16443,0.05023,0.06433
64,64,2011,West,male,"Yes, less frequently",0.21213,1331,16443,0.19917,0.22605
65,65,2011,West,female,"No, never",0.66198,4185,16443,0.63595,0.68409
66,66,2011,West,female,"Yes, every week",0.06763,450,16443,0.06003,0.07496
67,67,2011,West,female,"Yes, every 2 weeks",0.10049,665,16443,0.09135,0.10857
68,68,2011,West,female,"Yes, every 3-4 weeks",0.04559,297,16443,0.03946,0.05358
69,69,2011,West,female,"Yes, less frequently",0.12431,843,16443,0.11382,0.13429
70,70,2011,East,male,"No, never",0.52012,879,16443,0.47995,0.56527
71,71,2011,East,male,"Yes, every week",0.0607,126,16443,0.0504,0.06995
72,72,2011,East,male,"Yes, every 2 weeks",0.10668,184,16443,0.08938,0.12116
73,73,2011,East,male,"Yes, every 3-4 weeks",0.0689,139,16443,0.05768,0.08077
74,74,2011,East,male,"Yes, less frequently",0.2436,376,16443,0.21953,0.27335
75,75,2011,East,female,"No, never",0.61759,1091,16443,0.57046,0.66603
76,76,2011,East,female,"Yes, every week",0.07974,118,16443,0.06552,0.09481
77,77,2011,East,female,"Yes, every 2 weeks",0.1257,213,16443,0.10724,0.14735
78,78,2011,East,female,"Yes, every 3-4 weeks",0.05199,110,16443,0.04359,0.06244
79,79,2011,East,female,"Yes, less frequently",0.12499,233,16443,0.10792,0.14505
80,80,2013,West,male,"No, never",0.57388,3403,15282,0.5501,0.59874
81,81,2013,West,male,"Yes, every week",0.0575,389,15282,0.04942,0.06458
82,82,2013,West,male,"Yes, every 2 weeks",0.08081,488,15282,0.07298,0.0898
83,83,2013,West,male,"Yes, every 3-4 weeks",0.05796,335,15282,0.05003,0.06694
84,84,2013,West,male,"Yes, less frequently",0.22986,1232,15282,0.21439,0.24659
85,85,2013,West,female,"No, never",0.64233,4031,15282,0.61959,0.66371
86,86,2013,West,female,"Yes, every week",0.06626,403,15282,0.05869,0.07317
87,87,2013,West,female,"Yes, every 2 weeks",0.1023,636,15282,0.09232,0.11158
88,88,2013,West,female,"Yes, every 3-4 weeks",0.04699,272,15282,0.04091,0.05292
89,89,2013,West,female,"Yes, less frequently",0.14212,850,15282,0.12975,0.15363
90,90,2013,East,male,"No, never",0.50708,809,15282,0.46907,0.54523
91,91,2013,East,male,"Yes, every week",0.0533,107,15282,0.04296,0.06727
92,92,2013,East,male,"Yes, every 2 weeks",0.12478,165,15282,0.10416,0.14952
93,93,2013,East,male,"Yes, every 3-4 weeks",0.05995,100,15282,0.04515,0.07574
94,94,2013,East,male,"Yes, less frequently",0.25488,379,15282,0.22473,0.28866
95,95,2013,East,female,"No, never",0.6059,1058,15282,0.56465,0.64192
96,96,2013,East,female,"Yes, every week",0.06701,103,15282,0.05409,0.081
97,97,2013,East,female,"Yes, every 2 weeks",0.11211,206,15282,0.09557,0.13102
98,98,2013,East,female,"Yes, every 3-4 weeks",0.06446,93,15282,0.05051,0.08204
99,99,2013,East,female,"Yes, less frequently",0.15052,223,15282,0.13019,0.17462
100,100,2015,West,male,"No, never",0.57491,3490,15069,0.55075,0.59541
101,101,2015,West,male,"Yes, every week",0.06634,419,15069,0.05909,0.07479
102,102,2015,West,male,"Yes, every 2 weeks",0.08039,507,15069,0.07169,0.08952
103,103,2015,West,male,"Yes, every 3-4 weeks",0.06439,364,15069,0.05601,0.07396
104,104,2015,West,male,"Yes, less frequently",0.21396,1194,15069,0.19815,0.22864
105,105,2015,West,female,"No, never",0.62397,3992,15069,0.59925,0.64772
106,106,2015,West,female,"Yes, every week",0.06487,408,15069,0.0582,0.07381
107,107,2015,West,female,"Yes, every 2 weeks",0.11555,667,15069,0.10599,0.12858
108,108,2015,West,female,"Yes, every 3-4 weeks",0.04518,255,15069,0.03742,0.05279
109,109,2015,West,female,"Yes, less frequently",0.15043,875,15069,0.13566,0.16358
110,110,2015,East,male,"No, never",0.53561,770,15069,0.48866,0.5904
111,111,2015,East,male,"Yes, every week",0.05428,86,15069,0.04327,0.06542
112,112,2015,East,male,"Yes, every 2 weeks",0.11773,141,15069,0.09618,0.13868
113,113,2015,East,male,"Yes, every 3-4 weeks",0.06812,95,15069,0.04996,0.0893
114,114,2015,East,male,"Yes, less frequently",0.22427,305,15069,0.19437,0.25279
115,115,2015,East,female,"No, never",0.62812,934,15069,0.58466,0.68121
116,116,2015,East,female,"Yes, every week",0.06265,103,15069,0.05097,0.07616
117,117,2015,East,female,"Yes, every 2 weeks",0.1289,192,15069,0.10641,0.15315
118,118,2015,East,female,"Yes, every 3-4 weeks",0.06691,92,15069,0.05086,0.08331
119,119,2015,East,female,"Yes, less frequently",0.11342,180,15069,0.09308,0.12976
120,120,2017,West,male,"No, never",0.59525,3889,16520,0.5725,0.61401
121,121,2017,West,male,"Yes, every week",0.06771,455,16520,0.06095,0.07464
122,122,2017,West,male,"Yes, every 2 weeks",0.08502,562,16520,0.0769,0.09334
123,123,2017,West,male,"Yes, every 3-4 weeks",0.06794,451,16520,0.05822,0.07661
124,124,2017,West,male,"Yes, less frequently",0.18408,1108,16520,0.17024,0.19858
125,125,2017,West,female,"No, never",0.66149,4538,16520,0.639,0.68242
126,126,2017,West,female,"Yes, every week",0.0633,464,16520,0.05603,0.07035
127,127,2017,West,female,"Yes, every 2 weeks",0.10426,705,16520,0.09558,0.11243
128,128,2017,West,female,"Yes, every 3-4 weeks",0.04853,360,16520,0.04127,0.05565
129,129,2017,West,female,"Yes, less frequently",0.12242,743,16520,0.11278,0.13149
130,130,2017,East,male,"No, never",0.58236,918,16520,0.5426,0.62264
131,131,2017,East,male,"Yes, every week",0.06817,95,16520,0.05398,0.08391
132,132,2017,East,male,"Yes, every 2 weeks",0.10116,145,16520,0.08371,0.1192
133,133,2017,East,male,"Yes, every 3-4 weeks",0.0669,121,16520,0.05162,0.08101
134,134,2017,East,male,"Yes, less frequently",0.18142,289,16520,0.15828,0.19849
135,135,2017,East,female,"No, never",0.66136,1098,16520,0.61799,0.7098
136,136,2017,East,female,"Yes, every week",0.05633,103,16520,0.04474,0.0699
137,137,2017,East,female,"Yes, every 2 weeks",0.10966,201,16520,0.09613,0.12277
138,138,2017,East,female,"Yes, every 3-4 weeks",0.05313,101,16520,0.04446,0.06392
139,139,2017,East,female,"Yes, less frequently",0.11953,174,16520,0.10105,0.14005
140,140,2019,West,male,"No, never",0.59877,3808,16603,0.57333,0.62328
141,141,2019,West,male,"Yes, every week",0.0677,545,16603,0.05973,0.07645
142,142,2019,West,male,"Yes, every 2 weeks",0.08548,580,16603,0.07698,0.09581
143,143,2019,West,male,"Yes, every 3-4 weeks",0.0652,453,16603,0.0569,0.07571
144,144,2019,West,male,"Yes, less frequently",0.18285,1278,16603,0.16922,0.19741
145,145,2019,West,female,"No, never",0.66869,4305,16603,0.64447,0.6996
146,146,2019,West,female,"Yes, every week",0.06394,426,16603,0.05569,0.07328
147,147,2019,West,female,"Yes, every 2 weeks",0.1025,662,16603,0.09243,0.11128
148,148,2019,West,female,"Yes, every 3-4 weeks",0.0461,365,16603,0.03814,0.05276
149,149,2019,West,female,"Yes, less frequently",0.11878,815,16603,0.10994,0.13079
150,150,2019,East,male,"No, never",0.58616,945,16603,0.54386,0.62735
151,151,2019,East,male,"Yes, every week",0.066,123,16603,0.04567,0.08425
152,152,2019,East,male,"Yes, every 2 weeks",0.11369,171,16603,0.09188,0.13799
153,153,2019,East,male,"Yes, every 3-4 weeks",0.05691,114,16603,0.04756,0.06904
154,154,2019,East,male,"Yes, less frequently",0.17725,339,16603,0.14719,0.21707
155,155,2019,East,female,"No, never",0.64283,1102,16603,0.58845,0.69496
156,156,2019,East,female,"Yes, every week",0.06128,102,16603,0.04883,0.07488
157,157,2019,East,female,"Yes, every 2 weeks",0.11087,200,16603,0.09733,0.12788
158,158,2019,East,female,"Yes, every 3-4 weeks",0.05047,83,16603,0.03738,0.06202
159,159,2019,East,female,"Yes, less frequently",0.13455,187,16603,0.10717,0.16352
160,160,2021,West,male,"No, never",0.60559,2676,10544,0.56705,0.64872
161,161,2021,West,male,"Yes, every week",0.06899,382,10544,0.05789,0.08091
162,162,2021,West,male,"Yes, every 2 weeks",0.08378,414,10544,0.07049,0.09597
163,163,2021,West,male,"Yes, every 3-4 weeks",0.06117,253,10544,0.05245,0.0705
164,164,2021,West,male,"Yes, less frequently",0.18047,758,10544,0.16327,0.19933
165,165,2021,West,female,"No, never",0.66992,2620,10544,0.63294,0.70862
166,166,2021,West,female,"Yes, every week",0.05956,268,10544,0.04885,0.07123
167,167,2021,West,female,"Yes, every 2 weeks",0.10534,462,10544,0.09069,0.12001
168,168,2021,West,female,"Yes, every 3-4 weeks",0.0477,209,10544,0.03998,0.05572
169,169,2021,West,female,"Yes, less frequently",0.11748,507,10544,0.103,0.13279
170,170,2021,East,male,"No, never",0.6181,617,10544,0.55173,0.69419
171,171,2021,East,male,"Yes, every week",0.05765,74,10544,0.03902,0.07964
172,172,2021,East,male,"Yes, every 2 weeks",0.0832,87,10544,0.06358,0.10685
173,173,2021,East,male,"Yes, every 3-4 weeks",0.06175,61,10544,0.03859,0.09057
174,174,2021,East,male,"Yes, less frequently",0.1793,178,10544,0.1457,0.23617
175,175,2021,East,female,"No, never",0.6487,629,10544,0.59081,0.71874
176,176,2021,East,female,"Yes, every week",0.0631,54,10544,0.04609,0.08325
177,177,2021,East,female,"Yes, every 2 weeks",0.14767,123,10544,0.11759,0.18345
178,178,2021,East,female,"Yes, every 3-4 weeks",0.04917,56,10544,0.03284,0.0682
179,179,2021,East,female,"Yes, less frequently",0.09135,116,10544,0.06763,0.12245
