year,regtyp,sampreg,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Rural regions,East,"Yes, every 2 weeks",0.12795,225,1866,0.11279,0.14311
2015,Rural regions,East,"Yes, every 3-4 weeks",0.06721,115,1866,0.05585,0.07858
2015,Rural regions,East,"Yes, less frequently",0.15126,295,1866,0.13500,0.16752
2017,Urban regions,West,"No, never",0.62165,6065,9579,0.61194,0.63136
2017,Urban regions,West,"Yes, every week",0.06596,669,9579,0.06098,0.07093
2017,Urban regions,West,"Yes, every 2 weeks",0.09367,893,9579,0.08784,0.09951
2017,Urban regions,West,"Yes, every 3-4 weeks",0.06175,589,9579,0.05693,0.06657
2017,Urban regions,West,"Yes, less frequently",0.15697,1363,9579,0.14968,0.16425
2017,Urban regions,East,"No, never",0.62678,713,1135,0.59863,0.65493
2017,Urban regions,East,"Yes, every week",0.06316,65,1135,0.04900,0.07732
2017,Urban regions,East,"Yes, every 2 weeks",0.08671,103,1135,0.07033,0.10309
2017,Urban regions,East,"Yes, every 3-4 weeks",0.06481,77,1135,0.05048,0.07913
2017,Urban regions,East,"Yes, less frequently",0.15854,177,1135,0.13728,0.17980
2017,Rural regions,West,"No, never",0.64427,2362,3696,0.62883,0.65970
2017,Rural regions,West,"Yes, every week",0.06357,250,3696,0.05570,0.07144
2017,Rural regions,West,"Yes, every 2 weeks",0.09368,374,3696,0.08428,0.10308
2017,Rural regions,West,"Yes, every 3-4 weeks",0.04888,222,3696,0.04193,0.05583
2017,Rural regions,West,"Yes, less frequently",0.14960,488,3696,0.13810,0.16111
2017,Rural regions,East,"No, never",0.61292,1303,2110,0.59214,0.63371
2017,Rural regions,East,"Yes, every week",0.06197,133,2110,0.05168,0.07226
2017,Rural regions,East,"Yes, every 2 weeks",0.11601,243,2110,0.10234,0.12968
2017,Rural regions,East,"Yes, every 3-4 weeks",0.05808,145,2110,0.04810,0.06806
2017,Rural regions,East,"Yes, less frequently",0.15102,286,2110,0.13573,0.16630
2019,No answer / don't know,Does not apply,"No, never",0.67732,32,32,0.51275,0.84189
2019,No answer / don't know,West,"No, never",0.50474,132,216,0.43790,0.57157
2019,No answer / don't know,West,"Yes, every week",0.11540,33,216,0.07269,0.15810
2019,No answer / don't know,West,"Yes, less frequently",0.19159,51,216,0.13898,0.24420
2019,Urban regions,West,"No, never",0.63049,5824,9539,0.62081,0.64018
2019,Urban regions,West,"Yes, every week",0.06687,690,9539,0.06186,0.07189
2019,Urban regions,West,"Yes, every 2 weeks",0.09245,873,9539,0.08664,0.09826
2019,Urban regions,West,"Yes, every 3-4 weeks",0.05411,586,9539,0.04957,0.05865
2019,Urban regions,West,"Yes, less frequently",0.15607,1566,9539,0.14879,0.16336
2019,Urban regions,East,"No, never",0.63521,723,1184,0.60778,0.66264
2019,Urban regions,East,"Yes, every week",0.04901,72,1184,0.03670,0.06131
2019,Urban regions,East,"Yes, every 2 weeks",0.10329,122,1184,0.08595,0.12063
2019,Urban regions,East,"Yes, every 3-4 weeks",0.05689,69,1184,0.04369,0.07009
2019,Urban regions,East,"Yes, less frequently",0.15560,198,1184,0.13495,0.17626
2019,Rural regions,West,"No, never",0.64273,2158,3431,0.62669,0.65876
2019,Rural regions,West,"Yes, every week",0.05977,248,3431,0.05184,0.06770
2019,Rural regions,West,"Yes, every 2 weeks",0.09484,341,3431,0.08503,0.10464
2019,Rural regions,West,"Yes, every 3-4 weeks",0.05865,208,3431,0.05079,0.06651
2019,Rural regions,West,"Yes, less frequently",0.14402,476,3431,0.13227,0.15577
2019,Rural regions,East,"No, never",0.60437,1302,2138,0.58363,0.62510
2019,Rural regions,East,"Yes, every week",0.06904,147,2138,0.05829,0.07979
2019,Rural regions,East,"Yes, every 2 weeks",0.11701,242,2138,0.10338,0.13064
2019,Rural regions,East,"Yes, every 3-4 weeks",0.05082,125,2138,0.04151,0.06013
2019,Rural regions,East,"Yes, less frequently",0.15876,322,2138,0.14327,0.17426
2021,Urban regions,West,"No, never",0.63383,3972,6422,0.62205,0.64562
2021,Urban regions,West,"Yes, every week",0.06236,486,6422,0.05644,0.06827
2021,Urban regions,West,"Yes, every 2 weeks",0.09078,643,6422,0.08376,0.09781
2021,Urban regions,West,"Yes, every 3-4 weeks",0.05624,325,6422,0.05061,0.06188
2021,Urban regions,West,"Yes, less frequently",0.15678,996,6422,0.14789,0.16567
2021,Urban regions,East,"No, never",0.61652,513,818,0.58318,0.64987
2021,Urban regions,East,"Yes, every week",0.05952,54,818,0.04330,0.07575
2021,Urban regions,East,"Yes, every 2 weeks",0.10557,76,818,0.08450,0.12664
2021,Urban regions,East,"Yes, every 3-4 weeks",0.04889,53,818,0.03410,0.06368
2021,Urban regions,East,"Yes, less frequently",0.16949,122,818,0.14377,0.19522
2021,Rural regions,West,"No, never",0.64096,1324,2128,0.62057,0.66135
2021,Rural regions,West,"Yes, every week",0.06860,164,2128,0.05786,0.07934
2021,Rural regions,West,"Yes, every 2 weeks",0.10366,232,2128,0.09071,0.11662
2021,Rural regions,West,"Yes, every 3-4 weeks",0.05479,137,2128,0.04512,0.06446
2021,Rural regions,West,"Yes, less frequently",0.13198,271,2128,0.11760,0.14637
2021,Rural regions,East,"No, never",0.64591,734,1178,0.61858,0.67323
2021,Rural regions,East,"Yes, every week",0.05838,74,1178,0.04498,0.07177
2021,Rural regions,East,"Yes, every 2 weeks",0.11950,134,1178,0.10096,0.13803
2021,Rural regions,East,"Yes, every 3-4 weeks",0.06092,64,1178,0.04726,0.07459
2021,Rural regions,East,"Yes, less frequently",0.11530,172,1178,0.09705,0.13355
