year,pgisced97,sex,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.05322,115,1605,0.04224,0.06421
2005,Second Stage of Tertiary Education,male,"Yes, less frequently",0.20565,452,1605,0.18587,0.22543
2005,Second Stage of Tertiary Education,female,"No, never",0.36295,751,1223,0.33599,0.38991
2005,Second Stage of Tertiary Education,female,"Yes, every week",0.05228,101,1223,0.03980,0.06476
2005,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.04688,86,1223,0.03503,0.05873
2005,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.02173,52,1223,0.01355,0.02990
2005,Second Stage of Tertiary Education,female,"Yes, less frequently",0.11013,233,1223,0.09258,0.12768
2007,Lower Secondary Level,male,"No, never",0.33788,249,290,0.28335,0.39241
2007,Lower Secondary Level,male,"Yes, less frequently",0.06031,41,290,0.03286,0.08776
2007,Lower Secondary Level,female,"No, never",0.16673,261,342,0.12717,0.20629
2007,Lower Secondary Level,female,"Yes, every 2 weeks",0.02329,36,342,0.00728,0.03929
2007,Lower Secondary Level,female,"Yes, less frequently",0.02747,45,342,0.01012,0.04482
2007,Upper Secondary Level,male,"No, never",0.34837,1699,2824,0.33079,0.36595
2007,Upper Secondary Level,male,"Yes, every week",0.03202,171,2824,0.02553,0.03852
2007,Upper Secondary Level,male,"Yes, every 2 weeks",0.04382,221,2824,0.03627,0.05137
2007,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03389,158,2824,0.02721,0.04056
2007,Upper Secondary Level,male,"Yes, less frequently",0.11113,575,2824,0.09954,0.12273
2007,Upper Secondary Level,female,"No, never",0.31465,1843,2579,0.29673,0.33258
2007,Upper Secondary Level,female,"Yes, every week",0.02198,108,2579,0.01632,0.02764
2007,Upper Secondary Level,female,"Yes, every 2 weeks",0.04528,246,2579,0.03726,0.05331
2007,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.01657,95,2579,0.01165,0.02150
2007,Upper Secondary Level,female,"Yes, less frequently",0.04999,287,2579,0.04158,0.05841
2007,Post-secondary Non-tertiary Level,male,"No, never",0.41528,205,267,0.35606,0.47449
2007,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.09886,62,267,0.06299,0.13473
2007,Post-secondary Non-tertiary Level,female,"No, never",0.43072,313,422,0.38342,0.47802
2007,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.05794,42,422,0.03562,0.08026
2007,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.09872,67,422,0.07022,0.12721
2007,First Stage of Tertiary Education,male,"No, never",0.29143,275,555,0.25359,0.32927
2007,First Stage of Tertiary Education,male,"Yes, every week",0.03957,37,555,0.02333,0.05580
2007,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.05091,52,555,0.03260,0.06921
2007,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.03053,34,555,0.01621,0.04486
2007,First Stage of Tertiary Education,male,"Yes, less frequently",0.18058,157,555,0.14854,0.21261
2007,First Stage of Tertiary Education,female,"No, never",0.30981,234,344,0.26087,0.35875
2007,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.10774,57,344,0.07492,0.14055
2007,First Stage of Tertiary Education,female,"Yes, less frequently",0.08125,53,344,0.05233,0.11016
2007,Second Stage of Tertiary Education,male,"No, never",0.29943,765,1628,0.27717,0.32168
2007,Second Stage of Tertiary Education,male,"Yes, every week",0.06150,166,1628,0.04983,0.07317
2007,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.06005,129,1628,0.04851,0.07160
2007,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.04770,112,1628,0.03735,0.05806
2007,Second Stage of Tertiary Education,male,"Yes, less frequently",0.20455,456,1628,0.18495,0.22415
2007,Second Stage of Tertiary Education,female,"No, never",0.33775,739,1322,0.31225,0.36326
2007,Second Stage of Tertiary Education,female,"Yes, every week",0.06507,132,1322,0.05177,0.07837
2007,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.04013,86,1322,0.02954,0.05071
2007,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.03735,75,1322,0.02712,0.04757
2007,Second Stage of Tertiary Education,female,"Yes, less frequently",0.14130,290,1322,0.12252,0.16009
2009,Lower Secondary Level,male,"No, never",0.31995,208,208,0.25641,0.38350
2009,Lower Secondary Level,female,"No, never",0.17624,242,308,0.13362,0.21886
2009,Lower Secondary Level,female,"Yes, every 2 weeks",0.02485,34,308,0.00743,0.04226
2009,Lower Secondary Level,female,"Yes, less frequently",0.01831,32,308,0.00331,0.03331
2009,Upper Secondary Level,male,"No, never",0.33039,1441,2445,0.31174,0.34904
2009,Upper Secondary Level,male,"Yes, every week",0.03437,150,2445,0.02715,0.04160
2009,Upper Secondary Level,male,"Yes, every 2 weeks",0.05052,200,2445,0.04184,0.05920
2009,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03798,153,2445,0.03040,0.04556
2009,Upper Secondary Level,male,"Yes, less frequently",0.11615,501,2445,0.10345,0.12886
2009,Upper Secondary Level,female,"No, never",0.31648,1611,2338,0.29763,0.33534
2009,Upper Secondary Level,female,"Yes, every week",0.01961,97,2338,0.01399,0.02523
2009,Upper Secondary Level,female,"Yes, every 2 weeks",0.04242,233,2338,0.03425,0.05060
2009,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.02601,103,2338,0.01956,0.03246
2009,Upper Secondary Level,female,"Yes, less frequently",0.05984,294,2338,0.05022,0.06945
2009,Post-secondary Non-tertiary Level,male,"No, never",0.43501,176,240,0.37216,0.49787
2009,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.15248,64,240,0.10691,0.19806
2009,Post-secondary Non-tertiary Level,female,"No, never",0.43335,281,337,0.38036,0.48633
2009,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.10335,56,337,0.07080,0.13590
2009,First Stage of Tertiary Education,male,"No, never",0.28891,239,458,0.24735,0.33047
2009,First Stage of Tertiary Education,male,"Yes, every week",0.04130,34,458,0.02306,0.05955
2009,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04653,44,458,0.02722,0.06584
2009,First Stage of Tertiary Education,male,"Yes, less frequently",0.19936,141,458,0.16273,0.23599
2009,First Stage of Tertiary Education,female,"No, never",0.30142,190,289,0.24842,0.35441
2009,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.08855,53,289,0.05574,0.12136
2009,First Stage of Tertiary Education,female,"Yes, less frequently",0.09552,46,289,0.06158,0.12947
2009,Second Stage of Tertiary Education,male,"No, never",0.29709,649,1417,0.27328,0.32089
2009,Second Stage of Tertiary Education,male,"Yes, every week",0.07811,154,1417,0.06413,0.09208
2009,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04705,99,1417,0.03602,0.05808
2009,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.04567,104,1417,0.03480,0.05655
2009,Second Stage of Tertiary Education,male,"Yes, less frequently",0.18991,411,1417,0.16948,0.21035
2009,Second Stage of Tertiary Education,female,"No, never",0.34615,668,1239,0.31965,0.37265
2009,Second Stage of Tertiary Education,female,"Yes, every week",0.07150,146,1239,0.05715,0.08585
2009,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.04581,90,1239,0.03416,0.05746
2009,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.04596,77,1239,0.03430,0.05763
2009,Second Stage of Tertiary Education,female,"Yes, less frequently",0.14203,258,1239,0.12259,0.16148
2011,Primary Level,male,"No, never",0.44377,57,57,0.31364,0.57389
2011,Primary Level,female,"No, never",0.12837,38,38,0.02059,0.23616
2011,Lower Secondary Level,male,"No, never",0.36215,374,502,0.32006,0.40424
2011,Lower Secondary Level,male,"Yes, every week",0.04778,38,502,0.02910,0.06645
2011,Lower Secondary Level,male,"Yes, every 2 weeks",0.03883,35,502,0.02192,0.05575
2011,Lower Secondary Level,male,"Yes, less frequently",0.04132,55,502,0.02389,0.05875
2011,Lower Secondary Level,female,"No, never",0.19423,435,606,0.16270,0.22575
2011,Lower Secondary Level,female,"Yes, every week",0.01456,40,606,0.00502,0.02411
2011,Lower Secondary Level,female,"Yes, every 2 weeks",0.03060,81,606,0.01688,0.04433
2011,Lower Secondary Level,female,"Yes, less frequently",0.01684,50,606,0.00659,0.02709
2011,Upper Secondary Level,male,"No, never",0.33987,2276,3826,0.32486,0.35488
2011,Upper Secondary Level,male,"Yes, every week",0.03588,231,3826,0.02998,0.04177
2011,Upper Secondary Level,male,"Yes, every 2 weeks",0.05242,351,3826,0.04536,0.05948
2011,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03674,263,3826,0.03078,0.04270
2011,Upper Secondary Level,male,"Yes, less frequently",0.11445,705,3826,0.10436,0.12454
2011,Upper Secondary Level,female,"No, never",0.32919,2714,3980,0.31459,0.34379
2011,Upper Secondary Level,female,"Yes, every week",0.02568,192,3980,0.02077,0.03060
2011,Upper Secondary Level,female,"Yes, every 2 weeks",0.05012,460,3980,0.04334,0.05690
2011,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.01952,170,3980,0.01522,0.02382
2011,Upper Secondary Level,female,"Yes, less frequently",0.04849,444,3980,0.04181,0.05516
2011,Post-secondary Non-tertiary Level,male,"No, never",0.36775,281,450,0.32315,0.41236
2011,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.05622,49,450,0.03491,0.07752
2011,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.20903,120,450,0.17142,0.24664
2011,Post-secondary Non-tertiary Level,female,"No, never",0.46038,612,891,0.42763,0.49313
2011,Post-secondary Non-tertiary Level,female,"Yes, every week",0.03212,38,891,0.02053,0.04370
2011,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.08336,94,891,0.06520,0.10152
2011,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.03038,40,891,0.01911,0.04166
2011,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.07202,107,891,0.05504,0.08901
2011,First Stage of Tertiary Education,male,"No, never",0.32237,422,778,0.28951,0.35524
2011,First Stage of Tertiary Education,male,"Yes, every week",0.03853,58,778,0.02500,0.05207
2011,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04380,58,778,0.02941,0.05819
2011,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.02097,46,778,0.01089,0.03104
2011,First Stage of Tertiary Education,male,"Yes, less frequently",0.19326,194,778,0.16550,0.22103
2011,First Stage of Tertiary Education,female,"No, never",0.34247,270,398,0.29579,0.38915
2011,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.07750,58,398,0.05120,0.10380
2011,First Stage of Tertiary Education,female,"Yes, less frequently",0.08191,70,398,0.05494,0.10889
2011,Second Stage of Tertiary Education,male,"No, never",0.32899,1059,2269,0.30965,0.34832
2011,Second Stage of Tertiary Education,male,"Yes, every week",0.06426,233,2269,0.05417,0.07435
2011,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.06439,206,2269,0.05429,0.07449
2011,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.04785,177,2269,0.03907,0.05664
2011,Second Stage of Tertiary Education,male,"Yes, less frequently",0.17809,594,2269,0.16234,0.19383
2011,Second Stage of Tertiary Education,female,"No, never",0.36365,1120,2058,0.34286,0.38444
2011,Second Stage of Tertiary Education,female,"Yes, every week",0.07594,259,2058,0.06449,0.08739
2011,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.05179,157,2058,0.04221,0.06136
2011,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.03600,134,2058,0.02795,0.04405
2011,Second Stage of Tertiary Education,female,"Yes, less frequently",0.13383,388,2058,0.11912,0.14855
2013,Primary Level,male,"No, never",0.20334,39,39,0.07537,0.33131
2013,Primary Level,female,"No, never",0.09478,38,38,0.00040,0.18917
2013,Lower Secondary Level,male,"No, never",0.30091,379,465,0.25917,0.34264
2013,Lower Secondary Level,male,"Yes, every 2 weeks",0.02044,32,465,0.00757,0.03332
2013,Lower Secondary Level,male,"Yes, less frequently",0.02861,54,465,0.01344,0.04378
2013,Lower Secondary Level,female,"No, never",0.15510,406,568,0.12530,0.18489
2013,Lower Secondary Level,female,"Yes, every week",0.01679,42,568,0.00621,0.02737
2013,Lower Secondary Level,female,"Yes, every 2 weeks",0.03105,75,568,0.01677,0.04533
2013,Lower Secondary Level,female,"Yes, less frequently",0.02566,45,568,0.01265,0.03868
2013,Upper Secondary Level,male,"No, never",0.31048,1995,3400,0.29493,0.32604
2013,Upper Secondary Level,male,"Yes, every week",0.02046,165,3400,0.01570,0.02522
2013,Upper Secondary Level,male,"Yes, every 2 weeks",0.05311,333,3400,0.04557,0.06065
2013,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03038,221,3400,0.02461,0.03615
2013,Upper Secondary Level,male,"Yes, less frequently",0.11258,686,3400,0.10195,0.12320
2013,Upper Secondary Level,female,"No, never",0.31141,2586,3822,0.29673,0.32610
2013,Upper Secondary Level,female,"Yes, every week",0.02384,168,3822,0.01901,0.02868
2013,Upper Secondary Level,female,"Yes, every 2 weeks",0.04914,471,3822,0.04229,0.05600
2013,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.01885,155,3822,0.01454,0.02316
2013,Upper Secondary Level,female,"Yes, less frequently",0.05542,442,3822,0.04817,0.06268
2013,Post-secondary Non-tertiary Level,male,"No, never",0.31685,283,439,0.27328,0.36042
2013,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.06612,57,439,0.04285,0.08940
2013,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.16156,99,439,0.12709,0.19603
2013,Post-secondary Non-tertiary Level,female,"No, never",0.40327,601,841,0.37009,0.43644
2013,Post-secondary Non-tertiary Level,female,"Yes, every week",0.02960,32,841,0.01814,0.04106
2013,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.05468,72,841,0.03930,0.07005
2013,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.03009,36,841,0.01854,0.04165
2013,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.07227,100,841,0.05476,0.08978
2013,First Stage of Tertiary Education,male,"No, never",0.30457,382,700,0.27045,0.33869
2013,First Stage of Tertiary Education,male,"Yes, every week",0.02572,48,700,0.01399,0.03746
2013,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04503,45,700,0.02966,0.06040
2013,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.02974,32,700,0.01715,0.04233
2013,First Stage of Tertiary Education,male,"Yes, less frequently",0.20370,193,700,0.17385,0.23356
2013,First Stage of Tertiary Education,female,"No, never",0.32342,248,376,0.27607,0.37076
2013,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.07100,48,376,0.04501,0.09699
2013,First Stage of Tertiary Education,female,"Yes, less frequently",0.11139,80,376,0.07955,0.14323
2013,Second Stage of Tertiary Education,male,"No, never",0.29847,1012,2062,0.27872,0.31823
2013,Second Stage of Tertiary Education,male,"Yes, every week",0.05481,206,2062,0.04499,0.06464
2013,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04969,162,2062,0.04031,0.05908
2013,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.04066,130,2062,0.03213,0.04919
2013,Second Stage of Tertiary Education,male,"Yes, less frequently",0.17221,552,2062,0.15591,0.18851
2013,Second Stage of Tertiary Education,female,"No, never",0.32601,1119,2015,0.30554,0.34648
2013,Second Stage of Tertiary Education,female,"Yes, every week",0.06485,235,2015,0.05409,0.07560
2013,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.05322,149,2015,0.04341,0.06302
2013,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.04488,124,2015,0.03583,0.05392
2013,Second Stage of Tertiary Education,female,"Yes, less frequently",0.12053,388,2015,0.10631,0.13475
2015,Primary Level,male,"No, never",0.33633,57,57,0.21258,0.46007
2015,Primary Level,female,"No, never",0.17222,50,50,0.06650,0.27794
2015,Lower Secondary Level,male,"No, never",0.36493,440,603,0.32647,0.40338
2015,Lower Secondary Level,male,"Yes, every week",0.04382,44,603,0.02747,0.06017
2015,Lower Secondary Level,male,"Yes, every 2 weeks",0.04973,51,603,0.03236,0.06709
2015,Lower Secondary Level,male,"Yes, less frequently",0.04709,68,603,0.03017,0.06401
2015,Lower Secondary Level,female,"No, never",0.20415,415,564,0.17085,0.23744
2015,Lower Secondary Level,female,"Yes, every week",0.01652,34,564,0.00599,0.02704
2015,Lower Secondary Level,female,"Yes, every 2 weeks",0.03024,75,564,0.01610,0.04439
2015,Lower Secondary Level,female,"Yes, less frequently",0.02515,40,564,0.01222,0.03809
2015,Upper Secondary Level,male,"No, never",0.34351,1963,3245,0.32717,0.35985
2015,Upper Secondary Level,male,"Yes, every week",0.02831,180,3245,0.02260,0.03402
2015,Upper Secondary Level,male,"Yes, every 2 weeks",0.05718,325,3245,0.04919,0.06518
2015,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03265,186,3245,0.02653,0.03877
2015,Upper Secondary Level,male,"Yes, less frequently",0.11543,591,3245,0.10444,0.12643
2015,Upper Secondary Level,female,"No, never",0.32906,2382,3526,0.31355,0.34457
2015,Upper Secondary Level,female,"Yes, every week",0.02279,171,3526,0.01787,0.02772
2015,Upper Secondary Level,female,"Yes, every 2 weeks",0.05961,444,3526,0.05179,0.06742
2015,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.01927,133,3526,0.01474,0.02381
2015,Upper Secondary Level,female,"Yes, less frequently",0.05949,396,3526,0.05168,0.06729
2015,Post-secondary Non-tertiary Level,male,"No, never",0.41655,330,534,0.37470,0.45841
2015,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.06618,48,534,0.04508,0.08729
2015,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.06553,41,534,0.04452,0.08654
2015,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.15972,115,534,0.12861,0.19082
2015,Post-secondary Non-tertiary Level,female,"No, never",0.44961,620,905,0.41718,0.48204
2015,Post-secondary Non-tertiary Level,female,"Yes, every week",0.02331,39,905,0.01348,0.03315
2015,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.07964,101,905,0.06199,0.09729
2015,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.02247,36,905,0.01281,0.03213
2015,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.09502,109,905,0.07590,0.11413
2015,First Stage of Tertiary Education,male,"No, never",0.32683,333,599,0.28923,0.36442
2015,First Stage of Tertiary Education,male,"Yes, every week",0.03854,41,599,0.02311,0.05397
2015,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.03155,38,599,0.01754,0.04556
2015,First Stage of Tertiary Education,male,"Yes, less frequently",0.18981,187,599,0.15838,0.22124
2015,First Stage of Tertiary Education,female,"No, never",0.32561,226,338,0.27558,0.37564
2015,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.07337,40,338,0.04553,0.10121
2015,First Stage of Tertiary Education,female,"Yes, less frequently",0.14088,72,338,0.10373,0.17802
2015,Second Stage of Tertiary Education,male,"No, never",0.30991,993,2017,0.28972,0.33010
2015,Second Stage of Tertiary Education,male,"Yes, every week",0.06076,189,2017,0.05033,0.07118
2015,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04796,159,2017,0.03863,0.05729
2015,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.05481,163,2017,0.04487,0.06474
2015,Second Stage of Tertiary Education,male,"Yes, less frequently",0.17231,513,2017,0.15583,0.18880
2015,Second Stage of Tertiary Education,female,"No, never",0.33504,1113,2043,0.31457,0.35551
2015,Second Stage of Tertiary Education,female,"Yes, every week",0.07258,227,2043,0.06133,0.08383
2015,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.07089,168,2043,0.05976,0.08202
2015,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.04930,128,2043,0.03991,0.05869
2015,Second Stage of Tertiary Education,female,"Yes, less frequently",0.11788,407,2043,0.10390,0.13187
2017,Primary Level,male,"No, never",0.29282,77,77,0.19051,0.39513
2017,Primary Level,female,"No, never",0.16696,55,55,0.06749,0.26643
2017,Lower Secondary Level,male,"No, never",0.39083,464,638,0.35294,0.42872
2017,Lower Secondary Level,male,"Yes, every week",0.03141,38,638,0.01787,0.04496
2017,Lower Secondary Level,male,"Yes, every 2 weeks",0.03607,45,638,0.02159,0.05055
2017,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.02960,34,638,0.01644,0.04276
2017,Lower Secondary Level,male,"Yes, less frequently",0.04596,57,638,0.02970,0.06222
2017,Lower Secondary Level,female,"No, never",0.25056,484,657,0.21740,0.28372
2017,Lower Secondary Level,female,"Yes, every week",0.01430,39,657,0.00521,0.02339
2017,Lower Secondary Level,female,"Yes, every 2 weeks",0.03724,86,657,0.02275,0.05173
2017,Lower Secondary Level,female,"Yes, less frequently",0.02874,48,657,0.01595,0.04152
2017,Upper Secondary Level,male,"No, never",0.36511,2152,3494,0.34914,0.38108
2017,Upper Secondary Level,male,"Yes, every week",0.03602,218,3494,0.02984,0.04220
2017,Upper Secondary Level,male,"Yes, every 2 weeks",0.05766,348,3494,0.04993,0.06539
2017,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.03624,211,3494,0.03004,0.04243
2017,Upper Secondary Level,male,"Yes, less frequently",0.10484,565,3494,0.09469,0.11500
2017,Upper Secondary Level,female,"No, never",0.34708,2636,3811,0.33197,0.36220
2017,Upper Secondary Level,female,"Yes, every week",0.02765,207,3811,0.02245,0.03286
2017,Upper Secondary Level,female,"Yes, every 2 weeks",0.05605,428,3811,0.04875,0.06336
2017,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.02483,197,3811,0.01989,0.02977
2017,Upper Secondary Level,female,"Yes, less frequently",0.05355,343,3811,0.04640,0.06070
2017,Post-secondary Non-tertiary Level,male,"No, never",0.43283,384,654,0.39483,0.47084
2017,Post-secondary Non-tertiary Level,male,"Yes, every week",0.06175,45,654,0.04328,0.08021
2017,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.07769,57,654,0.05716,0.09822
2017,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.04944,53,654,0.03281,0.06607
2017,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.13138,115,654,0.10547,0.15729
2017,Post-secondary Non-tertiary Level,female,"No, never",0.48754,715,1047,0.45724,0.51783
2017,Post-secondary Non-tertiary Level,female,"Yes, every week",0.03007,55,1047,0.01972,0.04041
2017,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.08430,129,1047,0.06746,0.10113
2017,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.03146,60,1047,0.02089,0.04204
2017,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.07550,88,1047,0.05949,0.09152
2017,First Stage of Tertiary Education,male,"No, never",0.36637,356,646,0.32919,0.40355
2017,First Stage of Tertiary Education,male,"Yes, every week",0.03898,41,646,0.02404,0.05391
2017,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.04188,48,646,0.02642,0.05734
2017,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.04483,45,646,0.02886,0.06080
2017,First Stage of Tertiary Education,male,"Yes, less frequently",0.16420,156,646,0.13561,0.19279
2017,First Stage of Tertiary Education,female,"No, never",0.38420,246,355,0.33353,0.43487
2017,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.08173,43,355,0.05319,0.11027
2017,First Stage of Tertiary Education,female,"Yes, less frequently",0.10216,66,355,0.07061,0.13371
2017,Second Stage of Tertiary Education,male,"No, never",0.36800,1224,2286,0.34823,0.38778
2017,Second Stage of Tertiary Education,male,"Yes, every week",0.05693,189,2286,0.04743,0.06643
2017,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.05535,182,2286,0.04597,0.06473
2017,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.06083,213,2286,0.05103,0.07064
2017,Second Stage of Tertiary Education,male,"Yes, less frequently",0.15173,478,2286,0.13702,0.16644
2017,Second Stage of Tertiary Education,female,"No, never",0.39799,1387,2297,0.37797,0.41801
2017,Second Stage of Tertiary Education,female,"Yes, every week",0.06172,220,2297,0.05188,0.07156
2017,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.05694,186,2297,0.04746,0.06642
2017,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.04229,149,2297,0.03406,0.05052
2017,Second Stage of Tertiary Education,female,"Yes, less frequently",0.11226,355,2297,0.09935,0.12517
2019,Primary Level,male,"No, never",0.34125,67,67,0.22687,0.45564
