year,bula_h,sex,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Bavaria,male,"Yes, every 2 weeks",0.02972,48,835,0.01819,0.04124
2005,Bavaria,male,"Yes, every 3-4 weeks",0.02932,49,835,0.01787,0.04077
2005,Bavaria,male,"Yes, less frequently",0.10086,180,835,0.08042,0.12130
2005,Bavaria,female,"No, never",0.28433,570,810,0.25324,0.31541
2005,Bavaria,female,"Yes, every week",0.02613,42,810,0.01514,0.03712
2005,Bavaria,female,"Yes, every 2 weeks",0.03284,64,810,0.02056,0.04512
2005,Bavaria,female,"Yes, every 3-4 weeks",0.01747,32,810,0.00844,0.02649
2005,Bavaria,female,"Yes, less frequently",0.04696,102,810,0.03238,0.06154
2005,Berlin,male,"No, never",0.19873,97,159,0.13651,0.26096
2005,Berlin,male,"Yes, less frequently",0.14672,62,159,0.09155,0.20189
2005,Berlin,female,"No, never",0.22921,110,110,0.15030,0.30812
2005,Brandenburg,male,"No, never",0.19989,108,156,0.13693,0.26285
2005,Brandenburg,male,"Yes, less frequently",0.08921,48,156,0.04433,0.13408
2005,Brandenburg,female,"No, never",0.21686,135,135,0.14708,0.28664
2005,Mecklenburg-Western Pomerania,male,"No, never",0.22008,60,91,0.13448,0.30567
2005,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.08962,31,91,0.03061,0.14863
2005,Mecklenburg-Western Pomerania,female,"No, never",0.23069,82,82,0.13895,0.32244
2005,Saxony,male,"No, never",0.19929,192,341,0.15683,0.24176
2005,Saxony,male,"Yes, every 2 weeks",0.04553,36,341,0.02337,0.06769
2005,Saxony,male,"Yes, less frequently",0.12078,113,341,0.08614,0.15542
2005,Saxony,female,"No, never",0.21431,245,293,0.16724,0.26137
2005,Saxony,female,"Yes, less frequently",0.03611,48,293,0.01471,0.05751
2005,Saxony-Anhalt,male,"No, never",0.20164,113,170,0.14115,0.26213
2005,Saxony-Anhalt,male,"Yes, less frequently",0.11838,57,170,0.06967,0.16709
2005,Saxony-Anhalt,female,"No, never",0.20490,132,163,0.14275,0.26706
2005,Saxony-Anhalt,female,"Yes, every 2 weeks",0.06173,31,163,0.02467,0.09879
2005,Thuringa,male,"No, never",0.22038,112,168,0.15751,0.28324
2005,Thuringa,male,"Yes, less frequently",0.09009,56,168,0.04667,0.13352
2005,Thuringa,female,"No, never",0.19548,136,136,0.12858,0.26238
2007,Schleswig-Holstein,male,"No, never",0.29490,100,137,0.21826,0.37154
2007,Schleswig-Holstein,male,"Yes, less frequently",0.09358,37,137,0.04463,0.14253
2007,Schleswig-Holstein,female,"No, never",0.22846,96,96,0.14403,0.31289
2007,Hamburg,male,"No, never",0.27084,40,40,0.13137,0.41032
2007,Hamburg,female,"No, never",0.26576,59,59,0.15207,0.37944
2007,Lower Saxony,male,"No, never",0.26617,288,543,0.22896,0.30338
2007,Lower Saxony,male,"Yes, every week",0.05280,57,543,0.03398,0.07163
2007,Lower Saxony,male,"Yes, every 2 weeks",0.03507,44,543,0.01958,0.05055
2007,Lower Saxony,male,"Yes, every 3-4 weeks",0.03376,35,543,0.01855,0.04896
2007,Lower Saxony,male,"Yes, less frequently",0.10584,119,543,0.07994,0.13173
2007,Lower Saxony,female,"No, never",0.22627,283,425,0.18644,0.26609
2007,Lower Saxony,female,"Yes, every week",0.02343,32,425,0.00903,0.03783
2007,Lower Saxony,female,"Yes, every 2 weeks",0.03556,34,425,0.01794,0.05319
2007,Lower Saxony,female,"Yes, less frequently",0.05510,76,425,0.03338,0.07682
2007,North Rhine-Westphalia,male,"No, never",0.27646,699,1214,0.25129,0.30163
2007,North Rhine-Westphalia,male,"Yes, every week",0.02482,77,1214,0.01606,0.03357
2007,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.04704,105,1214,0.03513,0.05896
2007,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.02601,66,1214,0.01706,0.03497
2007,North Rhine-Westphalia,male,"Yes, less frequently",0.10623,267,1214,0.08889,0.12358
2007,North Rhine-Westphalia,female,"No, never",0.25280,721,1060,0.22662,0.27897
2007,North Rhine-Westphalia,female,"Yes, every week",0.01951,58,1060,0.01118,0.02785
2007,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.03995,102,1060,0.02816,0.05175
2007,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.01501,40,1060,0.00769,0.02234
2007,North Rhine-Westphalia,female,"Yes, less frequently",0.04318,139,1060,0.03093,0.05542
2007,Hesse,male,"No, never",0.26709,217,375,0.22225,0.31193
2007,Hesse,male,"Yes, every week",0.05117,43,375,0.02884,0.07350
2007,Hesse,male,"Yes, less frequently",0.12560,115,375,0.09201,0.15919
2007,Hesse,female,"No, never",0.25263,238,331,0.20575,0.29951
2007,Hesse,female,"Yes, every 2 weeks",0.03538,37,331,0.01545,0.05531
2007,Hesse,female,"Yes, less frequently",0.06186,56,331,0.03587,0.08785
2007,"Rhineland-Palatinate, Saarland",male,"No, never",0.30941,196,262,0.25333,0.36549
2007,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.08991,66,262,0.05521,0.12461
2007,"Rhineland-Palatinate, Saarland",female,"No, never",0.24775,207,278,0.19691,0.29859
2007,"Rhineland-Palatinate, Saarland",female,"Yes, every 2 weeks",0.04143,33,278,0.01796,0.06489
2007,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.05441,38,278,0.02770,0.08112
2007,Baden-Wuerttemberg,male,"No, never",0.32732,504,770,0.29416,0.36049
2007,Baden-Wuerttemberg,male,"Yes, every week",0.02308,42,770,0.01247,0.03369
2007,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.02672,36,770,0.01533,0.03812
2007,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.03295,52,770,0.02033,0.04556
2007,Baden-Wuerttemberg,male,"Yes, less frequently",0.08912,136,770,0.06899,0.10926
2007,Baden-Wuerttemberg,female,"No, never",0.26019,436,584,0.22458,0.29581
2007,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.03742,42,584,0.02202,0.05283
2007,Baden-Wuerttemberg,female,"Yes, every 3-4 weeks",0.01804,32,584,0.00724,0.02884
2007,Baden-Wuerttemberg,female,"Yes, less frequently",0.04486,74,584,0.02806,0.06167
2007,Bavaria,male,"No, never",0.29035,513,873,0.26022,0.32048
2007,Bavaria,male,"Yes, every week",0.02998,65,873,0.01866,0.04130
2007,Bavaria,male,"Yes, every 2 weeks",0.02944,53,873,0.01822,0.04066
2007,Bavaria,male,"Yes, every 3-4 weeks",0.03505,53,873,0.02285,0.04726
2007,Bavaria,male,"Yes, less frequently",0.11032,189,873,0.08952,0.13111
2007,Bavaria,female,"No, never",0.27426,551,813,0.24357,0.30494
2007,Bavaria,female,"Yes, every week",0.02875,46,813,0.01725,0.04024
2007,Bavaria,female,"Yes, every 2 weeks",0.02721,53,813,0.01602,0.03840
2007,Bavaria,female,"Yes, every 3-4 weeks",0.01765,38,813,0.00859,0.02670
2007,Bavaria,female,"Yes, less frequently",0.06438,125,813,0.04750,0.08126
2007,Berlin,male,"No, never",0.24347,93,148,0.17409,0.31285
2007,Berlin,male,"Yes, less frequently",0.13457,55,148,0.07940,0.18974
2007,Berlin,female,"No, never",0.26631,132,171,0.19986,0.33275
2007,Berlin,female,"Yes, less frequently",0.08243,39,171,0.04109,0.12377
2007,Brandenburg,male,"No, never",0.16675,102,162,0.10917,0.22433
2007,Brandenburg,male,"Yes, less frequently",0.13340,60,162,0.08088,0.18592
2007,Brandenburg,female,"No, never",0.21877,123,156,0.15368,0.28385
2007,Brandenburg,female,"Yes, less frequently",0.06236,33,156,0.02429,0.10043
2007,Mecklenburg-Western Pomerania,male,"No, never",0.23264,66,66,0.12992,0.33535
2007,Mecklenburg-Western Pomerania,female,"No, never",0.24415,85,85,0.15228,0.33602
2007,Saxony,male,"No, never",0.23173,209,350,0.18746,0.27600
2007,Saxony,male,"Yes, every 2 weeks",0.06859,51,350,0.04207,0.09510
2007,Saxony,male,"Yes, less frequently",0.09232,90,350,0.06195,0.12269
2007,Saxony,female,"No, never",0.23694,255,355,0.19265,0.28123
2007,Saxony,female,"Yes, every 2 weeks",0.06036,43,355,0.03555,0.08517
2007,Saxony,female,"Yes, less frequently",0.05447,57,355,0.03083,0.07811
2007,Saxony-Anhalt,male,"No, never",0.19231,115,170,0.13289,0.25174
2007,Saxony-Anhalt,male,"Yes, less frequently",0.11692,55,170,0.06848,0.16537
2007,Saxony-Anhalt,female,"No, never",0.21864,127,127,0.14647,0.29082
2007,Thuringa,male,"No, never",0.26770,127,182,0.20320,0.33220
2007,Thuringa,male,"Yes, less frequently",0.07807,55,182,0.03899,0.11716
2007,Thuringa,female,"No, never",0.22645,141,173,0.16390,0.28900
2007,Thuringa,female,"Yes, less frequently",0.05519,32,173,0.02106,0.08932
2009,Schleswig-Holstein,male,"No, never",0.23924,80,111,0.15951,0.31897
2009,Schleswig-Holstein,male,"Yes, less frequently",0.10925,31,111,0.05095,0.16754
2009,Schleswig-Holstein,female,"No, never",0.28557,86,86,0.18954,0.38159
2009,Hamburg,male,"No, never",0.27447,36,36,0.12663,0.42231
2009,Hamburg,female,"No, never",0.26269,49,49,0.13819,0.38720
2009,Lower Saxony,male,"No, never",0.25393,257,449,0.21362,0.29423
2009,Lower Saxony,male,"Yes, every week",0.04564,43,449,0.02632,0.06497
2009,Lower Saxony,male,"Yes, every 2 weeks",0.04064,41,449,0.02236,0.05892
2009,Lower Saxony,male,"Yes, less frequently",0.12022,108,449,0.09011,0.15034
2009,Lower Saxony,female,"No, never",0.22334,253,371,0.18091,0.26578
2009,Lower Saxony,female,"Yes, every 2 weeks",0.02930,37,371,0.01212,0.04649
2009,Lower Saxony,female,"Yes, less frequently",0.07775,81,371,0.05047,0.10504
2009,North Rhine-Westphalia,male,"No, never",0.26963,608,1047,0.24274,0.29653
2009,North Rhine-Westphalia,male,"Yes, every week",0.04091,75,1047,0.02891,0.05292
2009,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.03515,79,1047,0.02399,0.04632
2009,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.03191,71,1047,0.02126,0.04256
2009,North Rhine-Westphalia,male,"Yes, less frequently",0.10947,214,1047,0.09055,0.12839
2009,North Rhine-Westphalia,female,"No, never",0.25651,636,945,0.22865,0.28437
2009,North Rhine-Westphalia,female,"Yes, every week",0.02131,58,945,0.01210,0.03053
2009,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.03405,82,945,0.02248,0.04561
2009,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.01945,40,945,0.01064,0.02826
2009,North Rhine-Westphalia,female,"Yes, less frequently",0.05485,129,945,0.04032,0.06937
2009,Hesse,male,"No, never",0.25820,178,311,0.20948,0.30691
2009,Hesse,male,"Yes, every 2 weeks",0.04955,35,311,0.02539,0.07371
2009,Hesse,male,"Yes, less frequently",0.12391,98,311,0.08723,0.16059
2009,Hesse,female,"No, never",0.27121,222,319,0.22234,0.32007
2009,Hesse,female,"Yes, every 2 weeks",0.03592,34,319,0.01546,0.05637
2009,Hesse,female,"Yes, less frequently",0.06539,63,319,0.03822,0.09256
2009,"Rhineland-Palatinate, Saarland",male,"No, never",0.27144,154,219,0.21241,0.33047
2009,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.10728,65,219,0.06620,0.14836
2009,"Rhineland-Palatinate, Saarland",female,"No, never",0.23281,176,223,0.17722,0.28840
2009,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.07174,47,223,0.03779,0.10568
2009,Baden-Wuerttemberg,male,"No, never",0.33860,431,646,0.30208,0.37512
2009,Baden-Wuerttemberg,male,"Yes, every week",0.03061,34,646,0.01732,0.04391
2009,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.03214,37,646,0.01853,0.04575
2009,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.03144,35,646,0.01798,0.04491
2009,Baden-Wuerttemberg,male,"Yes, less frequently",0.08169,109,646,0.06056,0.10283
2009,Baden-Wuerttemberg,female,"No, never",0.27576,376,525,0.23750,0.31403
2009,Baden-Wuerttemberg,female,"Yes, every week",0.02304,31,525,0.01019,0.03589
2009,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.03368,47,525,0.01823,0.04913
2009,Baden-Wuerttemberg,female,"Yes, less frequently",0.05093,71,525,0.03210,0.06975
2009,Bavaria,male,"No, never",0.28598,418,754,0.25370,0.31825
2009,Bavaria,male,"Yes, every week",0.03936,61,754,0.02547,0.05325
2009,Bavaria,male,"Yes, every 2 weeks",0.03683,57,754,0.02338,0.05028
2009,Bavaria,male,"Yes, every 3-4 weeks",0.02477,38,754,0.01367,0.03588
2009,Bavaria,male,"Yes, less frequently",0.12198,180,754,0.09860,0.14535
2009,Bavaria,female,"No, never",0.28510,477,733,0.25239,0.31781
2009,Bavaria,female,"Yes, every week",0.01794,47,733,0.00833,0.02756
2009,Bavaria,female,"Yes, every 2 weeks",0.03893,69,733,0.02492,0.05295
2009,Bavaria,female,"Yes, every 3-4 weeks",0.01239,31,733,0.00438,0.02041
2009,Bavaria,female,"Yes, less frequently",0.07076,109,733,0.05218,0.08933
2009,Berlin,male,"No, never",0.23310,74,124,0.15838,0.30782
2009,Berlin,male,"Yes, less frequently",0.10794,50,124,0.05310,0.16278
2009,Berlin,female,"No, never",0.26045,107,146,0.18902,0.33189
2009,Berlin,female,"Yes, less frequently",0.06184,39,146,0.02264,0.10105
2009,Brandenburg,male,"No, never",0.16725,91,138,0.10475,0.22974
2009,Brandenburg,male,"Yes, less frequently",0.09810,47,138,0.04829,0.14791
2009,Brandenburg,female,"No, never",0.20669,117,117,0.13300,0.28038
2009,Mecklenburg-Western Pomerania,male,"No, never",0.24047,59,93,0.15314,0.32780
2009,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.09734,34,93,0.03677,0.15791
2009,Mecklenburg-Western Pomerania,female,"No, never",0.22530,79,79,0.13258,0.31801
2009,Saxony,male,"No, never",0.23737,195,326,0.19111,0.28363
2009,Saxony,male,"Yes, every 2 weeks",0.03724,32,326,0.01665,0.05782
2009,Saxony,male,"Yes, less frequently",0.13687,99,326,0.09950,0.17424
2009,Saxony,female,"No, never",0.23112,228,314,0.18441,0.27782
2009,Saxony,female,"Yes, every 2 weeks",0.03897,39,314,0.01753,0.06041
2009,Saxony,female,"Yes, less frequently",0.05396,47,314,0.02893,0.07899
2009,Saxony-Anhalt,male,"No, never",0.26617,110,156,0.19660,0.33575
2009,Saxony-Anhalt,male,"Yes, less frequently",0.07601,46,156,0.03429,0.11774
2009,Saxony-Anhalt,female,"No, never",0.22700,112,112,0.14907,0.30493
2009,Thuringa,male,"No, never",0.20617,107,160,0.14329,0.26906
2009,Thuringa,male,"Yes, less frequently",0.09786,53,160,0.05167,0.14404
2009,Thuringa,female,"No, never",0.22516,119,119,0.14980,0.30053
2011,Schleswig-Holstein,male,"No, never",0.26786,157,222,0.20947,0.32624
2011,Schleswig-Holstein,male,"Yes, less frequently",0.14136,65,222,0.09542,0.18729
2011,Schleswig-Holstein,female,"No, never",0.24850,173,245,0.19427,0.30272
2011,Schleswig-Holstein,female,"Yes, every 2 weeks",0.03428,33,245,0.01145,0.05710
2011,Schleswig-Holstein,female,"Yes, less frequently",0.04278,39,245,0.01739,0.06817
2011,Hamburg,male,"No, never",0.31176,63,63,0.19646,0.42707
2011,Hamburg,female,"No, never",0.30488,88,88,0.20814,0.40161
2011,Lower Saxony,male,"No, never",0.28370,449,764,0.25171,0.31568
2011,Lower Saxony,male,"Yes, every week",0.03183,54,764,0.01937,0.04429
2011,Lower Saxony,male,"Yes, every 2 weeks",0.05488,70,764,0.03872,0.07104
2011,Lower Saxony,male,"Yes, every 3-4 weeks",0.02377,41,764,0.01296,0.03458
2011,Lower Saxony,male,"Yes, less frequently",0.09868,150,764,0.07751,0.11984
2011,Lower Saxony,female,"No, never",0.26441,458,760,0.23303,0.29579
2011,Lower Saxony,female,"Yes, every week",0.02670,58,760,0.01523,0.03816
2011,Lower Saxony,female,"Yes, every 2 weeks",0.04734,90,760,0.03223,0.06245
2011,Lower Saxony,female,"Yes, every 3-4 weeks",0.01970,39,760,0.00981,0.02959
2011,Lower Saxony,female,"Yes, less frequently",0.05868,115,760,0.04196,0.07540
2011,Bremen,female,"No, never",0.27008,35,35,0.12083,0.41932
2011,North Rhine-Westphalia,male,"No, never",0.28317,973,1667,0.26153,0.30480
2011,North Rhine-Westphalia,male,"Yes, every week",0.04755,132,1667,0.03734,0.05777
2011,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.03904,142,1667,0.02974,0.04834
2011,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.02875,104,1667,0.02072,0.03677
2011,North Rhine-Westphalia,male,"Yes, less frequently",0.10413,316,1667,0.08946,0.11880
2011,North Rhine-Westphalia,female,"No, never",0.27204,1062,1607,0.25028,0.29381
2011,North Rhine-Westphalia,female,"Yes, every week",0.02695,110,1607,0.01903,0.03487
2011,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.04705,169,1607,0.03669,0.05740
2011,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.01474,61,1607,0.00884,0.02063
2011,North Rhine-Westphalia,female,"Yes, less frequently",0.04588,205,1607,0.03565,0.05612
2011,Hesse,male,"No, never",0.25405,287,599,0.21916,0.28894
2011,Hesse,male,"Yes, every week",0.03778,60,599,0.02249,0.05306
2011,Hesse,male,"Yes, every 2 weeks",0.04672,60,599,0.02980,0.06363
2011,Hesse,male,"Yes, every 3-4 weeks",0.02891,49,599,0.01548,0.04234
2011,Hesse,male,"Yes, less frequently",0.12330,143,599,0.09695,0.14965
2011,Hesse,female,"No, never",0.27847,376,600,0.24257,0.31437
2011,Hesse,female,"Yes, every week",0.01919,37,600,0.00820,0.03018
2011,Hesse,female,"Yes, every 2 weeks",0.03816,58,600,0.02282,0.05350
2011,Hesse,female,"Yes, every 3-4 weeks",0.02212,37,600,0.01034,0.03390
2011,Hesse,female,"Yes, less frequently",0.07182,92,600,0.05114,0.09250
2011,"Rhineland-Palatinate, Saarland",male,"No, never",0.26208,265,472,0.22237,0.30180
2011,"Rhineland-Palatinate, Saarland",male,"Yes, every week",0.04308,42,472,0.02474,0.06142
2011,"Rhineland-Palatinate, Saarland",male,"Yes, every 2 weeks",0.04519,40,472,0.02643,0.06395
2011,"Rhineland-Palatinate, Saarland",male,"Yes, every 3-4 weeks",0.03526,39,472,0.01860,0.05191
2011,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.09689,86,472,0.07018,0.12361
2011,"Rhineland-Palatinate, Saarland",female,"No, never",0.23479,292,440,0.19514,0.27444
2011,"Rhineland-Palatinate, Saarland",female,"Yes, every week",0.05134,39,440,0.03070,0.07198
2011,"Rhineland-Palatinate, Saarland",female,"Yes, every 2 weeks",0.03314,47,440,0.01640,0.04989
2011,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.05627,62,440,0.03472,0.07783
2011,Baden-Wuerttemberg,male,"No, never",0.32386,709,1119,0.29643,0.35129
2011,Baden-Wuerttemberg,male,"Yes, every week",0.02499,58,1119,0.01584,0.03414
2011,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.04481,75,1119,0.03268,0.05693
2011,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.02375,52,1119,0.01483,0.03268
2011,Baden-Wuerttemberg,male,"Yes, less frequently",0.10552,225,1119,0.08751,0.12352
2011,Baden-Wuerttemberg,female,"No, never",0.28450,688,1023,0.25684,0.31216
2011,Baden-Wuerttemberg,female,"Yes, every week",0.02644,70,1023,0.01661,0.03628
2011,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.05002,105,1023,0.03666,0.06339
2011,Baden-Wuerttemberg,female,"Yes, every 3-4 weeks",0.01536,35,1023,0.00782,0.02290
2011,Baden-Wuerttemberg,female,"Yes, less frequently",0.04492,125,1023,0.03222,0.05762
2011,Bavaria,male,"No, never",0.29896,765,1330,0.27435,0.32358
2011,Bavaria,male,"Yes, every week",0.03630,96,1330,0.02624,0.04636
2011,Bavaria,male,"Yes, every 2 weeks",0.03863,110,1330,0.02827,0.04900
2011,Bavaria,male,"Yes, every 3-4 weeks",0.03372,87,1330,0.02402,0.04343
2011,Bavaria,male,"Yes, less frequently",0.10460,272,1330,0.08815,0.12105
2011,Bavaria,female,"No, never",0.28856,911,1369,0.26455,0.31257
2011,Bavaria,female,"Yes, every week",0.02713,87,1369,0.01852,0.03573
2011,Bavaria,female,"Yes, every 2 weeks",0.03836,141,1369,0.02818,0.04854
2011,Bavaria,female,"Yes, every 3-4 weeks",0.02490,69,1369,0.01664,0.03316
2011,Bavaria,female,"Yes, less frequently",0.05481,161,1369,0.04275,0.06687
2011,Berlin,male,"No, never",0.27098,120,187,0.20711,0.33486
2011,Berlin,male,"Yes, less frequently",0.11485,67,187,0.06903,0.16068
2011,Berlin,female,"No, never",0.24091,179,262,0.18903,0.29279
2011,Berlin,female,"Yes, every week",0.05295,33,262,0.02578,0.08011
2011,Berlin,female,"Yes, less frequently",0.06609,50,262,0.03595,0.09623
2011,Brandenburg,male,"No, never",0.20371,133,231,0.15166,0.25576
2011,Brandenburg,male,"Yes, every 2 weeks",0.04485,35,231,0.01810,0.07159
2011,Brandenburg,male,"Yes, less frequently",0.13152,63,231,0.08784,0.17520
2011,Brandenburg,female,"No, never",0.24035,179,272,0.18948,0.29123
2011,Brandenburg,female,"Yes, every 2 weeks",0.04875,44,272,0.02311,0.07439
2011,Brandenburg,female,"Yes, less frequently",0.06415,49,272,0.03498,0.09332
2011,Mecklenburg-Western Pomerania,male,"No, never",0.28517,93,130,0.20725,0.36308
2011,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.08706,37,130,0.03841,0.13571
2011,Mecklenburg-Western Pomerania,female,"No, never",0.29125,120,120,0.20962,0.37289
2011,Saxony,male,"No, never",0.24339,266,521,0.20650,0.28027
2011,Saxony,male,"Yes, every week",0.02668,37,521,0.01283,0.04053
2011,Saxony,male,"Yes, every 2 weeks",0.06302,60,521,0.04213,0.08391
2011,Saxony,male,"Yes, every 3-4 weeks",0.02703,36,521,0.01309,0.04096
2011,Saxony,male,"Yes, less frequently",0.12138,122,521,0.09331,0.14944
2011,Saxony,female,"No, never",0.25884,328,452,0.21842,0.29926
2011,Saxony,female,"Yes, every 2 weeks",0.06063,62,452,0.03860,0.08265
2011,Saxony,female,"Yes, less frequently",0.04906,62,452,0.02912,0.06899
2011,Saxony-Anhalt,male,"No, never",0.28387,164,254,0.22831,0.33943
2011,Saxony-Anhalt,male,"Yes, every 2 weeks",0.05322,34,254,0.02556,0.08087
2011,Saxony-Anhalt,male,"Yes, less frequently",0.11538,56,254,0.07601,0.15474
2011,Saxony-Anhalt,female,"No, never",0.23870,183,261,0.18688,0.29051
2011,Saxony-Anhalt,female,"Yes, every 2 weeks",0.06488,39,261,0.03494,0.09482
2011,Saxony-Anhalt,female,"Yes, less frequently",0.04450,39,261,0.01943,0.06956
2011,Thuringa,male,"No, never",0.26542,167,232,0.20848,0.32236
2011,Thuringa,male,"Yes, less frequently",0.12021,65,232,0.07827,0.16215
2011,Thuringa,female,"No, never",0.27848,204,281,0.22597,0.33098
2011,Thuringa,female,"Yes, every 2 weeks",0.04385,34,281,0.01987,0.06784
2011,Thuringa,female,"Yes, less frequently",0.05381,43,281,0.02738,0.08024
2013,Schleswig-Holstein,male,"No, never",0.25789,150,193,0.19601,0.31977
2013,Schleswig-Holstein,male,"Yes, less frequently",0.07936,43,193,0.04112,0.11759
2013,Schleswig-Holstein,female,"No, never",0.24900,176,250,0.19529,0.30271
2013,Schleswig-Holstein,female,"Yes, every 2 weeks",0.04781,38,250,0.02131,0.07432
2013,Schleswig-Holstein,female,"Yes, less frequently",0.05292,36,250,0.02512,0.08073
2013,Hamburg,male,"No, never",0.17712,57,57,0.07713,0.27711
