,Unnamed: 0,year,quintil_oecd,regtyp,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
76,76,2007,4th Quintile,Urban regions,"Yes, less frequently",0.19472,323,10991,0.1778,0.21036
77,77,2007,4th Quintile,Rural regions,"No, never",0.55657,520,10991,0.51036,0.6049
78,78,2007,4th Quintile,Rural regions,"Yes, every week",0.06186,55,10991,0.04971,0.07516
79,79,2007,4th Quintile,Rural regions,"Yes, every 2 weeks",0.1074,91,10991,0.08639,0.12779
80,80,2007,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05386,62,10991,0.04504,0.06319
81,81,2007,4th Quintile,Rural regions,"Yes, less frequently",0.22031,189,10991,0.19233,0.24875
82,82,2007,5th Quintile,Urban regions,"No, never",0.52887,1519,10991,0.50067,0.55929
83,83,2007,5th Quintile,Urban regions,"Yes, every week",0.08939,242,10991,0.0792,0.10269
84,84,2007,5th Quintile,Urban regions,"Yes, every 2 weeks",0.07382,189,10991,0.06359,0.08442
85,85,2007,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.06261,167,10991,0.05341,0.07392
86,86,2007,5th Quintile,Urban regions,"Yes, less frequently",0.24531,622,10991,0.22285,0.26239
87,87,2007,5th Quintile,Rural regions,"No, never",0.55804,562,10991,0.5193,0.60119
88,88,2007,5th Quintile,Rural regions,"Yes, every week",0.10088,93,10991,0.0818,0.12038
89,89,2007,5th Quintile,Rural regions,"Yes, every 2 weeks",0.06468,67,10991,0.04931,0.08244
90,90,2007,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.06642,60,10991,0.04976,0.08318
91,91,2007,5th Quintile,Rural regions,"Yes, less frequently",0.20998,226,10991,0.17807,0.24143
92,92,2009,1st Quintile,Urban regions,"No, never",0.62519,409,9739,0.57301,0.67508
93,93,2009,1st Quintile,Urban regions,"Yes, every week",0.09181,56,9739,0.07248,0.11664
94,94,2009,1st Quintile,Urban regions,"Yes, every 2 weeks",0.09484,58,9739,0.06992,0.11828
95,95,2009,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.07304,31,9739,0.05371,0.09499
96,96,2009,1st Quintile,Urban regions,"Yes, less frequently",0.11512,75,9739,0.09351,0.13471
97,97,2009,1st Quintile,Rural regions,"No, never",0.77075,233,9739,0.68122,0.85896
98,98,2009,1st Quintile,Rural regions,"Yes, every 2 weeks",0.11592,36,9739,0.08346,0.15526
99,99,2009,1st Quintile,Rural regions,"Yes, less frequently",0.11333,40,9739,0.08646,0.14556
100,100,2009,2nd Quintile,Urban regions,"No, never",0.61365,520,9739,0.56546,0.66534
101,101,2009,2nd Quintile,Urban regions,"Yes, every week",0.05349,46,9739,0.04082,0.06744
102,102,2009,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.08947,75,9739,0.07068,0.10692
103,103,2009,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.07596,45,9739,0.05631,0.09813
104,104,2009,2nd Quintile,Urban regions,"Yes, less frequently",0.16744,121,9739,0.13752,0.20014
105,105,2009,2nd Quintile,Rural regions,"No, never",0.67781,352,9739,0.61758,0.74289
106,106,2009,2nd Quintile,Rural regions,"Yes, every week",0.06544,39,9739,0.04618,0.09552
107,107,2009,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.10032,65,9739,0.07408,0.12031
108,108,2009,2nd Quintile,Rural regions,"Yes, less frequently",0.15643,79,9739,0.12788,0.19058
109,109,2009,3rd Quintile,Urban regions,"No, never",0.66546,735,9739,0.61818,0.71261
110,110,2009,3rd Quintile,Urban regions,"Yes, every week",0.04927,53,9739,0.03837,0.06258
111,111,2009,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.08121,98,9739,0.06772,0.09827
112,112,2009,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.0372,57,9739,0.0301,0.0452
113,113,2009,3rd Quintile,Urban regions,"Yes, less frequently",0.16684,206,9739,0.14413,0.19609
114,114,2009,3rd Quintile,Rural regions,"No, never",0.59608,460,9739,0.54293,0.64794
115,115,2009,3rd Quintile,Rural regions,"Yes, every week",0.06184,41,9739,0.03995,0.08233
116,116,2009,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.09612,76,9739,0.07903,0.1164
117,117,2009,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.06089,49,9739,0.04033,0.08259
118,118,2009,3rd Quintile,Rural regions,"Yes, less frequently",0.18507,132,9739,0.15118,0.21535
119,119,2009,4th Quintile,Urban regions,"No, never",0.62813,965,9739,0.58566,0.66685
120,120,2009,4th Quintile,Urban regions,"Yes, every week",0.04357,76,9739,0.03598,0.05545
121,121,2009,4th Quintile,Urban regions,"Yes, every 2 weeks",0.07635,118,9739,0.06581,0.09082
122,122,2009,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.04248,73,9739,0.0349,0.05044
123,123,2009,4th Quintile,Urban regions,"Yes, less frequently",0.20947,290,9739,0.18471,0.23503
124,124,2009,4th Quintile,Rural regions,"No, never",0.52649,451,9739,0.4745,0.58104
125,125,2009,4th Quintile,Rural regions,"Yes, every week",0.06387,51,9739,0.04603,0.0821
126,126,2009,4th Quintile,Rural regions,"Yes, every 2 weeks",0.10781,73,9739,0.08464,0.13645
127,127,2009,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.07478,50,9739,0.05499,0.09832
128,128,2009,4th Quintile,Rural regions,"Yes, less frequently",0.22705,171,9739,0.19008,0.26296
129,129,2009,5th Quintile,Urban regions,"No, never",0.50761,1251,9739,0.47739,0.53989
130,130,2009,5th Quintile,Urban regions,"Yes, every week",0.10839,216,9739,0.09551,0.1273
131,131,2009,5th Quintile,Urban regions,"Yes, every 2 weeks",0.0744,175,9739,0.06104,0.08848
132,132,2009,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.07054,142,9739,0.05473,0.08607
133,133,2009,5th Quintile,Urban regions,"Yes, less frequently",0.23906,544,9739,0.21822,0.26085
134,134,2009,5th Quintile,Rural regions,"No, never",0.54579,492,9739,0.48658,0.6047
135,135,2009,5th Quintile,Rural regions,"Yes, every week",0.07648,83,9739,0.06224,0.09338
136,136,2009,5th Quintile,Rural regions,"Yes, every 2 weeks",0.07971,70,9739,0.06172,0.10054
137,137,2009,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.06046,57,9739,0.04352,0.08127
138,138,2009,5th Quintile,Rural regions,"Yes, less frequently",0.23756,204,9739,0.19851,0.28136
139,139,2011,1st Quintile,Urban regions,"No, never",0.69109,774,12879,0.62783,0.75958
140,140,2011,1st Quintile,Urban regions,"Yes, every week",0.07996,103,12879,0.06526,0.09566
141,141,2011,1st Quintile,Urban regions,"Yes, every 2 weeks",0.0989,107,12879,0.07094,0.12972
142,142,2011,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.03804,55,12879,0.02842,0.05016
143,143,2011,1st Quintile,Urban regions,"Yes, less frequently",0.092,116,12879,0.07213,0.11445
144,144,2011,1st Quintile,Rural regions,"No, never",0.59633,454,12879,0.51437,0.6767
145,145,2011,1st Quintile,Rural regions,"Yes, every week",0.06191,42,12879,0.03848,0.08743
146,146,2011,1st Quintile,Rural regions,"Yes, every 2 weeks",0.11862,95,12879,0.08589,0.15431
147,147,2011,1st Quintile,Rural regions,"Yes, every 3-4 weeks",0.04859,46,12879,0.03095,0.07189
148,148,2011,1st Quintile,Rural regions,"Yes, less frequently",0.17455,92,12879,0.12226,0.24051
149,149,2011,2nd Quintile,Urban regions,"No, never",0.61604,908,12879,0.5652,0.67466
150,150,2011,2nd Quintile,Urban regions,"Yes, every week",0.09043,91,12879,0.06885,0.11243
151,151,2011,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.11578,143,12879,0.09236,0.14138
152,152,2011,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.03932,61,12879,0.02749,0.05595
153,153,2011,2nd Quintile,Urban regions,"Yes, less frequently",0.13844,215,12879,0.11119,0.16842
154,154,2011,2nd Quintile,Rural regions,"No, never",0.63615,659,12879,0.56861,0.70514
155,155,2011,2nd Quintile,Rural regions,"Yes, every week",0.04512,49,12879,0.02714,0.06721
156,156,2011,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.09234,114,12879,0.06988,0.11513
157,157,2011,2nd Quintile,Rural regions,"Yes, every 3-4 weeks",0.06297,75,12879,0.04745,0.08252
158,158,2011,2nd Quintile,Rural regions,"Yes, less frequently",0.16342,154,12879,0.12715,0.20896
159,159,2011,3rd Quintile,Urban regions,"No, never",0.65938,950,12879,0.61253,0.70677
160,160,2011,3rd Quintile,Urban regions,"Yes, every week",0.05437,87,12879,0.04034,0.06933
161,161,2011,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.09753,160,12879,0.0831,0.11749
162,162,2011,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.05154,75,12879,0.038,0.06534
163,163,2011,3rd Quintile,Urban regions,"Yes, less frequently",0.13718,236,12879,0.11523,0.15696
164,164,2011,3rd Quintile,Rural regions,"No, never",0.62776,599,12879,0.56885,0.69701
165,165,2011,3rd Quintile,Rural regions,"Yes, every week",0.03681,62,12879,0.02845,0.04526
166,166,2011,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.0963,112,12879,0.07946,0.11668
167,167,2011,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.07257,55,12879,0.04852,0.10582
168,168,2011,3rd Quintile,Rural regions,"Yes, less frequently",0.16657,162,12879,0.13314,0.20553
169,169,2011,4th Quintile,Urban regions,"No, never",0.61878,1124,12879,0.57833,0.65958
170,170,2011,4th Quintile,Urban regions,"Yes, every week",0.06094,113,12879,0.04772,0.0755
171,171,2011,4th Quintile,Urban regions,"Yes, every 2 weeks",0.09906,167,12879,0.08154,0.12386
172,172,2011,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.05028,96,12879,0.03841,0.06054
173,173,2011,4th Quintile,Urban regions,"Yes, less frequently",0.17094,303,12879,0.14753,0.19468
174,174,2011,4th Quintile,Rural regions,"No, never",0.56177,527,12879,0.50236,0.62651
175,175,2011,4th Quintile,Rural regions,"Yes, every week",0.06589,59,12879,0.04622,0.08825
176,176,2011,4th Quintile,Rural regions,"Yes, every 2 weeks",0.1049,99,12879,0.08214,0.12385
177,177,2011,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05557,58,12879,0.04224,0.07125
178,178,2011,4th Quintile,Rural regions,"Yes, less frequently",0.21187,167,12879,0.17314,0.25383
179,179,2011,5th Quintile,Urban regions,"No, never",0.54491,1324,12879,0.51,0.58535
180,180,2011,5th Quintile,Urban regions,"Yes, every week",0.09732,226,12879,0.08336,0.11358
181,181,2011,5th Quintile,Urban regions,"Yes, every 2 weeks",0.06727,176,12879,0.05671,0.07817
182,182,2011,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.06794,172,12879,0.05694,0.08055
183,183,2011,5th Quintile,Urban regions,"Yes, less frequently",0.22255,526,12879,0.19951,0.24765
184,184,2011,5th Quintile,Rural regions,"No, never",0.51419,464,12879,0.45387,0.58053
185,185,2011,5th Quintile,Rural regions,"Yes, every week",0.08155,76,12879,0.05911,0.1151
186,186,2011,5th Quintile,Rural regions,"Yes, every 2 weeks",0.08233,71,12879,0.06202,0.10431
187,187,2011,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05999,73,12879,0.04553,0.07643
188,188,2011,5th Quintile,Rural regions,"Yes, less frequently",0.26193,207,12879,0.22498,0.30181
189,189,2013,1st Quintile,Urban regions,"No, never",0.59665,898,15281,0.53528,0.65511
190,190,2013,1st Quintile,Urban regions,"Yes, every week",0.0725,87,15281,0.05706,0.09116
191,191,2013,1st Quintile,Urban regions,"Yes, every 2 weeks",0.12397,155,15281,0.09992,0.15171
192,192,2013,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.06668,55,15281,0.04122,0.0907
193,193,2013,1st Quintile,Urban regions,"Yes, less frequently",0.1402,159,15281,0.10955,0.17856
194,194,2013,1st Quintile,Rural regions,"No, never",0.61216,578,15281,0.54864,0.67476
195,195,2013,1st Quintile,Rural regions,"Yes, every week",0.07792,70,15281,0.05629,0.0994
196,196,2013,1st Quintile,Rural regions,"Yes, every 2 weeks",0.12406,117,15281,0.08962,0.17002
197,197,2013,1st Quintile,Rural regions,"Yes, every 3-4 weeks",0.04374,44,15281,0.03,0.06312
198,198,2013,1st Quintile,Rural regions,"Yes, less frequently",0.14212,108,15281,0.10513,0.17977
199,199,2013,2nd Quintile,Urban regions,"No, never",0.65623,1114,15281,0.60996,0.70643
200,200,2013,2nd Quintile,Urban regions,"Yes, every week",0.04948,96,15281,0.03479,0.0654
201,201,2013,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.08977,175,15281,0.07236,0.1099
202,202,2013,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.06145,90,15281,0.04343,0.07782
203,203,2013,2nd Quintile,Urban regions,"Yes, less frequently",0.14307,235,15281,0.11971,0.16982
204,204,2013,2nd Quintile,Rural regions,"No, never",0.61573,758,15281,0.5608,0.67612
205,205,2013,2nd Quintile,Rural regions,"Yes, every week",0.05142,65,15281,0.03078,0.07837
206,206,2013,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.13586,141,15281,0.10696,0.16874
207,207,2013,2nd Quintile,Rural regions,"Yes, every 3-4 weeks",0.05091,60,15281,0.03881,0.06464
208,208,2013,2nd Quintile,Rural regions,"Yes, less frequently",0.14607,181,15281,0.12022,0.17254
209,209,2013,3rd Quintile,Urban regions,"No, never",0.6591,1156,15281,0.61699,0.71091
210,210,2013,3rd Quintile,Urban regions,"Yes, every week",0.04848,100,15281,0.03595,0.06212
211,211,2013,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.10153,183,15281,0.08329,0.11722
212,212,2013,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.03945,90,15281,0.02975,0.05152
213,213,2013,3rd Quintile,Urban regions,"Yes, less frequently",0.15144,291,15281,0.13005,0.17496
214,214,2013,3rd Quintile,Rural regions,"No, never",0.62876,694,15281,0.57829,0.68738
215,215,2013,3rd Quintile,Rural regions,"Yes, every week",0.04346,58,15281,0.03092,0.06029
216,216,2013,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.1225,143,15281,0.10403,0.14466
217,217,2013,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.05174,71,15281,0.03691,0.07071
218,218,2013,3rd Quintile,Rural regions,"Yes, less frequently",0.15353,190,15281,0.1314,0.17369
219,219,2013,4th Quintile,Urban regions,"No, never",0.59543,1280,15281,0.56787,0.63091
220,220,2013,4th Quintile,Urban regions,"Yes, every week",0.04647,115,15281,0.03677,0.05714
221,221,2013,4th Quintile,Urban regions,"Yes, every 2 weeks",0.08802,176,15281,0.07552,0.10091
222,222,2013,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.05342,98,15281,0.04157,0.06518
223,223,2013,4th Quintile,Urban regions,"Yes, less frequently",0.21665,395,15281,0.19377,0.23866
224,224,2013,4th Quintile,Rural regions,"No, never",0.57096,711,15281,0.53451,0.62078
225,225,2013,4th Quintile,Rural regions,"Yes, every week",0.0429,73,15281,0.03118,0.05387
226,226,2013,4th Quintile,Rural regions,"Yes, every 2 weeks",0.11734,132,15281,0.09924,0.14058
227,227,2013,4th Quintile,Rural regions,"Yes, every 3-4 weeks",0.06519,85,15281,0.04806,0.08601
228,228,2013,4th Quintile,Rural regions,"Yes, less frequently",0.20361,229,15281,0.17948,0.23238
229,229,2013,5th Quintile,Urban regions,"No, never",0.54614,1568,15281,0.52056,0.57471
230,230,2013,5th Quintile,Urban regions,"Yes, every week",0.08972,261,15281,0.0786,0.10159
231,231,2013,5th Quintile,Urban regions,"Yes, every 2 weeks",0.06543,187,15281,0.05699,0.0759
232,232,2013,5th Quintile,Urban regions,"Yes, every 3-4 weeks",0.05613,147,15281,0.04556,0.06703
233,233,2013,5th Quintile,Urban regions,"Yes, less frequently",0.24259,646,15281,0.22186,0.26509
234,234,2013,5th Quintile,Rural regions,"No, never",0.53514,544,15281,0.4876,0.58534
235,235,2013,5th Quintile,Rural regions,"Yes, every week",0.07325,77,15281,0.05844,0.09143
236,236,2013,5th Quintile,Rural regions,"Yes, every 2 weeks",0.08056,86,15281,0.06356,0.10517
237,237,2013,5th Quintile,Rural regions,"Yes, every 3-4 weeks",0.05428,59,15281,0.03953,0.07464
238,238,2013,5th Quintile,Rural regions,"Yes, less frequently",0.25677,250,15281,0.21976,0.29519
239,239,2015,1st Quintile,Urban regions,"No, never",0.64866,914,15069,0.59324,0.70005
240,240,2015,1st Quintile,Urban regions,"Yes, every week",0.06987,96,15069,0.05192,0.08945
241,241,2015,1st Quintile,Urban regions,"Yes, every 2 weeks",0.1279,158,15069,0.10314,0.15434
242,242,2015,1st Quintile,Urban regions,"Yes, every 3-4 weeks",0.0345,50,15069,0.02454,0.04734
243,243,2015,1st Quintile,Urban regions,"Yes, less frequently",0.11907,159,15069,0.09501,0.14316
244,244,2015,1st Quintile,Rural regions,"No, never",0.56542,495,15069,0.48405,0.6457
245,245,2015,1st Quintile,Rural regions,"Yes, every week",0.07798,70,15069,0.05958,0.09661
246,246,2015,1st Quintile,Rural regions,"Yes, every 2 weeks",0.17574,122,15069,0.13648,0.22078
247,247,2015,1st Quintile,Rural regions,"Yes, every 3-4 weeks",0.05514,35,15069,0.03054,0.0833
248,248,2015,1st Quintile,Rural regions,"Yes, less frequently",0.12572,94,15069,0.09783,0.15157
249,249,2015,2nd Quintile,Urban regions,"No, never",0.6118,1130,15069,0.56527,0.65308
250,250,2015,2nd Quintile,Urban regions,"Yes, every week",0.05989,116,15069,0.04793,0.07296
251,251,2015,2nd Quintile,Urban regions,"Yes, every 2 weeks",0.1197,204,15069,0.09902,0.14198
252,252,2015,2nd Quintile,Urban regions,"Yes, every 3-4 weeks",0.0398,77,15069,0.03101,0.04922
253,253,2015,2nd Quintile,Urban regions,"Yes, less frequently",0.16881,263,15069,0.1392,0.20208
254,254,2015,2nd Quintile,Rural regions,"No, never",0.67403,739,15069,0.60141,0.74183
255,255,2015,2nd Quintile,Rural regions,"Yes, every week",0.04398,53,15069,0.02817,0.06032
256,256,2015,2nd Quintile,Rural regions,"Yes, every 2 weeks",0.10248,133,15069,0.08468,0.12171
257,257,2015,2nd Quintile,Rural regions,"Yes, every 3-4 weeks",0.04463,57,15069,0.02867,0.06514
258,258,2015,2nd Quintile,Rural regions,"Yes, less frequently",0.13489,168,15069,0.11383,0.16071
259,259,2015,3rd Quintile,Urban regions,"No, never",0.62799,1235,15069,0.58271,0.67615
260,260,2015,3rd Quintile,Urban regions,"Yes, every week",0.05212,93,15069,0.04094,0.06594
261,261,2015,3rd Quintile,Urban regions,"Yes, every 2 weeks",0.11462,213,15069,0.09614,0.13544
262,262,2015,3rd Quintile,Urban regions,"Yes, every 3-4 weeks",0.06877,110,15069,0.05602,0.0812
263,263,2015,3rd Quintile,Urban regions,"Yes, less frequently",0.13649,277,15069,0.11847,0.15859
264,264,2015,3rd Quintile,Rural regions,"No, never",0.63777,672,15069,0.57276,0.70594
265,265,2015,3rd Quintile,Rural regions,"Yes, every week",0.05898,76,15069,0.04091,0.07475
266,266,2015,3rd Quintile,Rural regions,"Yes, every 2 weeks",0.1106,128,15069,0.09018,0.13568
267,267,2015,3rd Quintile,Rural regions,"Yes, every 3-4 weeks",0.06111,68,15069,0.03648,0.08295
268,268,2015,3rd Quintile,Rural regions,"Yes, less frequently",0.13153,177,15069,0.10885,0.15833
269,269,2015,4th Quintile,Urban regions,"No, never",0.57695,1258,15069,0.5454,0.60785
270,270,2015,4th Quintile,Urban regions,"Yes, every week",0.04892,135,15069,0.04,0.06263
271,271,2015,4th Quintile,Urban regions,"Yes, every 2 weeks",0.1033,200,15069,0.08781,0.11903
272,272,2015,4th Quintile,Urban regions,"Yes, every 3-4 weeks",0.06016,105,15069,0.04659,0.07465
273,273,2015,4th Quintile,Urban regions,"Yes, less frequently",0.21068,379,15069,0.18481,0.24115
