,Unnamed: 0,year,migback,quintil_oecd,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
60,60,2007,No migration background,5th Quintile,"Yes, less frequently",0.23497,795,10657,0.21946,0.25205
61,61,2007,Direct migration background,1st Quintile,"No, never",1.0,130,10657,0.86977,1.14986
62,62,2007,Direct migration background,2nd Quintile,"No, never",1.0,183,10657,0.87798,1.12317
63,63,2007,Direct migration background,3rd Quintile,"No, never",1.0,156,10657,0.89637,1.10689
64,64,2007,Direct migration background,4th Quintile,"No, never",0.77682,135,10657,0.66034,0.90845
65,65,2007,Direct migration background,4th Quintile,"Yes, less frequently",0.22318,35,10657,0.17092,0.26922
66,66,2007,Direct migration background,5th Quintile,"No, never",0.70035,117,10657,0.6087,0.82587
67,67,2007,Direct migration background,5th Quintile,"Yes, less frequently",0.29965,36,10657,0.21454,0.41752
68,68,2007,Indirect migration background,1st Quintile,"No, never",1.0,63,10657,0.78106,1.19376
69,69,2007,Indirect migration background,2nd Quintile,"No, never",1.0,57,10657,0.7736,1.24079
70,70,2007,Indirect migration background,3rd Quintile,"No, never",1.0,79,10657,0.805,1.22133
71,71,2007,Indirect migration background,4th Quintile,"No, never",1.0,74,10657,0.78869,1.19577
72,72,2007,Indirect migration background,5th Quintile,"No, never",1.0,62,10657,0.75768,1.26269
73,73,2009,No migration background,1st Quintile,"No, never",0.63008,479,9403,0.58427,0.6761
74,74,2009,No migration background,1st Quintile,"Yes, every week",0.08679,60,9403,0.06711,0.10646
75,75,2009,No migration background,1st Quintile,"Yes, every 2 weeks",0.10507,75,9403,0.08351,0.14033
76,76,2009,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.05695,36,9403,0.04045,0.07823
77,77,2009,No migration background,1st Quintile,"Yes, less frequently",0.12111,96,9403,0.10145,0.14307
78,78,2009,No migration background,2nd Quintile,"No, never",0.61796,679,9403,0.58121,0.66051
79,79,2009,No migration background,2nd Quintile,"Yes, every week",0.05847,68,9403,0.04611,0.0758
80,80,2009,No migration background,2nd Quintile,"Yes, every 2 weeks",0.0889,114,9403,0.0747,0.1055
81,81,2009,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.05751,56,9403,0.04431,0.07284
82,82,2009,No migration background,2nd Quintile,"Yes, less frequently",0.17716,173,9403,0.15089,0.20443
83,83,2009,No migration background,3rd Quintile,"No, never",0.62648,998,9403,0.58912,0.66288
84,84,2009,No migration background,3rd Quintile,"Yes, every week",0.04828,83,9403,0.03823,0.0588
85,85,2009,No migration background,3rd Quintile,"Yes, every 2 weeks",0.08812,155,9403,0.07551,0.10127
86,86,2009,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.04765,91,9403,0.03667,0.05832
87,87,2009,No migration background,3rd Quintile,"Yes, less frequently",0.18947,305,9403,0.16766,0.21425
88,88,2009,No migration background,4th Quintile,"No, never",0.58065,1245,9403,0.54408,0.61093
89,89,2009,No migration background,4th Quintile,"Yes, every week",0.04956,110,9403,0.04087,0.06074
90,90,2009,No migration background,4th Quintile,"Yes, every 2 weeks",0.0887,168,9403,0.07555,0.10088
91,91,2009,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.05568,113,9403,0.04677,0.0669
92,92,2009,No migration background,4th Quintile,"Yes, less frequently",0.22541,418,9403,0.20214,0.24957
93,93,2009,No migration background,5th Quintile,"No, never",0.51451,1612,9403,0.48776,0.54127
94,94,2009,No migration background,5th Quintile,"Yes, every week",0.10387,279,9403,0.0917,0.11812
95,95,2009,No migration background,5th Quintile,"Yes, every 2 weeks",0.07662,226,9403,0.06684,0.08815
96,96,2009,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.06595,180,9403,0.05574,0.07795
97,97,2009,No migration background,5th Quintile,"Yes, less frequently",0.23905,698,9403,0.2169,0.25774
98,98,2009,Direct migration background,1st Quintile,"No, never",1.0,110,9403,0.86888,1.1249
99,99,2009,Direct migration background,2nd Quintile,"No, never",1.0,133,9403,0.84609,1.18226
100,100,2009,Direct migration background,3rd Quintile,"No, never",1.0,136,9403,0.84171,1.18904
101,101,2009,Direct migration background,4th Quintile,"No, never",0.79443,105,9403,0.61923,0.98358
102,102,2009,Direct migration background,4th Quintile,"Yes, less frequently",0.20557,31,9403,0.14175,0.27528
103,103,2009,Direct migration background,5th Quintile,"No, never",1.0,80,9403,0.76329,1.1933
104,104,2009,Indirect migration background,1st Quintile,"No, never",1.0,53,9403,0.7835,1.25075
105,105,2009,Indirect migration background,2nd Quintile,"No, never",1.0,60,9403,0.77382,1.22472
106,106,2009,Indirect migration background,3rd Quintile,"No, never",1.0,61,9403,0.79865,1.2818
107,107,2009,Indirect migration background,4th Quintile,"No, never",1.0,66,9403,0.74927,1.27695
108,108,2009,Indirect migration background,5th Quintile,"No, never",1.0,51,9403,0.68869,1.35054
109,109,2011,No migration background,1st Quintile,"No, never",0.66619,898,12414,0.60896,0.7376
110,110,2011,No migration background,1st Quintile,"Yes, every week",0.07207,99,12414,0.05752,0.08675
111,111,2011,No migration background,1st Quintile,"Yes, every 2 weeks",0.10122,152,12414,0.08218,0.13286
112,112,2011,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.03969,75,12414,0.0315,0.05064
113,113,2011,No migration background,1st Quintile,"Yes, less frequently",0.12083,161,12414,0.09764,0.1466
114,114,2011,No migration background,2nd Quintile,"No, never",0.61097,1227,12414,0.56729,0.66079
115,115,2011,No migration background,2nd Quintile,"Yes, every week",0.06233,98,12414,0.04652,0.07909
116,116,2011,No migration background,2nd Quintile,"Yes, every 2 weeks",0.10766,207,12414,0.08707,0.12673
117,117,2011,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.05066,114,12414,0.03959,0.06292
118,118,2011,No migration background,2nd Quintile,"Yes, less frequently",0.16839,307,12414,0.13976,0.20367
119,119,2011,No migration background,3rd Quintile,"No, never",0.63504,1322,12414,0.59226,0.67892
120,120,2011,No migration background,3rd Quintile,"Yes, every week",0.04889,127,12414,0.03794,0.05953
121,121,2011,No migration background,3rd Quintile,"Yes, every 2 weeks",0.09574,236,12414,0.0839,0.11307
122,122,2011,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.0557,105,12414,0.04218,0.07133
123,123,2011,No migration background,3rd Quintile,"Yes, less frequently",0.16464,362,12414,0.14514,0.1872
124,124,2011,No migration background,4th Quintile,"No, never",0.58859,1459,12414,0.55281,0.62671
125,125,2011,No migration background,4th Quintile,"Yes, every week",0.06864,159,12414,0.05499,0.08253
126,126,2011,No migration background,4th Quintile,"Yes, every 2 weeks",0.09267,227,12414,0.07955,0.10707
127,127,2011,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.0523,138,12414,0.04317,0.06208
128,128,2011,No migration background,4th Quintile,"Yes, less frequently",0.1978,423,12414,0.17485,0.22359
129,129,2011,No migration background,5th Quintile,"No, never",0.52887,1614,12414,0.49721,0.55932
130,130,2011,No migration background,5th Quintile,"Yes, every week",0.09312,277,12414,0.08008,0.10795
131,131,2011,No migration background,5th Quintile,"Yes, every 2 weeks",0.07312,227,12414,0.06316,0.08292
132,132,2011,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.06358,220,12414,0.05374,0.07286
133,133,2011,No migration background,5th Quintile,"Yes, less frequently",0.2413,676,12414,0.2218,0.26665
134,134,2011,Direct migration background,1st Quintile,"No, never",0.67318,256,12414,0.5455,0.7711
135,135,2011,Direct migration background,1st Quintile,"Yes, every week",0.08617,35,12414,0.05016,0.13048
136,136,2011,Direct migration background,1st Quintile,"Yes, every 2 weeks",0.12293,33,12414,0.0596,0.22045
137,137,2011,Direct migration background,1st Quintile,"Yes, less frequently",0.11772,35,12414,0.06536,0.20727
138,138,2011,Direct migration background,2nd Quintile,"No, never",0.79241,255,12414,0.67471,0.92105
139,139,2011,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.11208,37,12414,0.07345,0.16102
140,140,2011,Direct migration background,2nd Quintile,"Yes, less frequently",0.09551,39,12414,0.06889,0.12599
141,141,2011,Direct migration background,3rd Quintile,"No, never",1.0,144,12414,0.82038,1.20587
142,142,2011,Direct migration background,4th Quintile,"No, never",0.89112,121,12414,0.72035,1.08257
143,143,2011,Direct migration background,4th Quintile,"Yes, less frequently",0.10888,31,12414,0.06521,0.16576
144,144,2011,Direct migration background,5th Quintile,"No, never",0.82693,103,12414,0.65124,1.04405
145,145,2011,Direct migration background,5th Quintile,"Yes, less frequently",0.17307,31,12414,0.12175,0.24416
146,146,2011,Indirect migration background,1st Quintile,"No, never",1.0,74,12414,0.7334,1.41107
147,147,2011,Indirect migration background,2nd Quintile,"No, never",1.0,85,12414,0.74727,1.25507
148,148,2011,Indirect migration background,3rd Quintile,"No, never",1.0,83,12414,0.70274,1.29479
149,149,2011,Indirect migration background,4th Quintile,"No, never",1.0,71,12414,0.70755,1.29737
150,150,2011,Indirect migration background,5th Quintile,"No, never",1.0,71,12414,0.75839,1.32173
151,151,2013,No migration background,1st Quintile,"No, never",0.6081,1090,14823,0.55686,0.65951
152,152,2013,No migration background,1st Quintile,"Yes, every week",0.06977,107,14823,0.0554,0.08472
153,153,2013,No migration background,1st Quintile,"Yes, every 2 weeks",0.13002,211,14823,0.10692,0.15867
154,154,2013,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.05499,76,14823,0.03732,0.07395
155,155,2013,No migration background,1st Quintile,"Yes, less frequently",0.13712,212,14823,0.1098,0.17289
156,156,2013,No migration background,2nd Quintile,"No, never",0.62398,1470,14823,0.58484,0.66291
157,157,2013,No migration background,2nd Quintile,"Yes, every week",0.04839,122,14823,0.03755,0.06089
158,158,2013,No migration background,2nd Quintile,"Yes, every 2 weeks",0.1034,238,14823,0.08468,0.122
159,159,2013,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.06363,122,14823,0.0509,0.07917
160,160,2013,No migration background,2nd Quintile,"Yes, less frequently",0.16059,359,14823,0.13869,0.18524
161,161,2013,No migration background,3rd Quintile,"No, never",0.64205,1571,14823,0.60355,0.67891
162,162,2013,No migration background,3rd Quintile,"Yes, every week",0.0436,132,14823,0.03357,0.05406
163,163,2013,No migration background,3rd Quintile,"Yes, every 2 weeks",0.11409,271,14823,0.09678,0.12883
164,164,2013,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.04118,131,14823,0.03162,0.05172
165,165,2013,No migration background,3rd Quintile,"Yes, less frequently",0.15907,420,14823,0.13832,0.17575
166,166,2013,No migration background,4th Quintile,"No, never",0.58147,1768,14823,0.55715,0.60793
167,167,2013,No migration background,4th Quintile,"Yes, every week",0.04063,161,14823,0.03296,0.04798
168,168,2013,No migration background,4th Quintile,"Yes, every 2 weeks",0.09758,275,14823,0.08312,0.10925
169,169,2013,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.05981,167,14823,0.04961,0.06956
170,170,2013,No migration background,4th Quintile,"Yes, less frequently",0.22051,563,14823,0.20237,0.24356
171,171,2013,No migration background,5th Quintile,"No, never",0.5422,1902,14823,0.51946,0.57036
172,172,2013,No migration background,5th Quintile,"Yes, every week",0.08761,305,14823,0.0776,0.10231
173,173,2013,No migration background,5th Quintile,"Yes, every 2 weeks",0.06386,227,14823,0.05494,0.07342
174,174,2013,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.05504,182,14823,0.04566,0.06667
175,175,2013,No migration background,5th Quintile,"Yes, less frequently",0.25129,824,14823,0.23219,0.26898
176,176,2013,Direct migration background,1st Quintile,"No, never",0.6215,293,14823,0.48631,0.75229
177,177,2013,Direct migration background,1st Quintile,"Yes, every week",0.09241,35,14823,0.0611,0.13318
178,178,2013,Direct migration background,1st Quintile,"Yes, every 2 weeks",0.10734,41,14823,0.06402,0.18507
179,179,2013,Direct migration background,1st Quintile,"Yes, less frequently",0.17875,44,14823,0.08742,0.28679
180,180,2013,Direct migration background,2nd Quintile,"No, never",0.77678,290,14823,0.6586,0.91749
181,181,2013,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.15304,62,14823,0.10182,0.20912
182,182,2013,Direct migration background,2nd Quintile,"Yes, less frequently",0.07018,41,14823,0.04288,0.0995
183,183,2013,Direct migration background,3rd Quintile,"No, never",0.79232,176,14823,0.62899,0.99185
184,184,2013,Direct migration background,3rd Quintile,"Yes, every 2 weeks",0.10469,43,14823,0.06755,0.16201
185,185,2013,Direct migration background,3rd Quintile,"Yes, less frequently",0.10299,39,14823,0.07633,0.13153
186,186,2013,Direct migration background,4th Quintile,"No, never",0.81123,140,14823,0.66427,0.98088
187,187,2013,Direct migration background,4th Quintile,"Yes, less frequently",0.18877,40,14823,0.12714,0.25526
188,188,2013,Direct migration background,5th Quintile,"No, never",0.76278,133,14823,0.58263,0.97793
189,189,2013,Direct migration background,5th Quintile,"Yes, less frequently",0.23722,41,14823,0.14375,0.34372
190,190,2013,Indirect migration background,1st Quintile,"No, never",1.0,93,14823,0.71407,1.30822
191,191,2013,Indirect migration background,2nd Quintile,"No, never",1.0,112,14823,0.70142,1.24967
192,192,2013,Indirect migration background,3rd Quintile,"No, never",1.0,103,14823,0.7359,1.2393
193,193,2013,Indirect migration background,4th Quintile,"No, never",1.0,83,14823,0.77225,1.31449
194,194,2013,Indirect migration background,5th Quintile,"No, never",0.69873,77,14823,0.56707,0.85739
195,195,2013,Indirect migration background,5th Quintile,"Yes, less frequently",0.30127,31,14823,0.19389,0.42463
196,196,2015,No migration background,1st Quintile,"No, never",0.61366,814,14672,0.55712,0.67061
197,197,2015,No migration background,1st Quintile,"Yes, every week",0.06286,90,14672,0.04704,0.07929
198,198,2015,No migration background,1st Quintile,"Yes, every 2 weeks",0.14628,184,14672,0.11698,0.1732
199,199,2015,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.03694,48,14672,0.02255,0.04781
200,200,2015,No migration background,1st Quintile,"Yes, less frequently",0.14027,174,14672,0.11347,0.16778
201,201,2015,No migration background,2nd Quintile,"No, never",0.63401,1205,14672,0.58689,0.69591
202,202,2015,No migration background,2nd Quintile,"Yes, every week",0.03974,90,14672,0.03213,0.04908
203,203,2015,No migration background,2nd Quintile,"Yes, every 2 weeks",0.1172,220,14672,0.09931,0.13911
204,204,2015,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.04695,97,14672,0.03552,0.05947
205,205,2015,No migration background,2nd Quintile,"Yes, less frequently",0.16209,313,14672,0.14209,0.18567
206,206,2015,No migration background,3rd Quintile,"No, never",0.63499,1392,14672,0.58695,0.67522
207,207,2015,No migration background,3rd Quintile,"Yes, every week",0.05685,129,14672,0.04653,0.07196
208,208,2015,No migration background,3rd Quintile,"Yes, every 2 weeks",0.10046,233,14672,0.08602,0.1155
209,209,2015,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.05976,119,14672,0.04415,0.07526
210,210,2015,No migration background,3rd Quintile,"Yes, less frequently",0.14793,370,14672,0.13174,0.16667
211,211,2015,No migration background,4th Quintile,"No, never",0.60473,1646,14672,0.57631,0.63322
212,212,2015,No migration background,4th Quintile,"Yes, every week",0.04579,153,14672,0.03784,0.05594
213,213,2015,No migration background,4th Quintile,"Yes, every 2 weeks",0.09004,244,14672,0.07779,0.10515
214,214,2015,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.06059,152,14672,0.04871,0.07276
215,215,2015,No migration background,4th Quintile,"Yes, less frequently",0.19884,500,14672,0.18096,0.21813
216,216,2015,No migration background,5th Quintile,"No, never",0.52452,1696,14672,0.50349,0.55731
217,217,2015,No migration background,5th Quintile,"Yes, every week",0.08546,271,14672,0.07379,0.09796
218,218,2015,No migration background,5th Quintile,"Yes, every 2 weeks",0.06983,199,14672,0.05893,0.08372
219,219,2015,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.06353,190,14672,0.05319,0.07635
220,220,2015,No migration background,5th Quintile,"Yes, less frequently",0.25666,723,14672,0.23125,0.28053
221,221,2015,Direct migration background,1st Quintile,"No, never",0.61937,454,14672,0.54385,0.69503
222,222,2015,Direct migration background,1st Quintile,"Yes, every week",0.09099,53,14672,0.06501,0.132
223,223,2015,Direct migration background,1st Quintile,"Yes, every 2 weeks",0.12453,65,14672,0.07861,0.1714
224,224,2015,Direct migration background,1st Quintile,"Yes, every 3-4 weeks",0.06596,32,14672,0.03837,0.09953
225,225,2015,Direct migration background,1st Quintile,"Yes, less frequently",0.09914,67,14672,0.07451,0.1268
226,226,2015,Direct migration background,2nd Quintile,"No, never",0.67195,521,14672,0.59877,0.75297
227,227,2015,Direct migration background,2nd Quintile,"Yes, every week",0.09439,66,14672,0.0646,0.1299
228,228,2015,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.09787,91,14672,0.07687,0.12815
229,229,2015,Direct migration background,2nd Quintile,"Yes, less frequently",0.13579,82,14672,0.10153,0.1801
230,230,2015,Direct migration background,3rd Quintile,"No, never",0.59745,363,14672,0.50708,0.69308
231,231,2015,Direct migration background,3rd Quintile,"Yes, every week",0.05202,36,14672,0.03628,0.07107
232,232,2015,Direct migration background,3rd Quintile,"Yes, every 2 weeks",0.16295,83,14672,0.12253,0.20772
233,233,2015,Direct migration background,3rd Quintile,"Yes, every 3-4 weeks",0.09944,48,14672,0.07106,0.13447
234,234,2015,Direct migration background,3rd Quintile,"Yes, less frequently",0.08814,63,14672,0.06308,0.1311
235,235,2015,Direct migration background,4th Quintile,"No, never",0.67137,244,14672,0.58648,0.76589
236,236,2015,Direct migration background,4th Quintile,"Yes, every 2 weeks",0.14466,41,14672,0.09118,0.20549
237,237,2015,Direct migration background,4th Quintile,"Yes, less frequently",0.18398,51,14672,0.09677,0.29037
238,238,2015,Direct migration background,5th Quintile,"No, never",0.75406,207,14672,0.63835,0.89021
239,239,2015,Direct migration background,5th Quintile,"Yes, less frequently",0.24594,71,14672,0.17616,0.33479
240,240,2015,Indirect migration background,1st Quintile,"No, never",0.79449,141,14672,0.65772,0.93387
241,241,2015,Indirect migration background,1st Quintile,"Yes, every 2 weeks",0.20551,31,14672,0.13972,0.27748
242,242,2015,Indirect migration background,2nd Quintile,"No, never",0.77869,143,14672,0.66933,0.93485
243,243,2015,Indirect migration background,2nd Quintile,"Yes, less frequently",0.22131,36,14672,0.134,0.33685
244,244,2015,Indirect migration background,3rd Quintile,"No, never",1.0,152,14672,0.82032,1.21303
245,245,2015,Indirect migration background,4th Quintile,"No, never",0.72491,112,14672,0.583,0.88533
246,246,2015,Indirect migration background,4th Quintile,"Yes, less frequently",0.27509,32,14672,0.1739,0.39902
247,247,2015,Indirect migration background,5th Quintile,"No, never",0.68751,96,14672,0.50148,0.86866
248,248,2015,Indirect migration background,5th Quintile,"Yes, less frequently",0.31249,39,14672,0.21649,0.40161
249,249,2017,No migration background,1st Quintile,"No, never",0.67497,746,13355,0.599,0.73291
250,250,2017,No migration background,1st Quintile,"Yes, every week",0.08111,102,13355,0.0642,0.10167
251,251,2017,No migration background,1st Quintile,"Yes, every 2 weeks",0.08101,112,13355,0.06512,0.0996
252,252,2017,No migration background,1st Quintile,"Yes, every 3-4 weeks",0.04108,70,13355,0.03025,0.05699
253,253,2017,No migration background,1st Quintile,"Yes, less frequently",0.12183,120,13355,0.08947,0.16216
254,254,2017,No migration background,2nd Quintile,"No, never",0.62733,1146,13355,0.58494,0.67656
255,255,2017,No migration background,2nd Quintile,"Yes, every week",0.049,108,13355,0.03841,0.06147
256,256,2017,No migration background,2nd Quintile,"Yes, every 2 weeks",0.13043,208,13355,0.11278,0.15096
257,257,2017,No migration background,2nd Quintile,"Yes, every 3-4 weeks",0.05707,133,13355,0.04732,0.06954
258,258,2017,No migration background,2nd Quintile,"Yes, less frequently",0.13617,194,13355,0.10997,0.15955
259,259,2017,No migration background,3rd Quintile,"No, never",0.6589,1345,13355,0.61625,0.7013
260,260,2017,No migration background,3rd Quintile,"Yes, every week",0.0598,120,13355,0.04658,0.0735
261,261,2017,No migration background,3rd Quintile,"Yes, every 2 weeks",0.09135,196,13355,0.07668,0.10628
262,262,2017,No migration background,3rd Quintile,"Yes, every 3-4 weeks",0.05006,133,13355,0.0405,0.06029
263,263,2017,No migration background,3rd Quintile,"Yes, less frequently",0.13989,256,13355,0.12173,0.1586
264,264,2017,No migration background,4th Quintile,"No, never",0.64183,1500,13355,0.60271,0.68017
265,265,2017,No migration background,4th Quintile,"Yes, every week",0.04799,150,13355,0.03868,0.05773
266,266,2017,No migration background,4th Quintile,"Yes, every 2 weeks",0.09037,223,13355,0.07785,0.10503
267,267,2017,No migration background,4th Quintile,"Yes, every 3-4 weeks",0.05903,159,13355,0.04663,0.07216
268,268,2017,No migration background,4th Quintile,"Yes, less frequently",0.16077,361,13355,0.14242,0.1816
269,269,2017,No migration background,5th Quintile,"No, never",0.55074,1529,13355,0.52074,0.58217
270,270,2017,No migration background,5th Quintile,"Yes, every week",0.08327,238,13355,0.07018,0.0958
271,271,2017,No migration background,5th Quintile,"Yes, every 2 weeks",0.07628,199,13355,0.06577,0.08854
272,272,2017,No migration background,5th Quintile,"Yes, every 3-4 weeks",0.07527,201,13355,0.06398,0.08984
273,273,2017,No migration background,5th Quintile,"Yes, less frequently",0.21444,559,13355,0.19516,0.2357
274,274,2017,Direct migration background,1st Quintile,"No, never",0.74795,516,13355,0.6446,0.85609
275,275,2017,Direct migration background,1st Quintile,"Yes, every week",0.07751,51,13355,0.05452,0.10424
276,276,2017,Direct migration background,1st Quintile,"Yes, every 2 weeks",0.08734,72,13355,0.06202,0.12035
277,277,2017,Direct migration background,1st Quintile,"Yes, less frequently",0.0872,54,13355,0.06304,0.1135
278,278,2017,Direct migration background,2nd Quintile,"No, never",0.66573,577,13355,0.59958,0.7467
279,279,2017,Direct migration background,2nd Quintile,"Yes, every week",0.09178,50,13355,0.06449,0.12324
280,280,2017,Direct migration background,2nd Quintile,"Yes, every 2 weeks",0.11144,95,13355,0.07869,0.13778
