year,migback,sampreg,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Direct migration background,West,"Yes, less frequently",0.06292,287,2841,0.05399,0.07185
2017,Direct migration background,East,"No, never",0.29168,140,173,0.22375,0.35961
2017,Direct migration background,East,"Yes, every 2 weeks",0.07273,33,173,0.03392,0.11155
2017,Indirect migration background,West,"No, never",0.22739,658,1014,0.20158,0.25320
2017,Indirect migration background,West,"Yes, every week",0.02690,80,1014,0.01693,0.03686
2017,Indirect migration background,West,"Yes, every 2 weeks",0.03756,108,1014,0.02585,0.04927
2017,Indirect migration background,West,"Yes, every 3-4 weeks",0.02037,56,1014,0.01167,0.02907
2017,Indirect migration background,West,"Yes, less frequently",0.03375,112,1014,0.02263,0.04487
2017,Indirect migration background,East,"No, never",0.18221,32,32,0.04632,0.31810
2019,No migration background,West,"No, never",0.31727,5848,9746,0.30803,0.32651
2019,No migration background,West,"Yes, every week",0.03226,730,9746,0.02875,0.03576
2019,No migration background,West,"Yes, every 2 weeks",0.04363,847,9746,0.03957,0.04768
2019,No migration background,West,"Yes, every 3-4 weeks",0.02972,648,9746,0.02635,0.03309
2019,No migration background,West,"Yes, less frequently",0.08495,1673,9746,0.07941,0.09048
2019,No migration background,East,"No, never",0.29363,1870,3087,0.27756,0.30970
2019,No migration background,East,"Yes, every week",0.02938,201,3087,0.02342,0.03534
2019,No migration background,East,"Yes, every 2 weeks",0.05339,333,3087,0.04546,0.06133
2019,No migration background,East,"Yes, every 3-4 weeks",0.02742,190,3087,0.02166,0.03319
2019,No migration background,East,"Yes, less frequently",0.07753,493,3087,0.06809,0.08696
2019,Direct migration background,West,"No, never",0.36684,1628,2470,0.34783,0.38585
2019,Direct migration background,West,"Yes, every week",0.04235,165,2470,0.03440,0.05029
2019,Direct migration background,West,"Yes, every 2 weeks",0.06070,267,2470,0.05128,0.07012
2019,Direct migration background,West,"Yes, every 3-4 weeks",0.02702,117,2470,0.02063,0.03342
2019,Direct migration background,West,"Yes, less frequently",0.06317,293,2470,0.05357,0.07276
2019,Direct migration background,East,"No, never",0.31810,129,160,0.24571,0.39050
2019,Direct migration background,East,"Yes, every 2 weeks",0.06501,31,160,0.02669,0.10333
2019,Indirect migration background,West,"No, never",0.23221,638,1022,0.20631,0.25811
2019,Indirect migration background,West,"Yes, every week",0.02430,76,1022,0.01485,0.03374
2019,Indirect migration background,West,"Yes, every 2 weeks",0.04701,128,1022,0.03402,0.05999
2019,Indirect migration background,West,"Yes, every 3-4 weeks",0.01594,53,1022,0.00826,0.02363
2019,Indirect migration background,West,"Yes, less frequently",0.04350,127,1022,0.03099,0.05601
2019,Indirect migration background,East,"No, never",0.20847,48,48,0.09233,0.32460
2021,No migration background,West,"No, never",0.25937,3254,5442,0.24773,0.27102
2021,No migration background,West,"Yes, every week",0.02495,425,5442,0.02081,0.02909
2021,No migration background,West,"Yes, every 2 weeks",0.03598,508,5442,0.03103,0.04092
2021,No migration background,West,"Yes, every 3-4 weeks",0.02371,327,5442,0.01967,0.02775
2021,No migration background,West,"Yes, less frequently",0.06440,928,5442,0.05788,0.07092
2021,No migration background,East,"No, never",0.25454,1034,1659,0.23357,0.27551
2021,No migration background,East,"Yes, every week",0.02232,101,1659,0.01521,0.02943
2021,No migration background,East,"Yes, every 2 weeks",0.04580,167,1659,0.03574,0.05586
2021,No migration background,East,"Yes, every 3-4 weeks",0.02398,102,1659,0.01662,0.03135
2021,No migration background,East,"Yes, less frequently",0.05172,255,1659,0.04106,0.06238
2021,Direct migration background,West,"No, never",0.33871,1680,2564,0.32039,0.35703
2021,Direct migration background,West,"Yes, every week",0.03984,189,2564,0.03226,0.04741
2021,Direct migration background,West,"Yes, every 2 weeks",0.05573,309,2564,0.04684,0.06461
2021,Direct migration background,West,"Yes, every 3-4 weeks",0.02985,110,2564,0.02326,0.03643
2021,Direct migration background,West,"Yes, less frequently",0.06579,276,2564,0.05620,0.07539
2021,Direct migration background,East,"No, never",0.31867,185,254,0.26125,0.37609
2021,Direct migration background,East,"Yes, every 2 weeks",0.06281,35,254,0.03292,0.09271
2021,Direct migration background,East,"Yes, less frequently",0.11198,34,254,0.07312,0.15083
2021,Indirect migration background,West,"No, never",0.18290,362,520,0.14964,0.21616
2021,Indirect migration background,West,"Yes, every week",0.01779,36,520,0.00642,0.02916
2021,Indirect migration background,West,"Yes, every 2 weeks",0.03763,59,520,0.02126,0.05400
2021,Indirect migration background,West,"Yes, less frequently",0.04423,63,520,0.02654,0.06192
