year,migback,sex,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,male,"Yes, less frequently",0.24248,1066,4411,0.22983,0.25513
2009,No migration background,female,"No, never",0.63584,2623,4105,0.62112,0.65056
2009,No migration background,female,"Yes, every week",0.06424,277,4105,0.05674,0.07174
2009,No migration background,female,"Yes, every 2 weeks",0.08606,377,4105,0.07748,0.09464
2009,No migration background,female,"Yes, every 3-4 weeks",0.05464,204,4105,0.04769,0.06160
2009,No migration background,female,"Yes, less frequently",0.15922,624,4105,0.14803,0.17042
2009,Direct migration background,male,"No, never",0.61653,274,405,0.56911,0.66394
2009,Direct migration background,male,"Yes, every week",0.08777,38,405,0.06018,0.11536
2009,Direct migration background,male,"Yes, every 3-4 weeks",0.09087,32,405,0.06284,0.11889
2009,Direct migration background,male,"Yes, less frequently",0.14247,61,405,0.10839,0.17656
2009,Direct migration background,female,"No, never",0.69026,290,388,0.64419,0.73633
2009,Direct migration background,female,"Yes, every 2 weeks",0.10504,46,388,0.07449,0.13559
2009,Direct migration background,female,"Yes, less frequently",0.10908,52,388,0.07803,0.14014
2009,Indirect migration background,male,"No, never",0.64296,152,187,0.57410,0.71182
2009,Indirect migration background,male,"Yes, less frequently",0.14936,35,187,0.09813,0.20058
2009,Indirect migration background,female,"No, never",0.64504,140,140,0.56549,0.72459
2011,No migration background,male,"No, never",0.55123,3808,6873,0.53947,0.56299
2011,No migration background,male,"Yes, every week",0.07321,514,6873,0.06705,0.07937
2011,No migration background,male,"Yes, every 2 weeks",0.08322,596,6873,0.07669,0.08975
2011,No migration background,male,"Yes, every 3-4 weeks",0.05621,455,6873,0.05077,0.06166
2011,No migration background,male,"Yes, less frequently",0.23613,1500,6873,0.22609,0.24617
2011,No migration background,female,"No, never",0.64566,4458,6991,0.63445,0.65688
2011,No migration background,female,"Yes, every week",0.07038,481,6991,0.06438,0.07637
2011,No migration background,female,"Yes, every 2 weeks",0.10483,750,6991,0.09765,0.11202
2011,No migration background,female,"Yes, every 3-4 weeks",0.04837,355,6991,0.04334,0.05340
2011,No migration background,female,"Yes, less frequently",0.13076,947,6991,0.12286,0.13866
2011,Direct migration background,male,"No, never",0.64273,601,970,0.61255,0.67290
2011,Direct migration background,male,"Yes, every week",0.06571,75,970,0.05011,0.08131
2011,Direct migration background,male,"Yes, every 2 weeks",0.09747,85,970,0.07879,0.11614
2011,Direct migration background,male,"Yes, every 3-4 weeks",0.06374,66,970,0.04836,0.07912
2011,Direct migration background,male,"Yes, less frequently",0.13036,143,970,0.10916,0.15156
2011,Direct migration background,female,"No, never",0.71385,587,818,0.68286,0.74484
2011,Direct migration background,female,"Yes, every week",0.07970,63,818,0.06113,0.09828
2011,Direct migration background,female,"Yes, every 2 weeks",0.09616,92,818,0.07594,0.11638
2011,Direct migration background,female,"Yes, less frequently",0.08165,76,818,0.06288,0.10043
2011,Indirect migration background,male,"No, never",0.57076,224,367,0.52005,0.62147
2011,Indirect migration background,male,"Yes, every 2 weeks",0.13108,47,367,0.09651,0.16566
2011,Indirect migration background,male,"Yes, every 3-4 weeks",0.09790,32,367,0.06745,0.12835
2011,Indirect migration background,male,"Yes, less frequently",0.12142,64,367,0.08796,0.15488
2011,Indirect migration background,female,"No, never",0.64179,231,320,0.58917,0.69440
2011,Indirect migration background,female,"Yes, every 2 weeks",0.12616,36,320,0.08972,0.16259
2011,Indirect migration background,female,"Yes, less frequently",0.13489,53,320,0.09740,0.17238
2013,No migration background,male,"No, never",0.54721,3464,6192,0.53482,0.55961
2013,No migration background,male,"Yes, every week",0.05389,400,6192,0.04827,0.05952
2013,No migration background,male,"Yes, every 2 weeks",0.09134,526,6192,0.08417,0.09852
2013,No migration background,male,"Yes, every 3-4 weeks",0.05841,365,6192,0.05256,0.06425
2013,No migration background,male,"Yes, less frequently",0.24915,1437,6192,0.23837,0.25992
2013,No migration background,female,"No, never",0.63827,4323,6691,0.62676,0.64978
2013,No migration background,female,"Yes, every week",0.06528,424,6691,0.05936,0.07120
2013,No migration background,female,"Yes, every 2 weeks",0.10045,695,6691,0.09325,0.10765
2013,No migration background,female,"Yes, every 3-4 weeks",0.05114,313,6691,0.04586,0.05642
2013,No migration background,female,"Yes, less frequently",0.14486,936,6691,0.13642,0.15329
2013,Direct migration background,male,"No, never",0.66603,515,838,0.63408,0.69798
2013,Direct migration background,male,"Yes, every week",0.07358,63,838,0.05589,0.09127
2013,Direct migration background,male,"Yes, every 2 weeks",0.07733,87,838,0.05923,0.09543
2013,Direct migration background,male,"Yes, every 3-4 weeks",0.05926,51,838,0.04326,0.07525
2013,Direct migration background,male,"Yes, less frequently",0.12380,122,838,0.10149,0.14611
2013,Direct migration background,female,"No, never",0.61319,539,831,0.58006,0.64633
2013,Direct migration background,female,"Yes, every week",0.08474,56,831,0.06579,0.10369
2013,Direct migration background,female,"Yes, every 2 weeks",0.13682,106,831,0.11344,0.16020
2013,Direct migration background,female,"Yes, every 3-4 weeks",0.04086,38,831,0.02740,0.05433
2013,Direct migration background,female,"Yes, less frequently",0.12438,92,831,0.10193,0.14683
2013,Indirect migration background,male,"No, never",0.63299,233,358,0.58299,0.68299
2013,Indirect migration background,male,"Yes, every week",0.08207,33,358,0.05360,0.11054
2013,Indirect migration background,male,"Yes, every 2 weeks",0.09574,40,358,0.06522,0.12626
2013,Indirect migration background,male,"Yes, less frequently",0.12953,52,358,0.09470,0.16436
2013,Indirect migration background,female,"No, never",0.66556,227,313,0.61321,0.71791
2013,Indirect migration background,female,"Yes, every 2 weeks",0.09825,41,313,0.06522,0.13128
2013,Indirect migration background,female,"Yes, less frequently",0.14234,45,313,0.10357,0.18111
2015,No migration background,male,"No, never",0.56290,3053,5407,0.54967,0.57612
2015,No migration background,male,"Yes, every week",0.05775,337,5407,0.05153,0.06396
2015,No migration background,male,"Yes, every 2 weeks",0.08423,459,5407,0.07683,0.09164
2015,No migration background,male,"Yes, every 3-4 weeks",0.06416,335,5407,0.05762,0.07069
2015,No migration background,male,"Yes, less frequently",0.23097,1223,5407,0.21974,0.24221
2015,No migration background,female,"No, never",0.62660,3686,5821,0.61417,0.63903
2015,No migration background,female,"Yes, every week",0.06381,394,5821,0.05753,0.07008
2015,No migration background,female,"Yes, every 2 weeks",0.10945,619,5821,0.10143,0.11748
2015,No migration background,female,"Yes, every 3-4 weeks",0.04862,270,5821,0.04309,0.05415
2015,No migration background,female,"Yes, less frequently",0.15152,852,5821,0.14231,0.16073
2015,Direct migration background,male,"No, never",0.59586,894,1442,0.57052,0.62119
2015,Direct migration background,male,"Yes, every week",0.08458,121,1442,0.07022,0.09895
2015,Direct migration background,male,"Yes, every 2 weeks",0.09373,135,1442,0.07868,0.10878
2015,Direct migration background,male,"Yes, every 3-4 weeks",0.08179,99,1442,0.06764,0.09594
2015,Direct migration background,male,"Yes, less frequently",0.14404,193,1442,0.12591,0.16217
2015,Direct migration background,female,"No, never",0.61382,920,1396,0.58827,0.63937
2015,Direct migration background,female,"Yes, every week",0.08054,92,1396,0.06626,0.09482
2015,Direct migration background,female,"Yes, every 2 weeks",0.14067,178,1396,0.12242,0.15891
2015,Direct migration background,female,"Yes, every 3-4 weeks",0.04991,57,1396,0.03848,0.06134
2015,Direct migration background,female,"Yes, less frequently",0.11506,149,1396,0.09832,0.13181
2015,Indirect migration background,male,"No, never",0.58106,314,498,0.53768,0.62444
2015,Indirect migration background,male,"Yes, every week",0.09746,47,498,0.07138,0.12353
2015,Indirect migration background,male,"Yes, every 2 weeks",0.10888,54,498,0.08150,0.13627
2015,Indirect migration background,male,"Yes, less frequently",0.17432,83,498,0.14096,0.20767
2015,Indirect migration background,female,"No, never",0.63942,319,435,0.59424,0.68459
2015,Indirect migration background,female,"Yes, every 2 weeks",0.17258,62,435,0.13703,0.20813
2015,Indirect migration background,female,"Yes, less frequently",0.09921,54,435,0.07109,0.12734
2017,No migration background,male,"No, never",0.58959,3502,5989,0.57713,0.60205
2017,No migration background,male,"Yes, every week",0.06024,393,5989,0.05421,0.06627
2017,No migration background,male,"Yes, every 2 weeks",0.08637,504,5989,0.07926,0.09349
2017,No migration background,male,"Yes, every 3-4 weeks",0.06520,443,5989,0.05895,0.07146
2017,No migration background,male,"Yes, less frequently",0.19859,1147,5989,0.18849,0.20870
2017,No migration background,female,"No, never",0.65244,4185,6394,0.64076,0.66411
2017,No migration background,female,"Yes, every week",0.06334,443,6394,0.05737,0.06931
2017,No migration background,female,"Yes, every 2 weeks",0.10193,658,6394,0.09452,0.10935
2017,No migration background,female,"Yes, every 3-4 weeks",0.05122,376,6394,0.04582,0.05663
2017,No migration background,female,"Yes, less frequently",0.13107,732,6394,0.12279,0.13934
2017,Direct migration background,male,"No, never",0.60594,981,1511,0.58129,0.63058
2017,Direct migration background,male,"Yes, every week",0.08693,108,1511,0.07272,0.10114
2017,Direct migration background,male,"Yes, every 2 weeks",0.08826,148,1511,0.07395,0.10256
2017,Direct migration background,male,"Yes, every 3-4 weeks",0.08245,97,1511,0.06857,0.09632
2017,Direct migration background,male,"Yes, less frequently",0.13643,177,1511,0.11912,0.15375
2017,Direct migration background,female,"No, never",0.68941,1085,1556,0.66641,0.71241
2017,Direct migration background,female,"Yes, every week",0.06407,88,1556,0.05190,0.07625
2017,Direct migration background,female,"Yes, every 2 weeks",0.11351,190,1556,0.09774,0.12928
2017,Direct migration background,female,"Yes, every 3-4 weeks",0.03590,57,1556,0.02665,0.04514
2017,Direct migration background,female,"Yes, less frequently",0.09711,136,1556,0.08240,0.11183
2017,Indirect migration background,male,"No, never",0.62021,324,533,0.57897,0.66145
2017,Indirect migration background,male,"Yes, every week",0.10396,49,533,0.07802,0.12989
2017,Indirect migration background,male,"Yes, every 2 weeks",0.10031,55,533,0.07478,0.12584
2017,Indirect migration background,male,"Yes, every 3-4 weeks",0.06143,32,533,0.04103,0.08184
2017,Indirect migration background,male,"Yes, less frequently",0.11409,73,533,0.08707,0.14110
2017,Indirect migration background,female,"No, never",0.70474,366,509,0.66507,0.74441
2017,Indirect migration background,female,"Yes, every week",0.04569,36,509,0.02753,0.06385
2017,Indirect migration background,female,"Yes, every 2 weeks",0.11490,58,509,0.08717,0.14263
2017,Indirect migration background,female,"Yes, less frequently",0.07740,49,509,0.05416,0.10064
2019,No migration background,male,"No, never",0.58679,3599,6520,0.57484,0.59874
2019,No migration background,male,"Yes, every week",0.06305,514,6520,0.05715,0.06895
2019,No migration background,male,"Yes, every 2 weeks",0.08641,577,6520,0.07959,0.09323
2019,No migration background,male,"Yes, every 3-4 weeks",0.06655,470,6520,0.06049,0.07260
2019,No migration background,male,"Yes, less frequently",0.19721,1360,6520,0.18755,0.20687
2019,No migration background,female,"No, never",0.66228,4143,6356,0.65065,0.67391
2019,No migration background,female,"Yes, every week",0.06283,418,6356,0.05686,0.06879
2019,No migration background,female,"Yes, every 2 weeks",0.09602,609,6356,0.08878,0.10326
2019,No migration background,female,"Yes, every 3-4 weeks",0.04840,371,6356,0.04312,0.05368
2019,No migration background,female,"Yes, less frequently",0.13047,815,6356,0.12219,0.13875
2019,Direct migration background,male,"No, never",0.64714,839,1308,0.62123,0.67304
2019,Direct migration background,male,"Yes, every week",0.08093,103,1308,0.06614,0.09571
2019,Direct migration background,male,"Yes, every 2 weeks",0.09314,120,1308,0.07738,0.10890
2019,Direct migration background,male,"Yes, every 3-4 weeks",0.04703,66,1308,0.03555,0.05850
2019,Direct migration background,male,"Yes, less frequently",0.13177,180,1308,0.11343,0.15011
2019,Direct migration background,female,"No, never",0.66402,920,1366,0.63897,0.68908
2019,Direct migration background,female,"Yes, every week",0.07069,74,1366,0.05709,0.08429
2019,Direct migration background,female,"Yes, every 2 weeks",0.12673,178,1366,0.10908,0.14437
2019,Direct migration background,female,"Yes, every 3-4 weeks",0.04654,57,1366,0.03537,0.05772
2019,Direct migration background,female,"Yes, less frequently",0.09202,137,1366,0.07668,0.10735
2019,Indirect migration background,male,"No, never",0.59495,327,549,0.55385,0.63606
2019,Indirect migration background,male,"Yes, every week",0.08707,51,549,0.06347,0.11068
2019,Indirect migration background,male,"Yes, every 2 weeks",0.12421,57,549,0.09659,0.15182
2019,Indirect migration background,male,"Yes, every 3-4 weeks",0.05868,34,549,0.03900,0.07836
2019,Indirect migration background,male,"Yes, less frequently",0.13508,80,549,0.10646,0.16370
2019,Indirect migration background,female,"No, never",0.69791,363,534,0.65893,0.73689
2019,Indirect migration background,female,"Yes, every week",0.04788,37,534,0.02975,0.06600
2019,Indirect migration background,female,"Yes, every 2 weeks",0.13171,78,534,0.10300,0.16042
2019,Indirect migration background,female,"Yes, less frequently",0.09664,56,534,0.07156,0.12173
2021,No migration background,male,"No, never",0.60647,1980,3475,0.59022,0.62271
2021,No migration background,male,"Yes, every week",0.06075,285,3475,0.05281,0.06870
2021,No migration background,male,"Yes, every 2 weeks",0.08359,295,3475,0.07439,0.09280
2021,No migration background,male,"Yes, every 3-4 weeks",0.06204,217,3475,0.05401,0.07006
2021,No migration background,male,"Yes, less frequently",0.18715,698,3475,0.17418,0.20012
2021,No migration background,female,"No, never",0.66889,2307,3623,0.65356,0.68421
2021,No migration background,female,"Yes, every week",0.05940,241,3623,0.05170,0.06709
2021,No migration background,female,"Yes, every 2 weeks",0.10449,380,3623,0.09452,0.11445
2021,No migration background,female,"Yes, every 3-4 weeks",0.05452,212,3623,0.04712,0.06191
2021,No migration background,female,"Yes, less frequently",0.11272,483,3623,0.10242,0.12302
2021,Direct migration background,male,"No, never",0.61826,1134,1731,0.59537,0.64116
2021,Direct migration background,male,"Yes, every week",0.08236,147,1731,0.06941,0.09532
2021,Direct migration background,male,"Yes, every 2 weeks",0.07860,175,1731,0.06592,0.09128
2021,Direct migration background,male,"Yes, every 3-4 weeks",0.07464,80,1731,0.06226,0.08703
2021,Direct migration background,male,"Yes, less frequently",0.14613,195,1731,0.12949,0.16278
2021,Direct migration background,female,"No, never",0.65305,731,1120,0.62516,0.68094
2021,Direct migration background,female,"Yes, every week",0.06933,63,1120,0.05445,0.08421
2021,Direct migration background,female,"Yes, every 2 weeks",0.13568,169,1120,0.11561,0.15574
2021,Direct migration background,female,"Yes, every 3-4 weeks",0.03053,42,1120,0.02045,0.04061
2021,Direct migration background,female,"Yes, less frequently",0.11141,115,1120,0.09298,0.12985
2021,Indirect migration background,male,"No, never",0.59860,178,252,0.53796,0.65924
2021,Indirect migration background,male,"Yes, every 2 weeks",0.11360,31,252,0.07434,0.15286
2021,Indirect migration background,male,"Yes, less frequently",0.17607,43,252,0.12895,0.22319
2021,Indirect migration background,female,"No, never",0.65490,212,248,0.59561,0.71419
2021,Indirect migration background,female,"Yes, every 2 weeks",0.13844,36,248,0.09537,0.18151
