year,quintil_oecd,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,5th Quintile,"Yes, less frequently",0.22045,838,3884,0.20741,0.23349
2007,1st Quintile,"No, never",0.69134,762,1089,0.66390,0.71879
2007,1st Quintile,"Yes, every week",0.06314,69,1089,0.04868,0.07759
2007,1st Quintile,"Yes, every 2 weeks",0.09916,100,1089,0.08140,0.11692
2007,1st Quintile,"Yes, every 3-4 weeks",0.02591,31,1089,0.01647,0.03535
2007,1st Quintile,"Yes, less frequently",0.12045,127,1089,0.10111,0.13979
2007,2nd Quintile,"No, never",0.64895,1006,1569,0.62533,0.67258
2007,2nd Quintile,"Yes, every week",0.05897,91,1569,0.04731,0.07063
2007,2nd Quintile,"Yes, every 2 weeks",0.08561,142,1569,0.07176,0.09946
2007,2nd Quintile,"Yes, every 3-4 weeks",0.05418,82,1569,0.04298,0.06539
2007,2nd Quintile,"Yes, less frequently",0.15229,248,1569,0.13450,0.17007
2007,3rd Quintile,"No, never",0.63212,1298,2040,0.61119,0.65305
2007,3rd Quintile,"Yes, every week",0.04256,100,2040,0.03379,0.05132
2007,3rd Quintile,"Yes, every 2 weeks",0.10350,206,2040,0.09028,0.11673
2007,3rd Quintile,"Yes, every 3-4 weeks",0.06702,114,2040,0.05616,0.07787
2007,3rd Quintile,"Yes, less frequently",0.15480,322,2040,0.13910,0.17050
2007,4th Quintile,"No, never",0.61551,1641,2634,0.59692,0.63409
2007,4th Quintile,"Yes, every week",0.04797,125,2634,0.03981,0.05614
2007,4th Quintile,"Yes, every 2 weeks",0.09348,230,2634,0.08236,0.10460
2007,4th Quintile,"Yes, every 3-4 weeks",0.04734,141,2634,0.03923,0.05545
2007,4th Quintile,"Yes, less frequently",0.19570,497,2634,0.18055,0.21085
2007,5th Quintile,"No, never",0.53243,2061,3744,0.51645,0.54841
2007,5th Quintile,"Yes, every week",0.09165,340,3744,0.08241,0.10089
2007,5th Quintile,"Yes, every 2 weeks",0.07482,262,3744,0.06639,0.08324
2007,5th Quintile,"Yes, every 3-4 weeks",0.06294,225,3744,0.05516,0.07072
2007,5th Quintile,"Yes, less frequently",0.23816,856,3744,0.22452,0.25181
2009,1st Quintile,"No, never",0.62836,646,990,0.59824,0.65847
2009,1st Quintile,"Yes, every week",0.08440,80,990,0.06707,0.10172
2009,1st Quintile,"Yes, every 2 weeks",0.09921,99,990,0.08058,0.11784
2009,1st Quintile,"Yes, every 3-4 weeks",0.07430,48,990,0.05796,0.09065
2009,1st Quintile,"Yes, less frequently",0.11373,117,990,0.09395,0.13352
2009,2nd Quintile,"No, never",0.63029,868,1355,0.60458,0.65601
2009,2nd Quintile,"Yes, every week",0.06123,87,1355,0.04846,0.07400
2009,2nd Quintile,"Yes, every 2 weeks",0.08906,132,1355,0.07389,0.10423
2009,2nd Quintile,"Yes, every 3-4 weeks",0.06189,73,1355,0.04906,0.07473
2009,2nd Quintile,"Yes, less frequently",0.15752,195,1355,0.13812,0.17693
2009,3rd Quintile,"No, never",0.63082,1188,1907,0.60915,0.65248
2009,3rd Quintile,"Yes, every week",0.05368,92,1907,0.04356,0.06380
2009,3rd Quintile,"Yes, every 2 weeks",0.09017,180,1907,0.07731,0.10303
2009,3rd Quintile,"Yes, every 3-4 weeks",0.04763,109,1907,0.03807,0.05719
2009,3rd Quintile,"Yes, less frequently",0.17771,338,1907,0.16055,0.19487
2009,4th Quintile,"No, never",0.60258,1419,2323,0.58267,0.62248
2009,4th Quintile,"Yes, every week",0.04753,124,2323,0.03888,0.05619
2009,4th Quintile,"Yes, every 2 weeks",0.08107,185,2323,0.06997,0.09217
2009,4th Quintile,"Yes, every 3-4 weeks",0.05473,120,2323,0.04548,0.06398
2009,4th Quintile,"Yes, less frequently",0.21409,475,2323,0.19741,0.23078
2009,5th Quintile,"No, never",0.51938,1747,3235,0.50216,0.53660
2009,5th Quintile,"Yes, every week",0.10130,304,3235,0.09090,0.11170
2009,5th Quintile,"Yes, every 2 weeks",0.07767,248,3235,0.06845,0.08690
2009,5th Quintile,"Yes, every 3-4 weeks",0.06519,199,3235,0.05668,0.07370
2009,5th Quintile,"Yes, less frequently",0.23646,737,3235,0.22182,0.25111
2011,1st Quintile,"No, never",0.64678,1247,1917,0.62538,0.66819
2011,1st Quintile,"Yes, every week",0.07563,146,1917,0.06379,0.08747
2011,1st Quintile,"Yes, every 2 weeks",0.11350,211,1917,0.09930,0.12770
2011,1st Quintile,"Yes, every 3-4 weeks",0.04258,100,1917,0.03354,0.05162
2011,1st Quintile,"Yes, less frequently",0.12150,213,1917,0.10687,0.13613
2011,2nd Quintile,"No, never",0.62825,1517,2402,0.60891,0.64758
2011,2nd Quintile,"Yes, every week",0.07506,141,2402,0.06452,0.08560
2011,2nd Quintile,"Yes, every 2 weeks",0.10445,251,2402,0.09222,0.11669
2011,2nd Quintile,"Yes, every 3-4 weeks",0.05107,145,2402,0.04227,0.05988
2011,2nd Quintile,"Yes, less frequently",0.14117,348,2402,0.12724,0.15510
2011,3rd Quintile,"No, never",0.65407,1572,2505,0.63544,0.67270
2011,3rd Quintile,"Yes, every week",0.04639,147,2505,0.03815,0.05463
2011,3rd Quintile,"Yes, every 2 weeks",0.09270,260,2505,0.08134,0.10406
2011,3rd Quintile,"Yes, every 3-4 weeks",0.05742,122,2505,0.04831,0.06653
2011,3rd Quintile,"Yes, less frequently",0.14941,404,2505,0.13545,0.16338
2011,4th Quintile,"No, never",0.59732,1688,2802,0.57916,0.61549
2011,4th Quintile,"Yes, every week",0.06077,175,2802,0.05192,0.06962
2011,4th Quintile,"Yes, every 2 weeks",0.10724,284,2802,0.09578,0.11870
2011,4th Quintile,"Yes, every 3-4 weeks",0.04995,162,2802,0.04188,0.05801
2011,4th Quintile,"Yes, less frequently",0.18472,493,2802,0.17034,0.19909
2011,5th Quintile,"No, never",0.53795,1759,3253,0.52082,0.55509
2011,5th Quintile,"Yes, every week",0.09491,299,3253,0.08484,0.10499
2011,5th Quintile,"Yes, every 2 weeks",0.06703,238,3253,0.05844,0.07563
2011,5th Quintile,"Yes, every 3-4 weeks",0.06733,237,3253,0.05872,0.07595
2011,5th Quintile,"Yes, less frequently",0.23277,720,3253,0.21824,0.24729
2013,1st Quintile,"No, never",0.61448,1472,2259,0.59440,0.63456
2013,1st Quintile,"Yes, every week",0.07124,154,2259,0.06063,0.08185
2013,1st Quintile,"Yes, every 2 weeks",0.11416,266,2259,0.10104,0.12728
2013,1st Quintile,"Yes, every 3-4 weeks",0.05967,100,2259,0.04990,0.06944
2013,1st Quintile,"Yes, less frequently",0.14045,267,2259,0.12612,0.15478
2013,2nd Quintile,"No, never",0.63423,1901,2953,0.61685,0.65160
2013,2nd Quintile,"Yes, every week",0.05835,166,2953,0.04989,0.06681
2013,2nd Quintile,"Yes, every 2 weeks",0.11590,319,2953,0.10435,0.12745
2013,2nd Quintile,"Yes, every 3-4 weeks",0.05237,147,2953,0.04433,0.06041
2013,2nd Quintile,"Yes, less frequently",0.13915,420,2953,0.12666,0.15163
2013,3rd Quintile,"No, never",0.64943,1817,2943,0.63219,0.66667
2013,3rd Quintile,"Yes, every week",0.03973,157,2943,0.03267,0.04678
2013,3rd Quintile,"Yes, every 2 weeks",0.10638,324,2943,0.09524,0.11752
2013,3rd Quintile,"Yes, every 3-4 weeks",0.04968,167,2943,0.04183,0.05754
2013,3rd Quintile,"Yes, less frequently",0.15477,478,2943,0.14170,0.16784
2013,4th Quintile,"No, never",0.57796,1977,3266,0.56102,0.59490
2013,4th Quintile,"Yes, every week",0.04552,180,3266,0.03837,0.05267
2013,4th Quintile,"Yes, every 2 weeks",0.10234,310,3266,0.09194,0.11274
2013,4th Quintile,"Yes, every 3-4 weeks",0.05693,179,3266,0.04898,0.06487
2013,4th Quintile,"Yes, less frequently",0.21725,620,3266,0.20311,0.23140
2013,5th Quintile,"No, never",0.55056,2134,3860,0.53487,0.56626
2013,5th Quintile,"Yes, every week",0.08683,345,3860,0.07795,0.09572
2013,5th Quintile,"Yes, every 2 weeks",0.06800,276,3860,0.06006,0.07595
2013,5th Quintile,"Yes, every 3-4 weeks",0.05448,206,3860,0.04732,0.06164
2013,5th Quintile,"Yes, less frequently",0.24012,899,3860,0.22664,0.25360
2015,1st Quintile,"No, never",0.61179,1427,2220,0.59152,0.63207
2015,1st Quintile,"Yes, every week",0.07090,168,2220,0.06022,0.08158
2015,1st Quintile,"Yes, every 2 weeks",0.15001,283,2220,0.13515,0.16487
2015,1st Quintile,"Yes, every 3-4 weeks",0.04300,89,2220,0.03456,0.05144
2015,1st Quintile,"Yes, less frequently",0.12430,253,2220,0.11057,0.13802
2015,2nd Quintile,"No, never",0.63229,1874,2948,0.61488,0.64970
2015,2nd Quintile,"Yes, every week",0.06032,176,2948,0.05172,0.06892
2015,2nd Quintile,"Yes, every 2 weeks",0.11372,341,2948,0.10226,0.12519
2015,2nd Quintile,"Yes, every 3-4 weeks",0.04477,130,2948,0.03731,0.05224
2015,2nd Quintile,"Yes, less frequently",0.14889,427,2948,0.13604,0.16174
2015,3rd Quintile,"No, never",0.64188,1895,3006,0.62474,0.65903
2015,3rd Quintile,"Yes, every week",0.04600,155,3006,0.03851,0.05350
2015,3rd Quintile,"Yes, every 2 weeks",0.10574,314,3006,0.09475,0.11674
2015,3rd Quintile,"Yes, every 3-4 weeks",0.06288,180,3006,0.05420,0.07155
2015,3rd Quintile,"Yes, less frequently",0.14349,462,3006,0.13096,0.15603
2015,4th Quintile,"No, never",0.59828,2001,3278,0.58150,0.61507
2015,4th Quintile,"Yes, every week",0.04782,193,3278,0.04051,0.05512
2015,4th Quintile,"Yes, every 2 weeks",0.09899,328,3278,0.08876,0.10921
2015,4th Quintile,"Yes, every 3-4 weeks",0.06374,180,3278,0.05537,0.07210
2015,4th Quintile,"Yes, less frequently",0.19117,576,3278,0.17771,0.20464
2015,5th Quintile,"No, never",0.52862,1989,3617,0.51235,0.54489
2015,5th Quintile,"Yes, every week",0.09155,324,3617,0.08215,0.10095
2015,5th Quintile,"Yes, every 2 weeks",0.07014,241,3617,0.06182,0.07847
2015,5th Quintile,"Yes, every 3-4 weeks",0.06228,227,3617,0.05441,0.07016
2015,5th Quintile,"Yes, less frequently",0.24741,836,3617,0.23334,0.26147
2017,1st Quintile,"No, never",0.67870,1426,2116,0.65880,0.69861
2017,1st Quintile,"Yes, every week",0.08821,180,2116,0.07613,0.10030
2017,1st Quintile,"Yes, every 2 weeks",0.08626,216,2116,0.07429,0.09822
2017,1st Quintile,"Yes, every 3-4 weeks",0.04468,106,2116,0.03587,0.05348
2017,1st Quintile,"Yes, less frequently",0.10215,188,2116,0.08924,0.11506
2017,2nd Quintile,"No, never",0.66125,1831,2758,0.64358,0.67892
2017,2nd Quintile,"Yes, every week",0.06117,172,2758,0.05222,0.07011
2017,2nd Quintile,"Yes, every 2 weeks",0.11105,312,2758,0.09932,0.12278
2017,2nd Quintile,"Yes, every 3-4 weeks",0.05627,181,2758,0.04767,0.06487
2017,2nd Quintile,"Yes, less frequently",0.11027,262,2758,0.09857,0.12196
2017,3rd Quintile,"No, never",0.64355,1808,2789,0.62577,0.66133
2017,3rd Quintile,"Yes, every week",0.05896,156,2789,0.05021,0.06770
2017,3rd Quintile,"Yes, every 2 weeks",0.10696,300,2789,0.09549,0.11843
2017,3rd Quintile,"Yes, every 3-4 weeks",0.04891,169,2789,0.04090,0.05691
2017,3rd Quintile,"Yes, less frequently",0.14163,356,2789,0.12868,0.15457
2017,4th Quintile,"No, never",0.64312,1878,2978,0.62591,0.66033
2017,4th Quintile,"Yes, every week",0.05083,184,2978,0.04294,0.05872
2017,4th Quintile,"Yes, every 2 weeks",0.09471,283,2978,0.08419,0.10523
2017,4th Quintile,"Yes, every 3-4 weeks",0.06246,204,2978,0.05376,0.07115
2017,4th Quintile,"Yes, less frequently",0.14889,429,2978,0.13610,0.16167
2017,5th Quintile,"No, never",0.54983,1830,3218,0.53264,0.56702
2017,5th Quintile,"Yes, every week",0.08054,279,3218,0.07113,0.08994
2017,5th Quintile,"Yes, every 2 weeks",0.07455,233,3218,0.06548,0.08363
2017,5th Quintile,"Yes, every 3-4 weeks",0.07567,230,3218,0.06653,0.08481
2017,5th Quintile,"Yes, less frequently",0.21941,646,3218,0.20510,0.23371
2019,1st Quintile,"No, never",0.67842,1375,1976,0.65782,0.69902
2019,1st Quintile,"Yes, every week",0.06079,129,1976,0.05025,0.07133
2019,1st Quintile,"Yes, every 2 weeks",0.10837,198,1976,0.09466,0.12208
2019,1st Quintile,"Yes, every 3-4 weeks",0.06074,108,1976,0.05020,0.07127
2019,1st Quintile,"Yes, less frequently",0.09168,166,1976,0.07896,0.10441
2019,2nd Quintile,"No, never",0.66049,1882,2768,0.64284,0.67813
2019,2nd Quintile,"Yes, every week",0.06001,154,2768,0.05116,0.06886
2019,2nd Quintile,"Yes, every 2 weeks",0.12202,311,2768,0.10982,0.13421
2019,2nd Quintile,"Yes, every 3-4 weeks",0.05066,147,2768,0.04249,0.05883
2019,2nd Quintile,"Yes, less frequently",0.10683,274,2768,0.09532,0.11834
2019,3rd Quintile,"No, never",0.66771,1898,2897,0.65055,0.68486
2019,3rd Quintile,"Yes, every week",0.04851,150,2897,0.04068,0.05633
2019,3rd Quintile,"Yes, every 2 weeks",0.08996,298,2897,0.07954,0.10038
2019,3rd Quintile,"Yes, every 3-4 weeks",0.04917,168,2897,0.04130,0.05705
2019,3rd Quintile,"Yes, less frequently",0.14465,383,2897,0.13184,0.15746
2019,4th Quintile,"No, never",0.62781,1867,2994,0.61049,0.64513
2019,4th Quintile,"Yes, every week",0.07066,185,2994,0.06148,0.07984
2019,4th Quintile,"Yes, every 2 weeks",0.09586,306,2994,0.08532,0.10641
2019,4th Quintile,"Yes, every 3-4 weeks",0.04935,183,2994,0.04159,0.05710
2019,4th Quintile,"Yes, less frequently",0.15632,453,2994,0.14331,0.16933
2019,5th Quintile,"No, never",0.57566,2082,3527,0.55934,0.59197
2019,5th Quintile,"Yes, every week",0.07183,272,3527,0.06331,0.08035
2019,5th Quintile,"Yes, every 2 weeks",0.07826,257,3527,0.06939,0.08712
2019,5th Quintile,"Yes, every 3-4 weeks",0.06347,225,3527,0.05543,0.07152
2019,5th Quintile,"Yes, less frequently",0.21078,691,3527,0.19732,0.22425
2021,1st Quintile,"No, never",0.67659,1366,2055,0.65636,0.69682
2021,1st Quintile,"Yes, every week",0.06138,160,2055,0.05100,0.07177
2021,1st Quintile,"Yes, every 2 weeks",0.12187,247,2055,0.10772,0.13602
2021,1st Quintile,"Yes, every 3-4 weeks",0.04450,97,2055,0.03558,0.05341
2021,1st Quintile,"Yes, less frequently",0.09566,185,2055,0.08294,0.10838
2021,2nd Quintile,"No, never",0.65617,1226,1855,0.63455,0.67779
2021,2nd Quintile,"Yes, every week",0.05634,117,1855,0.04584,0.06683
2021,2nd Quintile,"Yes, every 2 weeks",0.11453,206,1855,0.10003,0.12902
2021,2nd Quintile,"Yes, every 3-4 weeks",0.04947,102,1855,0.03960,0.05934
2021,2nd Quintile,"Yes, less frequently",0.12349,204,1855,0.10852,0.13847
2021,3rd Quintile,"No, never",0.64438,1194,1893,0.62280,0.66595
2021,3rd Quintile,"Yes, every week",0.05326,100,1893,0.04314,0.06338
2021,3rd Quintile,"Yes, every 2 weeks",0.12340,243,1893,0.10858,0.13822
2021,3rd Quintile,"Yes, every 3-4 weeks",0.05950,107,1893,0.04884,0.07016
2021,3rd Quintile,"Yes, less frequently",0.11947,249,1893,0.10485,0.13408
2021,4th Quintile,"No, never",0.63120,1189,1902,0.60951,0.65289
2021,4th Quintile,"Yes, every week",0.06521,120,1902,0.05411,0.07631
2021,4th Quintile,"Yes, every 2 weeks",0.08040,172,1902,0.06817,0.09262
2021,4th Quintile,"Yes, every 3-4 weeks",0.06037,107,1902,0.04966,0.07107
2021,4th Quintile,"Yes, less frequently",0.16283,314,1902,0.14623,0.17942
2021,5th Quintile,"No, never",0.59062,1464,2709,0.57210,0.60914
2021,5th Quintile,"Yes, every week",0.07475,269,2709,0.06484,0.08465
2021,5th Quintile,"Yes, every 2 weeks",0.06583,211,2709,0.05649,0.07517
2021,5th Quintile,"Yes, every 3-4 weeks",0.06086,166,2709,0.05185,0.06986
2021,5th Quintile,"Yes, less frequently",0.20794,599,2709,0.19266,0.22323
