year,quintil_oecd,sampreg,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,2nd Quintile,East,"No, never",0.56972,254,387,0.52033,0.61911
2007,2nd Quintile,East,"Yes, every 2 weeks",0.11043,55,387,0.07916,0.14170
2007,2nd Quintile,East,"Yes, less frequently",0.18036,78,387,0.14201,0.21872
2007,3rd Quintile,West,"No, never",0.65373,984,1495,0.62960,0.67785
2007,3rd Quintile,West,"Yes, every week",0.03567,61,1495,0.02626,0.04507
2007,3rd Quintile,West,"Yes, every 2 weeks",0.09603,138,1495,0.08109,0.11098
2007,3rd Quintile,West,"Yes, every 3-4 weeks",0.06722,89,1495,0.05452,0.07992
2007,3rd Quintile,West,"Yes, less frequently",0.14735,223,1495,0.12938,0.16532
2007,3rd Quintile,East,"No, never",0.54528,314,520,0.50244,0.58812
2007,3rd Quintile,East,"Yes, every week",0.07025,39,520,0.04826,0.09224
2007,3rd Quintile,East,"Yes, every 2 weeks",0.13353,68,520,0.10427,0.16279
2007,3rd Quintile,East,"Yes, less frequently",0.18475,99,520,0.15136,0.21814
2007,4th Quintile,West,"No, never",0.63564,1290,2016,0.61462,0.65665
2007,4th Quintile,West,"Yes, every week",0.04992,101,2016,0.04041,0.05943
2007,4th Quintile,West,"Yes, every 2 weeks",0.08387,160,2016,0.07177,0.09598
2007,4th Quintile,West,"Yes, every 3-4 weeks",0.04440,106,2016,0.03540,0.05339
2007,4th Quintile,West,"Yes, less frequently",0.18617,359,2016,0.16917,0.20317
2007,4th Quintile,East,"No, never",0.51267,351,594,0.47244,0.55290
2007,4th Quintile,East,"Yes, every 2 weeks",0.14257,70,594,0.11442,0.17071
2007,4th Quintile,East,"Yes, every 3-4 weeks",0.06236,35,594,0.04289,0.08182
2007,4th Quintile,East,"Yes, less frequently",0.24437,138,594,0.20979,0.27896
2007,5th Quintile,West,"No, never",0.53680,1773,3190,0.51950,0.55411
2007,5th Quintile,West,"Yes, every week",0.09111,296,3190,0.08112,0.10110
2007,5th Quintile,West,"Yes, every 2 weeks",0.06963,213,3190,0.06080,0.07847
2007,5th Quintile,West,"Yes, every 3-4 weeks",0.06306,189,3190,0.05462,0.07150
2007,5th Quintile,West,"Yes, less frequently",0.23939,719,3190,0.22458,0.25420
2007,5th Quintile,East,"No, never",0.49315,288,554,0.45148,0.53482
2007,5th Quintile,East,"Yes, every week",0.09649,44,554,0.07188,0.12110
2007,5th Quintile,East,"Yes, every 2 weeks",0.12137,49,554,0.09415,0.14859
2007,5th Quintile,East,"Yes, every 3-4 weeks",0.06187,36,554,0.04179,0.08195
2007,5th Quintile,East,"Yes, less frequently",0.22712,137,554,0.19220,0.26204
2009,1st Quintile,West,"No, never",0.64410,454,680,0.60809,0.68012
2009,1st Quintile,West,"Yes, every week",0.07515,53,680,0.05532,0.09498
2009,1st Quintile,West,"Yes, every 2 weeks",0.08714,59,680,0.06593,0.10836
2009,1st Quintile,West,"Yes, every 3-4 weeks",0.08368,36,680,0.06286,0.10451
2009,1st Quintile,West,"Yes, less frequently",0.10992,78,680,0.08639,0.13345
2009,1st Quintile,East,"No, never",0.58013,192,271,0.52126,0.63900
2009,1st Quintile,East,"Yes, every 2 weeks",0.13618,40,271,0.09527,0.17709
2009,1st Quintile,East,"Yes, less frequently",0.12541,39,271,0.08590,0.16491
2009,2nd Quintile,West,"No, never",0.64216,636,963,0.61187,0.67246
2009,2nd Quintile,West,"Yes, every week",0.05998,55,963,0.04497,0.07498
2009,2nd Quintile,West,"Yes, every 2 weeks",0.08971,97,963,0.07165,0.10777
2009,2nd Quintile,West,"Yes, every 3-4 weeks",0.05338,46,963,0.03918,0.06759
2009,2nd Quintile,West,"Yes, less frequently",0.15477,129,963,0.13191,0.17762
2009,2nd Quintile,East,"No, never",0.58172,232,365,0.53104,0.63239
2009,2nd Quintile,East,"Yes, every week",0.06634,32,365,0.04078,0.09191
2009,2nd Quintile,East,"Yes, every 2 weeks",0.08642,35,365,0.05756,0.11529
2009,2nd Quintile,East,"Yes, less frequently",0.16880,66,365,0.13032,0.20728
2009,3rd Quintile,West,"No, never",0.65235,879,1359,0.62702,0.67768
2009,3rd Quintile,West,"Yes, every week",0.05189,57,1359,0.04009,0.06369
2009,3rd Quintile,West,"Yes, every 2 weeks",0.08506,120,1359,0.07022,0.09990
2009,3rd Quintile,West,"Yes, every 3-4 weeks",0.03660,64,1359,0.02662,0.04659
2009,3rd Quintile,West,"Yes, less frequently",0.17410,239,1359,0.15393,0.19427
2009,3rd Quintile,East,"No, never",0.54672,309,548,0.50500,0.58844
2009,3rd Quintile,East,"Yes, every week",0.06067,35,548,0.04066,0.08067
2009,3rd Quintile,East,"Yes, every 2 weeks",0.11011,60,548,0.08387,0.13634
2009,3rd Quintile,East,"Yes, every 3-4 weeks",0.09070,45,548,0.06663,0.11477
2009,3rd Quintile,East,"Yes, less frequently",0.19181,99,548,0.15881,0.22480
2009,4th Quintile,West,"No, never",0.62246,1138,1806,0.60010,0.64483
2009,4th Quintile,West,"Yes, every week",0.04642,92,1806,0.03671,0.05612
2009,4th Quintile,West,"Yes, every 2 weeks",0.07485,138,1806,0.06271,0.08699
2009,4th Quintile,West,"Yes, every 3-4 weeks",0.05124,93,1806,0.04106,0.06141
2009,4th Quintile,West,"Yes, less frequently",0.20504,345,1806,0.18641,0.22366
2009,4th Quintile,East,"No, never",0.49214,281,490,0.44782,0.53645
2009,4th Quintile,East,"Yes, every week",0.05375,32,490,0.03376,0.07374
2009,4th Quintile,East,"Yes, every 2 weeks",0.11561,47,490,0.08727,0.14395
2009,4th Quintile,East,"Yes, less frequently",0.26439,130,490,0.22530,0.30348
2009,5th Quintile,West,"No, never",0.51674,1468,2715,0.49794,0.53554
2009,5th Quintile,West,"Yes, every week",0.10405,258,2715,0.09256,0.11553
2009,5th Quintile,West,"Yes, every 2 weeks",0.07702,205,2715,0.06699,0.08705
2009,5th Quintile,West,"Yes, every 3-4 weeks",0.06339,163,2715,0.05423,0.07256
2009,5th Quintile,West,"Yes, less frequently",0.23880,621,2715,0.22276,0.25484
2009,5th Quintile,East,"No, never",0.54057,279,520,0.49770,0.58345
2009,5th Quintile,East,"Yes, every week",0.07927,46,520,0.05603,0.10252
2009,5th Quintile,East,"Yes, every 2 weeks",0.08290,43,520,0.05917,0.10662
2009,5th Quintile,East,"Yes, every 3-4 weeks",0.07957,36,520,0.05629,0.10286
2009,5th Quintile,East,"Yes, less frequently",0.21768,116,520,0.18218,0.25319
2011,1st Quintile,West,"No, never",0.66089,910,1380,0.63590,0.68587
2011,1st Quintile,West,"Yes, every week",0.07724,115,1380,0.06315,0.09133
2011,1st Quintile,West,"Yes, every 2 weeks",0.10469,143,1380,0.08853,0.12085
2011,1st Quintile,West,"Yes, every 3-4 weeks",0.03871,61,1380,0.02853,0.04890
2011,1st Quintile,West,"Yes, less frequently",0.11846,151,1380,0.10141,0.13552
2011,1st Quintile,East,"No, never",0.60825,337,537,0.56692,0.64957
2011,1st Quintile,East,"Yes, every week",0.07123,31,537,0.04946,0.09301
2011,1st Quintile,East,"Yes, every 2 weeks",0.13756,68,537,0.10840,0.16672
2011,1st Quintile,East,"Yes, every 3-4 weeks",0.05315,39,537,0.03416,0.07214
2011,1st Quintile,East,"Yes, less frequently",0.12981,62,537,0.10136,0.15826
2011,2nd Quintile,West,"No, never",0.64405,1142,1756,0.62164,0.66645
2011,2nd Quintile,West,"Yes, every week",0.07875,108,1756,0.06615,0.09135
2011,2nd Quintile,West,"Yes, every 2 weeks",0.10115,168,1756,0.08705,0.11526
2011,2nd Quintile,West,"Yes, every 3-4 weeks",0.04958,100,1756,0.03943,0.05974
2011,2nd Quintile,West,"Yes, less frequently",0.12647,238,1756,0.11092,0.14202
2011,2nd Quintile,East,"No, never",0.57617,375,646,0.53804,0.61431
2011,2nd Quintile,East,"Yes, every week",0.06290,33,646,0.04417,0.08164
2011,2nd Quintile,East,"Yes, every 2 weeks",0.11532,83,646,0.09067,0.13998
2011,2nd Quintile,East,"Yes, every 3-4 weeks",0.05599,45,646,0.03825,0.07373
2011,2nd Quintile,East,"Yes, less frequently",0.18961,110,646,0.15936,0.21986
2011,3rd Quintile,West,"No, never",0.67840,1250,1926,0.65753,0.69926
2011,3rd Quintile,West,"Yes, every week",0.04225,103,1926,0.03326,0.05124
2011,3rd Quintile,West,"Yes, every 2 weeks",0.08324,190,1926,0.07090,0.09558
2011,3rd Quintile,West,"Yes, every 3-4 weeks",0.05811,88,1926,0.04766,0.06856
2011,3rd Quintile,West,"Yes, less frequently",0.13800,295,1926,0.12260,0.15341
2011,3rd Quintile,East,"No, never",0.55966,322,579,0.51919,0.60013
2011,3rd Quintile,East,"Yes, every week",0.06247,44,579,0.04274,0.08220
2011,3rd Quintile,East,"Yes, every 2 weeks",0.12942,70,579,0.10205,0.15678
2011,3rd Quintile,East,"Yes, every 3-4 weeks",0.05476,34,579,0.03621,0.07331
2011,3rd Quintile,East,"Yes, less frequently",0.19370,109,579,0.16148,0.22591
2011,4th Quintile,West,"No, never",0.61178,1355,2191,0.59137,0.63219
2011,4th Quintile,West,"Yes, every week",0.05880,133,2191,0.04895,0.06865
2011,4th Quintile,West,"Yes, every 2 weeks",0.10689,214,2191,0.09395,0.11983
2011,4th Quintile,West,"Yes, every 3-4 weeks",0.05176,119,2191,0.04248,0.06104
2011,4th Quintile,West,"Yes, less frequently",0.17077,370,2191,0.15501,0.18653
2011,4th Quintile,East,"No, never",0.53537,333,611,0.49579,0.57495
2011,4th Quintile,East,"Yes, every week",0.06922,42,611,0.04908,0.08937
2011,4th Quintile,East,"Yes, every 2 weeks",0.10876,70,611,0.08405,0.13347
2011,4th Quintile,East,"Yes, every 3-4 weeks",0.04216,43,611,0.02621,0.05810
2011,4th Quintile,East,"Yes, less frequently",0.24449,123,611,0.21039,0.27860
2011,5th Quintile,West,"No, never",0.54209,1529,2779,0.52356,0.56062
2011,5th Quintile,West,"Yes, every week",0.09789,253,2779,0.08684,0.10894
2011,5th Quintile,West,"Yes, every 2 weeks",0.06656,203,2779,0.05729,0.07582
2011,5th Quintile,West,"Yes, every 3-4 weeks",0.06304,193,2779,0.05400,0.07208
2011,5th Quintile,West,"Yes, less frequently",0.23043,601,2779,0.21477,0.24609
2011,5th Quintile,East,"No, never",0.50014,230,474,0.45508,0.54520
2011,5th Quintile,East,"Yes, every week",0.06771,46,474,0.04506,0.09035
2011,5th Quintile,East,"Yes, every 2 weeks",0.07138,35,474,0.04818,0.09459
2011,5th Quintile,East,"Yes, every 3-4 weeks",0.10660,44,474,0.07879,0.13441
2011,5th Quintile,East,"Yes, less frequently",0.25417,119,474,0.21493,0.29341
2013,1st Quintile,West,"No, never",0.62952,1057,1600,0.60585,0.65319
2013,1st Quintile,West,"Yes, every week",0.07028,108,1600,0.05775,0.08281
2013,1st Quintile,West,"Yes, every 2 weeks",0.10649,183,1600,0.09138,0.12161
2013,1st Quintile,West,"Yes, every 3-4 weeks",0.06090,67,1600,0.04917,0.07262
2013,1st Quintile,West,"Yes, less frequently",0.13280,185,1600,0.11617,0.14944
2013,1st Quintile,East,"No, never",0.58162,415,659,0.54393,0.61932
2013,1st Quintile,East,"Yes, every week",0.07333,46,659,0.05341,0.09325
2013,1st Quintile,East,"Yes, every 2 weeks",0.13090,83,659,0.10513,0.15668
2013,1st Quintile,East,"Yes, every 3-4 weeks",0.05699,33,659,0.03928,0.07471
2013,1st Quintile,East,"Yes, less frequently",0.15715,82,659,0.12934,0.18496
2013,2nd Quintile,West,"No, never",0.65051,1445,2194,0.63055,0.67047
2013,2nd Quintile,West,"Yes, every week",0.05064,115,2194,0.04146,0.05981
2013,2nd Quintile,West,"Yes, every 2 weeks",0.10759,226,2194,0.09462,0.12056
2013,2nd Quintile,West,"Yes, every 3-4 weeks",0.05333,106,2194,0.04393,0.06274
2013,2nd Quintile,West,"Yes, less frequently",0.13793,302,2194,0.12350,0.15237
2013,2nd Quintile,East,"No, never",0.57819,456,759,0.54303,0.61334
2013,2nd Quintile,East,"Yes, every week",0.08491,51,759,0.06506,0.10475
2013,2nd Quintile,East,"Yes, every 2 weeks",0.14451,93,759,0.11948,0.16954
2013,2nd Quintile,East,"Yes, every 3-4 weeks",0.04906,41,759,0.03369,0.06444
2013,2nd Quintile,East,"Yes, less frequently",0.14333,118,759,0.11838,0.16828
2013,3rd Quintile,West,"No, never",0.66762,1450,2292,0.64833,0.68691
2013,3rd Quintile,West,"Yes, every week",0.03751,122,2292,0.02973,0.04529
2013,3rd Quintile,West,"Yes, every 2 weeks",0.09793,242,2292,0.08575,0.11010
2013,3rd Quintile,West,"Yes, every 3-4 weeks",0.04676,124,2292,0.03811,0.05540
2013,3rd Quintile,West,"Yes, less frequently",0.15018,354,2292,0.13555,0.16481
2013,3rd Quintile,East,"No, never",0.58427,367,651,0.54638,0.62216
2013,3rd Quintile,East,"Yes, every week",0.04766,35,651,0.03128,0.06403
2013,3rd Quintile,East,"Yes, every 2 weeks",0.13668,82,651,0.11027,0.16308
2013,3rd Quintile,East,"Yes, every 3-4 weeks",0.06017,43,651,0.04189,0.07845
2013,3rd Quintile,East,"Yes, less frequently",0.17123,124,651,0.14227,0.20019
2013,4th Quintile,West,"No, never",0.59382,1621,2616,0.57500,0.61265
2013,4th Quintile,West,"Yes, every week",0.04715,145,2616,0.03902,0.05527
2013,4th Quintile,West,"Yes, every 2 weeks",0.10118,231,2616,0.08962,0.11274
2013,4th Quintile,West,"Yes, every 3-4 weeks",0.05279,133,2616,0.04422,0.06136
2013,4th Quintile,West,"Yes, less frequently",0.20506,486,2616,0.18959,0.22054
2013,4th Quintile,East,"No, never",0.50307,356,650,0.46461,0.54154
2013,4th Quintile,East,"Yes, every week",0.03785,35,650,0.02317,0.05254
2013,4th Quintile,East,"Yes, every 2 weeks",0.10783,79,650,0.08397,0.13169
2013,4th Quintile,East,"Yes, every 3-4 weeks",0.07643,46,650,0.05599,0.09687
2013,4th Quintile,East,"Yes, less frequently",0.27481,134,650,0.24046,0.30916
2013,5th Quintile,West,"No, never",0.55446,1861,3336,0.53759,0.57133
2013,5th Quintile,West,"Yes, every week",0.08997,302,3336,0.08026,0.09968
2013,5th Quintile,West,"Yes, every 2 weeks",0.06817,242,3336,0.05962,0.07673
2013,5th Quintile,West,"Yes, every 3-4 weeks",0.05337,176,3336,0.04574,0.06099
2013,5th Quintile,West,"Yes, less frequently",0.23403,755,3336,0.21966,0.24840
2013,5th Quintile,East,"No, never",0.51739,273,494,0.47328,0.56150
2013,5th Quintile,East,"Yes, every week",0.06013,43,494,0.03914,0.08111
2013,5th Quintile,East,"Yes, every 2 weeks",0.06655,34,494,0.04455,0.08856
2013,5th Quintile,East,"Yes, less frequently",0.29196,144,494,0.25183,0.33210
2015,1st Quintile,West,"No, never",0.61519,1086,1670,0.59185,0.63854
2015,1st Quintile,West,"Yes, every week",0.07208,121,1670,0.05967,0.08448
2015,1st Quintile,West,"Yes, every 2 weeks",0.14449,206,1670,0.12762,0.16136
2015,1st Quintile,West,"Yes, every 3-4 weeks",0.04815,69,1670,0.03788,0.05842
2015,1st Quintile,West,"Yes, less frequently",0.12009,188,1670,0.10450,0.13569
2015,1st Quintile,East,"No, never",0.60066,341,530,0.55892,0.64240
2015,1st Quintile,East,"Yes, every week",0.06703,47,530,0.04572,0.08834
2015,1st Quintile,East,"Yes, every 2 weeks",0.16810,77,530,0.13623,0.19997
2015,1st Quintile,East,"Yes, less frequently",0.13807,65,530,0.10867,0.16746
2015,2nd Quintile,West,"No, never",0.65035,1457,2236,0.63058,0.67012
2015,2nd Quintile,West,"Yes, every week",0.06316,143,2236,0.05307,0.07324
2015,2nd Quintile,West,"Yes, every 2 weeks",0.10099,244,2236,0.08850,0.11348
2015,2nd Quintile,West,"Yes, every 3-4 weeks",0.03928,82,2236,0.03123,0.04734
2015,2nd Quintile,West,"Yes, less frequently",0.14621,310,2236,0.13157,0.16086
2015,2nd Quintile,East,"No, never",0.57582,417,712,0.53949,0.61214
2015,2nd Quintile,East,"Yes, every week",0.05145,33,712,0.03521,0.06768
2015,2nd Quintile,East,"Yes, every 2 weeks",0.15354,97,712,0.12704,0.18004
2015,2nd Quintile,East,"Yes, every 3-4 weeks",0.06194,48,712,0.04422,0.07966
2015,2nd Quintile,East,"Yes, less frequently",0.15725,117,712,0.13049,0.18401
2015,3rd Quintile,West,"No, never",0.66123,1558,2423,0.64238,0.68008
2015,3rd Quintile,West,"Yes, every week",0.04252,118,2423,0.03448,0.05055
2015,3rd Quintile,West,"Yes, every 2 weeks",0.09899,240,2423,0.08710,0.11089
2015,3rd Quintile,West,"Yes, every 3-4 weeks",0.05787,140,2423,0.04857,0.06717
2015,3rd Quintile,West,"Yes, less frequently",0.13939,367,2423,0.12560,0.15319
2015,3rd Quintile,East,"No, never",0.56035,337,583,0.52003,0.60068
2015,3rd Quintile,East,"Yes, every week",0.06070,37,583,0.04130,0.08010
2015,3rd Quintile,East,"Yes, every 2 weeks",0.13419,74,583,0.10650,0.16189
2015,3rd Quintile,East,"Yes, every 3-4 weeks",0.08398,40,583,0.06145,0.10652
2015,3rd Quintile,East,"Yes, less frequently",0.16077,95,583,0.13093,0.19061
2015,4th Quintile,West,"No, never",0.59408,1661,2712,0.57559,0.61256
2015,4th Quintile,West,"Yes, every week",0.04936,159,2712,0.04121,0.05752
2015,4th Quintile,West,"Yes, every 2 weeks",0.10253,275,2712,0.09111,0.11395
2015,4th Quintile,West,"Yes, every 3-4 weeks",0.05856,139,2712,0.04973,0.06740
2015,4th Quintile,West,"Yes, less frequently",0.19547,478,2712,0.18054,0.21039
2015,4th Quintile,East,"No, never",0.62086,340,566,0.58085,0.66086
2015,4th Quintile,East,"Yes, every week",0.03953,34,566,0.02347,0.05560
2015,4th Quintile,East,"Yes, every 2 weeks",0.07998,53,566,0.05761,0.10234
2015,4th Quintile,East,"Yes, every 3-4 weeks",0.09149,41,566,0.06772,0.11527
2015,4th Quintile,East,"Yes, less frequently",0.16814,98,566,0.13730,0.19898
2015,5th Quintile,West,"No, never",0.52861,1720,3130,0.51112,0.54610
2015,5th Quintile,West,"Yes, every week",0.09257,286,3130,0.08242,0.10273
2015,5th Quintile,West,"Yes, every 2 weeks",0.07010,209,3130,0.06116,0.07905
2015,5th Quintile,West,"Yes, every 3-4 weeks",0.06207,189,3130,0.05362,0.07052
2015,5th Quintile,West,"Yes, less frequently",0.24665,726,3130,0.23154,0.26175
2015,5th Quintile,East,"No, never",0.52873,269,487,0.48435,0.57311
2015,5th Quintile,East,"Yes, every week",0.08183,38,487,0.05746,0.10620
2015,5th Quintile,East,"Yes, every 2 weeks",0.07050,32,487,0.04774,0.09326
2015,5th Quintile,East,"Yes, every 3-4 weeks",0.06430,38,487,0.04249,0.08611
2015,5th Quintile,East,"Yes, less frequently",0.25464,110,487,0.21591,0.29337
2017,1st Quintile,West,"No, never",0.68125,1086,1597,0.65838,0.70411
2017,1st Quintile,West,"Yes, every week",0.09387,142,1597,0.07956,0.10817
2017,1st Quintile,West,"Yes, every 2 weeks",0.09114,170,1597,0.07702,0.10526
2017,1st Quintile,West,"Yes, every 3-4 weeks",0.04083,68,1597,0.03112,0.05053
2017,1st Quintile,West,"Yes, less frequently",0.09293,131,1597,0.07868,0.10717
2017,1st Quintile,East,"No, never",0.67093,340,519,0.63046,0.71139
2017,1st Quintile,East,"Yes, every week",0.07091,38,519,0.04881,0.09302
2017,1st Quintile,East,"Yes, every 2 weeks",0.07132,46,519,0.04915,0.09348
2017,1st Quintile,East,"Yes, every 3-4 weeks",0.05647,38,519,0.03659,0.07634
2017,1st Quintile,East,"Yes, less frequently",0.13038,57,519,0.10138,0.15938
2017,2nd Quintile,West,"No, never",0.67529,1433,2117,0.65534,0.69524
2017,2nd Quintile,West,"Yes, every week",0.05973,137,2117,0.04963,0.06983
2017,2nd Quintile,West,"Yes, every 2 weeks",0.10309,224,2117,0.09014,0.11605
2017,2nd Quintile,West,"Yes, every 3-4 weeks",0.05528,128,2117,0.04554,0.06501
2017,2nd Quintile,West,"Yes, less frequently",0.10661,195,2117,0.09346,0.11976
2017,2nd Quintile,East,"No, never",0.61066,398,641,0.57288,0.64844
2017,2nd Quintile,East,"Yes, every week",0.06635,35,641,0.04706,0.08563
2017,2nd Quintile,East,"Yes, every 2 weeks",0.13972,88,641,0.11286,0.16658
2017,2nd Quintile,East,"Yes, every 3-4 weeks",0.05984,53,641,0.04147,0.07822
2017,2nd Quintile,East,"Yes, less frequently",0.12343,67,641,0.09795,0.14892
2017,3rd Quintile,West,"No, never",0.64382,1463,2226,0.62392,0.66372
2017,3rd Quintile,West,"Yes, every week",0.06034,122,2226,0.05045,0.07024
2017,3rd Quintile,West,"Yes, every 2 weeks",0.10958,238,2226,0.09660,0.12255
2017,3rd Quintile,West,"Yes, every 3-4 weeks",0.04780,136,2226,0.03894,0.05667
2017,3rd Quintile,West,"Yes, less frequently",0.13846,267,2226,0.12411,0.15281
2017,3rd Quintile,East,"No, never",0.64238,345,563,0.60275,0.68201
2017,3rd Quintile,East,"Yes, every week",0.05302,34,563,0.03449,0.07154
2017,3rd Quintile,East,"Yes, every 2 weeks",0.09576,62,563,0.07143,0.12009
2017,3rd Quintile,East,"Yes, every 3-4 weeks",0.05364,33,563,0.03501,0.07227
2017,3rd Quintile,East,"Yes, less frequently",0.15520,89,563,0.12526,0.18514
2017,4th Quintile,West,"No, never",0.64885,1563,2487,0.63008,0.66761
2017,4th Quintile,West,"Yes, every week",0.04687,152,2487,0.03856,0.05518
2017,4th Quintile,West,"Yes, every 2 weeks",0.09252,239,2487,0.08113,0.10391
2017,4th Quintile,West,"Yes, every 3-4 weeks",0.06548,179,2487,0.05576,0.07520
2017,4th Quintile,West,"Yes, less frequently",0.14628,354,2487,0.13239,0.16018
2017,4th Quintile,East,"No, never",0.60373,315,466,0.55927,0.64818
2017,4th Quintile,East,"Yes, every week",0.07805,32,466,0.05367,0.10244
2017,4th Quintile,East,"Yes, every 2 weeks",0.10977,44,466,0.08136,0.13819
2017,4th Quintile,East,"Yes, less frequently",0.16677,75,466,0.13288,0.20065
2017,5th Quintile,West,"No, never",0.54887,1575,2760,0.53030,0.56744
2017,5th Quintile,West,"Yes, every week",0.08264,248,2760,0.07236,0.09291
2017,5th Quintile,West,"Yes, every 2 weeks",0.07253,191,2760,0.06285,0.08221
2017,5th Quintile,West,"Yes, every 3-4 weeks",0.07470,190,2760,0.06489,0.08451
2017,5th Quintile,West,"Yes, less frequently",0.22126,556,2760,0.20577,0.23675
2017,5th Quintile,East,"No, never",0.55868,255,458,0.51316,0.60421
2017,5th Quintile,East,"Yes, every week",0.06113,31,458,0.03917,0.08310
2017,5th Quintile,East,"Yes, every 2 weeks",0.09325,42,458,0.06659,0.11991
2017,5th Quintile,East,"Yes, every 3-4 weeks",0.08470,40,458,0.05917,0.11022
2017,5th Quintile,East,"Yes, less frequently",0.20224,90,458,0.16541,0.23907
2019,1st Quintile,West,"No, never",0.68677,1033,1477,0.66311,0.71044
