,Unnamed: 0,year,quintil_oecd,sex,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
155,155,2011,2nd Quintile,male,"Yes, less frequently",0.20185,214,12879,0.15735,0.23194
156,156,2011,2nd Quintile,female,"No, never",0.66062,828,12879,0.61071,0.72958
157,157,2011,2nd Quintile,female,"Yes, every week",0.07179,63,12879,0.04872,0.09382
158,158,2011,2nd Quintile,female,"Yes, every 2 weeks",0.13159,148,12879,0.10457,0.16365
159,159,2011,2nd Quintile,female,"Yes, every 3-4 weeks",0.04823,56,12879,0.03061,0.07234
160,160,2011,2nd Quintile,female,"Yes, less frequently",0.08776,155,12879,0.06803,0.10568
161,161,2011,3rd Quintile,male,"No, never",0.60222,732,12879,0.54479,0.65447
162,162,2011,3rd Quintile,male,"Yes, every week",0.05312,86,12879,0.04162,0.06485
163,163,2011,3rd Quintile,male,"Yes, every 2 weeks",0.08243,114,12879,0.06831,0.09843
164,164,2011,3rd Quintile,male,"Yes, every 3-4 weeks",0.0659,82,12879,0.04763,0.08734
165,165,2011,3rd Quintile,male,"Yes, less frequently",0.19633,244,12879,0.1677,0.2291
166,166,2011,3rd Quintile,female,"No, never",0.69902,817,12879,0.64465,0.76327
167,167,2011,3rd Quintile,female,"Yes, every week",0.04161,63,12879,0.02985,0.05472
168,168,2011,3rd Quintile,female,"Yes, every 2 weeks",0.11375,158,12879,0.09591,0.13519
169,169,2011,3rd Quintile,female,"Yes, every 3-4 weeks",0.05215,48,12879,0.03535,0.07272
170,170,2011,3rd Quintile,female,"Yes, less frequently",0.09347,154,12879,0.07707,0.10941
171,171,2011,4th Quintile,male,"No, never",0.52876,792,12879,0.4803,0.57812
172,172,2011,4th Quintile,male,"Yes, every week",0.05901,86,12879,0.04584,0.0753
173,173,2011,4th Quintile,male,"Yes, every 2 weeks",0.10954,137,12879,0.08603,0.13299
174,174,2011,4th Quintile,male,"Yes, every 3-4 weeks",0.05748,85,12879,0.04442,0.0694
175,175,2011,4th Quintile,male,"Yes, less frequently",0.24521,319,12879,0.20926,0.27974
176,176,2011,4th Quintile,female,"No, never",0.68571,859,12879,0.63129,0.73151
177,177,2011,4th Quintile,female,"Yes, every week",0.0667,86,12879,0.04915,0.0866
178,178,2011,4th Quintile,female,"Yes, every 2 weeks",0.09072,129,12879,0.07397,0.11145
179,179,2011,4th Quintile,female,"Yes, every 3-4 weeks",0.04543,69,12879,0.03424,0.06039
180,180,2011,4th Quintile,female,"Yes, less frequently",0.11143,151,12879,0.08848,0.1365
181,181,2011,5th Quintile,male,"No, never",0.49858,861,12879,0.46294,0.54566
182,182,2011,5th Quintile,male,"Yes, every week",0.09714,160,12879,0.08069,0.11594
183,183,2011,5th Quintile,male,"Yes, every 2 weeks",0.07061,135,12879,0.05621,0.08513
184,184,2011,5th Quintile,male,"Yes, every 3-4 weeks",0.07339,146,12879,0.06103,0.09093
185,185,2011,5th Quintile,male,"Yes, less frequently",0.26027,451,12879,0.23,0.28971
186,186,2011,5th Quintile,female,"No, never",0.58867,927,12879,0.54302,0.64202
187,187,2011,5th Quintile,female,"Yes, every week",0.08874,142,12879,0.06999,0.10884
188,188,2011,5th Quintile,female,"Yes, every 2 weeks",0.07129,112,12879,0.05853,0.08649
189,189,2011,5th Quintile,female,"Yes, every 3-4 weeks",0.05633,99,12879,0.04502,0.07196
190,190,2011,5th Quintile,female,"Yes, less frequently",0.19497,282,12879,0.16759,0.21917
191,191,2013,1st Quintile,male,"No, never",0.60787,628,15281,0.53856,0.69997
192,192,2013,1st Quintile,male,"Yes, every week",0.0721,71,15281,0.05158,0.09289
193,193,2013,1st Quintile,male,"Yes, every 2 weeks",0.09651,85,15281,0.06628,0.1359
194,194,2013,1st Quintile,male,"Yes, every 3-4 weeks",0.05829,48,15281,0.03585,0.08511
195,195,2013,1st Quintile,male,"Yes, less frequently",0.16523,143,15281,0.12791,0.21567
196,196,2013,1st Quintile,female,"No, never",0.59911,848,15281,0.53546,0.6492
197,197,2013,1st Quintile,female,"Yes, every week",0.07718,86,15281,0.0572,0.09637
198,198,2013,1st Quintile,female,"Yes, every 2 weeks",0.14832,187,15281,0.12586,0.1814
199,199,2013,1st Quintile,female,"Yes, every 3-4 weeks",0.05578,51,15281,0.03613,0.07973
200,200,2013,1st Quintile,female,"Yes, less frequently",0.11961,124,15281,0.08723,0.15633
201,201,2013,2nd Quintile,male,"No, never",0.62992,838,15281,0.57027,0.68632
202,202,2013,2nd Quintile,male,"Yes, every week",0.04398,86,15281,0.03007,0.0592
203,203,2013,2nd Quintile,male,"Yes, every 2 weeks",0.09783,125,15281,0.07551,0.12501
204,204,2013,2nd Quintile,male,"Yes, every 3-4 weeks",0.06069,78,15281,0.04764,0.0808
205,205,2013,2nd Quintile,male,"Yes, less frequently",0.16758,242,15281,0.14611,0.19955
206,206,2013,2nd Quintile,female,"No, never",0.65313,1034,15281,0.60249,0.7083
207,207,2013,2nd Quintile,female,"Yes, every week",0.05667,75,15281,0.03983,0.07521
208,208,2013,2nd Quintile,female,"Yes, every 2 weeks",0.11609,191,15281,0.09598,0.13534
209,209,2013,2nd Quintile,female,"Yes, every 3-4 weeks",0.0543,72,15281,0.04097,0.07103
210,210,2013,2nd Quintile,female,"Yes, less frequently",0.11981,174,15281,0.09782,0.15253
211,211,2013,3rd Quintile,male,"No, never",0.61679,840,15281,0.56911,0.66424
212,212,2013,3rd Quintile,male,"Yes, every week",0.04468,83,15281,0.03284,0.06034
213,213,2013,3rd Quintile,male,"Yes, every 2 weeks",0.09936,134,15281,0.07736,0.12108
214,214,2013,3rd Quintile,male,"Yes, every 3-4 weeks",0.05062,92,15281,0.0388,0.06777
215,215,2013,3rd Quintile,male,"Yes, less frequently",0.18856,282,15281,0.16069,0.21648
216,216,2013,3rd Quintile,female,"No, never",0.6815,1010,15281,0.63445,0.73337
217,217,2013,3rd Quintile,female,"Yes, every week",0.04871,75,15281,0.0347,0.0674
218,218,2013,3rd Quintile,female,"Yes, every 2 weeks",0.12028,192,15281,0.10367,0.14483
219,219,2013,3rd Quintile,female,"Yes, every 3-4 weeks",0.03688,69,15281,0.02427,0.05021
220,220,2013,3rd Quintile,female,"Yes, less frequently",0.11264,199,15281,0.09604,0.13216
221,221,2013,4th Quintile,male,"No, never",0.53451,919,15281,0.50279,0.57428
222,222,2013,4th Quintile,male,"Yes, every week",0.03965,89,15281,0.03243,0.04981
223,223,2013,4th Quintile,male,"Yes, every 2 weeks",0.09942,152,15281,0.08537,0.11644
224,224,2013,4th Quintile,male,"Yes, every 3-4 weeks",0.06154,94,15281,0.04636,0.07576
225,225,2013,4th Quintile,male,"Yes, less frequently",0.26488,373,15281,0.2352,0.2937
226,226,2013,4th Quintile,female,"No, never",0.64405,1072,15281,0.60418,0.68862
227,227,2013,4th Quintile,female,"Yes, every week",0.05129,99,15281,0.03871,0.06581
228,228,2013,4th Quintile,female,"Yes, every 2 weeks",0.09751,156,15281,0.08143,0.11607
229,229,2013,4th Quintile,female,"Yes, every 3-4 weeks",0.05333,89,15281,0.04081,0.06495
230,230,2013,4th Quintile,female,"Yes, less frequently",0.15382,251,15281,0.13499,0.178
231,231,2013,5th Quintile,male,"No, never",0.49819,987,15281,0.46274,0.53279
232,232,2013,5th Quintile,male,"Yes, every week",0.07909,167,15281,0.0616,0.09473
233,233,2013,5th Quintile,male,"Yes, every 2 weeks",0.06806,157,15281,0.05598,0.08533
234,234,2013,5th Quintile,male,"Yes, every 3-4 weeks",0.05948,123,15281,0.04745,0.07357
235,235,2013,5th Quintile,male,"Yes, less frequently",0.29519,571,15281,0.26504,0.32116
236,236,2013,5th Quintile,female,"No, never",0.60149,1125,15281,0.56449,0.63327
237,237,2013,5th Quintile,female,"Yes, every week",0.09433,171,15281,0.08162,0.10807
238,238,2013,5th Quintile,female,"Yes, every 2 weeks",0.07034,116,15281,0.05928,0.08416
239,239,2013,5th Quintile,female,"Yes, every 3-4 weeks",0.05083,83,15281,0.03879,0.06638
240,240,2013,5th Quintile,female,"Yes, less frequently",0.18302,325,15281,0.16166,0.20716
241,241,2015,1st Quintile,male,"No, never",0.63995,659,15069,0.57531,0.71126
242,242,2015,1st Quintile,male,"Yes, every week",0.08392,82,15069,0.06344,0.10418
243,243,2015,1st Quintile,male,"Yes, every 2 weeks",0.11875,99,15069,0.09085,0.14678
244,244,2015,1st Quintile,male,"Yes, every 3-4 weeks",0.02536,41,15069,0.01721,0.0354
245,245,2015,1st Quintile,male,"Yes, less frequently",0.13202,136,15069,0.1061,0.15829
246,246,2015,1st Quintile,female,"No, never",0.60244,750,15069,0.55474,0.66008
247,247,2015,1st Quintile,female,"Yes, every week",0.06193,84,15069,0.04922,0.07763
248,248,2015,1st Quintile,female,"Yes, every 2 weeks",0.16781,181,15069,0.13651,0.20554
249,249,2015,1st Quintile,female,"Yes, every 3-4 weeks",0.05662,44,15069,0.03618,0.077
250,250,2015,1st Quintile,female,"Yes, less frequently",0.1112,117,15069,0.08635,0.14265
251,251,2015,2nd Quintile,male,"No, never",0.63859,867,15069,0.59197,0.68994
252,252,2015,2nd Quintile,male,"Yes, every week",0.05383,86,15069,0.04263,0.0652
253,253,2015,2nd Quintile,male,"Yes, every 2 weeks",0.08527,140,15069,0.06681,0.10774
254,254,2015,2nd Quintile,male,"Yes, every 3-4 weeks",0.04014,69,15069,0.02932,0.05293
255,255,2015,2nd Quintile,male,"Yes, less frequently",0.18217,230,15069,0.1517,0.20839
256,256,2015,2nd Quintile,female,"No, never",0.63207,1002,15069,0.57505,0.68181
257,257,2015,2nd Quintile,female,"Yes, every week",0.05387,83,15069,0.04294,0.06994
258,258,2015,2nd Quintile,female,"Yes, every 2 weeks",0.1429,197,15069,0.12075,0.1721
259,259,2015,2nd Quintile,female,"Yes, every 3-4 weeks",0.04323,65,15069,0.03092,0.05665
260,260,2015,2nd Quintile,female,"Yes, less frequently",0.12794,201,15069,0.1018,0.15683
261,261,2015,3rd Quintile,male,"No, never",0.60981,889,15069,0.56128,0.66229
262,262,2015,3rd Quintile,male,"Yes, every week",0.05347,83,15069,0.03921,0.06891
263,263,2015,3rd Quintile,male,"Yes, every 2 weeks",0.08378,130,15069,0.06745,0.10178
264,264,2015,3rd Quintile,male,"Yes, every 3-4 weeks",0.07837,106,15069,0.06099,0.09896
265,265,2015,3rd Quintile,male,"Yes, less frequently",0.17457,277,15069,0.14937,0.20556
266,266,2015,3rd Quintile,female,"No, never",0.65486,1018,15069,0.59955,0.70673
267,267,2015,3rd Quintile,female,"Yes, every week",0.05571,86,15069,0.04278,0.07223
268,268,2015,3rd Quintile,female,"Yes, every 2 weeks",0.14504,211,15069,0.12067,0.16687
269,269,2015,3rd Quintile,female,"Yes, every 3-4 weeks",0.05275,72,15069,0.0386,0.07163
270,270,2015,3rd Quintile,female,"Yes, less frequently",0.09163,177,15069,0.07295,0.11149
271,271,2015,4th Quintile,male,"No, never",0.54247,899,15069,0.50488,0.58179
272,272,2015,4th Quintile,male,"Yes, every week",0.04567,95,15069,0.03404,0.05944
273,273,2015,4th Quintile,male,"Yes, every 2 weeks",0.09271,144,15069,0.07968,0.11163
274,274,2015,4th Quintile,male,"Yes, every 3-4 weeks",0.0784,110,15069,0.05891,0.09694
275,275,2015,4th Quintile,male,"Yes, less frequently",0.24074,355,15069,0.21476,0.27137
276,276,2015,4th Quintile,female,"No, never",0.66157,1103,15069,0.62209,0.70589
277,277,2015,4th Quintile,female,"Yes, every week",0.05002,103,15069,0.03804,0.06073
278,278,2015,4th Quintile,female,"Yes, every 2 weeks",0.10242,168,15069,0.08413,0.11965
279,279,2015,4th Quintile,female,"Yes, every 3-4 weeks",0.04417,72,15069,0.03392,0.05569
280,280,2015,4th Quintile,female,"Yes, less frequently",0.14181,228,15069,0.11911,0.16519
281,281,2015,5th Quintile,male,"No, never",0.49368,946,15069,0.45814,0.53155
282,282,2015,5th Quintile,male,"Yes, every week",0.08516,159,15069,0.07198,0.09881
283,283,2015,5th Quintile,male,"Yes, every 2 weeks",0.07188,135,15069,0.05929,0.08503
284,284,2015,5th Quintile,male,"Yes, every 3-4 weeks",0.07413,133,15069,0.05649,0.09303
285,285,2015,5th Quintile,male,"Yes, less frequently",0.27514,501,15069,0.25211,0.30577
286,286,2015,5th Quintile,female,"No, never",0.57358,1053,15069,0.54359,0.61597
287,287,2015,5th Quintile,female,"Yes, every week",0.0932,155,15069,0.07516,0.11394
288,288,2015,5th Quintile,female,"Yes, every 2 weeks",0.06655,102,15069,0.05199,0.08566
289,289,2015,5th Quintile,female,"Yes, every 3-4 weeks",0.0494,94,15069,0.03755,0.06394
290,290,2015,5th Quintile,female,"Yes, less frequently",0.21726,332,15069,0.19232,0.24737
291,291,2017,1st Quintile,male,"No, never",0.68671,632,13859,0.61324,0.76498
292,292,2017,1st Quintile,male,"Yes, every week",0.1057,80,13859,0.07708,0.1317
293,293,2017,1st Quintile,male,"Yes, every 2 weeks",0.06467,76,13859,0.04717,0.08596
294,294,2017,1st Quintile,male,"Yes, every 3-4 weeks",0.03298,49,13859,0.02411,0.04396
295,295,2017,1st Quintile,male,"Yes, less frequently",0.10994,95,13859,0.08593,0.1431
296,296,2017,1st Quintile,female,"No, never",0.68051,782,13859,0.61406,0.74453
297,297,2017,1st Quintile,female,"Yes, every week",0.06669,92,13859,0.04881,0.09209
