year,migback,regtyp,plb0219_v1,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.03508771929824561,25520,0.032830170101710035,0.03734526849478119
2005,Indirect migration background,Rural regions,"Yes, every week",0.017543859649122806,25520,0.01593308459855753,0.019154634699688082
2007,No migration background,Urban regions,"No, never",0.6069078947368421,25385,0.6008992567128951,0.6129165327607892
2007,No migration background,Urban regions,"Yes, less frequently",0.196875,25385,0.19198336160054302,0.20176663839945697
2007,No migration background,Urban regions,"Yes, every 2 weeks",0.07960526315789473,25385,0.07627540724110614,0.08293511907468333
2007,No migration background,Urban regions,"Yes, every week",0.06644736842105263,25385,0.06338345997256922,0.06951127686953604
2007,No migration background,Urban regions,"Yes, every 3-4 weeks",0.05016447368421053,25385,0.04747919216972675,0.05284975519869431
2007,No migration background,Rural regions,"No, never",0.5823732718894009,25385,0.576306434596327,0.5884401091824748
2007,No migration background,Rural regions,"Yes, less frequently",0.1909562211981567,25385,0.18612095481861357,0.19579148757769982
2007,No migration background,Rural regions,"Yes, every 2 weeks",0.097926267281106,25385,0.0942699985679465,0.10158253599426549
2007,No migration background,Rural regions,"Yes, every week",0.07200460829493087,25385,0.06882465645006605,0.07518456013979569
2007,No migration background,Rural regions,"Yes, every 3-4 weeks",0.05673963133640553,25385,0.05389368611713895,0.05958557655567211
2007,Direct migration background,Urban regions,"No, never",0.6825028968713789,25385,0.6767763921835805,0.6882294015591772
2007,Direct migration background,Urban regions,"Yes, less frequently",0.12630359212050984,25385,0.1222170534432598,0.1303901307977599
2007,Direct migration background,Urban regions,"Yes, every 2 weeks",0.07879490150637311,25385,0.07548057940849215,0.08210922360425407
2007,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.06257242178447277,25385,0.05959302851404067,0.06555181505490487
2007,Direct migration background,Urban regions,"Yes, every week",0.04982618771726535,25385,0.04714949913895229,0.05250287629557841
2007,Direct migration background,Rural regions,"No, never",0.7058823529411765,25385,0.7002771132154435,0.7114875926669095
2007,Direct migration background,Rural regions,"Yes, less frequently",0.10160427807486631,25385,0.09788757966131553,0.1053209764884171
2007,Direct migration background,Rural regions,"Yes, every 2 weeks",0.10160427807486631,25385,0.09788757966131553,0.1053209764884171
2007,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.06417112299465241,25385,0.06115648250184912,0.0671857634874557
2007,Direct migration background,Rural regions,"Yes, every week",0.026737967914438502,25385,0.024753488596405346,0.028722447232471658
2007,Indirect migration background,Urban regions,"No, never",0.6923076923076923,25385,0.686629953817577,0.6979854307978076
2007,Indirect migration background,Urban regions,"Yes, less frequently",0.1315136476426799,25385,0.1273561271523076,0.1356711681330522
2007,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.06947890818858561,25385,0.0663509777170692,0.07260683866010202
2007,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.05707196029776675,25385,0.05421819562360367,0.05992572497192982
2007,Indirect migration background,Urban regions,"Yes, every week",0.04962779156327544,25385,0.046956158397599805,0.05229942472895107
2007,Indirect migration background,Rural regions,"No, never",0.7887323943661971,25385,0.7837107172871087,0.7937540714452855
2007,Indirect migration background,Rural regions,"Yes, less frequently",0.1267605633802817,25385,0.12266770951753013,0.13085341724303323
2007,Indirect migration background,Rural regions,"Yes, every week",0.04225352112676056,25385,0.03977881164403363,0.044728230609487496
2007,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.028169014084507043,25385,0.026133619184611778,0.030204408984402308
2007,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.014084507042253521,25385,0.012634873735556003,0.01553414034895104
2009,No migration background,Urban regions,"No, never",0.5922330097087378,21983,0.5857367268070797,0.598729292610396
2009,No migration background,Urban regions,"Yes, less frequently",0.20351008215085886,21983,0.19818782691862163,0.2088323373830961
2009,No migration background,Urban regions,"Yes, every 2 weeks",0.08121732636295743,21983,0.07760619460991319,0.08482845811600168
2009,No migration background,Urban regions,"Yes, every week",0.06926811053024645,21983,0.06591157260044611,0.07262464846004679
2009,No migration background,Urban regions,"Yes, every 3-4 weeks",0.0537714712471994,21983,0.05078961591041241,0.056753326583986394
2009,No migration background,Rural regions,"No, never",0.5822264389626819,21983,0.5757067176983669,0.5887461602269969
2009,No migration background,Rural regions,"Yes, less frequently",0.18975332068311196,21983,0.18456990648834776,0.19493673487787616
2009,No migration background,Rural regions,"Yes, every 2 weeks",0.0961416824794434,21983,0.09224478814568593,0.10003857681320086
2009,No migration background,Rural regions,"Yes, every week",0.07242251739405439,21983,0.06899622439809518,0.07584881039001361
2009,No migration background,Rural regions,"Yes, every 3-4 weeks",0.05945604048070841,21983,0.05632996015960474,0.06258212080181208
2009,Direct migration background,Urban regions,"No, never",0.6633663366336634,21983,0.6571193859491897,0.6696132873181371
2009,Direct migration background,Urban regions,"Yes, less frequently",0.1371994342291372,21983,0.13265118806154322,0.14174768039673116
2009,Direct migration background,Urban regions,"Yes, every 2 weeks",0.07779349363507779,21983,0.07425271871655435,0.08133426855360122
2009,Direct migration background,Urban regions,"Yes, every week",0.06930693069306931,21983,0.06594952235676997,0.07266433902936865
2009,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.05233380480905234,21983,0.049389847953657,0.05527776166444767
2009,Direct migration background,Rural regions,"No, never",0.6551724137931034,21983,0.6488890617359595,0.6614557658502473
2009,Direct migration background,Rural regions,"Yes, less frequently",0.1103448275862069,21983,0.10620292924226728,0.11448672593014651
2009,Direct migration background,Rural regions,"Yes, every 2 weeks",0.09655172413793103,21983,0.09264741448191614,0.10045603379394592
2009,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.07586206896551724,21983,0.07236186517382326,0.07936227275721122
2009,Direct migration background,Rural regions,"Yes, every week",0.06206896551724138,21983,0.058879372307653145,0.0652585587268296
2009,Indirect migration background,Urban regions,"No, never",0.6424731182795699,21983,0.6361374209409327,0.648808815618207
2009,Indirect migration background,Urban regions,"Yes, less frequently",0.13172043010752688,21983,0.1272497977955567,0.13619106241949705
2009,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.0913978494623656,21983,0.08758835400370585,0.09520734492102534
2009,Indirect migration background,Urban regions,"Yes, every week",0.07258064516129033,21983,0.06915090608823327,0.07601038423434739
2009,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.06182795698924731,21983,0.05864415328999352,0.0650117606885011
2009,Indirect migration background,Rural regions,"No, never",0.7536231884057971,21983,0.7479269306465304,0.7593194461650639
2009,Indirect migration background,Rural regions,"Yes, less frequently",0.14492753623188406,21983,0.14027393134893948,0.14958114111482865
2009,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.043478260869565216,21983,0.040782408561176625,0.04617411317795381
2009,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.028985507246376812,21983,0.02676774033374164,0.031203274159011984
2009,Indirect migration background,Rural regions,"Yes, every week",0.028985507246376812,21983,0.02676774033374164,0.031203274159011984
2011,No migration background,Urban regions,"No, never",0.6003285613705703,41903,0.5956384886915584,0.6050186340495822
2011,No migration background,Urban regions,"Yes, less frequently",0.1787139169209106,41903,0.1750456584301662,0.182382175411655
2011,No migration background,Urban regions,"Yes, every 2 weeks",0.09000234686693265,41903,0.08726215756733648,0.09274253616652882
2011,No migration background,Urban regions,"Yes, every week",0.07521708519126966,41903,0.07269179285035485,0.07774237753218446
2011,No migration background,Urban regions,"Yes, every 3-4 weeks",0.055738089650316826,41903,0.05354146532572185,0.0579347139749118
2011,No migration background,Rural regions,"No, never",0.5896622504198544,41903,0.584952413043583,0.5943720877961258
2011,No migration background,Rural regions,"Yes, less frequently",0.17298003358835604,41903,0.16935852517242675,0.17660154200428532
2011,No migration background,Rural regions,"Yes, every 2 weeks",0.10822914722896063,41903,0.10525452192566673,0.11120377253225452
2011,No migration background,Rural regions,"Yes, every week",0.06661690613920508,41903,0.06422933836960651,0.06900447390880365
2011,No migration background,Rural regions,"Yes, every 3-4 weeks",0.06251166262362381,41903,0.06019375045885511,0.06482957478839252
2011,Direct migration background,Urban regions,"No, never",0.6590574374079529,41903,0.6545186926940331,0.6635961821218727
2011,Direct migration background,Urban regions,"Yes, less frequently",0.12223858615611193,41903,0.11910222609626198,0.12537494621596187
2011,Direct migration background,Urban regions,"Yes, every 2 weeks",0.09720176730486009,41903,0.09436537731732524,0.10003815729239494
2011,Direct migration background,Urban regions,"Yes, every week",0.07290132547864507,41903,0.0704121001850429,0.07539055077224724
2011,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.048600883652430045,41903,0.046541975526978335,0.050659791777881755
2011,Direct migration background,Rural regions,"No, never",0.6440281030444965,41903,0.6394435840254374,0.6486126220635556
2011,Direct migration background,Rural regions,"Yes, less frequently",0.11241217798594848,41903,0.10938773179970253,0.11543662417219443
2011,Direct migration background,Rural regions,"Yes, every 2 weeks",0.09601873536299765,41903,0.09319781244897293,0.09883965827702237
2011,Direct migration background,Rural regions,"Yes, every week",0.08430913348946135,41903,0.08164874373306627,0.08696952324585644
2011,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.06323185011709602,41903,0.06090151963726782,0.06556218059692422
2011,Indirect migration background,Urban regions,"No, never",0.5834658187599364,41903,0.5787455519749846,0.5881860855448883
2011,Indirect migration background,Urban regions,"Yes, less frequently",0.16057233704292528,41903,0.15705705224841188,0.1640876218374387
2011,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.11287758346581876,41903,0.10984767756246837,0.11590748936916916
2011,Indirect migration background,Urban regions,"Yes, every week",0.07313195548489666,41903,0.07063910597975684,0.07562480499003649
2011,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.06995230524642289,41903,0.06751007200178294,0.07239453849106284
2011,Indirect migration background,Rural regions,"No, never",0.6486486486486487,41903,0.6440776711244782,0.6532196261728191
2011,Indirect migration background,Rural regions,"Yes, less frequently",0.12162162162162163,41903,0.11849208724682503,0.12475115599641823
2011,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.10135135135135136,41903,0.09846171463098957,0.10424098807171314
2011,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.08783783783783784,41903,0.08512758156724733,0.09054809410842836
2011,Indirect migration background,Rural regions,"Yes, every week",0.04054054054054054,41903,0.0386521509626124,0.04242893011846868
2013,No migration background,Urban regions,"No, never",0.6121932709334682,44486,0.607665376022232,0.6167211658447044
2013,No migration background,Urban regions,"Yes, less frequently",0.18783202630913232,44486,0.18420248165082262,0.191461570967442
2013,No migration background,Urban regions,"Yes, every 2 weeks",0.08563116620288388,44486,0.08303088073232937,0.0882314516734384
2013,No migration background,Urban regions,"Yes, every week",0.06539337212243865,44486,0.06309602993732036,0.06769071430755694
2013,No migration background,Urban regions,"Yes, every 3-4 weeks",0.048950164432076906,44486,0.046945124125444555,0.05095520473870926
2013,No migration background,Rural regions,"No, never",0.5920815836832634,44486,0.5875146802828964,0.5966484870836303
2013,No migration background,Rural regions,"Yes, less frequently",0.1785642871425715,44486,0.17500528307006513,0.18212329121507786
2013,No migration background,Rural regions,"Yes, every 2 weeks",0.10897820435912818,44486,0.10608247226015431,0.11187393645810205
2013,No migration background,Rural regions,"Yes, every week",0.0619876024795041,44486,0.05974681276970714,0.06422839218930106
2013,No migration background,Rural regions,"Yes, every 3-4 weeks",0.05838832233553289,44486,0.05620939218194845,0.06056725248911733
2013,Direct migration background,Urban regions,"No, never",0.6389111289031225,44486,0.6344476686594243,0.6433745891468208
2013,Direct migration background,Urban regions,"Yes, less frequently",0.12730184147317855,44486,0.12420446663956307,0.13039921630679405
2013,Direct migration background,Urban regions,"Yes, every 2 weeks",0.10808646917534027,44486,0.10520116613158978,0.11097177221909077
2013,Direct migration background,Urban regions,"Yes, every week",0.07365892714171338,44486,0.07123152043583349,0.07608633384759327
2013,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.05204163330664532,44486,0.04997761053813816,0.054105656075152476
2013,Direct migration background,Rural regions,"No, never",0.6174142480211082,44486,0.6128977990009647,0.6219306970412517
2013,Direct migration background,Rural regions,"Yes, every 2 weeks",0.1424802110817942,44486,0.13923200374451158,0.14572841841907683
2013,Direct migration background,Rural regions,"Yes, less frequently",0.12137203166226913,44486,0.11833739838978838,0.12440666493474989
2013,Direct migration background,Rural regions,"Yes, every week",0.06068601583113457,44486,0.05846733873732,0.06290469292494914
2013,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.05804749340369393,44486,0.0558745389113134,0.06022044789607446
2013,Indirect migration background,Urban regions,"No, never",0.6268656716417911,44486,0.622371349074761,0.6313599942088212
2013,Indirect migration background,Urban regions,"Yes, less frequently",0.13598673300165837,44486,0.1328014144697259,0.13917205153359083
2013,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.10613598673300166,44486,0.10327371112189457,0.10899826234410875
2013,Indirect migration background,Urban regions,"Yes, every week",0.08291873963515754,44486,0.08035617606245639,0.0854813032078587
2013,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.04809286898839138,44486,0.0461045684706148,0.05008116950616796
2013,Indirect migration background,Rural regions,"No, never",0.625,44486,0.6205011653114583,0.6294988346885417
2013,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.1388888888888889,44486,0.13567517106905655,0.14210260670872124
2013,Indirect migration background,Rural regions,"Yes, less frequently",0.13194444444444445,44486,0.12879949471757937,0.13508939417130952
2013,Indirect migration background,Rural regions,"Yes, every week",0.06944444444444445,44486,0.06708214852544025,0.07180674036344864
2013,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.034722222222222224,44486,0.033020948073673735,0.03642349637077071
2015,No migration background,Urban regions,"No, never",0.6000291417747341,38036,0.5951058111843034,0.6049524723651648
2015,No migration background,Urban regions,"Yes, less frequently",0.19248142211860703,38036,0.18851928662903422,0.19644355760817983
2015,No migration background,Urban regions,"Yes, every 2 weeks",0.08961095730730001,38036,0.08674048922988489,0.09248142538471513
2015,No migration background,Urban regions,"Yes, every week",0.0668803730147166,38036,0.0643697780266905,0.06939096800274269
2015,No migration background,Urban regions,"Yes, every 3-4 weeks",0.050998105784642284,38036,0.048787205200849296,0.05320900636843527
2015,No migration background,Rural regions,"No, never",0.6003645477329688,38036,0.595441906609618,0.6052871888563195
2015,No migration background,Rural regions,"Yes, less frequently",0.17293233082706766,38036,0.1691315986150867,0.17673306303904862
2015,No migration background,Rural regions,"Yes, every 2 weeks",0.10594668489405332,38036,0.10285365550224804,0.1090397142858586
2015,No migration background,Rural regions,"Yes, every week",0.062428799270904535,38036,0.0599974168503086,0.06486018169150047
2015,No migration background,Rural regions,"Yes, every 3-4 weeks",0.05832763727500569,38036,0.05597233985450028,0.06068293469551111
2015,Direct migration background,Urban regions,"No, never",0.6349809885931559,38036,0.630142644451695,0.6398193327346168
2015,Direct migration background,Urban regions,"Yes, less frequently",0.13070342205323193,38036,0.12731586891696378,0.13409097518950008
2015,Direct migration background,Urban regions,"Yes, every 2 weeks",0.10788973384030419,38036,0.10477186399713909,0.11100760368346929
2015,Direct migration background,Urban regions,"Yes, every week",0.07461977186311787,38036,0.07197890979608677,0.07726063393014897
2015,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.05180608365019011,38036,0.049578686726590486,0.05403348057378974
2015,Direct migration background,Rural regions,"No, never",0.6546242774566474,38036,0.6498456782240417,0.6594028766892531
2015,Direct migration background,Rural regions,"Yes, every 2 weeks",0.11705202312138728,38036,0.11382118147735644,0.12028286476541812
2015,Direct migration background,Rural regions,"Yes, less frequently",0.08526011560693642,38036,0.08245351626938578,0.08806671494448705
2015,Direct migration background,Rural regions,"Yes, every week",0.07658959537572255,38036,0.07391695256065571,0.07926223819078938
2015,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.06647398843930635,38036,0.06397048765164201,0.0689774892269707
2015,Indirect migration background,Urban regions,"No, never",0.6506024096385542,38036,0.6458108550699008,0.6553939642072076
2015,Indirect migration background,Urban regions,"Yes, less frequently",0.12530120481927712,38036,0.12197410723011222,0.12862830240844203
2015,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.10963855421686747,38036,0.1064985988487721,0.11277850958496284
2015,Indirect migration background,Urban regions,"Yes, every week",0.07108433734939759,38036,0.06850187645118053,0.07366679824761466
2015,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.043373493975903614,38036,0.04132637982119926,0.04542060813060797
2015,Indirect migration background,Rural regions,"No, never",0.5445026178010471,38036,0.539497646624864,0.5495075889772303
2015,Indirect migration background,Rural regions,"Yes, less frequently",0.18848167539267016,38036,0.18455122441244315,0.19241212637289717
2015,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.14659685863874344,38036,0.14304219834867757,0.15015151892880932
2015,Indirect migration background,Rural regions,"Yes, every week",0.07329842931937172,38036,0.07067918545183585,0.07591767318690759
2015,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.04712041884816754,38036,0.04499089634631714,0.049249941350017944
2017,No migration background,Urban regions,"No, never",0.6179270227392913,45410,0.613457902125827,0.6223961433527557
2017,No migration background,Urban regions,"Yes, less frequently",0.15930724484399789,45410,0.15594122450243203,0.16267326518556374
2017,No migration background,Urban regions,"Yes, every 2 weeks",0.08844526705446853,45410,0.08583365301643393,0.09105688109250314
2017,No migration background,Urban regions,"Yes, every week",0.06768905341089371,45410,0.06537847914248839,0.06999962767929903
2017,No migration background,Urban regions,"Yes, every 3-4 weeks",0.06663141195134849,45410,0.06433766016942792,0.06892516373326905
2017,No migration background,Rural regions,"No, never",0.6258503401360545,45410,0.6213995384481364,0.6303011418239725
2017,No migration background,Rural regions,"Yes, less frequently",0.13976499690785404,45410,0.1365757504263505,0.14295424338935758
2017,No migration background,Rural regions,"Yes, every 2 weeks",0.10183467326324469,45410,0.09905299882141844,0.10461634770507094
2017,No migration background,Rural regions,"Yes, every week",0.06740878169449598,45410,0.06510264938590339,0.06971491400308856
2017,No migration background,Rural regions,"Yes, every 3-4 weeks",0.06514120799835085,45410,0.06287144123225467,0.06741097476444703
2017,Direct migration background,Urban regions,"No, never",0.6755912539045069,45410,0.6712853076292686,0.6798972001797452
2017,Direct migration background,Urban regions,"Yes, less frequently",0.10486390004462294,45410,0.10204592035039789,0.10768187973884799
2017,Direct migration background,Urban regions,"Yes, every 2 weeks",0.1035252119589469,45410,0.1007231842562669,0.1063272396616269
2017,Direct migration background,Urban regions,"Yes, every week",0.06693440428380187,45410,0.06463581641764812,0.06923299214995562
2017,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.049085229808121376,45410,0.04709809865830921,0.05107236095793354
2017,Direct migration background,Rural regions,"No, never",0.6666666666666666,45410,0.6623308185209037,0.6710025148124296
2017,Direct migration background,Rural regions,"Yes, every 2 weeks",0.13256113256113256,45410,0.12944218651388825,0.13568007860837686
2017,Direct migration background,Rural regions,"Yes, less frequently",0.09652509652509653,45410,0.09380891688591576,0.09924127616427729
2017,Direct migration background,Rural regions,"Yes, every week",0.05405405405405406,45410,0.051974225116940165,0.05613388299116795
2017,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.05019305019305019,45410,0.04818479089663018,0.0522013094894702
2017,Indirect migration background,Urban regions,"No, never",0.6489841986455982,45410,0.6445942371063308,0.6533741601848656
2017,Indirect migration background,Urban regions,"Yes, less frequently",0.10835214446952596,45410,0.10549326556077061,0.1112110233782813
2017,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.10496613995485328,45410,0.10214694787620829,0.10778533203349827
2017,Indirect migration background,Urban regions,"Yes, every week",0.07900677200902935,45410,0.07652569240891009,0.0814878516091486
2017,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.05869074492099323,45410,0.05652886635533575,0.06085262348665071
2017,Indirect migration background,Rural regions,"No, never",0.6268656716417911,45410,0.6224173091798972,0.6313140341036849
2017,Indirect migration background,Rural regions,"Yes, less frequently",0.12437810945273632,45410,0.12134274669526056,0.1274134722102121
2017,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.10945273631840796,45410,0.10658114839059234,0.11232432424622359
2017,Indirect migration background,Rural regions,"Yes, every week",0.07960199004975124,45410,0.07711238693581586,0.08209159316368662
2017,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.05970149253731343,45410,0.05752224889279529,0.061880736181831576
2019,No migration background,Urban regions,"No, never",0.5993150684931506,42417,0.5946515339224869,0.6039786030638143
2019,No migration background,Urban regions,"Yes, less frequently",0.17732115677321156,42417,0.1736863482393693,0.18095596530705382
2019,No migration background,Urban regions,"Yes, every 2 weeks",0.0852359208523592,42417,0.08257855116496188,0.08789329053975653
2019,No migration background,Urban regions,"Yes, every week",0.07267884322678843,42417,0.07020822759968648,0.07514945885389038
2019,No migration background,Urban regions,"Yes, every 3-4 weeks",0.0654490106544901,42417,0.06309537550870666,0.06780264580027355
2019,No migration background,Rural regions,"No, never",0.6117223867964452,42417,0.6070843471192666,0.6163604264736238
2019,No migration background,Rural regions,"Yes, less frequently",0.15298349555649599,42417,0.1495577561520529,0.15640923496093906
2019,No migration background,Rural regions,"Yes, every 2 weeks",0.10156580617858654,42417,0.09869103691343183,0.10444057544374126
2019,No migration background,Rural regions,"Yes, every week",0.06982649174777825,42417,0.0674011206872378,0.07225186280831869
2019,No migration background,Rural regions,"Yes, every 3-4 weeks",0.06390181972069403,42417,0.06157424618806516,0.0662293932533229
2019,Direct migration background,Urban regions,"No, never",0.6505900461775269,42417,0.6460526422736381,0.6551274500814157
2019,Direct migration background,Urban regions,"Yes, less frequently",0.12775782452539763,42417,0.12458096221818715,0.13093468683260812
2019,Direct migration background,Urban regions,"Yes, every 2 weeks",0.10826064648537712,42417,0.10530372106184731,0.11121757190890692
2019,Direct migration background,Urban regions,"Yes, every week",0.06516162134427912,42417,0.06281279827122643,0.06751044441733181
2019,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.04822986146741919,42417,0.046190894728028585,0.0502688282068098
2019,Direct migration background,Rural regions,"No, never",0.6835637480798771,42417,0.6791376735377299,0.6879898226220242
2019,Direct migration background,Rural regions,"Yes, every 2 weeks",0.1228878648233487,42417,0.11976345384013556,0.12601227580656182
2019,Direct migration background,Rural regions,"Yes, less frequently",0.0890937019969278,42417,0.08638259628717111,0.09180480770668449
2019,Direct migration background,Rural regions,"Yes, every week",0.06758832565284179,42417,0.06519927261160038,0.06997737869408319
2019,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.03686635944700461,42417,0.035073094334591874,0.03865962455941734
2019,Indirect migration background,Urban regions,"No, never",0.6267281105990783,42417,0.6221251386684399,0.6313310825297167
2019,Indirect migration background,Urban regions,"Yes, less frequently",0.12903225806451613,42417,0.12584192312125758,0.13222259300777467
2019,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.12557603686635946,42417,0.1224224811494349,0.12872959258328404
2019,Indirect migration background,Urban regions,"Yes, every week",0.06797235023041474,42417,0.06557701314624247,0.07036768731458702
2019,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.05069124423963134,42417,0.04860360084515562,0.052778887634107055
2019,Indirect migration background,Rural regions,"No, never",0.6261682242990654,42417,0.6215638595947578,0.630772589003373
2019,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.12149532710280374,42417,0.11838620397021797,0.1246044502353895
2019,Indirect migration background,Rural regions,"Yes, every week",0.11214953271028037,42417,0.10914653677235837,0.11515252864820237
2019,Indirect migration background,Rural regions,"Yes, less frequently",0.102803738317757,42417,0.09991349584918234,0.10569398078633167
2019,Indirect migration background,Rural regions,"Yes, every 3-4 weeks",0.037383177570093455,42417,0.03557787114800355,0.03918848399218336
2021,No migration background,Urban regions,"No, never",0.5970214629872974,27598,0.591234466799094,0.6028084591755009
2021,No migration background,Urban regions,"Yes, less frequently",0.17630310994305737,27598,0.1718070616655049,0.18079915822060982
2021,No migration background,Urban regions,"Yes, every 2 weeks",0.09045116075339465,27598,0.08706710623999471,0.0938352152667946
2021,No migration background,Urban regions,"Yes, every week",0.07621550591327202,27598,0.07308492978897209,0.07934608203757194
2021,No migration background,Urban regions,"Yes, every 3-4 weeks",0.060008760402978534,27598,0.05720664190491962,0.06281087890103744
2021,No migration background,Rural regions,"No, never",0.6172454155286773,27598,0.6115107723116006,0.622980058745754
2021,No migration background,Rural regions,"Yes, less frequently",0.14904408895825205,27598,0.14484235864157985,0.15324581927492426
2021,No migration background,Rural regions,"Yes, every 2 weeks",0.10222395630120952,27598,0.0986497664689991,0.10579814613341994
2021,No migration background,Rural regions,"Yes, every week",0.07023019898556379,27598,0.06721534048517776,0.07324505748594982
