year,pgisced97,regtyp,plb0219_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.005459218298044339,43,10414,0.0054337447471951295,0.005484691848893549
2005,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.009663981288628542,102,10414,0.009630160612464477,0.009697801964792606
2005,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.01011480343001569,111,10414,0.010080210758983904,0.010149396101047476
2005,First Stage of Tertiary Education,Urban regions,"No, never",0.03455984185992171,349,10414,0.03449669358201445,0.03462299013782897
2005,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.009048455410031192,71,10414,0.009015719351146307,0.009081191468916077
2005,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.004623576905221168,47,10414,0.0046001240525057425,0.004647029757936593
2005,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.012345460809108531,132,10414,0.012307286679553376,0.012383634938663686
2005,First Stage of Tertiary Education,Rural regions,"No, never",0.015052907425093468,176,10414,0.015010812513173636,0.0150950023370133
2005,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.0032930116818152577,39,10414,0.0032732058381902,0.0033128175254403154
2005,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.007544492795510615,83,10414,0.007514578174469814,0.007574407416551416
2005,Second Stage of Tertiary Education,Urban regions,"No, never",0.08305430831172278,1100,10414,0.08295890447323882,0.08314971215020674
2005,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.013723997928358028,179,10414,0.013683776960834892,0.013764218895881163
2005,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.010983625311538375,133,10414,0.010947593379131574,0.011019657243945177
2005,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.00970810599995371,114,10414,0.0096742089560885,0.00974200304381892
2005,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.04383764683590856,507,10414,0.04376686816625907,0.04390842550555805
2005,Second Stage of Tertiary Education,Rural regions,"No, never",0.027327708340769055,428,10414,0.027271344855820574,0.027384071825717535
2005,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.005278262181791434,72,10414,0.005253212094579499,0.005303312269003369
2005,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.0052306225512774385,64,10414,0.005205685169550749,0.005255559933004128
2005,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.0036800905241583855,53,10414,0.003659157035387165,0.003701024012929606
2005,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.01174175586071996,178,10414,0.011704515429214732,0.011778996292225188
2007,Primary Level,Urban regions,"No, never",0.004517444324264806,32,10575,0.0044946712193686565,0.004540217429160955
2007,Lower Secondary Level,Urban regions,"No, never",0.0402812550397488,340,10575,0.04021448486689314,0.040348025212604464
2007,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.005341178015386233,37,10575,0.005316425769479083,0.005365930261293383
2007,Lower Secondary Level,Urban regions,"Yes, less frequently",0.006853275606496055,58,10575,0.006825259045749628,0.006881292167242481
2007,Lower Secondary Level,Rural regions,"No, never",0.01871720727809768,170,10575,0.018671184097193427,0.018763230459001932
2007,Upper Secondary Level,Urban regions,"No, never",0.23509977079199826,2297,10575,0.23495576249534128,0.23524377908865524
2007,Upper Secondary Level,Urban regions,"Yes, every week",0.017229845893574063,163,10575,0.017185655721659504,0.01727403606548862
2007,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.02691865177343737,258,10575,0.026863690062785172,0.02697361348408957
2007,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.015702979526306213,142,10575,0.015660760021746132,0.015745199030866294
2007,Upper Secondary Level,Urban regions,"Yes, less frequently",0.053174503495724466,532,10575,0.05309830512084431,0.05325070187060462
2007,Upper Secondary Level,Rural regions,"No, never",0.116733324454296,1244,10575,0.1166242803059675,0.11684236860262451
2007,Upper Secondary Level,Rural regions,"Yes, every week",0.01139710181555708,116,10575,0.011361054978049309,0.011433148653064851
2007,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.020468086113114906,209,10575,0.02042000141121533,0.020516170815014483
2007,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.010983549065430977,111,10575,0.010948154863837904,0.01101894326702405
2007,Upper Secondary Level,Rural regions,"Yes, less frequently",0.03201587465510415,330,10575,0.03195609191480554,0.03207565739540276
2007,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.0387317133161158,394,10575,0.03866618716231998,0.03879723946991162
2007,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.005127038115913558,48,10575,0.00510278452197365,0.005151291709853466
2007,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.003922996956199873,31,10575,0.003901768693301289,0.003944225219098457
2007,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.008263112098516436,88,10575,0.008232370314215937,0.008293853882816934
2007,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.012589230270344065,125,10575,0.012551367923141377,0.012627092617546753
2007,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.003594079857380495,41,10575,0.00357375764311319,0.0036144020716478
2007,First Stage of Tertiary Education,Urban regions,"No, never",0.031856810640067686,333,10575,0.031797171694075047,0.031916449586060325
2007,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.007732386279325614,70,10575,0.007702640168318251,0.007762132390332977
2007,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.002402010841536522,31,10575,0.002385387272194357,0.0024186344108786868
2007,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.011954950404954983,122,10575,0.01191804233986687,0.011991858470043098
2007,First Stage of Tertiary Education,Rural regions,"No, never",0.012828553069065565,176,10575,0.012790337164357669,0.012866768973773462
2007,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.003299603423282175,39,10575,0.003280128659284401,0.0033190781872799485
2007,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.00906486358741115,88,10575,0.009032677938797602,0.0090970492360247
2007,Second Stage of Tertiary Education,Urban regions,"No, never",0.08349553342805614,1073,10575,0.08340159183300182,0.08358947502311047
2007,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.016421672597260753,214,10575,0.01637851351659774,0.016464831677923765
2007,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.013963491954579276,152,10575,0.01392364432126995,0.014003339587888602
2007,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.012025722973492888,140,10575,0.011988707148650177,0.012062738798335599
2007,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.04986877425895203,549,10575,0.04979485371438639,0.04994269480351767
2007,Second Stage of Tertiary Education,Rural regions,"No, never",0.02985186364551212,431,10575,0.029794072172159503,0.029909655118864734
2007,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.006167866242250639,84,10575,0.0061412784053492715,0.006194454079152006
2007,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.004439701789167211,63,10575,0.004417124608948851,0.00446227896938557
2007,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.003448344875215806,47,10575,0.0034284374877449806,0.0034682522626866314
2007,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.013515631526862186,197,10575,0.013476419229199446,0.013554843824524926
2009,Lower Secondary Level,Urban regions,"No, never",0.038175252179682345,319,9261,0.038110428360904836,0.038240075998459855
2009,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.005196417179530552,37,9261,0.0051720942234211136,0.00522074013563999
2009,Lower Secondary Level,Urban regions,"Yes, less frequently",0.0046799959741581874,38,9261,0.004656907257887359,0.004703084690429016
2009,Lower Secondary Level,Rural regions,"No, never",0.015689693220400373,131,9261,0.015647652618706643,0.015731733822094102
2009,Upper Secondary Level,Urban regions,"No, never",0.22380040572321652,1940,9261,0.2236594077657904,0.22394140368064264
2009,Upper Secondary Level,Urban regions,"Yes, every week",0.01850168941810125,153,9261,0.018456101878648122,0.018547276957554377
2009,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.02873977323965916,246,9261,0.02868325284941791,0.02879629362990041
2009,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.02011960367953028,148,9261,0.020072103863648393,0.020167103495412165
2009,Upper Secondary Level,Urban regions,"Yes, less frequently",0.055955677560433396,462,9261,0.05587792513371074,0.056033429987156054
2009,Upper Secondary Level,Rural regions,"No, never",0.11635364089225003,1111,9261,0.11624516707691573,0.11646211470758433
2009,Upper Secondary Level,Rural regions,"Yes, every week",0.009756632905284992,94,9261,0.009723380992380234,0.00978988481818975
2009,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.02011044456022097,187,9261,0.020062955335381934,0.020157933785060003
2009,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.013423059198072228,108,9261,0.013384128973066609,0.013461989423077848
2009,Upper Secondary Level,Rural regions,"Yes, less frequently",0.03608825188752446,333,9261,0.03602515655402289,0.036151347221026024
2009,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.038029094144317335,332,9261,0.0379643896213435,0.03809379866729117
2009,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.00399625766339111,34,9261,0.003974914789071832,0.004017600537710388
2009,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.011031283513445077,93,9261,0.010995948929575325,0.01106661809731483
2009,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.01391882687986042,126,9261,0.013879194209880548,0.01395845954984029
2009,First Stage of Tertiary Education,Urban regions,"No, never",0.02979040719125251,271,9261,0.029732894103745335,0.029847920278759682
2009,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.006292560737931102,56,9261,0.006265809821818293,0.00631931165404391
2009,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.015987948046811997,114,9261,0.015945516168804234,0.01603037992481976
2009,First Stage of Tertiary Education,Rural regions,"No, never",0.014591227186991355,158,9261,0.0145506623436823,0.014631792030300409
2009,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.0033296462652345968,41,9261,0.00331015812035417,0.0033491344101150237
2009,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.007678932046152304,73,9261,0.007649401451050415,0.007708462641254192
2009,Second Stage of Tertiary Education,Urban regions,"No, never",0.09096476682823841,914,9261,0.09086748703378762,0.0910620466226892
2009,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.021096020612603218,203,9261,0.021047406093016405,0.02114463513219003
2009,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.013340867832319038,135,9261,0.013302055361446592,0.013379680303191484
2009,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.013081977408189895,126,9261,0.013043538334080998,0.013120416482298792
2009,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.04989200215647584,504,9261,0.04981834793659217,0.0499656563763595
2009,Second Stage of Tertiary Education,Rural regions,"No, never",0.030074186766168295,403,9261,0.03001640884847941,0.03013196468385718
2009,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.007464852341404773,97,9261,0.007435733154830199,0.007493971527979346
2009,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.004323630713860314,54,9261,0.004301434490960272,0.004345826936760356
2009,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.004310742109606023,55,9261,0.004288578851065857,0.0043329053681461895
2009,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.014214231937681608,165,9261,0.014174186905077463,0.014254276970285754
2011,Primary Level,Urban regions,"No, never",0.005290859419867067,67,15840,0.005266807849171055,0.0053149109905630786
2011,Lower Secondary Level,Urban regions,"No, never",0.03730594472761975,533,15840,0.037243114961357696,0.037368774493881804
2011,Lower Secondary Level,Urban regions,"Yes, every week",0.003912710782796047,48,15840,0.0038920131894208884,0.003933408376171206
2011,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.004810624104493865,63,15840,0.004787684503748628,0.004833563705239102
2011,Lower Secondary Level,Urban regions,"Yes, less frequently",0.004027863178468696,73,15840,0.004006864438912922,0.00404886191802447
2011,Lower Secondary Level,Rural regions,"No, never",0.019536870391058503,274,15840,0.019490984897355266,0.01958275588476174
2011,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.00280568664130937,53,15840,0.002788150188268196,0.0028232230943505444
2011,Lower Secondary Level,Rural regions,"Yes, less frequently",0.0016921451954862617,32,15840,0.0016785187264237212,0.001705771664548802
2011,Upper Secondary Level,Urban regions,"No, never",0.21086113832039258,3009,15840,0.21072589766501174,0.21099637897577342
2011,Upper Secondary Level,Urban regions,"Yes, every week",0.019208467837558748,242,15840,0.01916296201238068,0.019253973662736817
2011,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.030799758263459712,454,15840,0.03074247698681266,0.030857039540106764
2011,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.01533128720744904,229,15840,0.015290552307217873,0.015372022107680206
2011,Upper Secondary Level,Urban regions,"Yes, less frequently",0.0430372223327888,630,15840,0.04296993986416619,0.04310450480141142
2011,Upper Secondary Level,Rural regions,"No, never",0.11469241584616255,1980,15840,0.114586771387874,0.1147980603044511
2011,Upper Secondary Level,Rural regions,"Yes, every week",0.01054851400675726,181,15840,0.010514643228759743,0.010582384784754777
2011,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.01926212386739466,357,15840,0.01921655577611883,0.01930769195867049
2011,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.011723466839955964,204,15840,0.011687780702082018,0.011759152977829911
2011,Upper Secondary Level,Rural regions,"Yes, less frequently",0.0352141884616689,519,15840,0.035153079265095956,0.03527529765824184
2011,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.037985519770364164,633,15840,0.037922142705949284,0.03804889683477904
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.00416856175907303,56,15840,0.004147200919698953,0.0041899225984471065
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.006074071275369549,94,15840,0.0060483110754089376,0.00609983147533016
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.0034207098132118343,47,15840,0.0034013524444492203,0.0034400671819744483
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.012114113684199623,175,15840,0.012077845025827412,0.012150382342571835
2011,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.014469869130523205,259,15840,0.01443027785144374,0.01450946040960267
2011,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.0027555713806877618,49,15840,0.0027381918149745276,0.002772950946400996
2011,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.0038883866281927875,52,15840,0.003867753218570721,0.003909020037814855
2011,First Stage of Tertiary Education,Urban regions,"No, never",0.02601611925528167,398,15840,0.025963344112141913,0.02606889439842143
2011,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.004231854975872662,50,15840,0.004210333265609892,0.004253376686135433
2011,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.004805625825915714,70,15840,0.004782698087909511,0.004828553563921917
2011,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.0021943842098402612,39,15840,0.0021788706457375718,0.0022098977739429507
2011,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.012995770941015785,162,15840,0.012958222422318597,0.013033319459712972
2011,First Stage of Tertiary Education,Rural regions,"No, never",0.016738758849947,298,15840,0.016696225619975955,0.016781292079918048
2011,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.002492686362361134,46,15840,0.002476154410159464,0.0025092183145628043
2011,First Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.0017702864670420086,35,15840,0.0017563494670736414,0.0017842234670103758
2011,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.0066632383913860565,102,15840,0.006636265766809212,0.006690211015962901
2011,Second Stage of Tertiary Education,Urban regions,"No, never",0.09732370708579666,1586,15840,0.09722544010389472,0.09742197406769859
2011,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.01934888029539829,360,15840,0.019303211720344122,0.01939454887045246
2011,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.014993248039231093,254,15840,0.014952957809429932,0.015033538269032254
2011,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.011628424296683957,224,15840,0.011592881398592157,0.011663967194775757
2011,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.043102057465167896,713,15840,0.04303472661642527,0.043169388313910526
2011,Second Stage of Tertiary Education,Rural regions,"No, never",0.02904102943937871,593,15840,0.028985357196186758,0.029096701682570662
2011,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.0061727315548795875,132,15840,0.006146764276883154,0.006198698832876021
2011,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.006507583887743281,109,15840,0.006480926079259235,0.006534241696227326
2011,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.003908355994315914,87,15840,0.0038876698769844484,0.0039290421116473795
2011,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.015127165796432621,269,15840,0.015086698784216323,0.015167632808648919
2013,Primary Level,Urban regions,"No, never",0.0029689153993972713,45,14744,0.002950155319319796,0.0029876754794747463
2013,Primary Level,Rural regions,"No, never",0.0018204295909479305,32,14744,0.001805731101362318,0.001835128080533543
2013,Lower Secondary Level,Urban regions,"No, never",0.03565872700515455,531,14744,0.035594785961266404,0.0357226680490427
2013,Lower Secondary Level,Urban regions,"Yes, every week",0.0030830684568134694,51,14744,0.0030639522157997552,0.0031021846978271836
2013,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.00429336588082978,59,14744,0.004270821096864471,0.00431591066479509
2013,Lower Secondary Level,Urban regions,"Yes, less frequently",0.004860366496088078,63,14744,0.004836386011867977,0.00488434698030818
2013,Lower Secondary Level,Rural regions,"No, never",0.01579253615570206,252,14744,0.015749547813792134,0.01583552449761199
2013,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.0024887034064559332,48,14744,0.0024715232580983415,0.002505883554813525
2013,Lower Secondary Level,Rural regions,"Yes, less frequently",0.0019010172132123174,36,14744,0.0018859975132038056,0.0019160369132208293
2013,Upper Secondary Level,Urban regions,"No, never",0.19910402995639864,2706,14744,0.19896633770320782,0.19924172220958947
2013,Upper Secondary Level,Urban regions,"Yes, every week",0.014778353559910628,193,14744,0.014736747036690643,0.014819960083130612
2013,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.029068705809185615,428,14744,0.029010777810418234,0.029126633807952995
2013,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.014909276490946746,197,14744,0.014867488852695149,0.014951064129198343
2013,Upper Secondary Level,Urban regions,"Yes, less frequently",0.05322139272522517,642,14744,0.053143991334656575,0.05329879411579377
2013,Upper Secondary Level,Rural regions,"No, never",0.1251593175133042,1875,14744,0.12504521965148402,0.12527341537512438
2013,Upper Secondary Level,Rural regions,"Yes, every week",0.008383178580706417,140,14744,0.008351740376621074,0.008414616784791759
2013,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.024312412495752687,376,14744,0.024259305608714723,0.024365519382790652
2013,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.010483114008971133,179,14744,0.010447995328731412,0.010518232689210854
2013,Upper Secondary Level,Rural regions,"Yes, less frequently",0.033149035027149144,486,14744,0.033087304975527226,0.03321076507877106
2013,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.03767787302177405,624,14744,0.037612215444672414,0.03774353059887568
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.0034085479192455187,43,14744,0.0033884512211539227,0.003428644617337115
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.006047337129579211,92,14744,0.006020604211446499,0.006074070047711923
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.00395421364038203,39,14744,0.003932573944969386,0.003975853335794675
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.01257516696217401,156,14744,0.01253674404541277,0.012613589878935249
2013,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.014151416546659653,260,14744,0.01411068916475618,0.014192143928563127
2013,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.0024752791512512836,37,14744,0.002458145285769231,0.0024924130167333363
2013,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.0031289953484985116,43,14744,0.0031097376950006868,0.0031482530019963364
2013,First Stage of Tertiary Education,Urban regions,"No, never",0.027439358382165546,391,14744,0.027383030068660327,0.027495686695670766
2013,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.0021379649892279817,36,14744,0.0021220386129682466,0.0021538913654877167
2013,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.004828059459130206,51,14744,0.00480415841941699,0.004851960498843422
2013,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.0141742094619058,162,14744,0.014133449765703706,0.014214969158107894
2013,First Stage of Tertiary Education,Rural regions,"No, never",0.01363388249355961,241,14744,0.013593896280713086,0.013673868706406134
2013,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.002330442347218386,42,14744,0.0023138161101241023,0.0023470685843126693
2013,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.008325529954344237,111,14744,0.008294199121641812,0.008356860787046663
2013,Second Stage of Tertiary Education,Urban regions,"No, never",0.10032654158021904,1572,14744,0.10022294824813566,0.10043013491230243
2013,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.01900088889212632,311,14744,0.018953812551833035,0.019047965232419608
2013,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.013699946232291,209,14744,0.013659864601143318,0.013740027863438682
2013,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.014072740043147744,181,14744,0.014032124412845386,0.014113355673450102
2013,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.045993137405608016,668,14744,0.045920909720717266,0.046065365090498765
2013,Second Stage of Tertiary Education,Rural regions,"No, never",0.030803746923765765,559,14744,0.03074416849248178,0.03086332535504975
2013,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.006101110285654991,130,14744,0.006074259501845553,0.0061279610694644285
2013,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.007285533792452538,102,14744,0.007256209719509396,0.00731485786539568
2013,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.003846125715628553,73,14744,0.003824782670662785,0.0038674687605943212
2013,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.01714600654983818,272,14744,0.01710124476211622,0.01719076833756014
2015,Primary Level,Urban regions,"No, never",0.0051327628786152655,73,14473,0.005109480982783744,0.005156044774446787
2015,Primary Level,Rural regions,"No, never",0.00184516653743998,34,14473,0.001831184292085745,0.001859148782794215
2015,Lower Secondary Level,Urban regions,"No, never",0.039354076678205376,577,14473,0.039290728123285205,0.039417425233125546
2015,Lower Secondary Level,Urban regions,"Yes, every week",0.0036609005759595226,51,14473,0.003641223628289851,0.0036805775236291942
2015,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.005150583139422244,76,14473,0.005127261071685149,0.005173905207159339
2015,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.0034230999000259108,38,14473,0.003404070487908071,0.0034421293121437505
2015,Lower Secondary Level,Urban regions,"Yes, less frequently",0.005274251195712159,71,14473,0.005250652268454282,0.005297850122970036
2015,Lower Secondary Level,Rural regions,"No, never",0.017817289566134313,277,14473,0.017774189579234576,0.01786038955303405
2015,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.0030023085883716023,50,14473,0.002984483367607873,0.0030201338091353316
2015,Lower Secondary Level,Rural regions,"Yes, less frequently",0.002100104417604329,37,14473,0.00208518938835271,0.0021150194468559477
2015,Upper Secondary Level,Urban regions,"No, never",0.18941839207791714,2615,14473,0.18929072773268754,0.18954605642314673
2015,Upper Secondary Level,Urban regions,"Yes, every week",0.014238067856608163,210,14473,0.014199469241109633,0.014276666472106693
2015,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.03234923008038726,434,14473,0.03229158643016147,0.032406873730613045
2015,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.01251041855046332,168,14473,0.01247420572948795,0.01254663137143869
2015,Upper Secondary Level,Urban regions,"Yes, less frequently",0.04956630578554179,569,14473,0.04949559032653953,0.04963702124454405
2015,Upper Secondary Level,Rural regions,"No, never",0.11575283647415371,1728,14473,0.11564860165066315,0.11585707129764428
2015,Upper Secondary Level,Rural regions,"Yes, every week",0.008703453288873052,140,14473,0.008673190581762961,0.008733715995983143
2015,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.021105638595866914,335,14473,0.021058808252871115,0.021152468938862714
2015,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.01083863675116459,151,14473,0.010804901722806265,0.010872371779522914
2015,Upper Secondary Level,Rural regions,"Yes, less frequently",0.029103414033125302,418,14473,0.029048647073422227,0.029158180992828377
2015,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.04278631715733404,672,14473,0.042720381995169546,0.04285225231949853
